,NGVT US Equity
,RETURN_COM_EQY
2020-01-01,42.2542
2020-01-02,42.2542
2020-01-03,42.2542
2020-01-04,42.2542
2020-01-05,42.2542
2020-01-06,42.2542
2020-01-07,42.2542
2020-01-08,42.2542
2020-01-09,42.2542
2020-01-10,42.2542
2020-01-11,42.2542
2020-01-12,42.2542
2020-01-13,42.2542
2020-01-14,42.2542
2020-01-15,42.2542
2020-01-16,42.2542
2020-01-17,42.2542
2020-01-18,42.2542
2020-01-19,42.2542
2020-01-20,42.2542
2020-01-21,42.2542
2020-01-22,42.2542
2020-01-23,42.2542
2020-01-24,42.2542
2020-01-25,42.2542
2020-01-26,42.2542
2020-01-27,42.2542
2020-01-28,42.2542
2020-01-29,42.2542
2020-01-30,42.2542
2020-01-31,42.2542
2020-02-01,42.2542
2020-02-02,42.2542
2020-02-03,42.2542
2020-02-04,42.2542
2020-02-05,42.2542
2020-02-06,42.2542
2020-02-07,42.2542
2020-02-08,42.2542
2020-02-09,42.2542
2020-02-10,42.2542
2020-02-11,42.2542
2020-02-12,42.2542
2020-02-13,42.2542
2020-02-14,42.2542
2020-02-15,42.2542
2020-02-16,42.2542
2020-02-17,42.2542
2020-02-18,42.2542
2020-02-19,42.2542
2020-02-20,42.2542
2020-02-21,42.2542
2020-02-22,42.2542
2020-02-23,42.2542
2020-02-24,42.2542
2020-02-25,42.2542
2020-02-26,42.2542
2020-02-27,42.2542
2020-02-28,42.2542
2020-02-29,42.2542
2020-03-01,42.2542
2020-03-02,42.2542
2020-03-03,42.2542
2020-03-04,42.2542
2020-03-05,42.2542
2020-03-06,42.2542
2020-03-07,42.2542
2020-03-08,42.2542
2020-03-09,42.2542
2020-03-10,42.2542
2020-03-11,42.2542
2020-03-12,42.2542
2020-03-13,42.2542
2020-03-14,42.2542
2020-03-15,42.2542
2020-03-16,42.2542
2020-03-17,42.2542
2020-03-18,42.2542
2020-03-19,42.2542
2020-03-20,42.2542
2020-03-21,42.2542
2020-03-22,42.2542
2020-03-23,42.2542
2020-03-24,42.2542
2020-03-25,42.2542
2020-03-26,42.2542
2020-03-27,42.2542
2020-03-28,42.2542
2020-03-29,42.2542
2020-03-30,42.2542
2020-03-31,47.9322
2020-04-01,47.9322
2020-04-02,47.9322
2020-04-03,47.9322
2020-04-04,47.9322
2020-04-05,47.9322
2020-04-06,47.9322
2020-04-07,47.9322
2020-04-08,47.9322
2020-04-09,47.9322
2020-04-10,47.9322
2020-04-11,47.9322
2020-04-12,47.9322
2020-04-13,47.9322
2020-04-14,47.9322
2020-04-15,47.9322
2020-04-16,47.9322
2020-04-17,47.9322
2020-04-18,47.9322
2020-04-19,47.9322
2020-04-20,47.9322
2020-04-21,47.9322
2020-04-22,47.9322
2020-04-23,47.9322
2020-04-24,47.9322
2020-04-25,47.9322
2020-04-26,47.9322
2020-04-27,47.9322
2020-04-28,47.9322
2020-04-29,47.9322
2020-04-30,47.9322
2020-05-01,47.9322
2020-05-02,47.9322
2020-05-03,47.9322
2020-05-04,47.9322
2020-05-05,47.9322
2020-05-06,47.9322
2020-05-07,47.9322
2020-05-08,47.9322
2020-05-09,47.9322
2020-05-10,47.9322
2020-05-11,47.9322
2020-05-12,47.9322
2020-05-13,47.9322
2020-05-14,47.9322
2020-05-15,47.9322
2020-05-16,47.9322
2020-05-17,47.9322
2020-05-18,47.9322
2020-05-19,47.9322
2020-05-20,47.9322
2020-05-21,47.9322
2020-05-22,47.9322
2020-05-23,47.9322
2020-05-24,47.9322
2020-05-25,47.9322
2020-05-26,47.9322
2020-05-27,47.9322
2020-05-28,47.9322
2020-05-29,47.9322
2020-05-30,47.9322
2020-05-31,47.9322
2020-06-01,47.9322
2020-06-02,47.9322
2020-06-03,47.9322
2020-06-04,47.9322
2020-06-05,47.9322
2020-06-06,47.9322
2020-06-07,47.9322
2020-06-08,47.9322
2020-06-09,47.9322
2020-06-10,47.9322
2020-06-11,47.9322
2020-06-12,47.9322
2020-06-13,47.9322
2020-06-14,47.9322
2020-06-15,47.9322
2020-06-16,47.9322
2020-06-17,47.9322
2020-06-18,47.9322
2020-06-19,47.9322
2020-06-20,47.9322
2020-06-21,47.9322
2020-06-22,47.9322
2020-06-23,47.9322
2020-06-24,47.9322
2020-06-25,47.9322
2020-06-26,47.9322
2020-06-27,47.9322
2020-06-28,47.9322
2020-06-29,47.9322
2020-06-30,36.7475
2020-07-01,36.7475
2020-07-02,36.7475
2020-07-03,36.7475
2020-07-04,36.7475
2020-07-05,36.7475
2020-07-06,36.7475
2020-07-07,36.7475
2020-07-08,36.7475
2020-07-09,36.7475
2020-07-10,36.7475
2020-07-11,36.7475
2020-07-12,36.7475
2020-07-13,36.7475
2020-07-14,36.7475
2020-07-15,36.7475
2020-07-16,36.7475
2020-07-17,36.7475
2020-07-18,36.7475
2020-07-19,36.7475
2020-07-20,36.7475
2020-07-21,36.7475
2020-07-22,36.7475
2020-07-23,36.7475
2020-07-24,36.7475
2020-07-25,36.7475
2020-07-26,36.7475
2020-07-27,36.7475
2020-07-28,36.7475
2020-07-29,36.7475
2020-07-30,36.7475
2020-07-31,36.7475
2020-08-01,36.7475
2020-08-02,36.7475
2020-08-03,36.7475
2020-08-04,36.7475
2020-08-05,36.7475
2020-08-06,36.7475
2020-08-07,36.7475
2020-08-08,36.7475
2020-08-09,36.7475
2020-08-10,36.7475
2020-08-11,36.7475
2020-08-12,36.7475
2020-08-13,36.7475
2020-08-14,36.7475
2020-08-15,36.7475
2020-08-16,36.7475
2020-08-17,36.7475
2020-08-18,36.7475
2020-08-19,36.7475
2020-08-20,36.7475
2020-08-21,36.7475
2020-08-22,36.7475
2020-08-23,36.7475
2020-08-24,36.7475
2020-08-25,36.7475
2020-08-26,36.7475
2020-08-27,36.7475
2020-08-28,36.7475
2020-08-29,36.7475
2020-08-30,36.7475
2020-08-31,36.7475
2020-09-01,36.7475
2020-09-02,36.7475
2020-09-03,36.7475
2020-09-04,36.7475
2020-09-05,36.7475
2020-09-06,36.7475
2020-09-07,36.7475
2020-09-08,36.7475
2020-09-09,36.7475
2020-09-10,36.7475
2020-09-11,36.7475
2020-09-12,36.7475
2020-09-13,36.7475
2020-09-14,36.7475
2020-09-15,36.7475
2020-09-16,36.7475
2020-09-17,36.7475
2020-09-18,36.7475
2020-09-19,36.7475
2020-09-20,36.7475
2020-09-21,36.7475
2020-09-22,36.7475
2020-09-23,36.7475
2020-09-24,36.7475
2020-09-25,36.7475
2020-09-26,36.7475
2020-09-27,36.7475
2020-09-28,36.7475
2020-09-29,36.7475
2020-09-30,33.8961
2020-10-01,33.8961
2020-10-02,33.8961
2020-10-03,33.8961
2020-10-04,33.8961
2020-10-05,33.8961
2020-10-06,33.8961
2020-10-07,33.8961
2020-10-08,33.8961
2020-10-09,33.8961
2020-10-10,33.8961
2020-10-11,33.8961
2020-10-12,33.8961
2020-10-13,33.8961
2020-10-14,33.8961
2020-10-15,33.8961
2020-10-16,33.8961
2020-10-17,33.8961
2020-10-18,33.8961
2020-10-19,33.8961
2020-10-20,33.8961
2020-10-21,33.8961
2020-10-22,33.8961
2020-10-23,33.8961
2020-10-24,33.8961
2020-10-25,33.8961
2020-10-26,33.8961
2020-10-27,33.8961
2020-10-28,33.8961
2020-10-29,33.8961
2020-10-30,33.8961
2020-10-31,33.8961
2020-11-01,33.8961
2020-11-02,33.8961
2020-11-03,33.8961
2020-11-04,33.8961
2020-11-05,33.8961
2020-11-06,33.8961
2020-11-07,33.8961
2020-11-08,33.8961
2020-11-09,33.8961
2020-11-10,33.8961
2020-11-11,33.8961
2020-11-12,33.8961
2020-11-13,33.8961
2020-11-14,33.8961
2020-11-15,33.8961
2020-11-16,33.8961
2020-11-17,33.8961
2020-11-18,33.8961
2020-11-19,33.8961
2020-11-20,33.8961
2020-11-21,33.8961
2020-11-22,33.8961
2020-11-23,33.8961
2020-11-24,33.8961
2020-11-25,33.8961
2020-11-26,33.8961
2020-11-27,33.8961
2020-11-28,33.8961
2020-11-29,33.8961
2020-11-30,33.8961
2020-12-01,33.8961
2020-12-02,33.8961
2020-12-03,33.8961
2020-12-04,33.8961
2020-12-05,33.8961
2020-12-06,33.8961
2020-12-07,33.8961
2020-12-08,33.8961
2020-12-09,33.8961
2020-12-10,33.8961
2020-12-11,33.8961
2020-12-12,33.8961
2020-12-13,33.8961
2020-12-14,33.8961
2020-12-15,33.8961
2020-12-16,33.8961
2020-12-17,33.8961
2020-12-18,33.8961
2020-12-19,33.8961
2020-12-20,33.8961
2020-12-21,33.8961
2020-12-22,33.8961
2020-12-23,33.8961
2020-12-24,33.8961
2020-12-25,33.8961
2020-12-26,33.8961
2020-12-27,33.8961
2020-12-28,33.8961
2020-12-29,33.8961
2020-12-30,33.8961
2020-12-31,30.9319
2021-01-01,30.9319
2021-01-02,30.9319
2021-01-03,30.9319
2021-01-04,30.9319
2021-01-05,30.9319
2021-01-06,30.9319
2021-01-07,30.9319
2021-01-08,30.9319
2021-01-09,30.9319
2021-01-10,30.9319
2021-01-11,30.9319
2021-01-12,30.9319
2021-01-13,30.9319
2021-01-14,30.9319
2021-01-15,30.9319
2021-01-16,30.9319
2021-01-17,30.9319
2021-01-18,30.9319
2021-01-19,30.9319
2021-01-20,30.9319
2021-01-21,30.9319
2021-01-22,30.9319
2021-01-23,30.9319
2021-01-24,30.9319
2021-01-25,30.9319
2021-01-26,30.9319
2021-01-27,30.9319
2021-01-28,30.9319
2021-01-29,30.9319
2021-01-30,30.9319
2021-01-31,30.9319
2021-02-01,30.9319
2021-02-02,30.9319
2021-02-03,30.9319
2021-02-04,30.9319
2021-02-05,30.9319
2021-02-06,30.9319
2021-02-07,30.9319
2021-02-08,30.9319
2021-02-09,30.9319
2021-02-10,30.9319
2021-02-11,30.9319
2021-02-12,30.9319
2021-02-13,30.9319
2021-02-14,30.9319
2021-02-15,30.9319
