,IBM US Equity
2020-03-22,50.1209
2020-03-23,50.1209
2020-03-24,50.1209
2020-03-25,50.1209
2020-03-26,50.1209
2020-03-27,50.1209
2020-03-28,50.1209
2020-03-29,50.1209
2020-03-30,50.1209
2020-03-31,49.4257
2020-04-01,49.4257
2020-04-02,49.4257
2020-04-03,49.4257
2020-04-04,49.4257
2020-04-05,49.4257
2020-04-06,49.4257
2020-04-07,49.4257
2020-04-08,49.4257
2020-04-09,49.4257
2020-04-10,49.4257
2020-04-11,49.4257
2020-04-12,49.4257
2020-04-13,49.4257
2020-04-14,49.4257
2020-04-15,49.4257
2020-04-16,49.4257
2020-04-17,49.4257
2020-04-18,49.4257
2020-04-19,49.4257
2020-04-20,49.4257
2020-04-21,49.4257
2020-04-22,49.4257
2020-04-23,49.4257
2020-04-24,49.4257
2020-04-25,49.4257
2020-04-26,49.4257
2020-04-27,49.4257
2020-04-28,49.4257
2020-04-29,49.4257
2020-04-30,49.4257
2020-05-01,49.4257
2020-05-02,49.4257
2020-05-03,49.4257
2020-05-04,49.4257
2020-05-05,49.4257
2020-05-06,49.4257
2020-05-07,49.4257
2020-05-08,49.4257
2020-05-09,49.4257
2020-05-10,49.4257
2020-05-11,49.4257
2020-05-12,49.4257
2020-05-13,49.4257
2020-05-14,49.4257
2020-05-15,49.4257
2020-05-16,49.4257
2020-05-17,49.4257
2020-05-18,49.4257
2020-05-19,49.4257
2020-05-20,49.4257
2020-05-21,49.4257
2020-05-22,49.4257
2020-05-23,49.4257
2020-05-24,49.4257
2020-05-25,49.4257
2020-05-26,49.4257
2020-05-27,49.4257
2020-05-28,49.4257
2020-05-29,49.4257
2020-05-30,49.4257
2020-05-31,49.4257
2020-06-01,49.4257
2020-06-02,49.4257
2020-06-03,49.4257
2020-06-04,49.4257
2020-06-05,49.4257
2020-06-06,49.4257
2020-06-07,49.4257
2020-06-08,49.4257
2020-06-09,49.4257
2020-06-10,49.4257
2020-06-11,49.4257
2020-06-12,49.4257
2020-06-13,49.4257
2020-06-14,49.4257
2020-06-15,49.4257
2020-06-16,49.4257
2020-06-17,49.4257
2020-06-18,49.4257
2020-06-19,49.4257
2020-06-20,49.4257
2020-06-21,49.4257
2020-06-22,49.4257
2020-06-23,49.4257
2020-06-24,49.4257
2020-06-25,49.4257
2020-06-26,49.4257
2020-06-27,49.4257
2020-06-28,49.4257
2020-06-29,49.4257
2020-06-30,41.2504
2020-07-01,41.2504
2020-07-02,41.2504
2020-07-03,41.2504
2020-07-04,41.2504
2020-07-05,41.2504
2020-07-06,41.2504
2020-07-07,41.2504
2020-07-08,41.2504
2020-07-09,41.2504
2020-07-10,41.2504
2020-07-11,41.2504
2020-07-12,41.2504
2020-07-13,41.2504
2020-07-14,41.2504
2020-07-15,41.2504
2020-07-16,41.2504
2020-07-17,41.2504
2020-07-18,41.2504
2020-07-19,41.2504
2020-07-20,41.2504
2020-07-21,41.2504
2020-07-22,41.2504
2020-07-23,41.2504
2020-07-24,41.2504
2020-07-25,41.2504
2020-07-26,41.2504
2020-07-27,41.2504
2020-07-28,41.2504
2020-07-29,41.2504
2020-07-30,41.2504
2020-07-31,41.2504
2020-08-01,41.2504
2020-08-02,41.2504
2020-08-03,41.2504
2020-08-04,41.2504
2020-08-05,41.2504
2020-08-06,41.2504
2020-08-07,41.2504
2020-08-08,41.2504
2020-08-09,41.2504
2020-08-10,41.2504
2020-08-11,41.2504
2020-08-12,41.2504
2020-08-13,41.2504
2020-08-14,41.2504
2020-08-15,41.2504
2020-08-16,41.2504
2020-08-17,41.2504
2020-08-18,41.2504
2020-08-19,41.2504
2020-08-20,41.2504
2020-08-21,41.2504
2020-08-22,41.2504
2020-08-23,41.2504
2020-08-24,41.2504
2020-08-25,41.2504
2020-08-26,41.2504
2020-08-27,41.2504
2020-08-28,41.2504
2020-08-29,41.2504
2020-08-30,41.2504
2020-08-31,41.2504
2020-09-01,41.2504
2020-09-02,41.2504
2020-09-03,41.2504
2020-09-04,41.2504
2020-09-05,41.2504
2020-09-06,41.2504
2020-09-07,41.2504
2020-09-08,41.2504
2020-09-09,41.2504
2020-09-10,41.2504
2020-09-11,41.2504
2020-09-12,41.2504
2020-09-13,41.2504
2020-09-14,41.2504
2020-09-15,41.2504
2020-09-16,41.2504
2020-09-17,41.2504
2020-09-18,41.2504
2020-09-19,41.2504
2020-09-20,41.2504
2020-09-21,41.2504
2020-09-22,41.2504
2020-09-23,41.2504
2020-09-24,41.2504
2020-09-25,41.2504
2020-09-26,41.2504
2020-09-27,41.2504
2020-09-28,41.2504
2020-09-29,41.2504
2020-09-30,40.3626
2020-10-01,40.3626
2020-10-02,40.3626
2020-10-03,40.3626
2020-10-04,40.3626
2020-10-05,40.3626
2020-10-06,40.3626
2020-10-07,40.3626
2020-10-08,40.3626
2020-10-09,40.3626
2020-10-10,40.3626
2020-10-11,40.3626
2020-10-12,40.3626
2020-10-13,40.3626
2020-10-14,40.3626
2020-10-15,40.3626
2020-10-16,40.3626
2020-10-17,40.3626
2020-10-18,40.3626
2020-10-19,40.3626
2020-10-20,40.3626
2020-10-21,40.3626
2020-10-22,40.3626
2020-10-23,40.3626
2020-10-24,40.3626
2020-10-25,40.3626
2020-10-26,40.3626
2020-10-27,40.3626
2020-10-28,40.3626
2020-10-29,40.3626
2020-10-30,40.3626
2020-10-31,40.3626
2020-11-01,40.3626
2020-11-02,40.3626
2020-11-03,40.3626
2020-11-04,40.3626
2020-11-05,40.3626
2020-11-06,40.3626
2020-11-07,40.3626
2020-11-08,40.3626
2020-11-09,40.3626
2020-11-10,40.3626
2020-11-11,40.3626
2020-11-12,40.3626
2020-11-13,40.3626
2020-11-14,40.3626
2020-11-15,40.3626
2020-11-16,40.3626
2020-11-17,40.3626
2020-11-18,40.3626
2020-11-19,40.3626
2020-11-20,40.3626
2020-11-21,40.3626
2020-11-22,40.3626
2020-11-23,40.3626
2020-11-24,40.3626
2020-11-25,40.3626
2020-11-26,40.3626
2020-11-27,40.3626
2020-11-28,40.3626
2020-11-29,40.3626
2020-11-30,40.3626
2020-12-01,40.3626
2020-12-02,40.3626
2020-12-03,40.3626
2020-12-04,40.3626
2020-12-05,40.3626
2020-12-06,40.3626
2020-12-07,40.3626
2020-12-08,40.3626
2020-12-09,40.3626
2020-12-10,40.3626
2020-12-11,40.3626
2020-12-12,40.3626
2020-12-13,40.3626
2020-12-14,40.3626
2020-12-15,40.3626
2020-12-16,40.3626
2020-12-17,40.3626
2020-12-18,40.3626
2020-12-19,40.3626
2020-12-20,40.3626
2020-12-21,40.3626
2020-12-22,40.3626
2020-12-23,40.3626
2020-12-24,40.3626
2020-12-25,40.3626
2020-12-26,40.3626
2020-12-27,40.3626
2020-12-28,40.3626
2020-12-29,40.3626
2020-12-30,40.3626
2020-12-31,26.9817
2021-01-01,26.9817
2021-01-02,26.9817
2021-01-03,26.9817
2021-01-04,26.9817
2021-01-05,26.9817
2021-01-06,26.9817
2021-01-07,26.9817
2021-01-08,26.9817
2021-01-09,26.9817
2021-01-10,26.9817
2021-01-11,26.9817
2021-01-12,26.9817
2021-01-13,26.9817
2021-01-14,26.9817
2021-01-15,26.9817
2021-01-16,26.9817
2021-01-17,26.9817
2021-01-18,26.9817
2021-01-19,26.9817
2021-01-20,26.9817
2021-01-21,26.9817
2021-01-22,26.9817
2021-01-23,26.9817
2021-01-24,26.9817
2021-01-25,26.9817
2021-01-26,26.9817
2021-01-27,26.9817
2021-01-28,26.9817
2021-01-29,26.9817
2021-01-30,26.9817
2021-01-31,26.9817
2021-02-01,26.9817
2021-02-02,26.9817
2021-02-03,26.9817
2021-02-04,26.9817
2021-02-05,26.9817
2021-02-06,26.9817
2021-02-07,26.9817
2021-02-08,26.9817
2021-02-09,26.9817
2021-02-10,26.9817
2021-02-11,26.9817
2021-02-12,26.9817
2021-02-13,26.9817
2021-02-14,26.9817
2021-02-15,26.9817
2021-02-16,26.9817
2021-02-17,26.9817
2021-02-18,26.9817
2021-02-19,26.9817
2021-02-20,26.9817
2021-02-21,26.9817
2021-02-22,26.9817
2021-02-23,26.9817
2021-02-24,26.9817
2021-02-25,26.9817
2021-02-26,26.9817
2021-02-27,26.9817
2021-02-28,26.9817
2021-03-01,26.9817
2021-03-02,26.9817
2021-03-03,26.9817
2021-03-04,26.9817
2021-03-05,26.9817
2021-03-06,26.9817
2021-03-07,26.9817
2021-03-08,26.9817
2021-03-09,26.9817
2021-03-10,26.9817
2021-03-11,26.9817
2021-03-12,26.9817
2021-03-13,26.9817
2021-03-14,26.9817
2021-03-15,26.9817
2021-03-16,26.9817
2021-03-17,26.9817
2021-03-18,26.9817
2021-03-19,26.9817
2021-03-20,26.9817
2021-03-21,26.9817
2021-03-22,26.9817
2021-03-23,26.9817
2021-03-24,26.9817
2021-03-25,26.9817
2021-03-26,26.9817
2021-03-27,26.9817
2021-03-28,26.9817
2021-03-29,26.9817
2021-03-30,26.9817
2021-03-31,25.9496
2021-04-01,25.9496
2021-04-02,25.9496
2021-04-03,25.9496
2021-04-04,25.9496
2021-04-05,25.9496
2021-04-06,25.9496
2021-04-07,25.9496
2021-04-08,25.9496
2021-04-09,25.9496
2021-04-10,25.9496
2021-04-11,25.9496
2021-04-12,25.9496
2021-04-13,25.9496
2021-04-14,25.9496
2021-04-15,25.9496
2021-04-16,25.9496
2021-04-17,25.9496
2021-04-18,25.9496
2021-04-19,25.9496
2021-04-20,25.9496
2021-04-21,25.9496
2021-04-22,25.9496
2021-04-23,25.9496
2021-04-24,25.9496
2021-04-25,25.9496
2021-04-26,25.9496
2021-04-27,25.9496
2021-04-28,25.9496
2021-04-29,25.9496
2021-04-30,25.9496
2021-05-01,25.9496
2021-05-02,25.9496
2021-05-03,25.9496
2021-05-04,25.9496
2021-05-05,25.9496
2021-05-06,25.9496
2021-05-07,25.9496
2021-05-08,25.9496
2021-05-09,25.9496
2021-05-10,25.9496
2021-05-11,25.9496
2021-05-12,25.9496
2021-05-13,25.9496
2021-05-14,25.9496
2021-05-15,25.9496
2021-05-16,25.9496
2021-05-17,25.9496
2021-05-18,25.9496
2021-05-19,25.9496
2021-05-20,25.9496
2021-05-21,25.9496
2021-05-22,25.9496
2021-05-23,25.9496
2021-05-24,25.9496
2021-05-25,25.9496
2021-05-26,25.9496
2021-05-27,25.9496
2021-05-28,25.9496
2021-05-29,25.9496
2021-05-30,25.9496
2021-05-31,25.9496
2021-06-01,25.9496
2021-06-02,25.9496
2021-06-03,25.9496
2021-06-04,25.9496
2021-06-05,25.9496
2021-06-06,25.9496
2021-06-07,25.9496
2021-06-08,25.9496
2021-06-09,25.9496
2021-06-10,25.9496
2021-06-11,25.9496
2021-06-12,25.9496
2021-06-13,25.9496
2021-06-14,25.9496
2021-06-15,25.9496
2021-06-16,25.9496
2021-06-17,25.9496
2021-06-18,25.9496
2021-06-19,25.9496
2021-06-20,25.9496
2021-06-21,25.9496
2021-06-22,25.9496
2021-06-23,25.9496
2021-06-24,25.9496
2021-06-25,25.9496
2021-06-26,25.9496
2021-06-27,25.9496
2021-06-28,25.9496
2021-06-29,25.9496
2021-06-30,25.1053
2021-07-01,25.1053
2021-07-02,25.1053
2021-07-03,25.1053
2021-07-04,25.1053
2021-07-05,25.1053
2021-07-06,25.1053
2021-07-07,25.1053
2021-07-08,25.1053
2021-07-09,25.1053
2021-07-10,25.1053
2021-07-11,25.1053
2021-07-12,25.1053
2021-07-13,25.1053
2021-07-14,25.1053
2021-07-15,25.1053
2021-07-16,25.1053
2021-07-17,25.1053
2021-07-18,25.1053
2021-07-19,25.1053
2021-07-20,25.1053
2021-07-21,25.1053
2021-07-22,25.1053
2021-07-23,25.1053
2021-07-24,25.1053
2021-07-25,25.1053
2021-07-26,25.1053
2021-07-27,25.1053
2021-07-28,25.1053
2021-07-29,25.1053
2021-07-30,25.1053
2021-07-31,25.1053
2021-08-01,25.1053
2021-08-02,25.1053
2021-08-03,25.1053
2021-08-04,25.1053
2021-08-05,25.1053
2021-08-06,25.1053
2021-08-07,25.1053
2021-08-08,25.1053
2021-08-09,25.1053
2021-08-10,25.1053
2021-08-11,25.1053
2021-08-12,25.1053
2021-08-13,25.1053
2021-08-14,25.1053
2021-08-15,25.1053
2021-08-16,25.1053
2021-08-17,25.1053
2021-08-18,25.1053
2021-08-19,25.1053
2021-08-20,25.1053
2021-08-21,25.1053
2021-08-22,25.1053
2021-08-23,25.1053
2021-08-24,25.1053
2021-08-25,25.1053
2021-08-26,25.1053
2021-08-27,25.1053
2021-08-28,25.1053
2021-08-29,25.1053
2021-08-30,25.1053
2021-08-31,25.1053
2021-09-01,25.1053
2021-09-02,25.1053
2021-09-03,25.1053
2021-09-04,25.1053
2021-09-05,25.1053
2021-09-06,25.1053
2021-09-07,25.1053
2021-09-08,25.1053
2021-09-09,25.1053
2021-09-10,25.1053
2021-09-11,25.1053
2021-09-12,25.1053
2021-09-13,25.1053
2021-09-14,25.1053
2021-09-15,25.1053
2021-09-16,25.1053
2021-09-17,25.1053
2021-09-18,25.1053
2021-09-19,25.1053
2021-09-20,25.1053
2021-09-21,25.1053
2021-09-22,25.1053
2021-09-23,25.1053
2021-09-24,25.1053
2021-09-25,25.1053
2021-09-26,25.1053
2021-09-27,25.1053
2021-09-28,25.1053
2021-09-29,25.1053
2021-09-30,21.9449
2021-10-01,21.9449
2021-10-02,21.9449
2021-10-03,21.9449
2021-10-04,21.9449
2021-10-05,21.9449
2021-10-06,21.9449
2021-10-07,21.9449
2021-10-08,21.9449
2021-10-09,21.9449
2021-10-10,21.9449
2021-10-11,21.9449
2021-10-12,21.9449
2021-10-13,21.9449
2021-10-14,21.9449
2021-10-15,21.9449
2021-10-16,21.9449
2021-10-17,21.9449
2021-10-18,21.9449
2021-10-19,21.9449
2021-10-20,21.9449
2021-10-21,21.9449
2021-10-22,21.9449
2021-10-23,21.9449
2021-10-24,21.9449
2021-10-25,21.9449
2021-10-26,21.9449
2021-10-27,21.9449
2021-10-28,21.9449
2021-10-29,21.9449
2021-10-30,21.9449
2021-10-31,21.9449
2021-11-01,21.9449
2021-11-02,21.9449
2021-11-03,21.9449
2021-11-04,21.9449
2021-11-05,21.9449
2021-11-06,21.9449
2021-11-07,21.9449
2021-11-08,21.9449
2021-11-09,21.9449
2021-11-10,21.9449
2021-11-11,21.9449
2021-11-12,21.9449
2021-11-13,21.9449
2021-11-14,21.9449
2021-11-15,21.9449
2021-11-16,21.9449
2021-11-17,21.9449
2021-11-18,21.9449
2021-11-19,21.9449
2021-11-20,21.9449
2021-11-21,21.9449
2021-11-22,21.9449
2021-11-23,21.9449
2021-11-24,21.9449
2021-11-25,21.9449
2021-11-26,21.9449
2021-11-27,21.9449
2021-11-28,21.9449
2021-11-29,21.9449
2021-11-30,21.9449
2021-12-01,21.9449
2021-12-02,21.9449
2021-12-03,21.9449
2021-12-04,21.9449
2021-12-05,21.9449
2021-12-06,21.9449
2021-12-07,21.9449
2021-12-08,21.9449
2021-12-09,21.9449
2021-12-10,21.9449
2021-12-11,21.9449
2021-12-12,21.9449
2021-12-13,21.9449
2021-12-14,21.9449
2021-12-15,21.9449
2021-12-16,21.9449
2021-12-17,21.9449
2021-12-18,21.9449
2021-12-19,21.9449
2021-12-20,21.9449
2021-12-21,21.9449
2021-12-22,21.9449
2021-12-23,21.9449
2021-12-24,21.9449
2021-12-25,21.9449
2021-12-26,21.9449
2021-12-27,21.9449
2021-12-28,21.9449
2021-12-29,21.9449
2021-12-30,21.9449
2021-12-31,29.0749
2022-01-01,29.0749
2022-01-02,29.0749
2022-01-03,29.0749
2022-01-04,29.0749
2022-01-05,29.0749
2022-01-06,29.0749
2022-01-07,29.0749
2022-01-08,29.0749
2022-01-09,29.0749
2022-01-10,29.0749
2022-01-11,29.0749
2022-01-12,29.0749
2022-01-13,29.0749
2022-01-14,29.0749
2022-01-15,29.0749
2022-01-16,29.0749
2022-01-17,29.0749
2022-01-18,29.0749
2022-01-19,29.0749
2022-01-20,29.0749
2022-01-21,29.0749
2022-01-22,29.0749
2022-01-23,29.0749
2022-01-24,29.0749
2022-01-25,29.0749
2022-01-26,29.0749
2022-01-27,29.0749
2022-01-28,29.0749
2022-01-29,29.0749
2022-01-30,29.0749
2022-01-31,29.0749
2022-02-01,29.0749
2022-02-02,29.0749
2022-02-03,29.0749
2022-02-04,29.0749
2022-02-05,29.0749
2022-02-06,29.0749
2022-02-07,29.0749
2022-02-08,29.0749
2022-02-09,29.0749
2022-02-10,29.0749
2022-02-11,29.0749
2022-02-12,29.0749
2022-02-13,29.0749
2022-02-14,29.0749
2022-02-15,29.0749
2022-02-16,29.0749
2022-02-17,29.0749
2022-02-18,29.0749
2022-02-19,29.0749
2022-02-20,29.0749
2022-02-21,29.0749
2022-02-22,29.0749
2022-02-23,29.0749
2022-02-24,29.0749
2022-02-25,29.0749
2022-02-26,29.0749
2022-02-27,29.0749
2022-02-28,29.0749
2022-03-01,29.0749
2022-03-02,29.0749
2022-03-03,29.0749
2022-03-04,29.0749
2022-03-05,29.0749
2022-03-06,29.0749
2022-03-07,29.0749
2022-03-08,29.0749
2022-03-09,29.0749
2022-03-10,29.0749
2022-03-11,29.0749
2022-03-12,29.0749
2022-03-13,29.0749
2022-03-14,29.0749
2022-03-15,29.0749
2022-03-16,29.0749
2022-03-17,29.0749
2022-03-18,29.0749
2022-03-19,29.0749
2022-03-20,29.0749
2022-03-21,29.0749
2022-03-22,29.0749
2022-03-23,29.0749
2022-03-24,29.0749
2022-03-25,29.0749
2022-03-26,29.0749
2022-03-27,29.0749
2022-03-28,29.0749
2022-03-29,29.0749
2022-03-30,29.0749
2022-03-31,27.3004
2022-04-01,27.3004
2022-04-02,27.3004
2022-04-03,27.3004
2022-04-04,27.3004
2022-04-05,27.3004
2022-04-06,27.3004
2022-04-07,27.3004
2022-04-08,27.3004
2022-04-09,27.3004
2022-04-10,27.3004
2022-04-11,27.3004
2022-04-12,27.3004
2022-04-13,27.3004
2022-04-14,27.3004
2022-04-15,27.3004
2022-04-16,27.3004
2022-04-17,27.3004
2022-04-18,27.3004
2022-04-19,27.3004
2022-04-20,27.3004
2022-04-21,27.3004
2022-04-22,27.3004
2022-04-23,27.3004
2022-04-24,27.3004
2022-04-25,27.3004
2022-04-26,27.3004
2022-04-27,27.3004
2022-04-28,27.3004
2022-04-29,27.3004
2022-04-30,27.3004
2022-05-01,27.3004
2022-05-02,27.3004
2022-05-03,27.3004
2022-05-04,27.3004
2022-05-05,27.3004
2022-05-06,27.3004
2022-05-07,27.3004
2022-05-08,27.3004
2022-05-09,27.3004
2022-05-10,27.3004
2022-05-11,27.3004
2022-05-12,27.3004
2022-05-13,27.3004
2022-05-14,27.3004
2022-05-15,27.3004
2022-05-16,27.3004
2022-05-17,27.3004
2022-05-18,27.3004
2022-05-19,27.3004
2022-05-20,27.3004
2022-05-21,27.3004
2022-05-22,27.3004
2022-05-23,27.3004
2022-05-24,27.3004
2022-05-25,27.3004
2022-05-26,27.3004
2022-05-27,27.3004
2022-05-28,27.3004
2022-05-29,27.3004
2022-05-30,27.3004
2022-05-31,27.3004
2022-06-01,27.3004
2022-06-02,27.3004
2022-06-03,27.3004
2022-06-04,27.3004
2022-06-05,27.3004
2022-06-06,27.3004
2022-06-07,27.3004
2022-06-08,27.3004
2022-06-09,27.3004
2022-06-10,27.3004
2022-06-11,27.3004
2022-06-12,27.3004
2022-06-13,27.3004
2022-06-14,27.3004
2022-06-15,27.3004
2022-06-16,27.3004
2022-06-17,27.3004
2022-06-18,27.3004
2022-06-19,27.3004
2022-06-20,27.3004
2022-06-21,27.3004
2022-06-22,27.3004
2022-06-23,27.3004
2022-06-24,27.3004
2022-06-25,27.3004
2022-06-26,27.3004
2022-06-27,27.3004
2022-06-28,27.3004
2022-06-29,27.3004
2022-06-30,27.0217
2022-07-01,27.0217
2022-07-02,27.0217
2022-07-03,27.0217
2022-07-04,27.0217
2022-07-05,27.0217
2022-07-06,27.0217
2022-07-07,27.0217
2022-07-08,27.0217
2022-07-09,27.0217
2022-07-10,27.0217
2022-07-11,27.0217
2022-07-12,27.0217
2022-07-13,27.0217
2022-07-14,27.0217
2022-07-15,27.0217
2022-07-16,27.0217
2022-07-17,27.0217
2022-07-18,27.0217
2022-07-19,27.0217
2022-07-20,27.0217
2022-07-21,27.0217
2022-07-22,27.0217
2022-07-23,27.0217
2022-07-24,27.0217
2022-07-25,27.0217
2022-07-26,27.0217
2022-07-27,27.0217
2022-07-28,27.0217
2022-07-29,27.0217
2022-07-30,27.0217
2022-07-31,27.0217
2022-08-01,27.0217
2022-08-02,27.0217
2022-08-03,27.0217
2022-08-04,27.0217
2022-08-05,27.0217
2022-08-06,27.0217
2022-08-07,27.0217
2022-08-08,27.0217
2022-08-09,27.0217
2022-08-10,27.0217
2022-08-11,27.0217
2022-08-12,27.0217
2022-08-13,27.0217
2022-08-14,27.0217
2022-08-15,27.0217
2022-08-16,27.0217
2022-08-17,27.0217
2022-08-18,27.0217
2022-08-19,27.0217
2022-08-20,27.0217
2022-08-21,27.0217
2022-08-22,27.0217
2022-08-23,27.0217
2022-08-24,27.0217
2022-08-25,27.0217
2022-08-26,27.0217
2022-08-27,27.0217
2022-08-28,27.0217
2022-08-29,27.0217
2022-08-30,27.0217
2022-08-31,27.0217
2022-09-01,27.0217
2022-09-02,27.0217
2022-09-03,27.0217
2022-09-04,27.0217
2022-09-05,27.0217
2022-09-06,27.0217
2022-09-07,27.0217
2022-09-08,27.0217
2022-09-09,27.0217
2022-09-10,27.0217
2022-09-11,27.0217
2022-09-12,27.0217
2022-09-13,27.0217
2022-09-14,27.0217
2022-09-15,27.0217
2022-09-16,27.0217
2022-09-17,27.0217
2022-09-18,27.0217
2022-09-19,27.0217
2022-09-20,27.0217
2022-09-21,27.0217
2022-09-22,27.0217
2022-09-23,27.0217
2022-09-24,27.0217
2022-09-25,27.0217
2022-09-26,27.0217
2022-09-27,27.0217
2022-09-28,27.0217
2022-09-29,27.0217
2022-09-30,5.9616
2022-10-01,5.9616
2022-10-02,5.9616
2022-10-03,5.9616
2022-10-04,5.9616
2022-10-05,5.9616
2022-10-06,5.9616
2022-10-07,5.9616
2022-10-08,5.9616
2022-10-09,5.9616
2022-10-10,5.9616
2022-10-11,5.9616
2022-10-12,5.9616
2022-10-13,5.9616
2022-10-14,5.9616
2022-10-15,5.9616
2022-10-16,5.9616
2022-10-17,5.9616
2022-10-18,5.9616
2022-10-19,5.9616
2022-10-20,5.9616
2022-10-21,5.9616
2022-10-22,5.9616
2022-10-23,5.9616
2022-10-24,5.9616
2022-10-25,5.9616
2022-10-26,5.9616
2022-10-27,5.9616
2022-10-28,5.9616
2022-10-29,5.9616
2022-10-30,5.9616
2022-10-31,5.9616
2022-11-01,5.9616
2022-11-02,5.9616
2022-11-03,5.9616
2022-11-04,5.9616
2022-11-05,5.9616
2022-11-06,5.9616
2022-11-07,5.9616
2022-11-08,5.9616
2022-11-09,5.9616
2022-11-10,5.9616
2022-11-11,5.9616
2022-11-12,5.9616
2022-11-13,5.9616
2022-11-14,5.9616
2022-11-15,5.9616
2022-11-16,5.9616
2022-11-17,5.9616
2022-11-18,5.9616
2022-11-19,5.9616
2022-11-20,5.9616
2022-11-21,5.9616
2022-11-22,5.9616
2022-11-23,5.9616
2022-11-24,5.9616
2022-11-25,5.9616
2022-11-26,5.9616
2022-11-27,5.9616
2022-11-28,5.9616
2022-11-29,5.9616
2022-11-30,5.9616
2022-12-01,5.9616
2022-12-02,5.9616
2022-12-03,5.9616
2022-12-04,5.9616
2022-12-05,5.9616
2022-12-06,5.9616
2022-12-07,5.9616
2022-12-08,5.9616
2022-12-09,5.9616
2022-12-10,5.9616
2022-12-11,5.9616
2022-12-12,5.9616
2022-12-13,5.9616
2022-12-14,5.9616
2022-12-15,5.9616
2022-12-16,5.9616
2022-12-17,5.9616
2022-12-18,5.9616
2022-12-19,5.9616
2022-12-20,5.9616
2022-12-21,5.9616
2022-12-22,5.9616
2022-12-23,5.9616
2022-12-24,5.9616
2022-12-25,5.9616
2022-12-26,5.9616
2022-12-27,5.9616
2022-12-28,5.9616
2022-12-29,5.9616
2022-12-30,5.9616
2022-12-31,8.0304
2023-01-01,8.0304
2023-01-02,8.0304
2023-01-03,8.0304
2023-01-04,8.0304
2023-01-05,8.0304
2023-01-06,8.0304
2023-01-07,8.0304
2023-01-08,8.0304
2023-01-09,8.0304
2023-01-10,8.0304
2023-01-11,8.0304
2023-01-12,8.0304
2023-01-13,8.0304
2023-01-14,8.0304
2023-01-15,8.0304
2023-01-16,8.0304
2023-01-17,8.0304
2023-01-18,8.0304
2023-01-19,8.0304
2023-01-20,8.0304
2023-01-21,8.0304
2023-01-22,8.0304
2023-01-23,8.0304
2023-01-24,8.0304
2023-01-25,8.0304
2023-01-26,8.0304
2023-01-27,8.0304
2023-01-28,8.0304
2023-01-29,8.0304
2023-01-30,8.0304
2023-01-31,8.0304
2023-02-01,8.0304
2023-02-02,8.0304
2023-02-03,8.0304
2023-02-04,8.0304
2023-02-05,8.0304
2023-02-06,8.0304
2023-02-07,8.0304
2023-02-08,8.0304
2023-02-09,8.0304
2023-02-10,8.0304
2023-02-11,8.0304
2023-02-12,8.0304
2023-02-13,8.0304
2023-02-14,8.0304
2023-02-15,8.0304
2023-02-16,8.0304
2023-02-17,8.0304
2023-02-18,8.0304
2023-02-19,8.0304
2023-02-20,8.0304
2023-02-21,8.0304
2023-02-22,8.0304
2023-02-23,8.0304
2023-02-24,8.0304
2023-02-25,8.0304
2023-02-26,8.0304
2023-02-27,8.0304
2023-02-28,8.0304
2023-03-01,8.0304
2023-03-02,8.0304
2023-03-03,8.0304
2023-03-04,8.0304
2023-03-05,8.0304
2023-03-06,8.0304
2023-03-07,8.0304
2023-03-08,8.0304
2023-03-09,8.0304
