,GIS US Equity
,RETURN_COM_EQY
2020-01-01,29.4958
2020-01-02,29.4958
2020-01-03,29.4958
2020-01-04,29.4958
2020-01-05,29.4958
2020-01-06,29.4958
2020-01-07,29.4958
2020-01-08,29.4958
2020-01-09,29.4958
2020-01-10,29.4958
2020-01-11,29.4958
2020-01-12,29.4958
2020-01-13,29.4958
2020-01-14,29.4958
2020-01-15,29.4958
2020-01-16,29.4958
2020-01-17,29.4958
2020-01-18,29.4958
2020-01-19,29.4958
2020-01-20,29.4958
2020-01-21,29.4958
2020-01-22,29.4958
2020-01-23,29.4958
2020-01-24,29.4958
2020-01-25,29.4958
2020-01-26,29.4958
2020-01-27,29.4958
2020-01-28,29.4958
2020-01-29,29.4958
2020-01-30,29.4958
2020-01-31,29.4958
2020-02-01,29.4958
2020-02-02,29.4958
2020-02-03,29.4958
2020-02-04,29.4958
2020-02-05,29.4958
2020-02-06,29.4958
2020-02-07,29.4958
2020-02-08,29.4958
2020-02-09,29.4958
2020-02-10,29.4958
2020-02-11,29.4958
2020-02-12,29.4958
2020-02-13,29.4958
2020-02-14,29.4958
2020-02-15,29.4958
2020-02-16,29.4958
2020-02-17,29.4958
2020-02-18,29.4958
2020-02-19,29.4958
2020-02-20,29.4958
2020-02-21,29.4958
2020-02-22,29.4958
2020-02-23,29.3089
2020-02-24,29.3089
2020-02-25,29.3089
2020-02-26,29.3089
2020-02-27,29.3089
2020-02-28,29.3089
2020-02-29,29.3089
2020-03-01,29.3089
2020-03-02,29.3089
2020-03-03,29.3089
2020-03-04,29.3089
2020-03-05,29.3089
2020-03-06,29.3089
2020-03-07,29.3089
2020-03-08,29.3089
2020-03-09,29.3089
2020-03-10,29.3089
2020-03-11,29.3089
2020-03-12,29.3089
2020-03-13,29.3089
2020-03-14,29.3089
2020-03-15,29.3089
2020-03-16,29.3089
2020-03-17,29.3089
2020-03-18,29.3089
2020-03-19,29.3089
2020-03-20,29.3089
2020-03-21,29.3089
2020-03-22,29.3089
2020-03-23,29.3089
2020-03-24,29.3089
2020-03-25,29.3089
2020-03-26,29.3089
2020-03-27,29.3089
2020-03-28,29.3089
2020-03-29,29.3089
2020-03-30,29.3089
2020-03-31,29.3089
2020-04-01,29.3089
2020-04-02,29.3089
2020-04-03,29.3089
2020-04-04,29.3089
2020-04-05,29.3089
2020-04-06,29.3089
2020-04-07,29.3089
2020-04-08,29.3089
2020-04-09,29.3089
2020-04-10,29.3089
2020-04-11,29.3089
2020-04-12,29.3089
2020-04-13,29.3089
2020-04-14,29.3089
2020-04-15,29.3089
2020-04-16,29.3089
2020-04-17,29.3089
2020-04-18,29.3089
2020-04-19,29.3089
2020-04-20,29.3089
2020-04-21,29.3089
2020-04-22,29.3089
2020-04-23,29.3089
2020-04-24,29.3089
2020-04-25,29.3089
2020-04-26,29.3089
2020-04-27,29.3089
2020-04-28,29.3089
2020-04-29,29.3089
2020-04-30,29.3089
2020-05-01,29.3089
2020-05-02,29.3089
2020-05-03,29.3089
2020-05-04,29.3089
2020-05-05,29.3089
2020-05-06,29.3089
2020-05-07,29.3089
