,WMS US Equity
2020-10-21,25.064
2020-10-22,25.064
2020-10-23,25.064
2020-10-24,25.064
2020-10-25,25.064
2020-10-26,25.064
2020-10-27,25.064
2020-10-28,25.064
2020-10-29,25.064
2020-10-30,25.064
2020-10-31,25.064
2020-11-01,25.064
2020-11-02,25.064
2020-11-03,25.064
2020-11-04,25.064
2020-11-05,25.064
2020-11-06,25.064
2020-11-07,25.064
2020-11-08,25.064
2020-11-09,25.064
2020-11-10,25.064
2020-11-11,25.064
2020-11-12,25.064
2020-11-13,25.064
2020-11-14,25.064
2020-11-15,25.064
2020-11-16,25.064
2020-11-17,25.064
2020-11-18,25.064
2020-11-19,25.064
2020-11-20,25.064
2020-11-21,25.064
2020-11-22,25.064
2020-11-23,25.064
2020-11-24,25.064
2020-11-25,25.064
2020-11-26,25.064
2020-11-27,25.064
2020-11-28,25.064
2020-11-29,25.064
2020-11-30,25.064
2020-12-01,25.064
2020-12-02,25.064
2020-12-03,25.064
2020-12-04,25.064
2020-12-05,25.064
2020-12-06,25.064
2020-12-07,25.064
2020-12-08,25.064
2020-12-09,25.064
2020-12-10,25.064
2020-12-11,25.064
2020-12-12,25.064
2020-12-13,25.064
2020-12-14,25.064
2020-12-15,25.064
2020-12-16,25.064
2020-12-17,25.064
2020-12-18,25.064
2020-12-19,25.064
2020-12-20,25.064
2020-12-21,25.064
2020-12-22,25.064
2020-12-23,25.064
2020-12-24,25.064
2020-12-25,25.064
2020-12-26,25.064
2020-12-27,25.064
2020-12-28,25.064
2020-12-29,25.064
2020-12-30,25.064
2020-12-31,26.8305
2021-01-01,26.8305
2021-01-02,26.8305
2021-01-03,26.8305
2021-01-04,26.8305
2021-01-05,26.8305
2021-01-06,26.8305
2021-01-07,26.8305
2021-01-08,26.8305
2021-01-09,26.8305
2021-01-10,26.8305
2021-01-11,26.8305
2021-01-12,26.8305
2021-01-13,26.8305
2021-01-14,26.8305
2021-01-15,26.8305
2021-01-16,26.8305
2021-01-17,26.8305
2021-01-18,26.8305
2021-01-19,26.8305
2021-01-20,26.8305
2021-01-21,26.8305
2021-01-22,26.8305
2021-01-23,26.8305
2021-01-24,26.8305
2021-01-25,26.8305
2021-01-26,26.8305
2021-01-27,26.8305
2021-01-28,26.8305
2021-01-29,26.8305
2021-01-30,26.8305
2021-01-31,26.8305
2021-02-01,26.8305
2021-02-02,26.8305
2021-02-03,26.8305
2021-02-04,26.8305
2021-02-05,26.8305
2021-02-06,26.8305
2021-02-07,26.8305
2021-02-08,26.8305
2021-02-09,26.8305
2021-02-10,26.8305
2021-02-11,26.8305
2021-02-12,26.8305
2021-02-13,26.8305
2021-02-14,26.8305
2021-02-15,26.8305
2021-02-16,26.8305
2021-02-17,26.8305
2021-02-18,26.8305
2021-02-19,26.8305
2021-02-20,26.8305
2021-02-21,26.8305
2021-02-22,26.8305
2021-02-23,26.8305
2021-02-24,26.8305
2021-02-25,26.8305
2021-02-26,26.8305
2021-02-27,26.8305
2021-02-28,26.8305
2021-03-01,26.8305
2021-03-02,26.8305
2021-03-03,26.8305
2021-03-04,26.8305
2021-03-05,26.8305
2021-03-06,26.8305
2021-03-07,26.8305
2021-03-08,26.8305
2021-03-09,26.8305
2021-03-10,26.8305
2021-03-11,26.8305
2021-03-12,26.8305
2021-03-13,26.8305
2021-03-14,26.8305
2021-03-15,26.8305
2021-03-16,26.8305
2021-03-17,26.8305
2021-03-18,26.8305
2021-03-19,26.8305
2021-03-20,26.8305
2021-03-21,26.8305
2021-03-22,26.8305
2021-03-23,26.8305
2021-03-24,26.8305
2021-03-25,26.8305
2021-03-26,26.8305
2021-03-27,26.8305
2021-03-28,26.8305
2021-03-29,26.8305
2021-03-30,26.8305
2021-03-31,28.1814
2021-04-01,28.1814
2021-04-02,28.1814
2021-04-03,28.1814
2021-04-04,28.1814
2021-04-05,28.1814
2021-04-06,28.1814
2021-04-07,28.1814
2021-04-08,28.1814
2021-04-09,28.1814
2021-04-10,28.1814
2021-04-11,28.1814
2021-04-12,28.1814
2021-04-13,28.1814
2021-04-14,28.1814
2021-04-15,28.1814
2021-04-16,28.1814
2021-04-17,28.1814
2021-04-18,28.1814
2021-04-19,28.1814
2021-04-20,28.1814
2021-04-21,28.1814
2021-04-22,28.1814
2021-04-23,28.1814
2021-04-24,28.1814
2021-04-25,28.1814
2021-04-26,28.1814
2021-04-27,28.1814
2021-04-28,28.1814
2021-04-29,28.1814
2021-04-30,28.1814
2021-05-01,28.1814
2021-05-02,28.1814
2021-05-03,28.1814
2021-05-04,28.1814
2021-05-05,28.1814
2021-05-06,28.1814
2021-05-07,28.1814
2021-05-08,28.1814
2021-05-09,28.1814
2021-05-10,28.1814
2021-05-11,28.1814
2021-05-12,28.1814
2021-05-13,28.1814
2021-05-14,28.1814
2021-05-15,28.1814
2021-05-16,28.1814
2021-05-17,28.1814
2021-05-18,28.1814
2021-05-19,28.1814
2021-05-20,28.1814
2021-05-21,28.1814
2021-05-22,28.1814
2021-05-23,28.1814
2021-05-24,28.1814
2021-05-25,28.1814
2021-05-26,28.1814
2021-05-27,28.1814
2021-05-28,28.1814
2021-05-29,28.1814
2021-05-30,28.1814
2021-05-31,28.1814
2021-06-01,28.1814
2021-06-02,28.1814
2021-06-03,28.1814
2021-06-04,28.1814
2021-06-05,28.1814
2021-06-06,28.1814
2021-06-07,28.1814
2021-06-08,28.1814
2021-06-09,28.1814
2021-06-10,28.1814
2021-06-11,28.1814
2021-06-12,28.1814
2021-06-13,28.1814
2021-06-14,28.1814
2021-06-15,28.1814
2021-06-16,28.1814
2021-06-17,28.1814
2021-06-18,28.1814
2021-06-19,28.1814
2021-06-20,28.1814
2021-06-21,28.1814
2021-06-22,28.1814
2021-06-23,28.1814
2021-06-24,28.1814
2021-06-25,28.1814
2021-06-26,28.1814
2021-06-27,28.1814
2021-06-28,28.1814
2021-06-29,28.1814
2021-06-30,27.8916
2021-07-01,27.8916
2021-07-02,27.8916
2021-07-03,27.8916
2021-07-04,27.8916
2021-07-05,27.8916
2021-07-06,27.8916
2021-07-07,27.8916
2021-07-08,27.8916
2021-07-09,27.8916
2021-07-10,27.8916
2021-07-11,27.8916
2021-07-12,27.8916
2021-07-13,27.8916
2021-07-14,27.8916
2021-07-15,27.8916
2021-07-16,27.8916
2021-07-17,27.8916
2021-07-18,27.8916
2021-07-19,27.8916
2021-07-20,27.8916
2021-07-21,27.8916
2021-07-22,27.8916
2021-07-23,27.8916
2021-07-24,27.8916
2021-07-25,27.8916
2021-07-26,27.8916
2021-07-27,27.8916
2021-07-28,27.8916
2021-07-29,27.8916
2021-07-30,27.8916
2021-07-31,27.8916
2021-08-01,27.8916
2021-08-02,27.8916
2021-08-03,27.8916
2021-08-04,27.8916
2021-08-05,27.8916
2021-08-06,27.8916
2021-08-07,27.8916
2021-08-08,27.8916
2021-08-09,27.8916
2021-08-10,27.8916
2021-08-11,27.8916
2021-08-12,27.8916
2021-08-13,27.8916
2021-08-14,27.8916
2021-08-15,27.8916
2021-08-16,27.8916
2021-08-17,27.8916
2021-08-18,27.8916
2021-08-19,27.8916
2021-08-20,27.8916
2021-08-21,27.8916
2021-08-22,27.8916
2021-08-23,27.8916
2021-08-24,27.8916
2021-08-25,27.8916
2021-08-26,27.8916
2021-08-27,27.8916
2021-08-28,27.8916
2021-08-29,27.8916
2021-08-30,27.8916
2021-08-31,27.8916
2021-09-01,27.8916
2021-09-02,27.8916
2021-09-03,27.8916
2021-09-04,27.8916
2021-09-05,27.8916
2021-09-06,27.8916
2021-09-07,27.8916
2021-09-08,27.8916
2021-09-09,27.8916
2021-09-10,27.8916
2021-09-11,27.8916
2021-09-12,27.8916
2021-09-13,27.8916
2021-09-14,27.8916
2021-09-15,27.8916
2021-09-16,27.8916
2021-09-17,27.8916
2021-09-18,27.8916
2021-09-19,27.8916
2021-09-20,27.8916
2021-09-21,27.8916
2021-09-22,27.8916
2021-09-23,27.8916
2021-09-24,27.8916
2021-09-25,27.8916
2021-09-26,27.8916
2021-09-27,27.8916
2021-09-28,27.8916
2021-09-29,27.8916
2021-09-30,27.4158
2021-10-01,27.4158
2021-10-02,27.4158
2021-10-03,27.4158
2021-10-04,27.4158
2021-10-05,27.4158
2021-10-06,27.4158
2021-10-07,27.4158
2021-10-08,27.4158
2021-10-09,27.4158
2021-10-10,27.4158
2021-10-11,27.4158
2021-10-12,27.4158
2021-10-13,27.4158
2021-10-14,27.4158
2021-10-15,27.4158
2021-10-16,27.4158
2021-10-17,27.4158
2021-10-18,27.4158
2021-10-19,27.4158
2021-10-20,27.4158
2021-10-21,27.4158
2021-10-22,27.4158
2021-10-23,27.4158
2021-10-24,27.4158
2021-10-25,27.4158
2021-10-26,27.4158
2021-10-27,27.4158
2021-10-28,27.4158
2021-10-29,27.4158
2021-10-30,27.4158
2021-10-31,27.4158
2021-11-01,27.4158
2021-11-02,27.4158
2021-11-03,27.4158
2021-11-04,27.4158
2021-11-05,27.4158
2021-11-06,27.4158
2021-11-07,27.4158
2021-11-08,27.4158
2021-11-09,27.4158
2021-11-10,27.4158
2021-11-11,27.4158
2021-11-12,27.4158
2021-11-13,27.4158
2021-11-14,27.4158
2021-11-15,27.4158
2021-11-16,27.4158
2021-11-17,27.4158
2021-11-18,27.4158
2021-11-19,27.4158
2021-11-20,27.4158
2021-11-21,27.4158
2021-11-22,27.4158
2021-11-23,27.4158
2021-11-24,27.4158
2021-11-25,27.4158
2021-11-26,27.4158
2021-11-27,27.4158
2021-11-28,27.4158
2021-11-29,27.4158
2021-11-30,27.4158
2021-12-01,27.4158
2021-12-02,27.4158
2021-12-03,27.4158
2021-12-04,27.4158
2021-12-05,27.4158
2021-12-06,27.4158
2021-12-07,27.4158
2021-12-08,27.4158
2021-12-09,27.4158
2021-12-10,27.4158
2021-12-11,27.4158
2021-12-12,27.4158
2021-12-13,27.4158
2021-12-14,27.4158
2021-12-15,27.4158
2021-12-16,27.4158
2021-12-17,27.4158
2021-12-18,27.4158
2021-12-19,27.4158
2021-12-20,27.4158
2021-12-21,27.4158
2021-12-22,27.4158
2021-12-23,27.4158
2021-12-24,27.4158
2021-12-25,27.4158
2021-12-26,27.4158
2021-12-27,27.4158
2021-12-28,27.4158
2021-12-29,27.4158
2021-12-30,27.4158
2021-12-31,26.4982
2022-01-01,26.4982
2022-01-02,26.4982
2022-01-03,26.4982
2022-01-04,26.4982
2022-01-05,26.4982
2022-01-06,26.4982
2022-01-07,26.4982
2022-01-08,26.4982
2022-01-09,26.4982
2022-01-10,26.4982
2022-01-11,26.4982
2022-01-12,26.4982
2022-01-13,26.4982
2022-01-14,26.4982
2022-01-15,26.4982
2022-01-16,26.4982
2022-01-17,26.4982
2022-01-18,26.4982
2022-01-19,26.4982
2022-01-20,26.4982
2022-01-21,26.4982
2022-01-22,26.4982
2022-01-23,26.4982
2022-01-24,26.4982
2022-01-25,26.4982
2022-01-26,26.4982
2022-01-27,26.4982
2022-01-28,26.4982
2022-01-29,26.4982
2022-01-30,26.4982
2022-01-31,26.4982
2022-02-01,26.4982
2022-02-02,26.4982
2022-02-03,26.4982
2022-02-04,26.4982
2022-02-05,26.4982
2022-02-06,26.4982
2022-02-07,26.4982
2022-02-08,26.4982
2022-02-09,26.4982
2022-02-10,26.4982
2022-02-11,26.4982
2022-02-12,26.4982
2022-02-13,26.4982
2022-02-14,26.4982
2022-02-15,26.4982
2022-02-16,26.4982
2022-02-17,26.4982
2022-02-18,26.4982
2022-02-19,26.4982
2022-02-20,26.4982
2022-02-21,26.4982
2022-02-22,26.4982
2022-02-23,26.4982
2022-02-24,26.4982
2022-02-25,26.4982
2022-02-26,26.4982
2022-02-27,26.4982
2022-02-28,26.4982
2022-03-01,26.4982
2022-03-02,26.4982
2022-03-03,26.4982
2022-03-04,26.4982
2022-03-05,26.4982
2022-03-06,26.4982
2022-03-07,26.4982
2022-03-08,26.4982
2022-03-09,26.4982
2022-03-10,26.4982
2022-03-11,26.4982
2022-03-12,26.4982
2022-03-13,26.4982
2022-03-14,26.4982
2022-03-15,26.4982
2022-03-16,26.4982
2022-03-17,26.4982
2022-03-18,26.4982
2022-03-19,26.4982
2022-03-20,26.4982
2022-03-21,26.4982
2022-03-22,26.4982
2022-03-23,26.4982
2022-03-24,26.4982
2022-03-25,26.4982
2022-03-26,26.4982
2022-03-27,26.4982
2022-03-28,26.4982
2022-03-29,26.4982
2022-03-30,26.4982
2022-03-31,26.9402
2022-04-01,26.9402
2022-04-02,26.9402
2022-04-03,26.9402
2022-04-04,26.9402
2022-04-05,26.9402
2022-04-06,26.9402
2022-04-07,26.9402
2022-04-08,26.9402
2022-04-09,26.9402
2022-04-10,26.9402
2022-04-11,26.9402
2022-04-12,26.9402
2022-04-13,26.9402
2022-04-14,26.9402
2022-04-15,26.9402
2022-04-16,26.9402
2022-04-17,26.9402
2022-04-18,26.9402
2022-04-19,26.9402
2022-04-20,26.9402
2022-04-21,26.9402
2022-04-22,26.9402
2022-04-23,26.9402
2022-04-24,26.9402
2022-04-25,26.9402
2022-04-26,26.9402
2022-04-27,26.9402
2022-04-28,26.9402
2022-04-29,26.9402
2022-04-30,26.9402
2022-05-01,26.9402
2022-05-02,26.9402
2022-05-03,26.9402
2022-05-04,26.9402
2022-05-05,26.9402
2022-05-06,26.9402
2022-05-07,26.9402
2022-05-08,26.9402
2022-05-09,26.9402
2022-05-10,26.9402
2022-05-11,26.9402
2022-05-12,26.9402
2022-05-13,26.9402
2022-05-14,26.9402
2022-05-15,26.9402
2022-05-16,26.9402
2022-05-17,26.9402
2022-05-18,26.9402
2022-05-19,26.9402
2022-05-20,26.9402
2022-05-21,26.9402
2022-05-22,26.9402
2022-05-23,26.9402
2022-05-24,26.9402
2022-05-25,26.9402
2022-05-26,26.9402
2022-05-27,26.9402
2022-05-28,26.9402
2022-05-29,26.9402
2022-05-30,26.9402
2022-05-31,26.9402
2022-06-01,26.9402
2022-06-02,26.9402
2022-06-03,26.9402
2022-06-04,26.9402
2022-06-05,26.9402
2022-06-06,26.9402
2022-06-07,26.9402
2022-06-08,26.9402
2022-06-09,26.9402
2022-06-10,26.9402
2022-06-11,26.9402
2022-06-12,26.9402
2022-06-13,26.9402
2022-06-14,26.9402
2022-06-15,26.9402
2022-06-16,26.9402
2022-06-17,26.9402
2022-06-18,26.9402
2022-06-19,26.9402
2022-06-20,26.9402
2022-06-21,26.9402
2022-06-22,26.9402
2022-06-23,26.9402
2022-06-24,26.9402
2022-06-25,26.9402
2022-06-26,26.9402
2022-06-27,26.9402
2022-06-28,26.9402
2022-06-29,26.9402
2022-06-30,39.8188
2022-07-01,39.8188
2022-07-02,39.8188
2022-07-03,39.8188
2022-07-04,39.8188
2022-07-05,39.8188
2022-07-06,39.8188
2022-07-07,39.8188
2022-07-08,39.8188
2022-07-09,39.8188
2022-07-10,39.8188
2022-07-11,39.8188
2022-07-12,39.8188
2022-07-13,39.8188
2022-07-14,39.8188
2022-07-15,39.8188
2022-07-16,39.8188
2022-07-17,39.8188
2022-07-18,39.8188
2022-07-19,39.8188
2022-07-20,39.8188
2022-07-21,39.8188
2022-07-22,39.8188
2022-07-23,39.8188
2022-07-24,39.8188
2022-07-25,39.8188
2022-07-26,39.8188
2022-07-27,39.8188
2022-07-28,39.8188
2022-07-29,39.8188
2022-07-30,39.8188
2022-07-31,39.8188
2022-08-01,39.8188
2022-08-02,39.8188
2022-08-03,39.8188
2022-08-04,39.8188
2022-08-05,39.8188
2022-08-06,39.8188
2022-08-07,39.8188
2022-08-08,39.8188
2022-08-09,39.8188
2022-08-10,39.8188
2022-08-11,39.8188
2022-08-12,39.8188
2022-08-13,39.8188
2022-08-14,39.8188
2022-08-15,39.8188
2022-08-16,39.8188
2022-08-17,39.8188
2022-08-18,39.8188
2022-08-19,39.8188
2022-08-20,39.8188
2022-08-21,39.8188
2022-08-22,39.8188
2022-08-23,39.8188
2022-08-24,39.8188
2022-08-25,39.8188
2022-08-26,39.8188
2022-08-27,39.8188
2022-08-28,39.8188
2022-08-29,39.8188
2022-08-30,39.8188
2022-08-31,39.8188
2022-09-01,39.8188
2022-09-02,39.8188
2022-09-03,39.8188
2022-09-04,39.8188
2022-09-05,39.8188
2022-09-06,39.8188
2022-09-07,39.8188
2022-09-08,39.8188
2022-09-09,39.8188
2022-09-10,39.8188
2022-09-11,39.8188
2022-09-12,39.8188
2022-09-13,39.8188
2022-09-14,39.8188
2022-09-15,39.8188
2022-09-16,39.8188
2022-09-17,39.8188
2022-09-18,39.8188
2022-09-19,39.8188
2022-09-20,39.8188
2022-09-21,39.8188
2022-09-22,39.8188
2022-09-23,39.8188
2022-09-24,39.8188
2022-09-25,39.8188
2022-09-26,39.8188
2022-09-27,39.8188
2022-09-28,39.8188
2022-09-29,39.8188
2022-09-30,51.168
2022-10-01,51.168
2022-10-02,51.168
2022-10-03,51.168
2022-10-04,51.168
2022-10-05,51.168
2022-10-06,51.168
2022-10-07,51.168
2022-10-08,51.168
2022-10-09,51.168
2022-10-10,51.168
2022-10-11,51.168
2022-10-12,51.168
2022-10-13,51.168
2022-10-14,51.168
2022-10-15,51.168
2022-10-16,51.168
2022-10-17,51.168
2022-10-18,51.168
2022-10-19,51.168
2022-10-20,51.168
2022-10-21,51.168
2022-10-22,51.168
2022-10-23,51.168
2022-10-24,51.168
2022-10-25,51.168
2022-10-26,51.168
2022-10-27,51.168
2022-10-28,51.168
2022-10-29,51.168
2022-10-30,51.168
2022-10-31,51.168
2022-11-01,51.168
2022-11-02,51.168
2022-11-03,51.168
2022-11-04,51.168
2022-11-05,51.168
2022-11-06,51.168
2022-11-07,51.168
2022-11-08,51.168
2022-11-09,51.168
2022-11-10,51.168
2022-11-11,51.168
2022-11-12,51.168
2022-11-13,51.168
2022-11-14,51.168
2022-11-15,51.168
2022-11-16,51.168
2022-11-17,51.168
2022-11-18,51.168
2022-11-19,51.168
2022-11-20,51.168
2022-11-21,51.168
2022-11-22,51.168
2022-11-23,51.168
2022-11-24,51.168
2022-11-25,51.168
2022-11-26,51.168
2022-11-27,51.168
2022-11-28,51.168
2022-11-29,51.168
2022-11-30,51.168
2022-12-01,51.168
2022-12-02,51.168
2022-12-03,51.168
2022-12-04,51.168
2022-12-05,51.168
2022-12-06,51.168
2022-12-07,51.168
2022-12-08,51.168
2022-12-09,51.168
2022-12-10,51.168
2022-12-11,51.168
2022-12-12,51.168
2022-12-13,51.168
2022-12-14,51.168
2022-12-15,51.168
2022-12-16,51.168
2022-12-17,51.168
2022-12-18,51.168
2022-12-19,51.168
2022-12-20,51.168
2022-12-21,51.168
2022-12-22,51.168
2022-12-23,51.168
2022-12-24,51.168
2022-12-25,51.168
2022-12-26,51.168
2022-12-27,51.168
2022-12-28,51.168
2022-12-29,51.168
2022-12-30,51.168
2022-12-31,53.1236
2023-01-01,53.1236
2023-01-02,53.1236
2023-01-03,53.1236
2023-01-04,53.1236
2023-01-05,53.1236
2023-01-06,53.1236
2023-01-07,53.1236
2023-01-08,53.1236
2023-01-09,53.1236
2023-01-10,53.1236
2023-01-11,53.1236
2023-01-12,53.1236
2023-01-13,53.1236
2023-01-14,53.1236
2023-01-15,53.1236
2023-01-16,53.1236
2023-01-17,53.1236
2023-01-18,53.1236
2023-01-19,53.1236
2023-01-20,53.1236
2023-01-21,53.1236
2023-01-22,53.1236
2023-01-23,53.1236
2023-01-24,53.1236
2023-01-25,53.1236
2023-01-26,53.1236
2023-01-27,53.1236
2023-01-28,53.1236
2023-01-29,53.1236
2023-01-30,53.1236
2023-01-31,53.1236
2023-02-01,53.1236
2023-02-02,53.1236
2023-02-03,53.1236
2023-02-04,53.1236
2023-02-05,53.1236
2023-02-06,53.1236
2023-02-07,53.1236
2023-02-08,53.1236
2023-02-09,53.1236
2023-02-10,53.1236
2023-02-11,53.1236
2023-02-12,53.1236
2023-02-13,53.1236
2023-02-14,53.1236
2023-02-15,53.1236
2023-02-16,53.1236
2023-02-17,53.1236
2023-02-18,53.1236
2023-02-19,53.1236
2023-02-20,53.1236
2023-02-21,53.1236
2023-02-22,53.1236
2023-02-23,53.1236
2023-02-24,53.1236
2023-02-25,53.1236
2023-02-26,53.1236
2023-02-27,53.1236
2023-02-28,53.1236
2023-03-01,53.1236
2023-03-02,53.1236
2023-03-03,53.1236
2023-03-04,53.1236
2023-03-05,53.1236
2023-03-06,53.1236
2023-03-07,53.1236
2023-03-08,53.1236
2023-03-09,53.1236
