,AEO US Equity
,RETURN_COM_EQY
2020-01-01,20.5542
2020-01-02,20.5542
2020-01-03,20.5542
2020-01-04,20.5542
2020-01-05,20.5542
2020-01-06,20.5542
2020-01-07,20.5542
2020-01-08,20.5542
2020-01-09,20.5542
2020-01-10,20.5542
2020-01-11,20.5542
2020-01-12,20.5542
2020-01-13,20.5542
2020-01-14,20.5542
2020-01-15,20.5542
2020-01-16,20.5542
2020-01-17,20.5542
2020-01-18,20.5542
2020-01-19,20.5542
2020-01-20,20.5542
2020-01-21,20.5542
2020-01-22,20.5542
2020-01-23,20.5542
2020-01-24,20.5542
2020-01-25,20.5542
2020-01-26,20.5542
2020-01-27,20.5542
2020-01-28,20.5542
2020-01-29,20.5542
2020-01-30,20.5542
2020-01-31,20.5542
2020-02-01,15.087
2020-02-02,15.087
2020-02-03,15.087
2020-02-04,15.087
2020-02-05,15.087
2020-02-06,15.087
2020-02-07,15.087
2020-02-08,15.087
2020-02-09,15.087
2020-02-10,15.087
2020-02-11,15.087
2020-02-12,15.087
2020-02-13,15.087
2020-02-14,15.087
2020-02-15,15.087
2020-02-16,15.087
2020-02-17,15.087
2020-02-18,15.087
2020-02-19,15.087
2020-02-20,15.087
2020-02-21,15.087
2020-02-22,15.087
2020-02-23,15.087
2020-02-24,15.087
2020-02-25,15.087
2020-02-26,15.087
2020-02-27,15.087
2020-02-28,15.087
2020-02-29,15.087
2020-03-01,15.087
2020-03-02,15.087
2020-03-03,15.087
2020-03-04,15.087
2020-03-05,15.087
2020-03-06,15.087
2020-03-07,15.087
2020-03-08,15.087
2020-03-09,15.087
2020-03-10,15.087
2020-03-11,15.087
2020-03-12,15.087
2020-03-13,15.087
2020-03-14,15.087
2020-03-15,15.087
2020-03-16,15.087
2020-03-17,15.087
2020-03-18,15.087
2020-03-19,15.087
2020-03-20,15.087
2020-03-21,15.087
2020-03-22,15.087
2020-03-23,15.087
2020-03-24,15.087
2020-03-25,15.087
2020-03-26,15.087
2020-03-27,15.087
2020-03-28,15.087
2020-03-29,15.087
2020-03-30,15.087
2020-03-31,15.087
2020-04-01,15.087
2020-04-02,15.087
2020-04-03,15.087
2020-04-04,15.087
2020-04-05,15.087
2020-04-06,15.087
2020-04-07,15.087
2020-04-08,15.087
2020-04-09,15.087
2020-04-10,15.087
2020-04-11,15.087
2020-04-12,15.087
2020-04-13,15.087
2020-04-14,15.087
2020-04-15,15.087
2020-04-16,15.087
2020-04-17,15.087
2020-04-18,15.087
2020-04-19,15.087
2020-04-20,15.087
2020-04-21,15.087
2020-04-22,15.087
2020-04-23,15.087
2020-04-24,15.087
2020-04-25,15.087
2020-04-26,15.087
2020-04-27,15.087
2020-04-28,15.087
2020-04-29,15.087
2020-04-30,15.087
2020-05-01,15.087
2020-05-02,-9.5282
2020-05-03,-9.5282
2020-05-04,-9.5282
2020-05-05,-9.5282
2020-05-06,-9.5282
2020-05-07,-9.5282
2020-05-08,-9.5282
2020-05-09,-9.5282
2020-05-10,-9.5282
2020-05-11,-9.5282
2020-05-12,-9.5282
2020-05-13,-9.5282
2020-05-14,-9.5282
2020-05-15,-9.5282
2020-05-16,-9.5282
2020-05-17,-9.5282
2020-05-18,-9.5282
2020-05-19,-9.5282
2020-05-20,-9.5282
2020-05-21,-9.5282
2020-05-22,-9.5282
2020-05-23,-9.5282
2020-05-24,-9.5282
2020-05-25,-9.5282
2020-05-26,-9.5282
2020-05-27,-9.5282
2020-05-28,-9.5282
2020-05-29,-9.5282
2020-05-30,-9.5282
2020-05-31,-9.5282
2020-06-01,-9.5282
2020-06-02,-9.5282
2020-06-03,-9.5282
2020-06-04,-9.5282
2020-06-05,-9.5282
2020-06-06,-9.5282
2020-06-07,-9.5282
2020-06-08,-9.5282
2020-06-09,-9.5282
2020-06-10,-9.5282
2020-06-11,-9.5282
2020-06-12,-9.5282
2020-06-13,-9.5282
2020-06-14,-9.5282
2020-06-15,-9.5282
2020-06-16,-9.5282
2020-06-17,-9.5282
2020-06-18,-9.5282
2020-06-19,-9.5282
2020-06-20,-9.5282
2020-06-21,-9.5282
2020-06-22,-9.5282
2020-06-23,-9.5282
2020-06-24,-9.5282
2020-06-25,-9.5282
2020-06-26,-9.5282
2020-06-27,-9.5282
2020-06-28,-9.5282
2020-06-29,-9.5282
2020-06-30,-9.5282
2020-07-01,-9.5282
2020-07-02,-9.5282
2020-07-03,-9.5282
2020-07-04,-9.5282
2020-07-05,-9.5282
2020-07-06,-9.5282
2020-07-07,-9.5282
2020-07-08,-9.5282
2020-07-09,-9.5282
2020-07-10,-9.5282
2020-07-11,-9.5282
2020-07-12,-9.5282
2020-07-13,-9.5282
2020-07-14,-9.5282
2020-07-15,-9.5282
2020-07-16,-9.5282
2020-07-17,-9.5282
2020-07-18,-9.5282
2020-07-19,-9.5282
2020-07-20,-9.5282
2020-07-21,-9.5282
2020-07-22,-9.5282
2020-07-23,-9.5282
2020-07-24,-9.5282
2020-07-25,-9.5282
2020-07-26,-9.5282
2020-07-27,-9.5282
2020-07-28,-9.5282
2020-07-29,-9.5282
2020-07-30,-9.5282
2020-07-31,-9.5282
2020-08-01,-16.6531
2020-08-02,-16.6531
2020-08-03,-16.6531
2020-08-04,-16.6531
2020-08-05,-16.6531
2020-08-06,-16.6531
2020-08-07,-16.6531
2020-08-08,-16.6531
2020-08-09,-16.6531
2020-08-10,-16.6531
2020-08-11,-16.6531
2020-08-12,-16.6531
2020-08-13,-16.6531
2020-08-14,-16.6531
2020-08-15,-16.6531
2020-08-16,-16.6531
2020-08-17,-16.6531
2020-08-18,-16.6531
2020-08-19,-16.6531
2020-08-20,-16.6531
2020-08-21,-16.6531
2020-08-22,-16.6531
2020-08-23,-16.6531
2020-08-24,-16.6531
2020-08-25,-16.6531
2020-08-26,-16.6531
2020-08-27,-16.6531
2020-08-28,-16.6531
2020-08-29,-16.6531
2020-08-30,-16.6531
2020-08-31,-16.6531
2020-09-01,-16.6531
2020-09-02,-16.6531
2020-09-03,-16.6531
2020-09-04,-16.6531
2020-09-05,-16.6531
2020-09-06,-16.6531
2020-09-07,-16.6531
2020-09-08,-16.6531
2020-09-09,-16.6531
2020-09-10,-16.6531
2020-09-11,-16.6531
2020-09-12,-16.6531
2020-09-13,-16.6531
2020-09-14,-16.6531
2020-09-15,-16.6531
2020-09-16,-16.6531
2020-09-17,-16.6531
2020-09-18,-16.6531
2020-09-19,-16.6531
2020-09-20,-16.6531
2020-09-21,-16.6531
2020-09-22,-16.6531
2020-09-23,-16.6531
2020-09-24,-16.6531
2020-09-25,-16.6531
2020-09-26,-16.6531
2020-09-27,-16.6531
2020-09-28,-16.6531
2020-09-29,-16.6531
2020-09-30,-16.6531
2020-10-01,-16.6531
2020-10-02,-16.6531
2020-10-03,-16.6531
2020-10-04,-16.6531
2020-10-05,-16.6531
2020-10-06,-16.6531
2020-10-07,-16.6531
2020-10-08,-16.6531
2020-10-09,-16.6531
2020-10-10,-16.6531
2020-10-11,-16.6531
2020-10-12,-16.6531
2020-10-13,-16.6531
2020-10-14,-16.6531
2020-10-15,-16.6531
2020-10-16,-16.6531
2020-10-17,-16.6531
2020-10-18,-16.6531
2020-10-19,-16.6531
2020-10-20,-16.6531
2020-10-21,-16.6531
2020-10-22,-16.6531
2020-10-23,-16.6531
2020-10-24,-16.6531
2020-10-25,-16.6531
2020-10-26,-16.6531
2020-10-27,-16.6531
2020-10-28,-16.6531
2020-10-29,-16.6531
2020-10-30,-16.6531
2020-10-31,-17.8686
2020-11-01,-17.8686
2020-11-02,-17.8686
2020-11-03,-17.8686
2020-11-04,-17.8686
2020-11-05,-17.8686
2020-11-06,-17.8686
2020-11-07,-17.8686
2020-11-08,-17.8686
2020-11-09,-17.8686
2020-11-10,-17.8686
2020-11-11,-17.8686
2020-11-12,-17.8686
2020-11-13,-17.8686
2020-11-14,-17.8686
2020-11-15,-17.8686
2020-11-16,-17.8686
2020-11-17,-17.8686
2020-11-18,-17.8686
2020-11-19,-17.8686
2020-11-20,-17.8686
2020-11-21,-17.8686
2020-11-22,-17.8686
2020-11-23,-17.8686
2020-11-24,-17.8686
2020-11-25,-17.8686
2020-11-26,-17.8686
2020-11-27,-17.8686
2020-11-28,-17.8686
2020-11-29,-17.8686
2020-11-30,-17.8686
2020-12-01,-17.8686
2020-12-02,-17.8686
2020-12-03,-17.8686
2020-12-04,-17.8686
2020-12-05,-17.8686
2020-12-06,-17.8686
2020-12-07,-17.8686
2020-12-08,-17.8686
2020-12-09,-17.8686
2020-12-10,-17.8686
2020-12-11,-17.8686
2020-12-12,-17.8686
2020-12-13,-17.8686
2020-12-14,-17.8686
2020-12-15,-17.8686
2020-12-16,-17.8686
2020-12-17,-17.8686
2020-12-18,-17.8686
