,MCO US Equity
2021-05-12,155.1302
2021-05-13,155.1302
2021-05-14,155.1302
2021-05-15,155.1302
2021-05-16,155.1302
2021-05-17,155.1302
2021-05-18,155.1302
2021-05-19,155.1302
2021-05-20,155.1302
2021-05-21,155.1302
2021-05-22,155.1302
2021-05-23,155.1302
2021-05-24,155.1302
2021-05-25,155.1302
2021-05-26,155.1302
2021-05-27,155.1302
2021-05-28,155.1302
2021-05-29,155.1302
2021-05-30,155.1302
2021-05-31,155.1302
2021-06-01,155.1302
2021-06-02,155.1302
2021-06-03,155.1302
2021-06-04,155.1302
2021-06-05,155.1302
2021-06-06,155.1302
2021-06-07,155.1302
2021-06-08,155.1302
2021-06-09,155.1302
2021-06-10,155.1302
2021-06-11,155.1302
2021-06-12,155.1302
2021-06-13,155.1302
2021-06-14,155.1302
2021-06-15,155.1302
2021-06-16,155.1302
2021-06-17,155.1302
2021-06-18,155.1302
2021-06-19,155.1302
2021-06-20,155.1302
2021-06-21,155.1302
2021-06-22,155.1302
2021-06-23,155.1302
2021-06-24,155.1302
2021-06-25,155.1302
2021-06-26,155.1302
2021-06-27,155.1302
2021-06-28,155.1302
2021-06-29,155.1302
2021-06-30,129.78
2021-07-01,129.78
2021-07-02,129.78
2021-07-03,129.78
2021-07-04,129.78
2021-07-05,129.78
2021-07-06,129.78
2021-07-07,129.78
2021-07-08,129.78
2021-07-09,129.78
2021-07-10,129.78
2021-07-11,129.78
2021-07-12,129.78
2021-07-13,129.78
2021-07-14,129.78
2021-07-15,129.78
2021-07-16,129.78
2021-07-17,129.78
2021-07-18,129.78
2021-07-19,129.78
2021-07-20,129.78
2021-07-21,129.78
2021-07-22,129.78
2021-07-23,129.78
2021-07-24,129.78
2021-07-25,129.78
2021-07-26,129.78
2021-07-27,129.78
2021-07-28,129.78
2021-07-29,129.78
2021-07-30,129.78
2021-07-31,129.78
2021-08-01,129.78
2021-08-02,129.78
2021-08-03,129.78
2021-08-04,129.78
2021-08-05,129.78
2021-08-06,129.78
2021-08-07,129.78
2021-08-08,129.78
2021-08-09,129.78
2021-08-10,129.78
2021-08-11,129.78
2021-08-12,129.78
2021-08-13,129.78
2021-08-14,129.78
2021-08-15,129.78
2021-08-16,129.78
2021-08-17,129.78
2021-08-18,129.78
2021-08-19,129.78
2021-08-20,129.78
2021-08-21,129.78
2021-08-22,129.78
2021-08-23,129.78
2021-08-24,129.78
2021-08-25,129.78
2021-08-26,129.78
2021-08-27,129.78
2021-08-28,129.78
2021-08-29,129.78
2021-08-30,129.78
2021-08-31,129.78
2021-09-01,129.78
2021-09-02,129.78
2021-09-03,129.78
2021-09-04,129.78
2021-09-05,129.78
2021-09-06,129.78
2021-09-07,129.78
2021-09-08,129.78
2021-09-09,129.78
2021-09-10,129.78
2021-09-11,129.78
2021-09-12,129.78
2021-09-13,129.78
2021-09-14,129.78
2021-09-15,129.78
2021-09-16,129.78
2021-09-17,129.78
2021-09-18,129.78
2021-09-19,129.78
2021-09-20,129.78
2021-09-21,129.78
2021-09-22,129.78
2021-09-23,129.78
2021-09-24,129.78
2021-09-25,129.78
2021-09-26,129.78
2021-09-27,129.78
2021-09-28,129.78
2021-09-29,129.78
2021-09-30,107.0028
2021-10-01,107.0028
2021-10-02,107.0028
2021-10-03,107.0028
2021-10-04,107.0028
2021-10-05,107.0028
2021-10-06,107.0028
2021-10-07,107.0028
2021-10-08,107.0028
2021-10-09,107.0028
2021-10-10,107.0028
2021-10-11,107.0028
2021-10-12,107.0028
2021-10-13,107.0028
2021-10-14,107.0028
2021-10-15,107.0028
2021-10-16,107.0028
2021-10-17,107.0028
2021-10-18,107.0028
2021-10-19,107.0028
2021-10-20,107.0028
2021-10-21,107.0028
2021-10-22,107.0028
2021-10-23,107.0028
2021-10-24,107.0028
2021-10-25,107.0028
2021-10-26,107.0028
2021-10-27,107.0028
2021-10-28,107.0028
2021-10-29,107.0028
2021-10-30,107.0028
2021-10-31,107.0028
2021-11-01,107.0028
2021-11-02,107.0028
2021-11-03,107.0028
2021-11-04,107.0028
2021-11-05,107.0028
2021-11-06,107.0028
2021-11-07,107.0028
2021-11-08,107.0028
2021-11-09,107.0028
2021-11-10,107.0028
2021-11-11,107.0028
2021-11-12,107.0028
2021-11-13,107.0028
2021-11-14,107.0028
2021-11-15,107.0028
2021-11-16,107.0028
2021-11-17,107.0028
2021-11-18,107.0028
2021-11-19,107.0028
2021-11-20,107.0028
2021-11-21,107.0028
2021-11-22,107.0028
2021-11-23,107.0028
2021-11-24,107.0028
2021-11-25,107.0028
2021-11-26,107.0028
2021-11-27,107.0028
2021-11-28,107.0028
2021-11-29,107.0028
2021-11-30,107.0028
2021-12-01,107.0028
2021-12-02,107.0028
2021-12-03,107.0028
2021-12-04,107.0028
2021-12-05,107.0028
2021-12-06,107.0028
2021-12-07,107.0028
2021-12-08,107.0028
2021-12-09,107.0028
2021-12-10,107.0028
2021-12-11,107.0028
2021-12-12,107.0028
2021-12-13,107.0028
2021-12-14,107.0028
2021-12-15,107.0028
2021-12-16,107.0028
2021-12-17,107.0028
2021-12-18,107.0028
2021-12-19,107.0028
2021-12-20,107.0028
2021-12-21,107.0028
2021-12-22,107.0028
2021-12-23,107.0028
2021-12-24,107.0028
2021-12-25,107.0028
2021-12-26,107.0028
2021-12-27,107.0028
2021-12-28,107.0028
2021-12-29,107.0028
2021-12-30,107.0028
2021-12-31,103.0726
2022-01-01,103.0726
2022-01-02,103.0726
2022-01-03,103.0726
2022-01-04,103.0726
2022-01-05,103.0726
2022-01-06,103.0726
2022-01-07,103.0726
2022-01-08,103.0726
2022-01-09,103.0726
2022-01-10,103.0726
2022-01-11,103.0726
2022-01-12,103.0726
2022-01-13,103.0726
2022-01-14,103.0726
2022-01-15,103.0726
2022-01-16,103.0726
2022-01-17,103.0726
2022-01-18,103.0726
2022-01-19,103.0726
2022-01-20,103.0726
2022-01-21,103.0726
2022-01-22,103.0726
2022-01-23,103.0726
2022-01-24,103.0726
2022-01-25,103.0726
2022-01-26,103.0726
2022-01-27,103.0726
2022-01-28,103.0726
2022-01-29,103.0726
2022-01-30,103.0726
2022-01-31,103.0726
2022-02-01,103.0726
2022-02-02,103.0726
2022-02-03,103.0726
2022-02-04,103.0726
2022-02-05,103.0726
2022-02-06,103.0726
2022-02-07,103.0726
2022-02-08,103.0726
2022-02-09,103.0726
2022-02-10,103.0726
2022-02-11,103.0726
2022-02-12,103.0726
2022-02-13,103.0726
2022-02-14,103.0726
2022-02-15,103.0726
2022-02-16,103.0726
2022-02-17,103.0726
2022-02-18,103.0726
2022-02-19,103.0726
2022-02-20,103.0726
2022-02-21,103.0726
2022-02-22,103.0726
2022-02-23,103.0726
2022-02-24,103.0726
2022-02-25,103.0726
2022-02-26,103.0726
2022-02-27,103.0726
2022-02-28,103.0726
2022-03-01,103.0726
2022-03-02,103.0726
2022-03-03,103.0726
2022-03-04,103.0726
2022-03-05,103.0726
2022-03-06,103.0726
2022-03-07,103.0726
2022-03-08,103.0726
2022-03-09,103.0726
2022-03-10,103.0726
2022-03-11,103.0726
2022-03-12,103.0726
2022-03-13,103.0726
2022-03-14,103.0726
2022-03-15,103.0726
2022-03-16,103.0726
2022-03-17,103.0726
2022-03-18,103.0726
2022-03-19,103.0726
2022-03-20,103.0726
2022-03-21,103.0726
2022-03-22,103.0726
2022-03-23,103.0726
2022-03-24,103.0726
2022-03-25,103.0726
2022-03-26,103.0726
2022-03-27,103.0726
2022-03-28,103.0726
2022-03-29,103.0726
2022-03-30,103.0726
2022-03-31,89.3309
2022-04-01,89.3309
2022-04-02,89.3309
2022-04-03,89.3309
2022-04-04,89.3309
2022-04-05,89.3309
2022-04-06,89.3309
2022-04-07,89.3309
2022-04-08,89.3309
2022-04-09,89.3309
2022-04-10,89.3309
2022-04-11,89.3309
2022-04-12,89.3309
2022-04-13,89.3309
2022-04-14,89.3309
2022-04-15,89.3309
2022-04-16,89.3309
2022-04-17,89.3309
2022-04-18,89.3309
2022-04-19,89.3309
2022-04-20,89.3309
2022-04-21,89.3309
2022-04-22,89.3309
2022-04-23,89.3309
2022-04-24,89.3309
2022-04-25,89.3309
2022-04-26,89.3309
2022-04-27,89.3309
2022-04-28,89.3309
2022-04-29,89.3309
2022-04-30,89.3309
2022-05-01,89.3309
2022-05-02,89.3309
2022-05-03,89.3309
2022-05-04,89.3309
2022-05-05,89.3309
2022-05-06,89.3309
2022-05-07,89.3309
2022-05-08,89.3309
2022-05-09,89.3309
2022-05-10,89.3309
2022-05-11,89.3309
2022-05-12,89.3309
2022-05-13,89.3309
2022-05-14,89.3309
2022-05-15,89.3309
2022-05-16,89.3309
2022-05-17,89.3309
2022-05-18,89.3309
2022-05-19,89.3309
2022-05-20,89.3309
2022-05-21,89.3309
2022-05-22,89.3309
2022-05-23,89.3309
2022-05-24,89.3309
2022-05-25,89.3309
2022-05-26,89.3309
2022-05-27,89.3309
2022-05-28,89.3309
2022-05-29,89.3309
2022-05-30,89.3309
2022-05-31,89.3309
2022-06-01,89.3309
2022-06-02,89.3309
2022-06-03,89.3309
2022-06-04,89.3309
2022-06-05,89.3309
2022-06-06,89.3309
2022-06-07,89.3309
2022-06-08,89.3309
2022-06-09,89.3309
2022-06-10,89.3309
2022-06-11,89.3309
2022-06-12,89.3309
2022-06-13,89.3309
2022-06-14,89.3309
2022-06-15,89.3309
2022-06-16,89.3309
2022-06-17,89.3309
2022-06-18,89.3309
2022-06-19,89.3309
2022-06-20,89.3309
2022-06-21,89.3309
2022-06-22,89.3309
2022-06-23,89.3309
2022-06-24,89.3309
2022-06-25,89.3309
2022-06-26,89.3309
2022-06-27,89.3309
2022-06-28,89.3309
2022-06-29,89.3309
2022-06-30,77.0536
2022-07-01,77.0536
2022-07-02,77.0536
2022-07-03,77.0536
2022-07-04,77.0536
2022-07-05,77.0536
2022-07-06,77.0536
2022-07-07,77.0536
2022-07-08,77.0536
2022-07-09,77.0536
2022-07-10,77.0536
2022-07-11,77.0536
2022-07-12,77.0536
2022-07-13,77.0536
2022-07-14,77.0536
2022-07-15,77.0536
2022-07-16,77.0536
2022-07-17,77.0536
2022-07-18,77.0536
2022-07-19,77.0536
2022-07-20,77.0536
2022-07-21,77.0536
2022-07-22,77.0536
2022-07-23,77.0536
2022-07-24,77.0536
2022-07-25,77.0536
2022-07-26,77.0536
2022-07-27,77.0536
2022-07-28,77.0536
2022-07-29,77.0536
2022-07-30,77.0536
2022-07-31,77.0536
2022-08-01,77.0536
2022-08-02,77.0536
2022-08-03,77.0536
2022-08-04,77.0536
2022-08-05,77.0536
2022-08-06,77.0536
2022-08-07,77.0536
2022-08-08,77.0536
2022-08-09,77.0536
2022-08-10,77.0536
2022-08-11,77.0536
2022-08-12,77.0536
2022-08-13,77.0536
2022-08-14,77.0536
2022-08-15,77.0536
2022-08-16,77.0536
2022-08-17,77.0536
2022-08-18,77.0536
2022-08-19,77.0536
2022-08-20,77.0536
2022-08-21,77.0536
2022-08-22,77.0536
2022-08-23,77.0536
2022-08-24,77.0536
2022-08-25,77.0536
2022-08-26,77.0536
2022-08-27,77.0536
2022-08-28,77.0536
2022-08-29,77.0536
2022-08-30,77.0536
2022-08-31,77.0536
2022-09-01,77.0536
2022-09-02,77.0536
2022-09-03,77.0536
2022-09-04,77.0536
2022-09-05,77.0536
2022-09-06,77.0536
2022-09-07,77.0536
2022-09-08,77.0536
2022-09-09,77.0536
2022-09-10,77.0536
2022-09-11,77.0536
2022-09-12,77.0536
2022-09-13,77.0536
2022-09-14,77.0536
2022-09-15,77.0536
2022-09-16,77.0536
2022-09-17,77.0536
2022-09-18,77.0536
2022-09-19,77.0536
2022-09-20,77.0536
2022-09-21,77.0536
2022-09-22,77.0536
2022-09-23,77.0536
2022-09-24,77.0536
2022-09-25,77.0536
2022-09-26,77.0536
2022-09-27,77.0536
2022-09-28,77.0536
2022-09-29,77.0536
2022-09-30,66.3821
2022-10-01,66.3821
2022-10-02,66.3821
2022-10-03,66.3821
2022-10-04,66.3821
2022-10-05,66.3821
2022-10-06,66.3821
2022-10-07,66.3821
2022-10-08,66.3821
2022-10-09,66.3821
2022-10-10,66.3821
2022-10-11,66.3821
2022-10-12,66.3821
2022-10-13,66.3821
2022-10-14,66.3821
2022-10-15,66.3821
2022-10-16,66.3821
2022-10-17,66.3821
2022-10-18,66.3821
2022-10-19,66.3821
2022-10-20,66.3821
2022-10-21,66.3821
2022-10-22,66.3821
2022-10-23,66.3821
2022-10-24,66.3821
2022-10-25,66.3821
2022-10-26,66.3821
2022-10-27,66.3821
2022-10-28,66.3821
2022-10-29,66.3821
2022-10-30,66.3821
2022-10-31,66.3821
2022-11-01,66.3821
2022-11-02,66.3821
2022-11-03,66.3821
2022-11-04,66.3821
2022-11-05,66.3821
2022-11-06,66.3821
2022-11-07,66.3821
2022-11-08,66.3821
2022-11-09,66.3821
2022-11-10,66.3821
2022-11-11,66.3821
2022-11-12,66.3821
2022-11-13,66.3821
2022-11-14,66.3821
2022-11-15,66.3821
2022-11-16,66.3821
2022-11-17,66.3821
2022-11-18,66.3821
2022-11-19,66.3821
2022-11-20,66.3821
2022-11-21,66.3821
2022-11-22,66.3821
2022-11-23,66.3821
2022-11-24,66.3821
2022-11-25,66.3821
2022-11-26,66.3821
2022-11-27,66.3821
2022-11-28,66.3821
2022-11-29,66.3821
2022-11-30,66.3821
2022-12-01,66.3821
2022-12-02,66.3821
2022-12-03,66.3821
2022-12-04,66.3821
2022-12-05,66.3821
2022-12-06,66.3821
2022-12-07,66.3821
2022-12-08,66.3821
2022-12-09,66.3821
2022-12-10,66.3821
2022-12-11,66.3821
2022-12-12,66.3821
2022-12-13,66.3821
2022-12-14,66.3821
2022-12-15,66.3821
2022-12-16,66.3821
2022-12-17,66.3821
2022-12-18,66.3821
2022-12-19,66.3821
2022-12-20,66.3821
2022-12-21,66.3821
2022-12-22,66.3821
2022-12-23,66.3821
2022-12-24,66.3821
2022-12-25,66.3821
2022-12-26,66.3821
2022-12-27,66.3821
2022-12-28,66.3821
2022-12-29,66.3821
2022-12-30,66.3821
2022-12-31,52.3828
2023-01-01,52.3828
2023-01-02,52.3828
2023-01-03,52.3828
2023-01-04,52.3828
2023-01-05,52.3828
2023-01-06,52.3828
2023-01-07,52.3828
2023-01-08,52.3828
2023-01-09,52.3828
2023-01-10,52.3828
2023-01-11,52.3828
2023-01-12,52.3828
2023-01-13,52.3828
2023-01-14,52.3828
2023-01-15,52.3828
2023-01-16,52.3828
2023-01-17,52.3828
2023-01-18,52.3828
2023-01-19,52.3828
2023-01-20,52.3828
2023-01-21,52.3828
2023-01-22,52.3828
2023-01-23,52.3828
2023-01-24,52.3828
2023-01-25,52.3828
2023-01-26,52.3828
2023-01-27,52.3828
2023-01-28,52.3828
2023-01-29,52.3828
2023-01-30,52.3828
2023-01-31,52.3828
2023-02-01,52.3828
2023-02-02,52.3828
2023-02-03,52.3828
2023-02-04,52.3828
2023-02-05,52.3828
2023-02-06,52.3828
2023-02-07,52.3828
2023-02-08,52.3828
2023-02-09,52.3828
2023-02-10,52.3828
2023-02-11,52.3828
2023-02-12,52.3828
2023-02-13,52.3828
2023-02-14,52.3828
2023-02-15,52.3828
2023-02-16,52.3828
2023-02-17,52.3828
2023-02-18,52.3828
2023-02-19,52.3828
2023-02-20,52.3828
2023-02-21,52.3828
2023-02-22,52.3828
2023-02-23,52.3828
2023-02-24,52.3828
2023-02-25,52.3828
2023-02-26,52.3828
2023-02-27,52.3828
2023-02-28,52.3828
2023-03-01,52.3828
2023-03-02,52.3828
2023-03-03,52.3828
2023-03-04,52.3828
2023-03-05,52.3828
2023-03-06,52.3828
2023-03-07,52.3828
2023-03-08,52.3828
2023-03-09,52.3828
2023-03-10,52.3828
2023-03-11,52.3828
2023-03-12,52.3828
2023-03-13,52.3828
2023-03-14,52.3828
2023-03-15,52.3828
2023-03-16,52.3828
