,AMP US Equity
,RETURN_COM_EQY
2020-01-01,33.4541
2020-01-02,33.4541
2020-01-03,33.4541
2020-01-04,33.4541
2020-01-05,33.4541
2020-01-06,33.4541
2020-01-07,33.4541
2020-01-08,33.4541
2020-01-09,33.4541
2020-01-10,33.4541
2020-01-11,33.4541
2020-01-12,33.4541
2020-01-13,33.4541
2020-01-14,33.4541
2020-01-15,33.4541
2020-01-16,33.4541
2020-01-17,33.4541
2020-01-18,33.4541
2020-01-19,33.4541
2020-01-20,33.4541
2020-01-21,33.4541
2020-01-22,33.4541
2020-01-23,33.4541
2020-01-24,33.4541
2020-01-25,33.4541
2020-01-26,33.4541
2020-01-27,33.4541
2020-01-28,33.4541
2020-01-29,33.4541
2020-01-30,33.4541
2020-01-31,33.4541
2020-02-01,33.4541
2020-02-02,33.4541
2020-02-03,33.4541
2020-02-04,33.4541
2020-02-05,33.4541
2020-02-06,33.4541
2020-02-07,33.4541
2020-02-08,33.4541
2020-02-09,33.4541
2020-02-10,33.4541
2020-02-11,33.4541
2020-02-12,33.4541
2020-02-13,33.4541
2020-02-14,33.4541
2020-02-15,33.4541
2020-02-16,33.4541
2020-02-17,33.4541
2020-02-18,33.4541
2020-02-19,33.4541
2020-02-20,33.4541
2020-02-21,33.4541
2020-02-22,33.4541
2020-02-23,33.4541
2020-02-24,33.4541
2020-02-25,33.4541
2020-02-26,33.4541
2020-02-27,33.4541
2020-02-28,33.4541
2020-02-29,33.4541
2020-03-01,33.4541
2020-03-02,33.4541
2020-03-03,33.4541
2020-03-04,33.4541
2020-03-05,33.4541
2020-03-06,33.4541
2020-03-07,33.4541
2020-03-08,33.4541
2020-03-09,33.4541
2020-03-10,33.4541
2020-03-11,33.4541
2020-03-12,33.4541
2020-03-13,33.4541
2020-03-14,33.4541
2020-03-15,33.4541
2020-03-16,33.4541
2020-03-17,33.4541
2020-03-18,33.4541
2020-03-19,33.4541
2020-03-20,33.4541
2020-03-21,33.4541
2020-03-22,33.4541
2020-03-23,33.4541
2020-03-24,33.4541
2020-03-25,33.4541
2020-03-26,33.4541
2020-03-27,33.4541
2020-03-28,33.4541
2020-03-29,33.4541
2020-03-30,33.4541
2020-03-31,56.3816
2020-04-01,56.3816
2020-04-02,56.3816
2020-04-03,56.3816
2020-04-04,56.3816
2020-04-05,56.3816
2020-04-06,56.3816
2020-04-07,56.3816
2020-04-08,56.3816
2020-04-09,56.3816
2020-04-10,56.3816
2020-04-11,56.3816
2020-04-12,56.3816
2020-04-13,56.3816
2020-04-14,56.3816
2020-04-15,56.3816
2020-04-16,56.3816
2020-04-17,56.3816
2020-04-18,56.3816
2020-04-19,56.3816
2020-04-20,56.3816
2020-04-21,56.3816
2020-04-22,56.3816
2020-04-23,56.3816
2020-04-24,56.3816
2020-04-25,56.3816
2020-04-26,56.3816
2020-04-27,56.3816
2020-04-28,56.3816
2020-04-29,56.3816
2020-04-30,56.3816
2020-05-01,56.3816
2020-05-02,56.3816
2020-05-03,56.3816
2020-05-04,56.3816
2020-05-05,56.3816
2020-05-06,56.3816
2020-05-07,56.3816
2020-05-08,56.3816
2020-05-09,56.3816
2020-05-10,56.3816
2020-05-11,56.3816
2020-05-12,56.3816
2020-05-13,56.3816
2020-05-14,56.3816
2020-05-15,56.3816
2020-05-16,56.3816
2020-05-17,56.3816
2020-05-18,56.3816
2020-05-19,56.3816
2020-05-20,56.3816
2020-05-21,56.3816
2020-05-22,56.3816
2020-05-23,56.3816
2020-05-24,56.3816
2020-05-25,56.3816
2020-05-26,56.3816
2020-05-27,56.3816
2020-05-28,56.3816
2020-05-29,56.3816
2020-05-30,56.3816
2020-05-31,56.3816
2020-06-01,56.3816
2020-06-02,56.3816
2020-06-03,56.3816
2020-06-04,56.3816
2020-06-05,56.3816
2020-06-06,56.3816
2020-06-07,56.3816
2020-06-08,56.3816
2020-06-09,56.3816
2020-06-10,56.3816
2020-06-11,56.3816
2020-06-12,56.3816
2020-06-13,56.3816
2020-06-14,56.3816
2020-06-15,56.3816
2020-06-16,56.3816
2020-06-17,56.3816
2020-06-18,56.3816
2020-06-19,56.3816
2020-06-20,56.3816
2020-06-21,56.3816
2020-06-22,56.3816
2020-06-23,56.3816
2020-06-24,56.3816
2020-06-25,56.3816
2020-06-26,56.3816
2020-06-27,56.3816
2020-06-28,56.3816
2020-06-29,56.3816
2020-06-30,39.9521
2020-07-01,39.9521
2020-07-02,39.9521
2020-07-03,39.9521
2020-07-04,39.9521
2020-07-05,39.9521
2020-07-06,39.9521
2020-07-07,39.9521
2020-07-08,39.9521
2020-07-09,39.9521
2020-07-10,39.9521
2020-07-11,39.9521
2020-07-12,39.9521
2020-07-13,39.9521
2020-07-14,39.9521
2020-07-15,39.9521
2020-07-16,39.9521
2020-07-17,39.9521
2020-07-18,39.9521
2020-07-19,39.9521
2020-07-20,39.9521
2020-07-21,39.9521
2020-07-22,39.9521
2020-07-23,39.9521
2020-07-24,39.9521
2020-07-25,39.9521
2020-07-26,39.9521
2020-07-27,39.9521
2020-07-28,39.9521
