,EVR US Equity
,RETURN_COM_EQY
2020-01-01,36.5437
2020-01-02,36.5437
2020-01-03,36.5437
2020-01-04,36.5437
2020-01-05,36.5437
2020-01-06,36.5437
2020-01-07,36.5437
2020-01-08,36.5437
2020-01-09,36.5437
2020-01-10,36.5437
2020-01-11,36.5437
2020-01-12,36.5437
2020-01-13,36.5437
2020-01-14,36.5437
2020-01-15,36.5437
2020-01-16,36.5437
2020-01-17,36.5437
2020-01-18,36.5437
2020-01-19,36.5437
2020-01-20,36.5437
2020-01-21,36.5437
2020-01-22,36.5437
2020-01-23,36.5437
2020-01-24,36.5437
2020-01-25,36.5437
2020-01-26,36.5437
2020-01-27,36.5437
2020-01-28,36.5437
2020-01-29,36.5437
2020-01-30,36.5437
2020-01-31,36.5437
2020-02-01,36.5437
2020-02-02,36.5437
2020-02-03,36.5437
2020-02-04,36.5437
2020-02-05,36.5437
2020-02-06,36.5437
2020-02-07,36.5437
2020-02-08,36.5437
2020-02-09,36.5437
2020-02-10,36.5437
2020-02-11,36.5437
2020-02-12,36.5437
2020-02-13,36.5437
2020-02-14,36.5437
2020-02-15,36.5437
2020-02-16,36.5437
2020-02-17,36.5437
2020-02-18,36.5437
2020-02-19,36.5437
2020-02-20,36.5437
2020-02-21,36.5437
2020-02-22,36.5437
2020-02-23,36.5437
2020-02-24,36.5437
2020-02-25,36.5437
2020-02-26,36.5437
2020-02-27,36.5437
2020-02-28,36.5437
2020-02-29,36.5437
2020-03-01,36.5437
2020-03-02,36.5437
2020-03-03,36.5437
2020-03-04,36.5437
2020-03-05,36.5437
2020-03-06,36.5437
2020-03-07,36.5437
2020-03-08,36.5437
2020-03-09,36.5437
2020-03-10,36.5437
2020-03-11,36.5437
2020-03-12,36.5437
2020-03-13,36.5437
2020-03-14,36.5437
2020-03-15,36.5437
2020-03-16,36.5437
2020-03-17,36.5437
2020-03-18,36.5437
2020-03-19,36.5437
2020-03-20,36.5437
2020-03-21,36.5437
2020-03-22,36.5437
2020-03-23,36.5437
2020-03-24,36.5437
2020-03-25,36.5437
2020-03-26,36.5437
2020-03-27,36.5437
2020-03-28,36.5437
2020-03-29,36.5437
2020-03-30,36.5437
2020-03-31,32.9958
2020-04-01,32.9958
2020-04-02,32.9958
2020-04-03,32.9958
2020-04-04,32.9958
2020-04-05,32.9958
2020-04-06,32.9958
2020-04-07,32.9958
2020-04-08,32.9958
2020-04-09,32.9958
2020-04-10,32.9958
2020-04-11,32.9958
2020-04-12,32.9958
2020-04-13,32.9958
2020-04-14,32.9958
2020-04-15,32.9958
2020-04-16,32.9958
2020-04-17,32.9958
2020-04-18,32.9958
2020-04-19,32.9958
2020-04-20,32.9958
2020-04-21,32.9958
2020-04-22,32.9958
2020-04-23,32.9958
2020-04-24,32.9958
2020-04-25,32.9958
2020-04-26,32.9958
2020-04-27,32.9958
2020-04-28,32.9958
2020-04-29,32.9958
2020-04-30,32.9958
2020-05-01,32.9958
2020-05-02,32.9958
2020-05-03,32.9958
2020-05-04,32.9958
2020-05-05,32.9958
2020-05-06,32.9958
2020-05-07,32.9958
2020-05-08,32.9958
2020-05-09,32.9958
2020-05-10,32.9958
2020-05-11,32.9958
2020-05-12,32.9958
2020-05-13,32.9958
2020-05-14,32.9958
2020-05-15,32.9958
2020-05-16,32.9958
2020-05-17,32.9958
2020-05-18,32.9958
2020-05-19,32.9958
2020-05-20,32.9958
2020-05-21,32.9958
2020-05-22,32.9958
2020-05-23,32.9958
2020-05-24,32.9958
2020-05-25,32.9958
2020-05-26,32.9958
2020-05-27,32.9958
2020-05-28,32.9958
2020-05-29,32.9958
2020-05-30,32.9958
2020-05-31,32.9958
2020-06-01,32.9958
2020-06-02,32.9958
2020-06-03,32.9958
2020-06-04,32.9958
2020-06-05,32.9958
2020-06-06,32.9958
2020-06-07,32.9958
2020-06-08,32.9958
2020-06-09,32.9958
2020-06-10,32.9958
2020-06-11,32.9958
2020-06-12,32.9958
2020-06-13,32.9958
2020-06-14,32.9958
2020-06-15,32.9958
2020-06-16,32.9958
2020-06-17,32.9958
2020-06-18,32.9958
2020-06-19,32.9958
2020-06-20,32.9958
2020-06-21,32.9958
2020-06-22,32.9958
2020-06-23,32.9958
2020-06-24,32.9958
2020-06-25,32.9958
2020-06-26,32.9958
2020-06-27,32.9958
2020-06-28,32.9958
2020-06-29,32.9958
2020-06-30,28.8073
2020-07-01,28.8073
2020-07-02,28.8073
2020-07-03,28.8073
2020-07-04,28.8073
2020-07-05,28.8073
2020-07-06,28.8073
2020-07-07,28.8073
2020-07-08,28.8073
2020-07-09,28.8073
2020-07-10,28.8073
2020-07-11,28.8073
2020-07-12,28.8073
2020-07-13,28.8073
2020-07-14,28.8073
2020-07-15,28.8073
2020-07-16,28.8073
2020-07-17,28.8073
2020-07-18,28.8073
2020-07-19,28.8073
2020-07-20,28.8073
2020-07-21,28.8073
2020-07-22,28.8073
2020-07-23,28.8073
2020-07-24,28.8073
2020-07-25,28.8073
2020-07-26,28.8073
2020-07-27,28.8073
2020-07-28,28.8073
2020-07-29,28.8073
2020-07-30,28.8073
2020-07-31,28.8073
2020-08-01,28.8073
2020-08-02,28.8073
2020-08-03,28.8073
2020-08-04,28.8073
2020-08-05,28.8073
2020-08-06,28.8073
2020-08-07,28.8073
2020-08-08,28.8073
2020-08-09,28.8073
2020-08-10,28.8073
2020-08-11,28.8073
2020-08-12,28.8073
2020-08-13,28.8073
2020-08-14,28.8073
2020-08-15,28.8073
2020-08-16,28.8073
2020-08-17,28.8073
2020-08-18,28.8073
2020-08-19,28.8073
2020-08-20,28.8073
2020-08-21,28.8073
2020-08-22,28.8073
2020-08-23,28.8073
2020-08-24,28.8073
2020-08-25,28.8073
2020-08-26,28.8073
2020-08-27,28.8073
2020-08-28,28.8073
2020-08-29,28.8073
2020-08-30,28.8073
2020-08-31,28.8073
2020-09-01,28.8073
2020-09-02,28.8073
2020-09-03,28.8073
2020-09-04,28.8073
2020-09-05,28.8073
2020-09-06,28.8073
2020-09-07,28.8073
2020-09-08,28.8073
2020-09-09,28.8073
2020-09-10,28.8073
2020-09-11,28.8073
2020-09-12,28.8073
2020-09-13,28.8073
2020-09-14,28.8073
2020-09-15,28.8073
2020-09-16,28.8073
2020-09-17,28.8073
2020-09-18,28.8073
2020-09-19,28.8073
2020-09-20,28.8073
2020-09-21,28.8073
2020-09-22,28.8073
2020-09-23,28.8073
2020-09-24,28.8073
2020-09-25,28.8073
2020-09-26,28.8073
2020-09-27,28.8073
2020-09-28,28.8073
2020-09-29,28.8073
2020-09-30,27.1237
2020-10-01,27.1237
2020-10-02,27.1237
2020-10-03,27.1237
2020-10-04,27.1237
2020-10-05,27.1237
2020-10-06,27.1237
2020-10-07,27.1237
2020-10-08,27.1237
2020-10-09,27.1237
2020-10-10,27.1237
2020-10-11,27.1237
2020-10-12,27.1237
2020-10-13,27.1237
2020-10-14,27.1237
2020-10-15,27.1237
2020-10-16,27.1237
2020-10-17,27.1237
2020-10-18,27.1237
2020-10-19,27.1237
2020-10-20,27.1237
2020-10-21,27.1237
2020-10-22,27.1237
2020-10-23,27.1237
2020-10-24,27.1237
2020-10-25,27.1237
2020-10-26,27.1237
2020-10-27,27.1237
2020-10-28,27.1237
2020-10-29,27.1237
2020-10-30,27.1237
2020-10-31,27.1237
2020-11-01,27.1237
2020-11-02,27.1237
2020-11-03,27.1237
2020-11-04,27.1237
2020-11-05,27.1237
2020-11-06,27.1237
2020-11-07,27.1237
2020-11-08,27.1237
2020-11-09,27.1237
2020-11-10,27.1237
2020-11-11,27.1237
2020-11-12,27.1237
2020-11-13,27.1237
2020-11-14,27.1237
2020-11-15,27.1237
2020-11-16,27.1237
2020-11-17,27.1237
2020-11-18,27.1237
2020-11-19,27.1237
2020-11-20,27.1237
2020-11-21,27.1237
2020-11-22,27.1237
2020-11-23,27.1237
2020-11-24,27.1237
2020-11-25,27.1237
2020-11-26,27.1237
2020-11-27,27.1237
2020-11-28,27.1237
2020-11-29,27.1237
2020-11-30,27.1237
2020-12-01,27.1237
2020-12-02,27.1237
2020-12-03,27.1237
2020-12-04,27.1237
2020-12-05,27.1237
2020-12-06,27.1237
2020-12-07,27.1237
2020-12-08,27.1237
2020-12-09,27.1237
2020-12-10,27.1237
2020-12-11,27.1237
2020-12-12,27.1237
2020-12-13,27.1237
2020-12-14,27.1237
2020-12-15,27.1237
2020-12-16,27.1237
2020-12-17,27.1237
2020-12-18,27.1237
2020-12-19,27.1237
2020-12-20,27.1237
2020-12-21,27.1237
2020-12-22,27.1237
2020-12-23,27.1237
2020-12-24,27.1237
2020-12-25,27.1237
2020-12-26,27.1237
2020-12-27,27.1237
2020-12-28,27.1237
2020-12-29,27.1237
2020-12-30,27.1237
2020-12-31,33.3775
2021-01-01,33.3775
2021-01-02,33.3775
2021-01-03,33.3775
2021-01-04,33.3775
2021-01-05,33.3775
2021-01-06,33.3775
2021-01-07,33.3775
2021-01-08,33.3775
2021-01-09,33.3775
2021-01-10,33.3775
2021-01-11,33.3775
2021-01-12,33.3775
2021-01-13,33.3775
2021-01-14,33.3775
2021-01-15,33.3775
2021-01-16,33.3775
2021-01-17,33.3775
2021-01-18,33.3775
2021-01-19,33.3775
2021-01-20,33.3775
2021-01-21,33.3775
2021-01-22,33.3775
2021-01-23,33.3775
2021-01-24,33.3775
2021-01-25,33.3775
2021-01-26,33.3775
2021-01-27,33.3775
2021-01-28,33.3775
2021-01-29,33.3775
2021-01-30,33.3775
2021-01-31,33.3775
2021-02-01,33.3775
2021-02-02,33.3775
2021-02-03,33.3775
2021-02-04,33.3775
2021-02-05,33.3775
2021-02-06,33.3775
2021-02-07,33.3775
2021-02-08,33.3775
2021-02-09,33.3775
2021-02-10,33.3775
2021-02-11,33.3775
2021-02-12,33.3775
2021-02-13,33.3775
2021-02-14,33.3775
2021-02-15,33.3775
2021-02-16,33.3775
2021-02-17,33.3775
2021-02-18,33.3775
2021-02-19,33.3775
2021-02-20,33.3775
2021-02-21,33.3775
2021-02-22,33.3775
2021-02-23,33.3775
2021-02-24,33.3775
2021-02-25,33.3775
2021-02-26,33.3775
2021-02-27,33.3775
2021-02-28,33.3775
2021-03-01,33.3775
2021-03-02,33.3775
2021-03-03,33.3775
2021-03-04,33.3775
2021-03-05,33.3775
2021-03-06,33.3775
2021-03-07,33.3775
2021-03-08,33.3775
2021-03-09,33.3775
2021-03-10,33.3775
2021-03-11,33.3775
2021-03-12,33.3775
2021-03-13,33.3775
2021-03-14,33.3775
2021-03-15,33.3775
2021-03-16,33.3775
2021-03-17,33.3775
2021-03-18,33.3775
2021-03-19,33.3775
2021-03-20,33.3775
2021-03-21,33.3775
2021-03-22,33.3775
2021-03-23,33.3775
2021-03-24,33.3775
2021-03-25,33.3775
2021-03-26,33.3775
2021-03-27,33.3775
2021-03-28,33.3775
2021-03-29,33.3775
2021-03-30,33.3775
2021-03-31,46.7049
2021-04-01,46.7049
2021-04-02,46.7049
2021-04-03,46.7049
2021-04-04,46.7049
2021-04-05,46.7049
2021-04-06,46.7049
2021-04-07,46.7049
2021-04-08,46.7049
2021-04-09,46.7049
2021-04-10,46.7049
2021-04-11,46.7049
2021-04-12,46.7049
2021-04-13,46.7049
2021-04-14,46.7049
2021-04-15,46.7049
2021-04-16,46.7049
2021-04-17,46.7049
2021-04-18,46.7049
2021-04-19,46.7049
2021-04-20,46.7049
2021-04-21,46.7049
2021-04-22,46.7049
2021-04-23,46.7049
2021-04-24,46.7049
2021-04-25,46.7049
2021-04-26,46.7049
2021-04-27,46.7049
2021-04-28,46.7049
2021-04-29,46.7049
2021-04-30,46.7049
2021-05-01,46.7049
2021-05-02,46.7049
2021-05-03,46.7049
2021-05-04,46.7049
2021-05-05,46.7049
2021-05-06,46.7049
2021-05-07,46.7049
2021-05-08,46.7049
2021-05-09,46.7049
2021-05-10,46.7049
2021-05-11,46.7049
2021-05-12,46.7049
2021-05-13,46.7049
2021-05-14,46.7049
2021-05-15,46.7049
2021-05-16,46.7049
2021-05-17,46.7049
2021-05-18,46.7049
2021-05-19,46.7049
2021-05-20,46.7049
2021-05-21,46.7049
2021-05-22,46.7049
2021-05-23,46.7049
2021-05-24,46.7049
2021-05-25,46.7049
2021-05-26,46.7049
2021-05-27,46.7049
2021-05-28,46.7049
2021-05-29,46.7049
2021-05-30,46.7049
2021-05-31,46.7049
2021-06-01,46.7049
2021-06-02,46.7049
2021-06-03,46.7049
2021-06-04,46.7049
2021-06-05,46.7049
2021-06-06,46.7049
2021-06-07,46.7049
2021-06-08,46.7049
2021-06-09,46.7049
2021-06-10,46.7049
2021-06-11,46.7049
2021-06-12,46.7049
2021-06-13,46.7049
2021-06-14,46.7049
2021-06-15,46.7049
2021-06-16,46.7049
2021-06-17,46.7049
2021-06-18,46.7049
2021-06-19,46.7049
2021-06-20,46.7049
2021-06-21,46.7049
2021-06-22,46.7049
2021-06-23,46.7049
2021-06-24,46.7049
2021-06-25,46.7049
2021-06-26,46.7049
2021-06-27,46.7049
2021-06-28,46.7049
2021-06-29,46.7049
2021-06-30,53.3949
2021-07-01,53.3949
2021-07-02,53.3949
2021-07-03,53.3949
2021-07-04,53.3949
2021-07-05,53.3949
2021-07-06,53.3949
2021-07-07,53.3949
2021-07-08,53.3949
2021-07-09,53.3949
2021-07-10,53.3949
2021-07-11,53.3949
2021-07-12,53.3949
2021-07-13,53.3949
2021-07-14,53.3949
2021-07-15,53.3949
2021-07-16,53.3949
2021-07-17,53.3949
2021-07-18,53.3949
2021-07-19,53.3949
2021-07-20,53.3949
2021-07-21,53.3949
2021-07-22,53.3949
2021-07-23,53.3949
2021-07-24,53.3949
2021-07-25,53.3949
2021-07-26,53.3949
2021-07-27,53.3949
2021-07-28,53.3949
2021-07-29,53.3949
2021-07-30,53.3949
2021-07-31,53.3949
2021-08-01,53.3949
2021-08-02,53.3949
2021-08-03,53.3949
2021-08-04,53.3949
2021-08-05,53.3949
2021-08-06,53.3949
2021-08-07,53.3949
2021-08-08,53.3949
2021-08-09,53.3949
2021-08-10,53.3949
2021-08-11,53.3949
2021-08-12,53.3949
2021-08-13,53.3949
2021-08-14,53.3949
2021-08-15,53.3949
2021-08-16,53.3949
2021-08-17,53.3949
2021-08-18,53.3949
2021-08-19,53.3949
2021-08-20,53.3949
2021-08-21,53.3949
2021-08-22,53.3949
2021-08-23,53.3949
2021-08-24,53.3949
2021-08-25,53.3949
2021-08-26,53.3949
2021-08-27,53.3949
2021-08-28,53.3949
2021-08-29,53.3949
2021-08-30,53.3949
2021-08-31,53.3949
2021-09-01,53.3949
2021-09-02,53.3949
2021-09-03,53.3949
2021-09-04,53.3949
2021-09-05,53.3949
2021-09-06,53.3949
2021-09-07,53.3949
2021-09-08,53.3949
2021-09-09,53.3949
2021-09-10,53.3949
2021-09-11,53.3949
2021-09-12,53.3949
2021-09-13,53.3949
2021-09-14,53.3949
2021-09-15,53.3949
2021-09-16,53.3949
2021-09-17,53.3949
2021-09-18,53.3949
2021-09-19,53.3949
2021-09-20,53.3949
2021-09-21,53.3949
2021-09-22,53.3949
2021-09-23,53.3949
2021-09-24,53.3949
2021-09-25,53.3949
2021-09-26,53.3949
2021-09-27,53.3949
2021-09-28,53.3949
2021-09-29,53.3949
2021-09-30,60.6273
2021-10-01,60.6273
2021-10-02,60.6273
2021-10-03,60.6273
2021-10-04,60.6273
2021-10-05,60.6273
2021-10-06,60.6273
2021-10-07,60.6273
2021-10-08,60.6273
2021-10-09,60.6273
2021-10-10,60.6273
2021-10-11,60.6273
2021-10-12,60.6273
2021-10-13,60.6273
2021-10-14,60.6273
2021-10-15,60.6273
2021-10-16,60.6273
2021-10-17,60.6273
2021-10-18,60.6273
2021-10-19,60.6273
2021-10-20,60.6273
2021-10-21,60.6273
2021-10-22,60.6273
2021-10-23,60.6273
2021-10-24,60.6273
2021-10-25,60.6273
2021-10-26,60.6273
2021-10-27,60.6273
2021-10-28,60.6273
2021-10-29,60.6273
2021-10-30,60.6273
2021-10-31,60.6273
2021-11-01,60.6273
2021-11-02,60.6273
2021-11-03,60.6273
2021-11-04,60.6273
2021-11-05,60.6273
2021-11-06,60.6273
2021-11-07,60.6273
2021-11-08,60.6273
2021-11-09,60.6273
2021-11-10,60.6273
2021-11-11,60.6273
2021-11-12,60.6273
2021-11-13,60.6273
2021-11-14,60.6273
2021-11-15,60.6273
2021-11-16,60.6273
2021-11-17,60.6273
2021-11-18,60.6273
2021-11-19,60.6273
2021-11-20,60.6273
2021-11-21,60.6273
2021-11-22,60.6273
2021-11-23,60.6273
2021-11-24,60.6273
2021-11-25,60.6273
2021-11-26,60.6273
2021-11-27,60.6273
2021-11-28,60.6273
2021-11-29,60.6273
2021-11-30,60.6273
2021-12-01,60.6273
2021-12-02,60.6273
2021-12-03,60.6273
2021-12-04,60.6273
2021-12-05,60.6273
2021-12-06,60.6273
2021-12-07,60.6273
2021-12-08,60.6273
2021-12-09,60.6273
2021-12-10,60.6273
2021-12-11,60.6273
2021-12-12,60.6273
2021-12-13,60.6273
2021-12-14,60.6273
2021-12-15,60.6273
2021-12-16,60.6273
2021-12-17,60.6273
2021-12-18,60.6273
2021-12-19,60.6273
2021-12-20,60.6273
2021-12-21,60.6273
2021-12-22,60.6273
2021-12-23,60.6273
2021-12-24,60.6273
2021-12-25,60.6273
2021-12-26,60.6273
2021-12-27,60.6273
2021-12-28,60.6273
2021-12-29,60.6273
2021-12-30,60.6273
2021-12-31,58.0183
2022-01-01,58.0183
2022-01-02,58.0183
2022-01-03,58.0183
2022-01-04,58.0183
2022-01-05,58.0183
2022-01-06,58.0183
2022-01-07,58.0183
2022-01-08,58.0183
2022-01-09,58.0183
2022-01-10,58.0183
2022-01-11,58.0183
2022-01-12,58.0183
2022-01-13,58.0183
2022-01-14,58.0183
2022-01-15,58.0183
2022-01-16,58.0183
2022-01-17,58.0183
2022-01-18,58.0183
2022-01-19,58.0183
2022-01-20,58.0183
2022-01-21,58.0183
2022-01-22,58.0183
2022-01-23,58.0183
2022-01-24,58.0183
2022-01-25,58.0183
2022-01-26,58.0183
2022-01-27,58.0183
2022-01-28,58.0183
2022-01-29,58.0183
2022-01-30,58.0183
2022-01-31,58.0183
2022-02-01,58.0183
2022-02-02,58.0183
2022-02-03,58.0183
2022-02-04,58.0183
2022-02-05,58.0183
2022-02-06,58.0183
2022-02-07,58.0183
2022-02-08,58.0183
2022-02-09,58.0183
2022-02-10,58.0183
2022-02-11,58.0183
2022-02-12,58.0183
2022-02-13,58.0183
2022-02-14,58.0183
2022-02-15,58.0183
2022-02-16,58.0183
2022-02-17,58.0183
2022-02-18,58.0183
2022-02-19,58.0183
2022-02-20,58.0183
2022-02-21,58.0183
2022-02-22,58.0183
2022-02-23,58.0183
2022-02-24,58.0183
2022-02-25,58.0183
2022-02-26,58.0183
2022-02-27,58.0183
2022-02-28,58.0183
2022-03-01,58.0183
2022-03-02,58.0183
2022-03-03,58.0183
2022-03-04,58.0183
2022-03-05,58.0183
2022-03-06,58.0183
2022-03-07,58.0183
2022-03-08,58.0183
2022-03-09,58.0183
2022-03-10,58.0183
2022-03-11,58.0183
2022-03-12,58.0183
2022-03-13,58.0183
2022-03-14,58.0183
2022-03-15,58.0183
2022-03-16,58.0183
2022-03-17,58.0183
2022-03-18,58.0183
2022-03-19,58.0183
2022-03-20,58.0183
2022-03-21,58.0183
2022-03-22,58.0183
2022-03-23,58.0183
2022-03-24,58.0183
2022-03-25,58.0183
2022-03-26,58.0183
2022-03-27,58.0183
2022-03-28,58.0183
2022-03-29,58.0183
2022-03-30,58.0183
2022-03-31,58.4474
2022-04-01,58.4474
2022-04-02,58.4474
2022-04-03,58.4474
2022-04-04,58.4474
2022-04-05,58.4474
2022-04-06,58.4474
2022-04-07,58.4474
2022-04-08,58.4474
2022-04-09,58.4474
2022-04-10,58.4474
2022-04-11,58.4474
2022-04-12,58.4474
2022-04-13,58.4474
