,TRGP US Equity
2021-06-17,9.3653
2021-06-18,9.3653
2021-06-19,9.3653
2021-06-20,9.3653
2021-06-21,9.3653
2021-06-22,9.3653
2021-06-23,9.3653
2021-06-24,9.3653
2021-06-25,9.3653
2021-06-26,9.3653
2021-06-27,9.3653
2021-06-28,9.3653
2021-06-29,9.3653
2021-06-30,9.1465
2021-07-01,9.1465
2021-07-02,9.1465
2021-07-03,9.1465
2021-07-04,9.1465
2021-07-05,9.1465
2021-07-06,9.1465
2021-07-07,9.1465
2021-07-08,9.1465
2021-07-09,9.1465
2021-07-10,9.1465
2021-07-11,9.1465
2021-07-12,9.1465
2021-07-13,9.1465
2021-07-14,9.1465
2021-07-15,9.1465
2021-07-16,9.1465
2021-07-17,9.1465
2021-07-18,9.1465
2021-07-19,9.1465
2021-07-20,9.1465
2021-07-21,9.1465
2021-07-22,9.1465
2021-07-23,9.1465
2021-07-24,9.1465
2021-07-25,9.1465
2021-07-26,9.1465
2021-07-27,9.1465
2021-07-28,9.1465
2021-07-29,9.1465
2021-07-30,9.1465
2021-07-31,9.1465
2021-08-01,9.1465
2021-08-02,9.1465
2021-08-03,9.1465
2021-08-04,9.1465
2021-08-05,9.1465
2021-08-06,9.1465
2021-08-07,9.1465
2021-08-08,9.1465
2021-08-09,9.1465
2021-08-10,9.1465
2021-08-11,9.1465
2021-08-12,9.1465
2021-08-13,9.1465
2021-08-14,9.1465
2021-08-15,9.1465
2021-08-16,9.1465
2021-08-17,9.1465
2021-08-18,9.1465
2021-08-19,9.1465
2021-08-20,9.1465
2021-08-21,9.1465
2021-08-22,9.1465
2021-08-23,9.1465
2021-08-24,9.1465
2021-08-25,9.1465
2021-08-26,9.1465
2021-08-27,9.1465
2021-08-28,9.1465
2021-08-29,9.1465
2021-08-30,9.1465
2021-08-31,9.1465
2021-09-01,9.1465
2021-09-02,9.1465
2021-09-03,9.1465
2021-09-04,9.1465
2021-09-05,9.1465
2021-09-06,9.1465
2021-09-07,9.1465
2021-09-08,9.1465
2021-09-09,9.1465
2021-09-10,9.1465
2021-09-11,9.1465
2021-09-12,9.1465
2021-09-13,9.1465
2021-09-14,9.1465
2021-09-15,9.1465
2021-09-16,9.1465
2021-09-17,9.1465
2021-09-18,9.1465
2021-09-19,9.1465
2021-09-20,9.1465
2021-09-21,9.1465
2021-09-22,9.1465
2021-09-23,9.1465
2021-09-24,9.1465
2021-09-25,9.1465
2021-09-26,9.1465
2021-09-27,9.1465
2021-09-28,9.1465
2021-09-29,9.1465
2021-09-30,15.2007
2021-10-01,15.2007
2021-10-02,15.2007
2021-10-03,15.2007
2021-10-04,15.2007
2021-10-05,15.2007
2021-10-06,15.2007
2021-10-07,15.2007
2021-10-08,15.2007
2021-10-09,15.2007
2021-10-10,15.2007
2021-10-11,15.2007
2021-10-12,15.2007
2021-10-13,15.2007
2021-10-14,15.2007
2021-10-15,15.2007
2021-10-16,15.2007
2021-10-17,15.2007
2021-10-18,15.2007
2021-10-19,15.2007
2021-10-20,15.2007
2021-10-21,15.2007
2021-10-22,15.2007
2021-10-23,15.2007
2021-10-24,15.2007
2021-10-25,15.2007
2021-10-26,15.2007
2021-10-27,15.2007
2021-10-28,15.2007
2021-10-29,15.2007
2021-10-30,15.2007
2021-10-31,15.2007
2021-11-01,15.2007
2021-11-02,15.2007
2021-11-03,15.2007
2021-11-04,15.2007
2021-11-05,15.2007
2021-11-06,15.2007
2021-11-07,15.2007
2021-11-08,15.2007
2021-11-09,15.2007
2021-11-10,15.2007
2021-11-11,15.2007
2021-11-12,15.2007
2021-11-13,15.2007
2021-11-14,15.2007
2021-11-15,15.2007
2021-11-16,15.2007
2021-11-17,15.2007
2021-11-18,15.2007
2021-11-19,15.2007
2021-11-20,15.2007
2021-11-21,15.2007
2021-11-22,15.2007
2021-11-23,15.2007
2021-11-24,15.2007
2021-11-25,15.2007
2021-11-26,15.2007
2021-11-27,15.2007
2021-11-28,15.2007
2021-11-29,15.2007
2021-11-30,15.2007
2021-12-01,15.2007
2021-12-02,15.2007
2021-12-03,15.2007
2021-12-04,15.2007
2021-12-05,15.2007
2021-12-06,15.2007
2021-12-07,15.2007
2021-12-08,15.2007
2021-12-09,15.2007
2021-12-10,15.2007
2021-12-11,15.2007
2021-12-12,15.2007
2021-12-13,15.2007
2021-12-14,15.2007
2021-12-15,15.2007
2021-12-16,15.2007
2021-12-17,15.2007
2021-12-18,15.2007
2021-12-19,15.2007
2021-12-20,15.2007
2021-12-21,15.2007
2021-12-22,15.2007
2021-12-23,15.2007
2021-12-24,15.2007
2021-12-25,15.2007
2021-12-26,15.2007
2021-12-27,15.2007
2021-12-28,15.2007
2021-12-29,15.2007
2021-12-30,15.2007
2021-12-31,-0.8251
2022-01-01,-0.8251
2022-01-02,-0.8251
2022-01-03,-0.8251
2022-01-04,-0.8251
2022-01-05,-0.8251
2022-01-06,-0.8251
2022-01-07,-0.8251
2022-01-08,-0.8251
2022-01-09,-0.8251
2022-01-10,-0.8251
2022-01-11,-0.8251
2022-01-12,-0.8251
2022-01-13,-0.8251
2022-01-14,-0.8251
2022-01-15,-0.8251
2022-01-16,-0.8251
2022-01-17,-0.8251
2022-01-18,-0.8251
2022-01-19,-0.8251
2022-01-20,-0.8251
2022-01-21,-0.8251
2022-01-22,-0.8251
2022-01-23,-0.8251
2022-01-24,-0.8251
2022-01-25,-0.8251
2022-01-26,-0.8251
2022-01-27,-0.8251
2022-01-28,-0.8251
2022-01-29,-0.8251
2022-01-30,-0.8251
2022-01-31,-0.8251
2022-02-01,-0.8251
2022-02-02,-0.8251
2022-02-03,-0.8251
2022-02-04,-0.8251
2022-02-05,-0.8251
2022-02-06,-0.8251
2022-02-07,-0.8251
2022-02-08,-0.8251
2022-02-09,-0.8251
2022-02-10,-0.8251
2022-02-11,-0.8251
2022-02-12,-0.8251
2022-02-13,-0.8251
2022-02-14,-0.8251
2022-02-15,-0.8251
2022-02-16,-0.8251
2022-02-17,-0.8251
2022-02-18,-0.8251
2022-02-19,-0.8251
2022-02-20,-0.8251
2022-02-21,-0.8251
2022-02-22,-0.8251
2022-02-23,-0.8251
2022-02-24,-0.8251
2022-02-25,-0.8251
2022-02-26,-0.8251
2022-02-27,-0.8251
2022-02-28,-0.8251
2022-03-01,-0.8251
2022-03-02,-0.8251
2022-03-03,-0.8251
2022-03-04,-0.8251
2022-03-05,-0.8251
2022-03-06,-0.8251
2022-03-07,-0.8251
2022-03-08,-0.8251
2022-03-09,-0.8251
2022-03-10,-0.8251
2022-03-11,-0.8251
2022-03-12,-0.8251
2022-03-13,-0.8251
2022-03-14,-0.8251
2022-03-15,-0.8251
2022-03-16,-0.8251
2022-03-17,-0.8251
2022-03-18,-0.8251
2022-03-19,-0.8251
2022-03-20,-0.8251
2022-03-21,-0.8251
2022-03-22,-0.8251
2022-03-23,-0.8251
2022-03-24,-0.8251
2022-03-25,-0.8251
2022-03-26,-0.8251
2022-03-27,-0.8251
2022-03-28,-0.8251
2022-03-29,-0.8251
2022-03-30,-0.8251
2022-03-31,-6.9777
2022-04-01,-6.9777
2022-04-02,-6.9777
2022-04-03,-6.9777
2022-04-04,-6.9777
2022-04-05,-6.9777
2022-04-06,-6.9777
2022-04-07,-6.9777
2022-04-08,-6.9777
2022-04-09,-6.9777
2022-04-10,-6.9777
2022-04-11,-6.9777
2022-04-12,-6.9777
2022-04-13,-6.9777
2022-04-14,-6.9777
2022-04-15,-6.9777
2022-04-16,-6.9777
2022-04-17,-6.9777
2022-04-18,-6.9777
2022-04-19,-6.9777
2022-04-20,-6.9777
2022-04-21,-6.9777
2022-04-22,-6.9777
2022-04-23,-6.9777
2022-04-24,-6.9777
2022-04-25,-6.9777
2022-04-26,-6.9777
2022-04-27,-6.9777
2022-04-28,-6.9777
2022-04-29,-6.9777
2022-04-30,-6.9777
2022-05-01,-6.9777
2022-05-02,-6.9777
2022-05-03,-6.9777
2022-05-04,-6.9777
2022-05-05,-6.9777
2022-05-06,-6.9777
2022-05-07,-6.9777
2022-05-08,-6.9777
2022-05-09,-6.9777
2022-05-10,-6.9777
2022-05-11,-6.9777
2022-05-12,-6.9777
2022-05-13,-6.9777
2022-05-14,-6.9777
2022-05-15,-6.9777
2022-05-16,-6.9777
2022-05-17,-6.9777
2022-05-18,-6.9777
2022-05-19,-6.9777
2022-05-20,-6.9777
2022-05-21,-6.9777
2022-05-22,-6.9777
2022-05-23,-6.9777
2022-05-24,-6.9777
2022-05-25,-6.9777
2022-05-26,-6.9777
2022-05-27,-6.9777
2022-05-28,-6.9777
2022-05-29,-6.9777
2022-05-30,-6.9777
2022-05-31,-6.9777
2022-06-01,-6.9777
2022-06-02,-6.9777
2022-06-03,-6.9777
2022-06-04,-6.9777
2022-06-05,-6.9777
2022-06-06,-6.9777
2022-06-07,-6.9777
2022-06-08,-6.9777
2022-06-09,-6.9777
2022-06-10,-6.9777
2022-06-11,-6.9777
2022-06-12,-6.9777
2022-06-13,-6.9777
2022-06-14,-6.9777
2022-06-15,-6.9777
2022-06-16,-6.9777
2022-06-17,-6.9777
2022-06-18,-6.9777
2022-06-19,-6.9777
2022-06-20,-6.9777
2022-06-21,-6.9777
2022-06-22,-6.9777
2022-06-23,-6.9777
2022-06-24,-6.9777
2022-06-25,-6.9777
2022-06-26,-6.9777
2022-06-27,-6.9777
2022-06-28,-6.9777
2022-06-29,-6.9777
2022-06-30,10.3169
2022-07-01,10.3169
2022-07-02,10.3169
2022-07-03,10.3169
2022-07-04,10.3169
2022-07-05,10.3169
2022-07-06,10.3169
2022-07-07,10.3169
2022-07-08,10.3169
2022-07-09,10.3169
2022-07-10,10.3169
2022-07-11,10.3169
2022-07-12,10.3169
2022-07-13,10.3169
2022-07-14,10.3169
2022-07-15,10.3169
2022-07-16,10.3169
2022-07-17,10.3169
2022-07-18,10.3169
2022-07-19,10.3169
2022-07-20,10.3169
2022-07-21,10.3169
2022-07-22,10.3169
2022-07-23,10.3169
2022-07-24,10.3169
2022-07-25,10.3169
2022-07-26,10.3169
2022-07-27,10.3169
2022-07-28,10.3169
2022-07-29,10.3169
2022-07-30,10.3169
2022-07-31,10.3169
2022-08-01,10.3169
2022-08-02,10.3169
2022-08-03,10.3169
2022-08-04,10.3169
2022-08-05,10.3169
2022-08-06,10.3169
2022-08-07,10.3169
2022-08-08,10.3169
2022-08-09,10.3169
2022-08-10,10.3169
2022-08-11,10.3169
2022-08-12,10.3169
2022-08-13,10.3169
2022-08-14,10.3169
2022-08-15,10.3169
2022-08-16,10.3169
2022-08-17,10.3169
2022-08-18,10.3169
2022-08-19,10.3169
2022-08-20,10.3169
2022-08-21,10.3169
2022-08-22,10.3169
2022-08-23,10.3169
2022-08-24,10.3169
2022-08-25,10.3169
2022-08-26,10.3169
2022-08-27,10.3169
2022-08-28,10.3169
2022-08-29,10.3169
2022-08-30,10.3169
2022-08-31,10.3169
2022-09-01,10.3169
2022-09-02,10.3169
2022-09-03,10.3169
2022-09-04,10.3169
2022-09-05,10.3169
2022-09-06,10.3169
2022-09-07,10.3169
2022-09-08,10.3169
2022-09-09,10.3169
2022-09-10,10.3169
2022-09-11,10.3169
2022-09-12,10.3169
2022-09-13,10.3169
2022-09-14,10.3169
2022-09-15,10.3169
2022-09-16,10.3169
2022-09-17,10.3169
2022-09-18,10.3169
2022-09-19,10.3169
2022-09-20,10.3169
2022-09-21,10.3169
2022-09-22,10.3169
2022-09-23,10.3169
2022-09-24,10.3169
2022-09-25,10.3169
2022-09-26,10.3169
2022-09-27,10.3169
2022-09-28,10.3169
2022-09-29,10.3169
2022-09-30,11.0682
2022-10-01,11.0682
2022-10-02,11.0682
2022-10-03,11.0682
2022-10-04,11.0682
2022-10-05,11.0682
2022-10-06,11.0682
2022-10-07,11.0682
2022-10-08,11.0682
2022-10-09,11.0682
2022-10-10,11.0682
2022-10-11,11.0682
2022-10-12,11.0682
2022-10-13,11.0682
2022-10-14,11.0682
2022-10-15,11.0682
2022-10-16,11.0682
2022-10-17,11.0682
2022-10-18,11.0682
2022-10-19,11.0682
2022-10-20,11.0682
2022-10-21,11.0682
2022-10-22,11.0682
2022-10-23,11.0682
2022-10-24,11.0682
2022-10-25,11.0682
2022-10-26,11.0682
2022-10-27,11.0682
2022-10-28,11.0682
2022-10-29,11.0682
2022-10-30,11.0682
2022-10-31,11.0682
2022-11-01,11.0682
2022-11-02,11.0682
2022-11-03,11.0682
2022-11-04,11.0682
2022-11-05,11.0682
2022-11-06,11.0682
2022-11-07,11.0682
2022-11-08,11.0682
2022-11-09,11.0682
2022-11-10,11.0682
2022-11-11,11.0682
2022-11-12,11.0682
2022-11-13,11.0682
2022-11-14,11.0682
2022-11-15,11.0682
2022-11-16,11.0682
2022-11-17,11.0682
2022-11-18,11.0682
2022-11-19,11.0682
2022-11-20,11.0682
2022-11-21,11.0682
2022-11-22,11.0682
2022-11-23,11.0682
2022-11-24,11.0682
2022-11-25,11.0682
2022-11-26,11.0682
2022-11-27,11.0682
2022-11-28,11.0682
2022-11-29,11.0682
2022-11-30,11.0682
2022-12-01,11.0682
2022-12-02,11.0682
2022-12-03,11.0682
2022-12-04,11.0682
2022-12-05,11.0682
2022-12-06,11.0682
2022-12-07,11.0682
2022-12-08,11.0682
2022-12-09,11.0682
2022-12-10,11.0682
2022-12-11,11.0682
2022-12-12,11.0682
2022-12-13,11.0682
2022-12-14,11.0682
2022-12-15,11.0682
2022-12-16,11.0682
2022-12-17,11.0682
2022-12-18,11.0682
2022-12-19,11.0682
2022-12-20,11.0682
2022-12-21,11.0682
2022-12-22,11.0682
2022-12-23,11.0682
2022-12-24,11.0682
2022-12-25,11.0682
2022-12-26,11.0682
2022-12-27,11.0682
2022-12-28,11.0682
2022-12-29,11.0682
2022-12-30,11.0682
2022-12-31,39.7879
2023-01-01,39.7879
2023-01-02,39.7879
2023-01-03,39.7879
2023-01-04,39.7879
2023-01-05,39.7879
2023-01-06,39.7879
2023-01-07,39.7879
2023-01-08,39.7879
2023-01-09,39.7879
2023-01-10,39.7879
2023-01-11,39.7879
2023-01-12,39.7879
2023-01-13,39.7879
2023-01-14,39.7879
