,LBRT US Equity
2023-01-08,29.5099
2023-01-09,29.5099
2023-01-10,29.5099
2023-01-11,29.5099
2023-01-12,29.5099
2023-01-13,29.5099
2023-01-14,29.5099
2023-01-15,29.5099
2023-01-16,29.5099
2023-01-17,29.5099
2023-01-18,29.5099
2023-01-19,29.5099
2023-01-20,29.5099
2023-01-21,29.5099
2023-01-22,29.5099
2023-01-23,29.5099
2023-01-24,29.5099
2023-01-25,29.5099
2023-01-26,29.5099
2023-01-27,29.5099
2023-01-28,29.5099
2023-01-29,29.5099
2023-01-30,29.5099
2023-01-31,29.5099
2023-02-01,29.5099
2023-02-02,29.5099
2023-02-03,29.5099
2023-02-04,29.5099
2023-02-05,29.5099
2023-02-06,29.5099
2023-02-07,29.5099
2023-02-08,29.5099
2023-02-09,29.5099
2023-02-10,29.5099
2023-02-11,29.5099
2023-02-12,29.5099
2023-02-13,29.5099
2023-02-14,29.5099
2023-02-15,29.5099
2023-02-16,29.5099
2023-02-17,29.5099
2023-02-18,29.5099
2023-02-19,29.5099
2023-02-20,29.5099
2023-02-21,29.5099
2023-02-22,29.5099
2023-02-23,29.5099
2023-02-24,29.5099
2023-02-25,29.5099
2023-02-26,29.5099
2023-02-27,29.5099
2023-02-28,29.5099
2023-03-01,29.5099
2023-03-02,29.5099
2023-03-03,29.5099
2023-03-04,29.5099
2023-03-05,29.5099
2023-03-06,29.5099
2023-03-07,29.5099
2023-03-08,29.5099
2023-03-09,29.5099
2023-03-10,29.5099
2023-03-11,29.5099
2023-03-12,29.5099
2023-03-13,29.5099
2023-03-14,29.5099
2023-03-15,29.5099
2023-03-16,29.5099
2023-03-17,29.5099
2023-03-18,29.5099
2023-03-19,29.5099
2023-03-20,29.5099
2023-03-21,29.5099
2023-03-22,29.5099
2023-03-23,29.5099
2023-03-24,29.5099
2023-03-25,29.5099
2023-03-26,29.5099
2023-03-27,29.5099
2023-03-28,29.5099
2023-03-29,29.5099
2023-03-30,29.5099
2023-03-31,40.238
2023-04-01,40.238
2023-04-02,40.238
2023-04-03,40.238
2023-04-04,40.238
2023-04-05,40.238
2023-04-06,40.238
2023-04-07,40.238
2023-04-08,40.238
2023-04-09,40.238
2023-04-10,40.238
2023-04-11,40.238
2023-04-12,40.238
2023-04-13,40.238
2023-04-14,40.238
2023-04-15,40.238
2023-04-16,40.238
2023-04-17,40.238
2023-04-18,40.238
2023-04-19,40.238
2023-04-20,40.238
2023-04-21,40.238
2023-04-22,40.238
2023-04-23,40.238
2023-04-24,40.238
2023-04-25,40.238
2023-04-26,40.238
2023-04-27,40.238
2023-04-28,40.238
2023-04-29,40.238
2023-04-30,40.238
2023-05-01,40.238
2023-05-02,40.238
2023-05-03,40.238
2023-05-04,40.238
2023-05-05,40.238
2023-05-06,40.238
2023-05-07,40.238
2023-05-08,40.238
2023-05-09,40.238
2023-05-10,40.238
2023-05-11,40.238
2023-05-12,40.238
2023-05-13,40.238
2023-05-14,40.238
2023-05-15,40.238
2023-05-16,40.238
2023-05-17,40.238
2023-05-18,40.238
2023-05-19,40.238
2023-05-20,40.238
2023-05-21,40.238
2023-05-22,40.238
2023-05-23,40.238
2023-05-24,40.238
2023-05-25,40.238
2023-05-26,40.238
2023-05-27,40.238
2023-05-28,40.238
2023-05-29,40.238
2023-05-30,40.238
2023-05-31,40.238
2023-06-01,40.238
2023-06-02,40.238
2023-06-03,40.238
2023-06-04,40.238
2023-06-05,40.238
2023-06-06,40.238
2023-06-07,40.238
2023-06-08,40.238
2023-06-09,40.238
2023-06-10,40.238
2023-06-11,40.238
2023-06-12,40.238
2023-06-13,40.238
2023-06-14,40.238
2023-06-15,40.238
2023-06-16,40.238
2023-06-17,40.238
2023-06-18,40.238
2023-06-19,40.238
2023-06-20,40.238
2023-06-21,40.238
2023-06-22,40.238
2023-06-23,40.238
2023-06-24,40.238
2023-06-25,40.238
2023-06-26,40.238
2023-06-27,40.238
2023-06-28,40.238
2023-06-29,40.238
2023-06-30,40.9892
2023-07-01,40.9892
2023-07-02,40.9892
2023-07-03,40.9892
2023-07-04,40.9892
2023-07-05,40.9892
2023-07-06,40.9892
2023-07-07,40.9892
2023-07-08,40.9892
2023-07-09,40.9892
2023-07-10,40.9892
2023-07-11,40.9892
2023-07-12,40.9892
2023-07-13,40.9892
2023-07-14,40.9892
2023-07-15,40.9892
2023-07-16,40.9892
2023-07-17,40.9892
2023-07-18,40.9892
2023-07-19,40.9892
2023-07-20,40.9892
2023-07-21,40.9892
2023-07-22,40.9892
2023-07-23,40.9892
2023-07-24,40.9892
2023-07-25,40.9892
2023-07-26,40.9892
2023-07-27,40.9892
2023-07-28,40.9892
2023-07-29,40.9892
2023-07-30,40.9892
2023-07-31,40.9892
2023-08-01,40.9892
2023-08-02,40.9892
2023-08-03,40.9892
2023-08-04,40.9892
2023-08-05,40.9892
2023-08-06,40.9892
2023-08-07,40.9892
2023-08-08,40.9892
2023-08-09,40.9892
2023-08-10,40.9892
2023-08-11,40.9892
2023-08-12,40.9892
2023-08-13,40.9892
2023-08-14,40.9892
2023-08-15,40.9892
2023-08-16,40.9892
2023-08-17,40.9892
2023-08-18,40.9892
2023-08-19,40.9892
2023-08-20,40.9892
2023-08-21,40.9892
2023-08-22,40.9892
2023-08-23,40.9892
2023-08-24,40.9892
2023-08-25,40.9892
2023-08-26,40.9892
2023-08-27,40.9892
2023-08-28,40.9892
2023-08-29,40.9892
2023-08-30,40.9892
2023-08-31,40.9892
2023-09-01,40.9892
2023-09-02,40.9892
2023-09-03,40.9892
2023-09-04,40.9892
2023-09-05,40.9892
2023-09-06,40.9892
2023-09-07,40.9892
2023-09-08,40.9892
2023-09-09,40.9892
2023-09-10,40.9892
2023-09-11,40.9892
2023-09-12,40.9892
2023-09-13,40.9892
2023-09-14,40.9892
2023-09-15,40.9892
2023-09-16,40.9892
2023-09-17,40.9892
2023-09-18,40.9892
2023-09-19,40.9892
2023-09-20,40.9892
2023-09-21,40.9892
2023-09-22,40.9892
2023-09-23,40.9892
2023-09-24,40.9892
2023-09-25,40.9892
2023-09-26,40.9892
2023-09-27,40.9892
2023-09-28,40.9892
2023-09-29,40.9892
2023-09-30,38.631
2023-10-01,38.631
2023-10-02,38.631
2023-10-03,38.631
2023-10-04,38.631
2023-10-05,38.631
2023-10-06,38.631
2023-10-07,38.631
2023-10-08,38.631
2023-10-09,38.631
2023-10-10,38.631
2023-10-11,38.631
2023-10-12,38.631
2023-10-13,38.631
2023-10-14,38.631
2023-10-15,38.631
2023-10-16,38.631
2023-10-17,38.631
2023-10-18,38.631
2023-10-19,38.631
2023-10-20,38.631
2023-10-21,38.631
2023-10-22,38.631
2023-10-23,38.631
2023-10-24,38.631
2023-10-25,38.631
2023-10-26,38.631
2023-10-27,38.631
2023-10-28,38.631
2023-10-29,38.631
2023-10-30,38.631
2023-10-31,38.631
2023-11-01,38.631
2023-11-02,38.631
2023-11-03,38.631
2023-11-04,38.631
2023-11-05,38.631
2023-11-06,38.631
2023-11-07,38.631
2023-11-08,38.631
2023-11-09,38.631
2023-11-10,38.631
2023-11-11,38.631
2023-11-12,38.631
2023-11-13,38.631
2023-11-14,38.631
2023-11-15,38.631
2023-11-16,38.631
2023-11-17,38.631
2023-11-18,38.631
2023-11-19,38.631
2023-11-20,38.631
2023-11-21,38.631
2023-11-22,38.631
2023-11-23,38.631
2023-11-24,38.631
2023-11-25,38.631
2023-11-26,38.631
2023-11-27,38.631
2023-11-28,38.631
2023-11-29,38.631
2023-11-30,38.631
2023-12-01,38.631
2023-12-02,38.631
2023-12-03,38.631
2023-12-04,38.631
2023-12-05,38.631
2023-12-06,38.631
2023-12-07,38.631
2023-12-08,38.631
2023-12-09,38.631
2023-12-10,38.631
2023-12-11,38.631
2023-12-12,38.631
2023-12-13,38.631
2023-12-14,38.631
2023-12-15,38.631
2023-12-16,38.631
2023-12-17,38.631
2023-12-18,38.631
2023-12-19,38.631
2023-12-20,38.631
2023-12-21,38.631
2023-12-22,38.631
2023-12-23,38.631
2023-12-24,38.631
2023-12-25,38.631
2023-12-26,38.631
2023-12-27,38.631
2023-12-28,38.631
2023-12-29,38.631
2023-12-30,38.631
2023-12-31,33.3481
2024-01-01,33.3481
2024-01-02,33.3481
2024-01-03,33.3481
2024-01-04,33.3481
2024-01-05,33.3481
2024-01-06,33.3481
2024-01-07,33.3481
2024-01-08,33.3481
2024-01-09,33.3481
2024-01-10,33.3481
2024-01-11,33.3481
2024-01-12,33.3481
2024-01-13,33.3481
2024-01-14,33.3481
2024-01-15,33.3481
2024-01-16,33.3481
2024-01-17,33.3481
2024-01-18,33.3481
2024-01-19,33.3481
2024-01-20,33.3481
2024-01-21,33.3481
2024-01-22,33.3481
2024-01-23,33.3481
2024-01-24,33.3481
2024-01-25,33.3481
2024-01-26,33.3481
2024-01-27,33.3481
2024-01-28,33.3481
2024-01-29,33.3481
2024-01-30,33.3481
2024-01-31,33.3481
2024-02-01,33.3481
2024-02-02,33.3481
2024-02-03,33.3481
2024-02-04,33.3481
2024-02-05,33.3481
2024-02-06,33.3481
2024-02-07,33.3481
2024-02-08,33.3481
2024-02-09,33.3481
2024-02-10,33.3481
2024-02-11,33.3481
2024-02-12,33.3481
2024-02-13,33.3481
2024-02-14,33.3481
2024-02-15,33.3481
2024-02-16,33.3481
2024-02-17,33.3481
2024-02-18,33.3481
2024-02-19,33.3481
2024-02-20,33.3481
2024-02-21,33.3481
2024-02-22,33.3481
2024-02-23,33.3481
2024-02-24,33.3481
2024-02-25,33.3481
2024-02-26,33.3481
2024-02-27,33.3481
2024-02-28,33.3481
2024-02-29,33.3481
2024-03-01,33.3481
2024-03-02,33.3481
2024-03-03,33.3481
2024-03-04,33.3481
2024-03-05,33.3481
2024-03-06,33.3481
2024-03-07,33.3481
2024-03-08,33.3481
2024-03-09,33.3481
2024-03-10,33.3481
2024-03-11,33.3481
2024-03-12,33.3481
2024-03-13,33.3481
2024-03-14,33.3481
2024-03-15,33.3481
2024-03-16,33.3481
2024-03-17,33.3481
2024-03-18,33.3481
2024-03-19,33.3481
2024-03-20,33.3481
2024-03-21,33.3481
2024-03-22,33.3481
2024-03-23,33.3481
2024-03-24,33.3481
2024-03-25,33.3481
2024-03-26,33.3481
2024-03-27,33.3481
2024-03-28,33.3481
2024-03-29,33.3481
2024-03-30,33.3481
2024-03-31,33.3481
2024-04-01,33.3481
2024-04-02,33.3481
2024-04-03,33.3481
2024-04-04,33.3481
2024-04-05,33.3481
2024-04-06,33.3481
2024-04-07,33.3481
2024-04-08,33.3481
