,PII US Equity
,RETURN_COM_EQY
2020-01-01,32.4744
2020-01-02,32.4744
2020-01-03,32.4744
2020-01-04,32.4744
2020-01-05,32.4744
2020-01-06,32.4744
2020-01-07,32.4744
2020-01-08,32.4744
2020-01-09,32.4744
2020-01-10,32.4744
2020-01-11,32.4744
2020-01-12,32.4744
2020-01-13,32.4744
2020-01-14,32.4744
2020-01-15,32.4744
2020-01-16,32.4744
2020-01-17,32.4744
2020-01-18,32.4744
2020-01-19,32.4744
2020-01-20,32.4744
2020-01-21,32.4744
2020-01-22,32.4744
2020-01-23,32.4744
2020-01-24,32.4744
2020-01-25,32.4744
2020-01-26,32.4744
2020-01-27,32.4744
2020-01-28,32.4744
2020-01-29,32.4744
2020-01-30,32.4744
2020-01-31,32.4744
2020-02-01,32.4744
2020-02-02,32.4744
2020-02-03,32.4744
2020-02-04,32.4744
2020-02-05,32.4744
2020-02-06,32.4744
2020-02-07,32.4744
2020-02-08,32.4744
2020-02-09,32.4744
2020-02-10,32.4744
2020-02-11,32.4744
2020-02-12,32.4744
2020-02-13,32.4744
2020-02-14,32.4744
2020-02-15,32.4744
2020-02-16,32.4744
2020-02-17,32.4744
2020-02-18,32.4744
2020-02-19,32.4744
2020-02-20,32.4744
2020-02-21,32.4744
2020-02-22,32.4744
2020-02-23,32.4744
2020-02-24,32.4744
2020-02-25,32.4744
2020-02-26,32.4744
2020-02-27,32.4744
2020-02-28,32.4744
2020-02-29,32.4744
2020-03-01,32.4744
2020-03-02,32.4744
2020-03-03,32.4744
2020-03-04,32.4744
2020-03-05,32.4744
2020-03-06,32.4744
2020-03-07,32.4744
2020-03-08,32.4744
2020-03-09,32.4744
2020-03-10,32.4744
2020-03-11,32.4744
2020-03-12,32.4744
2020-03-13,32.4744
2020-03-14,32.4744
2020-03-15,32.4744
2020-03-16,32.4744
2020-03-17,32.4744
2020-03-18,32.4744
2020-03-19,32.4744
2020-03-20,32.4744
2020-03-21,32.4744
2020-03-22,32.4744
2020-03-23,32.4744
2020-03-24,32.4744
2020-03-25,32.4744
2020-03-26,32.4744
2020-03-27,32.4744
2020-03-28,32.4744
2020-03-29,32.4744
2020-03-30,32.4744
2020-03-31,28.4968
2020-04-01,28.4968
2020-04-02,28.4968
2020-04-03,28.4968
2020-04-04,28.4968
2020-04-05,28.4968
2020-04-06,28.4968
2020-04-07,28.4968
2020-04-08,28.4968
2020-04-09,28.4968
2020-04-10,28.4968
2020-04-11,28.4968
2020-04-12,28.4968
2020-04-13,28.4968
2020-04-14,28.4968
2020-04-15,28.4968
2020-04-16,28.4968
2020-04-17,28.4968
2020-04-18,28.4968
2020-04-19,28.4968
2020-04-20,28.4968
2020-04-21,28.4968
2020-04-22,28.4968
2020-04-23,28.4968
2020-04-24,28.4968
2020-04-25,28.4968
2020-04-26,28.4968
2020-04-27,28.4968
2020-04-28,28.4968
2020-04-29,28.4968
2020-04-30,28.4968
2020-05-01,28.4968
2020-05-02,28.4968
2020-05-03,28.4968
2020-05-04,28.4968
2020-05-05,28.4968
2020-05-06,28.4968
2020-05-07,28.4968
2020-05-08,28.4968
2020-05-09,28.4968
2020-05-10,28.4968
2020-05-11,28.4968
2020-05-12,28.4968
2020-05-13,28.4968
2020-05-14,28.4968
2020-05-15,28.4968
2020-05-16,28.4968
2020-05-17,28.4968
2020-05-18,28.4968
2020-05-19,28.4968
2020-05-20,28.4968
2020-05-21,28.4968
2020-05-22,28.4968
2020-05-23,28.4968
2020-05-24,28.4968
2020-05-25,28.4968
2020-05-26,28.4968
2020-05-27,28.4968
2020-05-28,28.4968
2020-05-29,28.4968
2020-05-30,28.4968
2020-05-31,28.4968
2020-06-01,28.4968
2020-06-02,28.4968
2020-06-03,28.4968
2020-06-04,28.4968
2020-06-05,28.4968
2020-06-06,28.4968
2020-06-07,28.4968
2020-06-08,28.4968
2020-06-09,28.4968
2020-06-10,28.4968
2020-06-11,28.4968
2020-06-12,28.4968
2020-06-13,28.4968
2020-06-14,28.4968
2020-06-15,28.4968
2020-06-16,28.4968
2020-06-17,28.4968
2020-06-18,28.4968
2020-06-19,28.4968
2020-06-20,28.4968
2020-06-21,28.4968
2020-06-22,28.4968
2020-06-23,28.4968
2020-06-24,28.4968
2020-06-25,28.4968
2020-06-26,28.4968
2020-06-27,28.4968
2020-06-28,28.4968
2020-06-29,28.4968
2020-06-30,-6.1838
2020-07-01,-6.1838
2020-07-02,-6.1838
2020-07-03,-6.1838
2020-07-04,-6.1838
2020-07-05,-6.1838
2020-07-06,-6.1838
2020-07-07,-6.1838
2020-07-08,-6.1838
2020-07-09,-6.1838
2020-07-10,-6.1838
2020-07-11,-6.1838
2020-07-12,-6.1838
2020-07-13,-6.1838
2020-07-14,-6.1838
2020-07-15,-6.1838
2020-07-16,-6.1838
2020-07-17,-6.1838
2020-07-18,-6.1838
2020-07-19,-6.1838
2020-07-20,-6.1838
2020-07-21,-6.1838
2020-07-22,-6.1838
2020-07-23,-6.1838
2020-07-24,-6.1838
2020-07-25,-6.1838
2020-07-26,-6.1838
2020-07-27,-6.1838
2020-07-28,-6.1838
2020-07-29,-6.1838
2020-07-30,-6.1838
2020-07-31,-6.1838
2020-08-01,-6.1838
2020-08-02,-6.1838
2020-08-03,-6.1838
2020-08-04,-6.1838
2020-08-05,-6.1838
2020-08-06,-6.1838
2020-08-07,-6.1838
2020-08-08,-6.1838
2020-08-09,-6.1838
2020-08-10,-6.1838
2020-08-11,-6.1838
2020-08-12,-6.1838
2020-08-13,-6.1838
2020-08-14,-6.1838
2020-08-15,-6.1838
2020-08-16,-6.1838
2020-08-17,-6.1838
2020-08-18,-6.1838
2020-08-19,-6.1838
2020-08-20,-6.1838
2020-08-21,-6.1838
2020-08-22,-6.1838
2020-08-23,-6.1838
2020-08-24,-6.1838
2020-08-25,-6.1838
2020-08-26,-6.1838
2020-08-27,-6.1838
2020-08-28,-6.1838
2020-08-29,-6.1838
2020-08-30,-6.1838
2020-08-31,-6.1838
2020-09-01,-6.1838
2020-09-02,-6.1838
2020-09-03,-6.1838
2020-09-04,-6.1838
2020-09-05,-6.1838
2020-09-06,-6.1838
2020-09-07,-6.1838
2020-09-08,-6.1838
2020-09-09,-6.1838
2020-09-10,-6.1838
2020-09-11,-6.1838
2020-09-12,-6.1838
2020-09-13,-6.1838
2020-09-14,-6.1838
2020-09-15,-6.1838
2020-09-16,-6.1838
2020-09-17,-6.1838
2020-09-18,-6.1838
2020-09-19,-6.1838
2020-09-20,-6.1838
2020-09-21,-6.1838
2020-09-22,-6.1838
2020-09-23,-6.1838
2020-09-24,-6.1838
2020-09-25,-6.1838
2020-09-26,-6.1838
2020-09-27,-6.1838
2020-09-28,-6.1838
2020-09-29,-6.1838
2020-09-30,2.5077
2020-10-01,2.5077
2020-10-02,2.5077
2020-10-03,2.5077
2020-10-04,2.5077
2020-10-05,2.5077
2020-10-06,2.5077
2020-10-07,2.5077
2020-10-08,2.5077
2020-10-09,2.5077
2020-10-10,2.5077
2020-10-11,2.5077
2020-10-12,2.5077
2020-10-13,2.5077
2020-10-14,2.5077
2020-10-15,2.5077
2020-10-16,2.5077
2020-10-17,2.5077
2020-10-18,2.5077
2020-10-19,2.5077
2020-10-20,2.5077
2020-10-21,2.5077
2020-10-22,2.5077
2020-10-23,2.5077
2020-10-24,2.5077
2020-10-25,2.5077
2020-10-26,2.5077
2020-10-27,2.5077
2020-10-28,2.5077
2020-10-29,2.5077
2020-10-30,2.5077
2020-10-31,2.5077
2020-11-01,2.5077
2020-11-02,2.5077
2020-11-03,2.5077
2020-11-04,2.5077
2020-11-05,2.5077
2020-11-06,2.5077
2020-11-07,2.5077
2020-11-08,2.5077
2020-11-09,2.5077
2020-11-10,2.5077
2020-11-11,2.5077
2020-11-12,2.5077
2020-11-13,2.5077
2020-11-14,2.5077
2020-11-15,2.5077
2020-11-16,2.5077
2020-11-17,2.5077
2020-11-18,2.5077
2020-11-19,2.5077
2020-11-20,2.5077
2020-11-21,2.5077
2020-11-22,2.5077
2020-11-23,2.5077
2020-11-24,2.5077
2020-11-25,2.5077
2020-11-26,2.5077
2020-11-27,2.5077
2020-11-28,2.5077
2020-11-29,2.5077
2020-11-30,2.5077
2020-12-01,2.5077
2020-12-02,2.5077
2020-12-03,2.5077
2020-12-04,2.5077
2020-12-05,2.5077
2020-12-06,2.5077
2020-12-07,2.5077
2020-12-08,2.5077
2020-12-09,2.5077
2020-12-10,2.5077
2020-12-11,2.5077
2020-12-12,2.5077
2020-12-13,2.5077
2020-12-14,2.5077
2020-12-15,2.5077
2020-12-16,2.5077
2020-12-17,2.5077
2020-12-18,2.5077
2020-12-19,2.5077
2020-12-20,2.5077
