,BKI US Equity
2023-03-25,19.4052
2023-03-26,19.4052
2023-03-27,19.4052
2023-03-28,19.4052
2023-03-29,19.4052
2023-03-30,19.4052
2023-03-31,8.8787
2023-04-01,8.8787
2023-04-02,8.8787
2023-04-03,8.8787
2023-04-04,8.8787
2023-04-05,8.8787
2023-04-06,8.8787
2023-04-07,8.8787
2023-04-08,8.8787
2023-04-09,8.8787
2023-04-10,8.8787
2023-04-11,8.8787
2023-04-12,8.8787
2023-04-13,8.8787
2023-04-14,8.8787
2023-04-15,8.8787
2023-04-16,8.8787
2023-04-17,8.8787
2023-04-18,8.8787
2023-04-19,8.8787
2023-04-20,8.8787
2023-04-21,8.8787
2023-04-22,8.8787
2023-04-23,8.8787
2023-04-24,8.8787
2023-04-25,8.8787
2023-04-26,8.8787
2023-04-27,8.8787
2023-04-28,8.8787
2023-04-29,8.8787
2023-04-30,8.8787
2023-05-01,8.8787
2023-05-02,8.8787
2023-05-03,8.8787
2023-05-04,8.8787
2023-05-05,8.8787
2023-05-06,8.8787
2023-05-07,8.8787
2023-05-08,8.8787
2023-05-09,8.8787
2023-05-10,8.8787
2023-05-11,8.8787
2023-05-12,8.8787
2023-05-13,8.8787
2023-05-14,8.8787
2023-05-15,8.8787
2023-05-16,8.8787
2023-05-17,8.8787
2023-05-18,8.8787
2023-05-19,8.8787
2023-05-20,8.8787
2023-05-21,8.8787
2023-05-22,8.8787
2023-05-23,8.8787
2023-05-24,8.8787
2023-05-25,8.8787
2023-05-26,8.8787
2023-05-27,8.8787
2023-05-28,8.8787
2023-05-29,8.8787
2023-05-30,8.8787
2023-05-31,8.8787
2023-06-01,8.8787
2023-06-02,8.8787
2023-06-03,8.8787
2023-06-04,8.8787
2023-06-05,8.8787
2023-06-06,8.8787
2023-06-07,8.8787
2023-06-08,8.8787
2023-06-09,8.8787
2023-06-10,8.8787
2023-06-11,8.8787
2023-06-12,8.8787
2023-06-13,8.8787
2023-06-14,8.8787
2023-06-15,8.8787
2023-06-16,8.8787
2023-06-17,8.8787
2023-06-18,8.8787
2023-06-19,8.8787
2023-06-20,8.8787
2023-06-21,8.8787
2023-06-22,8.8787
2023-06-23,8.8787
2023-06-24,8.8787
2023-06-25,8.8787
2023-06-26,8.8787
2023-06-27,8.8787
2023-06-28,8.8787
2023-06-29,8.8787
2023-06-30,9.2626
2023-07-01,9.2626
2023-07-02,9.2626
2023-07-03,9.2626
2023-07-04,9.2626
2023-07-05,9.2626
2023-07-06,9.2626
2023-07-07,9.2626
2023-07-08,9.2626
2023-07-09,9.2626
2023-07-10,9.2626
2023-07-11,9.2626
2023-07-12,9.2626
2023-07-13,9.2626
2023-07-14,9.2626
2023-07-15,9.2626
2023-07-16,9.2626
2023-07-17,9.2626
2023-07-18,9.2626
2023-07-19,9.2626
2023-07-20,9.2626
2023-07-21,9.2626
2023-07-22,9.2626
2023-07-23,9.2626
2023-07-24,9.2626
2023-07-25,9.2626
2023-07-26,9.2626
2023-07-27,9.2626
2023-07-28,9.2626
2023-07-29,9.2626
2023-07-30,9.2626
2023-07-31,9.2626
2023-08-01,9.2626
2023-08-02,9.2626
2023-08-03,9.2626
2023-08-04,9.2626
2023-08-05,9.2626
2023-08-06,9.2626
2023-08-07,9.2626
2023-08-08,9.2626
2023-08-09,9.2626
2023-08-10,9.2626
2023-08-11,9.2626
2023-08-12,9.2626
2023-08-13,9.2626
2023-08-14,9.2626
2023-08-15,9.2626
2023-08-16,9.2626
2023-08-17,9.2626
2023-08-18,9.2626
2023-08-19,9.2626
2023-08-20,9.2626
2023-08-21,9.2626
2023-08-22,9.2626
2023-08-23,9.2626
2023-08-24,9.2626
2023-08-25,9.2626
2023-08-26,9.2626
2023-08-27,9.2626
2023-08-28,9.2626
2023-08-29,9.2626
2023-08-30,9.2626
2023-08-31,9.2626
2023-09-01,9.2626
2023-09-02,9.2626
2023-09-03,9.2626
2023-09-04,9.2626
2023-09-05,9.2626
2023-09-06,9.2626
2023-09-07,9.2626
2023-09-08,9.2626
2023-09-09,9.2626
2023-09-10,9.2626
2023-09-11,9.2626
2023-09-12,9.2626
2023-09-13,9.2626
2023-09-14,9.2626
2023-09-15,9.2626
2023-09-16,9.2626
2023-09-17,9.2626
2023-09-18,9.2626
2023-09-19,9.2626
2023-09-20,9.2626
2023-09-21,9.2626
2023-09-22,9.2626
2023-09-23,9.2626
2023-09-24,9.2626
2023-09-25,9.2626
2023-09-26,9.2626
2023-09-27,9.2626
2023-09-28,9.2626
2023-09-29,9.2626
2023-09-30,-40.2569
2023-10-01,-40.2569
2023-10-02,-40.2569
2023-10-03,-40.2569
2023-10-04,-40.2569
2023-10-05,-40.2569
2023-10-06,-40.2569
2023-10-07,-40.2569
2023-10-08,-40.2569
2023-10-09,-40.2569
2023-10-10,-40.2569
2023-10-11,-40.2569
2023-10-12,-40.2569
2023-10-13,-40.2569
2023-10-14,-40.2569
2023-10-15,-40.2569
2023-10-16,-40.2569
2023-10-17,-40.2569
2023-10-18,-40.2569
2023-10-19,-40.2569
2023-10-20,-40.2569
2023-10-21,-40.2569
2023-10-22,-40.2569
2023-10-23,-40.2569
2023-10-24,-40.2569
2023-10-25,-40.2569
2023-10-26,-40.2569
2023-10-27,-40.2569
2023-10-28,-40.2569
2023-10-29,-40.2569
2023-10-30,-40.2569
2023-10-31,-40.2569
2023-11-01,-40.2569
2023-11-02,-40.2569
2023-11-03,-40.2569
2023-11-04,-40.2569
2023-11-05,-40.2569
2023-11-06,-40.2569
2023-11-07,-40.2569
2023-11-08,-40.2569
2023-11-09,-40.2569
2023-11-10,-40.2569
2023-11-11,-40.2569
2023-11-12,-40.2569
2023-11-13,-40.2569
2023-11-14,-40.2569
2023-11-15,-40.2569
2023-11-16,-40.2569
2023-11-17,-40.2569
2023-11-18,-40.2569
2023-11-19,-40.2569
2023-11-20,-40.2569
2023-11-21,-40.2569
2023-11-22,-40.2569
2023-11-23,-40.2569
2023-11-24,-40.2569
2023-11-25,-40.2569
2023-11-26,-40.2569
2023-11-27,-40.2569
2023-11-28,-40.2569
2023-11-29,-40.2569
2023-11-30,-40.2569
2023-12-01,-40.2569
2023-12-02,-40.2569
2023-12-03,-40.2569
2023-12-04,-40.2569
2023-12-05,-40.2569
2023-12-06,-40.2569
2023-12-07,-40.2569
2023-12-08,-40.2569
2023-12-09,-40.2569
2023-12-10,-40.2569
2023-12-11,-40.2569
2023-12-12,-40.2569
2023-12-13,-40.2569
2023-12-14,-40.2569
2023-12-15,-40.2569
2023-12-16,-40.2569
2023-12-17,-40.2569
2023-12-18,-40.2569
2023-12-19,-40.2569
2023-12-20,-40.2569
2023-12-21,-40.2569
2023-12-22,-40.2569
2023-12-23,-40.2569
2023-12-24,-40.2569
2023-12-25,-40.2569
2023-12-26,-40.2569
2023-12-27,-40.2569
2023-12-28,-40.2569
2023-12-29,-40.2569
2023-12-30,-40.2569
2023-12-31,-40.2569
2024-01-01,-40.2569
2024-01-02,-40.2569
2024-01-03,-40.2569
2024-01-04,-40.2569
2024-01-05,-40.2569
2024-01-06,-40.2569
2024-01-07,-40.2569
2024-01-08,-40.2569
2024-01-09,-40.2569
2024-01-10,-40.2569
2024-01-11,-40.2569
2024-01-12,-40.2569
2024-01-13,-40.2569
2024-01-14,-40.2569
2024-01-15,-40.2569
2024-01-16,-40.2569
2024-01-17,-40.2569
2024-01-18,-40.2569
2024-01-19,-40.2569
2024-01-20,-40.2569
2024-01-21,-40.2569
2024-01-22,-40.2569
2024-01-23,-40.2569
2024-01-24,-40.2569
2024-01-25,-40.2569
2024-01-26,-40.2569
2024-01-27,-40.2569
2024-01-28,-40.2569
2024-01-29,-40.2569
2024-01-30,-40.2569
2024-01-31,-40.2569
2024-02-01,-40.2569
2024-02-02,-40.2569
2024-02-03,-40.2569
2024-02-04,-40.2569
2024-02-05,-40.2569
2024-02-06,-40.2569
2024-02-07,-40.2569
2024-02-08,-40.2569
2024-02-09,-40.2569
2024-02-10,-40.2569
2024-02-11,-40.2569
2024-02-12,-40.2569
2024-02-13,-40.2569
2024-02-14,-40.2569
2024-02-15,-40.2569
2024-02-16,-40.2569
2024-02-17,-40.2569
2024-02-18,-40.2569
2024-02-19,-40.2569
2024-02-20,-40.2569
2024-02-21,-40.2569
2024-02-22,-40.2569
2024-02-23,-40.2569
2024-02-24,-40.2569
2024-02-25,-40.2569
2024-02-26,-40.2569
2024-02-27,-40.2569
2024-02-28,-40.2569
2024-02-29,-40.2569
2024-03-01,-40.2569
2024-03-02,-40.2569
2024-03-03,-40.2569
2024-03-04,-40.2569
2024-03-05,-40.2569
2024-03-06,-40.2569
2024-03-07,-40.2569
2024-03-08,-40.2569
2024-03-09,-40.2569
2024-03-10,-40.2569
2024-03-11,-40.2569
2024-03-12,-40.2569
2024-03-13,-40.2569
2024-03-14,-40.2569
2024-03-15,-40.2569
2024-03-16,-40.2569
2024-03-17,-40.2569
2024-03-18,-40.2569
2024-03-19,-40.2569
2024-03-20,-40.2569
2024-03-21,-40.2569
2024-03-22,-40.2569
2024-03-23,-40.2569
2024-03-24,-40.2569
2024-03-25,-40.2569
2024-03-26,-40.2569
2024-03-27,-40.2569
2024-03-28,-40.2569
2024-03-29,-40.2569
2024-03-30,-40.2569
2024-03-31,-40.2569
2024-04-01,-40.2569
2024-04-02,-40.2569
2024-04-03,-40.2569
2024-04-04,-40.2569
2024-04-05,-40.2569
2024-04-06,-40.2569
2024-04-07,-40.2569
2024-04-08,-40.2569
