,ORCL US Equity
,RETURN_COM_EQY
2020-01-01,47.3957
2020-01-02,47.3957
2020-01-03,47.3957
2020-01-04,47.3957
2020-01-05,47.3957
2020-01-06,47.3957
2020-01-07,47.3957
2020-01-08,47.3957
2020-01-09,47.3957
2020-01-10,47.3957
2020-01-11,47.3957
2020-01-12,47.3957
2020-01-13,47.3957
2020-01-14,47.3957
2020-01-15,47.3957
2020-01-16,47.3957
2020-01-17,47.3957
2020-01-18,47.3957
2020-01-19,47.3957
2020-01-20,47.3957
2020-01-21,47.3957
2020-01-22,47.3957
2020-01-23,47.3957
2020-01-24,47.3957
2020-01-25,47.3957
2020-01-26,47.3957
2020-01-27,47.3957
2020-01-28,47.3957
2020-01-29,47.3957
2020-01-30,47.3957
2020-01-31,47.3957
2020-02-01,47.3957
2020-02-02,47.3957
2020-02-03,47.3957
2020-02-04,47.3957
2020-02-05,47.3957
2020-02-06,47.3957
2020-02-07,47.3957
2020-02-08,47.3957
2020-02-09,47.3957
2020-02-10,47.3957
2020-02-11,47.3957
2020-02-12,47.3957
2020-02-13,47.3957
2020-02-14,47.3957
2020-02-15,47.3957
2020-02-16,47.3957
2020-02-17,47.3957
2020-02-18,47.3957
2020-02-19,47.3957
2020-02-20,47.3957
2020-02-21,47.3957
2020-02-22,47.3957
2020-02-23,47.3957
2020-02-24,47.3957
2020-02-25,47.3957
2020-02-26,47.3957
2020-02-27,47.3957
2020-02-28,47.3957
2020-02-29,56.7024
2020-03-01,56.7024
2020-03-02,56.7024
2020-03-03,56.7024
2020-03-04,56.7024
2020-03-05,56.7024
2020-03-06,56.7024
2020-03-07,56.7024
2020-03-08,56.7024
2020-03-09,56.7024
2020-03-10,56.7024
2020-03-11,56.7024
2020-03-12,56.7024
2020-03-13,56.7024
2020-03-14,56.7024
2020-03-15,56.7024
2020-03-16,56.7024
2020-03-17,56.7024
2020-03-18,56.7024
2020-03-19,56.7024
2020-03-20,56.7024
2020-03-21,56.7024
2020-03-22,56.7024
2020-03-23,56.7024
2020-03-24,56.7024
2020-03-25,56.7024
2020-03-26,56.7024
2020-03-27,56.7024
2020-03-28,56.7024
2020-03-29,56.7024
2020-03-30,56.7024
2020-03-31,56.7024
2020-04-01,56.7024
2020-04-02,56.7024
2020-04-03,56.7024
2020-04-04,56.7024
2020-04-05,56.7024
2020-04-06,56.7024
2020-04-07,56.7024
2020-04-08,56.7024
2020-04-09,56.7024
2020-04-10,56.7024
2020-04-11,56.7024
2020-04-12,56.7024
2020-04-13,56.7024
2020-04-14,56.7024
2020-04-15,56.7024
2020-04-16,56.7024
2020-04-17,56.7024
2020-04-18,56.7024
2020-04-19,56.7024
2020-04-20,56.7024
2020-04-21,56.7024
2020-04-22,56.7024
2020-04-23,56.7024
2020-04-24,56.7024
2020-04-25,56.7024
2020-04-26,56.7024
2020-04-27,56.7024
2020-04-28,56.7024
2020-04-29,56.7024
2020-04-30,56.7024
2020-05-01,56.7024
2020-05-02,56.7024
2020-05-03,56.7024
2020-05-04,56.7024
2020-05-05,56.7024
2020-05-06,56.7024
2020-05-07,56.7024
2020-05-08,56.7024
2020-05-09,56.7024
2020-05-10,56.7024
2020-05-11,56.7024
2020-05-12,56.7024
2020-05-13,56.7024
2020-05-14,56.7024
2020-05-15,56.7024
2020-05-16,56.7024
2020-05-17,56.7024
2020-05-18,56.7024
2020-05-19,56.7024
2020-05-20,56.7024
2020-05-21,56.7024
2020-05-22,56.7024
2020-05-23,56.7024
2020-05-24,56.7024
2020-05-25,56.7024
2020-05-26,56.7024
2020-05-27,56.7024
2020-05-28,56.7024
2020-05-29,56.7024
2020-05-30,56.7024
2020-05-31,59.8659
2020-06-01,59.8659
2020-06-02,59.8659
2020-06-03,59.8659
2020-06-04,59.8659
2020-06-05,59.8659
2020-06-06,59.8659
2020-06-07,59.8659
2020-06-08,59.8659
2020-06-09,59.8659
2020-06-10,59.8659
2020-06-11,59.8659
2020-06-12,59.8659
2020-06-13,59.8659
2020-06-14,59.8659
2020-06-15,59.8659
2020-06-16,59.8659
2020-06-17,59.8659
2020-06-18,59.8659
2020-06-19,59.8659
2020-06-20,59.8659
2020-06-21,59.8659
2020-06-22,59.8659
2020-06-23,59.8659
2020-06-24,59.8659
2020-06-25,59.8659
2020-06-26,59.8659
2020-06-27,59.8659
2020-06-28,59.8659
2020-06-29,59.8659
2020-06-30,59.8659
2020-07-01,59.8659
2020-07-02,59.8659
2020-07-03,59.8659
2020-07-04,59.8659
2020-07-05,59.8659
2020-07-06,59.8659
2020-07-07,59.8659
2020-07-08,59.8659
2020-07-09,59.8659
2020-07-10,59.8659
2020-07-11,59.8659
2020-07-12,59.8659
2020-07-13,59.8659
2020-07-14,59.8659
2020-07-15,59.8659
2020-07-16,59.8659
2020-07-17,59.8659
2020-07-18,59.8659
2020-07-19,59.8659
2020-07-20,59.8659
2020-07-21,59.8659
2020-07-22,59.8659
2020-07-23,59.8659
2020-07-24,59.8659
2020-07-25,59.8659
2020-07-26,59.8659
2020-07-27,59.8659
2020-07-28,59.8659
2020-07-29,59.8659
2020-07-30,59.8659
2020-07-31,59.8659
2020-08-01,59.8659
2020-08-02,59.8659
2020-08-03,59.8659
2020-08-04,59.8659
2020-08-05,59.8659
2020-08-06,59.8659
2020-08-07,59.8659
2020-08-08,59.8659
2020-08-09,59.8659
2020-08-10,59.8659
2020-08-11,59.8659
2020-08-12,59.8659
2020-08-13,59.8659
2020-08-14,59.8659
2020-08-15,59.8659
2020-08-16,59.8659
2020-08-17,59.8659
2020-08-18,59.8659
2020-08-19,59.8659
2020-08-20,59.8659
2020-08-21,59.8659
2020-08-22,59.8659
2020-08-23,59.8659
2020-08-24,59.8659
2020-08-25,59.8659
2020-08-26,59.8659
2020-08-27,59.8659
2020-08-28,59.8659
2020-08-29,59.8659
2020-08-30,59.8659
2020-08-31,73.4064
2020-09-01,73.4064
2020-09-02,73.4064
2020-09-03,73.4064
2020-09-04,73.4064
2020-09-05,73.4064
2020-09-06,73.4064
2020-09-07,73.4064
2020-09-08,73.4064
2020-09-09,73.4064
2020-09-10,73.4064
2020-09-11,73.4064
2020-09-12,73.4064
2020-09-13,73.4064
2020-09-14,73.4064
2020-09-15,73.4064
2020-09-16,73.4064
2020-09-17,73.4064
2020-09-18,73.4064
2020-09-19,73.4064
2020-09-20,73.4064
2020-09-21,73.4064
2020-09-22,73.4064
2020-09-23,73.4064
2020-09-24,73.4064
2020-09-25,73.4064
2020-09-26,73.4064
2020-09-27,73.4064
2020-09-28,73.4064
2020-09-29,73.4064
2020-09-30,73.4064
2020-10-01,73.4064
2020-10-02,73.4064
2020-10-03,73.4064
2020-10-04,73.4064
2020-10-05,73.4064
2020-10-06,73.4064
2020-10-07,73.4064
2020-10-08,73.4064
2020-10-09,73.4064
2020-10-10,73.4064
2020-10-11,73.4064
2020-10-12,73.4064
2020-10-13,73.4064
2020-10-14,73.4064
2020-10-15,73.4064
2020-10-16,73.4064
2020-10-17,73.4064
2020-10-18,73.4064
2020-10-19,73.4064
2020-10-20,73.4064
2020-10-21,73.4064
2020-10-22,73.4064
2020-10-23,73.4064
2020-10-24,73.4064
2020-10-25,73.4064
2020-10-26,73.4064
2020-10-27,73.4064
2020-10-28,73.4064
2020-10-29,73.4064
2020-10-30,73.4064
2020-10-31,73.4064
2020-11-01,73.4064
2020-11-02,73.4064
2020-11-03,73.4064
2020-11-04,73.4064
2020-11-05,73.4064
2020-11-06,73.4064
2020-11-07,73.4064
2020-11-08,73.4064
2020-11-09,73.4064
2020-11-10,73.4064
2020-11-11,73.4064
2020-11-12,73.4064
2020-11-13,73.4064
2020-11-14,73.4064
2020-11-15,73.4064
2020-11-16,73.4064
2020-11-17,73.4064
2020-11-18,73.4064
2020-11-19,73.4064
2020-11-20,73.4064
2020-11-21,73.4064
2020-11-22,73.4064
2020-11-23,73.4064
2020-11-24,73.4064
2020-11-25,73.4064
2020-11-26,73.4064
2020-11-27,73.4064
2020-11-28,73.4064
2020-11-29,73.4064
2020-11-30,88.4157
2020-12-01,88.4157
2020-12-02,88.4157
2020-12-03,88.4157
2020-12-04,88.4157
2020-12-05,88.4157
2020-12-06,88.4157
2020-12-07,88.4157
2020-12-08,88.4157
2020-12-09,88.4157
2020-12-10,88.4157
2020-12-11,88.4157
2020-12-12,88.4157
2020-12-13,88.4157
2020-12-14,88.4157
2020-12-15,88.4157
2020-12-16,88.4157
2020-12-17,88.4157
2020-12-18,88.4157
2020-12-19,88.4157
2020-12-20,88.4157
2020-12-21,88.4157
2020-12-22,88.4157
2020-12-23,88.4157
2020-12-24,88.4157
2020-12-25,88.4157
2020-12-26,88.4157
2020-12-27,88.4157
2020-12-28,88.4157
2020-12-29,88.4157
2020-12-30,88.4157
2020-12-31,88.4157
2021-01-01,88.4157
2021-01-02,88.4157
2021-01-03,88.4157
2021-01-04,88.4157
2021-01-05,88.4157
2021-01-06,88.4157
2021-01-07,88.4157
2021-01-08,88.4157
2021-01-09,88.4157
2021-01-10,88.4157
2021-01-11,88.4157
2021-01-12,88.4157
2021-01-13,88.4157
2021-01-14,88.4157
2021-01-15,88.4157
2021-01-16,88.4157
2021-01-17,88.4157
2021-01-18,88.4157
2021-01-19,88.4157
2021-01-20,88.4157
2021-01-21,88.4157
2021-01-22,88.4157
2021-01-23,88.4157
2021-01-24,88.4157
2021-01-25,88.4157
2021-01-26,88.4157
2021-01-27,88.4157
2021-01-28,88.4157
2021-01-29,88.4157
2021-01-30,88.4157
2021-01-31,88.4157
2021-02-01,88.4157
2021-02-02,88.4157
2021-02-03,88.4157
2021-02-04,88.4157
2021-02-05,88.4157
2021-02-06,88.4157
2021-02-07,88.4157
2021-02-08,88.4157
2021-02-09,88.4157
2021-02-10,88.4157
2021-02-11,88.4157
2021-02-12,88.4157
2021-02-13,88.4157
2021-02-14,88.4157
2021-02-15,88.4157
2021-02-16,88.4157
2021-02-17,88.4157
2021-02-18,88.4157
2021-02-19,88.4157
2021-02-20,88.4157
2021-02-21,88.4157
2021-02-22,88.4157
2021-02-23,88.4157
2021-02-24,88.4157
2021-02-25,88.4157
2021-02-26,88.4157
2021-02-27,88.4157
2021-02-28,110.9142
2021-03-01,110.9142
2021-03-02,110.9142
2021-03-03,110.9142
2021-03-04,110.9142
2021-03-05,110.9142
2021-03-06,110.9142
2021-03-07,110.9142
2021-03-08,110.9142
2021-03-09,110.9142
2021-03-10,110.9142
2021-03-11,110.9142
2021-03-12,110.9142
2021-03-13,110.9142
2021-03-14,110.9142
2021-03-15,110.9142
2021-03-16,110.9142
2021-03-17,110.9142
2021-03-18,110.9142
2021-03-19,110.9142
2021-03-20,110.9142
2021-03-21,110.9142
2021-03-22,110.9142
2021-03-23,110.9142
2021-03-24,110.9142
2021-03-25,110.9142
2021-03-26,110.9142
2021-03-27,110.9142
2021-03-28,110.9142
2021-03-29,110.9142
2021-03-30,110.9142
2021-03-31,110.9142
2021-04-01,110.9142
2021-04-02,110.9142
2021-04-03,110.9142
2021-04-04,110.9142
2021-04-05,110.9142
2021-04-06,110.9142
2021-04-07,110.9142
2021-04-08,110.9142
2021-04-09,110.9142
2021-04-10,110.9142
2021-04-11,110.9142
2021-04-12,110.9142
2021-04-13,110.9142
2021-04-14,110.9142
2021-04-15,110.9142
2021-04-16,110.9142
2021-04-17,110.9142
2021-04-18,110.9142
2021-04-19,110.9142
2021-04-20,110.9142
2021-04-21,110.9142
2021-04-22,110.9142
2021-04-23,110.9142
2021-04-24,110.9142
2021-04-25,110.9142
2021-04-26,110.9142
2021-04-27,110.9142
2021-04-28,110.9142
2021-04-29,110.9142
2021-04-30,110.9142
2021-05-01,110.9142
2021-05-02,110.9142
2021-05-03,110.9142
2021-05-04,110.9142
2021-05-05,110.9142
2021-05-06,110.9142
2021-05-07,110.9142
2021-05-08,110.9142
2021-05-09,110.9142
2021-05-10,110.9142
2021-05-11,110.9142
2021-05-12,110.9142
2021-05-13,110.9142
2021-05-14,110.9142
2021-05-15,110.9142
2021-05-16,110.9142
2021-05-17,110.9142
2021-05-18,110.9142
2021-05-19,110.9142
2021-05-20,110.9142
2021-05-21,110.9142
2021-05-22,110.9142
2021-05-23,110.9142
2021-05-24,110.9142
2021-05-25,110.9142
2021-05-26,110.9142
2021-05-27,110.9142
2021-05-28,110.9142
2021-05-29,110.9142
2021-05-30,110.9142
2021-05-31,158.8147
2021-06-01,158.8147
2021-06-02,158.8147
2021-06-03,158.8147
2021-06-04,158.8147
2021-06-05,158.8147
2021-06-06,158.8147
2021-06-07,158.8147
2021-06-08,158.8147
2021-06-09,158.8147
2021-06-10,158.8147
2021-06-11,158.8147
2021-06-12,158.8147
2021-06-13,158.8147
2021-06-14,158.8147
2021-06-15,158.8147
2021-06-16,158.8147
2021-06-17,158.8147
2021-06-18,158.8147
2021-06-19,158.8147
2021-06-20,158.8147
2021-06-21,158.8147
2021-06-22,158.8147
2021-06-23,158.8147
2021-06-24,158.8147
2021-06-25,158.8147
2021-06-26,158.8147
2021-06-27,158.8147
2021-06-28,158.8147
2021-06-29,158.8147
2021-06-30,158.8147
2021-07-01,158.8147
2021-07-02,158.8147
2021-07-03,158.8147
2021-07-04,158.8147
2021-07-05,158.8147
2021-07-06,158.8147
2021-07-07,158.8147
2021-07-08,158.8147
2021-07-09,158.8147
2021-07-10,158.8147
2021-07-11,158.8147
2021-07-12,158.8147
2021-07-13,158.8147
2021-07-14,158.8147
2021-07-15,158.8147
2021-07-16,158.8147
2021-07-17,158.8147
2021-07-18,158.8147
2021-07-19,158.8147
2021-07-20,158.8147
2021-07-21,158.8147
2021-07-22,158.8147
2021-07-23,158.8147
2021-07-24,158.8147
2021-07-25,158.8147
2021-07-26,158.8147
2021-07-27,158.8147
2021-07-28,158.8147
2021-07-29,158.8147
2021-07-30,158.8147
2021-07-31,158.8147
2021-08-01,158.8147
2021-08-02,158.8147
2021-08-03,158.8147
2021-08-04,158.8147
2021-08-05,158.8147
2021-08-06,158.8147
2021-08-07,158.8147
2021-08-08,158.8147
2021-08-09,158.8147
2021-08-10,158.8147
2021-08-11,158.8147
2021-08-12,158.8147
2021-08-13,158.8147
2021-08-14,158.8147
2021-08-15,158.8147
2021-08-16,158.8147
2021-08-17,158.8147
2021-08-18,158.8147
2021-08-19,158.8147
2021-08-20,158.8147
2021-08-21,158.8147
2021-08-22,158.8147
2021-08-23,158.8147
2021-08-24,158.8147
2021-08-25,158.8147
2021-08-26,158.8147
2021-08-27,158.8147
2021-08-28,158.8147
2021-08-29,158.8147
2021-08-30,158.8147
2021-08-31,158.8147
2021-09-01,158.8147
2021-09-02,158.8147
2021-09-03,158.8147
2021-09-04,158.8147
2021-09-05,158.8147
2021-09-06,158.8147
2021-09-07,158.8147
2021-09-08,158.8147
2021-09-09,158.8147
2021-09-10,158.8147
2021-09-11,158.8147
2021-09-12,158.8147
2021-09-13,158.8147
2021-09-14,158.8147
2021-09-15,158.8147
2021-09-16,158.8147
2021-09-17,158.8147
2021-09-18,158.8147
2021-09-19,158.8147
2021-09-20,158.8147
2021-09-21,158.8147
2021-09-22,158.8147
2021-09-23,158.8147
2021-09-24,158.8147
2021-09-25,158.8147
2021-09-26,158.8147
2021-09-27,158.8147
2021-09-28,158.8147
2021-09-29,158.8147
2021-09-30,158.8147
2021-10-01,158.8147
2021-10-02,158.8147
2021-10-03,158.8147
2021-10-04,158.8147
2021-10-05,158.8147
2021-10-06,158.8147
2021-10-07,158.8147
2021-10-08,158.8147
2021-10-09,158.8147
2021-10-10,158.8147
2021-10-11,158.8147
2021-10-12,158.8147
2021-10-13,158.8147
2021-10-14,158.8147
2021-10-15,158.8147
2021-10-16,158.8147
2021-10-17,158.8147
2021-10-18,158.8147
2021-10-19,158.8147
2021-10-20,158.8147
2021-10-21,158.8147
2021-10-22,158.8147
2021-10-23,158.8147
2021-10-24,158.8147
2021-10-25,158.8147
2021-10-26,158.8147
2021-10-27,158.8147
2021-10-28,158.8147
2021-10-29,158.8147
2021-10-30,158.8147
2021-10-31,158.8147
2021-11-01,158.8147
2021-11-02,158.8147
2021-11-03,158.8147
2021-11-04,158.8147
2021-11-05,158.8147
2021-11-06,158.8147
2021-11-07,158.8147
2021-11-08,158.8147
2021-11-09,158.8147
2021-11-10,158.8147
2021-11-11,158.8147
2021-11-12,158.8147
2021-11-13,158.8147
2021-11-14,158.8147
2021-11-15,158.8147
2021-11-16,158.8147
2021-11-17,158.8147
2021-11-18,158.8147
2021-11-19,158.8147
2021-11-20,158.8147
2021-11-21,158.8147
2021-11-22,158.8147
2021-11-23,158.8147
2021-11-24,158.8147
2021-11-25,158.8147
2021-11-26,158.8147
2021-11-27,158.8147
2021-11-28,158.8147
2021-11-29,158.8147
2021-11-30,158.8147
2021-12-01,158.8147
2021-12-02,158.8147
2021-12-03,158.8147
2021-12-04,158.8147
2021-12-05,158.8147
2021-12-06,158.8147
2021-12-07,158.8147
2021-12-08,158.8147
2021-12-09,158.8147
2021-12-10,158.8147
2021-12-11,158.8147
2021-12-12,158.8147
2021-12-13,158.8147
2021-12-14,158.8147
2021-12-15,158.8147
2021-12-16,158.8147
2021-12-17,158.8147
2021-12-18,158.8147
2021-12-19,158.8147
2021-12-20,158.8147
2021-12-21,158.8147
2021-12-22,158.8147
