,AVNT US Equity
,RETURN_COM_EQY
2020-01-01,73.9494
2020-01-02,73.9494
2020-01-03,73.9494
2020-01-04,73.9494
2020-01-05,73.9494
2020-01-06,73.9494
2020-01-07,73.9494
2020-01-08,73.9494
2020-01-09,73.9494
2020-01-10,73.9494
2020-01-11,73.9494
2020-01-12,73.9494
2020-01-13,73.9494
2020-01-14,73.9494
2020-01-15,73.9494
2020-01-16,73.9494
2020-01-17,73.9494
2020-01-18,73.9494
2020-01-19,73.9494
2020-01-20,73.9494
2020-01-21,73.9494
2020-01-22,73.9494
2020-01-23,73.9494
2020-01-24,73.9494
2020-01-25,73.9494
2020-01-26,73.9494
2020-01-27,73.9494
2020-01-28,73.9494
2020-01-29,73.9494
2020-01-30,73.9494
2020-01-31,73.9494
2020-02-01,73.9494
2020-02-02,73.9494
2020-02-03,73.9494
2020-02-04,73.9494
2020-02-05,73.9494
2020-02-06,73.9494
2020-02-07,73.9494
2020-02-08,73.9494
2020-02-09,73.9494
2020-02-10,73.9494
2020-02-11,73.9494
2020-02-12,73.9494
2020-02-13,73.9494
2020-02-14,73.9494
2020-02-15,73.9494
2020-02-16,73.9494
2020-02-17,73.9494
2020-02-18,73.9494
2020-02-19,73.9494
2020-02-20,73.9494
2020-02-21,73.9494
2020-02-22,73.9494
2020-02-23,73.9494
2020-02-24,73.9494
2020-02-25,73.9494
2020-02-26,73.9494
2020-02-27,73.9494
2020-02-28,73.9494
2020-02-29,73.9494
2020-03-01,73.9494
2020-03-02,73.9494
2020-03-03,73.9494
2020-03-04,73.9494
2020-03-05,73.9494
2020-03-06,73.9494
2020-03-07,73.9494
2020-03-08,73.9494
2020-03-09,73.9494
2020-03-10,73.9494
2020-03-11,73.9494
2020-03-12,73.9494
2020-03-13,73.9494
2020-03-14,73.9494
2020-03-15,73.9494
2020-03-16,73.9494
2020-03-17,73.9494
2020-03-18,73.9494
2020-03-19,73.9494
2020-03-20,73.9494
2020-03-21,73.9494
2020-03-22,73.9494
2020-03-23,73.9494
2020-03-24,73.9494
2020-03-25,73.9494
2020-03-26,73.9494
2020-03-27,73.9494
2020-03-28,73.9494
2020-03-29,73.9494
2020-03-30,73.9494
2020-03-31,55.3636
2020-04-01,55.3636
2020-04-02,55.3636
2020-04-03,55.3636
2020-04-04,55.3636
2020-04-05,55.3636
2020-04-06,55.3636
2020-04-07,55.3636
2020-04-08,55.3636
2020-04-09,55.3636
2020-04-10,55.3636
2020-04-11,55.3636
2020-04-12,55.3636
2020-04-13,55.3636
2020-04-14,55.3636
2020-04-15,55.3636
2020-04-16,55.3636
2020-04-17,55.3636
2020-04-18,55.3636
2020-04-19,55.3636
2020-04-20,55.3636
2020-04-21,55.3636
2020-04-22,55.3636
2020-04-23,55.3636
2020-04-24,55.3636
2020-04-25,55.3636
2020-04-26,55.3636
2020-04-27,55.3636
2020-04-28,55.3636
2020-04-29,55.3636
2020-04-30,55.3636
2020-05-01,55.3636
2020-05-02,55.3636
2020-05-03,55.3636
2020-05-04,55.3636
2020-05-05,55.3636
2020-05-06,55.3636
2020-05-07,55.3636
2020-05-08,55.3636
2020-05-09,55.3636
2020-05-10,55.3636
2020-05-11,55.3636
2020-05-12,55.3636
2020-05-13,55.3636
2020-05-14,55.3636
2020-05-15,55.3636
2020-05-16,55.3636
2020-05-17,55.3636
2020-05-18,55.3636
2020-05-19,55.3636
2020-05-20,55.3636
2020-05-21,55.3636
2020-05-22,55.3636
2020-05-23,55.3636
2020-05-24,55.3636
2020-05-25,55.3636
2020-05-26,55.3636
2020-05-27,55.3636
2020-05-28,55.3636
2020-05-29,55.3636
2020-05-30,55.3636
2020-05-31,55.3636
2020-06-01,55.3636
2020-06-02,55.3636
2020-06-03,55.3636
2020-06-04,55.3636
2020-06-05,55.3636
2020-06-06,55.3636
2020-06-07,55.3636
2020-06-08,55.3636
2020-06-09,55.3636
2020-06-10,55.3636
2020-06-11,55.3636
2020-06-12,55.3636
2020-06-13,55.3636
2020-06-14,55.3636
2020-06-15,55.3636
2020-06-16,55.3636
2020-06-17,55.3636
2020-06-18,55.3636
2020-06-19,55.3636
2020-06-20,55.3636
2020-06-21,55.3636
2020-06-22,55.3636
2020-06-23,55.3636
2020-06-24,55.3636
2020-06-25,55.3636
2020-06-26,55.3636
2020-06-27,55.3636
2020-06-28,55.3636
2020-06-29,55.3636
2020-06-30,53.1555
2020-07-01,53.1555
2020-07-02,53.1555
2020-07-03,53.1555
2020-07-04,53.1555
2020-07-05,53.1555
2020-07-06,53.1555
2020-07-07,53.1555
2020-07-08,53.1555
2020-07-09,53.1555
2020-07-10,53.1555
2020-07-11,53.1555
2020-07-12,53.1555
2020-07-13,53.1555
2020-07-14,53.1555
2020-07-15,53.1555
2020-07-16,53.1555
2020-07-17,53.1555
2020-07-18,53.1555
2020-07-19,53.1555
2020-07-20,53.1555
2020-07-21,53.1555
2020-07-22,53.1555
2020-07-23,53.1555
2020-07-24,53.1555
2020-07-25,53.1555
2020-07-26,53.1555
2020-07-27,53.1555
2020-07-28,53.1555
2020-07-29,53.1555
2020-07-30,53.1555
2020-07-31,53.1555
2020-08-01,53.1555
2020-08-02,53.1555
2020-08-03,53.1555
2020-08-04,53.1555
2020-08-05,53.1555
2020-08-06,53.1555
2020-08-07,53.1555
2020-08-08,53.1555
2020-08-09,53.1555
2020-08-10,53.1555
2020-08-11,53.1555
2020-08-12,53.1555
2020-08-13,53.1555
2020-08-14,53.1555
2020-08-15,53.1555
2020-08-16,53.1555
2020-08-17,53.1555
2020-08-18,53.1555
2020-08-19,53.1555
2020-08-20,53.1555
2020-08-21,53.1555
2020-08-22,53.1555
2020-08-23,53.1555
2020-08-24,53.1555
2020-08-25,53.1555
2020-08-26,53.1555
2020-08-27,53.1555
2020-08-28,53.1555
2020-08-29,53.1555
2020-08-30,53.1555
2020-08-31,53.1555
2020-09-01,53.1555
2020-09-02,53.1555
2020-09-03,53.1555
2020-09-04,53.1555
2020-09-05,53.1555
2020-09-06,53.1555
2020-09-07,53.1555
2020-09-08,53.1555
2020-09-09,53.1555
2020-09-10,53.1555
2020-09-11,53.1555
2020-09-12,53.1555
2020-09-13,53.1555
2020-09-14,53.1555
2020-09-15,53.1555
2020-09-16,53.1555
2020-09-17,53.1555
2020-09-18,53.1555
2020-09-19,53.1555
2020-09-20,53.1555
2020-09-21,53.1555
2020-09-22,53.1555
2020-09-23,53.1555
2020-09-24,53.1555
2020-09-25,53.1555
2020-09-26,53.1555
2020-09-27,53.1555
2020-09-28,53.1555
2020-09-29,53.1555
2020-09-30,47.7609
2020-10-01,47.7609
2020-10-02,47.7609
2020-10-03,47.7609
2020-10-04,47.7609
2020-10-05,47.7609
2020-10-06,47.7609
2020-10-07,47.7609
2020-10-08,47.7609
2020-10-09,47.7609
2020-10-10,47.7609
2020-10-11,47.7609
2020-10-12,47.7609
2020-10-13,47.7609
2020-10-14,47.7609
2020-10-15,47.7609
2020-10-16,47.7609
2020-10-17,47.7609
2020-10-18,47.7609
2020-10-19,47.7609
2020-10-20,47.7609
2020-10-21,47.7609
2020-10-22,47.7609
2020-10-23,47.7609
2020-10-24,47.7609
2020-10-25,47.7609
2020-10-26,47.7609
2020-10-27,47.7609
2020-10-28,47.7609
2020-10-29,47.7609
2020-10-30,47.7609
2020-10-31,47.7609
2020-11-01,47.7609
2020-11-02,47.7609
2020-11-03,47.7609
2020-11-04,47.7609
2020-11-05,47.7609
2020-11-06,47.7609
2020-11-07,47.7609
2020-11-08,47.7609
2020-11-09,47.7609
2020-11-10,47.7609
2020-11-11,47.7609
2020-11-12,47.7609
2020-11-13,47.7609
2020-11-14,47.7609
2020-11-15,47.7609
2020-11-16,47.7609
2020-11-17,47.7609
2020-11-18,47.7609
2020-11-19,47.7609
2020-11-20,47.7609
2020-11-21,47.7609
2020-11-22,47.7609
2020-11-23,47.7609
2020-11-24,47.7609
2020-11-25,47.7609
2020-11-26,47.7609
2020-11-27,47.7609
2020-11-28,47.7609
2020-11-29,47.7609
2020-11-30,47.7609
2020-12-01,47.7609
2020-12-02,47.7609
2020-12-03,47.7609
2020-12-04,47.7609
2020-12-05,47.7609
2020-12-06,47.7609
2020-12-07,47.7609
2020-12-08,47.7609
2020-12-09,47.7609
2020-12-10,47.7609
2020-12-11,47.7609
2020-12-12,47.7609
2020-12-13,47.7609
2020-12-14,47.7609
2020-12-15,47.7609
2020-12-16,47.7609
2020-12-17,47.7609
2020-12-18,47.7609
2020-12-19,47.7609
2020-12-20,47.7609
2020-12-21,47.7609
2020-12-22,47.7609
2020-12-23,47.7609
2020-12-24,47.7609
2020-12-25,47.7609
2020-12-26,47.7609
2020-12-27,47.7609
2020-12-28,47.7609
2020-12-29,47.7609
2020-12-30,47.7609
2020-12-31,9.5744
2021-01-01,9.5744
2021-01-02,9.5744
2021-01-03,9.5744
2021-01-04,9.5744
2021-01-05,9.5744
2021-01-06,9.5744
2021-01-07,9.5744
2021-01-08,9.5744
2021-01-09,9.5744
2021-01-10,9.5744
2021-01-11,9.5744
2021-01-12,9.5744
2021-01-13,9.5744
2021-01-14,9.5744
2021-01-15,9.5744
2021-01-16,9.5744
2021-01-17,9.5744
2021-01-18,9.5744
2021-01-19,9.5744
2021-01-20,9.5744
2021-01-21,9.5744
2021-01-22,9.5744
2021-01-23,9.5744
2021-01-24,9.5744
2021-01-25,9.5744
2021-01-26,9.5744
2021-01-27,9.5744
2021-01-28,9.5744
2021-01-29,9.5744
2021-01-30,9.5744
2021-01-31,9.5744
2021-02-01,9.5744
2021-02-02,9.5744
2021-02-03,9.5744
2021-02-04,9.5744
2021-02-05,9.5744
2021-02-06,9.5744
2021-02-07,9.5744
2021-02-08,9.5744
2021-02-09,9.5744
2021-02-10,9.5744
2021-02-11,9.5744
2021-02-12,9.5744
2021-02-13,9.5744
2021-02-14,9.5744
2021-02-15,9.5744
2021-02-16,9.5744
2021-02-17,9.5744
2021-02-18,9.5744
2021-02-19,9.5744
2021-02-20,9.5744
2021-02-21,9.5744
2021-02-22,9.5744
2021-02-23,9.5744
2021-02-24,9.5744
2021-02-25,9.5744
2021-02-26,9.5744
2021-02-27,9.5744
2021-02-28,9.5744
2021-03-01,9.5744
2021-03-02,9.5744
2021-03-03,9.5744
2021-03-04,9.5744
2021-03-05,9.5744
2021-03-06,9.5744
2021-03-07,9.5744
2021-03-08,9.5744
2021-03-09,9.5744
2021-03-10,9.5744
2021-03-11,9.5744
2021-03-12,9.5744
2021-03-13,9.5744
2021-03-14,9.5744
2021-03-15,9.5744
2021-03-16,9.5744
2021-03-17,9.5744
2021-03-18,9.5744
2021-03-19,9.5744
2021-03-20,9.5744
2021-03-21,9.5744
2021-03-22,9.5744
2021-03-23,9.5744
2021-03-24,9.5744
2021-03-25,9.5744
2021-03-26,9.5744
2021-03-27,9.5744
2021-03-28,9.5744
2021-03-29,9.5744
2021-03-30,9.5744
2021-03-31,10.9749
2021-04-01,10.9749
2021-04-02,10.9749
2021-04-03,10.9749
2021-04-04,10.9749
2021-04-05,10.9749
2021-04-06,10.9749
2021-04-07,10.9749
2021-04-08,10.9749
2021-04-09,10.9749
2021-04-10,10.9749
2021-04-11,10.9749
2021-04-12,10.9749
2021-04-13,10.9749
2021-04-14,10.9749
2021-04-15,10.9749
2021-04-16,10.9749
2021-04-17,10.9749
2021-04-18,10.9749
2021-04-19,10.9749
2021-04-20,10.9749
2021-04-21,10.9749
2021-04-22,10.9749
2021-04-23,10.9749
2021-04-24,10.9749
2021-04-25,10.9749
2021-04-26,10.9749
2021-04-27,10.9749
2021-04-28,10.9749
2021-04-29,10.9749
2021-04-30,10.9749
2021-05-01,10.9749
2021-05-02,10.9749
2021-05-03,10.9749
2021-05-04,10.9749
2021-05-05,10.9749
2021-05-06,10.9749
2021-05-07,10.9749
2021-05-08,10.9749
2021-05-09,10.9749
2021-05-10,10.9749
2021-05-11,10.9749
2021-05-12,10.9749
2021-05-13,10.9749
2021-05-14,10.9749
2021-05-15,10.9749
2021-05-16,10.9749
2021-05-17,10.9749
2021-05-18,10.9749
2021-05-19,10.9749
2021-05-20,10.9749
2021-05-21,10.9749
2021-05-22,10.9749
2021-05-23,10.9749
2021-05-24,10.9749
2021-05-25,10.9749
2021-05-26,10.9749
2021-05-27,10.9749
2021-05-28,10.9749
2021-05-29,10.9749
2021-05-30,10.9749
2021-05-31,10.9749
2021-06-01,10.9749
2021-06-02,10.9749
2021-06-03,10.9749
2021-06-04,10.9749
2021-06-05,10.9749
2021-06-06,10.9749
2021-06-07,10.9749
2021-06-08,10.9749
2021-06-09,10.9749
2021-06-10,10.9749
2021-06-11,10.9749
2021-06-12,10.9749
2021-06-13,10.9749
2021-06-14,10.9749
2021-06-15,10.9749
2021-06-16,10.9749
2021-06-17,10.9749
2021-06-18,10.9749
2021-06-19,10.9749
2021-06-20,10.9749
2021-06-21,10.9749
2021-06-22,10.9749
2021-06-23,10.9749
2021-06-24,10.9749
2021-06-25,10.9749
2021-06-26,10.9749
2021-06-27,10.9749
2021-06-28,10.9749
2021-06-29,10.9749
2021-06-30,13.502
2021-07-01,13.502
2021-07-02,13.502
2021-07-03,13.502
2021-07-04,13.502
2021-07-05,13.502
2021-07-06,13.502
2021-07-07,13.502
2021-07-08,13.502
2021-07-09,13.502
2021-07-10,13.502
2021-07-11,13.502
2021-07-12,13.502
2021-07-13,13.502
2021-07-14,13.502
2021-07-15,13.502
2021-07-16,13.502
2021-07-17,13.502
2021-07-18,13.502
2021-07-19,13.502
2021-07-20,13.502
2021-07-21,13.502
2021-07-22,13.502
2021-07-23,13.502
2021-07-24,13.502
2021-07-25,13.502
2021-07-26,13.502
2021-07-27,13.502
2021-07-28,13.502
2021-07-29,13.502
2021-07-30,13.502
2021-07-31,13.502
2021-08-01,13.502
2021-08-02,13.502
2021-08-03,13.502
2021-08-04,13.502
2021-08-05,13.502
2021-08-06,13.502
