,WBT US Equity
,RETURN_COM_EQY
2020-01-01,25.4438
2020-01-02,25.4438
2020-01-03,25.4438
2020-01-04,25.4438
2020-01-05,25.4438
2020-01-06,25.4438
2020-01-07,25.4438
2020-01-08,25.4438
2020-01-09,25.4438
2020-01-10,25.4438
2020-01-11,25.4438
2020-01-12,25.4438
2020-01-13,25.4438
2020-01-14,25.4438
2020-01-15,25.4438
2020-01-16,25.4438
2020-01-17,25.4438
2020-01-18,25.4438
2020-01-19,25.4438
2020-01-20,25.4438
2020-01-21,25.4438
2020-01-22,25.4438
2020-01-23,25.4438
2020-01-24,25.4438
2020-01-25,25.4438
2020-01-26,25.4438
2020-01-27,25.4438
2020-01-28,25.4438
2020-01-29,25.4438
2020-01-30,25.4438
2020-01-31,25.4438
2020-02-01,25.4438
2020-02-02,25.4438
2020-02-03,25.4438
2020-02-04,25.4438
2020-02-05,25.4438
2020-02-06,25.4438
2020-02-07,25.4438
2020-02-08,25.4438
2020-02-09,25.4438
2020-02-10,25.4438
2020-02-11,25.4438
2020-02-12,25.4438
2020-02-13,25.4438
2020-02-14,25.4438
2020-02-15,25.4438
2020-02-16,25.4438
2020-02-17,25.4438
2020-02-18,25.4438
2020-02-19,25.4438
2020-02-20,25.4438
2020-02-21,25.4438
2020-02-22,25.4438
2020-02-23,25.4438
2020-02-24,25.4438
2020-02-25,25.4438
2020-02-26,25.4438
2020-02-27,25.4438
2020-02-28,25.4438
2020-02-29,25.4438
2020-03-01,25.4438
2020-03-02,25.4438
2020-03-03,25.4438
2020-03-04,25.4438
2020-03-05,25.4438
2020-03-06,25.4438
2020-03-07,25.4438
2020-03-08,25.4438
2020-03-09,25.4438
2020-03-10,25.4438
2020-03-11,25.4438
2020-03-12,25.4438
2020-03-13,25.4438
2020-03-14,25.4438
2020-03-15,25.4438
2020-03-16,25.4438
2020-03-17,25.4438
2020-03-18,25.4438
2020-03-19,25.4438
2020-03-20,25.4438
2020-03-21,25.4438
2020-03-22,25.4438
2020-03-23,25.4438
2020-03-24,25.4438
2020-03-25,25.4438
2020-03-26,25.4438
2020-03-27,25.4438
2020-03-28,25.4438
2020-03-29,25.4438
2020-03-30,25.4438
2020-03-31,21.7926
2020-04-01,21.7926
2020-04-02,21.7926
2020-04-03,21.7926
2020-04-04,21.7926
2020-04-05,21.7926
2020-04-06,21.7926
2020-04-07,21.7926
2020-04-08,21.7926
2020-04-09,21.7926
2020-04-10,21.7926
2020-04-11,21.7926
2020-04-12,21.7926
2020-04-13,21.7926
2020-04-14,21.7926
2020-04-15,21.7926
2020-04-16,21.7926
2020-04-17,21.7926
2020-04-18,21.7926
2020-04-19,21.7926
2020-04-20,21.7926
2020-04-21,21.7926
2020-04-22,21.7926
2020-04-23,21.7926
2020-04-24,21.7926
2020-04-25,21.7926
2020-04-26,21.7926
2020-04-27,21.7926
2020-04-28,21.7926
2020-04-29,21.7926
2020-04-30,21.7926
2020-05-01,21.7926
2020-05-02,21.7926
2020-05-03,21.7926
2020-05-04,21.7926
2020-05-05,21.7926
2020-05-06,21.7926
2020-05-07,21.7926
2020-05-08,21.7926
2020-05-09,21.7926
2020-05-10,21.7926
2020-05-11,21.7926
2020-05-12,21.7926
2020-05-13,21.7926
2020-05-14,21.7926
2020-05-15,21.7926
2020-05-16,21.7926
2020-05-17,21.7926
2020-05-18,21.7926
2020-05-19,21.7926
2020-05-20,21.7926
2020-05-21,21.7926
2020-05-22,21.7926
2020-05-23,21.7926
2020-05-24,21.7926
2020-05-25,21.7926
2020-05-26,21.7926
2020-05-27,21.7926
2020-05-28,21.7926
2020-05-29,21.7926
2020-05-30,21.7926
2020-05-31,21.7926
2020-06-01,21.7926
2020-06-02,21.7926
2020-06-03,21.7926
2020-06-04,21.7926
2020-06-05,21.7926
2020-06-06,21.7926
2020-06-07,21.7926
2020-06-08,21.7926
2020-06-09,21.7926
2020-06-10,21.7926
2020-06-11,21.7926
2020-06-12,21.7926
2020-06-13,21.7926
2020-06-14,21.7926
2020-06-15,21.7926
2020-06-16,21.7926
2020-06-17,21.7926
2020-06-18,21.7926
2020-06-19,21.7926
2020-06-20,21.7926
2020-06-21,21.7926
2020-06-22,21.7926
2020-06-23,21.7926
2020-06-24,21.7926
2020-06-25,21.7926
2020-06-26,21.7926
2020-06-27,21.7926
2020-06-28,21.7926
2020-06-29,21.7926
2020-06-30,2.7791
2020-07-01,2.7791
2020-07-02,2.7791
2020-07-03,2.7791
2020-07-04,2.7791
2020-07-05,2.7791
2020-07-06,2.7791
2020-07-07,2.7791
2020-07-08,2.7791
2020-07-09,2.7791
2020-07-10,2.7791
2020-07-11,2.7791
2020-07-12,2.7791
2020-07-13,2.7791
2020-07-14,2.7791
2020-07-15,2.7791
2020-07-16,2.7791
2020-07-17,2.7791
2020-07-18,2.7791
2020-07-19,2.7791
2020-07-20,2.7791
2020-07-21,2.7791
2020-07-22,2.7791
2020-07-23,2.7791
2020-07-24,2.7791
2020-07-25,2.7791
2020-07-26,2.7791
2020-07-27,2.7791
2020-07-28,2.7791
2020-07-29,2.7791
2020-07-30,2.7791
2020-07-31,2.7791
2020-08-01,2.7791
2020-08-02,2.7791
2020-08-03,2.7791
2020-08-04,2.7791
2020-08-05,2.7791
2020-08-06,2.7791
2020-08-07,2.7791
2020-08-08,2.7791
2020-08-09,2.7791
2020-08-10,2.7791
2020-08-11,2.7791
2020-08-12,2.7791
2020-08-13,2.7791
2020-08-14,2.7791
2020-08-15,2.7791
2020-08-16,2.7791
2020-08-17,2.7791
2020-08-18,2.7791
2020-08-19,2.7791
2020-08-20,2.7791
2020-08-21,2.7791
2020-08-22,2.7791
2020-08-23,2.7791
2020-08-24,2.7791
2020-08-25,2.7791
2020-08-26,2.7791
2020-08-27,2.7791
2020-08-28,2.7791
2020-08-29,2.7791
2020-08-30,2.7791
2020-08-31,2.7791
2020-09-01,2.7791
2020-09-02,2.7791
2020-09-03,2.7791
2020-09-04,2.7791
2020-09-05,2.7791
2020-09-06,2.7791
2020-09-07,2.7791
2020-09-08,2.7791
2020-09-09,2.7791
2020-09-10,2.7791
2020-09-11,2.7791
2020-09-12,2.7791
2020-09-13,2.7791
2020-09-14,2.7791
2020-09-15,2.7791
2020-09-16,2.7791
2020-09-17,2.7791
2020-09-18,2.7791
2020-09-19,2.7791
2020-09-20,2.7791
2020-09-21,2.7791
2020-09-22,2.7791
2020-09-23,2.7791
2020-09-24,2.7791
2020-09-25,2.7791
2020-09-26,2.7791
2020-09-27,2.7791
2020-09-28,2.7791
2020-09-29,2.7791
2020-09-30,-3.9681
2020-10-01,-3.9681
2020-10-02,-3.9681
2020-10-03,-3.9681
2020-10-04,-3.9681
2020-10-05,-3.9681
2020-10-06,-3.9681
2020-10-07,-3.9681
2020-10-08,-3.9681
2020-10-09,-3.9681
2020-10-10,-3.9681
2020-10-11,-3.9681
2020-10-12,-3.9681
2020-10-13,-3.9681
2020-10-14,-3.9681
2020-10-15,-3.9681
2020-10-16,-3.9681
2020-10-17,-3.9681
2020-10-18,-3.9681
2020-10-19,-3.9681
2020-10-20,-3.9681
2020-10-21,-3.9681
2020-10-22,-3.9681
2020-10-23,-3.9681
2020-10-24,-3.9681
2020-10-25,-3.9681
2020-10-26,-3.9681
2020-10-27,-3.9681
2020-10-28,-3.9681
2020-10-29,-3.9681
2020-10-30,-3.9681
2020-10-31,-3.9681
2020-11-01,-3.9681
2020-11-02,-3.9681
2020-11-03,-3.9681
2020-11-04,-3.9681
2020-11-05,-3.9681
2020-11-06,-3.9681
2020-11-07,-3.9681
2020-11-08,-3.9681
2020-11-09,-3.9681
2020-11-10,-3.9681
2020-11-11,-3.9681
2020-11-12,-3.9681
2020-11-13,-3.9681
2020-11-14,-3.9681
2020-11-15,-3.9681
2020-11-16,-3.9681
2020-11-17,-3.9681
2020-11-18,-3.9681
2020-11-19,-3.9681
2020-11-20,-3.9681
2020-11-21,-3.9681
2020-11-22,-3.9681
2020-11-23,-3.9681
2020-11-24,-3.9681
2020-11-25,-3.9681
2020-11-26,-3.9681
2020-11-27,-3.9681
2020-11-28,-3.9681
2020-11-29,-3.9681
2020-11-30,-3.9681
