,SFM US Equity
2020-08-11,33.9951
2020-08-12,33.9951
2020-08-13,33.9951
2020-08-14,33.9951
2020-08-15,33.9951
2020-08-16,33.9951
2020-08-17,33.9951
2020-08-18,33.9951
2020-08-19,33.9951
2020-08-20,33.9951
2020-08-21,33.9951
2020-08-22,33.9951
2020-08-23,33.9951
2020-08-24,33.9951
2020-08-25,33.9951
2020-08-26,33.9951
2020-08-27,33.9951
2020-08-28,33.9951
2020-08-29,33.9951
2020-08-30,33.9951
2020-08-31,33.9951
2020-09-01,33.9951
2020-09-02,33.9951
2020-09-03,33.9951
2020-09-04,33.9951
2020-09-05,33.9951
2020-09-06,33.9951
2020-09-07,33.9951
2020-09-08,33.9951
2020-09-09,33.9951
2020-09-10,33.9951
2020-09-11,33.9951
2020-09-12,33.9951
2020-09-13,33.9951
2020-09-14,33.9951
2020-09-15,33.9951
2020-09-16,33.9951
2020-09-17,33.9951
2020-09-18,33.9951
2020-09-19,33.9951
2020-09-20,33.9951
2020-09-21,33.9951
2020-09-22,33.9951
2020-09-23,33.9951
2020-09-24,33.9951
2020-09-25,33.9951
2020-09-26,33.9951
2020-09-27,36.6537
2020-09-28,36.6537
2020-09-29,36.6537
2020-09-30,36.6537
2020-10-01,36.6537
2020-10-02,36.6537
2020-10-03,36.6537
2020-10-04,36.6537
2020-10-05,36.6537
2020-10-06,36.6537
2020-10-07,36.6537
2020-10-08,36.6537
2020-10-09,36.6537
2020-10-10,36.6537
2020-10-11,36.6537
2020-10-12,36.6537
2020-10-13,36.6537
2020-10-14,36.6537
2020-10-15,36.6537
2020-10-16,36.6537
2020-10-17,36.6537
2020-10-18,36.6537
2020-10-19,36.6537
2020-10-20,36.6537
2020-10-21,36.6537
2020-10-22,36.6537
2020-10-23,36.6537
2020-10-24,36.6537
2020-10-25,36.6537
2020-10-26,36.6537
2020-10-27,36.6537
2020-10-28,36.6537
2020-10-29,36.6537
2020-10-30,36.6537
2020-10-31,36.6537
2020-11-01,36.6537
2020-11-02,36.6537
2020-11-03,36.6537
2020-11-04,36.6537
2020-11-05,36.6537
2020-11-06,36.6537
2020-11-07,36.6537
2020-11-08,36.6537
2020-11-09,36.6537
2020-11-10,36.6537
2020-11-11,36.6537
2020-11-12,36.6537
2020-11-13,36.6537
2020-11-14,36.6537
2020-11-15,36.6537
2020-11-16,36.6537
2020-11-17,36.6537
2020-11-18,36.6537
2020-11-19,36.6537
2020-11-20,36.6537
2020-11-21,36.6537
2020-11-22,36.6537
2020-11-23,36.6537
2020-11-24,36.6537
2020-11-25,36.6537
2020-11-26,36.6537
2020-11-27,36.6537
2020-11-28,36.6537
2020-11-29,36.6537
2020-11-30,36.6537
2020-12-01,36.6537
2020-12-02,36.6537
2020-12-03,36.6537
2020-12-04,36.6537
2020-12-05,36.6537
2020-12-06,36.6537
2020-12-07,36.6537
2020-12-08,36.6537
2020-12-09,36.6537
2020-12-10,36.6537
2020-12-11,36.6537
2020-12-12,36.6537
2020-12-13,36.6537
2020-12-14,36.6537
2020-12-15,36.6537
2020-12-16,36.6537
2020-12-17,36.6537
2020-12-18,36.6537
2020-12-19,36.6537
2020-12-20,36.6537
2020-12-21,36.6537
2020-12-22,36.6537
2020-12-23,36.6537
2020-12-24,36.6537
2020-12-25,36.6537
2020-12-26,36.6537
2020-12-27,36.6537
2020-12-28,36.6537
2020-12-29,36.6537
2020-12-30,36.6537
2020-12-31,36.6537
2021-01-01,36.6537
2021-01-02,36.6537
2021-01-03,39.2894
2021-01-04,39.2894
2021-01-05,39.2894
2021-01-06,39.2894
2021-01-07,39.2894
2021-01-08,39.2894
2021-01-09,39.2894
2021-01-10,39.2894
2021-01-11,39.2894
2021-01-12,39.2894
2021-01-13,39.2894
2021-01-14,39.2894
2021-01-15,39.2894
2021-01-16,39.2894
2021-01-17,39.2894
2021-01-18,39.2894
2021-01-19,39.2894
2021-01-20,39.2894
2021-01-21,39.2894
2021-01-22,39.2894
2021-01-23,39.2894
2021-01-24,39.2894
2021-01-25,39.2894
2021-01-26,39.2894
2021-01-27,39.2894
2021-01-28,39.2894
2021-01-29,39.2894
2021-01-30,39.2894
2021-01-31,39.2894
2021-02-01,39.2894
2021-02-02,39.2894
2021-02-03,39.2894
2021-02-04,39.2894
2021-02-05,39.2894
2021-02-06,39.2894
2021-02-07,39.2894
2021-02-08,39.2894
2021-02-09,39.2894
2021-02-10,39.2894
2021-02-11,39.2894
2021-02-12,39.2894
2021-02-13,39.2894
2021-02-14,39.2894
2021-02-15,39.2894
2021-02-16,39.2894
2021-02-17,39.2894
2021-02-18,39.2894
2021-02-19,39.2894
2021-02-20,39.2894
2021-02-21,39.2894
2021-02-22,39.2894
2021-02-23,39.2894
2021-02-24,39.2894
2021-02-25,39.2894
2021-02-26,39.2894
2021-02-27,39.2894
2021-02-28,39.2894
2021-03-01,39.2894
2021-03-02,39.2894
2021-03-03,39.2894
2021-03-04,39.2894
2021-03-05,39.2894
2021-03-06,39.2894
2021-03-07,39.2894
2021-03-08,39.2894
2021-03-09,39.2894
2021-03-10,39.2894
2021-03-11,39.2894
2021-03-12,39.2894
2021-03-13,39.2894
2021-03-14,39.2894
2021-03-15,39.2894
2021-03-16,39.2894
2021-03-17,39.2894
2021-03-18,39.2894
2021-03-19,39.2894
2021-03-20,39.2894
2021-03-21,39.2894
2021-03-22,39.2894
2021-03-23,39.2894
2021-03-24,39.2894
2021-03-25,39.2894
2021-03-26,39.2894
2021-03-27,39.2894
2021-03-28,39.2894
2021-03-29,39.2894
2021-03-30,39.2894
2021-03-31,39.2894
2021-04-01,39.2894
2021-04-02,39.2894
2021-04-03,39.2894
2021-04-04,34.0363
2021-04-05,34.0363
2021-04-06,34.0363
2021-04-07,34.0363
2021-04-08,34.0363
2021-04-09,34.0363
2021-04-10,34.0363
2021-04-11,34.0363
2021-04-12,34.0363
2021-04-13,34.0363
2021-04-14,34.0363
2021-04-15,34.0363
2021-04-16,34.0363
2021-04-17,34.0363
2021-04-18,34.0363
2021-04-19,34.0363
2021-04-20,34.0363
2021-04-21,34.0363
2021-04-22,34.0363
2021-04-23,34.0363
2021-04-24,34.0363
2021-04-25,34.0363
2021-04-26,34.0363
2021-04-27,34.0363
2021-04-28,34.0363
2021-04-29,34.0363
2021-04-30,34.0363
2021-05-01,34.0363
2021-05-02,34.0363
2021-05-03,34.0363
2021-05-04,34.0363
2021-05-05,34.0363
2021-05-06,34.0363
2021-05-07,34.0363
2021-05-08,34.0363
2021-05-09,34.0363
2021-05-10,34.0363
2021-05-11,34.0363
2021-05-12,34.0363
2021-05-13,34.0363
2021-05-14,34.0363
2021-05-15,34.0363
2021-05-16,34.0363
2021-05-17,34.0363
2021-05-18,34.0363
2021-05-19,34.0363
2021-05-20,34.0363
2021-05-21,34.0363
2021-05-22,34.0363
2021-05-23,34.0363
2021-05-24,34.0363
2021-05-25,34.0363
2021-05-26,34.0363
2021-05-27,34.0363
2021-05-28,34.0363
2021-05-29,34.0363
2021-05-30,34.0363
2021-05-31,34.0363
2021-06-01,34.0363
2021-06-02,34.0363
2021-06-03,34.0363
2021-06-04,34.0363
2021-06-05,34.0363
2021-06-06,34.0363
2021-06-07,34.0363
2021-06-08,34.0363
2021-06-09,34.0363
2021-06-10,34.0363
2021-06-11,34.0363
2021-06-12,34.0363
2021-06-13,34.0363
2021-06-14,34.0363
2021-06-15,34.0363
2021-06-16,34.0363
2021-06-17,34.0363
2021-06-18,34.0363
2021-06-19,34.0363
2021-06-20,34.0363
2021-06-21,34.0363
2021-06-22,34.0363
2021-06-23,34.0363
2021-06-24,34.0363
2021-06-25,34.0363
2021-06-26,34.0363
2021-06-27,34.0363
2021-06-28,34.0363
2021-06-29,34.0363
2021-06-30,34.0363
2021-07-01,34.0363
2021-07-02,34.0363
2021-07-03,34.0363
2021-07-04,32.2264
2021-07-05,32.2264
2021-07-06,32.2264
2021-07-07,32.2264
2021-07-08,32.2264
2021-07-09,32.2264
2021-07-10,32.2264
2021-07-11,32.2264
2021-07-12,32.2264
2021-07-13,32.2264
2021-07-14,32.2264
2021-07-15,32.2264
2021-07-16,32.2264
2021-07-17,32.2264
2021-07-18,32.2264
2021-07-19,32.2264
2021-07-20,32.2264
2021-07-21,32.2264
2021-07-22,32.2264
2021-07-23,32.2264
2021-07-24,32.2264
2021-07-25,32.2264
2021-07-26,32.2264
2021-07-27,32.2264
2021-07-28,32.2264
2021-07-29,32.2264
2021-07-30,32.2264
2021-07-31,32.2264
2021-08-01,32.2264
2021-08-02,32.2264
2021-08-03,32.2264
2021-08-04,32.2264
2021-08-05,32.2264
2021-08-06,32.2264
2021-08-07,32.2264
2021-08-08,32.2264
2021-08-09,32.2264
2021-08-10,32.2264
2021-08-11,32.2264
2021-08-12,32.2264
2021-08-13,32.2264
2021-08-14,32.2264
2021-08-15,32.2264
2021-08-16,32.2264
2021-08-17,32.2264
2021-08-18,32.2264
2021-08-19,32.2264
2021-08-20,32.2264
2021-08-21,32.2264
2021-08-22,32.2264
2021-08-23,32.2264
2021-08-24,32.2264
2021-08-25,32.2264
2021-08-26,32.2264
2021-08-27,32.2264
2021-08-28,32.2264
2021-08-29,32.2264
2021-08-30,32.2264
2021-08-31,32.2264
2021-09-01,32.2264
2021-09-02,32.2264
2021-09-03,32.2264
2021-09-04,32.2264
2021-09-05,32.2264
2021-09-06,32.2264
2021-09-07,32.2264
2021-09-08,32.2264
2021-09-09,32.2264
2021-09-10,32.2264
2021-09-11,32.2264
2021-09-12,32.2264
2021-09-13,32.2264
2021-09-14,32.2264
2021-09-15,32.2264
2021-09-16,32.2264
2021-09-17,32.2264
2021-09-18,32.2264
2021-09-19,32.2264
2021-09-20,32.2264
2021-09-21,32.2264
2021-09-22,32.2264
2021-09-23,32.2264
2021-09-24,32.2264
2021-09-25,32.2264
2021-09-26,32.2264
2021-09-27,32.2264
2021-09-28,32.2264
2021-09-29,32.2264
2021-09-30,32.2264
2021-10-01,32.2264
2021-10-02,32.2264
2021-10-03,31.1173
2021-10-04,31.1173
2021-10-05,31.1173
2021-10-06,31.1173
2021-10-07,31.1173
2021-10-08,31.1173
2021-10-09,31.1173
2021-10-10,31.1173
2021-10-11,31.1173
2021-10-12,31.1173
2021-10-13,31.1173
2021-10-14,31.1173
2021-10-15,31.1173
2021-10-16,31.1173
2021-10-17,31.1173
2021-10-18,31.1173
2021-10-19,31.1173
2021-10-20,31.1173
2021-10-21,31.1173
2021-10-22,31.1173
2021-10-23,31.1173
2021-10-24,31.1173
2021-10-25,31.1173
2021-10-26,31.1173
2021-10-27,31.1173
2021-10-28,31.1173
2021-10-29,31.1173
2021-10-30,31.1173
2021-10-31,31.1173
2021-11-01,31.1173
2021-11-02,31.1173
2021-11-03,31.1173
2021-11-04,31.1173
2021-11-05,31.1173
2021-11-06,31.1173
2021-11-07,31.1173
2021-11-08,31.1173
2021-11-09,31.1173
2021-11-10,31.1173
2021-11-11,31.1173
2021-11-12,31.1173
2021-11-13,31.1173
2021-11-14,31.1173
2021-11-15,31.1173
2021-11-16,31.1173
2021-11-17,31.1173
2021-11-18,31.1173
2021-11-19,31.1173
2021-11-20,31.1173
2021-11-21,31.1173
2021-11-22,31.1173
2021-11-23,31.1173
2021-11-24,31.1173
2021-11-25,31.1173
2021-11-26,31.1173
2021-11-27,31.1173
2021-11-28,31.1173
2021-11-29,31.1173
2021-11-30,31.1173
2021-12-01,31.1173
2021-12-02,31.1173
2021-12-03,31.1173
2021-12-04,31.1173
2021-12-05,31.1173
2021-12-06,31.1173
2021-12-07,31.1173
2021-12-08,31.1173
2021-12-09,31.1173
2021-12-10,31.1173
2021-12-11,31.1173
2021-12-12,31.1173
2021-12-13,31.1173
2021-12-14,31.1173
2021-12-15,31.1173
2021-12-16,31.1173
2021-12-17,31.1173
2021-12-18,31.1173
2021-12-19,31.1173
2021-12-20,31.1173
2021-12-21,31.1173
2021-12-22,31.1173
2021-12-23,31.1173
2021-12-24,31.1173
2021-12-25,31.1173
2021-12-26,31.1173
2021-12-27,31.1173
2021-12-28,31.1173
2021-12-29,31.1173
2021-12-30,31.1173
2021-12-31,31.1173
2022-01-01,31.1173
2022-01-02,26.522
2022-01-03,26.522
2022-01-04,26.522
2022-01-05,26.522
2022-01-06,26.522
2022-01-07,26.522
2022-01-08,26.522
2022-01-09,26.522
2022-01-10,26.522
2022-01-11,26.522
2022-01-12,26.522
2022-01-13,26.522
2022-01-14,26.522
2022-01-15,26.522
2022-01-16,26.522
2022-01-17,26.522
2022-01-18,26.522
2022-01-19,26.522
2022-01-20,26.522
2022-01-21,26.522
2022-01-22,26.522
2022-01-23,26.522
2022-01-24,26.522
2022-01-25,26.522
2022-01-26,26.522
2022-01-27,26.522
2022-01-28,26.522
2022-01-29,26.522
2022-01-30,26.522
2022-01-31,26.522
2022-02-01,26.522
2022-02-02,26.522
2022-02-03,26.522
2022-02-04,26.522
2022-02-05,26.522
2022-02-06,26.522
2022-02-07,26.522
2022-02-08,26.522
2022-02-09,26.522
2022-02-10,26.522
2022-02-11,26.522
2022-02-12,26.522
2022-02-13,26.522
2022-02-14,26.522
2022-02-15,26.522
2022-02-16,26.522
2022-02-17,26.522
2022-02-18,26.522
2022-02-19,26.522
2022-02-20,26.522
2022-02-21,26.522
2022-02-22,26.522
2022-02-23,26.522
2022-02-24,26.522
2022-02-25,26.522
2022-02-26,26.522
2022-02-27,26.522
2022-02-28,26.522
2022-03-01,26.522
2022-03-02,26.522
2022-03-03,26.522
2022-03-04,26.522
2022-03-05,26.522
2022-03-06,26.522
2022-03-07,26.522
2022-03-08,26.522
2022-03-09,26.522
2022-03-10,26.522
2022-03-11,26.522
2022-03-12,26.522
2022-03-13,26.522
2022-03-14,26.522
2022-03-15,26.522
2022-03-16,26.522
2022-03-17,26.522
2022-03-18,26.522
2022-03-19,26.522
2022-03-20,26.522
2022-03-21,26.522
2022-03-22,26.522
2022-03-23,26.522
2022-03-24,26.522
2022-03-25,26.522
2022-03-26,26.522
2022-03-27,26.522
2022-03-28,26.522
2022-03-29,26.522
2022-03-30,26.522
2022-03-31,26.522
2022-04-01,26.522
2022-04-02,26.522
2022-04-03,25.2083
2022-04-04,25.2083
2022-04-05,25.2083
2022-04-06,25.2083
2022-04-07,25.2083
2022-04-08,25.2083
2022-04-09,25.2083
2022-04-10,25.2083
2022-04-11,25.2083
2022-04-12,25.2083
2022-04-13,25.2083
2022-04-14,25.2083
2022-04-15,25.2083
2022-04-16,25.2083
2022-04-17,25.2083
2022-04-18,25.2083
2022-04-19,25.2083
2022-04-20,25.2083
2022-04-21,25.2083
2022-04-22,25.2083
2022-04-23,25.2083
2022-04-24,25.2083
2022-04-25,25.2083
2022-04-26,25.2083
2022-04-27,25.2083
2022-04-28,25.2083
2022-04-29,25.2083
2022-04-30,25.2083
2022-05-01,25.2083
2022-05-02,25.2083
2022-05-03,25.2083
2022-05-04,25.2083
2022-05-05,25.2083
2022-05-06,25.2083
2022-05-07,25.2083
2022-05-08,25.2083
2022-05-09,25.2083
2022-05-10,25.2083
2022-05-11,25.2083
2022-05-12,25.2083
2022-05-13,25.2083
2022-05-14,25.2083
2022-05-15,25.2083
2022-05-16,25.2083
2022-05-17,25.2083
2022-05-18,25.2083
2022-05-19,25.2083
2022-05-20,25.2083
2022-05-21,25.2083
2022-05-22,25.2083
2022-05-23,25.2083
2022-05-24,25.2083
2022-05-25,25.2083
2022-05-26,25.2083
2022-05-27,25.2083
2022-05-28,25.2083
2022-05-29,25.2083
2022-05-30,25.2083
2022-05-31,25.2083
2022-06-01,25.2083
2022-06-02,25.2083
2022-06-03,25.2083
2022-06-04,25.2083
2022-06-05,25.2083
2022-06-06,25.2083
2022-06-07,25.2083
2022-06-08,25.2083
2022-06-09,25.2083
2022-06-10,25.2083
2022-06-11,25.2083
2022-06-12,25.2083
2022-06-13,25.2083
2022-06-14,25.2083
2022-06-15,25.2083
2022-06-16,25.2083
2022-06-17,25.2083
2022-06-18,25.2083
2022-06-19,25.2083
2022-06-20,25.2083
2022-06-21,25.2083
2022-06-22,25.2083
2022-06-23,25.2083
2022-06-24,25.2083
2022-06-25,25.2083
2022-06-26,25.2083
2022-06-27,25.2083
2022-06-28,25.2083
2022-06-29,25.2083
2022-06-30,25.2083
2022-07-01,25.2083
2022-07-02,25.2083
2022-07-03,25.5143
2022-07-04,25.5143
2022-07-05,25.5143
2022-07-06,25.5143
2022-07-07,25.5143
2022-07-08,25.5143
2022-07-09,25.5143
2022-07-10,25.5143
2022-07-11,25.5143
2022-07-12,25.5143
2022-07-13,25.5143
2022-07-14,25.5143
2022-07-15,25.5143
2022-07-16,25.5143
2022-07-17,25.5143
2022-07-18,25.5143
2022-07-19,25.5143
2022-07-20,25.5143
2022-07-21,25.5143
2022-07-22,25.5143
2022-07-23,25.5143
2022-07-24,25.5143
2022-07-25,25.5143
2022-07-26,25.5143
2022-07-27,25.5143
2022-07-28,25.5143
2022-07-29,25.5143
2022-07-30,25.5143
2022-07-31,25.5143
2022-08-01,25.5143
2022-08-02,25.5143
2022-08-03,25.5143
2022-08-04,25.5143
2022-08-05,25.5143
2022-08-06,25.5143
2022-08-07,25.5143
2022-08-08,25.5143
2022-08-09,25.5143
2022-08-10,25.5143
2022-08-11,25.5143
2022-08-12,25.5143
2022-08-13,25.5143
2022-08-14,25.5143
2022-08-15,25.5143
2022-08-16,25.5143
2022-08-17,25.5143
2022-08-18,25.5143
2022-08-19,25.5143
2022-08-20,25.5143
2022-08-21,25.5143
2022-08-22,25.5143
2022-08-23,25.5143
2022-08-24,25.5143
2022-08-25,25.5143
2022-08-26,25.5143
2022-08-27,25.5143
2022-08-28,25.5143
2022-08-29,25.5143
2022-08-30,25.5143
2022-08-31,25.5143
2022-09-01,25.5143
2022-09-02,25.5143
2022-09-03,25.5143
2022-09-04,25.5143
2022-09-05,25.5143
2022-09-06,25.5143
2022-09-07,25.5143
2022-09-08,25.5143
2022-09-09,25.5143
2022-09-10,25.5143
2022-09-11,25.5143
2022-09-12,25.5143
2022-09-13,25.5143
2022-09-14,25.5143
2022-09-15,25.5143
2022-09-16,25.5143
2022-09-17,25.5143
2022-09-18,25.5143
2022-09-19,25.5143
2022-09-20,25.5143
2022-09-21,25.5143
2022-09-22,25.5143
2022-09-23,25.5143
2022-09-24,25.5143
2022-09-25,25.5143
2022-09-26,25.5143
2022-09-27,25.5143
2022-09-28,25.5143
2022-09-29,25.5143
2022-09-30,25.5143
2022-10-01,25.5143
2022-10-02,25.1153
2022-10-03,25.1153
2022-10-04,25.1153
2022-10-05,25.1153
2022-10-06,25.1153
2022-10-07,25.1153
2022-10-08,25.1153
2022-10-09,25.1153
2022-10-10,25.1153
2022-10-11,25.1153
2022-10-12,25.1153
2022-10-13,25.1153
2022-10-14,25.1153
2022-10-15,25.1153
2022-10-16,25.1153
2022-10-17,25.1153
2022-10-18,25.1153
2022-10-19,25.1153
2022-10-20,25.1153
2022-10-21,25.1153
2022-10-22,25.1153
2022-10-23,25.1153
2022-10-24,25.1153
2022-10-25,25.1153
2022-10-26,25.1153
2022-10-27,25.1153
2022-10-28,25.1153
2022-10-29,25.1153
2022-10-30,25.1153
2022-10-31,25.1153
2022-11-01,25.1153
2022-11-02,25.1153
2022-11-03,25.1153
2022-11-04,25.1153
2022-11-05,25.1153
2022-11-06,25.1153
2022-11-07,25.1153
2022-11-08,25.1153
2022-11-09,25.1153
2022-11-10,25.1153
2022-11-11,25.1153
2022-11-12,25.1153
2022-11-13,25.1153
2022-11-14,25.1153
2022-11-15,25.1153
2022-11-16,25.1153
2022-11-17,25.1153
2022-11-18,25.1153
2022-11-19,25.1153
2022-11-20,25.1153
2022-11-21,25.1153
2022-11-22,25.1153
2022-11-23,25.1153
2022-11-24,25.1153
2022-11-25,25.1153
2022-11-26,25.1153
2022-11-27,25.1153
2022-11-28,25.1153
2022-11-29,25.1153
2022-11-30,25.1153
2022-12-01,25.1153
2022-12-02,25.1153
2022-12-03,25.1153
2022-12-04,25.1153
2022-12-05,25.1153
2022-12-06,25.1153
2022-12-07,25.1153
2022-12-08,25.1153
2022-12-09,25.1153
2022-12-10,25.1153
2022-12-11,25.1153
2022-12-12,25.1153
2022-12-13,25.1153
2022-12-14,25.1153
2022-12-15,25.1153
2022-12-16,25.1153
2022-12-17,25.1153
2022-12-18,25.1153
2022-12-19,25.1153
2022-12-20,25.1153
2022-12-21,25.1153
2022-12-22,25.1153
2022-12-23,25.1153
2022-12-24,25.1153
2022-12-25,25.1153
2022-12-26,25.1153
2022-12-27,25.1153
2022-12-28,25.1153
2022-12-29,25.1153
2022-12-30,25.1153
2022-12-31,25.1153
2023-01-01,26.0339
2023-01-02,26.0339
2023-01-03,26.0339
2023-01-04,26.0339
2023-01-05,26.0339
2023-01-06,26.0339
2023-01-07,26.0339
2023-01-08,26.0339
2023-01-09,26.0339
2023-01-10,26.0339
2023-01-11,26.0339
2023-01-12,26.0339
2023-01-13,26.0339
2023-01-14,26.0339
2023-01-15,26.0339
2023-01-16,26.0339
2023-01-17,26.0339
2023-01-18,26.0339
2023-01-19,26.0339
2023-01-20,26.0339
2023-01-21,26.0339
2023-01-22,26.0339
2023-01-23,26.0339
2023-01-24,26.0339
2023-01-25,26.0339
2023-01-26,26.0339
2023-01-27,26.0339
2023-01-28,26.0339
2023-01-29,26.0339
2023-01-30,26.0339
2023-01-31,26.0339
2023-02-01,26.0339
2023-02-02,26.0339
2023-02-03,26.0339
2023-02-04,26.0339
2023-02-05,26.0339
2023-02-06,26.0339
2023-02-07,26.0339
2023-02-08,26.0339
2023-02-09,26.0339
2023-02-10,26.0339
2023-02-11,26.0339
2023-02-12,26.0339
2023-02-13,26.0339
2023-02-14,26.0339
2023-02-15,26.0339
2023-02-16,26.0339
2023-02-17,26.0339
2023-02-18,26.0339
2023-02-19,26.0339
2023-02-20,26.0339
2023-02-21,26.0339
2023-02-22,26.0339
2023-02-23,26.0339
2023-02-24,26.0339
2023-02-25,26.0339
2023-02-26,26.0339
2023-02-27,26.0339
2023-02-28,26.0339
2023-03-01,26.0339
2023-03-02,26.0339
2023-03-03,26.0339
2023-03-04,26.0339
2023-03-05,26.0339
2023-03-06,26.0339
2023-03-07,26.0339
2023-03-08,26.0339
2023-03-09,26.0339
2023-03-10,26.0339
2023-03-11,26.0339
2023-03-12,26.0339
2023-03-13,26.0339
2023-03-14,26.0339
2023-03-15,26.0339
2023-03-16,26.0339
