,DISH US Equity
,RETURN_COM_EQY
2020-01-01,13.8839
2020-01-02,13.8839
2020-01-03,13.8839
2020-01-04,13.8839
2020-01-05,13.8839
2020-01-06,13.8839
2020-01-07,13.8839
2020-01-08,13.8839
2020-01-09,13.8839
2020-01-10,13.8839
2020-01-11,13.8839
2020-01-12,13.8839
2020-01-13,13.8839
2020-01-14,13.8839
2020-01-15,13.8839
2020-01-16,13.8839
2020-01-17,13.8839
2020-01-18,13.8839
2020-01-19,13.8839
2020-01-20,13.8839
2020-01-21,13.8839
2020-01-22,13.8839
2020-01-23,13.8839
2020-01-24,13.8839
2020-01-25,13.8839
2020-01-26,13.8839
2020-01-27,13.8839
2020-01-28,13.8839
2020-01-29,13.8839
2020-01-30,13.8839
2020-01-31,13.8839
2020-02-01,13.8839
2020-02-02,13.8839
2020-02-03,13.8839
2020-02-04,13.8839
2020-02-05,13.8839
2020-02-06,13.8839
2020-02-07,13.8839
2020-02-08,13.8839
2020-02-09,13.8839
2020-02-10,13.8839
2020-02-11,13.8839
2020-02-12,13.8839
2020-02-13,13.8839
2020-02-14,13.8839
2020-02-15,13.8839
2020-02-16,13.8839
2020-02-17,13.8839
2020-02-18,13.8839
2020-02-19,13.8839
2020-02-20,13.8839
2020-02-21,13.8839
2020-02-22,13.8839
2020-02-23,13.8839
2020-02-24,13.8839
2020-02-25,13.8839
2020-02-26,13.8839
2020-02-27,13.8839
2020-02-28,13.8839
2020-02-29,13.8839
2020-03-01,13.8839
2020-03-02,13.8839
2020-03-03,13.8839
2020-03-04,13.8839
2020-03-05,13.8839
2020-03-06,13.8839
2020-03-07,13.8839
2020-03-08,13.8839
2020-03-09,13.8839
2020-03-10,13.8839
2020-03-11,13.8839
2020-03-12,13.8839
2020-03-13,13.8839
2020-03-14,13.8839
2020-03-15,13.8839
2020-03-16,13.8839
2020-03-17,13.8839
2020-03-18,13.8839
2020-03-19,13.8839
2020-03-20,13.8839
2020-03-21,13.8839
2020-03-22,13.8839
2020-03-23,13.8839
2020-03-24,13.8839
2020-03-25,13.8839
2020-03-26,13.8839
2020-03-27,13.8839
2020-03-28,13.8839
2020-03-29,13.8839
2020-03-30,13.8839
2020-03-31,10.992
2020-04-01,10.992
2020-04-02,10.992
2020-04-03,10.992
2020-04-04,10.992
2020-04-05,10.992
2020-04-06,10.992
2020-04-07,10.992
2020-04-08,10.992
2020-04-09,10.992
2020-04-10,10.992
2020-04-11,10.992
2020-04-12,10.992
2020-04-13,10.992
2020-04-14,10.992
2020-04-15,10.992
2020-04-16,10.992
2020-04-17,10.992
2020-04-18,10.992
2020-04-19,10.992
2020-04-20,10.992
2020-04-21,10.992
2020-04-22,10.992
2020-04-23,10.992
2020-04-24,10.992
2020-04-25,10.992
2020-04-26,10.992
2020-04-27,10.992
2020-04-28,10.992
2020-04-29,10.992
2020-04-30,10.992
2020-05-01,10.992
2020-05-02,10.992
2020-05-03,10.992
2020-05-04,10.992
2020-05-05,10.992
2020-05-06,10.992
2020-05-07,10.992
2020-05-08,10.992
2020-05-09,10.992
2020-05-10,10.992
2020-05-11,10.992
2020-05-12,10.992
2020-05-13,10.992
2020-05-14,10.992
2020-05-15,10.992
2020-05-16,10.992
2020-05-17,10.992
2020-05-18,10.992
2020-05-19,10.992
2020-05-20,10.992
2020-05-21,10.992
2020-05-22,10.992
2020-05-23,10.992
2020-05-24,10.992
2020-05-25,10.992
2020-05-26,10.992
2020-05-27,10.992
2020-05-28,10.992
2020-05-29,10.992
2020-05-30,10.992
2020-05-31,10.992
2020-06-01,10.992
2020-06-02,10.992
2020-06-03,10.992
2020-06-04,10.992
2020-06-05,10.992
2020-06-06,10.992
2020-06-07,10.992
2020-06-08,10.992
2020-06-09,10.992
2020-06-10,10.992
2020-06-11,10.992
2020-06-12,10.992
2020-06-13,10.992
2020-06-14,10.992
2020-06-15,10.992
2020-06-16,10.992
2020-06-17,10.992
2020-06-18,10.992
2020-06-19,10.992
2020-06-20,10.992
2020-06-21,10.992
2020-06-22,10.992
2020-06-23,10.992
2020-06-24,10.992
2020-06-25,10.992
2020-06-26,10.992
2020-06-27,10.992
2020-06-28,10.992
2020-06-29,10.992
2020-06-30,11.8016
2020-07-01,11.8016
2020-07-02,11.8016
2020-07-03,11.8016
2020-07-04,11.8016
2020-07-05,11.8016
2020-07-06,11.8016
2020-07-07,11.8016
2020-07-08,11.8016
2020-07-09,11.8016
2020-07-10,11.8016
2020-07-11,11.8016
2020-07-12,11.8016
2020-07-13,11.8016
2020-07-14,11.8016
2020-07-15,11.8016
2020-07-16,11.8016
2020-07-17,11.8016
2020-07-18,11.8016
2020-07-19,11.8016
2020-07-20,11.8016
2020-07-21,11.8016
2020-07-22,11.8016
2020-07-23,11.8016
2020-07-24,11.8016
2020-07-25,11.8016
2020-07-26,11.8016
2020-07-27,11.8016
2020-07-28,11.8016
2020-07-29,11.8016
2020-07-30,11.8016
2020-07-31,11.8016
2020-08-01,11.8016
2020-08-02,11.8016
2020-08-03,11.8016
2020-08-04,11.8016
2020-08-05,11.8016
2020-08-06,11.8016
2020-08-07,11.8016
2020-08-08,11.8016
2020-08-09,11.8016
2020-08-10,11.8016
2020-08-11,11.8016
2020-08-12,11.8016
2020-08-13,11.8016
2020-08-14,11.8016
2020-08-15,11.8016
2020-08-16,11.8016
2020-08-17,11.8016
2020-08-18,11.8016
2020-08-19,11.8016
2020-08-20,11.8016
2020-08-21,11.8016
2020-08-22,11.8016
2020-08-23,11.8016
2020-08-24,11.8016
2020-08-25,11.8016
2020-08-26,11.8016
2020-08-27,11.8016
2020-08-28,11.8016
2020-08-29,11.8016
2020-08-30,11.8016
2020-08-31,11.8016
2020-09-01,11.8016
2020-09-02,11.8016
2020-09-03,11.8016
2020-09-04,11.8016
2020-09-05,11.8016
2020-09-06,11.8016
2020-09-07,11.8016
2020-09-08,11.8016
2020-09-09,11.8016
2020-09-10,11.8016
2020-09-11,11.8016
2020-09-12,11.8016
2020-09-13,11.8016
2020-09-14,11.8016
2020-09-15,11.8016
2020-09-16,11.8016
2020-09-17,11.8016
2020-09-18,11.8016
2020-09-19,11.8016
2020-09-20,11.8016
2020-09-21,11.8016
2020-09-22,11.8016
2020-09-23,11.8016
2020-09-24,11.8016
2020-09-25,11.8016
2020-09-26,11.8016
2020-09-27,11.8016
2020-09-28,11.8016
2020-09-29,11.8016
2020-09-30,12.418
2020-10-01,12.418
2020-10-02,12.418
2020-10-03,12.418
2020-10-04,12.418
2020-10-05,12.418
2020-10-06,12.418
2020-10-07,12.418
2020-10-08,12.418
2020-10-09,12.418
2020-10-10,12.418
2020-10-11,12.418
2020-10-12,12.418
2020-10-13,12.418
2020-10-14,12.418
2020-10-15,12.418
2020-10-16,12.418
2020-10-17,12.418
2020-10-18,12.418
2020-10-19,12.418
2020-10-20,12.418
2020-10-21,12.418
2020-10-22,12.418
2020-10-23,12.418
2020-10-24,12.418
2020-10-25,12.418
2020-10-26,12.418
2020-10-27,12.418
2020-10-28,12.418
2020-10-29,12.418
2020-10-30,12.418
2020-10-31,12.418
2020-11-01,12.418
2020-11-02,12.418
2020-11-03,12.418
2020-11-04,12.418
2020-11-05,12.418
2020-11-06,12.418
2020-11-07,12.418
2020-11-08,12.418
2020-11-09,12.418
2020-11-10,12.418
2020-11-11,12.418
2020-11-12,12.418
2020-11-13,12.418
2020-11-14,12.418
2020-11-15,12.418
2020-11-16,12.418
2020-11-17,12.418
2020-11-18,12.418
2020-11-19,12.418
2020-11-20,12.418
2020-11-21,12.418
2020-11-22,12.418
2020-11-23,12.418
2020-11-24,12.418
2020-11-25,12.418
2020-11-26,12.418
2020-11-27,12.418
2020-11-28,12.418
2020-11-29,12.418
2020-11-30,12.418
2020-12-01,12.418
2020-12-02,12.418
2020-12-03,12.418
2020-12-04,12.418
2020-12-05,12.418
2020-12-06,12.418
2020-12-07,12.418
2020-12-08,12.418
2020-12-09,12.418
2020-12-10,12.418
2020-12-11,12.418
2020-12-12,12.418
2020-12-13,12.418
2020-12-14,12.418
2020-12-15,12.418
2020-12-16,12.418
2020-12-17,12.418
2020-12-18,12.418
2020-12-19,12.418
2020-12-20,12.418
2020-12-21,12.418
2020-12-22,12.418
2020-12-23,12.418
2020-12-24,12.418
2020-12-25,12.418
2020-12-26,12.418
2020-12-27,12.418
2020-12-28,12.418
2020-12-29,12.418
2020-12-30,12.418
2020-12-31,13.9096
2021-01-01,13.9096
2021-01-02,13.9096
2021-01-03,13.9096
2021-01-04,13.9096
2021-01-05,13.9096
2021-01-06,13.9096
2021-01-07,13.9096
2021-01-08,13.9096
2021-01-09,13.9096
2021-01-10,13.9096
2021-01-11,13.9096
2021-01-12,13.9096
2021-01-13,13.9096
2021-01-14,13.9096
2021-01-15,13.9096
2021-01-16,13.9096
2021-01-17,13.9096
2021-01-18,13.9096
2021-01-19,13.9096
2021-01-20,13.9096
2021-01-21,13.9096
2021-01-22,13.9096
2021-01-23,13.9096
2021-01-24,13.9096
2021-01-25,13.9096
2021-01-26,13.9096
2021-01-27,13.9096
2021-01-28,13.9096
2021-01-29,13.9096
2021-01-30,13.9096
2021-01-31,13.9096
2021-02-01,13.9096
2021-02-02,13.9096
2021-02-03,13.9096
2021-02-04,13.9096
2021-02-05,13.9096
2021-02-06,13.9096
2021-02-07,13.9096
2021-02-08,13.9096
2021-02-09,13.9096
2021-02-10,13.9096
2021-02-11,13.9096
2021-02-12,13.9096
2021-02-13,13.9096
2021-02-14,13.9096
2021-02-15,13.9096
2021-02-16,13.9096
2021-02-17,13.9096
2021-02-18,13.9096
2021-02-19,13.9096
2021-02-20,13.9096
2021-02-21,13.9096
2021-02-22,13.9096
2021-02-23,13.9096
2021-02-24,13.9096
2021-02-25,13.9096
2021-02-26,13.9096
2021-02-27,13.9096
2021-02-28,13.9096
2021-03-01,13.9096
2021-03-02,13.9096
2021-03-03,13.9096
2021-03-04,13.9096
2021-03-05,13.9096
2021-03-06,13.9096
2021-03-07,13.9096
2021-03-08,13.9096
2021-03-09,13.9096
2021-03-10,13.9096
2021-03-11,13.9096
2021-03-12,13.9096
2021-03-13,13.9096
2021-03-14,13.9096
2021-03-15,13.9096
2021-03-16,13.9096
2021-03-17,13.9096
2021-03-18,13.9096
2021-03-19,13.9096
2021-03-20,13.9096
2021-03-21,13.9096
2021-03-22,13.9096
2021-03-23,13.9096
2021-03-24,13.9096
2021-03-25,13.9096
2021-03-26,13.9096
2021-03-27,13.9096
2021-03-28,13.9096
2021-03-29,13.9096
2021-03-30,13.9096
2021-03-31,18.3224
2021-04-01,18.3224
2021-04-02,18.3224
2021-04-03,18.3224
2021-04-04,18.3224
2021-04-05,18.3224
2021-04-06,18.3224
2021-04-07,18.3224
2021-04-08,18.3224
2021-04-09,18.3224
2021-04-10,18.3224
2021-04-11,18.3224
2021-04-12,18.3224
2021-04-13,18.3224
2021-04-14,18.3224
2021-04-15,18.3224
2021-04-16,18.3224
2021-04-17,18.3224
2021-04-18,18.3224
2021-04-19,18.3224
2021-04-20,18.3224
2021-04-21,18.3224
2021-04-22,18.3224
2021-04-23,18.3224
2021-04-24,18.3224
2021-04-25,18.3224
2021-04-26,18.3224
2021-04-27,18.3224
2021-04-28,18.3224
2021-04-29,18.3224
2021-04-30,18.3224
2021-05-01,18.3224
2021-05-02,18.3224
2021-05-03,18.3224
2021-05-04,18.3224
2021-05-05,18.3224
2021-05-06,18.3224
2021-05-07,18.3224
2021-05-08,18.3224
2021-05-09,18.3224
2021-05-10,18.3224
2021-05-11,18.3224
2021-05-12,18.3224
2021-05-13,18.3224
2021-05-14,18.3224
2021-05-15,18.3224
2021-05-16,18.3224
2021-05-17,18.3224
2021-05-18,18.3224
2021-05-19,18.3224
2021-05-20,18.3224
2021-05-21,18.3224
2021-05-22,18.3224
2021-05-23,18.3224
2021-05-24,18.3224
2021-05-25,18.3224
2021-05-26,18.3224
2021-05-27,18.3224
2021-05-28,18.3224
2021-05-29,18.3224
2021-05-30,18.3224
2021-05-31,18.3224
2021-06-01,18.3224
2021-06-02,18.3224
2021-06-03,18.3224
2021-06-04,18.3224
2021-06-05,18.3224
2021-06-06,18.3224
2021-06-07,18.3224
2021-06-08,18.3224
2021-06-09,18.3224
2021-06-10,18.3224
2021-06-11,18.3224
2021-06-12,18.3224
2021-06-13,18.3224
2021-06-14,18.3224
2021-06-15,18.3224
2021-06-16,18.3224
2021-06-17,18.3224
2021-06-18,18.3224
2021-06-19,18.3224
2021-06-20,18.3224
2021-06-21,18.3224
2021-06-22,18.3224
2021-06-23,18.3224
2021-06-24,18.3224
2021-06-25,18.3224
2021-06-26,18.3224
2021-06-27,18.3224
2021-06-28,18.3224
2021-06-29,18.3224
2021-06-30,19.1496
2021-07-01,19.1496
2021-07-02,19.1496
2021-07-03,19.1496
2021-07-04,19.1496
2021-07-05,19.1496
2021-07-06,19.1496
2021-07-07,19.1496
2021-07-08,19.1496
2021-07-09,19.1496
2021-07-10,19.1496
2021-07-11,19.1496
2021-07-12,19.1496
2021-07-13,19.1496
2021-07-14,19.1496
2021-07-15,19.1496
2021-07-16,19.1496
2021-07-17,19.1496
2021-07-18,19.1496
2021-07-19,19.1496
2021-07-20,19.1496
2021-07-21,19.1496
2021-07-22,19.1496
2021-07-23,19.1496
2021-07-24,19.1496
2021-07-25,19.1496
2021-07-26,19.1496
2021-07-27,19.1496
2021-07-28,19.1496
2021-07-29,19.1496
2021-07-30,19.1496
2021-07-31,19.1496
2021-08-01,19.1496
2021-08-02,19.1496
2021-08-03,19.1496
2021-08-04,19.1496
2021-08-05,19.1496
2021-08-06,19.1496
2021-08-07,19.1496
2021-08-08,19.1496
2021-08-09,19.1496
2021-08-10,19.1496
2021-08-11,19.1496
2021-08-12,19.1496
2021-08-13,19.1496
2021-08-14,19.1496
2021-08-15,19.1496
2021-08-16,19.1496
2021-08-17,19.1496
2021-08-18,19.1496
2021-08-19,19.1496
2021-08-20,19.1496
2021-08-21,19.1496
2021-08-22,19.1496
2021-08-23,19.1496
2021-08-24,19.1496
2021-08-25,19.1496
2021-08-26,19.1496
2021-08-27,19.1496
2021-08-28,19.1496
2021-08-29,19.1496
2021-08-30,19.1496
2021-08-31,19.1496
2021-09-01,19.1496
2021-09-02,19.1496
2021-09-03,19.1496
2021-09-04,19.1496
2021-09-05,19.1496
2021-09-06,19.1496
2021-09-07,19.1496
2021-09-08,19.1496
2021-09-09,19.1496
2021-09-10,19.1496
2021-09-11,19.1496
2021-09-12,19.1496
2021-09-13,19.1496
2021-09-14,19.1496
2021-09-15,19.1496
2021-09-16,19.1496
2021-09-17,19.1496
2021-09-18,19.1496
2021-09-19,19.1496
2021-09-20,19.1496
2021-09-21,19.1496
2021-09-22,19.1496
2021-09-23,19.1496
2021-09-24,19.1496
2021-09-25,19.1496
2021-09-26,19.1496
2021-09-27,19.1496
2021-09-28,19.1496
2021-09-29,19.1496
2021-09-30,18.7437
2021-10-01,18.7437
2021-10-02,18.7437
2021-10-03,18.7437
2021-10-04,18.7437
2021-10-05,18.7437
2021-10-06,18.7437
2021-10-07,18.7437
2021-10-08,18.7437
2021-10-09,18.7437
2021-10-10,18.7437
2021-10-11,18.7437
2021-10-12,18.7437
2021-10-13,18.7437
2021-10-14,18.7437
2021-10-15,18.7437
2021-10-16,18.7437
2021-10-17,18.7437
2021-10-18,18.7437
2021-10-19,18.7437
2021-10-20,18.7437
2021-10-21,18.7437
2021-10-22,18.7437
2021-10-23,18.7437
2021-10-24,18.7437
2021-10-25,18.7437
2021-10-26,18.7437
2021-10-27,18.7437
2021-10-28,18.7437
2021-10-29,18.7437
2021-10-30,18.7437
2021-10-31,18.7437
2021-11-01,18.7437
2021-11-02,18.7437
2021-11-03,18.7437
2021-11-04,18.7437
2021-11-05,18.7437
2021-11-06,18.7437
2021-11-07,18.7437
2021-11-08,18.7437
2021-11-09,18.7437
2021-11-10,18.7437
2021-11-11,18.7437
2021-11-12,18.7437
2021-11-13,18.7437
2021-11-14,18.7437
2021-11-15,18.7437
2021-11-16,18.7437
2021-11-17,18.7437
2021-11-18,18.7437
2021-11-19,18.7437
2021-11-20,18.7437
2021-11-21,18.7437
2021-11-22,18.7437
2021-11-23,18.7437
2021-11-24,18.7437
2021-11-25,18.7437
2021-11-26,18.7437
2021-11-27,18.7437
2021-11-28,18.7437
2021-11-29,18.7437
2021-11-30,18.7437
2021-12-01,18.7437
2021-12-02,18.7437
2021-12-03,18.7437
2021-12-04,18.7437
2021-12-05,18.7437
2021-12-06,18.7437
2021-12-07,18.7437
2021-12-08,18.7437
2021-12-09,18.7437
2021-12-10,18.7437
2021-12-11,18.7437
2021-12-12,18.7437
2021-12-13,18.7437
2021-12-14,18.7437
2021-12-15,18.7437
2021-12-16,18.7437
2021-12-17,18.7437
2021-12-18,18.7437
2021-12-19,18.7437
2021-12-20,18.7437
2021-12-21,18.7437
2021-12-22,18.7437
2021-12-23,18.7437
2021-12-24,18.7437
2021-12-25,18.7437
2021-12-26,18.7437
2021-12-27,18.7437
2021-12-28,18.7437
2021-12-29,18.7437
2021-12-30,18.7437
2021-12-31,16.4511
2022-01-01,16.4511
2022-01-02,16.4511
