,WBS US Equity
2020-04-15,10.8303
2020-04-16,10.8303
2020-04-17,10.8303
2020-04-18,10.8303
2020-04-19,10.8303
2020-04-20,10.8303
2020-04-21,10.8303
2020-04-22,10.8303
2020-04-23,10.8303
2020-04-24,10.8303
2020-04-25,10.8303
2020-04-26,10.8303
2020-04-27,10.8303
2020-04-28,10.8303
2020-04-29,10.8303
2020-04-30,10.8303
2020-05-01,10.8303
2020-05-02,10.8303
2020-05-03,10.8303
2020-05-04,10.8303
2020-05-05,10.8303
2020-05-06,10.8303
2020-05-07,10.8303
2020-05-08,10.8303
2020-05-09,10.8303
2020-05-10,10.8303
2020-05-11,10.8303
2020-05-12,10.8303
2020-05-13,10.8303
2020-05-14,10.8303
2020-05-15,10.8303
2020-05-16,10.8303
2020-05-17,10.8303
2020-05-18,10.8303
2020-05-19,10.8303
2020-05-20,10.8303
2020-05-21,10.8303
2020-05-22,10.8303
2020-05-23,10.8303
2020-05-24,10.8303
2020-05-25,10.8303
2020-05-26,10.8303
2020-05-27,10.8303
2020-05-28,10.8303
2020-05-29,10.8303
2020-05-30,10.8303
2020-05-31,10.8303
2020-06-01,10.8303
2020-06-02,10.8303
2020-06-03,10.8303
2020-06-04,10.8303
2020-06-05,10.8303
2020-06-06,10.8303
2020-06-07,10.8303
2020-06-08,10.8303
2020-06-09,10.8303
2020-06-10,10.8303
2020-06-11,10.8303
2020-06-12,10.8303
2020-06-13,10.8303
2020-06-14,10.8303
2020-06-15,10.8303
2020-06-16,10.8303
2020-06-17,10.8303
2020-06-18,10.8303
2020-06-19,10.8303
2020-06-20,10.8303
2020-06-21,10.8303
2020-06-22,10.8303
2020-06-23,10.8303
2020-06-24,10.8303
2020-06-25,10.8303
2020-06-26,10.8303
2020-06-27,10.8303
2020-06-28,10.8303
2020-06-29,10.8303
2020-06-30,8.9649
2020-07-01,8.9649
2020-07-02,8.9649
2020-07-03,8.9649
2020-07-04,8.9649
2020-07-05,8.9649
2020-07-06,8.9649
2020-07-07,8.9649
2020-07-08,8.9649
2020-07-09,8.9649
2020-07-10,8.9649
2020-07-11,8.9649
2020-07-12,8.9649
2020-07-13,8.9649
2020-07-14,8.9649
2020-07-15,8.9649
2020-07-16,8.9649
2020-07-17,8.9649
2020-07-18,8.9649
2020-07-19,8.9649
2020-07-20,8.9649
2020-07-21,8.9649
2020-07-22,8.9649
2020-07-23,8.9649
2020-07-24,8.9649
2020-07-25,8.9649
2020-07-26,8.9649
2020-07-27,8.9649
2020-07-28,8.9649
2020-07-29,8.9649
2020-07-30,8.9649
2020-07-31,8.9649
2020-08-01,8.9649
2020-08-02,8.9649
2020-08-03,8.9649
2020-08-04,8.9649
2020-08-05,8.9649
2020-08-06,8.9649
2020-08-07,8.9649
2020-08-08,8.9649
2020-08-09,8.9649
2020-08-10,8.9649
2020-08-11,8.9649
2020-08-12,8.9649
2020-08-13,8.9649
2020-08-14,8.9649
2020-08-15,8.9649
2020-08-16,8.9649
2020-08-17,8.9649
2020-08-18,8.9649
2020-08-19,8.9649
2020-08-20,8.9649
2020-08-21,8.9649
2020-08-22,8.9649
2020-08-23,8.9649
2020-08-24,8.9649
2020-08-25,8.9649
2020-08-26,8.9649
2020-08-27,8.9649
2020-08-28,8.9649
2020-08-29,8.9649
2020-08-30,8.9649
2020-08-31,8.9649
2020-09-01,8.9649
2020-09-02,8.9649
2020-09-03,8.9649
2020-09-04,8.9649
2020-09-05,8.9649
2020-09-06,8.9649
2020-09-07,8.9649
2020-09-08,8.9649
2020-09-09,8.9649
2020-09-10,8.9649
2020-09-11,8.9649
2020-09-12,8.9649
2020-09-13,8.9649
2020-09-14,8.9649
2020-09-15,8.9649
2020-09-16,8.9649
2020-09-17,8.9649
2020-09-18,8.9649
2020-09-19,8.9649
2020-09-20,8.9649
2020-09-21,8.9649
2020-09-22,8.9649
2020-09-23,8.9649
2020-09-24,8.9649
2020-09-25,8.9649
2020-09-26,8.9649
2020-09-27,8.9649
2020-09-28,8.9649
2020-09-29,8.9649
2020-09-30,7.9612
2020-10-01,7.9612
2020-10-02,7.9612
2020-10-03,7.9612
2020-10-04,7.9612
2020-10-05,7.9612
2020-10-06,7.9612
2020-10-07,7.9612
2020-10-08,7.9612
2020-10-09,7.9612
2020-10-10,7.9612
2020-10-11,7.9612
2020-10-12,7.9612
2020-10-13,7.9612
2020-10-14,7.9612
2020-10-15,7.9612
2020-10-16,7.9612
2020-10-17,7.9612
2020-10-18,7.9612
2020-10-19,7.9612
2020-10-20,7.9612
2020-10-21,7.9612
2020-10-22,7.9612
2020-10-23,7.9612
2020-10-24,7.9612
2020-10-25,7.9612
2020-10-26,7.9612
2020-10-27,7.9612
2020-10-28,7.9612
2020-10-29,7.9612
2020-10-30,7.9612
2020-10-31,7.9612
2020-11-01,7.9612
2020-11-02,7.9612
2020-11-03,7.9612
2020-11-04,7.9612
2020-11-05,7.9612
2020-11-06,7.9612
2020-11-07,7.9612
2020-11-08,7.9612
2020-11-09,7.9612
2020-11-10,7.9612
2020-11-11,7.9612
2020-11-12,7.9612
2020-11-13,7.9612
2020-11-14,7.9612
2020-11-15,7.9612
2020-11-16,7.9612
2020-11-17,7.9612
2020-11-18,7.9612
2020-11-19,7.9612
2020-11-20,7.9612
2020-11-21,7.9612
2020-11-22,7.9612
2020-11-23,7.9612
2020-11-24,7.9612
2020-11-25,7.9612
2020-11-26,7.9612
2020-11-27,7.9612
2020-11-28,7.9612
2020-11-29,7.9612
2020-11-30,7.9612
2020-12-01,7.9612
2020-12-02,7.9612
2020-12-03,7.9612
2020-12-04,7.9612
2020-12-05,7.9612
2020-12-06,7.9612
2020-12-07,7.9612
2020-12-08,7.9612
2020-12-09,7.9612
2020-12-10,7.9612
2020-12-11,7.9612
2020-12-12,7.9612
2020-12-13,7.9612
2020-12-14,7.9612
2020-12-15,7.9612
2020-12-16,7.9612
2020-12-17,7.9612
2020-12-18,7.9612
2020-12-19,7.9612
2020-12-20,7.9612
2020-12-21,7.9612
2020-12-22,7.9612
2020-12-23,7.9612
2020-12-24,7.9612
2020-12-25,7.9612
2020-12-26,7.9612
2020-12-27,7.9612
2020-12-28,7.9612
2020-12-29,7.9612
2020-12-30,7.9612
2020-12-31,6.8818
2021-01-01,6.8818
2021-01-02,6.8818
2021-01-03,6.8818
2021-01-04,6.8818
2021-01-05,6.8818
2021-01-06,6.8818
2021-01-07,6.8818
2021-01-08,6.8818
2021-01-09,6.8818
2021-01-10,6.8818
2021-01-11,6.8818
2021-01-12,6.8818
2021-01-13,6.8818
2021-01-14,6.8818
2021-01-15,6.8818
2021-01-16,6.8818
2021-01-17,6.8818
2021-01-18,6.8818
2021-01-19,6.8818
2021-01-20,6.8818
2021-01-21,6.8818
2021-01-22,6.8818
2021-01-23,6.8818
2021-01-24,6.8818
2021-01-25,6.8818
2021-01-26,6.8818
2021-01-27,6.8818
2021-01-28,6.8818
2021-01-29,6.8818
2021-01-30,6.8818
2021-01-31,6.8818
2021-02-01,6.8818
2021-02-02,6.8818
2021-02-03,6.8818
2021-02-04,6.8818
2021-02-05,6.8818
2021-02-06,6.8818
2021-02-07,6.8818
2021-02-08,6.8818
2021-02-09,6.8818
2021-02-10,6.8818
2021-02-11,6.8818
2021-02-12,6.8818
2021-02-13,6.8818
2021-02-14,6.8818
2021-02-15,6.8818
2021-02-16,6.8818
2021-02-17,6.8818
2021-02-18,6.8818
2021-02-19,6.8818
2021-02-20,6.8818
2021-02-21,6.8818
2021-02-22,6.8818
2021-02-23,6.8818
2021-02-24,6.8818
2021-02-25,6.8818
2021-02-26,6.8818
2021-02-27,6.8818
2021-02-28,6.8818
2021-03-01,6.8818
2021-03-02,6.8818
2021-03-03,6.8818
2021-03-04,6.8818
2021-03-05,6.8818
2021-03-06,6.8818
2021-03-07,6.8818
2021-03-08,6.8818
2021-03-09,6.8818
2021-03-10,6.8818
2021-03-11,6.8818
2021-03-12,6.8818
2021-03-13,6.8818
2021-03-14,6.8818
2021-03-15,6.8818
2021-03-16,6.8818
2021-03-17,6.8818
2021-03-18,6.8818
2021-03-19,6.8818
2021-03-20,6.8818
2021-03-21,6.8818
2021-03-22,6.8818
2021-03-23,6.8818
2021-03-24,6.8818
2021-03-25,6.8818
2021-03-26,6.8818
2021-03-27,6.8818
2021-03-28,6.8818
2021-03-29,6.8818
2021-03-30,6.8818
2021-03-31,9.2646
2021-04-01,9.2646
2021-04-02,9.2646
2021-04-03,9.2646
2021-04-04,9.2646
2021-04-05,9.2646
2021-04-06,9.2646
2021-04-07,9.2646
2021-04-08,9.2646
2021-04-09,9.2646
2021-04-10,9.2646
2021-04-11,9.2646
2021-04-12,9.2646
2021-04-13,9.2646
2021-04-14,9.2646
2021-04-15,9.2646
2021-04-16,9.2646
2021-04-17,9.2646
2021-04-18,9.2646
2021-04-19,9.2646
2021-04-20,9.2646
2021-04-21,9.2646
2021-04-22,9.2646
2021-04-23,9.2646
2021-04-24,9.2646
2021-04-25,9.2646
2021-04-26,9.2646
2021-04-27,9.2646
2021-04-28,9.2646
2021-04-29,9.2646
2021-04-30,9.2646
2021-05-01,9.2646
2021-05-02,9.2646
2021-05-03,9.2646
2021-05-04,9.2646
2021-05-05,9.2646
2021-05-06,9.2646
2021-05-07,9.2646
2021-05-08,9.2646
2021-05-09,9.2646
2021-05-10,9.2646
2021-05-11,9.2646
2021-05-12,9.2646
2021-05-13,9.2646
2021-05-14,9.2646
2021-05-15,9.2646
2021-05-16,9.2646
2021-05-17,9.2646
2021-05-18,9.2646
2021-05-19,9.2646
2021-05-20,9.2646
2021-05-21,9.2646
2021-05-22,9.2646
2021-05-23,9.2646
2021-05-24,9.2646
2021-05-25,9.2646
2021-05-26,9.2646
2021-05-27,9.2646
2021-05-28,9.2646
2021-05-29,9.2646
2021-05-30,9.2646
2021-05-31,9.2646
2021-06-01,9.2646
2021-06-02,9.2646
2021-06-03,9.2646
2021-06-04,9.2646
2021-06-05,9.2646
2021-06-06,9.2646
2021-06-07,9.2646
2021-06-08,9.2646
2021-06-09,9.2646
2021-06-10,9.2646
2021-06-11,9.2646
2021-06-12,9.2646
2021-06-13,9.2646
2021-06-14,9.2646
2021-06-15,9.2646
2021-06-16,9.2646
2021-06-17,9.2646
2021-06-18,9.2646
2021-06-19,9.2646
2021-06-20,9.2646
2021-06-21,9.2646
2021-06-22,9.2646
2021-06-23,9.2646
2021-06-24,9.2646
2021-06-25,9.2646
2021-06-26,9.2646
2021-06-27,9.2646
2021-06-28,9.2646
2021-06-29,9.2646
2021-06-30,10.3696
2021-07-01,10.3696
2021-07-02,10.3696
2021-07-03,10.3696
2021-07-04,10.3696
2021-07-05,10.3696
2021-07-06,10.3696
2021-07-07,10.3696
2021-07-08,10.3696
2021-07-09,10.3696
2021-07-10,10.3696
2021-07-11,10.3696
2021-07-12,10.3696
2021-07-13,10.3696
2021-07-14,10.3696
2021-07-15,10.3696
2021-07-16,10.3696
2021-07-17,10.3696
2021-07-18,10.3696
2021-07-19,10.3696
2021-07-20,10.3696
2021-07-21,10.3696
2021-07-22,10.3696
2021-07-23,10.3696
2021-07-24,10.3696
2021-07-25,10.3696
2021-07-26,10.3696
2021-07-27,10.3696
2021-07-28,10.3696
2021-07-29,10.3696
2021-07-30,10.3696
2021-07-31,10.3696
2021-08-01,10.3696
2021-08-02,10.3696
2021-08-03,10.3696
2021-08-04,10.3696
2021-08-05,10.3696
2021-08-06,10.3696
2021-08-07,10.3696
2021-08-08,10.3696
2021-08-09,10.3696
2021-08-10,10.3696
2021-08-11,10.3696
2021-08-12,10.3696
2021-08-13,10.3696
2021-08-14,10.3696
2021-08-15,10.3696
2021-08-16,10.3696
2021-08-17,10.3696
2021-08-18,10.3696
2021-08-19,10.3696
2021-08-20,10.3696
2021-08-21,10.3696
2021-08-22,10.3696
2021-08-23,10.3696
2021-08-24,10.3696
2021-08-25,10.3696
2021-08-26,10.3696
2021-08-27,10.3696
2021-08-28,10.3696
2021-08-29,10.3696
2021-08-30,10.3696
2021-08-31,10.3696
2021-09-01,10.3696
2021-09-02,10.3696
2021-09-03,10.3696
2021-09-04,10.3696
2021-09-05,10.3696
2021-09-06,10.3696
2021-09-07,10.3696
2021-09-08,10.3696
2021-09-09,10.3696
2021-09-10,10.3696
2021-09-11,10.3696
2021-09-12,10.3696
2021-09-13,10.3696
2021-09-14,10.3696
2021-09-15,10.3696
2021-09-16,10.3696
2021-09-17,10.3696
2021-09-18,10.3696
2021-09-19,10.3696
2021-09-20,10.3696
2021-09-21,10.3696
2021-09-22,10.3696
2021-09-23,10.3696
2021-09-24,10.3696
2021-09-25,10.3696
2021-09-26,10.3696
2021-09-27,10.3696
2021-09-28,10.3696
2021-09-29,10.3696
2021-09-30,11.0364
2021-10-01,11.0364
2021-10-02,11.0364
2021-10-03,11.0364
2021-10-04,11.0364
2021-10-05,11.0364
2021-10-06,11.0364
2021-10-07,11.0364
2021-10-08,11.0364
2021-10-09,11.0364
2021-10-10,11.0364
2021-10-11,11.0364
2021-10-12,11.0364
2021-10-13,11.0364
2021-10-14,11.0364
2021-10-15,11.0364
2021-10-16,11.0364
2021-10-17,11.0364
2021-10-18,11.0364
2021-10-19,11.0364
2021-10-20,11.0364
2021-10-21,11.0364
2021-10-22,11.0364
2021-10-23,11.0364
2021-10-24,11.0364
2021-10-25,11.0364
2021-10-26,11.0364
2021-10-27,11.0364
2021-10-28,11.0364
2021-10-29,11.0364
2021-10-30,11.0364
2021-10-31,11.0364
2021-11-01,11.0364
2021-11-02,11.0364
2021-11-03,11.0364
2021-11-04,11.0364
2021-11-05,11.0364
2021-11-06,11.0364
2021-11-07,11.0364
2021-11-08,11.0364
2021-11-09,11.0364
2021-11-10,11.0364
2021-11-11,11.0364
2021-11-12,11.0364
2021-11-13,11.0364
2021-11-14,11.0364
2021-11-15,11.0364
2021-11-16,11.0364
2021-11-17,11.0364
2021-11-18,11.0364
2021-11-19,11.0364
2021-11-20,11.0364
2021-11-21,11.0364
2021-11-22,11.0364
2021-11-23,11.0364
2021-11-24,11.0364
2021-11-25,11.0364
2021-11-26,11.0364
2021-11-27,11.0364
2021-11-28,11.0364
2021-11-29,11.0364
2021-11-30,11.0364
2021-12-01,11.0364
2021-12-02,11.0364
2021-12-03,11.0364
2021-12-04,11.0364
2021-12-05,11.0364
2021-12-06,11.0364
2021-12-07,11.0364
2021-12-08,11.0364
2021-12-09,11.0364
2021-12-10,11.0364
2021-12-11,11.0364
2021-12-12,11.0364
2021-12-13,11.0364
2021-12-14,11.0364
2021-12-15,11.0364
2021-12-16,11.0364
2021-12-17,11.0364
2021-12-18,11.0364
2021-12-19,11.0364
2021-12-20,11.0364
2021-12-21,11.0364
2021-12-22,11.0364
2021-12-23,11.0364
2021-12-24,11.0364
2021-12-25,11.0364
2021-12-26,11.0364
2021-12-27,11.0364
2021-12-28,11.0364
2021-12-29,11.0364
2021-12-30,11.0364
2021-12-31,12.5117
2022-01-01,12.5117
2022-01-02,12.5117
2022-01-03,12.5117
2022-01-04,12.5117
2022-01-05,12.5117
2022-01-06,12.5117
2022-01-07,12.5117
2022-01-08,12.5117
2022-01-09,12.5117
2022-01-10,12.5117
2022-01-11,12.5117
2022-01-12,12.5117
2022-01-13,12.5117
2022-01-14,12.5117
2022-01-15,12.5117
2022-01-16,12.5117
2022-01-17,12.5117
2022-01-18,12.5117
2022-01-19,12.5117
2022-01-20,12.5117
2022-01-21,12.5117
2022-01-22,12.5117
2022-01-23,12.5117
2022-01-24,12.5117
2022-01-25,12.5117
2022-01-26,12.5117
2022-01-27,12.5117
2022-01-28,12.5117
2022-01-29,12.5117
2022-01-30,12.5117
2022-01-31,12.5117
2022-02-01,12.5117
2022-02-02,12.5117
2022-02-03,12.5117
2022-02-04,12.5117
2022-02-05,12.5117
2022-02-06,12.5117
2022-02-07,12.5117
2022-02-08,12.5117
2022-02-09,12.5117
2022-02-10,12.5117
2022-02-11,12.5117
2022-02-12,12.5117
2022-02-13,12.5117
2022-02-14,12.5117
2022-02-15,12.5117
2022-02-16,12.5117
2022-02-17,12.5117
2022-02-18,12.5117
2022-02-19,12.5117
2022-02-20,12.5117
2022-02-21,12.5117
2022-02-22,12.5117
2022-02-23,12.5117
2022-02-24,12.5117
2022-02-25,12.5117
2022-02-26,12.5117
2022-02-27,12.5117
2022-02-28,12.5117
2022-03-01,12.5117
2022-03-02,12.5117
2022-03-03,12.5117
2022-03-04,12.5117
2022-03-05,12.5117
2022-03-06,12.5117
2022-03-07,12.5117
2022-03-08,12.5117
2022-03-09,12.5117
2022-03-10,12.5117
2022-03-11,12.5117
2022-03-12,12.5117
2022-03-13,12.5117
2022-03-14,12.5117
2022-03-15,12.5117
2022-03-16,12.5117
2022-03-17,12.5117
2022-03-18,12.5117
2022-03-19,12.5117
2022-03-20,12.5117
2022-03-21,12.5117
2022-03-22,12.5117
2022-03-23,12.5117
2022-03-24,12.5117
2022-03-25,12.5117
2022-03-26,12.5117
2022-03-27,12.5117
2022-03-28,12.5117
2022-03-29,12.5117
2022-03-30,12.5117
2022-03-31,4.9559
2022-04-01,4.9559
2022-04-02,4.9559
2022-04-03,4.9559
2022-04-04,4.9559
2022-04-05,4.9559
2022-04-06,4.9559
2022-04-07,4.9559
2022-04-08,4.9559
2022-04-09,4.9559
2022-04-10,4.9559
2022-04-11,4.9559
2022-04-12,4.9559
2022-04-13,4.9559
2022-04-14,4.9559
2022-04-15,4.9559
2022-04-16,4.9559
2022-04-17,4.9559
2022-04-18,4.9559
2022-04-19,4.9559
2022-04-20,4.9559
2022-04-21,4.9559
2022-04-22,4.9559
2022-04-23,4.9559
2022-04-24,4.9559
2022-04-25,4.9559
2022-04-26,4.9559
2022-04-27,4.9559
2022-04-28,4.9559
2022-04-29,4.9559
2022-04-30,4.9559
2022-05-01,4.9559
2022-05-02,4.9559
2022-05-03,4.9559
2022-05-04,4.9559
2022-05-05,4.9559
2022-05-06,4.9559
2022-05-07,4.9559
2022-05-08,4.9559
2022-05-09,4.9559
2022-05-10,4.9559
2022-05-11,4.9559
2022-05-12,4.9559
2022-05-13,4.9559
2022-05-14,4.9559
2022-05-15,4.9559
2022-05-16,4.9559
2022-05-17,4.9559
2022-05-18,4.9559
2022-05-19,4.9559
2022-05-20,4.9559
2022-05-21,4.9559
2022-05-22,4.9559
2022-05-23,4.9559
2022-05-24,4.9559
2022-05-25,4.9559
2022-05-26,4.9559
2022-05-27,4.9559
2022-05-28,4.9559
2022-05-29,4.9559
2022-05-30,4.9559
2022-05-31,4.9559
2022-06-01,4.9559
2022-06-02,4.9559
2022-06-03,4.9559
2022-06-04,4.9559
2022-06-05,4.9559
2022-06-06,4.9559
2022-06-07,4.9559
2022-06-08,4.9559
2022-06-09,4.9559
2022-06-10,4.9559
2022-06-11,4.9559
2022-06-12,4.9559
2022-06-13,4.9559
2022-06-14,4.9559
2022-06-15,4.9559
2022-06-16,4.9559
2022-06-17,4.9559
2022-06-18,4.9559
2022-06-19,4.9559
2022-06-20,4.9559
2022-06-21,4.9559
2022-06-22,4.9559
2022-06-23,4.9559
2022-06-24,4.9559
2022-06-25,4.9559
2022-06-26,4.9559
2022-06-27,4.9559
2022-06-28,4.9559
2022-06-29,4.9559
2022-06-30,6.6015
2022-07-01,6.6015
2022-07-02,6.6015
2022-07-03,6.6015
2022-07-04,6.6015
2022-07-05,6.6015
2022-07-06,6.6015
2022-07-07,6.6015
2022-07-08,6.6015
2022-07-09,6.6015
2022-07-10,6.6015
2022-07-11,6.6015
2022-07-12,6.6015
2022-07-13,6.6015
2022-07-14,6.6015
2022-07-15,6.6015
2022-07-16,6.6015
2022-07-17,6.6015
2022-07-18,6.6015
2022-07-19,6.6015
2022-07-20,6.6015
2022-07-21,6.6015
2022-07-22,6.6015
2022-07-23,6.6015
2022-07-24,6.6015
2022-07-25,6.6015
2022-07-26,6.6015
2022-07-27,6.6015
2022-07-28,6.6015
2022-07-29,6.6015
2022-07-30,6.6015
2022-07-31,6.6015
2022-08-01,6.6015
2022-08-02,6.6015
2022-08-03,6.6015
2022-08-04,6.6015
2022-08-05,6.6015
2022-08-06,6.6015
2022-08-07,6.6015
2022-08-08,6.6015
2022-08-09,6.6015
2022-08-10,6.6015
2022-08-11,6.6015
2022-08-12,6.6015
2022-08-13,6.6015
2022-08-14,6.6015
2022-08-15,6.6015
2022-08-16,6.6015
2022-08-17,6.6015
2022-08-18,6.6015
2022-08-19,6.6015
2022-08-20,6.6015
2022-08-21,6.6015
2022-08-22,6.6015
2022-08-23,6.6015
2022-08-24,6.6015
2022-08-25,6.6015
2022-08-26,6.6015
2022-08-27,6.6015
2022-08-28,6.6015
2022-08-29,6.6015
2022-08-30,6.6015
2022-08-31,6.6015
2022-09-01,6.6015
2022-09-02,6.6015
2022-09-03,6.6015
2022-09-04,6.6015
2022-09-05,6.6015
2022-09-06,6.6015
2022-09-07,6.6015
2022-09-08,6.6015
2022-09-09,6.6015
2022-09-10,6.6015
2022-09-11,6.6015
2022-09-12,6.6015
2022-09-13,6.6015
2022-09-14,6.6015
2022-09-15,6.6015
2022-09-16,6.6015
2022-09-17,6.6015
2022-09-18,6.6015
2022-09-19,6.6015
2022-09-20,6.6015
2022-09-21,6.6015
2022-09-22,6.6015
2022-09-23,6.6015
2022-09-24,6.6015
2022-09-25,6.6015
2022-09-26,6.6015
2022-09-27,6.6015
2022-09-28,6.6015
2022-09-29,6.6015
2022-09-30,9.2072
2022-10-01,9.2072
2022-10-02,9.2072
2022-10-03,9.2072
2022-10-04,9.2072
2022-10-05,9.2072
2022-10-06,9.2072
2022-10-07,9.2072
2022-10-08,9.2072
2022-10-09,9.2072
2022-10-10,9.2072
2022-10-11,9.2072
2022-10-12,9.2072
2022-10-13,9.2072
2022-10-14,9.2072
2022-10-15,9.2072
2022-10-16,9.2072
2022-10-17,9.2072
2022-10-18,9.2072
2022-10-19,9.2072
2022-10-20,9.2072
2022-10-21,9.2072
2022-10-22,9.2072
2022-10-23,9.2072
2022-10-24,9.2072
2022-10-25,9.2072
2022-10-26,9.2072
2022-10-27,9.2072
2022-10-28,9.2072
2022-10-29,9.2072
2022-10-30,9.2072
2022-10-31,9.2072
2022-11-01,9.2072
2022-11-02,9.2072
2022-11-03,9.2072
2022-11-04,9.2072
2022-11-05,9.2072
2022-11-06,9.2072
2022-11-07,9.2072
2022-11-08,9.2072
2022-11-09,9.2072
2022-11-10,9.2072
2022-11-11,9.2072
2022-11-12,9.2072
2022-11-13,9.2072
2022-11-14,9.2072
2022-11-15,9.2072
2022-11-16,9.2072
2022-11-17,9.2072
2022-11-18,9.2072
2022-11-19,9.2072
2022-11-20,9.2072
2022-11-21,9.2072
2022-11-22,9.2072
2022-11-23,9.2072
2022-11-24,9.2072
2022-11-25,9.2072
2022-11-26,9.2072
2022-11-27,9.2072
2022-11-28,9.2072
2022-11-29,9.2072
2022-11-30,9.2072
2022-12-01,9.2072
2022-12-02,9.2072
2022-12-03,9.2072
2022-12-04,9.2072
2022-12-05,9.2072
2022-12-06,9.2072
2022-12-07,9.2072
2022-12-08,9.2072
2022-12-09,9.2072
2022-12-10,9.2072
2022-12-11,9.2072
2022-12-12,9.2072
2022-12-13,9.2072
2022-12-14,9.2072
2022-12-15,9.2072
2022-12-16,9.2072
2022-12-17,9.2072
2022-12-18,9.2072
2022-12-19,9.2072
2022-12-20,9.2072
2022-12-21,9.2072
2022-12-22,9.2072
2022-12-23,9.2072
2022-12-24,9.2072
2022-12-25,9.2072
2022-12-26,9.2072
2022-12-27,9.2072
2022-12-28,9.2072
2022-12-29,9.2072
2022-12-30,9.2072
2022-12-31,11.3633
2023-01-01,11.3633
2023-01-02,11.3633
2023-01-03,11.3633
2023-01-04,11.3633
2023-01-05,11.3633
2023-01-06,11.3633
2023-01-07,11.3633
2023-01-08,11.3633
2023-01-09,11.3633
2023-01-10,11.3633
2023-01-11,11.3633
2023-01-12,11.3633
2023-01-13,11.3633
2023-01-14,11.3633
2023-01-15,11.3633
2023-01-16,11.3633
2023-01-17,11.3633
2023-01-18,11.3633
2023-01-19,11.3633
2023-01-20,11.3633
2023-01-21,11.3633
2023-01-22,11.3633
2023-01-23,11.3633
2023-01-24,11.3633
2023-01-25,11.3633
2023-01-26,11.3633
2023-01-27,11.3633
2023-01-28,11.3633
2023-01-29,11.3633
2023-01-30,11.3633
2023-01-31,11.3633
2023-02-01,11.3633
2023-02-02,11.3633
2023-02-03,11.3633
2023-02-04,11.3633
2023-02-05,11.3633
2023-02-06,11.3633
2023-02-07,11.3633
2023-02-08,11.3633
2023-02-09,11.3633
2023-02-10,11.3633
2023-02-11,11.3633
2023-02-12,11.3633
2023-02-13,11.3633
2023-02-14,11.3633
2023-02-15,11.3633
2023-02-16,11.3633
2023-02-17,11.3633
2023-02-18,11.3633
2023-02-19,11.3633
2023-02-20,11.3633
2023-02-21,11.3633
2023-02-22,11.3633
2023-02-23,11.3633
2023-02-24,11.3633
2023-02-25,11.3633
2023-02-26,11.3633
2023-02-27,11.3633
2023-02-28,11.3633
2023-03-01,11.3633
2023-03-02,11.3633
2023-03-03,11.3633
2023-03-04,11.3633
2023-03-05,11.3633
2023-03-06,11.3633
2023-03-07,11.3633
2023-03-08,11.3633
2023-03-09,11.3633
