,SLGN US Equity
,RETURN_COM_EQY
2020-01-01,20.3478
2020-01-02,20.3478
2020-01-03,20.3478
2020-01-04,20.3478
2020-01-05,20.3478
2020-01-06,20.3478
2020-01-07,20.3478
2020-01-08,20.3478
2020-01-09,20.3478
2020-01-10,20.3478
2020-01-11,20.3478
2020-01-12,20.3478
2020-01-13,20.3478
2020-01-14,20.3478
2020-01-15,20.3478
2020-01-16,20.3478
2020-01-17,20.3478
2020-01-18,20.3478
2020-01-19,20.3478
2020-01-20,20.3478
2020-01-21,20.3478
2020-01-22,20.3478
2020-01-23,20.3478
2020-01-24,20.3478
2020-01-25,20.3478
2020-01-26,20.3478
2020-01-27,20.3478
2020-01-28,20.3478
2020-01-29,20.3478
2020-01-30,20.3478
2020-01-31,20.3478
2020-02-01,20.3478
2020-02-02,20.3478
2020-02-03,20.3478
2020-02-04,20.3478
2020-02-05,20.3478
2020-02-06,20.3478
2020-02-07,20.3478
2020-02-08,20.3478
2020-02-09,20.3478
2020-02-10,20.3478
2020-02-11,20.3478
2020-02-12,20.3478
2020-02-13,20.3478
2020-02-14,20.3478
2020-02-15,20.3478
2020-02-16,20.3478
2020-02-17,20.3478
2020-02-18,20.3478
2020-02-19,20.3478
2020-02-20,20.3478
2020-02-21,20.3478
2020-02-22,20.3478
2020-02-23,20.3478
2020-02-24,20.3478
2020-02-25,20.3478
2020-02-26,20.3478
2020-02-27,20.3478
2020-02-28,20.3478
2020-02-29,20.3478
2020-03-01,20.3478
2020-03-02,20.3478
2020-03-03,20.3478
2020-03-04,20.3478
2020-03-05,20.3478
2020-03-06,20.3478
2020-03-07,20.3478
2020-03-08,20.3478
2020-03-09,20.3478
2020-03-10,20.3478
2020-03-11,20.3478
2020-03-12,20.3478
2020-03-13,20.3478
2020-03-14,20.3478
2020-03-15,20.3478
2020-03-16,20.3478
2020-03-17,20.3478
2020-03-18,20.3478
2020-03-19,20.3478
2020-03-20,20.3478
2020-03-21,20.3478
2020-03-22,20.3478
2020-03-23,20.3478
2020-03-24,20.3478
2020-03-25,20.3478
2020-03-26,20.3478
2020-03-27,20.3478
2020-03-28,20.3478
2020-03-29,20.3478
2020-03-30,20.3478
2020-03-31,21.3068
2020-04-01,21.3068
2020-04-02,21.3068
2020-04-03,21.3068
2020-04-04,21.3068
2020-04-05,21.3068
2020-04-06,21.3068
2020-04-07,21.3068
2020-04-08,21.3068
2020-04-09,21.3068
2020-04-10,21.3068
2020-04-11,21.3068
2020-04-12,21.3068
2020-04-13,21.3068
2020-04-14,21.3068
2020-04-15,21.3068
2020-04-16,21.3068
2020-04-17,21.3068
2020-04-18,21.3068
2020-04-19,21.3068
2020-04-20,21.3068
2020-04-21,21.3068
2020-04-22,21.3068
2020-04-23,21.3068
2020-04-24,21.3068
2020-04-25,21.3068
2020-04-26,21.3068
2020-04-27,21.3068
2020-04-28,21.3068
2020-04-29,21.3068
2020-04-30,21.3068
2020-05-01,21.3068
2020-05-02,21.3068
2020-05-03,21.3068
2020-05-04,21.3068
2020-05-05,21.3068
2020-05-06,21.3068
2020-05-07,21.3068
2020-05-08,21.3068
2020-05-09,21.3068
2020-05-10,21.3068
2020-05-11,21.3068
2020-05-12,21.3068
2020-05-13,21.3068
2020-05-14,21.3068
2020-05-15,21.3068
2020-05-16,21.3068
2020-05-17,21.3068
2020-05-18,21.3068
2020-05-19,21.3068
2020-05-20,21.3068
2020-05-21,21.3068
2020-05-22,21.3068
2020-05-23,21.3068
2020-05-24,21.3068
2020-05-25,21.3068
2020-05-26,21.3068
2020-05-27,21.3068
2020-05-28,21.3068
2020-05-29,21.3068
2020-05-30,21.3068
2020-05-31,21.3068
2020-06-01,21.3068
2020-06-02,21.3068
2020-06-03,21.3068
2020-06-04,21.3068
2020-06-05,21.3068
2020-06-06,21.3068
2020-06-07,21.3068
2020-06-08,21.3068
2020-06-09,21.3068
2020-06-10,21.3068
2020-06-11,21.3068
2020-06-12,21.3068
2020-06-13,21.3068
2020-06-14,21.3068
2020-06-15,21.3068
2020-06-16,21.3068
2020-06-17,21.3068
2020-06-18,21.3068
2020-06-19,21.3068
2020-06-20,21.3068
2020-06-21,21.3068
2020-06-22,21.3068
2020-06-23,21.3068
2020-06-24,21.3068
2020-06-25,21.3068
2020-06-26,21.3068
2020-06-27,21.3068
2020-06-28,21.3068
2020-06-29,21.3068
2020-06-30,24.9402
2020-07-01,24.9402
2020-07-02,24.9402
2020-07-03,24.9402
2020-07-04,24.9402
2020-07-05,24.9402
2020-07-06,24.9402
2020-07-07,24.9402
2020-07-08,24.9402
2020-07-09,24.9402
2020-07-10,24.9402
2020-07-11,24.9402
2020-07-12,24.9402
2020-07-13,24.9402
2020-07-14,24.9402
2020-07-15,24.9402
2020-07-16,24.9402
2020-07-17,24.9402
2020-07-18,24.9402
2020-07-19,24.9402
2020-07-20,24.9402
2020-07-21,24.9402
2020-07-22,24.9402
2020-07-23,24.9402
2020-07-24,24.9402
2020-07-25,24.9402
2020-07-26,24.9402
2020-07-27,24.9402
2020-07-28,24.9402
2020-07-29,24.9402
2020-07-30,24.9402
2020-07-31,24.9402
2020-08-01,24.9402
2020-08-02,24.9402
2020-08-03,24.9402
2020-08-04,24.9402
2020-08-05,24.9402
2020-08-06,24.9402
2020-08-07,24.9402
2020-08-08,24.9402
2020-08-09,24.9402
2020-08-10,24.9402
2020-08-11,24.9402
2020-08-12,24.9402
2020-08-13,24.9402
2020-08-14,24.9402
2020-08-15,24.9402
2020-08-16,24.9402
2020-08-17,24.9402
2020-08-18,24.9402
2020-08-19,24.9402
2020-08-20,24.9402
2020-08-21,24.9402
2020-08-22,24.9402
2020-08-23,24.9402
2020-08-24,24.9402
2020-08-25,24.9402
2020-08-26,24.9402
2020-08-27,24.9402
2020-08-28,24.9402
2020-08-29,24.9402
2020-08-30,24.9402
2020-08-31,24.9402
2020-09-01,24.9402
2020-09-02,24.9402
2020-09-03,24.9402
2020-09-04,24.9402
2020-09-05,24.9402
2020-09-06,24.9402
2020-09-07,24.9402
2020-09-08,24.9402
2020-09-09,24.9402
2020-09-10,24.9402
2020-09-11,24.9402
2020-09-12,24.9402
2020-09-13,24.9402
2020-09-14,24.9402
2020-09-15,24.9402
2020-09-16,24.9402
2020-09-17,24.9402
2020-09-18,24.9402
2020-09-19,24.9402
2020-09-20,24.9402
2020-09-21,24.9402
2020-09-22,24.9402
2020-09-23,24.9402
2020-09-24,24.9402
2020-09-25,24.9402
2020-09-26,24.9402
2020-09-27,24.9402
2020-09-28,24.9402
2020-09-29,24.9402
2020-09-30,25.9142
2020-10-01,25.9142
2020-10-02,25.9142
2020-10-03,25.9142
2020-10-04,25.9142
2020-10-05,25.9142
2020-10-06,25.9142
2020-10-07,25.9142
2020-10-08,25.9142
2020-10-09,25.9142
2020-10-10,25.9142
2020-10-11,25.9142
2020-10-12,25.9142
2020-10-13,25.9142
2020-10-14,25.9142
2020-10-15,25.9142
2020-10-16,25.9142
2020-10-17,25.9142
2020-10-18,25.9142
2020-10-19,25.9142
2020-10-20,25.9142
2020-10-21,25.9142
2020-10-22,25.9142
2020-10-23,25.9142
2020-10-24,25.9142
2020-10-25,25.9142
2020-10-26,25.9142
2020-10-27,25.9142
2020-10-28,25.9142
2020-10-29,25.9142
2020-10-30,25.9142
2020-10-31,25.9142
2020-11-01,25.9142
2020-11-02,25.9142
2020-11-03,25.9142
2020-11-04,25.9142
2020-11-05,25.9142
2020-11-06,25.9142
2020-11-07,25.9142
2020-11-08,25.9142
2020-11-09,25.9142
2020-11-10,25.9142
2020-11-11,25.9142
2020-11-12,25.9142
2020-11-13,25.9142
2020-11-14,25.9142
2020-11-15,25.9142
2020-11-16,25.9142
2020-11-17,25.9142
2020-11-18,25.9142
2020-11-19,25.9142
2020-11-20,25.9142
2020-11-21,25.9142
2020-11-22,25.9142
2020-11-23,25.9142
2020-11-24,25.9142
2020-11-25,25.9142
2020-11-26,25.9142
2020-11-27,25.9142
2020-11-28,25.9142
2020-11-29,25.9142
2020-11-30,25.9142
2020-12-01,25.9142
2020-12-02,25.9142
2020-12-03,25.9142
2020-12-04,25.9142
2020-12-05,25.9142
2020-12-06,25.9142
2020-12-07,25.9142
2020-12-08,25.9142
2020-12-09,25.9142
2020-12-10,25.9142
2020-12-11,25.9142
2020-12-12,25.9142
2020-12-13,25.9142
2020-12-14,25.9142
2020-12-15,25.9142
2020-12-16,25.9142
2020-12-17,25.9142
2020-12-18,25.9142
2020-12-19,25.9142
2020-12-20,25.9142
2020-12-21,25.9142
2020-12-22,25.9142
2020-12-23,25.9142
2020-12-24,25.9142
2020-12-25,25.9142
2020-12-26,25.9142
2020-12-27,25.9142
2020-12-28,25.9142
2020-12-29,25.9142
2020-12-30,25.9142
2020-12-31,27.1262
2021-01-01,27.1262
2021-01-02,27.1262
2021-01-03,27.1262
2021-01-04,27.1262
2021-01-05,27.1262
2021-01-06,27.1262
2021-01-07,27.1262
2021-01-08,27.1262
2021-01-09,27.1262
2021-01-10,27.1262
2021-01-11,27.1262
2021-01-12,27.1262
2021-01-13,27.1262
2021-01-14,27.1262
2021-01-15,27.1262
2021-01-16,27.1262
2021-01-17,27.1262
2021-01-18,27.1262
2021-01-19,27.1262
2021-01-20,27.1262
2021-01-21,27.1262
2021-01-22,27.1262
2021-01-23,27.1262
2021-01-24,27.1262
2021-01-25,27.1262
2021-01-26,27.1262
2021-01-27,27.1262
2021-01-28,27.1262
2021-01-29,27.1262
2021-01-30,27.1262
2021-01-31,27.1262
2021-02-01,27.1262
2021-02-02,27.1262
2021-02-03,27.1262
2021-02-04,27.1262
2021-02-05,27.1262
2021-02-06,27.1262
2021-02-07,27.1262
2021-02-08,27.1262
2021-02-09,27.1262
2021-02-10,27.1262
2021-02-11,27.1262
2021-02-12,27.1262
2021-02-13,27.1262
2021-02-14,27.1262
2021-02-15,27.1262
2021-02-16,27.1262
2021-02-17,27.1262
2021-02-18,27.1262
2021-02-19,27.1262
2021-02-20,27.1262
2021-02-21,27.1262
2021-02-22,27.1262
2021-02-23,27.1262
