,MGY US Equity
,RETURN_COM_EQY
2020-01-01,2.7474
2020-01-02,2.7474
2020-01-03,2.7474
2020-01-04,2.7474
2020-01-05,2.7474
2020-01-06,2.7474
2020-01-07,2.7474
2020-01-08,2.7474
2020-01-09,2.7474
2020-01-10,2.7474
2020-01-11,2.7474
2020-01-12,2.7474
2020-01-13,2.7474
2020-01-14,2.7474
2020-01-15,2.7474
2020-01-16,2.7474
2020-01-17,2.7474
2020-01-18,2.7474
2020-01-19,2.7474
2020-01-20,2.7474
2020-01-21,2.7474
2020-01-22,2.7474
2020-01-23,2.7474
2020-01-24,2.7474
2020-01-25,2.7474
2020-01-26,2.7474
2020-01-27,2.7474
2020-01-28,2.7474
2020-01-29,2.7474
2020-01-30,2.7474
2020-01-31,2.7474
2020-02-01,2.7474
2020-02-02,2.7474
2020-02-03,2.7474
2020-02-04,2.7474
2020-02-05,2.7474
2020-02-06,2.7474
2020-02-07,2.7474
2020-02-08,2.7474
2020-02-09,2.7474
2020-02-10,2.7474
2020-02-11,2.7474
2020-02-12,2.7474
2020-02-13,2.7474
2020-02-14,2.7474
2020-02-15,2.7474
2020-02-16,2.7474
2020-02-17,2.7474
2020-02-18,2.7474
2020-02-19,2.7474
2020-02-20,2.7474
2020-02-21,2.7474
2020-02-22,2.7474
2020-02-23,2.7474
2020-02-24,2.7474
2020-02-25,2.7474
2020-02-26,2.7474
2020-02-27,2.7474
2020-02-28,2.7474
2020-02-29,2.7474
2020-03-01,2.7474
2020-03-02,2.7474
2020-03-03,2.7474
2020-03-04,2.7474
2020-03-05,2.7474
2020-03-06,2.7474
2020-03-07,2.7474
2020-03-08,2.7474
2020-03-09,2.7474
2020-03-10,2.7474
2020-03-11,2.7474
2020-03-12,2.7474
2020-03-13,2.7474
2020-03-14,2.7474
2020-03-15,2.7474
2020-03-16,2.7474
2020-03-17,2.7474
2020-03-18,2.7474
2020-03-19,2.7474
2020-03-20,2.7474
2020-03-21,2.7474
2020-03-22,2.7474
2020-03-23,2.7474
2020-03-24,2.7474
2020-03-25,2.7474
2020-03-26,2.7474
2020-03-27,2.7474
2020-03-28,2.7474
2020-03-29,2.7474
2020-03-30,2.7474
2020-03-31,-107.0366
2020-04-01,-107.0366
2020-04-02,-107.0366
2020-04-03,-107.0366
2020-04-04,-107.0366
2020-04-05,-107.0366
2020-04-06,-107.0366
2020-04-07,-107.0366
2020-04-08,-107.0366
2020-04-09,-107.0366
2020-04-10,-107.0366
2020-04-11,-107.0366
2020-04-12,-107.0366
2020-04-13,-107.0366
2020-04-14,-107.0366
2020-04-15,-107.0366
2020-04-16,-107.0366
2020-04-17,-107.0366
2020-04-18,-107.0366
2020-04-19,-107.0366
2020-04-20,-107.0366
2020-04-21,-107.0366
2020-04-22,-107.0366
2020-04-23,-107.0366
2020-04-24,-107.0366
2020-04-25,-107.0366
2020-04-26,-107.0366
2020-04-27,-107.0366
2020-04-28,-107.0366
2020-04-29,-107.0366
2020-04-30,-107.0366
2020-05-01,-107.0366
2020-05-02,-107.0366
2020-05-03,-107.0366
2020-05-04,-107.0366
2020-05-05,-107.0366
2020-05-06,-107.0366
2020-05-07,-107.0366
2020-05-08,-107.0366
2020-05-09,-107.0366
2020-05-10,-107.0366
2020-05-11,-107.0366
2020-05-12,-107.0366
2020-05-13,-107.0366
2020-05-14,-107.0366
2020-05-15,-107.0366
2020-05-16,-107.0366
2020-05-17,-107.0366
2020-05-18,-107.0366
2020-05-19,-107.0366
2020-05-20,-107.0366
2020-05-21,-107.0366
2020-05-22,-107.0366
2020-05-23,-107.0366
2020-05-24,-107.0366
2020-05-25,-107.0366
2020-05-26,-107.0366
2020-05-27,-107.0366
2020-05-28,-107.0366
2020-05-29,-107.0366
2020-05-30,-107.0366
2020-05-31,-107.0366
2020-06-01,-107.0366
2020-06-02,-107.0366
2020-06-03,-107.0366
2020-06-04,-107.0366
2020-06-05,-107.0366
2020-06-06,-107.0366
2020-06-07,-107.0366
2020-06-08,-107.0366
2020-06-09,-107.0366
2020-06-10,-107.0366
2020-06-11,-107.0366
2020-06-12,-107.0366
2020-06-13,-107.0366
2020-06-14,-107.0366
2020-06-15,-107.0366
2020-06-16,-107.0366
2020-06-17,-107.0366
2020-06-18,-107.0366
2020-06-19,-107.0366
2020-06-20,-107.0366
2020-06-21,-107.0366
2020-06-22,-107.0366
2020-06-23,-107.0366
2020-06-24,-107.0366
2020-06-25,-107.0366
2020-06-26,-107.0366
2020-06-27,-107.0366
2020-06-28,-107.0366
2020-06-29,-107.0366
2020-06-30,-108.477
2020-07-01,-108.477
2020-07-02,-108.477
2020-07-03,-108.477
2020-07-04,-108.477
2020-07-05,-108.477
2020-07-06,-108.477
2020-07-07,-108.477
2020-07-08,-108.477
2020-07-09,-108.477
2020-07-10,-108.477
2020-07-11,-108.477
2020-07-12,-108.477
2020-07-13,-108.477
2020-07-14,-108.477
2020-07-15,-108.477
2020-07-16,-108.477
2020-07-17,-108.477
2020-07-18,-108.477
2020-07-19,-108.477
2020-07-20,-108.477
2020-07-21,-108.477
2020-07-22,-108.477
2020-07-23,-108.477
2020-07-24,-108.477
2020-07-25,-108.477
2020-07-26,-108.477
2020-07-27,-108.477
2020-07-28,-108.477
2020-07-29,-108.477
2020-07-30,-108.477
2020-07-31,-108.477
2020-08-01,-108.477
2020-08-02,-108.477
2020-08-03,-108.477
2020-08-04,-108.477
2020-08-05,-108.477
2020-08-06,-108.477
2020-08-07,-108.477
2020-08-08,-108.477
2020-08-09,-108.477
2020-08-10,-108.477
2020-08-11,-108.477
2020-08-12,-108.477
2020-08-13,-108.477
2020-08-14,-108.477
2020-08-15,-108.477
2020-08-16,-108.477
2020-08-17,-108.477
2020-08-18,-108.477
2020-08-19,-108.477
2020-08-20,-108.477
2020-08-21,-108.477
2020-08-22,-108.477
2020-08-23,-108.477
2020-08-24,-108.477
2020-08-25,-108.477
2020-08-26,-108.477
2020-08-27,-108.477
2020-08-28,-108.477
2020-08-29,-108.477
2020-08-30,-108.477
2020-08-31,-108.477
2020-09-01,-108.477
2020-09-02,-108.477
2020-09-03,-108.477
2020-09-04,-108.477
2020-09-05,-108.477
2020-09-06,-108.477
2020-09-07,-108.477
2020-09-08,-108.477
2020-09-09,-108.477
2020-09-10,-108.477
2020-09-11,-108.477
2020-09-12,-108.477
2020-09-13,-108.477
2020-09-14,-108.477
2020-09-15,-108.477
2020-09-16,-108.477
2020-09-17,-108.477
2020-09-18,-108.477
2020-09-19,-108.477
2020-09-20,-108.477
2020-09-21,-108.477
2020-09-22,-108.477
2020-09-23,-108.477
2020-09-24,-108.477
2020-09-25,-108.477
2020-09-26,-108.477
2020-09-27,-108.477
2020-09-28,-108.477
2020-09-29,-108.477
2020-09-30,-106.6724
2020-10-01,-106.6724
2020-10-02,-106.6724
2020-10-03,-106.6724
2020-10-04,-106.6724
2020-10-05,-106.6724
2020-10-06,-106.6724
2020-10-07,-106.6724
2020-10-08,-106.6724
2020-10-09,-106.6724
2020-10-10,-106.6724
2020-10-11,-106.6724
2020-10-12,-106.6724
2020-10-13,-106.6724
2020-10-14,-106.6724
2020-10-15,-106.6724
2020-10-16,-106.6724
2020-10-17,-106.6724
2020-10-18,-106.6724
2020-10-19,-106.6724
2020-10-20,-106.6724
2020-10-21,-106.6724
2020-10-22,-106.6724
2020-10-23,-106.6724
2020-10-24,-106.6724
2020-10-25,-106.6724
2020-10-26,-106.6724
2020-10-27,-106.6724
2020-10-28,-106.6724
2020-10-29,-106.6724
2020-10-30,-106.6724
2020-10-31,-106.6724
2020-11-01,-106.6724
2020-11-02,-106.6724
2020-11-03,-106.6724
2020-11-04,-106.6724
2020-11-05,-106.6724
2020-11-06,-106.6724
2020-11-07,-106.6724
2020-11-08,-106.6724
2020-11-09,-106.6724
2020-11-10,-106.6724
2020-11-11,-106.6724
2020-11-12,-106.6724
2020-11-13,-106.6724
2020-11-14,-106.6724
2020-11-15,-106.6724
2020-11-16,-106.6724
2020-11-17,-106.6724
2020-11-18,-106.6724
2020-11-19,-106.6724
2020-11-20,-106.6724
2020-11-21,-106.6724
2020-11-22,-106.6724
2020-11-23,-106.6724
2020-11-24,-106.6724
2020-11-25,-106.6724
2020-11-26,-106.6724
2020-11-27,-106.6724
2020-11-28,-106.6724
2020-11-29,-106.6724
2020-11-30,-106.6724
2020-12-01,-106.6724
2020-12-02,-106.6724
2020-12-03,-106.6724
2020-12-04,-106.6724
2020-12-05,-106.6724
2020-12-06,-106.6724
2020-12-07,-106.6724
2020-12-08,-106.6724
2020-12-09,-106.6724
2020-12-10,-106.6724
2020-12-11,-106.6724
2020-12-12,-106.6724
2020-12-13,-106.6724
2020-12-14,-106.6724
2020-12-15,-106.6724
2020-12-16,-106.6724
2020-12-17,-106.6724
2020-12-18,-106.6724
2020-12-19,-106.6724
2020-12-20,-106.6724
2020-12-21,-106.6724
2020-12-22,-106.6724
2020-12-23,-106.6724
2020-12-24,-106.6724
2020-12-25,-106.6724
2020-12-26,-106.6724
2020-12-27,-106.6724
2020-12-28,-106.6724
2020-12-29,-106.6724
2020-12-30,-106.6724
2020-12-31,-103.9827
2021-01-01,-103.9827
2021-01-02,-103.9827
2021-01-03,-103.9827
2021-01-04,-103.9827
2021-01-05,-103.9827
