,MA US Equity
,RETURN_COM_EQY
2020-01-01,143.8342
2020-01-02,143.8342
2020-01-03,143.8342
2020-01-04,143.8342
2020-01-05,143.8342
2020-01-06,143.8342
2020-01-07,143.8342
2020-01-08,143.8342
2020-01-09,143.8342
2020-01-10,143.8342
2020-01-11,143.8342
2020-01-12,143.8342
2020-01-13,143.8342
2020-01-14,143.8342
2020-01-15,143.8342
2020-01-16,143.8342
2020-01-17,143.8342
2020-01-18,143.8342
2020-01-19,143.8342
2020-01-20,143.8342
2020-01-21,143.8342
2020-01-22,143.8342
2020-01-23,143.8342
2020-01-24,143.8342
2020-01-25,143.8342
2020-01-26,143.8342
2020-01-27,143.8342
2020-01-28,143.8342
2020-01-29,143.8342
2020-01-30,143.8342
2020-01-31,143.8342
2020-02-01,143.8342
2020-02-02,143.8342
2020-02-03,143.8342
2020-02-04,143.8342
2020-02-05,143.8342
2020-02-06,143.8342
2020-02-07,143.8342
2020-02-08,143.8342
2020-02-09,143.8342
2020-02-10,143.8342
2020-02-11,143.8342
2020-02-12,143.8342
2020-02-13,143.8342
2020-02-14,143.8342
2020-02-15,143.8342
2020-02-16,143.8342
2020-02-17,143.8342
2020-02-18,143.8342
2020-02-19,143.8342
2020-02-20,143.8342
2020-02-21,143.8342
2020-02-22,143.8342
2020-02-23,143.8342
2020-02-24,143.8342
2020-02-25,143.8342
2020-02-26,143.8342
2020-02-27,143.8342
2020-02-28,143.8342
2020-02-29,143.8342
2020-03-01,143.8342
2020-03-02,143.8342
2020-03-03,143.8342
2020-03-04,143.8342
2020-03-05,143.8342
2020-03-06,143.8342
2020-03-07,143.8342
2020-03-08,143.8342
2020-03-09,143.8342
2020-03-10,143.8342
2020-03-11,143.8342
2020-03-12,143.8342
2020-03-13,143.8342
2020-03-14,143.8342
2020-03-15,143.8342
2020-03-16,143.8342
2020-03-17,143.8342
2020-03-18,143.8342
2020-03-19,143.8342
2020-03-20,143.8342
2020-03-21,143.8342
2020-03-22,143.8342
2020-03-23,143.8342
2020-03-24,143.8342
2020-03-25,143.8342
2020-03-26,143.8342
2020-03-27,143.8342
2020-03-28,143.8342
2020-03-29,143.8342
2020-03-30,143.8342
2020-03-31,150.4638
2020-04-01,150.4638
2020-04-02,150.4638
2020-04-03,150.4638
2020-04-04,150.4638
2020-04-05,150.4638
2020-04-06,150.4638
2020-04-07,150.4638
2020-04-08,150.4638
2020-04-09,150.4638
2020-04-10,150.4638
2020-04-11,150.4638
2020-04-12,150.4638
2020-04-13,150.4638
2020-04-14,150.4638
2020-04-15,150.4638
2020-04-16,150.4638
2020-04-17,150.4638
2020-04-18,150.4638
2020-04-19,150.4638
2020-04-20,150.4638
2020-04-21,150.4638
2020-04-22,150.4638
2020-04-23,150.4638
2020-04-24,150.4638
2020-04-25,150.4638
2020-04-26,150.4638
2020-04-27,150.4638
2020-04-28,150.4638
2020-04-29,150.4638
2020-04-30,150.4638
2020-05-01,150.4638
2020-05-02,150.4638
2020-05-03,150.4638
2020-05-04,150.4638
2020-05-05,150.4638
2020-05-06,150.4638
2020-05-07,150.4638
2020-05-08,150.4638
2020-05-09,150.4638
2020-05-10,150.4638
2020-05-11,150.4638
2020-05-12,150.4638
2020-05-13,150.4638
2020-05-14,150.4638
2020-05-15,150.4638
2020-05-16,150.4638
2020-05-17,150.4638
2020-05-18,150.4638
2020-05-19,150.4638
2020-05-20,150.4638
