,HZNP US Equity
2020-07-15,26.6515
2020-07-16,26.6515
2020-07-17,26.6515
2020-07-18,26.6515
2020-07-19,26.6515
2020-07-20,26.6515
2020-07-21,26.6515
2020-07-22,26.6515
2020-07-23,26.6515
2020-07-24,26.6515
2020-07-25,26.6515
2020-07-26,26.6515
2020-07-27,26.6515
2020-07-28,26.6515
2020-07-29,26.6515
2020-07-30,26.6515
2020-07-31,26.6515
2020-08-01,26.6515
2020-08-02,26.6515
2020-08-03,26.6515
2020-08-04,26.6515
2020-08-05,26.6515
2020-08-06,26.6515
2020-08-07,26.6515
2020-08-08,26.6515
2020-08-09,26.6515
2020-08-10,26.6515
2020-08-11,26.6515
2020-08-12,26.6515
2020-08-13,26.6515
2020-08-14,26.6515
2020-08-15,26.6515
2020-08-16,26.6515
2020-08-17,26.6515
2020-08-18,26.6515
2020-08-19,26.6515
2020-08-20,26.6515
2020-08-21,26.6515
2020-08-22,26.6515
2020-08-23,26.6515
2020-08-24,26.6515
2020-08-25,26.6515
2020-08-26,26.6515
2020-08-27,26.6515
2020-08-28,26.6515
2020-08-29,26.6515
2020-08-30,26.6515
2020-08-31,26.6515
2020-09-01,26.6515
2020-09-02,26.6515
2020-09-03,26.6515
2020-09-04,26.6515
2020-09-05,26.6515
2020-09-06,26.6515
2020-09-07,26.6515
2020-09-08,26.6515
2020-09-09,26.6515
2020-09-10,26.6515
2020-09-11,26.6515
2020-09-12,26.6515
2020-09-13,26.6515
2020-09-14,26.6515
2020-09-15,26.6515
2020-09-16,26.6515
2020-09-17,26.6515
2020-09-18,26.6515
2020-09-19,26.6515
2020-09-20,26.6515
2020-09-21,26.6515
2020-09-22,26.6515
2020-09-23,26.6515
2020-09-24,26.6515
2020-09-25,26.6515
2020-09-26,26.6515
2020-09-27,26.6515
2020-09-28,26.6515
2020-09-29,26.6515
2020-09-30,29.5946
2020-10-01,29.5946
2020-10-02,29.5946
2020-10-03,29.5946
2020-10-04,29.5946
2020-10-05,29.5946
2020-10-06,29.5946
2020-10-07,29.5946
2020-10-08,29.5946
2020-10-09,29.5946
2020-10-10,29.5946
2020-10-11,29.5946
2020-10-12,29.5946
2020-10-13,29.5946
2020-10-14,29.5946
2020-10-15,29.5946
2020-10-16,29.5946
2020-10-17,29.5946
2020-10-18,29.5946
2020-10-19,29.5946
2020-10-20,29.5946
2020-10-21,29.5946
2020-10-22,29.5946
2020-10-23,29.5946
2020-10-24,29.5946
2020-10-25,29.5946
2020-10-26,29.5946
2020-10-27,29.5946
2020-10-28,29.5946
2020-10-29,29.5946
2020-10-30,29.5946
2020-10-31,29.5946
2020-11-01,29.5946
2020-11-02,29.5946
2020-11-03,29.5946
2020-11-04,29.5946
2020-11-05,29.5946
2020-11-06,29.5946
2020-11-07,29.5946
2020-11-08,29.5946
2020-11-09,29.5946
2020-11-10,29.5946
2020-11-11,29.5946
2020-11-12,29.5946
2020-11-13,29.5946
2020-11-14,29.5946
2020-11-15,29.5946
2020-11-16,29.5946
2020-11-17,29.5946
2020-11-18,29.5946
2020-11-19,29.5946
2020-11-20,29.5946
2020-11-21,29.5946
2020-11-22,29.5946
2020-11-23,29.5946
2020-11-24,29.5946
2020-11-25,29.5946
2020-11-26,29.5946
2020-11-27,29.5946
2020-11-28,29.5946
2020-11-29,29.5946
2020-11-30,29.5946
2020-12-01,29.5946
2020-12-02,29.5946
2020-12-03,29.5946
2020-12-04,29.5946
2020-12-05,29.5946
2020-12-06,29.5946
2020-12-07,29.5946
2020-12-08,29.5946
2020-12-09,29.5946
2020-12-10,29.5946
2020-12-11,29.5946
2020-12-12,29.5946
2020-12-13,29.5946
2020-12-14,29.5946
2020-12-15,29.5946
2020-12-16,29.5946
2020-12-17,29.5946
2020-12-18,29.5946
2020-12-19,29.5946
2020-12-20,29.5946
2020-12-21,29.5946
2020-12-22,29.5946
2020-12-23,29.5946
2020-12-24,29.5946
2020-12-25,29.5946
2020-12-26,29.5946
2020-12-27,29.5946
2020-12-28,29.5946
2020-12-29,29.5946
2020-12-30,29.5946
2020-12-31,12.5522
2021-01-01,12.5522
2021-01-02,12.5522
2021-01-03,12.5522
2021-01-04,12.5522
2021-01-05,12.5522
2021-01-06,12.5522
2021-01-07,12.5522
2021-01-08,12.5522
2021-01-09,12.5522
2021-01-10,12.5522
2021-01-11,12.5522
2021-01-12,12.5522
2021-01-13,12.5522
2021-01-14,12.5522
2021-01-15,12.5522
2021-01-16,12.5522
2021-01-17,12.5522
2021-01-18,12.5522
2021-01-19,12.5522
2021-01-20,12.5522
2021-01-21,12.5522
2021-01-22,12.5522
2021-01-23,12.5522
2021-01-24,12.5522
2021-01-25,12.5522
2021-01-26,12.5522
2021-01-27,12.5522
2021-01-28,12.5522
2021-01-29,12.5522
2021-01-30,12.5522
2021-01-31,12.5522
2021-02-01,12.5522
2021-02-02,12.5522
2021-02-03,12.5522
2021-02-04,12.5522
2021-02-05,12.5522
2021-02-06,12.5522
2021-02-07,12.5522
2021-02-08,12.5522
2021-02-09,12.5522
2021-02-10,12.5522
2021-02-11,12.5522
2021-02-12,12.5522
2021-02-13,12.5522
2021-02-14,12.5522
2021-02-15,12.5522
2021-02-16,12.5522
2021-02-17,12.5522
2021-02-18,12.5522
2021-02-19,12.5522
2021-02-20,12.5522
2021-02-21,12.5522
2021-02-22,12.5522
2021-02-23,12.5522
2021-02-24,12.5522
2021-02-25,12.5522
2021-02-26,12.5522
2021-02-27,12.5522
2021-02-28,12.5522
2021-03-01,12.5522
2021-03-02,12.5522
2021-03-03,12.5522
2021-03-04,12.5522
2021-03-05,12.5522
2021-03-06,12.5522
2021-03-07,12.5522
2021-03-08,12.5522
2021-03-09,12.5522
2021-03-10,12.5522
2021-03-11,12.5522
2021-03-12,12.5522
2021-03-13,12.5522
2021-03-14,12.5522
2021-03-15,12.5522
2021-03-16,12.5522
2021-03-17,12.5522
2021-03-18,12.5522
2021-03-19,12.5522
2021-03-20,12.5522
2021-03-21,12.5522
2021-03-22,12.5522
2021-03-23,12.5522
2021-03-24,12.5522
2021-03-25,12.5522
2021-03-26,12.5522
2021-03-27,12.5522
2021-03-28,12.5522
2021-03-29,12.5522
2021-03-30,12.5522
2021-03-31,9.2679
2021-04-01,9.2679
2021-04-02,9.2679
2021-04-03,9.2679
2021-04-04,9.2679
2021-04-05,9.2679
2021-04-06,9.2679
2021-04-07,9.2679
2021-04-08,9.2679
2021-04-09,9.2679
2021-04-10,9.2679
2021-04-11,9.2679
2021-04-12,9.2679
2021-04-13,9.2679
2021-04-14,9.2679
2021-04-15,9.2679
2021-04-16,9.2679
2021-04-17,9.2679
2021-04-18,9.2679
2021-04-19,9.2679
2021-04-20,9.2679
2021-04-21,9.2679
2021-04-22,9.2679
2021-04-23,9.2679
2021-04-24,9.2679
2021-04-25,9.2679
2021-04-26,9.2679
2021-04-27,9.2679
2021-04-28,9.2679
2021-04-29,9.2679
2021-04-30,9.2679
2021-05-01,9.2679
2021-05-02,9.2679
2021-05-03,9.2679
2021-05-04,9.2679
2021-05-05,9.2679
2021-05-06,9.2679
2021-05-07,9.2679
2021-05-08,9.2679
2021-05-09,9.2679
2021-05-10,9.2679
2021-05-11,9.2679
2021-05-12,9.2679
2021-05-13,9.2679
2021-05-14,9.2679
2021-05-15,9.2679
2021-05-16,9.2679
2021-05-17,9.2679
2021-05-18,9.2679
2021-05-19,9.2679
2021-05-20,9.2679
2021-05-21,9.2679
2021-05-22,9.2679
2021-05-23,9.2679
2021-05-24,9.2679
2021-05-25,9.2679
2021-05-26,9.2679
2021-05-27,9.2679
2021-05-28,9.2679
2021-05-29,9.2679
2021-05-30,9.2679
2021-05-31,9.2679
2021-06-01,9.2679
2021-06-02,9.2679
2021-06-03,9.2679
2021-06-04,9.2679
2021-06-05,9.2679
2021-06-06,9.2679
2021-06-07,9.2679
2021-06-08,9.2679
2021-06-09,9.2679
2021-06-10,9.2679
2021-06-11,9.2679
2021-06-12,9.2679
2021-06-13,9.2679
2021-06-14,9.2679
2021-06-15,9.2679
2021-06-16,9.2679
2021-06-17,9.2679
2021-06-18,9.2679
2021-06-19,9.2679
2021-06-20,9.2679
2021-06-21,9.2679
2021-06-22,9.2679
2021-06-23,9.2679
2021-06-24,9.2679
2021-06-25,9.2679
2021-06-26,9.2679
2021-06-27,9.2679
2021-06-28,9.2679
2021-06-29,9.2679
2021-06-30,16.1033
2021-07-01,16.1033
2021-07-02,16.1033
2021-07-03,16.1033
2021-07-04,16.1033
2021-07-05,16.1033
2021-07-06,16.1033
2021-07-07,16.1033
2021-07-08,16.1033
2021-07-09,16.1033
2021-07-10,16.1033
2021-07-11,16.1033
2021-07-12,16.1033
2021-07-13,16.1033
2021-07-14,16.1033
2021-07-15,16.1033
2021-07-16,16.1033
2021-07-17,16.1033
2021-07-18,16.1033
2021-07-19,16.1033
2021-07-20,16.1033
2021-07-21,16.1033
2021-07-22,16.1033
2021-07-23,16.1033
2021-07-24,16.1033
2021-07-25,16.1033
2021-07-26,16.1033
2021-07-27,16.1033
2021-07-28,16.1033
2021-07-29,16.1033
2021-07-30,16.1033
2021-07-31,16.1033
2021-08-01,16.1033
2021-08-02,16.1033
2021-08-03,16.1033
2021-08-04,16.1033
2021-08-05,16.1033
2021-08-06,16.1033
2021-08-07,16.1033
2021-08-08,16.1033
2021-08-09,16.1033
2021-08-10,16.1033
2021-08-11,16.1033
2021-08-12,16.1033
2021-08-13,16.1033
2021-08-14,16.1033
2021-08-15,16.1033
2021-08-16,16.1033
2021-08-17,16.1033
2021-08-18,16.1033
2021-08-19,16.1033
2021-08-20,16.1033
2021-08-21,16.1033
2021-08-22,16.1033
2021-08-23,16.1033
2021-08-24,16.1033
2021-08-25,16.1033
2021-08-26,16.1033
2021-08-27,16.1033
2021-08-28,16.1033
2021-08-29,16.1033
2021-08-30,16.1033
2021-08-31,16.1033
2021-09-01,16.1033
2021-09-02,16.1033
2021-09-03,16.1033
2021-09-04,16.1033
2021-09-05,16.1033
2021-09-06,16.1033
2021-09-07,16.1033
2021-09-08,16.1033
2021-09-09,16.1033
2021-09-10,16.1033
2021-09-11,16.1033
2021-09-12,16.1033
2021-09-13,16.1033
2021-09-14,16.1033
2021-09-15,16.1033
2021-09-16,16.1033
2021-09-17,16.1033
2021-09-18,16.1033
2021-09-19,16.1033
2021-09-20,16.1033
2021-09-21,16.1033
2021-09-22,16.1033
2021-09-23,16.1033
2021-09-24,16.1033
2021-09-25,16.1033
2021-09-26,16.1033
2021-09-27,16.1033
2021-09-28,16.1033
2021-09-29,16.1033
2021-09-30,13.3834
2021-10-01,13.3834
2021-10-02,13.3834
2021-10-03,13.3834
2021-10-04,13.3834
2021-10-05,13.3834
2021-10-06,13.3834
2021-10-07,13.3834
2021-10-08,13.3834
2021-10-09,13.3834
2021-10-10,13.3834
2021-10-11,13.3834
2021-10-12,13.3834
2021-10-13,13.3834
2021-10-14,13.3834
2021-10-15,13.3834
2021-10-16,13.3834
2021-10-17,13.3834
2021-10-18,13.3834
2021-10-19,13.3834
2021-10-20,13.3834
2021-10-21,13.3834
2021-10-22,13.3834
2021-10-23,13.3834
2021-10-24,13.3834
2021-10-25,13.3834
2021-10-26,13.3834
2021-10-27,13.3834
2021-10-28,13.3834
2021-10-29,13.3834
2021-10-30,13.3834
2021-10-31,13.3834
2021-11-01,13.3834
2021-11-02,13.3834
2021-11-03,13.3834
2021-11-04,13.3834
2021-11-05,13.3834
2021-11-06,13.3834
2021-11-07,13.3834
2021-11-08,13.3834
2021-11-09,13.3834
2021-11-10,13.3834
2021-11-11,13.3834
2021-11-12,13.3834
2021-11-13,13.3834
2021-11-14,13.3834
2021-11-15,13.3834
2021-11-16,13.3834
2021-11-17,13.3834
2021-11-18,13.3834
2021-11-19,13.3834
2021-11-20,13.3834
2021-11-21,13.3834
2021-11-22,13.3834
2021-11-23,13.3834
2021-11-24,13.3834
2021-11-25,13.3834
2021-11-26,13.3834
2021-11-27,13.3834
2021-11-28,13.3834
2021-11-29,13.3834
2021-11-30,13.3834
2021-12-01,13.3834
2021-12-02,13.3834
2021-12-03,13.3834
2021-12-04,13.3834
2021-12-05,13.3834
2021-12-06,13.3834
2021-12-07,13.3834
2021-12-08,13.3834
2021-12-09,13.3834
2021-12-10,13.3834
2021-12-11,13.3834
2021-12-12,13.3834
2021-12-13,13.3834
2021-12-14,13.3834
2021-12-15,13.3834
2021-12-16,13.3834
2021-12-17,13.3834
2021-12-18,13.3834
2021-12-19,13.3834
2021-12-20,13.3834
2021-12-21,13.3834
2021-12-22,13.3834
2021-12-23,13.3834
2021-12-24,13.3834
2021-12-25,13.3834
2021-12-26,13.3834
2021-12-27,13.3834
2021-12-28,13.3834
2021-12-29,13.3834
2021-12-30,13.3834
2021-12-31,12.2903
2022-01-01,12.2903
2022-01-02,12.2903
2022-01-03,12.2903
2022-01-04,12.2903
2022-01-05,12.2903
2022-01-06,12.2903
2022-01-07,12.2903
2022-01-08,12.2903
2022-01-09,12.2903
2022-01-10,12.2903
2022-01-11,12.2903
2022-01-12,12.2903
2022-01-13,12.2903
2022-01-14,12.2903
2022-01-15,12.2903
2022-01-16,12.2903
2022-01-17,12.2903
2022-01-18,12.2903
2022-01-19,12.2903
2022-01-20,12.2903
2022-01-21,12.2903
2022-01-22,12.2903
2022-01-23,12.2903
2022-01-24,12.2903
2022-01-25,12.2903
2022-01-26,12.2903
2022-01-27,12.2903
2022-01-28,12.2903
2022-01-29,12.2903
2022-01-30,12.2903
2022-01-31,12.2903
2022-02-01,12.2903
2022-02-02,12.2903
2022-02-03,12.2903
2022-02-04,12.2903
2022-02-05,12.2903
2022-02-06,12.2903
2022-02-07,12.2903
2022-02-08,12.2903
2022-02-09,12.2903
2022-02-10,12.2903
2022-02-11,12.2903
2022-02-12,12.2903
2022-02-13,12.2903
2022-02-14,12.2903
2022-02-15,12.2903
2022-02-16,12.2903
2022-02-17,12.2903
2022-02-18,12.2903
2022-02-19,12.2903
2022-02-20,12.2903
2022-02-21,12.2903
2022-02-22,12.2903
2022-02-23,12.2903
2022-02-24,12.2903
2022-02-25,12.2903
2022-02-26,12.2903
2022-02-27,12.2903
2022-02-28,12.2903
2022-03-01,12.2903
2022-03-02,12.2903
2022-03-03,12.2903
2022-03-04,12.2903
2022-03-05,12.2903
2022-03-06,12.2903
2022-03-07,12.2903
2022-03-08,12.2903
2022-03-09,12.2903
2022-03-10,12.2903
2022-03-11,12.2903
2022-03-12,12.2903
2022-03-13,12.2903
2022-03-14,12.2903
2022-03-15,12.2903
2022-03-16,12.2903
2022-03-17,12.2903
2022-03-18,12.2903
2022-03-19,12.2903
2022-03-20,12.2903
2022-03-21,12.2903
2022-03-22,12.2903
2022-03-23,12.2903
2022-03-24,12.2903
2022-03-25,12.2903
2022-03-26,12.2903
2022-03-27,12.2903
2022-03-28,12.2903
2022-03-29,12.2903
2022-03-30,12.2903
2022-03-31,19.8811
2022-04-01,19.8811
2022-04-02,19.8811
2022-04-03,19.8811
2022-04-04,19.8811
2022-04-05,19.8811
2022-04-06,19.8811
2022-04-07,19.8811
2022-04-08,19.8811
2022-04-09,19.8811
2022-04-10,19.8811
2022-04-11,19.8811
2022-04-12,19.8811
2022-04-13,19.8811
2022-04-14,19.8811
2022-04-15,19.8811
2022-04-16,19.8811
2022-04-17,19.8811
2022-04-18,19.8811
2022-04-19,19.8811
2022-04-20,19.8811
2022-04-21,19.8811
2022-04-22,19.8811
2022-04-23,19.8811
2022-04-24,19.8811
2022-04-25,19.8811
2022-04-26,19.8811
2022-04-27,19.8811
2022-04-28,19.8811
2022-04-29,19.8811
2022-04-30,19.8811
2022-05-01,19.8811
2022-05-02,19.8811
2022-05-03,19.8811
2022-05-04,19.8811
2022-05-05,19.8811
2022-05-06,19.8811
2022-05-07,19.8811
2022-05-08,19.8811
2022-05-09,19.8811
2022-05-10,19.8811
2022-05-11,19.8811
2022-05-12,19.8811
2022-05-13,19.8811
2022-05-14,19.8811
2022-05-15,19.8811
2022-05-16,19.8811
2022-05-17,19.8811
2022-05-18,19.8811
2022-05-19,19.8811
2022-05-20,19.8811
2022-05-21,19.8811
2022-05-22,19.8811
2022-05-23,19.8811
2022-05-24,19.8811
2022-05-25,19.8811
2022-05-26,19.8811
2022-05-27,19.8811
2022-05-28,19.8811
2022-05-29,19.8811
2022-05-30,19.8811
2022-05-31,19.8811
2022-06-01,19.8811
2022-06-02,19.8811
2022-06-03,19.8811
2022-06-04,19.8811
2022-06-05,19.8811
2022-06-06,19.8811
2022-06-07,19.8811
2022-06-08,19.8811
2022-06-09,19.8811
2022-06-10,19.8811
2022-06-11,19.8811
2022-06-12,19.8811
2022-06-13,19.8811
2022-06-14,19.8811
2022-06-15,19.8811
2022-06-16,19.8811
2022-06-17,19.8811
2022-06-18,19.8811
2022-06-19,19.8811
2022-06-20,19.8811
2022-06-21,19.8811
2022-06-22,19.8811
2022-06-23,19.8811
2022-06-24,19.8811
2022-06-25,19.8811
2022-06-26,19.8811
2022-06-27,19.8811
2022-06-28,19.8811
2022-06-29,19.8811
2022-06-30,16.963
2022-07-01,16.963
2022-07-02,16.963
2022-07-03,16.963
2022-07-04,16.963
2022-07-05,16.963
2022-07-06,16.963
2022-07-07,16.963
2022-07-08,16.963
2022-07-09,16.963
2022-07-10,16.963
2022-07-11,16.963
2022-07-12,16.963
2022-07-13,16.963
2022-07-14,16.963
2022-07-15,16.963
2022-07-16,16.963
2022-07-17,16.963
2022-07-18,16.963
2022-07-19,16.963
2022-07-20,16.963
2022-07-21,16.963
2022-07-22,16.963
2022-07-23,16.963
2022-07-24,16.963
2022-07-25,16.963
2022-07-26,16.963
2022-07-27,16.963
2022-07-28,16.963
2022-07-29,16.963
2022-07-30,16.963
2022-07-31,16.963
2022-08-01,16.963
2022-08-02,16.963
2022-08-03,16.963
2022-08-04,16.963
2022-08-05,16.963
2022-08-06,16.963
2022-08-07,16.963
2022-08-08,16.963
2022-08-09,16.963
2022-08-10,16.963
2022-08-11,16.963
2022-08-12,16.963
2022-08-13,16.963
2022-08-14,16.963
2022-08-15,16.963
2022-08-16,16.963
2022-08-17,16.963
2022-08-18,16.963
2022-08-19,16.963
2022-08-20,16.963
2022-08-21,16.963
2022-08-22,16.963
2022-08-23,16.963
2022-08-24,16.963
2022-08-25,16.963
2022-08-26,16.963
2022-08-27,16.963
2022-08-28,16.963
2022-08-29,16.963
2022-08-30,16.963
2022-08-31,16.963
2022-09-01,16.963
2022-09-02,16.963
2022-09-03,16.963
2022-09-04,16.963
2022-09-05,16.963
2022-09-06,16.963
2022-09-07,16.963
2022-09-08,16.963
2022-09-09,16.963
2022-09-10,16.963
2022-09-11,16.963
2022-09-12,16.963
2022-09-13,16.963
2022-09-14,16.963
2022-09-15,16.963
2022-09-16,16.963
2022-09-17,16.963
2022-09-18,16.963
2022-09-19,16.963
2022-09-20,16.963
2022-09-21,16.963
2022-09-22,16.963
2022-09-23,16.963
2022-09-24,16.963
2022-09-25,16.963
2022-09-26,16.963
2022-09-27,16.963
2022-09-28,16.963
2022-09-29,16.963
2022-09-30,12.1101
2022-10-01,12.1101
2022-10-02,12.1101
2022-10-03,12.1101
2022-10-04,12.1101
2022-10-05,12.1101
2022-10-06,12.1101
2022-10-07,12.1101
2022-10-08,12.1101
2022-10-09,12.1101
2022-10-10,12.1101
2022-10-11,12.1101
2022-10-12,12.1101
2022-10-13,12.1101
2022-10-14,12.1101
2022-10-15,12.1101
2022-10-16,12.1101
2022-10-17,12.1101
2022-10-18,12.1101
2022-10-19,12.1101
2022-10-20,12.1101
2022-10-21,12.1101
2022-10-22,12.1101
2022-10-23,12.1101
2022-10-24,12.1101
2022-10-25,12.1101
2022-10-26,12.1101
2022-10-27,12.1101
2022-10-28,12.1101
2022-10-29,12.1101
2022-10-30,12.1101
2022-10-31,12.1101
2022-11-01,12.1101
2022-11-02,12.1101
2022-11-03,12.1101
2022-11-04,12.1101
2022-11-05,12.1101
2022-11-06,12.1101
2022-11-07,12.1101
2022-11-08,12.1101
2022-11-09,12.1101
2022-11-10,12.1101
2022-11-11,12.1101
2022-11-12,12.1101
2022-11-13,12.1101
2022-11-14,12.1101
2022-11-15,12.1101
2022-11-16,12.1101
2022-11-17,12.1101
2022-11-18,12.1101
2022-11-19,12.1101
2022-11-20,12.1101
2022-11-21,12.1101
2022-11-22,12.1101
2022-11-23,12.1101
2022-11-24,12.1101
2022-11-25,12.1101
2022-11-26,12.1101
2022-11-27,12.1101
2022-11-28,12.1101
2022-11-29,12.1101
2022-11-30,12.1101
2022-12-01,12.1101
2022-12-02,12.1101
2022-12-03,12.1101
2022-12-04,12.1101
2022-12-05,12.1101
2022-12-06,12.1101
2022-12-07,12.1101
2022-12-08,12.1101
2022-12-09,12.1101
2022-12-10,12.1101
2022-12-11,12.1101
2022-12-12,12.1101
2022-12-13,12.1101
2022-12-14,12.1101
2022-12-15,12.1101
2022-12-16,12.1101
2022-12-17,12.1101
2022-12-18,12.1101
2022-12-19,12.1101
2022-12-20,12.1101
2022-12-21,12.1101
2022-12-22,12.1101
2022-12-23,12.1101
2022-12-24,12.1101
2022-12-25,12.1101
2022-12-26,12.1101
2022-12-27,12.1101
2022-12-28,12.1101
2022-12-29,12.1101
2022-12-30,12.1101
2022-12-31,10.703
2023-01-01,10.703
2023-01-02,10.703
2023-01-03,10.703
2023-01-04,10.703
2023-01-05,10.703
2023-01-06,10.703
2023-01-07,10.703
2023-01-08,10.703
2023-01-09,10.703
2023-01-10,10.703
2023-01-11,10.703
2023-01-12,10.703
2023-01-13,10.703
2023-01-14,10.703
2023-01-15,10.703
2023-01-16,10.703
2023-01-17,10.703
2023-01-18,10.703
2023-01-19,10.703
2023-01-20,10.703
2023-01-21,10.703
2023-01-22,10.703
2023-01-23,10.703
2023-01-24,10.703
2023-01-25,10.703
2023-01-26,10.703
2023-01-27,10.703
2023-01-28,10.703
2023-01-29,10.703
2023-01-30,10.703
2023-01-31,10.703
2023-02-01,10.703
2023-02-02,10.703
2023-02-03,10.703
2023-02-04,10.703
2023-02-05,10.703
2023-02-06,10.703
2023-02-07,10.703
2023-02-08,10.703
2023-02-09,10.703
2023-02-10,10.703
2023-02-11,10.703
2023-02-12,10.703
2023-02-13,10.703
2023-02-14,10.703
2023-02-15,10.703
2023-02-16,10.703
2023-02-17,10.703
2023-02-18,10.703
2023-02-19,10.703
2023-02-20,10.703
2023-02-21,10.703
2023-02-22,10.703
2023-02-23,10.703
2023-02-24,10.703
2023-02-25,10.703
2023-02-26,10.703
2023-02-27,10.703
2023-02-28,10.703
2023-03-01,10.703
2023-03-02,10.703
2023-03-03,10.703
2023-03-04,10.703
2023-03-05,10.703
2023-03-06,10.703
2023-03-07,10.703
2023-03-08,10.703
2023-03-09,10.703
2023-03-10,10.703
2023-03-11,10.703
2023-03-12,10.703
2023-03-13,10.703
2023-03-14,10.703
2023-03-15,10.703
2023-03-16,10.703
2023-03-17,10.703
2023-03-18,10.703
2023-03-19,10.703
2023-03-20,10.703
2023-03-21,10.703
2023-03-22,10.703
2023-03-23,10.703
