,JLL US Equity
,RETURN_COM_EQY
2020-01-01,12.1322
2020-01-02,12.1322
2020-01-03,12.1322
2020-01-04,12.1322
2020-01-05,12.1322
2020-01-06,12.1322
2020-01-07,12.1322
2020-01-08,12.1322
2020-01-09,12.1322
2020-01-10,12.1322
2020-01-11,12.1322
2020-01-12,12.1322
2020-01-13,12.1322
2020-01-14,12.1322
2020-01-15,12.1322
2020-01-16,12.1322
2020-01-17,12.1322
2020-01-18,12.1322
2020-01-19,12.1322
2020-01-20,12.1322
2020-01-21,12.1322
2020-01-22,12.1322
2020-01-23,12.1322
2020-01-24,12.1322
2020-01-25,12.1322
2020-01-26,12.1322
2020-01-27,12.1322
2020-01-28,12.1322
2020-01-29,12.1322
2020-01-30,12.1322
2020-01-31,12.1322
2020-02-01,12.1322
2020-02-02,12.1322
2020-02-03,12.1322
2020-02-04,12.1322
2020-02-05,12.1322
2020-02-06,12.1322
2020-02-07,12.1322
2020-02-08,12.1322
2020-02-09,12.1322
2020-02-10,12.1322
2020-02-11,12.1322
2020-02-12,12.1322
2020-02-13,12.1322
2020-02-14,12.1322
2020-02-15,12.1322
2020-02-16,12.1322
2020-02-17,12.1322
2020-02-18,12.1322
2020-02-19,12.1322
2020-02-20,12.1322
2020-02-21,12.1322
2020-02-22,12.1322
2020-02-23,12.1322
2020-02-24,12.1322
2020-02-25,12.1322
2020-02-26,12.1322
2020-02-27,12.1322
2020-02-28,12.1322
2020-02-29,12.1322
2020-03-01,12.1322
2020-03-02,12.1322
2020-03-03,12.1322
2020-03-04,12.1322
2020-03-05,12.1322
2020-03-06,12.1322
2020-03-07,12.1322
2020-03-08,12.1322
2020-03-09,12.1322
2020-03-10,12.1322
2020-03-11,12.1322
2020-03-12,12.1322
2020-03-13,12.1322
2020-03-14,12.1322
2020-03-15,12.1322
2020-03-16,12.1322
2020-03-17,12.1322
2020-03-18,12.1322
2020-03-19,12.1322
2020-03-20,12.1322
2020-03-21,12.1322
2020-03-22,12.1322
2020-03-23,12.1322
2020-03-24,12.1322
2020-03-25,12.1322
2020-03-26,12.1322
2020-03-27,12.1322
2020-03-28,12.1322
2020-03-29,12.1322
2020-03-30,12.1322
2020-03-31,11.9318
2020-04-01,11.9318
2020-04-02,11.9318
2020-04-03,11.9318
2020-04-04,11.9318
2020-04-05,11.9318
2020-04-06,11.9318
2020-04-07,11.9318
2020-04-08,11.9318
2020-04-09,11.9318
2020-04-10,11.9318
2020-04-11,11.9318
2020-04-12,11.9318
2020-04-13,11.9318
2020-04-14,11.9318
2020-04-15,11.9318
2020-04-16,11.9318
2020-04-17,11.9318
2020-04-18,11.9318
2020-04-19,11.9318
2020-04-20,11.9318
2020-04-21,11.9318
2020-04-22,11.9318
2020-04-23,11.9318
2020-04-24,11.9318
2020-04-25,11.9318
2020-04-26,11.9318
2020-04-27,11.9318
2020-04-28,11.9318
2020-04-29,11.9318
2020-04-30,11.9318
2020-05-01,11.9318
2020-05-02,11.9318
2020-05-03,11.9318
2020-05-04,11.9318
2020-05-05,11.9318
2020-05-06,11.9318
2020-05-07,11.9318
2020-05-08,11.9318
2020-05-09,11.9318
2020-05-10,11.9318
2020-05-11,11.9318
2020-05-12,11.9318
2020-05-13,11.9318
2020-05-14,11.9318
2020-05-15,11.9318
2020-05-16,11.9318
2020-05-17,11.9318
2020-05-18,11.9318
2020-05-19,11.9318
2020-05-20,11.9318
2020-05-21,11.9318
2020-05-22,11.9318
2020-05-23,11.9318
2020-05-24,11.9318
2020-05-25,11.9318
2020-05-26,11.9318
2020-05-27,11.9318
2020-05-28,11.9318
2020-05-29,11.9318
2020-05-30,11.9318
2020-05-31,11.9318
2020-06-01,11.9318
2020-06-02,11.9318
2020-06-03,11.9318
2020-06-04,11.9318
2020-06-05,11.9318
2020-06-06,11.9318
2020-06-07,11.9318
2020-06-08,11.9318
2020-06-09,11.9318
2020-06-10,11.9318
2020-06-11,11.9318
2020-06-12,11.9318
2020-06-13,11.9318
2020-06-14,11.9318
2020-06-15,11.9318
2020-06-16,11.9318
2020-06-17,11.9318
2020-06-18,11.9318
2020-06-19,11.9318
2020-06-20,11.9318
2020-06-21,11.9318
2020-06-22,11.9318
2020-06-23,11.9318
2020-06-24,11.9318
2020-06-25,11.9318
2020-06-26,11.9318
2020-06-27,11.9318
2020-06-28,11.9318
2020-06-29,11.9318
2020-06-30,9.5635
2020-07-01,9.5635
2020-07-02,9.5635
