,BGS US Equity
,RETURN_COM_EQY
2023-02-26,-1.2715
2023-02-27,-1.2715
2023-02-28,-1.2715
2023-03-01,-1.2715
2023-03-02,-1.2715
2023-03-03,-1.2715
2023-03-04,-1.2715
2023-03-05,-1.2715
2023-03-06,-1.2715
2023-03-07,-1.2715
2023-03-08,-1.2715
2023-03-09,-1.2715
2023-03-10,-1.2715
2023-03-11,-1.2715
2023-03-12,-1.2715
2023-03-13,-1.2715
2023-03-14,-1.2715
2023-03-15,-1.2715
2023-03-16,-1.2715
2023-03-17,-1.2715
2023-03-18,-1.2715
2023-03-19,-1.2715
2023-03-20,-1.2715
2023-03-21,-1.2715
2023-03-22,-1.2715
2023-03-23,-1.2715
2023-03-24,-1.2715
2023-03-25,-1.2715
2023-03-26,-1.2715
2023-03-27,-1.2715
2023-03-28,-1.2715
2023-03-29,-1.2715
2023-03-30,-1.2715
2023-03-31,-1.2715
2023-04-01,-3.5602
2023-04-02,-3.5602
2023-04-03,-3.5602
2023-04-04,-3.5602
2023-04-05,-3.5602
2023-04-06,-3.5602
2023-04-07,-3.5602
2023-04-08,-3.5602
2023-04-09,-3.5602
2023-04-10,-3.5602
2023-04-11,-3.5602
2023-04-12,-3.5602
2023-04-13,-3.5602
2023-04-14,-3.5602
2023-04-15,-3.5602
2023-04-16,-3.5602
2023-04-17,-3.5602
2023-04-18,-3.5602
2023-04-19,-3.5602
2023-04-20,-3.5602
2023-04-21,-3.5602
2023-04-22,-3.5602
2023-04-23,-3.5602
2023-04-24,-3.5602
2023-04-25,-3.5602
2023-04-26,-3.5602
2023-04-27,-3.5602
2023-04-28,-3.5602
2023-04-29,-3.5602
2023-04-30,-3.5602
2023-05-01,-3.5602
2023-05-02,-3.5602
2023-05-03,-3.5602
2023-05-04,-3.5602
2023-05-05,-3.5602
2023-05-06,-3.5602
2023-05-07,-3.5602
2023-05-08,-3.5602
2023-05-09,-3.5602
2023-05-10,-3.5602
2023-05-11,-3.5602
2023-05-12,-3.5602
2023-05-13,-3.5602
2023-05-14,-3.5602
2023-05-15,-3.5602
2023-05-16,-3.5602
2023-05-17,-3.5602
2023-05-18,-3.5602
2023-05-19,-3.5602
2023-05-20,-3.5602
2023-05-21,-3.5602
2023-05-22,-3.5602
2023-05-23,-3.5602
2023-05-24,-3.5602
2023-05-25,-3.5602
2023-05-26,-3.5602
2023-05-27,-3.5602
2023-05-28,-3.5602
2023-05-29,-3.5602
2023-05-30,-3.5602
2023-05-31,-3.5602
2023-06-01,-3.5602
2023-06-02,-3.5602
2023-06-03,-3.5602
2023-06-04,-3.5602
2023-06-05,-3.5602
2023-06-06,-3.5602
2023-06-07,-3.5602
2023-06-08,-3.5602
2023-06-09,-3.5602
2023-06-10,-3.5602
2023-06-11,-3.5602
2023-06-12,-3.5602
2023-06-13,-3.5602
2023-06-14,-3.5602
2023-06-15,-3.5602
2023-06-16,-3.5602
2023-06-17,-3.5602
2023-06-18,-3.5602
2023-06-19,-3.5602
2023-06-20,-3.5602
2023-06-21,-3.5602
2023-06-22,-3.5602
2023-06-23,-3.5602
2023-06-24,-3.5602
2023-06-25,-3.5602
2023-06-26,-3.5602
2023-06-27,-3.5602
2023-06-28,-3.5602
2023-06-29,-3.5602
2023-06-30,-3.5602
2023-07-01,-2.3596
2023-07-02,-2.3596
2023-07-03,-2.3596
2023-07-04,-2.3596
2023-07-05,-2.3596
2023-07-06,-2.3596
2023-07-07,-2.3596
2023-07-08,-2.3596
2023-07-09,-2.3596
2023-07-10,-2.3596
2023-07-11,-2.3596
2023-07-12,-2.3596
2023-07-13,-2.3596
2023-07-14,-2.3596
2023-07-15,-2.3596
2023-07-16,-2.3596
2023-07-17,-2.3596
2023-07-18,-2.3596
2023-07-19,-2.3596
2023-07-20,-2.3596
2023-07-21,-2.3596
2023-07-22,-2.3596
2023-07-23,-2.3596
2023-07-24,-2.3596
2023-07-25,-2.3596
2023-07-26,-2.3596
2023-07-27,-2.3596
2023-07-28,-2.3596
2023-07-29,-2.3596
2023-07-30,-2.3596
2023-07-31,-2.3596
2023-08-01,-2.3596
2023-08-02,-2.3596
2023-08-03,-2.3596
2023-08-04,-2.3596
2023-08-05,-2.3596
2023-08-06,-2.3596
2023-08-07,-2.3596
2023-08-08,-2.3596
2023-08-09,-2.3596
2023-08-10,-2.3596
2023-08-11,-2.3596
2023-08-12,-2.3596
2023-08-13,-2.3596
2023-08-14,-2.3596
2023-08-15,-2.3596
2023-08-16,-2.3596
2023-08-17,-2.3596
2023-08-18,-2.3596
2023-08-19,-2.3596
2023-08-20,-2.3596
2023-08-21,-2.3596
2023-08-22,-2.3596
2023-08-23,-2.3596
2023-08-24,-2.3596
2023-08-25,-2.3596
2023-08-26,-2.3596
2023-08-27,-2.3596
2023-08-28,-2.3596
2023-08-29,-2.3596
2023-08-30,-2.3596
2023-08-31,-2.3596
2023-09-01,-2.3596
2023-09-02,-2.3596
2023-09-03,-2.3596
2023-09-04,-2.3596
2023-09-05,-2.3596
2023-09-06,-2.3596
2023-09-07,-2.3596
2023-09-08,-2.3596
2023-09-09,-2.3596
2023-09-10,-2.3596
2023-09-11,-2.3596
2023-09-12,-2.3596
2023-09-13,-2.3596
2023-09-14,-2.3596
2023-09-15,-2.3596
2023-09-16,-2.3596
2023-09-17,-2.3596
2023-09-18,-2.3596
2023-09-19,-2.3596
2023-09-20,-2.3596
2023-09-21,-2.3596
2023-09-22,-2.3596
2023-09-23,-2.3596
2023-09-24,-2.3596
2023-09-25,-2.3596
2023-09-26,-2.3596
2023-09-27,-2.3596
2023-09-28,-2.3596
2023-09-29,-2.3596
2023-09-30,-5.2873
2023-10-01,-5.2873
2023-10-02,-5.2873
2023-10-03,-5.2873
2023-10-04,-5.2873
2023-10-05,-5.2873
2023-10-06,-5.2873
2023-10-07,-5.2873
2023-10-08,-5.2873
2023-10-09,-5.2873
2023-10-10,-5.2873
2023-10-11,-5.2873
2023-10-12,-5.2873
2023-10-13,-5.2873
2023-10-14,-5.2873
2023-10-15,-5.2873
2023-10-16,-5.2873
2023-10-17,-5.2873
2023-10-18,-5.2873
2023-10-19,-5.2873
2023-10-20,-5.2873
2023-10-21,-5.2873
2023-10-22,-5.2873
2023-10-23,-5.2873
2023-10-24,-5.2873
2023-10-25,-5.2873
2023-10-26,-5.2873
2023-10-27,-5.2873
2023-10-28,-5.2873
2023-10-29,-5.2873
2023-10-30,-5.2873
2023-10-31,-5.2873
2023-11-01,-5.2873
2023-11-02,-5.2873
2023-11-03,-5.2873
2023-11-04,-5.2873
2023-11-05,-5.2873
2023-11-06,-5.2873
2023-11-07,-5.2873
2023-11-08,-5.2873
2023-11-09,-5.2873
2023-11-10,-5.2873
2023-11-11,-5.2873
2023-11-12,-5.2873
2023-11-13,-5.2873
2023-11-14,-5.2873
2023-11-15,-5.2873
2023-11-16,-5.2873
2023-11-17,-5.2873
2023-11-18,-5.2873
2023-11-19,-5.2873
2023-11-20,-5.2873
2023-11-21,-5.2873
2023-11-22,-5.2873
2023-11-23,-5.2873
2023-11-24,-5.2873
2023-11-25,-5.2873
2023-11-26,-5.2873
2023-11-27,-5.2873
2023-11-28,-5.2873
2023-11-29,-5.2873
2023-11-30,-5.2873
2023-12-01,-5.2873
2023-12-02,-5.2873
2023-12-03,-5.2873
2023-12-04,-5.2873
2023-12-05,-5.2873
2023-12-06,-5.2873
2023-12-07,-5.2873
2023-12-08,-5.2873
2023-12-09,-5.2873
2023-12-10,-5.2873
2023-12-11,-5.2873
2023-12-12,-5.2873
2023-12-13,-5.2873
2023-12-14,-5.2873
2023-12-15,-5.2873
2023-12-16,-5.2873
2023-12-17,-5.2873
2023-12-18,-5.2873
2023-12-19,-5.2873
2023-12-20,-5.2873
2023-12-21,-5.2873
2023-12-22,-5.2873
2023-12-23,-5.2873
2023-12-24,-5.2873
2023-12-25,-5.2873
2023-12-26,-5.2873
2023-12-27,-5.2873
2023-12-28,-5.2873
2023-12-29,-5.2873
2023-12-30,-7.7714
2023-12-31,-7.7714
2024-01-01,-7.7714
2024-01-02,-7.7714
2024-01-03,-7.7714
2024-01-04,-7.7714
2024-01-05,-7.7714
2024-01-06,-7.7714
2024-01-07,-7.7714
2024-01-08,-7.7714
2024-01-09,-7.7714
2024-01-10,-7.7714
2024-01-11,-7.7714
2024-01-12,-7.7714
2024-01-13,-7.7714
2024-01-14,-7.7714
2024-01-15,-7.7714
2024-01-16,-7.7714
2024-01-17,-7.7714
2024-01-18,-7.7714
2024-01-19,-7.7714
2024-01-20,-7.7714
2024-01-21,-7.7714
2024-01-22,-7.7714
2024-01-23,-7.7714
2024-01-24,-7.7714
2024-01-25,-7.7714
2024-01-26,-7.7714
2024-01-27,-7.7714
2024-01-28,-7.7714
2024-01-29,-7.7714
2024-01-30,-7.7714
2024-01-31,-7.7714
2024-02-01,-7.7714
2024-02-02,-7.7714
2024-02-03,-7.7714
2024-02-04,-7.7714
2024-02-05,-7.7714
2024-02-06,-7.7714
2024-02-07,-7.7714
2024-02-08,-7.7714
2024-02-09,-7.7714
2024-02-10,-7.7714
2024-02-11,-7.7714
2024-02-12,-7.7714
2024-02-13,-7.7714
2024-02-14,-7.7714
2024-02-15,-7.7714
2024-02-16,-7.7714
2024-02-17,-7.7714
2024-02-18,-7.7714
2024-02-19,-7.7714
2024-02-20,-7.7714
2024-02-21,-7.7714
2024-02-22,-7.7714
2024-02-23,-7.7714
2024-02-24,-7.7714
2024-02-25,-7.7714
2024-02-26,-7.7714
2024-02-27,-7.7714
2024-02-28,-7.7714
2024-02-29,-7.7714
2024-03-01,-7.7714
2024-03-02,-7.7714
2024-03-03,-7.7714
2024-03-04,-7.7714
2024-03-05,-7.7714
2024-03-06,-7.7714
2024-03-07,-7.7714
2024-03-08,-7.7714
2024-03-09,-7.7714
2024-03-10,-7.7714
2024-03-11,-7.7714
2024-03-12,-7.7714
2024-03-13,-7.7714
2024-03-14,-7.7714
2024-03-15,-7.7714
2024-03-16,-7.7714
2024-03-17,-7.7714
2024-03-18,-7.7714
2024-03-19,-7.7714
2024-03-20,-7.7714
2024-03-21,-7.7714
2024-03-22,-7.7714
2024-03-23,-7.7714
2024-03-24,-7.7714
2024-03-25,-7.7714
2024-03-26,-7.7714
2024-03-27,-7.7714
2024-03-28,-7.7714
2024-03-29,-7.7714
2024-03-30,-7.7714
2024-03-31,-7.7714
2024-04-01,-7.7714
2024-04-02,-7.7714
2024-04-03,-7.7714
2024-04-04,-7.7714
2024-04-05,-7.7714
2024-04-06,-7.7714
2024-04-07,-7.7714
2024-04-08,-7.7714
