,PFE US Equity
,RETURN_COM_EQY
2020-01-01,25.725
2020-01-02,25.725
2020-01-03,25.725
2020-01-04,25.725
2020-01-05,25.725
2020-01-06,25.725
2020-01-07,25.725
2020-01-08,25.725
2020-01-09,25.725
2020-01-10,25.725
2020-01-11,25.725
2020-01-12,25.725
2020-01-13,25.725
2020-01-14,25.725
2020-01-15,25.725
2020-01-16,25.725
2020-01-17,25.725
2020-01-18,25.725
2020-01-19,25.725
2020-01-20,25.725
2020-01-21,25.725
2020-01-22,25.725
2020-01-23,25.725
2020-01-24,25.725
2020-01-25,25.725
2020-01-26,25.725
2020-01-27,25.725
2020-01-28,25.725
2020-01-29,25.725
2020-01-30,25.725
2020-01-31,25.725
2020-02-01,25.725
2020-02-02,25.725
2020-02-03,25.725
2020-02-04,25.725
2020-02-05,25.725
2020-02-06,25.725
2020-02-07,25.725
2020-02-08,25.725
2020-02-09,25.725
2020-02-10,25.725
2020-02-11,25.725
2020-02-12,25.725
2020-02-13,25.725
2020-02-14,25.725
2020-02-15,25.725
2020-02-16,25.725
2020-02-17,25.725
2020-02-18,25.725
2020-02-19,25.725
2020-02-20,25.725
2020-02-21,25.725
2020-02-22,25.725
2020-02-23,25.725
2020-02-24,25.725
2020-02-25,25.725
2020-02-26,25.725
2020-02-27,25.725
2020-02-28,25.725
2020-02-29,25.725
2020-03-01,25.725
2020-03-02,25.725
2020-03-03,25.725
2020-03-04,25.725
2020-03-05,25.725
2020-03-06,25.725
2020-03-07,25.725
2020-03-08,25.725
2020-03-09,25.725
2020-03-10,25.725
2020-03-11,25.725
2020-03-12,25.725
2020-03-13,25.725
2020-03-14,25.725
2020-03-15,25.725
2020-03-16,25.725
2020-03-17,25.725
2020-03-18,25.725
2020-03-19,25.725
2020-03-20,25.725
2020-03-21,25.725
2020-03-22,25.725
2020-03-23,25.725
2020-03-24,25.725
2020-03-25,25.725
2020-03-26,25.725
2020-03-27,25.725
2020-03-28,25.725
2020-03-29,25.4354
2020-03-30,25.4354
2020-03-31,25.4354
2020-04-01,25.4354
2020-04-02,25.4354
2020-04-03,25.4354
2020-04-04,25.4354
2020-04-05,25.4354
2020-04-06,25.4354
2020-04-07,25.4354
2020-04-08,25.4354
2020-04-09,25.4354
2020-04-10,25.4354
2020-04-11,25.4354
2020-04-12,25.4354
2020-04-13,25.4354
2020-04-14,25.4354
2020-04-15,25.4354
2020-04-16,25.4354
2020-04-17,25.4354
2020-04-18,25.4354
2020-04-19,25.4354
2020-04-20,25.4354
2020-04-21,25.4354
2020-04-22,25.4354
2020-04-23,25.4354
2020-04-24,25.4354
2020-04-25,25.4354
2020-04-26,25.4354
2020-04-27,25.4354
2020-04-28,25.4354
2020-04-29,25.4354
2020-04-30,25.4354
2020-05-01,25.4354
2020-05-02,25.4354
2020-05-03,25.4354
2020-05-04,25.4354
2020-05-05,25.4354
2020-05-06,25.4354
2020-05-07,25.4354
2020-05-08,25.4354
2020-05-09,25.4354
2020-05-10,25.4354
2020-05-11,25.4354
2020-05-12,25.4354
2020-05-13,25.4354
2020-05-14,25.4354
2020-05-15,25.4354
2020-05-16,25.4354
2020-05-17,25.4354
2020-05-18,25.4354
2020-05-19,25.4354
2020-05-20,25.4354
2020-05-21,25.4354
2020-05-22,25.4354
2020-05-23,25.4354
2020-05-24,25.4354
2020-05-25,25.4354
2020-05-26,25.4354
2020-05-27,25.4354
2020-05-28,25.4354
2020-05-29,25.4354
2020-05-30,25.4354
2020-05-31,25.4354
2020-06-01,25.4354
2020-06-02,25.4354
2020-06-03,25.4354
2020-06-04,25.4354
2020-06-05,25.4354
2020-06-06,25.4354
2020-06-07,25.4354
2020-06-08,25.4354
2020-06-09,25.4354
2020-06-10,25.4354
2020-06-11,25.4354
2020-06-12,25.4354
2020-06-13,25.4354
2020-06-14,25.4354
2020-06-15,25.4354
2020-06-16,25.4354
2020-06-17,25.4354
2020-06-18,25.4354
2020-06-19,25.4354
2020-06-20,25.4354
2020-06-21,25.4354
2020-06-22,25.4354
2020-06-23,25.4354
2020-06-24,25.4354
2020-06-25,25.4354
2020-06-26,25.4354
2020-06-27,25.4354
2020-06-28,22.9066
2020-06-29,22.9066
2020-06-30,22.9066
2020-07-01,22.9066
2020-07-02,22.9066
2020-07-03,22.9066
2020-07-04,22.9066
2020-07-05,22.9066
2020-07-06,22.9066
2020-07-07,22.9066
2020-07-08,22.9066
2020-07-09,22.9066
2020-07-10,22.9066
2020-07-11,22.9066
2020-07-12,22.9066
2020-07-13,22.9066
2020-07-14,22.9066
2020-07-15,22.9066
2020-07-16,22.9066
2020-07-17,22.9066
2020-07-18,22.9066
2020-07-19,22.9066
2020-07-20,22.9066
2020-07-21,22.9066
2020-07-22,22.9066
2020-07-23,22.9066
2020-07-24,22.9066
2020-07-25,22.9066
2020-07-26,22.9066
2020-07-27,22.9066
2020-07-28,22.9066
2020-07-29,22.9066
2020-07-30,22.9066
2020-07-31,22.9066
2020-08-01,22.9066
2020-08-02,22.9066
2020-08-03,22.9066
2020-08-04,22.9066
2020-08-05,22.9066
2020-08-06,22.9066
2020-08-07,22.9066
2020-08-08,22.9066
2020-08-09,22.9066
2020-08-10,22.9066
2020-08-11,22.9066
2020-08-12,22.9066
2020-08-13,22.9066
2020-08-14,22.9066
2020-08-15,22.9066
2020-08-16,22.9066
2020-08-17,22.9066
2020-08-18,22.9066
2020-08-19,22.9066
2020-08-20,22.9066
2020-08-21,22.9066
2020-08-22,22.9066
2020-08-23,22.9066
2020-08-24,22.9066
2020-08-25,22.9066
2020-08-26,22.9066
2020-08-27,22.9066
2020-08-28,22.9066
2020-08-29,22.9066
2020-08-30,22.9066
2020-08-31,22.9066
2020-09-01,22.9066
2020-09-02,22.9066
2020-09-03,22.9066
2020-09-04,22.9066
2020-09-05,22.9066
2020-09-06,22.9066
2020-09-07,22.9066
2020-09-08,22.9066
2020-09-09,22.9066
2020-09-10,22.9066
2020-09-11,22.9066
2020-09-12,22.9066
2020-09-13,22.9066
2020-09-14,22.9066
2020-09-15,22.9066
2020-09-16,22.9066
2020-09-17,22.9066
2020-09-18,22.9066
2020-09-19,22.9066
2020-09-20,22.9066
2020-09-21,22.9066
2020-09-22,22.9066
2020-09-23,22.9066
2020-09-24,22.9066
2020-09-25,22.9066
2020-09-26,22.9066
2020-09-27,12.2385
2020-09-28,12.2385
2020-09-29,12.2385
2020-09-30,12.2385
2020-10-01,12.2385
2020-10-02,12.2385
2020-10-03,12.2385
2020-10-04,12.2385
2020-10-05,12.2385
2020-10-06,12.2385
2020-10-07,12.2385
2020-10-08,12.2385
2020-10-09,12.2385
2020-10-10,12.2385
2020-10-11,12.2385
2020-10-12,12.2385
2020-10-13,12.2385
2020-10-14,12.2385
2020-10-15,12.2385
2020-10-16,12.2385
2020-10-17,12.2385
2020-10-18,12.2385
2020-10-19,12.2385
2020-10-20,12.2385
2020-10-21,12.2385
2020-10-22,12.2385
2020-10-23,12.2385
2020-10-24,12.2385
2020-10-25,12.2385
2020-10-26,12.2385
2020-10-27,12.2385
2020-10-28,12.2385
2020-10-29,12.2385
2020-10-30,12.2385
2020-10-31,12.2385
2020-11-01,12.2385
2020-11-02,12.2385
2020-11-03,12.2385
2020-11-04,12.2385
2020-11-05,12.2385
2020-11-06,12.2385
2020-11-07,12.2385
2020-11-08,12.2385
2020-11-09,12.2385
2020-11-10,12.2385
2020-11-11,12.2385
2020-11-12,12.2385
2020-11-13,12.2385
2020-11-14,12.2385
2020-11-15,12.2385
2020-11-16,12.2385
2020-11-17,12.2385
2020-11-18,12.2385
2020-11-19,12.2385
2020-11-20,12.2385
2020-11-21,12.2385
2020-11-22,12.2385
2020-11-23,12.2385
2020-11-24,12.2385
2020-11-25,12.2385
2020-11-26,12.2385
2020-11-27,12.2385
2020-11-28,12.2385
2020-11-29,12.2385
2020-11-30,12.2385
2020-12-01,12.2385
2020-12-02,12.2385
2020-12-03,12.2385
2020-12-04,12.2385
2020-12-05,12.2385
2020-12-06,12.2385
2020-12-07,12.2385
2020-12-08,12.2385
2020-12-09,12.2385
2020-12-10,12.2385
2020-12-11,12.2385
2020-12-12,12.2385
2020-12-13,12.2385
2020-12-14,12.2385
2020-12-15,12.2385
2020-12-16,12.2385
2020-12-17,12.2385
2020-12-18,12.2385
2020-12-19,12.2385
2020-12-20,12.2385
2020-12-21,12.2385
2020-12-22,12.2385
2020-12-23,12.2385
2020-12-24,12.2385
2020-12-25,12.2385
2020-12-26,12.2385
2020-12-27,12.2385
2020-12-28,12.2385
2020-12-29,12.2385
2020-12-30,12.2385
2020-12-31,14.4977
2021-01-01,14.4977
2021-01-02,14.4977
2021-01-03,14.4977
2021-01-04,14.4977
2021-01-05,14.4977
2021-01-06,14.4977
2021-01-07,14.4977
2021-01-08,14.4977
2021-01-09,14.4977
2021-01-10,14.4977
2021-01-11,14.4977
2021-01-12,14.4977
2021-01-13,14.4977
2021-01-14,14.4977
2021-01-15,14.4977
2021-01-16,14.4977
2021-01-17,14.4977
2021-01-18,14.4977
2021-01-19,14.4977
2021-01-20,14.4977
2021-01-21,14.4977
2021-01-22,14.4977
2021-01-23,14.4977
2021-01-24,14.4977
2021-01-25,14.4977
2021-01-26,14.4977
2021-01-27,14.4977
2021-01-28,14.4977
2021-01-29,14.4977
2021-01-30,14.4977
2021-01-31,14.4977
2021-02-01,14.4977
2021-02-02,14.4977
2021-02-03,14.4977
2021-02-04,14.4977
2021-02-05,14.4977
2021-02-06,14.4977
2021-02-07,14.4977
2021-02-08,14.4977
2021-02-09,14.4977
2021-02-10,14.4977
2021-02-11,14.4977
2021-02-12,14.4977
2021-02-13,14.4977
2021-02-14,14.4977
2021-02-15,14.4977
2021-02-16,14.4977
2021-02-17,14.4977
2021-02-18,14.4977
2021-02-19,14.4977
2021-02-20,14.4977
2021-02-21,14.4977
2021-02-22,14.4977
2021-02-23,14.4977
2021-02-24,14.4977
2021-02-25,14.4977
2021-02-26,14.4977
2021-02-27,14.4977
2021-02-28,14.4977
2021-03-01,14.4977
2021-03-02,14.4977
2021-03-03,14.4977
2021-03-04,14.4977
2021-03-05,14.4977
2021-03-06,14.4977
2021-03-07,14.4977
2021-03-08,14.4977
2021-03-09,14.4977
2021-03-10,14.4977
2021-03-11,14.4977
2021-03-12,14.4977
2021-03-13,14.4977
2021-03-14,14.4977
2021-03-15,14.4977
2021-03-16,14.4977
2021-03-17,14.4977
2021-03-18,14.4977
2021-03-19,14.4977
2021-03-20,14.4977
2021-03-21,14.4977
2021-03-22,14.4977
2021-03-23,14.4977
2021-03-24,14.4977
2021-03-25,14.4977
2021-03-26,14.4977
2021-03-27,14.4977
2021-03-28,14.4977
2021-03-29,14.4977
2021-03-30,14.4977
2021-03-31,14.4977
2021-04-01,14.4977
2021-04-02,14.4977
2021-04-03,14.4977
2021-04-04,15.9875
2021-04-05,15.9875
2021-04-06,15.9875
2021-04-07,15.9875
2021-04-08,15.9875
2021-04-09,15.9875
2021-04-10,15.9875
2021-04-11,15.9875
2021-04-12,15.9875
2021-04-13,15.9875
2021-04-14,15.9875
2021-04-15,15.9875
2021-04-16,15.9875
2021-04-17,15.9875
2021-04-18,15.9875
2021-04-19,15.9875
2021-04-20,15.9875
2021-04-21,15.9875
2021-04-22,15.9875
2021-04-23,15.9875
2021-04-24,15.9875
2021-04-25,15.9875
2021-04-26,15.9875
2021-04-27,15.9875
2021-04-28,15.9875
2021-04-29,15.9875
2021-04-30,15.9875
2021-05-01,15.9875
2021-05-02,15.9875
2021-05-03,15.9875
2021-05-04,15.9875
2021-05-05,15.9875
2021-05-06,15.9875
2021-05-07,15.9875
2021-05-08,15.9875
2021-05-09,15.9875
2021-05-10,15.9875
2021-05-11,15.9875
2021-05-12,15.9875
2021-05-13,15.9875
2021-05-14,15.9875
2021-05-15,15.9875
2021-05-16,15.9875
2021-05-17,15.9875
2021-05-18,15.9875
2021-05-19,15.9875
2021-05-20,15.9875
2021-05-21,15.9875
2021-05-22,15.9875
2021-05-23,15.9875
2021-05-24,15.9875
2021-05-25,15.9875
2021-05-26,15.9875
2021-05-27,15.9875
2021-05-28,15.9875
2021-05-29,15.9875
2021-05-30,15.9875
2021-05-31,15.9875
2021-06-01,15.9875
2021-06-02,15.9875
2021-06-03,15.9875
2021-06-04,15.9875
2021-06-05,15.9875
2021-06-06,15.9875
2021-06-07,15.9875
2021-06-08,15.9875
2021-06-09,15.9875
2021-06-10,15.9875
2021-06-11,15.9875
2021-06-12,15.9875
2021-06-13,15.9875
2021-06-14,15.9875
2021-06-15,15.9875
2021-06-16,15.9875
2021-06-17,15.9875
2021-06-18,15.9875
2021-06-19,15.9875
2021-06-20,15.9875
2021-06-21,15.9875
2021-06-22,15.9875
2021-06-23,15.9875
2021-06-24,15.9875
2021-06-25,15.9875
2021-06-26,15.9875
2021-06-27,15.9875
2021-06-28,15.9875
2021-06-29,15.9875
2021-06-30,15.9875
2021-07-01,15.9875
2021-07-02,15.9875
2021-07-03,15.9875
2021-07-04,18.9877
2021-07-05,18.9877
2021-07-06,18.9877
2021-07-07,18.9877
2021-07-08,18.9877
2021-07-09,18.9877
2021-07-10,18.9877
2021-07-11,18.9877
2021-07-12,18.9877
2021-07-13,18.9877
2021-07-14,18.9877
2021-07-15,18.9877
2021-07-16,18.9877
2021-07-17,18.9877
2021-07-18,18.9877
2021-07-19,18.9877
2021-07-20,18.9877
2021-07-21,18.9877
2021-07-22,18.9877
2021-07-23,18.9877
2021-07-24,18.9877
2021-07-25,18.9877
