,DAN US Equity
,RETURN_COM_EQY
2020-01-01,14.046
2020-01-02,14.046
2020-01-03,14.046
2020-01-04,14.046
2020-01-05,14.046
2020-01-06,14.046
2020-01-07,14.046
2020-01-08,14.046
2020-01-09,14.046
2020-01-10,14.046
2020-01-11,14.046
2020-01-12,14.046
2020-01-13,14.046
2020-01-14,14.046
2020-01-15,14.046
2020-01-16,14.046
2020-01-17,14.046
2020-01-18,14.046
2020-01-19,14.046
2020-01-20,14.046
2020-01-21,14.046
2020-01-22,14.046
2020-01-23,14.046
2020-01-24,14.046
2020-01-25,14.046
2020-01-26,14.046
2020-01-27,14.046
2020-01-28,14.046
2020-01-29,14.046
2020-01-30,14.046
2020-01-31,14.046
2020-02-01,14.046
2020-02-02,14.046
2020-02-03,14.046
2020-02-04,14.046
2020-02-05,14.046
2020-02-06,14.046
2020-02-07,14.046
2020-02-08,14.046
2020-02-09,14.046
2020-02-10,14.046
2020-02-11,14.046
2020-02-12,14.046
2020-02-13,14.046
2020-02-14,14.046
2020-02-15,14.046
2020-02-16,14.046
2020-02-17,14.046
2020-02-18,14.046
2020-02-19,14.046
2020-02-20,14.046
2020-02-21,14.046
2020-02-22,14.046
2020-02-23,14.046
2020-02-24,14.046
2020-02-25,14.046
2020-02-26,14.046
2020-02-27,14.046
2020-02-28,14.046
2020-02-29,14.046
2020-03-01,14.046
2020-03-02,14.046
2020-03-03,14.046
2020-03-04,14.046
2020-03-05,14.046
2020-03-06,14.046
2020-03-07,14.046
2020-03-08,14.046
2020-03-09,14.046
2020-03-10,14.046
2020-03-11,14.046
2020-03-12,14.046
2020-03-13,14.046
2020-03-14,14.046
2020-03-15,14.046
2020-03-16,14.046
2020-03-17,14.046
2020-03-18,14.046
2020-03-19,14.046
2020-03-20,14.046
2020-03-21,14.046
2020-03-22,14.046
2020-03-23,14.046
2020-03-24,14.046
2020-03-25,14.046
2020-03-26,14.046
2020-03-27,14.046
2020-03-28,14.046
2020-03-29,14.046
2020-03-30,14.046
2020-03-31,11.5636
2020-04-01,11.5636
2020-04-02,11.5636
2020-04-03,11.5636
2020-04-04,11.5636
2020-04-05,11.5636
2020-04-06,11.5636
2020-04-07,11.5636
2020-04-08,11.5636
2020-04-09,11.5636
2020-04-10,11.5636
2020-04-11,11.5636
2020-04-12,11.5636
2020-04-13,11.5636
2020-04-14,11.5636
2020-04-15,11.5636
2020-04-16,11.5636
2020-04-17,11.5636
2020-04-18,11.5636
2020-04-19,11.5636
2020-04-20,11.5636
2020-04-21,11.5636
2020-04-22,11.5636
2020-04-23,11.5636
2020-04-24,11.5636
2020-04-25,11.5636
2020-04-26,11.5636
2020-04-27,11.5636
2020-04-28,11.5636
2020-04-29,11.5636
2020-04-30,11.5636
2020-05-01,11.5636
2020-05-02,11.5636
2020-05-03,11.5636
2020-05-04,11.5636
2020-05-05,11.5636
2020-05-06,11.5636
2020-05-07,11.5636
2020-05-08,11.5636
2020-05-09,11.5636
2020-05-10,11.5636
2020-05-11,11.5636
2020-05-12,11.5636
2020-05-13,11.5636
2020-05-14,11.5636
2020-05-15,11.5636
2020-05-16,11.5636
2020-05-17,11.5636
2020-05-18,11.5636
2020-05-19,11.5636
2020-05-20,11.5636
2020-05-21,11.5636
2020-05-22,11.5636
2020-05-23,11.5636
2020-05-24,11.5636
2020-05-25,11.5636
2020-05-26,11.5636
2020-05-27,11.5636
2020-05-28,11.5636
2020-05-29,11.5636
2020-05-30,11.5636
2020-05-31,11.5636
2020-06-01,11.5636
2020-06-02,11.5636
2020-06-03,11.5636
2020-06-04,11.5636
2020-06-05,11.5636
2020-06-06,11.5636
2020-06-07,11.5636
2020-06-08,11.5636
2020-06-09,11.5636
2020-06-10,11.5636
2020-06-11,11.5636
2020-06-12,11.5636
2020-06-13,11.5636
2020-06-14,11.5636
2020-06-15,11.5636
2020-06-16,11.5636
2020-06-17,11.5636
2020-06-18,11.5636
2020-06-19,11.5636
2020-06-20,11.5636
2020-06-21,11.5636
2020-06-22,11.5636
2020-06-23,11.5636
2020-06-24,11.5636
2020-06-25,11.5636
2020-06-26,11.5636
2020-06-27,11.5636
2020-06-28,11.5636
2020-06-29,11.5636
2020-06-30,4.7619
2020-07-01,4.7619
2020-07-02,4.7619
2020-07-03,4.7619
2020-07-04,4.7619
2020-07-05,4.7619
2020-07-06,4.7619
2020-07-07,4.7619
2020-07-08,4.7619
2020-07-09,4.7619
2020-07-10,4.7619
2020-07-11,4.7619
2020-07-12,4.7619
2020-07-13,4.7619
2020-07-14,4.7619
2020-07-15,4.7619
2020-07-16,4.7619
2020-07-17,4.7619
2020-07-18,4.7619
2020-07-19,4.7619
2020-07-20,4.7619
2020-07-21,4.7619
2020-07-22,4.7619
2020-07-23,4.7619
2020-07-24,4.7619
2020-07-25,4.7619
2020-07-26,4.7619
2020-07-27,4.7619
2020-07-28,4.7619
2020-07-29,4.7619
2020-07-30,4.7619
2020-07-31,4.7619
2020-08-01,4.7619
2020-08-02,4.7619
2020-08-03,4.7619
2020-08-04,4.7619
2020-08-05,4.7619
2020-08-06,4.7619
2020-08-07,4.7619
2020-08-08,4.7619
2020-08-09,4.7619
2020-08-10,4.7619
2020-08-11,4.7619
2020-08-12,4.7619
