,NFG US Equity
2020-11-11,-6.0215
2020-11-12,-6.0215
2020-11-13,-6.0215
2020-11-14,-6.0215
2020-11-15,-6.0215
2020-11-16,-6.0215
2020-11-17,-6.0215
2020-11-18,-6.0215
2020-11-19,-6.0215
2020-11-20,-6.0215
2020-11-21,-6.0215
2020-11-22,-6.0215
2020-11-23,-6.0215
2020-11-24,-6.0215
2020-11-25,-6.0215
2020-11-26,-6.0215
2020-11-27,-6.0215
2020-11-28,-6.0215
2020-11-29,-6.0215
2020-11-30,-6.0215
2020-12-01,-6.0215
2020-12-02,-6.0215
2020-12-03,-6.0215
2020-12-04,-6.0215
2020-12-05,-6.0215
2020-12-06,-6.0215
2020-12-07,-6.0215
2020-12-08,-6.0215
2020-12-09,-6.0215
2020-12-10,-6.0215
2020-12-11,-6.0215
2020-12-12,-6.0215
2020-12-13,-6.0215
2020-12-14,-6.0215
2020-12-15,-6.0215
2020-12-16,-6.0215
2020-12-17,-6.0215
2020-12-18,-6.0215
2020-12-19,-6.0215
2020-12-20,-6.0215
2020-12-21,-6.0215
2020-12-22,-6.0215
2020-12-23,-6.0215
2020-12-24,-6.0215
2020-12-25,-6.0215
2020-12-26,-6.0215
2020-12-27,-6.0215
2020-12-28,-6.0215
2020-12-29,-6.0215
2020-12-30,-6.0215
2020-12-31,-6.2738
2021-01-01,-6.2738
2021-01-02,-6.2738
2021-01-03,-6.2738
2021-01-04,-6.2738
2021-01-05,-6.2738
2021-01-06,-6.2738
2021-01-07,-6.2738
2021-01-08,-6.2738
2021-01-09,-6.2738
2021-01-10,-6.2738
2021-01-11,-6.2738
2021-01-12,-6.2738
2021-01-13,-6.2738
2021-01-14,-6.2738
2021-01-15,-6.2738
2021-01-16,-6.2738
2021-01-17,-6.2738
2021-01-18,-6.2738
2021-01-19,-6.2738
2021-01-20,-6.2738
2021-01-21,-6.2738
2021-01-22,-6.2738
2021-01-23,-6.2738
2021-01-24,-6.2738
2021-01-25,-6.2738
2021-01-26,-6.2738
2021-01-27,-6.2738
2021-01-28,-6.2738
2021-01-29,-6.2738
2021-01-30,-6.2738
2021-01-31,-6.2738
2021-02-01,-6.2738
2021-02-02,-6.2738
2021-02-03,-6.2738
2021-02-04,-6.2738
2021-02-05,-6.2738
2021-02-06,-6.2738
2021-02-07,-6.2738
2021-02-08,-6.2738
2021-02-09,-6.2738
2021-02-10,-6.2738
2021-02-11,-6.2738
2021-02-12,-6.2738
2021-02-13,-6.2738
2021-02-14,-6.2738
2021-02-15,-6.2738
2021-02-16,-6.2738
2021-02-17,-6.2738
2021-02-18,-6.2738
2021-02-19,-6.2738
2021-02-20,-6.2738
2021-02-21,-6.2738
2021-02-22,-6.2738
2021-02-23,-6.2738
2021-02-24,-6.2738
2021-02-25,-6.2738
2021-02-26,-6.2738
2021-02-27,-6.2738
2021-02-28,-6.2738
2021-03-01,-6.2738
2021-03-02,-6.2738
2021-03-03,-6.2738
2021-03-04,-6.2738
2021-03-05,-6.2738
2021-03-06,-6.2738
2021-03-07,-6.2738
2021-03-08,-6.2738
2021-03-09,-6.2738
2021-03-10,-6.2738
2021-03-11,-6.2738
2021-03-12,-6.2738
2021-03-13,-6.2738
2021-03-14,-6.2738
2021-03-15,-6.2738
2021-03-16,-6.2738
2021-03-17,-6.2738
2021-03-18,-6.2738
2021-03-19,-6.2738
2021-03-20,-6.2738
2021-03-21,-6.2738
2021-03-22,-6.2738
2021-03-23,-6.2738
2021-03-24,-6.2738
2021-03-25,-6.2738
2021-03-26,-6.2738
2021-03-27,-6.2738
2021-03-28,-6.2738
2021-03-29,-6.2738
2021-03-30,-6.2738
2021-03-31,4.1118
2021-04-01,4.1118
2021-04-02,4.1118
2021-04-03,4.1118
2021-04-04,4.1118
2021-04-05,4.1118
2021-04-06,4.1118
2021-04-07,4.1118
2021-04-08,4.1118
2021-04-09,4.1118
2021-04-10,4.1118
2021-04-11,4.1118
2021-04-12,4.1118
2021-04-13,4.1118
2021-04-14,4.1118
2021-04-15,4.1118
2021-04-16,4.1118
2021-04-17,4.1118
2021-04-18,4.1118
2021-04-19,4.1118
2021-04-20,4.1118
2021-04-21,4.1118
2021-04-22,4.1118
2021-04-23,4.1118
2021-04-24,4.1118
2021-04-25,4.1118
2021-04-26,4.1118
2021-04-27,4.1118
2021-04-28,4.1118
2021-04-29,4.1118
2021-04-30,4.1118
2021-05-01,4.1118
2021-05-02,4.1118
2021-05-03,4.1118
2021-05-04,4.1118
2021-05-05,4.1118
2021-05-06,4.1118
2021-05-07,4.1118
2021-05-08,4.1118
2021-05-09,4.1118
2021-05-10,4.1118
2021-05-11,4.1118
2021-05-12,4.1118
2021-05-13,4.1118
2021-05-14,4.1118
2021-05-15,4.1118
2021-05-16,4.1118
2021-05-17,4.1118
2021-05-18,4.1118
2021-05-19,4.1118
2021-05-20,4.1118
2021-05-21,4.1118
2021-05-22,4.1118
2021-05-23,4.1118
2021-05-24,4.1118
2021-05-25,4.1118
2021-05-26,4.1118
2021-05-27,4.1118
2021-05-28,4.1118
2021-05-29,4.1118
2021-05-30,4.1118
2021-05-31,4.1118
2021-06-01,4.1118
2021-06-02,4.1118
2021-06-03,4.1118
2021-06-04,4.1118
2021-06-05,4.1118
2021-06-06,4.1118
2021-06-07,4.1118
2021-06-08,4.1118
2021-06-09,4.1118
2021-06-10,4.1118
2021-06-11,4.1118
2021-06-12,4.1118
2021-06-13,4.1118
2021-06-14,4.1118
2021-06-15,4.1118
2021-06-16,4.1118
2021-06-17,4.1118
2021-06-18,4.1118
2021-06-19,4.1118
2021-06-20,4.1118
2021-06-21,4.1118
2021-06-22,4.1118
2021-06-23,4.1118
2021-06-24,4.1118
2021-06-25,4.1118
2021-06-26,4.1118
2021-06-27,4.1118
2021-06-28,4.1118
2021-06-29,4.1118
2021-06-30,6.1903
2021-07-01,6.1903
2021-07-02,6.1903
2021-07-03,6.1903
2021-07-04,6.1903
2021-07-05,6.1903
2021-07-06,6.1903
2021-07-07,6.1903
2021-07-08,6.1903
2021-07-09,6.1903
2021-07-10,6.1903
2021-07-11,6.1903
2021-07-12,6.1903
2021-07-13,6.1903
2021-07-14,6.1903
2021-07-15,6.1903
2021-07-16,6.1903
2021-07-17,6.1903
2021-07-18,6.1903
2021-07-19,6.1903
2021-07-20,6.1903
2021-07-21,6.1903
2021-07-22,6.1903
2021-07-23,6.1903
2021-07-24,6.1903
2021-07-25,6.1903
2021-07-26,6.1903
2021-07-27,6.1903
2021-07-28,6.1903
2021-07-29,6.1903
2021-07-30,6.1903
2021-07-31,6.1903
2021-08-01,6.1903
2021-08-02,6.1903
2021-08-03,6.1903
2021-08-04,6.1903
2021-08-05,6.1903
2021-08-06,6.1903
2021-08-07,6.1903
2021-08-08,6.1903
2021-08-09,6.1903
2021-08-10,6.1903
2021-08-11,6.1903
2021-08-12,6.1903
2021-08-13,6.1903
2021-08-14,6.1903
2021-08-15,6.1903
2021-08-16,6.1903
2021-08-17,6.1903
2021-08-18,6.1903
2021-08-19,6.1903
2021-08-20,6.1903
2021-08-21,6.1903
2021-08-22,6.1903
2021-08-23,6.1903
2021-08-24,6.1903
2021-08-25,6.1903
2021-08-26,6.1903
2021-08-27,6.1903
2021-08-28,6.1903
2021-08-29,6.1903
2021-08-30,6.1903
2021-08-31,6.1903
2021-09-01,6.1903
2021-09-02,6.1903
2021-09-03,6.1903
2021-09-04,6.1903
2021-09-05,6.1903
2021-09-06,6.1903
2021-09-07,6.1903
2021-09-08,6.1903
2021-09-09,6.1903
2021-09-10,6.1903
2021-09-11,6.1903
2021-09-12,6.1903
2021-09-13,6.1903
2021-09-14,6.1903
2021-09-15,6.1903
2021-09-16,6.1903
2021-09-17,6.1903
2021-09-18,6.1903
2021-09-19,6.1903
2021-09-20,6.1903
2021-09-21,6.1903
2021-09-22,6.1903
2021-09-23,6.1903
2021-09-24,6.1903
2021-09-25,6.1903
2021-09-26,6.1903
2021-09-27,6.1903
2021-09-28,6.1903
2021-09-29,6.1903
2021-09-30,19.3522
2021-10-01,19.3522
2021-10-02,19.3522
2021-10-03,19.3522
2021-10-04,19.3522
2021-10-05,19.3522
2021-10-06,19.3522
2021-10-07,19.3522
2021-10-08,19.3522
2021-10-09,19.3522
2021-10-10,19.3522
2021-10-11,19.3522
2021-10-12,19.3522
2021-10-13,19.3522
2021-10-14,19.3522
2021-10-15,19.3522
2021-10-16,19.3522
2021-10-17,19.3522
2021-10-18,19.3522
2021-10-19,19.3522
2021-10-20,19.3522
2021-10-21,19.3522
2021-10-22,19.3522
2021-10-23,19.3522
2021-10-24,19.3522
2021-10-25,19.3522
2021-10-26,19.3522
2021-10-27,19.3522
2021-10-28,19.3522
2021-10-29,19.3522
2021-10-30,19.3522
2021-10-31,19.3522
2021-11-01,19.3522
2021-11-02,19.3522
2021-11-03,19.3522
2021-11-04,19.3522
2021-11-05,19.3522
2021-11-06,19.3522
2021-11-07,19.3522
2021-11-08,19.3522
2021-11-09,19.3522
2021-11-10,19.3522
2021-11-11,19.3522
2021-11-12,19.3522
2021-11-13,19.3522
2021-11-14,19.3522
2021-11-15,19.3522
2021-11-16,19.3522
2021-11-17,19.3522
2021-11-18,19.3522
2021-11-19,19.3522
2021-11-20,19.3522
2021-11-21,19.3522
2021-11-22,19.3522
2021-11-23,19.3522
2021-11-24,19.3522
2021-11-25,19.3522
2021-11-26,19.3522
2021-11-27,19.3522
2021-11-28,19.3522
2021-11-29,19.3522
2021-11-30,19.3522
2021-12-01,19.3522
2021-12-02,19.3522
2021-12-03,19.3522
2021-12-04,19.3522
2021-12-05,19.3522
2021-12-06,19.3522
2021-12-07,19.3522
2021-12-08,19.3522
2021-12-09,19.3522
2021-12-10,19.3522
2021-12-11,19.3522
2021-12-12,19.3522
2021-12-13,19.3522
2021-12-14,19.3522
2021-12-15,19.3522
2021-12-16,19.3522
2021-12-17,19.3522
2021-12-18,19.3522
2021-12-19,19.3522
2021-12-20,19.3522
2021-12-21,19.3522
2021-12-22,19.3522
2021-12-23,19.3522
2021-12-24,19.3522
2021-12-25,19.3522
2021-12-26,19.3522
2021-12-27,19.3522
2021-12-28,19.3522
2021-12-29,19.3522
2021-12-30,19.3522
2021-12-31,20.134
2022-01-01,20.134
2022-01-02,20.134
2022-01-03,20.134
2022-01-04,20.134
2022-01-05,20.134
2022-01-06,20.134
2022-01-07,20.134
2022-01-08,20.134
2022-01-09,20.134
2022-01-10,20.134
2022-01-11,20.134
2022-01-12,20.134
2022-01-13,20.134
2022-01-14,20.134
2022-01-15,20.134
2022-01-16,20.134
2022-01-17,20.134
2022-01-18,20.134
2022-01-19,20.134
2022-01-20,20.134
2022-01-21,20.134
2022-01-22,20.134
2022-01-23,20.134
2022-01-24,20.134
2022-01-25,20.134
2022-01-26,20.134
2022-01-27,20.134
2022-01-28,20.134
2022-01-29,20.134
2022-01-30,20.134
2022-01-31,20.134
2022-02-01,20.134
2022-02-02,20.134
2022-02-03,20.134
2022-02-04,20.134
2022-02-05,20.134
2022-02-06,20.134
2022-02-07,20.134
2022-02-08,20.134
2022-02-09,20.134
2022-02-10,20.134
2022-02-11,20.134
2022-02-12,20.134
2022-02-13,20.134
2022-02-14,20.134
2022-02-15,20.134
2022-02-16,20.134
2022-02-17,20.134
2022-02-18,20.134
2022-02-19,20.134
2022-02-20,20.134
2022-02-21,20.134
2022-02-22,20.134
2022-02-23,20.134
2022-02-24,20.134
2022-02-25,20.134
2022-02-26,20.134
2022-02-27,20.134
2022-02-28,20.134
2022-03-01,20.134
2022-03-02,20.134
2022-03-03,20.134
2022-03-04,20.134
2022-03-05,20.134
2022-03-06,20.134
2022-03-07,20.134
2022-03-08,20.134
2022-03-09,20.134
2022-03-10,20.134
2022-03-11,20.134
2022-03-12,20.134
2022-03-13,20.134
2022-03-14,20.134
2022-03-15,20.134
2022-03-16,20.134
2022-03-17,20.134
2022-03-18,20.134
2022-03-19,20.134
2022-03-20,20.134
2022-03-21,20.134
2022-03-22,20.134
2022-03-23,20.134
2022-03-24,20.134
2022-03-25,20.134
2022-03-26,20.134
2022-03-27,20.134
2022-03-28,20.134
2022-03-29,20.134
2022-03-30,20.134
2022-03-31,23.881
2022-04-01,23.881
2022-04-02,23.881
2022-04-03,23.881
2022-04-04,23.881
2022-04-05,23.881
2022-04-06,23.881
2022-04-07,23.881
2022-04-08,23.881
2022-04-09,23.881
2022-04-10,23.881
2022-04-11,23.881
2022-04-12,23.881
2022-04-13,23.881
2022-04-14,23.881
2022-04-15,23.881
2022-04-16,23.881
2022-04-17,23.881
2022-04-18,23.881
2022-04-19,23.881
2022-04-20,23.881
2022-04-21,23.881
2022-04-22,23.881
2022-04-23,23.881
2022-04-24,23.881
2022-04-25,23.881
2022-04-26,23.881
2022-04-27,23.881
2022-04-28,23.881
2022-04-29,23.881
2022-04-30,23.881
2022-05-01,23.881
2022-05-02,23.881
2022-05-03,23.881
2022-05-04,23.881
2022-05-05,23.881
2022-05-06,23.881
2022-05-07,23.881
2022-05-08,23.881
2022-05-09,23.881
2022-05-10,23.881
2022-05-11,23.881
2022-05-12,23.881
2022-05-13,23.881
2022-05-14,23.881
2022-05-15,23.881
2022-05-16,23.881
2022-05-17,23.881
2022-05-18,23.881
2022-05-19,23.881
2022-05-20,23.881
2022-05-21,23.881
2022-05-22,23.881
2022-05-23,23.881
2022-05-24,23.881
2022-05-25,23.881
2022-05-26,23.881
2022-05-27,23.881
2022-05-28,23.881
2022-05-29,23.881
2022-05-30,23.881
2022-05-31,23.881
2022-06-01,23.881
2022-06-02,23.881
2022-06-03,23.881
2022-06-04,23.881
2022-06-05,23.881
2022-06-06,23.881
2022-06-07,23.881
2022-06-08,23.881
2022-06-09,23.881
2022-06-10,23.881
2022-06-11,23.881
2022-06-12,23.881
2022-06-13,23.881
2022-06-14,23.881
2022-06-15,23.881
2022-06-16,23.881
2022-06-17,23.881
2022-06-18,23.881
2022-06-19,23.881
2022-06-20,23.881
2022-06-21,23.881
2022-06-22,23.881
2022-06-23,23.881
2022-06-24,23.881
2022-06-25,23.881
2022-06-26,23.881
2022-06-27,23.881
2022-06-28,23.881
2022-06-29,23.881
2022-06-30,24.6492
2022-07-01,24.6492
2022-07-02,24.6492
2022-07-03,24.6492
2022-07-04,24.6492
2022-07-05,24.6492
2022-07-06,24.6492
2022-07-07,24.6492
2022-07-08,24.6492
2022-07-09,24.6492
2022-07-10,24.6492
2022-07-11,24.6492
2022-07-12,24.6492
2022-07-13,24.6492
2022-07-14,24.6492
2022-07-15,24.6492
2022-07-16,24.6492
2022-07-17,24.6492
2022-07-18,24.6492
2022-07-19,24.6492
2022-07-20,24.6492
2022-07-21,24.6492
2022-07-22,24.6492
2022-07-23,24.6492
2022-07-24,24.6492
2022-07-25,24.6492
2022-07-26,24.6492
2022-07-27,24.6492
2022-07-28,24.6492
2022-07-29,24.6492
2022-07-30,24.6492
2022-07-31,24.6492
2022-08-01,24.6492
2022-08-02,24.6492
2022-08-03,24.6492
2022-08-04,24.6492
2022-08-05,24.6492
2022-08-06,24.6492
2022-08-07,24.6492
2022-08-08,24.6492
2022-08-09,24.6492
2022-08-10,24.6492
2022-08-11,24.6492
2022-08-12,24.6492
2022-08-13,24.6492
2022-08-14,24.6492
2022-08-15,24.6492
2022-08-16,24.6492
2022-08-17,24.6492
2022-08-18,24.6492
2022-08-19,24.6492
2022-08-20,24.6492
2022-08-21,24.6492
2022-08-22,24.6492
2022-08-23,24.6492
2022-08-24,24.6492
2022-08-25,24.6492
2022-08-26,24.6492
2022-08-27,24.6492
2022-08-28,24.6492
2022-08-29,24.6492
2022-08-30,24.6492
2022-08-31,24.6492
2022-09-01,24.6492
2022-09-02,24.6492
2022-09-03,24.6492
2022-09-04,24.6492
2022-09-05,24.6492
2022-09-06,24.6492
2022-09-07,24.6492
2022-09-08,24.6492
2022-09-09,24.6492
2022-09-10,24.6492
2022-09-11,24.6492
2022-09-12,24.6492
2022-09-13,24.6492
2022-09-14,24.6492
2022-09-15,24.6492
2022-09-16,24.6492
2022-09-17,24.6492
2022-09-18,24.6492
2022-09-19,24.6492
2022-09-20,24.6492
2022-09-21,24.6492
2022-09-22,24.6492
2022-09-23,24.6492
2022-09-24,24.6492
2022-09-25,24.6492
2022-09-26,24.6492
2022-09-27,24.6492
2022-09-28,24.6492
2022-09-29,24.6492
2022-09-30,29.2812
2022-10-01,29.2812
2022-10-02,29.2812
2022-10-03,29.2812
2022-10-04,29.2812
2022-10-05,29.2812
2022-10-06,29.2812
2022-10-07,29.2812
2022-10-08,29.2812
2022-10-09,29.2812
2022-10-10,29.2812
2022-10-11,29.2812
2022-10-12,29.2812
2022-10-13,29.2812
2022-10-14,29.2812
2022-10-15,29.2812
2022-10-16,29.2812
2022-10-17,29.2812
2022-10-18,29.2812
2022-10-19,29.2812
2022-10-20,29.2812
2022-10-21,29.2812
2022-10-22,29.2812
2022-10-23,29.2812
2022-10-24,29.2812
2022-10-25,29.2812
2022-10-26,29.2812
2022-10-27,29.2812
2022-10-28,29.2812
2022-10-29,29.2812
2022-10-30,29.2812
2022-10-31,29.2812
2022-11-01,29.2812
2022-11-02,29.2812
2022-11-03,29.2812
2022-11-04,29.2812
2022-11-05,29.2812
2022-11-06,29.2812
2022-11-07,29.2812
2022-11-08,29.2812
2022-11-09,29.2812
2022-11-10,29.2812
2022-11-11,29.2812
2022-11-12,29.2812
2022-11-13,29.2812
2022-11-14,29.2812
2022-11-15,29.2812
2022-11-16,29.2812
2022-11-17,29.2812
2022-11-18,29.2812
2022-11-19,29.2812
2022-11-20,29.2812
2022-11-21,29.2812
2022-11-22,29.2812
2022-11-23,29.2812
2022-11-24,29.2812
2022-11-25,29.2812
2022-11-26,29.2812
2022-11-27,29.2812
2022-11-28,29.2812
2022-11-29,29.2812
2022-11-30,29.2812
2022-12-01,29.2812
2022-12-02,29.2812
2022-12-03,29.2812
2022-12-04,29.2812
2022-12-05,29.2812
2022-12-06,29.2812
2022-12-07,29.2812
2022-12-08,29.2812
2022-12-09,29.2812
2022-12-10,29.2812
2022-12-11,29.2812
2022-12-12,29.2812
2022-12-13,29.2812
2022-12-14,29.2812
2022-12-15,29.2812
2022-12-16,29.2812
2022-12-17,29.2812
2022-12-18,29.2812
2022-12-19,29.2812
2022-12-20,29.2812
2022-12-21,29.2812
2022-12-22,29.2812
2022-12-23,29.2812
2022-12-24,29.2812
2022-12-25,29.2812
2022-12-26,29.2812
2022-12-27,29.2812
2022-12-28,29.2812
2022-12-29,29.2812
2022-12-30,29.2812
2022-12-31,25.9656
2023-01-01,25.9656
2023-01-02,25.9656
2023-01-03,25.9656
2023-01-04,25.9656
2023-01-05,25.9656
2023-01-06,25.9656
2023-01-07,25.9656
2023-01-08,25.9656
2023-01-09,25.9656
2023-01-10,25.9656
2023-01-11,25.9656
2023-01-12,25.9656
2023-01-13,25.9656
2023-01-14,25.9656
2023-01-15,25.9656
2023-01-16,25.9656
2023-01-17,25.9656
2023-01-18,25.9656
2023-01-19,25.9656
2023-01-20,25.9656
2023-01-21,25.9656
2023-01-22,25.9656
2023-01-23,25.9656
2023-01-24,25.9656
2023-01-25,25.9656
2023-01-26,25.9656
2023-01-27,25.9656
2023-01-28,25.9656
2023-01-29,25.9656
2023-01-30,25.9656
2023-01-31,25.9656
2023-02-01,25.9656
2023-02-02,25.9656
2023-02-03,25.9656
2023-02-04,25.9656
2023-02-05,25.9656
2023-02-06,25.9656
2023-02-07,25.9656
2023-02-08,25.9656
2023-02-09,25.9656
2023-02-10,25.9656
2023-02-11,25.9656
2023-02-12,25.9656
2023-02-13,25.9656
2023-02-14,25.9656
2023-02-15,25.9656
2023-02-16,25.9656
2023-02-17,25.9656
2023-02-18,25.9656
2023-02-19,25.9656
2023-02-20,25.9656
2023-02-21,25.9656
2023-02-22,25.9656
2023-02-23,25.9656
2023-02-24,25.9656
2023-02-25,25.9656
2023-02-26,25.9656
2023-02-27,25.9656
2023-02-28,25.9656
2023-03-01,25.9656
2023-03-02,25.9656
2023-03-03,25.9656
2023-03-04,25.9656
2023-03-05,25.9656
2023-03-06,25.9656
2023-03-07,25.9656
2023-03-08,25.9656
2023-03-09,25.9656
