,GNRC US Equity
2020-12-05,27.1627
2020-12-06,27.1627
2020-12-07,27.1627
2020-12-08,27.1627
2020-12-09,27.1627
2020-12-10,27.1627
2020-12-11,27.1627
2020-12-12,27.1627
2020-12-13,27.1627
2020-12-14,27.1627
2020-12-15,27.1627
2020-12-16,27.1627
2020-12-17,27.1627
2020-12-18,27.1627
2020-12-19,27.1627
2020-12-20,27.1627
2020-12-21,27.1627
2020-12-22,27.1627
2020-12-23,27.1627
2020-12-24,27.1627
2020-12-25,27.1627
2020-12-26,27.1627
2020-12-27,27.1627
2020-12-28,27.1627
2020-12-29,27.1627
2020-12-30,27.1627
2020-12-31,28.7529
2021-01-01,28.7529
2021-01-02,28.7529
2021-01-03,28.7529
2021-01-04,28.7529
2021-01-05,28.7529
2021-01-06,28.7529
2021-01-07,28.7529
2021-01-08,28.7529
2021-01-09,28.7529
2021-01-10,28.7529
2021-01-11,28.7529
2021-01-12,28.7529
2021-01-13,28.7529
2021-01-14,28.7529
2021-01-15,28.7529
2021-01-16,28.7529
2021-01-17,28.7529
2021-01-18,28.7529
2021-01-19,28.7529
2021-01-20,28.7529
2021-01-21,28.7529
2021-01-22,28.7529
2021-01-23,28.7529
2021-01-24,28.7529
2021-01-25,28.7529
2021-01-26,28.7529
2021-01-27,28.7529
2021-01-28,28.7529
2021-01-29,28.7529
2021-01-30,28.7529
2021-01-31,28.7529
2021-02-01,28.7529
2021-02-02,28.7529
2021-02-03,28.7529
2021-02-04,28.7529
2021-02-05,28.7529
2021-02-06,28.7529
2021-02-07,28.7529
2021-02-08,28.7529
2021-02-09,28.7529
2021-02-10,28.7529
2021-02-11,28.7529
2021-02-12,28.7529
2021-02-13,28.7529
2021-02-14,28.7529
2021-02-15,28.7529
2021-02-16,28.7529
2021-02-17,28.7529
2021-02-18,28.7529
2021-02-19,28.7529
2021-02-20,28.7529
2021-02-21,28.7529
2021-02-22,28.7529
2021-02-23,28.7529
2021-02-24,28.7529
2021-02-25,28.7529
2021-02-26,28.7529
2021-02-27,28.7529
2021-02-28,28.7529
2021-03-01,28.7529
2021-03-02,28.7529
2021-03-03,28.7529
2021-03-04,28.7529
2021-03-05,28.7529
2021-03-06,28.7529
2021-03-07,28.7529
2021-03-08,28.7529
2021-03-09,28.7529
2021-03-10,28.7529
2021-03-11,28.7529
2021-03-12,28.7529
2021-03-13,28.7529
2021-03-14,28.7529
2021-03-15,28.7529
2021-03-16,28.7529
2021-03-17,28.7529
2021-03-18,28.7529
2021-03-19,28.7529
2021-03-20,28.7529
2021-03-21,28.7529
2021-03-22,28.7529
2021-03-23,28.7529
2021-03-24,28.7529
2021-03-25,28.7529
2021-03-26,28.7529
2021-03-27,28.7529
2021-03-28,28.7529
2021-03-29,28.7529
2021-03-30,28.7529
2021-03-31,35.6484
2021-04-01,35.6484
2021-04-02,35.6484
2021-04-03,35.6484
2021-04-04,35.6484
2021-04-05,35.6484
2021-04-06,35.6484
2021-04-07,35.6484
2021-04-08,35.6484
2021-04-09,35.6484
2021-04-10,35.6484
2021-04-11,35.6484
2021-04-12,35.6484
2021-04-13,35.6484
2021-04-14,35.6484
2021-04-15,35.6484
2021-04-16,35.6484
2021-04-17,35.6484
2021-04-18,35.6484
2021-04-19,35.6484
2021-04-20,35.6484
2021-04-21,35.6484
2021-04-22,35.6484
2021-04-23,35.6484
2021-04-24,35.6484
2021-04-25,35.6484
2021-04-26,35.6484
2021-04-27,35.6484
2021-04-28,35.6484
2021-04-29,35.6484
2021-04-30,35.6484
2021-05-01,35.6484
2021-05-02,35.6484
2021-05-03,35.6484
2021-05-04,35.6484
2021-05-05,35.6484
2021-05-06,35.6484
2021-05-07,35.6484
2021-05-08,35.6484
2021-05-09,35.6484
2021-05-10,35.6484
2021-05-11,35.6484
2021-05-12,35.6484
2021-05-13,35.6484
2021-05-14,35.6484
2021-05-15,35.6484
2021-05-16,35.6484
2021-05-17,35.6484
2021-05-18,35.6484
2021-05-19,35.6484
2021-05-20,35.6484
2021-05-21,35.6484
2021-05-22,35.6484
2021-05-23,35.6484
2021-05-24,35.6484
2021-05-25,35.6484
2021-05-26,35.6484
2021-05-27,35.6484
2021-05-28,35.6484
2021-05-29,35.6484
2021-05-30,35.6484
2021-05-31,35.6484
2021-06-01,35.6484
2021-06-02,35.6484
2021-06-03,35.6484
2021-06-04,35.6484
2021-06-05,35.6484
2021-06-06,35.6484
2021-06-07,35.6484
2021-06-08,35.6484
2021-06-09,35.6484
2021-06-10,35.6484
2021-06-11,35.6484
2021-06-12,35.6484
2021-06-13,35.6484
2021-06-14,35.6484
2021-06-15,35.6484
2021-06-16,35.6484
2021-06-17,35.6484
2021-06-18,35.6484
2021-06-19,35.6484
2021-06-20,35.6484
2021-06-21,35.6484
2021-06-22,35.6484
2021-06-23,35.6484
2021-06-24,35.6484
2021-06-25,35.6484
2021-06-26,35.6484
2021-06-27,35.6484
2021-06-28,35.6484
2021-06-29,35.6484
2021-06-30,37.5278
2021-07-01,37.5278
2021-07-02,37.5278
2021-07-03,37.5278
2021-07-04,37.5278
2021-07-05,37.5278
2021-07-06,37.5278
2021-07-07,37.5278
2021-07-08,37.5278
2021-07-09,37.5278
2021-07-10,37.5278
2021-07-11,37.5278
2021-07-12,37.5278
2021-07-13,37.5278
2021-07-14,37.5278
2021-07-15,37.5278
2021-07-16,37.5278
2021-07-17,37.5278
2021-07-18,37.5278
2021-07-19,37.5278
2021-07-20,37.5278
2021-07-21,37.5278
2021-07-22,37.5278
2021-07-23,37.5278
2021-07-24,37.5278
2021-07-25,37.5278
2021-07-26,37.5278
2021-07-27,37.5278
2021-07-28,37.5278
2021-07-29,37.5278
2021-07-30,37.5278
2021-07-31,37.5278
2021-08-01,37.5278
2021-08-02,37.5278
2021-08-03,37.5278
2021-08-04,37.5278
2021-08-05,37.5278
2021-08-06,37.5278
2021-08-07,37.5278
2021-08-08,37.5278
2021-08-09,37.5278
2021-08-10,37.5278
2021-08-11,37.5278
2021-08-12,37.5278
2021-08-13,37.5278
2021-08-14,37.5278
2021-08-15,37.5278
2021-08-16,37.5278
2021-08-17,37.5278
2021-08-18,37.5278
2021-08-19,37.5278
2021-08-20,37.5278
2021-08-21,37.5278
2021-08-22,37.5278
2021-08-23,37.5278
2021-08-24,37.5278
2021-08-25,37.5278
2021-08-26,37.5278
2021-08-27,37.5278
2021-08-28,37.5278
2021-08-29,37.5278
2021-08-30,37.5278
2021-08-31,37.5278
2021-09-01,37.5278
2021-09-02,37.5278
2021-09-03,37.5278
2021-09-04,37.5278
2021-09-05,37.5278
2021-09-06,37.5278
2021-09-07,37.5278
2021-09-08,37.5278
2021-09-09,37.5278
2021-09-10,37.5278
2021-09-11,37.5278
2021-09-12,37.5278
2021-09-13,37.5278
2021-09-14,37.5278
2021-09-15,37.5278
2021-09-16,37.5278
2021-09-17,37.5278
2021-09-18,37.5278
2021-09-19,37.5278
2021-09-20,37.5278
2021-09-21,37.5278
2021-09-22,37.5278
2021-09-23,37.5278
2021-09-24,37.5278
2021-09-25,37.5278
2021-09-26,37.5278
2021-09-27,37.5278
2021-09-28,37.5278
2021-09-29,37.5278
2021-09-30,34.8522
2021-10-01,34.8522
2021-10-02,34.8522
2021-10-03,34.8522
2021-10-04,34.8522
2021-10-05,34.8522
2021-10-06,34.8522
2021-10-07,34.8522
2021-10-08,34.8522
2021-10-09,34.8522
2021-10-10,34.8522
2021-10-11,34.8522
2021-10-12,34.8522
2021-10-13,34.8522
2021-10-14,34.8522
2021-10-15,34.8522
2021-10-16,34.8522
2021-10-17,34.8522
2021-10-18,34.8522
2021-10-19,34.8522
2021-10-20,34.8522
2021-10-21,34.8522
2021-10-22,34.8522
2021-10-23,34.8522
2021-10-24,34.8522
2021-10-25,34.8522
2021-10-26,34.8522
2021-10-27,34.8522
2021-10-28,34.8522
2021-10-29,34.8522
2021-10-30,34.8522
2021-10-31,34.8522
2021-11-01,34.8522
2021-11-02,34.8522
2021-11-03,34.8522
2021-11-04,34.8522
2021-11-05,34.8522
2021-11-06,34.8522
2021-11-07,34.8522
2021-11-08,34.8522
2021-11-09,34.8522
2021-11-10,34.8522
2021-11-11,34.8522
2021-11-12,34.8522
2021-11-13,34.8522
2021-11-14,34.8522
2021-11-15,34.8522
2021-11-16,34.8522
2021-11-17,34.8522
2021-11-18,34.8522
2021-11-19,34.8522
2021-11-20,34.8522
2021-11-21,34.8522
2021-11-22,34.8522
2021-11-23,34.8522
2021-11-24,34.8522
2021-11-25,34.8522
2021-11-26,34.8522
2021-11-27,34.8522
2021-11-28,34.8522
2021-11-29,34.8522
2021-11-30,34.8522
2021-12-01,34.8522
2021-12-02,34.8522
2021-12-03,34.8522
2021-12-04,34.8522
2021-12-05,34.8522
2021-12-06,34.8522
2021-12-07,34.8522
2021-12-08,34.8522
2021-12-09,34.8522
2021-12-10,34.8522
2021-12-11,34.8522
2021-12-12,34.8522
2021-12-13,34.8522
2021-12-14,34.8522
2021-12-15,34.8522
2021-12-16,34.8522
2021-12-17,34.8522
2021-12-18,34.8522
2021-12-19,34.8522
2021-12-20,34.8522
2021-12-21,34.8522
2021-12-22,34.8522
2021-12-23,34.8522
2021-12-24,34.8522
2021-12-25,34.8522
2021-12-26,34.8522
2021-12-27,34.8522
2021-12-28,34.8522
2021-12-29,34.8522
2021-12-30,34.8522
2021-12-31,30.1223
2022-01-01,30.1223
2022-01-02,30.1223
2022-01-03,30.1223
2022-01-04,30.1223
2022-01-05,30.1223
2022-01-06,30.1223
2022-01-07,30.1223
2022-01-08,30.1223
2022-01-09,30.1223
2022-01-10,30.1223
2022-01-11,30.1223
2022-01-12,30.1223
2022-01-13,30.1223
2022-01-14,30.1223
2022-01-15,30.1223
2022-01-16,30.1223
2022-01-17,30.1223
2022-01-18,30.1223
2022-01-19,30.1223
2022-01-20,30.1223
2022-01-21,30.1223
2022-01-22,30.1223
2022-01-23,30.1223
2022-01-24,30.1223
2022-01-25,30.1223
2022-01-26,30.1223
2022-01-27,30.1223
2022-01-28,30.1223
2022-01-29,30.1223
2022-01-30,30.1223
2022-01-31,30.1223
2022-02-01,30.1223
2022-02-02,30.1223
2022-02-03,30.1223
2022-02-04,30.1223
2022-02-05,30.1223
2022-02-06,30.1223
2022-02-07,30.1223
2022-02-08,30.1223
2022-02-09,30.1223
2022-02-10,30.1223
2022-02-11,30.1223
2022-02-12,30.1223
2022-02-13,30.1223
2022-02-14,30.1223
2022-02-15,30.1223
2022-02-16,30.1223
2022-02-17,30.1223
2022-02-18,30.1223
2022-02-19,30.1223
2022-02-20,30.1223
2022-02-21,30.1223
2022-02-22,30.1223
2022-02-23,30.1223
2022-02-24,30.1223
2022-02-25,30.1223
2022-02-26,30.1223
2022-02-27,30.1223
2022-02-28,30.1223
2022-03-01,30.1223
2022-03-02,30.1223
2022-03-03,30.1223
2022-03-04,30.1223
2022-03-05,30.1223
2022-03-06,30.1223
2022-03-07,30.1223
2022-03-08,30.1223
2022-03-09,30.1223
2022-03-10,30.1223
2022-03-11,30.1223
2022-03-12,30.1223
2022-03-13,30.1223
2022-03-14,30.1223
2022-03-15,30.1223
2022-03-16,30.1223
2022-03-17,30.1223
2022-03-18,30.1223
2022-03-19,30.1223
2022-03-20,30.1223
2022-03-21,30.1223
2022-03-22,30.1223
2022-03-23,30.1223
2022-03-24,30.1223
2022-03-25,30.1223
2022-03-26,30.1223
2022-03-27,30.1223
2022-03-28,30.1223
2022-03-29,30.1223
2022-03-30,30.1223
2022-03-31,26.4973
2022-04-01,26.4973
2022-04-02,26.4973
2022-04-03,26.4973
2022-04-04,26.4973
2022-04-05,26.4973
2022-04-06,26.4973
2022-04-07,26.4973
2022-04-08,26.4973
2022-04-09,26.4973
2022-04-10,26.4973
2022-04-11,26.4973
2022-04-12,26.4973
2022-04-13,26.4973
2022-04-14,26.4973
2022-04-15,26.4973
2022-04-16,26.4973
2022-04-17,26.4973
2022-04-18,26.4973
2022-04-19,26.4973
2022-04-20,26.4973
2022-04-21,26.4973
2022-04-22,26.4973
2022-04-23,26.4973
2022-04-24,26.4973
2022-04-25,26.4973
2022-04-26,26.4973
2022-04-27,26.4973
2022-04-28,26.4973
2022-04-29,26.4973
2022-04-30,26.4973
2022-05-01,26.4973
2022-05-02,26.4973
2022-05-03,26.4973
2022-05-04,26.4973
2022-05-05,26.4973
2022-05-06,26.4973
2022-05-07,26.4973
2022-05-08,26.4973
2022-05-09,26.4973
2022-05-10,26.4973
2022-05-11,26.4973
2022-05-12,26.4973
2022-05-13,26.4973
2022-05-14,26.4973
2022-05-15,26.4973
2022-05-16,26.4973
2022-05-17,26.4973
2022-05-18,26.4973
2022-05-19,26.4973
2022-05-20,26.4973
2022-05-21,26.4973
2022-05-22,26.4973
2022-05-23,26.4973
2022-05-24,26.4973
2022-05-25,26.4973
2022-05-26,26.4973
2022-05-27,26.4973
2022-05-28,26.4973
2022-05-29,26.4973
2022-05-30,26.4973
2022-05-31,26.4973
2022-06-01,26.4973
2022-06-02,26.4973
2022-06-03,26.4973
2022-06-04,26.4973
2022-06-05,26.4973
2022-06-06,26.4973
2022-06-07,26.4973
2022-06-08,26.4973
2022-06-09,26.4973
2022-06-10,26.4973
2022-06-11,26.4973
2022-06-12,26.4973
2022-06-13,26.4973
2022-06-14,26.4973
2022-06-15,26.4973
2022-06-16,26.4973
2022-06-17,26.4973
2022-06-18,26.4973
2022-06-19,26.4973
2022-06-20,26.4973
2022-06-21,26.4973
2022-06-22,26.4973
2022-06-23,26.4973
2022-06-24,26.4973
2022-06-25,26.4973
2022-06-26,26.4973
2022-06-27,26.4973
2022-06-28,26.4973
2022-06-29,26.4973
2022-06-30,26.3634
2022-07-01,26.3634
2022-07-02,26.3634
2022-07-03,26.3634
2022-07-04,26.3634
2022-07-05,26.3634
2022-07-06,26.3634
2022-07-07,26.3634
2022-07-08,26.3634
2022-07-09,26.3634
2022-07-10,26.3634
2022-07-11,26.3634
2022-07-12,26.3634
2022-07-13,26.3634
2022-07-14,26.3634
2022-07-15,26.3634
2022-07-16,26.3634
2022-07-17,26.3634
2022-07-18,26.3634
2022-07-19,26.3634
2022-07-20,26.3634
2022-07-21,26.3634
2022-07-22,26.3634
2022-07-23,26.3634
2022-07-24,26.3634
2022-07-25,26.3634
2022-07-26,26.3634
2022-07-27,26.3634
2022-07-28,26.3634
2022-07-29,26.3634
2022-07-30,26.3634
2022-07-31,26.3634
2022-08-01,26.3634
2022-08-02,26.3634
2022-08-03,26.3634
2022-08-04,26.3634
2022-08-05,26.3634
2022-08-06,26.3634
2022-08-07,26.3634
2022-08-08,26.3634
2022-08-09,26.3634
2022-08-10,26.3634
2022-08-11,26.3634
2022-08-12,26.3634
2022-08-13,26.3634
2022-08-14,26.3634
2022-08-15,26.3634
2022-08-16,26.3634
2022-08-17,26.3634
2022-08-18,26.3634
2022-08-19,26.3634
2022-08-20,26.3634
2022-08-21,26.3634
2022-08-22,26.3634
2022-08-23,26.3634
2022-08-24,26.3634
2022-08-25,26.3634
2022-08-26,26.3634
2022-08-27,26.3634
2022-08-28,26.3634
2022-08-29,26.3634
2022-08-30,26.3634
2022-08-31,26.3634
2022-09-01,26.3634
2022-09-02,26.3634
2022-09-03,26.3634
2022-09-04,26.3634
2022-09-05,26.3634
2022-09-06,26.3634
2022-09-07,26.3634
2022-09-08,26.3634
2022-09-09,26.3634
2022-09-10,26.3634
2022-09-11,26.3634
2022-09-12,26.3634
2022-09-13,26.3634
2022-09-14,26.3634
2022-09-15,26.3634
2022-09-16,26.3634
2022-09-17,26.3634
2022-09-18,26.3634
2022-09-19,26.3634
2022-09-20,26.3634
2022-09-21,26.3634
2022-09-22,26.3634
2022-09-23,26.3634
2022-09-24,26.3634
2022-09-25,26.3634
2022-09-26,26.3634
2022-09-27,26.3634
2022-09-28,26.3634
2022-09-29,26.3634
2022-09-30,22.9909
2022-10-01,22.9909
2022-10-02,22.9909
2022-10-03,22.9909
2022-10-04,22.9909
2022-10-05,22.9909
2022-10-06,22.9909
2022-10-07,22.9909
2022-10-08,22.9909
2022-10-09,22.9909
2022-10-10,22.9909
2022-10-11,22.9909
2022-10-12,22.9909
2022-10-13,22.9909
2022-10-14,22.9909
2022-10-15,22.9909
2022-10-16,22.9909
2022-10-17,22.9909
2022-10-18,22.9909
2022-10-19,22.9909
2022-10-20,22.9909
2022-10-21,22.9909
2022-10-22,22.9909
2022-10-23,22.9909
2022-10-24,22.9909
2022-10-25,22.9909
2022-10-26,22.9909
2022-10-27,22.9909
2022-10-28,22.9909
2022-10-29,22.9909
2022-10-30,22.9909
2022-10-31,22.9909
2022-11-01,22.9909
2022-11-02,22.9909
2022-11-03,22.9909
2022-11-04,22.9909
2022-11-05,22.9909
2022-11-06,22.9909
2022-11-07,22.9909
2022-11-08,22.9909
2022-11-09,22.9909
2022-11-10,22.9909
2022-11-11,22.9909
2022-11-12,22.9909
2022-11-13,22.9909
2022-11-14,22.9909
2022-11-15,22.9909
2022-11-16,22.9909
2022-11-17,22.9909
2022-11-18,22.9909
2022-11-19,22.9909
2022-11-20,22.9909
2022-11-21,22.9909
2022-11-22,22.9909
2022-11-23,22.9909
2022-11-24,22.9909
2022-11-25,22.9909
2022-11-26,22.9909
2022-11-27,22.9909
2022-11-28,22.9909
2022-11-29,22.9909
2022-11-30,22.9909
2022-12-01,22.9909
2022-12-02,22.9909
2022-12-03,22.9909
2022-12-04,22.9909
2022-12-05,22.9909
2022-12-06,22.9909
2022-12-07,22.9909
2022-12-08,22.9909
2022-12-09,22.9909
2022-12-10,22.9909
2022-12-11,22.9909
2022-12-12,22.9909
2022-12-13,22.9909
2022-12-14,22.9909
2022-12-15,22.9909
2022-12-16,22.9909
2022-12-17,22.9909
2022-12-18,22.9909
2022-12-19,22.9909
2022-12-20,22.9909
2022-12-21,22.9909
2022-12-22,22.9909
2022-12-23,22.9909
2022-12-24,22.9909
2022-12-25,22.9909
2022-12-26,22.9909
2022-12-27,22.9909
2022-12-28,22.9909
2022-12-29,22.9909
2022-12-30,22.9909
2022-12-31,17.8702
2023-01-01,17.8702
2023-01-02,17.8702
2023-01-03,17.8702
2023-01-04,17.8702
2023-01-05,17.8702
2023-01-06,17.8702
2023-01-07,17.8702
2023-01-08,17.8702
2023-01-09,17.8702
2023-01-10,17.8702
2023-01-11,17.8702
2023-01-12,17.8702
2023-01-13,17.8702
2023-01-14,17.8702
2023-01-15,17.8702
2023-01-16,17.8702
2023-01-17,17.8702
2023-01-18,17.8702
2023-01-19,17.8702
2023-01-20,17.8702
2023-01-21,17.8702
2023-01-22,17.8702
2023-01-23,17.8702
2023-01-24,17.8702
2023-01-25,17.8702
2023-01-26,17.8702
2023-01-27,17.8702
2023-01-28,17.8702
2023-01-29,17.8702
2023-01-30,17.8702
2023-01-31,17.8702
2023-02-01,17.8702
2023-02-02,17.8702
2023-02-03,17.8702
2023-02-04,17.8702
2023-02-05,17.8702
2023-02-06,17.8702
2023-02-07,17.8702
2023-02-08,17.8702
2023-02-09,17.8702
2023-02-10,17.8702
2023-02-11,17.8702
2023-02-12,17.8702
2023-02-13,17.8702
2023-02-14,17.8702
2023-02-15,17.8702
2023-02-16,17.8702
2023-02-17,17.8702
2023-02-18,17.8702
2023-02-19,17.8702
2023-02-20,17.8702
2023-02-21,17.8702
2023-02-22,17.8702
2023-02-23,17.8702
2023-02-24,17.8702
2023-02-25,17.8702
2023-02-26,17.8702
2023-02-27,17.8702
2023-02-28,17.8702
2023-03-01,17.8702
2023-03-02,17.8702
2023-03-03,17.8702
2023-03-04,17.8702
2023-03-05,17.8702
2023-03-06,17.8702
2023-03-07,17.8702
2023-03-08,17.8702
