,VZ US Equity
2021-05-23,28.7427
2021-05-24,28.7427
2021-05-25,28.7427
2021-05-26,28.7427
2021-05-27,28.7427
2021-05-28,28.7427
2021-05-29,28.7427
2021-05-30,28.7427
2021-05-31,28.7427
2021-06-01,28.7427
2021-06-02,28.7427
2021-06-03,28.7427
2021-06-04,28.7427
2021-06-05,28.7427
2021-06-06,28.7427
2021-06-07,28.7427
2021-06-08,28.7427
2021-06-09,28.7427
2021-06-10,28.7427
2021-06-11,28.7427
2021-06-12,28.7427
2021-06-13,28.7427
2021-06-14,28.7427
2021-06-15,28.7427
2021-06-16,28.7427
2021-06-17,28.7427
2021-06-18,28.7427
2021-06-19,28.7427
2021-06-20,28.7427
2021-06-21,28.7427
2021-06-22,28.7427
2021-06-23,28.7427
2021-06-24,28.7427
2021-06-25,28.7427
2021-06-26,28.7427
2021-06-27,28.7427
2021-06-28,28.7427
2021-06-29,28.7427
2021-06-30,29.3149
2021-07-01,29.3149
2021-07-02,29.3149
2021-07-03,29.3149
2021-07-04,29.3149
2021-07-05,29.3149
2021-07-06,29.3149
2021-07-07,29.3149
2021-07-08,29.3149
2021-07-09,29.3149
2021-07-10,29.3149
2021-07-11,29.3149
2021-07-12,29.3149
2021-07-13,29.3149
2021-07-14,29.3149
2021-07-15,29.3149
2021-07-16,29.3149
2021-07-17,29.3149
2021-07-18,29.3149
2021-07-19,29.3149
2021-07-20,29.3149
2021-07-21,29.3149
2021-07-22,29.3149
2021-07-23,29.3149
2021-07-24,29.3149
2021-07-25,29.3149
2021-07-26,29.3149
2021-07-27,29.3149
2021-07-28,29.3149
2021-07-29,29.3149
2021-07-30,29.3149
2021-07-31,29.3149
2021-08-01,29.3149
2021-08-02,29.3149
2021-08-03,29.3149
2021-08-04,29.3149
2021-08-05,29.3149
2021-08-06,29.3149
2021-08-07,29.3149
2021-08-08,29.3149
2021-08-09,29.3149
2021-08-10,29.3149
2021-08-11,29.3149
2021-08-12,29.3149
2021-08-13,29.3149
2021-08-14,29.3149
2021-08-15,29.3149
2021-08-16,29.3149
2021-08-17,29.3149
2021-08-18,29.3149
2021-08-19,29.3149
2021-08-20,29.3149
2021-08-21,29.3149
2021-08-22,29.3149
2021-08-23,29.3149
2021-08-24,29.3149
2021-08-25,29.3149
2021-08-26,29.3149
2021-08-27,29.3149
2021-08-28,29.3149
2021-08-29,29.3149
2021-08-30,29.3149
2021-08-31,29.3149
2021-09-01,29.3149
2021-09-02,29.3149
2021-09-03,29.3149
2021-09-04,29.3149
2021-09-05,29.3149
2021-09-06,29.3149
2021-09-07,29.3149
2021-09-08,29.3149
2021-09-09,29.3149
2021-09-10,29.3149
2021-09-11,29.3149
2021-09-12,29.3149
2021-09-13,29.3149
2021-09-14,29.3149
2021-09-15,29.3149
2021-09-16,29.3149
2021-09-17,29.3149
2021-09-18,29.3149
2021-09-19,29.3149
2021-09-20,29.3149
2021-09-21,29.3149
2021-09-22,29.3149
2021-09-23,29.3149
2021-09-24,29.3149
2021-09-25,29.3149
2021-09-26,29.3149
2021-09-27,29.3149
2021-09-28,29.3149
2021-09-29,29.3149
2021-09-30,31.0176
2021-10-01,31.0176
2021-10-02,31.0176
2021-10-03,31.0176
2021-10-04,31.0176
2021-10-05,31.0176
2021-10-06,31.0176
2021-10-07,31.0176
2021-10-08,31.0176
2021-10-09,31.0176
2021-10-10,31.0176
2021-10-11,31.0176
2021-10-12,31.0176
2021-10-13,31.0176
2021-10-14,31.0176
2021-10-15,31.0176
2021-10-16,31.0176
2021-10-17,31.0176
2021-10-18,31.0176
2021-10-19,31.0176
2021-10-20,31.0176
2021-10-21,31.0176
2021-10-22,31.0176
2021-10-23,31.0176
2021-10-24,31.0176
2021-10-25,31.0176
2021-10-26,31.0176
2021-10-27,31.0176
2021-10-28,31.0176
2021-10-29,31.0176
2021-10-30,31.0176
2021-10-31,31.0176
2021-11-01,31.0176
2021-11-02,31.0176
2021-11-03,31.0176
2021-11-04,31.0176
2021-11-05,31.0176
2021-11-06,31.0176
2021-11-07,31.0176
2021-11-08,31.0176
2021-11-09,31.0176
2021-11-10,31.0176
2021-11-11,31.0176
2021-11-12,31.0176
2021-11-13,31.0176
2021-11-14,31.0176
2021-11-15,31.0176
2021-11-16,31.0176
2021-11-17,31.0176
2021-11-18,31.0176
2021-11-19,31.0176
2021-11-20,31.0176
2021-11-21,31.0176
2021-11-22,31.0176
2021-11-23,31.0176
2021-11-24,31.0176
2021-11-25,31.0176
2021-11-26,31.0176
2021-11-27,31.0176
2021-11-28,31.0176
2021-11-29,31.0176
2021-11-30,31.0176
2021-12-01,31.0176
2021-12-02,31.0176
2021-12-03,31.0176
2021-12-04,31.0176
2021-12-05,31.0176
2021-12-06,31.0176
2021-12-07,31.0176
2021-12-08,31.0176
2021-12-09,31.0176
2021-12-10,31.0176
2021-12-11,31.0176
2021-12-12,31.0176
2021-12-13,31.0176
2021-12-14,31.0176
2021-12-15,31.0176
2021-12-16,31.0176
2021-12-17,31.0176
2021-12-18,31.0176
2021-12-19,31.0176
2021-12-20,31.0176
2021-12-21,31.0176
2021-12-22,31.0176
2021-12-23,31.0176
2021-12-24,31.0176
2021-12-25,31.0176
2021-12-26,31.0176
2021-12-27,31.0176
2021-12-28,31.0176
2021-12-29,31.0176
2021-12-30,31.0176
2021-12-31,29.4924
2022-01-01,29.4924
2022-01-02,29.4924
2022-01-03,29.4924
2022-01-04,29.4924
2022-01-05,29.4924
2022-01-06,29.4924
2022-01-07,29.4924
2022-01-08,29.4924
2022-01-09,29.4924
2022-01-10,29.4924
2022-01-11,29.4924
2022-01-12,29.4924
2022-01-13,29.4924
2022-01-14,29.4924
2022-01-15,29.4924
2022-01-16,29.4924
2022-01-17,29.4924
2022-01-18,29.4924
2022-01-19,29.4924
2022-01-20,29.4924
2022-01-21,29.4924
2022-01-22,29.4924
2022-01-23,29.4924
2022-01-24,29.4924
2022-01-25,29.4924
2022-01-26,29.4924
2022-01-27,29.4924
2022-01-28,29.4924
2022-01-29,29.4924
2022-01-30,29.4924
2022-01-31,29.4924
2022-02-01,29.4924
2022-02-02,29.4924
2022-02-03,29.4924
2022-02-04,29.4924
2022-02-05,29.4924
2022-02-06,29.4924
2022-02-07,29.4924
2022-02-08,29.4924
2022-02-09,29.4924
2022-02-10,29.4924
2022-02-11,29.4924
2022-02-12,29.4924
2022-02-13,29.4924
2022-02-14,29.4924
2022-02-15,29.4924
2022-02-16,29.4924
2022-02-17,29.4924
2022-02-18,29.4924
2022-02-19,29.4924
2022-02-20,29.4924
2022-02-21,29.4924
2022-02-22,29.4924
2022-02-23,29.4924
2022-02-24,29.4924
2022-02-25,29.4924
2022-02-26,29.4924
2022-02-27,29.4924
2022-02-28,29.4924
2022-03-01,29.4924
2022-03-02,29.4924
2022-03-03,29.4924
2022-03-04,29.4924
2022-03-05,29.4924
2022-03-06,29.4924
2022-03-07,29.4924
2022-03-08,29.4924
2022-03-09,29.4924
2022-03-10,29.4924
2022-03-11,29.4924
2022-03-12,29.4924
2022-03-13,29.4924
2022-03-14,29.4924
2022-03-15,29.4924
2022-03-16,29.4924
2022-03-17,29.4924
2022-03-18,29.4924
2022-03-19,29.4924
2022-03-20,29.4924
2022-03-21,29.4924
2022-03-22,29.4924
2022-03-23,29.4924
2022-03-24,29.4924
2022-03-25,29.4924
2022-03-26,29.4924
2022-03-27,29.4924
2022-03-28,29.4924
2022-03-29,29.4924
2022-03-30,29.4924
2022-03-31,27.614
2022-04-01,27.614
2022-04-02,27.614
2022-04-03,27.614
2022-04-04,27.614
2022-04-05,27.614
2022-04-06,27.614
2022-04-07,27.614
2022-04-08,27.614
2022-04-09,27.614
2022-04-10,27.614
2022-04-11,27.614
2022-04-12,27.614
2022-04-13,27.614
2022-04-14,27.614
2022-04-15,27.614
2022-04-16,27.614
2022-04-17,27.614
2022-04-18,27.614
2022-04-19,27.614
2022-04-20,27.614
2022-04-21,27.614
2022-04-22,27.614
2022-04-23,27.614
2022-04-24,27.614
2022-04-25,27.614
2022-04-26,27.614
2022-04-27,27.614
2022-04-28,27.614
2022-04-29,27.614
2022-04-30,27.614
2022-05-01,27.614
2022-05-02,27.614
2022-05-03,27.614
2022-05-04,27.614
2022-05-05,27.614
2022-05-06,27.614
2022-05-07,27.614
2022-05-08,27.614
2022-05-09,27.614
2022-05-10,27.614
2022-05-11,27.614
2022-05-12,27.614
2022-05-13,27.614
2022-05-14,27.614
2022-05-15,27.614
2022-05-16,27.614
2022-05-17,27.614
2022-05-18,27.614
2022-05-19,27.614
2022-05-20,27.614
2022-05-21,27.614
2022-05-22,27.614
2022-05-23,27.614
2022-05-24,27.614
2022-05-25,27.614
2022-05-26,27.614
2022-05-27,27.614
2022-05-28,27.614
2022-05-29,27.614
2022-05-30,27.614
2022-05-31,27.614
2022-06-01,27.614
2022-06-02,27.614
2022-06-03,27.614
2022-06-04,27.614
2022-06-05,27.614
2022-06-06,27.614
2022-06-07,27.614
2022-06-08,27.614
2022-06-09,27.614
2022-06-10,27.614
2022-06-11,27.614
2022-06-12,27.614
2022-06-13,27.614
2022-06-14,27.614
2022-06-15,27.614
2022-06-16,27.614
2022-06-17,27.614
2022-06-18,27.614
2022-06-19,27.614
2022-06-20,27.614
2022-06-21,27.614
2022-06-22,27.614
2022-06-23,27.614
2022-06-24,27.614
2022-06-25,27.614
2022-06-26,27.614
2022-06-27,27.614
2022-06-28,27.614
2022-06-29,27.614
2022-06-30,26.0476
2022-07-01,26.0476
2022-07-02,26.0476
2022-07-03,26.0476
2022-07-04,26.0476
2022-07-05,26.0476
2022-07-06,26.0476
2022-07-07,26.0476
2022-07-08,26.0476
2022-07-09,26.0476
2022-07-10,26.0476
2022-07-11,26.0476
2022-07-12,26.0476
2022-07-13,26.0476
2022-07-14,26.0476
2022-07-15,26.0476
2022-07-16,26.0476
2022-07-17,26.0476
2022-07-18,26.0476
2022-07-19,26.0476
2022-07-20,26.0476
2022-07-21,26.0476
2022-07-22,26.0476
2022-07-23,26.0476
2022-07-24,26.0476
2022-07-25,26.0476
2022-07-26,26.0476
2022-07-27,26.0476
2022-07-28,26.0476
2022-07-29,26.0476
2022-07-30,26.0476
2022-07-31,26.0476
2022-08-01,26.0476
2022-08-02,26.0476
2022-08-03,26.0476
2022-08-04,26.0476
2022-08-05,26.0476
2022-08-06,26.0476
2022-08-07,26.0476
2022-08-08,26.0476
2022-08-09,26.0476
2022-08-10,26.0476
2022-08-11,26.0476
2022-08-12,26.0476
2022-08-13,26.0476
2022-08-14,26.0476
2022-08-15,26.0476
2022-08-16,26.0476
2022-08-17,26.0476
2022-08-18,26.0476
2022-08-19,26.0476
2022-08-20,26.0476
2022-08-21,26.0476
2022-08-22,26.0476
2022-08-23,26.0476
2022-08-24,26.0476
2022-08-25,26.0476
2022-08-26,26.0476
2022-08-27,26.0476
2022-08-28,26.0476
2022-08-29,26.0476
2022-08-30,26.0476
2022-08-31,26.0476
2022-09-01,26.0476
2022-09-02,26.0476
2022-09-03,26.0476
2022-09-04,26.0476
2022-09-05,26.0476
2022-09-06,26.0476
2022-09-07,26.0476
2022-09-08,26.0476
2022-09-09,26.0476
2022-09-10,26.0476
2022-09-11,26.0476
2022-09-12,26.0476
2022-09-13,26.0476
2022-09-14,26.0476
2022-09-15,26.0476
2022-09-16,26.0476
2022-09-17,26.0476
2022-09-18,26.0476
2022-09-19,26.0476
2022-09-20,26.0476
2022-09-21,26.0476
2022-09-22,26.0476
2022-09-23,26.0476
2022-09-24,26.0476
2022-09-25,26.0476
2022-09-26,26.0476
2022-09-27,26.0476
2022-09-28,26.0476
2022-09-29,26.0476
2022-09-30,23.4536
2022-10-01,23.4536
2022-10-02,23.4536
2022-10-03,23.4536
2022-10-04,23.4536
2022-10-05,23.4536
2022-10-06,23.4536
2022-10-07,23.4536
2022-10-08,23.4536
2022-10-09,23.4536
2022-10-10,23.4536
2022-10-11,23.4536
2022-10-12,23.4536
2022-10-13,23.4536
2022-10-14,23.4536
2022-10-15,23.4536
2022-10-16,23.4536
2022-10-17,23.4536
2022-10-18,23.4536
2022-10-19,23.4536
2022-10-20,23.4536
2022-10-21,23.4536
2022-10-22,23.4536
2022-10-23,23.4536
2022-10-24,23.4536
2022-10-25,23.4536
2022-10-26,23.4536
2022-10-27,23.4536
2022-10-28,23.4536
2022-10-29,23.4536
2022-10-30,23.4536
2022-10-31,23.4536
2022-11-01,23.4536
2022-11-02,23.4536
2022-11-03,23.4536
2022-11-04,23.4536
2022-11-05,23.4536
2022-11-06,23.4536
2022-11-07,23.4536
2022-11-08,23.4536
2022-11-09,23.4536
2022-11-10,23.4536
2022-11-11,23.4536
2022-11-12,23.4536
2022-11-13,23.4536
2022-11-14,23.4536
2022-11-15,23.4536
2022-11-16,23.4536
2022-11-17,23.4536
2022-11-18,23.4536
2022-11-19,23.4536
2022-11-20,23.4536
2022-11-21,23.4536
2022-11-22,23.4536
2022-11-23,23.4536
2022-11-24,23.4536
2022-11-25,23.4536
2022-11-26,23.4536
2022-11-27,23.4536
2022-11-28,23.4536
2022-11-29,23.4536
2022-11-30,23.4536
2022-12-01,23.4536
2022-12-02,23.4536
2022-12-03,23.4536
2022-12-04,23.4536
2022-12-05,23.4536
2022-12-06,23.4536
2022-12-07,23.4536
2022-12-08,23.4536
2022-12-09,23.4536
2022-12-10,23.4536
2022-12-11,23.4536
2022-12-12,23.4536
2022-12-13,23.4536
2022-12-14,23.4536
2022-12-15,23.4536
2022-12-16,23.4536
2022-12-17,23.4536
2022-12-18,23.4536
2022-12-19,23.4536
2022-12-20,23.4536
2022-12-21,23.4536
2022-12-22,23.4536
2022-12-23,23.4536
2022-12-24,23.4536
2022-12-25,23.4536
2022-12-26,23.4536
2022-12-27,23.4536
2022-12-28,23.4536
2022-12-29,23.4536
2022-12-30,23.4536
2022-12-31,24.5828
2023-01-01,24.5828
2023-01-02,24.5828
2023-01-03,24.5828
2023-01-04,24.5828
2023-01-05,24.5828
2023-01-06,24.5828
2023-01-07,24.5828
2023-01-08,24.5828
2023-01-09,24.5828
2023-01-10,24.5828
2023-01-11,24.5828
2023-01-12,24.5828
2023-01-13,24.5828
2023-01-14,24.5828
2023-01-15,24.5828
2023-01-16,24.5828
2023-01-17,24.5828
2023-01-18,24.5828
2023-01-19,24.5828
2023-01-20,24.5828
2023-01-21,24.5828
2023-01-22,24.5828
2023-01-23,24.5828
2023-01-24,24.5828
2023-01-25,24.5828
2023-01-26,24.5828
2023-01-27,24.5828
2023-01-28,24.5828
2023-01-29,24.5828
2023-01-30,24.5828
2023-01-31,24.5828
2023-02-01,24.5828
2023-02-02,24.5828
2023-02-03,24.5828
2023-02-04,24.5828
2023-02-05,24.5828
2023-02-06,24.5828
2023-02-07,24.5828
2023-02-08,24.5828
2023-02-09,24.5828
2023-02-10,24.5828
2023-02-11,24.5828
2023-02-12,24.5828
2023-02-13,24.5828
2023-02-14,24.5828
2023-02-15,24.5828
2023-02-16,24.5828
2023-02-17,24.5828
2023-02-18,24.5828
2023-02-19,24.5828
2023-02-20,24.5828
2023-02-21,24.5828
2023-02-22,24.5828
2023-02-23,24.5828
2023-02-24,24.5828
2023-02-25,24.5828
2023-02-26,24.5828
2023-02-27,24.5828
2023-02-28,24.5828
2023-03-01,24.5828
2023-03-02,24.5828
2023-03-03,24.5828
2023-03-04,24.5828
2023-03-05,24.5828
2023-03-06,24.5828
2023-03-07,24.5828
2023-03-08,24.5828
2023-03-09,24.5828
2023-03-10,24.5828
2023-03-11,24.5828
2023-03-12,24.5828
2023-03-13,24.5828
2023-03-14,24.5828
2023-03-15,24.5828
2023-03-16,24.5828
