,CTXS US Equity
,RETURN_COM_EQY
2020-01-01,98.1609
2020-01-02,98.1609
2020-01-03,98.1609
2020-01-04,98.1609
2020-01-05,98.1609
2020-01-06,98.1609
2020-01-07,98.1609
2020-01-08,98.1609
2020-01-09,98.1609
2020-01-10,98.1609
2020-01-11,98.1609
2020-01-12,98.1609
2020-01-13,98.1609
2020-01-14,98.1609
2020-01-15,98.1609
2020-01-16,98.1609
2020-01-17,98.1609
2020-01-18,98.1609
2020-01-19,98.1609
2020-01-20,98.1609
2020-01-21,98.1609
2020-01-22,98.1609
2020-01-23,98.1609
2020-01-24,98.1609
2020-01-25,98.1609
2020-01-26,98.1609
2020-01-27,98.1609
2020-01-28,98.1609
2020-01-29,98.1609
2020-01-30,98.1609
2020-01-31,98.1609
2020-02-01,98.1609
2020-02-02,98.1609
2020-02-03,98.1609
2020-02-04,98.1609
2020-02-05,98.1609
2020-02-06,98.1609
2020-02-07,98.1609
2020-02-08,98.1609
2020-02-09,98.1609
2020-02-10,98.1609
2020-02-11,98.1609
2020-02-12,98.1609
2020-02-13,98.1609
2020-02-14,98.1609
2020-02-15,98.1609
2020-02-16,98.1609
2020-02-17,98.1609
2020-02-18,98.1609
2020-02-19,98.1609
2020-02-20,98.1609
2020-02-21,98.1609
2020-02-22,98.1609
2020-02-23,98.1609
2020-02-24,98.1609
2020-02-25,98.1609
2020-02-26,98.1609
2020-02-27,98.1609
2020-02-28,98.1609
2020-02-29,98.1609
2020-03-01,98.1609
2020-03-02,98.1609
2020-03-03,98.1609
2020-03-04,98.1609
2020-03-05,98.1609
2020-03-06,98.1609
2020-03-07,98.1609
2020-03-08,98.1609
2020-03-09,98.1609
2020-03-10,98.1609
2020-03-11,98.1609
2020-03-12,98.1609
2020-03-13,98.1609
2020-03-14,98.1609
2020-03-15,98.1609
2020-03-16,98.1609
2020-03-17,98.1609
2020-03-18,98.1609
2020-03-19,98.1609
2020-03-20,98.1609
2020-03-21,98.1609
2020-03-22,98.1609
2020-03-23,98.1609
2020-03-24,98.1609
2020-03-25,98.1609
2020-03-26,98.1609
2020-03-27,98.1609
2020-03-28,98.1609
2020-03-29,98.1609
2020-03-30,98.1609
2020-03-31,98.1609
2020-04-01,98.1609
2020-04-02,98.1609
2020-04-03,98.1609
2020-04-04,98.1609
2020-04-05,98.1609
2020-04-06,98.1609
2020-04-07,98.1609
2020-04-08,98.1609
2020-04-09,98.1609
2020-04-10,98.1609
2020-04-11,98.1609
2020-04-12,98.1609
2020-04-13,98.1609
2020-04-14,98.1609
2020-04-15,98.1609
2020-04-16,98.1609
2020-04-17,98.1609
2020-04-18,98.1609
2020-04-19,98.1609
2020-04-20,98.1609
2020-04-21,98.1609
2020-04-22,98.1609
2020-04-23,98.1609
2020-04-24,98.1609
2020-04-25,98.1609
2020-04-26,98.1609
2020-04-27,98.1609
2020-04-28,98.1609
2020-04-29,98.1609
2020-04-30,98.1609
2020-05-01,98.1609
2020-05-02,98.1609
