,MUR US Equity
,RETURN_COM_EQY
2020-01-01,22.3319
2020-01-02,22.3319
2020-01-03,22.3319
2020-01-04,22.3319
2020-01-05,22.3319
2020-01-06,22.3319
2020-01-07,22.3319
2020-01-08,22.3319
2020-01-09,22.3319
2020-01-10,22.3319
2020-01-11,22.3319
2020-01-12,22.3319
2020-01-13,22.3319
2020-01-14,22.3319
2020-01-15,22.3319
2020-01-16,22.3319
2020-01-17,22.3319
2020-01-18,22.3319
2020-01-19,22.3319
2020-01-20,22.3319
2020-01-21,22.3319
2020-01-22,22.3319
2020-01-23,22.3319
2020-01-24,22.3319
2020-01-25,22.3319
2020-01-26,22.3319
2020-01-27,22.3319
2020-01-28,22.3319
2020-01-29,22.3319
2020-01-30,22.3319
2020-01-31,22.3319
2020-02-01,22.3319
2020-02-02,22.3319
2020-02-03,22.3319
2020-02-04,22.3319
2020-02-05,22.3319
2020-02-06,22.3319
2020-02-07,22.3319
2020-02-08,22.3319
2020-02-09,22.3319
2020-02-10,22.3319
2020-02-11,22.3319
2020-02-12,22.3319
2020-02-13,22.3319
2020-02-14,22.3319
2020-02-15,22.3319
2020-02-16,22.3319
2020-02-17,22.3319
2020-02-18,22.3319
2020-02-19,22.3319
2020-02-20,22.3319
2020-02-21,22.3319
2020-02-22,22.3319
2020-02-23,22.3319
2020-02-24,22.3319
2020-02-25,22.3319
2020-02-26,22.3319
2020-02-27,22.3319
2020-02-28,22.3319
2020-02-29,22.3319
2020-03-01,22.3319
2020-03-02,22.3319
2020-03-03,22.3319
2020-03-04,22.3319
2020-03-05,22.3319
2020-03-06,22.3319
2020-03-07,22.3319
2020-03-08,22.3319
2020-03-09,22.3319
2020-03-10,22.3319
2020-03-11,22.3319
2020-03-12,22.3319
2020-03-13,22.3319
2020-03-14,22.3319
2020-03-15,22.3319
2020-03-16,22.3319
2020-03-17,22.3319
2020-03-18,22.3319
2020-03-19,22.3319
2020-03-20,22.3319
2020-03-21,22.3319
2020-03-22,22.3319
2020-03-23,22.3319
2020-03-24,22.3319
2020-03-25,22.3319
2020-03-26,22.3319
2020-03-27,22.3319
2020-03-28,22.3319
2020-03-29,22.3319
2020-03-30,22.3319
2020-03-31,14.1017
2020-04-01,14.1017
2020-04-02,14.1017
2020-04-03,14.1017
2020-04-04,14.1017
2020-04-05,14.1017
2020-04-06,14.1017
2020-04-07,14.1017
2020-04-08,14.1017
2020-04-09,14.1017
2020-04-10,14.1017
2020-04-11,14.1017
2020-04-12,14.1017
2020-04-13,14.1017
2020-04-14,14.1017
2020-04-15,14.1017
2020-04-16,14.1017
2020-04-17,14.1017
2020-04-18,14.1017
2020-04-19,14.1017
2020-04-20,14.1017
2020-04-21,14.1017
2020-04-22,14.1017
2020-04-23,14.1017
2020-04-24,14.1017
2020-04-25,14.1017
2020-04-26,14.1017
2020-04-27,14.1017
2020-04-28,14.1017
2020-04-29,14.1017
2020-04-30,14.1017
2020-05-01,14.1017
2020-05-02,14.1017
2020-05-03,14.1017
2020-05-04,14.1017
2020-05-05,14.1017
2020-05-06,14.1017
2020-05-07,14.1017
2020-05-08,14.1017
2020-05-09,14.1017
2020-05-10,14.1017
2020-05-11,14.1017
2020-05-12,14.1017
2020-05-13,14.1017
2020-05-14,14.1017
2020-05-15,14.1017
2020-05-16,14.1017
2020-05-17,14.1017
2020-05-18,14.1017
2020-05-19,14.1017
2020-05-20,14.1017
2020-05-21,14.1017
2020-05-22,14.1017
2020-05-23,14.1017
2020-05-24,14.1017
2020-05-25,14.1017
2020-05-26,14.1017
2020-05-27,14.1017
2020-05-28,14.1017
2020-05-29,14.1017
2020-05-30,14.1017
2020-05-31,14.1017
2020-06-01,14.1017
2020-06-02,14.1017
2020-06-03,14.1017
2020-06-04,14.1017
2020-06-05,14.1017
2020-06-06,14.1017
2020-06-07,14.1017
2020-06-08,14.1017
2020-06-09,14.1017
2020-06-10,14.1017
2020-06-11,14.1017
2020-06-12,14.1017
2020-06-13,14.1017
2020-06-14,14.1017
2020-06-15,14.1017
2020-06-16,14.1017
2020-06-17,14.1017
2020-06-18,14.1017
2020-06-19,14.1017
2020-06-20,14.1017
2020-06-21,14.1017
2020-06-22,14.1017
2020-06-23,14.1017
2020-06-24,14.1017
2020-06-25,14.1017
2020-06-26,14.1017
2020-06-27,14.1017
2020-06-28,14.1017
2020-06-29,14.1017
2020-06-30,6.1017
2020-07-01,6.1017
2020-07-02,6.1017
2020-07-03,6.1017
2020-07-04,6.1017
2020-07-05,6.1017
2020-07-06,6.1017
2020-07-07,6.1017
2020-07-08,6.1017
2020-07-09,6.1017
2020-07-10,6.1017
2020-07-11,6.1017
2020-07-12,6.1017
2020-07-13,6.1017
2020-07-14,6.1017
2020-07-15,6.1017
2020-07-16,6.1017
2020-07-17,6.1017
2020-07-18,6.1017
2020-07-19,6.1017
2020-07-20,6.1017
2020-07-21,6.1017
2020-07-22,6.1017
2020-07-23,6.1017
2020-07-24,6.1017
2020-07-25,6.1017
2020-07-26,6.1017
2020-07-27,6.1017
2020-07-28,6.1017
2020-07-29,6.1017
2020-07-30,6.1017
2020-07-31,6.1017
2020-08-01,6.1017
2020-08-02,6.1017
2020-08-03,6.1017
2020-08-04,6.1017
2020-08-05,6.1017
2020-08-06,6.1017
2020-08-07,6.1017
