,LRCX US Equity
,RETURN_COM_EQY
2020-01-01,40.7233
2020-01-02,40.7233
2020-01-03,40.7233
2020-01-04,40.7233
2020-01-05,40.7233
2020-01-06,40.7233
2020-01-07,40.7233
2020-01-08,40.7233
2020-01-09,40.7233
2020-01-10,40.7233
2020-01-11,40.7233
2020-01-12,40.7233
2020-01-13,40.7233
2020-01-14,40.7233
2020-01-15,40.7233
2020-01-16,40.7233
2020-01-17,40.7233
2020-01-18,40.7233
2020-01-19,40.7233
2020-01-20,40.7233
2020-01-21,40.7233
2020-01-22,40.7233
2020-01-23,40.7233
2020-01-24,40.7233
2020-01-25,40.7233
2020-01-26,40.7233
2020-01-27,40.7233
2020-01-28,40.7233
2020-01-29,40.7233
2020-01-30,40.7233
2020-01-31,40.7233
2020-02-01,40.7233
2020-02-02,40.7233
2020-02-03,40.7233
2020-02-04,40.7233
2020-02-05,40.7233
2020-02-06,40.7233
2020-02-07,40.7233
2020-02-08,40.7233
2020-02-09,40.7233
2020-02-10,40.7233
2020-02-11,40.7233
2020-02-12,40.7233
2020-02-13,40.7233
2020-02-14,40.7233
2020-02-15,40.7233
2020-02-16,40.7233
2020-02-17,40.7233
2020-02-18,40.7233
2020-02-19,40.7233
2020-02-20,40.7233
2020-02-21,40.7233
2020-02-22,40.7233
2020-02-23,40.7233
2020-02-24,40.7233
2020-02-25,40.7233
2020-02-26,40.7233
2020-02-27,40.7233
2020-02-28,40.7233
2020-02-29,40.7233
2020-03-01,40.7233
2020-03-02,40.7233
2020-03-03,40.7233
2020-03-04,40.7233
2020-03-05,40.7233
2020-03-06,40.7233
2020-03-07,40.7233
2020-03-08,40.7233
2020-03-09,40.7233
2020-03-10,40.7233
2020-03-11,40.7233
2020-03-12,40.7233
2020-03-13,40.7233
2020-03-14,40.7233
2020-03-15,40.7233
2020-03-16,40.7233
2020-03-17,40.7233
2020-03-18,40.7233
2020-03-19,40.7233
2020-03-20,40.7233
2020-03-21,40.7233
2020-03-22,40.7233
2020-03-23,40.7233
2020-03-24,40.7233
2020-03-25,40.7233
2020-03-26,40.7233
2020-03-27,40.7233
2020-03-28,40.7233
2020-03-29,42.6686
2020-03-30,42.6686
2020-03-31,42.6686
2020-04-01,42.6686
2020-04-02,42.6686
2020-04-03,42.6686
2020-04-04,42.6686
2020-04-05,42.6686
2020-04-06,42.6686
2020-04-07,42.6686
2020-04-08,42.6686
2020-04-09,42.6686
2020-04-10,42.6686
2020-04-11,42.6686
2020-04-12,42.6686
2020-04-13,42.6686
2020-04-14,42.6686
2020-04-15,42.6686
2020-04-16,42.6686
2020-04-17,42.6686
2020-04-18,42.6686
2020-04-19,42.6686
2020-04-20,42.6686
2020-04-21,42.6686
2020-04-22,42.6686
2020-04-23,42.6686
2020-04-24,42.6686
2020-04-25,42.6686
2020-04-26,42.6686
2020-04-27,42.6686
2020-04-28,42.6686
2020-04-29,42.6686
2020-04-30,42.6686
2020-05-01,42.6686
2020-05-02,42.6686
2020-05-03,42.6686
2020-05-04,42.6686
2020-05-05,42.6686
2020-05-06,42.6686
2020-05-07,42.6686
2020-05-08,42.6686
2020-05-09,42.6686
2020-05-10,42.6686
2020-05-11,42.6686
2020-05-12,42.6686
2020-05-13,42.6686
2020-05-14,42.6686
2020-05-15,42.6686
2020-05-16,42.6686
2020-05-17,42.6686
2020-05-18,42.6686
2020-05-19,42.6686
2020-05-20,42.6686
2020-05-21,42.6686
2020-05-22,42.6686
2020-05-23,42.6686
2020-05-24,42.6686
2020-05-25,42.6686
2020-05-26,42.6686
2020-05-27,42.6686
2020-05-28,42.6686
2020-05-29,42.6686
2020-05-30,42.6686
2020-05-31,42.6686
2020-06-01,42.6686
2020-06-02,42.6686
2020-06-03,42.6686
2020-06-04,42.6686
2020-06-05,42.6686
2020-06-06,42.6686
2020-06-07,42.6686
2020-06-08,42.6686
2020-06-09,42.6686
2020-06-10,42.6686
2020-06-11,42.6686
2020-06-12,42.6686
2020-06-13,42.6686
2020-06-14,42.6686
2020-06-15,42.6686
2020-06-16,42.6686
2020-06-17,42.6686
2020-06-18,42.6686
2020-06-19,42.6686
2020-06-20,42.6686
2020-06-21,42.6686
2020-06-22,42.6686
2020-06-23,42.6686
2020-06-24,42.6686
2020-06-25,42.6686
2020-06-26,42.6686
2020-06-27,42.6686
2020-06-28,45.7378
2020-06-29,45.7378
2020-06-30,45.7378
2020-07-01,45.7378
2020-07-02,45.7378
2020-07-03,45.7378
2020-07-04,45.7378
2020-07-05,45.7378
2020-07-06,45.7378
2020-07-07,45.7378
2020-07-08,45.7378
2020-07-09,45.7378
2020-07-10,45.7378
2020-07-11,45.7378
2020-07-12,45.7378
2020-07-13,45.7378
2020-07-14,45.7378
2020-07-15,45.7378
2020-07-16,45.7378
2020-07-17,45.7378
2020-07-18,45.7378
2020-07-19,45.7378
2020-07-20,45.7378
2020-07-21,45.7378
2020-07-22,45.7378
2020-07-23,45.7378
2020-07-24,45.7378
2020-07-25,45.7378
2020-07-26,45.7378
2020-07-27,45.7378
2020-07-28,45.7378
2020-07-29,45.7378
2020-07-30,45.7378
2020-07-31,45.7378
2020-08-01,45.7378
2020-08-02,45.7378
2020-08-03,45.7378
2020-08-04,45.7378
2020-08-05,45.7378
2020-08-06,45.7378
2020-08-07,45.7378
2020-08-08,45.7378
2020-08-09,45.7378
2020-08-10,45.7378
2020-08-11,45.7378
2020-08-12,45.7378
2020-08-13,45.7378
2020-08-14,45.7378
2020-08-15,45.7378
2020-08-16,45.7378
2020-08-17,45.7378
2020-08-18,45.7378
2020-08-19,45.7378
2020-08-20,45.7378
2020-08-21,45.7378
2020-08-22,45.7378
2020-08-23,45.7378
2020-08-24,45.7378
2020-08-25,45.7378
2020-08-26,45.7378
2020-08-27,45.7378
2020-08-28,45.7378
2020-08-29,45.7378
2020-08-30,45.7378
2020-08-31,45.7378
2020-09-01,45.7378
2020-09-02,45.7378
2020-09-03,45.7378
2020-09-04,45.7378
2020-09-05,45.7378
2020-09-06,45.7378
2020-09-07,45.7378
2020-09-08,45.7378
2020-09-09,45.7378
2020-09-10,45.7378
2020-09-11,45.7378
2020-09-12,45.7378
2020-09-13,45.7378
2020-09-14,45.7378
2020-09-15,45.7378
2020-09-16,45.7378
2020-09-17,45.7378
2020-09-18,45.7378
2020-09-19,45.7378
2020-09-20,45.7378
2020-09-21,45.7378
2020-09-22,45.7378
2020-09-23,45.7378
2020-09-24,45.7378
2020-09-25,45.7378
2020-09-26,45.7378
2020-09-27,50.3656
2020-09-28,50.3656
2020-09-29,50.3656
2020-09-30,50.3656
2020-10-01,50.3656
2020-10-02,50.3656
2020-10-03,50.3656
2020-10-04,50.3656
2020-10-05,50.3656
2020-10-06,50.3656
2020-10-07,50.3656
2020-10-08,50.3656
2020-10-09,50.3656
2020-10-10,50.3656
2020-10-11,50.3656
2020-10-12,50.3656
2020-10-13,50.3656
2020-10-14,50.3656
2020-10-15,50.3656
2020-10-16,50.3656
2020-10-17,50.3656
2020-10-18,50.3656
2020-10-19,50.3656
2020-10-20,50.3656
2020-10-21,50.3656
2020-10-22,50.3656
2020-10-23,50.3656
2020-10-24,50.3656
2020-10-25,50.3656
2020-10-26,50.3656
2020-10-27,50.3656
2020-10-28,50.3656
2020-10-29,50.3656
2020-10-30,50.3656
2020-10-31,50.3656
2020-11-01,50.3656
2020-11-02,50.3656
2020-11-03,50.3656
2020-11-04,50.3656
2020-11-05,50.3656
2020-11-06,50.3656
2020-11-07,50.3656
2020-11-08,50.3656
2020-11-09,50.3656
2020-11-10,50.3656
2020-11-11,50.3656
2020-11-12,50.3656
2020-11-13,50.3656
2020-11-14,50.3656
2020-11-15,50.3656
2020-11-16,50.3656
2020-11-17,50.3656
2020-11-18,50.3656
2020-11-19,50.3656
2020-11-20,50.3656
2020-11-21,50.3656
2020-11-22,50.3656
2020-11-23,50.3656
2020-11-24,50.3656
2020-11-25,50.3656
2020-11-26,50.3656
2020-11-27,50.3656
2020-11-28,50.3656
2020-11-29,50.3656
2020-11-30,50.3656
2020-12-01,50.3656
2020-12-02,50.3656
2020-12-03,50.3656
2020-12-04,50.3656
2020-12-05,50.3656
2020-12-06,50.3656
2020-12-07,50.3656
2020-12-08,50.3656
2020-12-09,50.3656
2020-12-10,50.3656
2020-12-11,50.3656
2020-12-12,50.3656
2020-12-13,50.3656
2020-12-14,50.3656
2020-12-15,50.3656
2020-12-16,50.3656
2020-12-17,50.3656
2020-12-18,50.3656
2020-12-19,50.3656
2020-12-20,50.3656
2020-12-21,50.3656
2020-12-22,50.3656
2020-12-23,50.3656
2020-12-24,50.3656
2020-12-25,50.3656
2020-12-26,50.3656
2020-12-27,59.9878
2020-12-28,59.9878
2020-12-29,59.9878
2020-12-30,59.9878
2020-12-31,59.9878
2021-01-01,59.9878
2021-01-02,59.9878
2021-01-03,59.9878
2021-01-04,59.9878
2021-01-05,59.9878
2021-01-06,59.9878
2021-01-07,59.9878
2021-01-08,59.9878
2021-01-09,59.9878
2021-01-10,59.9878
2021-01-11,59.9878
2021-01-12,59.9878
2021-01-13,59.9878
2021-01-14,59.9878
2021-01-15,59.9878
2021-01-16,59.9878
2021-01-17,59.9878
2021-01-18,59.9878
2021-01-19,59.9878
2021-01-20,59.9878
2021-01-21,59.9878
2021-01-22,59.9878
2021-01-23,59.9878
2021-01-24,59.9878
2021-01-25,59.9878
2021-01-26,59.9878
2021-01-27,59.9878
2021-01-28,59.9878
2021-01-29,59.9878
2021-01-30,59.9878
2021-01-31,59.9878
2021-02-01,59.9878
2021-02-02,59.9878
2021-02-03,59.9878
2021-02-04,59.9878
2021-02-05,59.9878
2021-02-06,59.9878
2021-02-07,59.9878
2021-02-08,59.9878
2021-02-09,59.9878
2021-02-10,59.9878
2021-02-11,59.9878
2021-02-12,59.9878
2021-02-13,59.9878
2021-02-14,59.9878
2021-02-15,59.9878
2021-02-16,59.9878
2021-02-17,59.9878
2021-02-18,59.9878
2021-02-19,59.9878
2021-02-20,59.9878
2021-02-21,59.9878
2021-02-22,59.9878
2021-02-23,59.9878
2021-02-24,59.9878
2021-02-25,59.9878
2021-02-26,59.9878
2021-02-27,59.9878
2021-02-28,59.9878
2021-03-01,59.9878
2021-03-02,59.9878
2021-03-03,59.9878
2021-03-04,59.9878
2021-03-05,59.9878
2021-03-06,59.9878
2021-03-07,59.9878
2021-03-08,59.9878
2021-03-09,59.9878
2021-03-10,59.9878
2021-03-11,59.9878
2021-03-12,59.9878
2021-03-13,59.9878
2021-03-14,59.9878
2021-03-15,59.9878
2021-03-16,59.9878
2021-03-17,59.9878
2021-03-18,59.9878
2021-03-19,59.9878
2021-03-20,59.9878
2021-03-21,59.9878
2021-03-22,59.9878
2021-03-23,59.9878
2021-03-24,59.9878
2021-03-25,59.9878
2021-03-26,59.9878
2021-03-27,59.9878
2021-03-28,69.8435
2021-03-29,69.8435
2021-03-30,69.8435
2021-03-31,69.8435
2021-04-01,69.8435
2021-04-02,69.8435
2021-04-03,69.8435
2021-04-04,69.8435
2021-04-05,69.8435
2021-04-06,69.8435
2021-04-07,69.8435
2021-04-08,69.8435
2021-04-09,69.8435
2021-04-10,69.8435
2021-04-11,69.8435
2021-04-12,69.8435
2021-04-13,69.8435
2021-04-14,69.8435
2021-04-15,69.8435
2021-04-16,69.8435
2021-04-17,69.8435
2021-04-18,69.8435
2021-04-19,69.8435
2021-04-20,69.8435
2021-04-21,69.8435
2021-04-22,69.8435
2021-04-23,69.8435
2021-04-24,69.8435
2021-04-25,69.8435
2021-04-26,69.8435
2021-04-27,69.8435
2021-04-28,69.8435
2021-04-29,69.8435
2021-04-30,69.8435
2021-05-01,69.8435
2021-05-02,69.8435
2021-05-03,69.8435
2021-05-04,69.8435
2021-05-05,69.8435
2021-05-06,69.8435
2021-05-07,69.8435
2021-05-08,69.8435
2021-05-09,69.8435
2021-05-10,69.8435
2021-05-11,69.8435
2021-05-12,69.8435
2021-05-13,69.8435
2021-05-14,69.8435
2021-05-15,69.8435
2021-05-16,69.8435
2021-05-17,69.8435
2021-05-18,69.8435
2021-05-19,69.8435
2021-05-20,69.8435
2021-05-21,69.8435
2021-05-22,69.8435
2021-05-23,69.8435
2021-05-24,69.8435
2021-05-25,69.8435
2021-05-26,69.8435
2021-05-27,69.8435
2021-05-28,69.8435
2021-05-29,69.8435
2021-05-30,69.8435
2021-05-31,69.8435
2021-06-01,69.8435
2021-06-02,69.8435
2021-06-03,69.8435
2021-06-04,69.8435
2021-06-05,69.8435
2021-06-06,69.8435
2021-06-07,69.8435
2021-06-08,69.8435
2021-06-09,69.8435
2021-06-10,69.8435
2021-06-11,69.8435
2021-06-12,69.8435
2021-06-13,69.8435
2021-06-14,69.8435
2021-06-15,69.8435
2021-06-16,69.8435
2021-06-17,69.8435
2021-06-18,69.8435
2021-06-19,69.8435
2021-06-20,69.8435
2021-06-21,69.8435
2021-06-22,69.8435
2021-06-23,69.8435
2021-06-24,69.8435
2021-06-25,69.8435
2021-06-26,69.8435
2021-06-27,69.7959
2021-06-28,69.7959
2021-06-29,69.7959
2021-06-30,69.7959
2021-07-01,69.7959
2021-07-02,69.7959
2021-07-03,69.7959
