,HUBB US Equity
,RETURN_COM_EQY
2020-01-01,21.4288
2020-01-02,21.4288
2020-01-03,21.4288
2020-01-04,21.4288
2020-01-05,21.4288
2020-01-06,21.4288
2020-01-07,21.4288
2020-01-08,21.4288
2020-01-09,21.4288
2020-01-10,21.4288
2020-01-11,21.4288
2020-01-12,21.4288
2020-01-13,21.4288
2020-01-14,21.4288
2020-01-15,21.4288
2020-01-16,21.4288
2020-01-17,21.4288
2020-01-18,21.4288
2020-01-19,21.4288
2020-01-20,21.4288
2020-01-21,21.4288
2020-01-22,21.4288
2020-01-23,21.4288
2020-01-24,21.4288
2020-01-25,21.4288
2020-01-26,21.4288
2020-01-27,21.4288
2020-01-28,21.4288
2020-01-29,21.4288
2020-01-30,21.4288
2020-01-31,21.4288
2020-02-01,21.4288
2020-02-02,21.4288
2020-02-03,21.4288
2020-02-04,21.4288
2020-02-05,21.4288
2020-02-06,21.4288
2020-02-07,21.4288
2020-02-08,21.4288
2020-02-09,21.4288
2020-02-10,21.4288
2020-02-11,21.4288
2020-02-12,21.4288
2020-02-13,21.4288
2020-02-14,21.4288
2020-02-15,21.4288
2020-02-16,21.4288
2020-02-17,21.4288
2020-02-18,21.4288
2020-02-19,21.4288
2020-02-20,21.4288
2020-02-21,21.4288
2020-02-22,21.4288
2020-02-23,21.4288
2020-02-24,21.4288
2020-02-25,21.4288
2020-02-26,21.4288
2020-02-27,21.4288
2020-02-28,21.4288
2020-02-29,21.4288
2020-03-01,21.4288
2020-03-02,21.4288
2020-03-03,21.4288
2020-03-04,21.4288
2020-03-05,21.4288
2020-03-06,21.4288
2020-03-07,21.4288
2020-03-08,21.4288
2020-03-09,21.4288
2020-03-10,21.4288
2020-03-11,21.4288
2020-03-12,21.4288
2020-03-13,21.4288
2020-03-14,21.4288
2020-03-15,21.4288
2020-03-16,21.4288
2020-03-17,21.4288
2020-03-18,21.4288
2020-03-19,21.4288
2020-03-20,21.4288
2020-03-21,21.4288
2020-03-22,21.4288
2020-03-23,21.4288
2020-03-24,21.4288
2020-03-25,21.4288
2020-03-26,21.4288
2020-03-27,21.4288
2020-03-28,21.4288
2020-03-29,21.4288
2020-03-30,21.4288
2020-03-31,21.6009
2020-04-01,21.6009
2020-04-02,21.6009
2020-04-03,21.6009
2020-04-04,21.6009
2020-04-05,21.6009
2020-04-06,21.6009
2020-04-07,21.6009
2020-04-08,21.6009
2020-04-09,21.6009
2020-04-10,21.6009
2020-04-11,21.6009
2020-04-12,21.6009
2020-04-13,21.6009
2020-04-14,21.6009
2020-04-15,21.6009
2020-04-16,21.6009
2020-04-17,21.6009
2020-04-18,21.6009
2020-04-19,21.6009
2020-04-20,21.6009
2020-04-21,21.6009
2020-04-22,21.6009
2020-04-23,21.6009
2020-04-24,21.6009
2020-04-25,21.6009
2020-04-26,21.6009
2020-04-27,21.6009
2020-04-28,21.6009
2020-04-29,21.6009
2020-04-30,21.6009
2020-05-01,21.6009
2020-05-02,21.6009
2020-05-03,21.6009
2020-05-04,21.6009
2020-05-05,21.6009
2020-05-06,21.6009
2020-05-07,21.6009
2020-05-08,21.6009
2020-05-09,21.6009
2020-05-10,21.6009
2020-05-11,21.6009
2020-05-12,21.6009
2020-05-13,21.6009
2020-05-14,21.6009
2020-05-15,21.6009
2020-05-16,21.6009
2020-05-17,21.6009
2020-05-18,21.6009
2020-05-19,21.6009
2020-05-20,21.6009
2020-05-21,21.6009
2020-05-22,21.6009
2020-05-23,21.6009
2020-05-24,21.6009
2020-05-25,21.6009
2020-05-26,21.6009
2020-05-27,21.6009
2020-05-28,21.6009
2020-05-29,21.6009
2020-05-30,21.6009
2020-05-31,21.6009
2020-06-01,21.6009
2020-06-02,21.6009
2020-06-03,21.6009
2020-06-04,21.6009
2020-06-05,21.6009
2020-06-06,21.6009
2020-06-07,21.6009
2020-06-08,21.6009
2020-06-09,21.6009
2020-06-10,21.6009
2020-06-11,21.6009
2020-06-12,21.6009
2020-06-13,21.6009
2020-06-14,21.6009
2020-06-15,21.6009
2020-06-16,21.6009
2020-06-17,21.6009
2020-06-18,21.6009
2020-06-19,21.6009
2020-06-20,21.6009
2020-06-21,21.6009
2020-06-22,21.6009
2020-06-23,21.6009
2020-06-24,21.6009
2020-06-25,21.6009
2020-06-26,21.6009
2020-06-27,21.6009
2020-06-28,21.6009
2020-06-29,21.6009
2020-06-30,20.7809
2020-07-01,20.7809
2020-07-02,20.7809
2020-07-03,20.7809
2020-07-04,20.7809
2020-07-05,20.7809
2020-07-06,20.7809
2020-07-07,20.7809
2020-07-08,20.7809
2020-07-09,20.7809
2020-07-10,20.7809
2020-07-11,20.7809
2020-07-12,20.7809
2020-07-13,20.7809
2020-07-14,20.7809
2020-07-15,20.7809
2020-07-16,20.7809
2020-07-17,20.7809
2020-07-18,20.7809
2020-07-19,20.7809
2020-07-20,20.7809
2020-07-21,20.7809
2020-07-22,20.7809
2020-07-23,20.7809
2020-07-24,20.7809
2020-07-25,20.7809
2020-07-26,20.7809
2020-07-27,20.7809
2020-07-28,20.7809
2020-07-29,20.7809
2020-07-30,20.7809
2020-07-31,20.7809
2020-08-01,20.7809
2020-08-02,20.7809
2020-08-03,20.7809
2020-08-04,20.7809
2020-08-05,20.7809
2020-08-06,20.7809
2020-08-07,20.7809
2020-08-08,20.7809
2020-08-09,20.7809
2020-08-10,20.7809
2020-08-11,20.7809
2020-08-12,20.7809
2020-08-13,20.7809
2020-08-14,20.7809
2020-08-15,20.7809
2020-08-16,20.7809
2020-08-17,20.7809
2020-08-18,20.7809
2020-08-19,20.7809
2020-08-20,20.7809
2020-08-21,20.7809
2020-08-22,20.7809
2020-08-23,20.7809
2020-08-24,20.7809
2020-08-25,20.7809
2020-08-26,20.7809
2020-08-27,20.7809
2020-08-28,20.7809
2020-08-29,20.7809
2020-08-30,20.7809
2020-08-31,20.7809
2020-09-01,20.7809
2020-09-02,20.7809
2020-09-03,20.7809
2020-09-04,20.7809
2020-09-05,20.7809
2020-09-06,20.7809
2020-09-07,20.7809
2020-09-08,20.7809
2020-09-09,20.7809
2020-09-10,20.7809
2020-09-11,20.7809
2020-09-12,20.7809
2020-09-13,20.7809
2020-09-14,20.7809
2020-09-15,20.7809
2020-09-16,20.7809
2020-09-17,20.7809
2020-09-18,20.7809
2020-09-19,20.7809
2020-09-20,20.7809
2020-09-21,20.7809
2020-09-22,20.7809
2020-09-23,20.7809
2020-09-24,20.7809
2020-09-25,20.7809
2020-09-26,20.7809
2020-09-27,20.7809
2020-09-28,20.7809
2020-09-29,20.7809
2020-09-30,18.924
2020-10-01,18.924
2020-10-02,18.924
2020-10-03,18.924
2020-10-04,18.924
2020-10-05,18.924
2020-10-06,18.924
2020-10-07,18.924
2020-10-08,18.924
2020-10-09,18.924
2020-10-10,18.924
2020-10-11,18.924
2020-10-12,18.924
2020-10-13,18.924
2020-10-14,18.924
2020-10-15,18.924
2020-10-16,18.924
2020-10-17,18.924
2020-10-18,18.924
2020-10-19,18.924
2020-10-20,18.924
2020-10-21,18.924
2020-10-22,18.924
2020-10-23,18.924
2020-10-24,18.924
2020-10-25,18.924
2020-10-26,18.924
2020-10-27,18.924
2020-10-28,18.924
2020-10-29,18.924
