,FTV US Equity
,RETURN_COM_EQY
2020-01-01,11.9812
2020-01-02,11.9812
2020-01-03,11.9812
2020-01-04,11.9812
2020-01-05,11.9812
2020-01-06,11.9812
2020-01-07,11.9812
2020-01-08,11.9812
2020-01-09,11.9812
2020-01-10,11.9812
2020-01-11,11.9812
2020-01-12,11.9812
2020-01-13,11.9812
2020-01-14,11.9812
2020-01-15,11.9812
2020-01-16,11.9812
2020-01-17,11.9812
2020-01-18,11.9812
2020-01-19,11.9812
2020-01-20,11.9812
2020-01-21,11.9812
2020-01-22,11.9812
2020-01-23,11.9812
2020-01-24,11.9812
2020-01-25,11.9812
2020-01-26,11.9812
2020-01-27,11.9812
2020-01-28,11.9812
2020-01-29,11.9812
2020-01-30,11.9812
2020-01-31,11.9812
2020-02-01,11.9812
2020-02-02,11.9812
2020-02-03,11.9812
2020-02-04,11.9812
2020-02-05,11.9812
2020-02-06,11.9812
2020-02-07,11.9812
2020-02-08,11.9812
2020-02-09,11.9812
2020-02-10,11.9812
2020-02-11,11.9812
2020-02-12,11.9812
2020-02-13,11.9812
2020-02-14,11.9812
2020-02-15,11.9812
2020-02-16,11.9812
2020-02-17,11.9812
2020-02-18,11.9812
2020-02-19,11.9812
2020-02-20,11.9812
2020-02-21,11.9812
2020-02-22,11.9812
2020-02-23,11.9812
2020-02-24,11.9812
2020-02-25,11.9812
2020-02-26,11.9812
2020-02-27,11.9812
2020-02-28,11.9812
2020-02-29,11.9812
2020-03-01,11.9812
2020-03-02,11.9812
2020-03-03,11.9812
2020-03-04,11.9812
2020-03-05,11.9812
2020-03-06,11.9812
2020-03-07,11.9812
2020-03-08,11.9812
2020-03-09,11.9812
2020-03-10,11.9812
2020-03-11,11.9812
2020-03-12,11.9812
2020-03-13,11.9812
2020-03-14,11.9812
2020-03-15,11.9812
2020-03-16,11.9812
2020-03-17,11.9812
2020-03-18,11.9812
2020-03-19,11.9812
2020-03-20,11.9812
2020-03-21,11.9812
2020-03-22,11.9812
2020-03-23,11.9812
2020-03-24,11.9812
2020-03-25,11.9812
2020-03-26,11.9812
2020-03-27,7.7685
2020-03-28,7.7685
2020-03-29,7.7685
2020-03-30,7.7685
2020-03-31,7.7685
2020-04-01,7.7685
2020-04-02,7.7685
2020-04-03,7.7685
2020-04-04,7.7685
2020-04-05,7.7685
2020-04-06,7.7685
2020-04-07,7.7685
2020-04-08,7.7685
2020-04-09,7.7685
2020-04-10,7.7685
2020-04-11,7.7685
2020-04-12,7.7685
2020-04-13,7.7685
2020-04-14,7.7685
2020-04-15,7.7685
2020-04-16,7.7685
2020-04-17,7.7685
2020-04-18,7.7685
2020-04-19,7.7685
2020-04-20,7.7685
2020-04-21,7.7685
2020-04-22,7.7685
2020-04-23,7.7685
2020-04-24,7.7685
2020-04-25,7.7685
2020-04-26,7.7685
2020-04-27,7.7685
2020-04-28,7.7685
2020-04-29,7.7685
2020-04-30,7.7685
2020-05-01,7.7685
2020-05-02,7.7685
2020-05-03,7.7685
2020-05-04,7.7685
2020-05-05,7.7685
2020-05-06,7.7685
2020-05-07,7.7685
2020-05-08,7.7685
2020-05-09,7.7685
2020-05-10,7.7685
2020-05-11,7.7685
2020-05-12,7.7685
2020-05-13,7.7685
2020-05-14,7.7685
2020-05-15,7.7685
2020-05-16,7.7685
2020-05-17,7.7685
2020-05-18,7.7685
2020-05-19,7.7685
2020-05-20,7.7685
2020-05-21,7.7685
2020-05-22,7.7685
2020-05-23,7.7685
2020-05-24,7.7685
2020-05-25,7.7685
2020-05-26,7.7685
2020-05-27,7.7685
2020-05-28,7.7685
2020-05-29,7.7685
2020-05-30,7.7685
2020-05-31,7.7685
2020-06-01,7.7685
2020-06-02,7.7685
2020-06-03,7.7685
2020-06-04,7.7685
2020-06-05,7.7685
2020-06-06,7.7685
2020-06-07,7.7685
2020-06-08,7.7685
2020-06-09,7.7685
2020-06-10,7.7685
2020-06-11,7.7685
2020-06-12,7.7685
2020-06-13,7.7685
2020-06-14,7.7685
2020-06-15,7.7685
2020-06-16,7.7685
2020-06-17,7.7685
2020-06-18,7.7685
2020-06-19,7.7685
2020-06-20,7.7685
2020-06-21,7.7685
2020-06-22,7.7685
2020-06-23,7.7685
2020-06-24,7.7685
2020-06-25,7.7685
2020-06-26,6.98
2020-06-27,6.98
2020-06-28,6.98
2020-06-29,6.98
2020-06-30,6.98
2020-07-01,6.98
2020-07-02,6.98
2020-07-03,6.98
2020-07-04,6.98
2020-07-05,6.98
2020-07-06,6.98
2020-07-07,6.98
2020-07-08,6.98
2020-07-09,6.98
2020-07-10,6.98
2020-07-11,6.98
2020-07-12,6.98
2020-07-13,6.98
2020-07-14,6.98
2020-07-15,6.98
2020-07-16,6.98
2020-07-17,6.98
2020-07-18,6.98
2020-07-19,6.98
2020-07-20,6.98
2020-07-21,6.98
2020-07-22,6.98
2020-07-23,6.98
2020-07-24,6.98
2020-07-25,6.98
2020-07-26,6.98
2020-07-27,6.98
2020-07-28,6.98
2020-07-29,6.98
2020-07-30,6.98
2020-07-31,6.98
2020-08-01,6.98
2020-08-02,6.98
2020-08-03,6.98
2020-08-04,6.98
2020-08-05,6.98
2020-08-06,6.98
2020-08-07,6.98
2020-08-08,6.98
2020-08-09,6.98
2020-08-10,6.98
2020-08-11,6.98
2020-08-12,6.98
2020-08-13,6.98
2020-08-14,6.98
2020-08-15,6.98
2020-08-16,6.98
2020-08-17,6.98
2020-08-18,6.98
2020-08-19,6.98
2020-08-20,6.98
2020-08-21,6.98
2020-08-22,6.98
2020-08-23,6.98
2020-08-24,6.98
2020-08-25,6.98
2020-08-26,6.98
2020-08-27,6.98
2020-08-28,6.98
2020-08-29,6.98
2020-08-30,6.98
2020-08-31,6.98
2020-09-01,6.98
2020-09-02,6.98
2020-09-03,6.98
2020-09-04,6.98
2020-09-05,6.98
2020-09-06,6.98
2020-09-07,6.98
2020-09-08,6.98
2020-09-09,6.98
2020-09-10,6.98
2020-09-11,6.98
2020-09-12,6.98
2020-09-13,6.98
2020-09-14,6.98
2020-09-15,6.98
2020-09-16,6.98
2020-09-17,6.98
2020-09-18,6.98
2020-09-19,6.98
2020-09-20,6.98
2020-09-21,6.98
2020-09-22,6.98
2020-09-23,6.98
2020-09-24,6.98
2020-09-25,7.0341
2020-09-26,7.0341
2020-09-27,7.0341
2020-09-28,7.0341
2020-09-29,7.0341
2020-09-30,7.0341
2020-10-01,7.0341
2020-10-02,7.0341
2020-10-03,7.0341
2020-10-04,7.0341
2020-10-05,7.0341
2020-10-06,7.0341
2020-10-07,7.0341
2020-10-08,7.0341
2020-10-09,7.0341
2020-10-10,7.0341
2020-10-11,7.0341
2020-10-12,7.0341
2020-10-13,7.0341
2020-10-14,7.0341
2020-10-15,7.0341
2020-10-16,7.0341
2020-10-17,7.0341
2020-10-18,7.0341
2020-10-19,7.0341
2020-10-20,7.0341
2020-10-21,7.0341
2020-10-22,7.0341
2020-10-23,7.0341
2020-10-24,7.0341
2020-10-25,7.0341
2020-10-26,7.0341
2020-10-27,7.0341
2020-10-28,7.0341
2020-10-29,7.0341
2020-10-30,7.0341
2020-10-31,7.0341
2020-11-01,7.0341
2020-11-02,7.0341
2020-11-03,7.0341
2020-11-04,7.0341
2020-11-05,7.0341
2020-11-06,7.0341
2020-11-07,7.0341
2020-11-08,7.0341
2020-11-09,7.0341
2020-11-10,7.0341
2020-11-11,7.0341
2020-11-12,7.0341
2020-11-13,7.0341
2020-11-14,7.0341
2020-11-15,7.0341
2020-11-16,7.0341
2020-11-17,7.0341
2020-11-18,7.0341
2020-11-19,7.0341
2020-11-20,7.0341
2020-11-21,7.0341
2020-11-22,7.0341
2020-11-23,7.0341
2020-11-24,7.0341
2020-11-25,7.0341
2020-11-26,7.0341
2020-11-27,7.0341
2020-11-28,7.0341
2020-11-29,7.0341
2020-11-30,7.0341
2020-12-01,7.0341
2020-12-02,7.0341
2020-12-03,7.0341
2020-12-04,7.0341
2020-12-05,7.0341
2020-12-06,7.0341
2020-12-07,7.0341
2020-12-08,7.0341
2020-12-09,7.0341
2020-12-10,7.0341
2020-12-11,7.0341
2020-12-12,7.0341
2020-12-13,7.0341
2020-12-14,7.0341
2020-12-15,7.0341
2020-12-16,7.0341
2020-12-17,7.0341
2020-12-18,7.0341
2020-12-19,7.0341
2020-12-20,7.0341
2020-12-21,7.0341
2020-12-22,7.0341
2020-12-23,7.0341
2020-12-24,7.0341
2020-12-25,7.0341
2020-12-26,7.0341
2020-12-27,7.0341
2020-12-28,7.0341
2020-12-29,7.0341
2020-12-30,7.0341
2020-12-31,22.7921
2021-01-01,22.7921
2021-01-02,22.7921
2021-01-03,22.7921
2021-01-04,22.7921
2021-01-05,22.7921
2021-01-06,22.7921
2021-01-07,22.7921
2021-01-08,22.7921
2021-01-09,22.7921
2021-01-10,22.7921
2021-01-11,22.7921
2021-01-12,22.7921
2021-01-13,22.7921
2021-01-14,22.7921
2021-01-15,22.7921
2021-01-16,22.7921
2021-01-17,22.7921
2021-01-18,22.7921
2021-01-19,22.7921
2021-01-20,22.7921
2021-01-21,22.7921
2021-01-22,22.7921
2021-01-23,22.7921
2021-01-24,22.7921
2021-01-25,22.7921
2021-01-26,22.7921
2021-01-27,22.7921
2021-01-28,22.7921
2021-01-29,22.7921
2021-01-30,22.7921
2021-01-31,22.7921
2021-02-01,22.7921
2021-02-02,22.7921
2021-02-03,22.7921
2021-02-04,22.7921
2021-02-05,22.7921
2021-02-06,22.7921
2021-02-07,22.7921
2021-02-08,22.7921
2021-02-09,22.7921
2021-02-10,22.7921
2021-02-11,22.7921
2021-02-12,22.7921
2021-02-13,22.7921
2021-02-14,22.7921
2021-02-15,22.7921
2021-02-16,22.7921
2021-02-17,22.7921
2021-02-18,22.7921
2021-02-19,22.7921
2021-02-20,22.7921
2021-02-21,22.7921
2021-02-22,22.7921
2021-02-23,22.7921
2021-02-24,22.7921
2021-02-25,22.7921
2021-02-26,22.7921
2021-02-27,22.7921
2021-02-28,22.7921
2021-03-01,22.7921
2021-03-02,22.7921
2021-03-03,22.7921
2021-03-04,22.7921
2021-03-05,22.7921
2021-03-06,22.7921
2021-03-07,22.7921
2021-03-08,22.7921
2021-03-09,22.7921
2021-03-10,22.7921
2021-03-11,22.7921
2021-03-12,22.7921
2021-03-13,22.7921
2021-03-14,22.7921
2021-03-15,22.7921
2021-03-16,22.7921
2021-03-17,22.7921
2021-03-18,22.7921
2021-03-19,22.7921
2021-03-20,22.7921
2021-03-21,22.7921
2021-03-22,22.7921
2021-03-23,22.7921
2021-03-24,22.7921
2021-03-25,22.7921
2021-03-26,22.7921
2021-03-27,22.7921
2021-03-28,22.7921
2021-03-29,22.7921
2021-03-30,22.7921
2021-03-31,22.7921
2021-04-01,22.7921
2021-04-02,19.846
2021-04-03,19.846
2021-04-04,19.846
2021-04-05,19.846
2021-04-06,19.846
2021-04-07,19.846
2021-04-08,19.846
2021-04-09,19.846
2021-04-10,19.846
2021-04-11,19.846
2021-04-12,19.846
2021-04-13,19.846
2021-04-14,19.846
2021-04-15,19.846
2021-04-16,19.846
2021-04-17,19.846
2021-04-18,19.846
2021-04-19,19.846
2021-04-20,19.846
2021-04-21,19.846
2021-04-22,19.846
2021-04-23,19.846
2021-04-24,19.846
2021-04-25,19.846
2021-04-26,19.846
2021-04-27,19.846
2021-04-28,19.846
2021-04-29,19.846
2021-04-30,19.846
2021-05-01,19.846
2021-05-02,19.846
2021-05-03,19.846
2021-05-04,19.846
2021-05-05,19.846
2021-05-06,19.846
2021-05-07,19.846
2021-05-08,19.846
2021-05-09,19.846
2021-05-10,19.846
2021-05-11,19.846
2021-05-12,19.846
2021-05-13,19.846
2021-05-14,19.846
2021-05-15,19.846
2021-05-16,19.846
2021-05-17,19.846
2021-05-18,19.846
2021-05-19,19.846
2021-05-20,19.846
2021-05-21,19.846
2021-05-22,19.846
2021-05-23,19.846
2021-05-24,19.846
2021-05-25,19.846
2021-05-26,19.846
2021-05-27,19.846
2021-05-28,19.846
2021-05-29,19.846
2021-05-30,19.846
2021-05-31,19.846
2021-06-01,19.846
2021-06-02,19.846
2021-06-03,19.846
2021-06-04,19.846
2021-06-05,19.846
2021-06-06,19.846
2021-06-07,19.846
2021-06-08,19.846
2021-06-09,19.846
2021-06-10,19.846
2021-06-11,19.846
2021-06-12,19.846
2021-06-13,19.846
2021-06-14,19.846
2021-06-15,19.846
2021-06-16,19.846
2021-06-17,19.846
2021-06-18,19.846
2021-06-19,19.846
2021-06-20,19.846
2021-06-21,19.846
2021-06-22,19.846
2021-06-23,19.846
2021-06-24,19.846
2021-06-25,19.846
2021-06-26,19.846
2021-06-27,19.846
2021-06-28,19.846
2021-06-29,19.846
2021-06-30,19.846
2021-07-01,19.846
2021-07-02,20.0418
2021-07-03,20.0418
2021-07-04,20.0418
2021-07-05,20.0418
2021-07-06,20.0418
2021-07-07,20.0418
2021-07-08,20.0418
2021-07-09,20.0418
2021-07-10,20.0418
2021-07-11,20.0418
2021-07-12,20.0418
2021-07-13,20.0418
2021-07-14,20.0418
2021-07-15,20.0418
2021-07-16,20.0418
2021-07-17,20.0418
2021-07-18,20.0418
2021-07-19,20.0418
2021-07-20,20.0418
2021-07-21,20.0418
2021-07-22,20.0418
2021-07-23,20.0418
2021-07-24,20.0418
2021-07-25,20.0418
2021-07-26,20.0418
2021-07-27,20.0418
2021-07-28,20.0418
2021-07-29,20.0418
2021-07-30,20.0418
2021-07-31,20.0418
2021-08-01,20.0418
2021-08-02,20.0418
2021-08-03,20.0418
2021-08-04,20.0418
2021-08-05,20.0418
2021-08-06,20.0418
2021-08-07,20.0418
2021-08-08,20.0418
2021-08-09,20.0418
2021-08-10,20.0418
2021-08-11,20.0418
2021-08-12,20.0418
2021-08-13,20.0418
2021-08-14,20.0418
2021-08-15,20.0418
2021-08-16,20.0418
2021-08-17,20.0418
2021-08-18,20.0418
2021-08-19,20.0418
2021-08-20,20.0418
2021-08-21,20.0418
2021-08-22,20.0418
2021-08-23,20.0418
2021-08-24,20.0418
2021-08-25,20.0418
2021-08-26,20.0418
2021-08-27,20.0418
2021-08-28,20.0418
2021-08-29,20.0418
2021-08-30,20.0418
2021-08-31,20.0418
2021-09-01,20.0418
2021-09-02,20.0418
2021-09-03,20.0418
2021-09-04,20.0418
2021-09-05,20.0418
2021-09-06,20.0418
2021-09-07,20.0418
2021-09-08,20.0418
2021-09-09,20.0418
2021-09-10,20.0418
2021-09-11,20.0418
2021-09-12,20.0418
2021-09-13,20.0418
2021-09-14,20.0418
2021-09-15,20.0418
2021-09-16,20.0418
2021-09-17,20.0418
2021-09-18,20.0418
2021-09-19,20.0418
2021-09-20,20.0418
2021-09-21,20.0418
2021-09-22,20.0418
2021-09-23,20.0418
2021-09-24,20.0418
2021-09-25,20.0418
2021-09-26,20.0418
2021-09-27,20.0418
2021-09-28,20.0418
2021-09-29,20.0418
2021-09-30,20.0418
2021-10-01,18.916
2021-10-02,18.916
2021-10-03,18.916
2021-10-04,18.916
2021-10-05,18.916
2021-10-06,18.916
2021-10-07,18.916
2021-10-08,18.916
2021-10-09,18.916
2021-10-10,18.916
2021-10-11,18.916
2021-10-12,18.916
2021-10-13,18.916
2021-10-14,18.916
2021-10-15,18.916
2021-10-16,18.916
2021-10-17,18.916
2021-10-18,18.916
2021-10-19,18.916
2021-10-20,18.916
2021-10-21,18.916
2021-10-22,18.916
2021-10-23,18.916
2021-10-24,18.916
2021-10-25,18.916
2021-10-26,18.916
2021-10-27,18.916
2021-10-28,18.916
2021-10-29,18.916
2021-10-30,18.916
2021-10-31,18.916
2021-11-01,18.916
2021-11-02,18.916
2021-11-03,18.916
2021-11-04,18.916
2021-11-05,18.916
2021-11-06,18.916
2021-11-07,18.916
2021-11-08,18.916
2021-11-09,18.916
2021-11-10,18.916
2021-11-11,18.916
2021-11-12,18.916
2021-11-13,18.916
2021-11-14,18.916
2021-11-15,18.916
2021-11-16,18.916
2021-11-17,18.916
2021-11-18,18.916
2021-11-19,18.916
2021-11-20,18.916
2021-11-21,18.916
2021-11-22,18.916
2021-11-23,18.916
2021-11-24,18.916
2021-11-25,18.916
2021-11-26,18.916
2021-11-27,18.916
2021-11-28,18.916
2021-11-29,18.916
2021-11-30,18.916
2021-12-01,18.916
2021-12-02,18.916
2021-12-03,18.916
2021-12-04,18.916
2021-12-05,18.916
2021-12-06,18.916
2021-12-07,18.916
2021-12-08,18.916
2021-12-09,18.916
2021-12-10,18.916
2021-12-11,18.916
2021-12-12,18.916
2021-12-13,18.916
2021-12-14,18.916
2021-12-15,18.916
2021-12-16,18.916
2021-12-17,18.916
2021-12-18,18.916
2021-12-19,18.916
2021-12-20,18.916
2021-12-21,18.916
2021-12-22,18.916
2021-12-23,18.916
2021-12-24,18.916
2021-12-25,18.916
2021-12-26,18.916
2021-12-27,18.916
2021-12-28,18.916
2021-12-29,18.916
2021-12-30,18.916
2021-12-31,6.7216
2022-01-01,6.7216
2022-01-02,6.7216
2022-01-03,6.7216
2022-01-04,6.7216
2022-01-05,6.7216
2022-01-06,6.7216
2022-01-07,6.7216
2022-01-08,6.7216
2022-01-09,6.7216
2022-01-10,6.7216
2022-01-11,6.7216
2022-01-12,6.7216
2022-01-13,6.7216
2022-01-14,6.7216
2022-01-15,6.7216
2022-01-16,6.7216
2022-01-17,6.7216
2022-01-18,6.7216
2022-01-19,6.7216
2022-01-20,6.7216
2022-01-21,6.7216
2022-01-22,6.7216
2022-01-23,6.7216
2022-01-24,6.7216
2022-01-25,6.7216
2022-01-26,6.7216
2022-01-27,6.7216
2022-01-28,6.7216
2022-01-29,6.7216
2022-01-30,6.7216
2022-01-31,6.7216
2022-02-01,6.7216
2022-02-02,6.7216
2022-02-03,6.7216
2022-02-04,6.7216
2022-02-05,6.7216
2022-02-06,6.7216
2022-02-07,6.7216
2022-02-08,6.7216
2022-02-09,6.7216
2022-02-10,6.7216
2022-02-11,6.7216
2022-02-12,6.7216
2022-02-13,6.7216
2022-02-14,6.7216
2022-02-15,6.7216
2022-02-16,6.7216
2022-02-17,6.7216
2022-02-18,6.7216
2022-02-19,6.7216
2022-02-20,6.7216
2022-02-21,6.7216
2022-02-22,6.7216
2022-02-23,6.7216
2022-02-24,6.7216
2022-02-25,6.7216
2022-02-26,6.7216
2022-02-27,6.7216
2022-02-28,6.7216
2022-03-01,6.7216
2022-03-02,6.7216
2022-03-03,6.7216
2022-03-04,6.7216
2022-03-05,6.7216
2022-03-06,6.7216
2022-03-07,6.7216
2022-03-08,6.7216
2022-03-09,6.7216
2022-03-10,6.7216
2022-03-11,6.7216
2022-03-12,6.7216
2022-03-13,6.7216
2022-03-14,6.7216
2022-03-15,6.7216
2022-03-16,6.7216
2022-03-17,6.7216
2022-03-18,6.7216
2022-03-19,6.7216
2022-03-20,6.7216
2022-03-21,6.7216
2022-03-22,6.7216
2022-03-23,6.7216
2022-03-24,6.7216
2022-03-25,6.7216
2022-03-26,6.7216
2022-03-27,6.7216
2022-03-28,6.7216
2022-03-29,6.7216
2022-03-30,6.7216
2022-03-31,6.7216
2022-04-01,6.9584
2022-04-02,6.9584
2022-04-03,6.9584
2022-04-04,6.9584
2022-04-05,6.9584
2022-04-06,6.9584
2022-04-07,6.9584
2022-04-08,6.9584
2022-04-09,6.9584
2022-04-10,6.9584
2022-04-11,6.9584
2022-04-12,6.9584
2022-04-13,6.9584
2022-04-14,6.9584
2022-04-15,6.9584
2022-04-16,6.9584
2022-04-17,6.9584
2022-04-18,6.9584
2022-04-19,6.9584
2022-04-20,6.9584
2022-04-21,6.9584
2022-04-22,6.9584
2022-04-23,6.9584
2022-04-24,6.9584
2022-04-25,6.9584
2022-04-26,6.9584
2022-04-27,6.9584
2022-04-28,6.9584
2022-04-29,6.9584
2022-04-30,6.9584
2022-05-01,6.9584
2022-05-02,6.9584
2022-05-03,6.9584
2022-05-04,6.9584
2022-05-05,6.9584
2022-05-06,6.9584
2022-05-07,6.9584
2022-05-08,6.9584
2022-05-09,6.9584
2022-05-10,6.9584
2022-05-11,6.9584
2022-05-12,6.9584
2022-05-13,6.9584
2022-05-14,6.9584
2022-05-15,6.9584
2022-05-16,6.9584
2022-05-17,6.9584
2022-05-18,6.9584
2022-05-19,6.9584
2022-05-20,6.9584
2022-05-21,6.9584
2022-05-22,6.9584
2022-05-23,6.9584
2022-05-24,6.9584
2022-05-25,6.9584
2022-05-26,6.9584
2022-05-27,6.9584
2022-05-28,6.9584
2022-05-29,6.9584
2022-05-30,6.9584
2022-05-31,6.9584
2022-06-01,6.9584
2022-06-02,6.9584
2022-06-03,6.9584
2022-06-04,6.9584
2022-06-05,6.9584
2022-06-06,6.9584
2022-06-07,6.9584
2022-06-08,6.9584
2022-06-09,6.9584
2022-06-10,6.9584
2022-06-11,6.9584
2022-06-12,6.9584
2022-06-13,6.9584
2022-06-14,6.9584
2022-06-15,6.9584
2022-06-16,6.9584
2022-06-17,6.9584
2022-06-18,6.9584
2022-06-19,6.9584
2022-06-20,6.9584
2022-06-21,6.9584
2022-06-22,6.9584
2022-06-23,6.9584
2022-06-24,6.9584
2022-06-25,6.9584
2022-06-26,6.9584
2022-06-27,6.9584
2022-06-28,6.9584
2022-06-29,6.9584
2022-06-30,6.9584
2022-07-01,7.0287
2022-07-02,7.0287
2022-07-03,7.0287
2022-07-04,7.0287
2022-07-05,7.0287
2022-07-06,7.0287
2022-07-07,7.0287
2022-07-08,7.0287
2022-07-09,7.0287
2022-07-10,7.0287
2022-07-11,7.0287
2022-07-12,7.0287
2022-07-13,7.0287
2022-07-14,7.0287
2022-07-15,7.0287
2022-07-16,7.0287
2022-07-17,7.0287
2022-07-18,7.0287
2022-07-19,7.0287
2022-07-20,7.0287
2022-07-21,7.0287
2022-07-22,7.0287
2022-07-23,7.0287
2022-07-24,7.0287
2022-07-25,7.0287
2022-07-26,7.0287
2022-07-27,7.0287
2022-07-28,7.0287
2022-07-29,7.0287
2022-07-30,7.0287
2022-07-31,7.0287
2022-08-01,7.0287
2022-08-02,7.0287
2022-08-03,7.0287
2022-08-04,7.0287
2022-08-05,7.0287
2022-08-06,7.0287
2022-08-07,7.0287
2022-08-08,7.0287
2022-08-09,7.0287
2022-08-10,7.0287
2022-08-11,7.0287
2022-08-12,7.0287
2022-08-13,7.0287
2022-08-14,7.0287
2022-08-15,7.0287
2022-08-16,7.0287
2022-08-17,7.0287
2022-08-18,7.0287
