,TJX US Equity
,RETURN_COM_EQY
2020-01-01,57.9465
2020-01-02,57.9465
2020-01-03,57.9465
2020-01-04,57.9465
2020-01-05,57.9465
2020-01-06,57.9465
2020-01-07,57.9465
2020-01-08,57.9465
2020-01-09,57.9465
2020-01-10,57.9465
2020-01-11,57.9465
2020-01-12,57.9465
2020-01-13,57.9465
2020-01-14,57.9465
2020-01-15,57.9465
2020-01-16,57.9465
2020-01-17,57.9465
2020-01-18,57.9465
2020-01-19,57.9465
2020-01-20,57.9465
2020-01-21,57.9465
2020-01-22,57.9465
2020-01-23,57.9465
2020-01-24,57.9465
2020-01-25,57.9465
2020-01-26,57.9465
2020-01-27,57.9465
2020-01-28,57.9465
2020-01-29,57.9465
2020-01-30,57.9465
2020-01-31,57.9465
2020-02-01,59.5116
2020-02-02,59.5116
2020-02-03,59.5116
2020-02-04,59.5116
2020-02-05,59.5116
2020-02-06,59.5116
2020-02-07,59.5116
2020-02-08,59.5116
2020-02-09,59.5116
2020-02-10,59.5116
2020-02-11,59.5116
2020-02-12,59.5116
2020-02-13,59.5116
2020-02-14,59.5116
2020-02-15,59.5116
2020-02-16,59.5116
2020-02-17,59.5116
2020-02-18,59.5116
2020-02-19,59.5116
2020-02-20,59.5116
2020-02-21,59.5116
2020-02-22,59.5116
2020-02-23,59.5116
2020-02-24,59.5116
2020-02-25,59.5116
2020-02-26,59.5116
2020-02-27,59.5116
2020-02-28,59.5116
2020-02-29,59.5116
2020-03-01,59.5116
2020-03-02,59.5116
2020-03-03,59.5116
2020-03-04,59.5116
2020-03-05,59.5116
2020-03-06,59.5116
2020-03-07,59.5116
2020-03-08,59.5116
2020-03-09,59.5116
2020-03-10,59.5116
2020-03-11,59.5116
2020-03-12,59.5116
2020-03-13,59.5116
2020-03-14,59.5116
2020-03-15,59.5116
2020-03-16,59.5116
2020-03-17,59.5116
2020-03-18,59.5116
2020-03-19,59.5116
2020-03-20,59.5116
2020-03-21,59.5116
2020-03-22,59.5116
2020-03-23,59.5116
2020-03-24,59.5116
2020-03-25,59.5116
2020-03-26,59.5116
2020-03-27,59.5116
2020-03-28,59.5116
2020-03-29,59.5116
2020-03-30,59.5116
2020-03-31,59.5116
2020-04-01,59.5116
2020-04-02,59.5116
2020-04-03,59.5116
2020-04-04,59.5116
2020-04-05,59.5116
2020-04-06,59.5116
2020-04-07,59.5116
2020-04-08,59.5116
2020-04-09,59.5116
2020-04-10,59.5116
2020-04-11,59.5116
2020-04-12,59.5116
2020-04-13,59.5116
2020-04-14,59.5116
2020-04-15,59.5116
2020-04-16,59.5116
2020-04-17,59.5116
2020-04-18,59.5116
2020-04-19,59.5116
2020-04-20,59.5116
2020-04-21,59.5116
2020-04-22,59.5116
2020-04-23,59.5116
2020-04-24,59.5116
2020-04-25,59.5116
