,ALLY US Equity
2020-08-12,4.8397
2020-08-13,4.8397
2020-08-14,4.8397
2020-08-15,4.8397
2020-08-16,4.8397
2020-08-17,4.8397
2020-08-18,4.8397
2020-08-19,4.8397
2020-08-20,4.8397
2020-08-21,4.8397
2020-08-22,4.8397
2020-08-23,4.8397
2020-08-24,4.8397
2020-08-25,4.8397
2020-08-26,4.8397
2020-08-27,4.8397
2020-08-28,4.8397
2020-08-29,4.8397
2020-08-30,4.8397
2020-08-31,4.8397
2020-09-01,4.8397
2020-09-02,4.8397
2020-09-03,4.8397
2020-09-04,4.8397
2020-09-05,4.8397
2020-09-06,4.8397
2020-09-07,4.8397
2020-09-08,4.8397
2020-09-09,4.8397
2020-09-10,4.8397
2020-09-11,4.8397
2020-09-12,4.8397
2020-09-13,4.8397
2020-09-14,4.8397
2020-09-15,4.8397
2020-09-16,4.8397
2020-09-17,4.8397
2020-09-18,4.8397
2020-09-19,4.8397
2020-09-20,4.8397
2020-09-21,4.8397
2020-09-22,4.8397
2020-09-23,4.8397
2020-09-24,4.8397
2020-09-25,4.8397
2020-09-26,4.8397
2020-09-27,4.8397
2020-09-28,4.8397
2020-09-29,4.8397
2020-09-30,5.4311
2020-10-01,5.4311
2020-10-02,5.4311
2020-10-03,5.4311
2020-10-04,5.4311
2020-10-05,5.4311
2020-10-06,5.4311
2020-10-07,5.4311
2020-10-08,5.4311
2020-10-09,5.4311
2020-10-10,5.4311
2020-10-11,5.4311
2020-10-12,5.4311
2020-10-13,5.4311
2020-10-14,5.4311
2020-10-15,5.4311
2020-10-16,5.4311
2020-10-17,5.4311
2020-10-18,5.4311
2020-10-19,5.4311
2020-10-20,5.4311
2020-10-21,5.4311
2020-10-22,5.4311
2020-10-23,5.4311
2020-10-24,5.4311
2020-10-25,5.4311
2020-10-26,5.4311
2020-10-27,5.4311
2020-10-28,5.4311
2020-10-29,5.4311
2020-10-30,5.4311
2020-10-31,5.4311
2020-11-01,5.4311
2020-11-02,5.4311
2020-11-03,5.4311
2020-11-04,5.4311
2020-11-05,5.4311
2020-11-06,5.4311
2020-11-07,5.4311
2020-11-08,5.4311
2020-11-09,5.4311
2020-11-10,5.4311
2020-11-11,5.4311
2020-11-12,5.4311
2020-11-13,5.4311
2020-11-14,5.4311
2020-11-15,5.4311
2020-11-16,5.4311
2020-11-17,5.4311
2020-11-18,5.4311
2020-11-19,5.4311
2020-11-20,5.4311
2020-11-21,5.4311
2020-11-22,5.4311
2020-11-23,5.4311
2020-11-24,5.4311
2020-11-25,5.4311
2020-11-26,5.4311
2020-11-27,5.4311
2020-11-28,5.4311
2020-11-29,5.4311
2020-11-30,5.4311
2020-12-01,5.4311
2020-12-02,5.4311
2020-12-03,5.4311
2020-12-04,5.4311
2020-12-05,5.4311
2020-12-06,5.4311
2020-12-07,5.4311
2020-12-08,5.4311
2020-12-09,5.4311
2020-12-10,5.4311
2020-12-11,5.4311
2020-12-12,5.4311
2020-12-13,5.4311
2020-12-14,5.4311
2020-12-15,5.4311
2020-12-16,5.4311
2020-12-17,5.4311
2020-12-18,5.4311
2020-12-19,5.4311
2020-12-20,5.4311
2020-12-21,5.4311
2020-12-22,5.4311
2020-12-23,5.4311
2020-12-24,5.4311
2020-12-25,5.4311
2020-12-26,5.4311
2020-12-27,5.4311
2020-12-28,5.4311
2020-12-29,5.4311
2020-12-30,5.4311
2020-12-31,7.4522
2021-01-01,7.4522
2021-01-02,7.4522
2021-01-03,7.4522
2021-01-04,7.4522
2021-01-05,7.4522
2021-01-06,7.4522
2021-01-07,7.4522
2021-01-08,7.4522
2021-01-09,7.4522
2021-01-10,7.4522
2021-01-11,7.4522
2021-01-12,7.4522
2021-01-13,7.4522
2021-01-14,7.4522
2021-01-15,7.4522
2021-01-16,7.4522
2021-01-17,7.4522
2021-01-18,7.4522
2021-01-19,7.4522
2021-01-20,7.4522
2021-01-21,7.4522
2021-01-22,7.4522
2021-01-23,7.4522
2021-01-24,7.4522
2021-01-25,7.4522
2021-01-26,7.4522
2021-01-27,7.4522
2021-01-28,7.4522
2021-01-29,7.4522
2021-01-30,7.4522
2021-01-31,7.4522
2021-02-01,7.4522
2021-02-02,7.4522
2021-02-03,7.4522
2021-02-04,7.4522
2021-02-05,7.4522
2021-02-06,7.4522
2021-02-07,7.4522
2021-02-08,7.4522
2021-02-09,7.4522
2021-02-10,7.4522
2021-02-11,7.4522
2021-02-12,7.4522
2021-02-13,7.4522
2021-02-14,7.4522
2021-02-15,7.4522
2021-02-16,7.4522
2021-02-17,7.4522
2021-02-18,7.4522
2021-02-19,7.4522
2021-02-20,7.4522
2021-02-21,7.4522
2021-02-22,7.4522
2021-02-23,7.4522
2021-02-24,7.4522
2021-02-25,7.4522
2021-02-26,7.4522
2021-02-27,7.4522
2021-02-28,7.4522
2021-03-01,7.4522
2021-03-02,7.4522
2021-03-03,7.4522
2021-03-04,7.4522
2021-03-05,7.4522
2021-03-06,7.4522
2021-03-07,7.4522
2021-03-08,7.4522
2021-03-09,7.4522
2021-03-10,7.4522
2021-03-11,7.4522
2021-03-12,7.4522
2021-03-13,7.4522
2021-03-14,7.4522
2021-03-15,7.4522
2021-03-16,7.4522
2021-03-17,7.4522
2021-03-18,7.4522
2021-03-19,7.4522
2021-03-20,7.4522
2021-03-21,7.4522
2021-03-22,7.4522
2021-03-23,7.4522
2021-03-24,7.4522
2021-03-25,7.4522
2021-03-26,7.4522
2021-03-27,7.4522
2021-03-28,7.4522
2021-03-29,7.4522
2021-03-30,7.4522
2021-03-31,15.6339
2021-04-01,15.6339
2021-04-02,15.6339
2021-04-03,15.6339
2021-04-04,15.6339
2021-04-05,15.6339
2021-04-06,15.6339
2021-04-07,15.6339
2021-04-08,15.6339
2021-04-09,15.6339
2021-04-10,15.6339
2021-04-11,15.6339
2021-04-12,15.6339
2021-04-13,15.6339
2021-04-14,15.6339
2021-04-15,15.6339
2021-04-16,15.6339
2021-04-17,15.6339
2021-04-18,15.6339
2021-04-19,15.6339
2021-04-20,15.6339
2021-04-21,15.6339
2021-04-22,15.6339
2021-04-23,15.6339
2021-04-24,15.6339
2021-04-25,15.6339
2021-04-26,15.6339
2021-04-27,15.6339
2021-04-28,15.6339
2021-04-29,15.6339
2021-04-30,15.6339
2021-05-01,15.6339
2021-05-02,15.6339
2021-05-03,15.6339
2021-05-04,15.6339
2021-05-05,15.6339
2021-05-06,15.6339
2021-05-07,15.6339
2021-05-08,15.6339
2021-05-09,15.6339
2021-05-10,15.6339
2021-05-11,15.6339
2021-05-12,15.6339
2021-05-13,15.6339
2021-05-14,15.6339
2021-05-15,15.6339
2021-05-16,15.6339
2021-05-17,15.6339
2021-05-18,15.6339
2021-05-19,15.6339
2021-05-20,15.6339
2021-05-21,15.6339
2021-05-22,15.6339
2021-05-23,15.6339
2021-05-24,15.6339
2021-05-25,15.6339
2021-05-26,15.6339
2021-05-27,15.6339
2021-05-28,15.6339
2021-05-29,15.6339
2021-05-30,15.6339
2021-05-31,15.6339
2021-06-01,15.6339
2021-06-02,15.6339
2021-06-03,15.6339
2021-06-04,15.6339
2021-06-05,15.6339
2021-06-06,15.6339
2021-06-07,15.6339
2021-06-08,15.6339
2021-06-09,15.6339
2021-06-10,15.6339
2021-06-11,15.6339
2021-06-12,15.6339
2021-06-13,15.6339
2021-06-14,15.6339
2021-06-15,15.6339
2021-06-16,15.6339
2021-06-17,15.6339
2021-06-18,15.6339
2021-06-19,15.6339
2021-06-20,15.6339
2021-06-21,15.6339
2021-06-22,15.6339
2021-06-23,15.6339
2021-06-24,15.6339
2021-06-25,15.6339
2021-06-26,15.6339
2021-06-27,15.6339
2021-06-28,15.6339
2021-06-29,15.6339
2021-06-30,19.6955
2021-07-01,19.6955
2021-07-02,19.6955
2021-07-03,19.6955
2021-07-04,19.6955
2021-07-05,19.6955
2021-07-06,19.6955
2021-07-07,19.6955
2021-07-08,19.6955
2021-07-09,19.6955
2021-07-10,19.6955
2021-07-11,19.6955
2021-07-12,19.6955
2021-07-13,19.6955
2021-07-14,19.6955
2021-07-15,19.6955
2021-07-16,19.6955
2021-07-17,19.6955
2021-07-18,19.6955
2021-07-19,19.6955
2021-07-20,19.6955
2021-07-21,19.6955
2021-07-22,19.6955
2021-07-23,19.6955
2021-07-24,19.6955
2021-07-25,19.6955
2021-07-26,19.6955
2021-07-27,19.6955
2021-07-28,19.6955
2021-07-29,19.6955
2021-07-30,19.6955
2021-07-31,19.6955
2021-08-01,19.6955
2021-08-02,19.6955
2021-08-03,19.6955
2021-08-04,19.6955
2021-08-05,19.6955
2021-08-06,19.6955
2021-08-07,19.6955
2021-08-08,19.6955
2021-08-09,19.6955
2021-08-10,19.6955
2021-08-11,19.6955
2021-08-12,19.6955
2021-08-13,19.6955
2021-08-14,19.6955
2021-08-15,19.6955
2021-08-16,19.6955
2021-08-17,19.6955
2021-08-18,19.6955
2021-08-19,19.6955
2021-08-20,19.6955
2021-08-21,19.6955
2021-08-22,19.6955
2021-08-23,19.6955
2021-08-24,19.6955
2021-08-25,19.6955
2021-08-26,19.6955
2021-08-27,19.6955
2021-08-28,19.6955
2021-08-29,19.6955
2021-08-30,19.6955
2021-08-31,19.6955
2021-09-01,19.6955
2021-09-02,19.6955
2021-09-03,19.6955
2021-09-04,19.6955
2021-09-05,19.6955
2021-09-06,19.6955
2021-09-07,19.6955
2021-09-08,19.6955
2021-09-09,19.6955
2021-09-10,19.6955
2021-09-11,19.6955
2021-09-12,19.6955
2021-09-13,19.6955
2021-09-14,19.6955
2021-09-15,19.6955
2021-09-16,19.6955
2021-09-17,19.6955
2021-09-18,19.6955
2021-09-19,19.6955
2021-09-20,19.6955
2021-09-21,19.6955
2021-09-22,19.6955
2021-09-23,19.6955
2021-09-24,19.6955
2021-09-25,19.6955
2021-09-26,19.6955
2021-09-27,19.6955
2021-09-28,19.6955
2021-09-29,19.6955
2021-09-30,21.2781
2021-10-01,21.2781
2021-10-02,21.2781
2021-10-03,21.2781
2021-10-04,21.2781
2021-10-05,21.2781
2021-10-06,21.2781
2021-10-07,21.2781
2021-10-08,21.2781
2021-10-09,21.2781
2021-10-10,21.2781
2021-10-11,21.2781
2021-10-12,21.2781
2021-10-13,21.2781
2021-10-14,21.2781
2021-10-15,21.2781
2021-10-16,21.2781
2021-10-17,21.2781
2021-10-18,21.2781
2021-10-19,21.2781
2021-10-20,21.2781
2021-10-21,21.2781
2021-10-22,21.2781
2021-10-23,21.2781
2021-10-24,21.2781
2021-10-25,21.2781
2021-10-26,21.2781
2021-10-27,21.2781
2021-10-28,21.2781
2021-10-29,21.2781
2021-10-30,21.2781
2021-10-31,21.2781
2021-11-01,21.2781
2021-11-02,21.2781
2021-11-03,21.2781
2021-11-04,21.2781
2021-11-05,21.2781
2021-11-06,21.2781
2021-11-07,21.2781
2021-11-08,21.2781
2021-11-09,21.2781
2021-11-10,21.2781
2021-11-11,21.2781
2021-11-12,21.2781
2021-11-13,21.2781
2021-11-14,21.2781
2021-11-15,21.2781
2021-11-16,21.2781
2021-11-17,21.2781
2021-11-18,21.2781
2021-11-19,21.2781
2021-11-20,21.2781
2021-11-21,21.2781
2021-11-22,21.2781
2021-11-23,21.2781
2021-11-24,21.2781
2021-11-25,21.2781
2021-11-26,21.2781
2021-11-27,21.2781
2021-11-28,21.2781
2021-11-29,21.2781
2021-11-30,21.2781
2021-12-01,21.2781
2021-12-02,21.2781
2021-12-03,21.2781
2021-12-04,21.2781
2021-12-05,21.2781
2021-12-06,21.2781
2021-12-07,21.2781
2021-12-08,21.2781
2021-12-09,21.2781
2021-12-10,21.2781
2021-12-11,21.2781
2021-12-12,21.2781
2021-12-13,21.2781
2021-12-14,21.2781
2021-12-15,21.2781
2021-12-16,21.2781
2021-12-17,21.2781
2021-12-18,21.2781
2021-12-19,21.2781
2021-12-20,21.2781
2021-12-21,21.2781
2021-12-22,21.2781
2021-12-23,21.2781
2021-12-24,21.2781
2021-12-25,21.2781
2021-12-26,21.2781
2021-12-27,21.2781
2021-12-28,21.2781
2021-12-29,21.2781
2021-12-30,21.2781
2021-12-31,20.6055
2022-01-01,20.6055
2022-01-02,20.6055
2022-01-03,20.6055
2022-01-04,20.6055
2022-01-05,20.6055
2022-01-06,20.6055
2022-01-07,20.6055
2022-01-08,20.6055
2022-01-09,20.6055
2022-01-10,20.6055
2022-01-11,20.6055
2022-01-12,20.6055
2022-01-13,20.6055
2022-01-14,20.6055
2022-01-15,20.6055
2022-01-16,20.6055
2022-01-17,20.6055
2022-01-18,20.6055
2022-01-19,20.6055
2022-01-20,20.6055
2022-01-21,20.6055
2022-01-22,20.6055
2022-01-23,20.6055
2022-01-24,20.6055
2022-01-25,20.6055
2022-01-26,20.6055
2022-01-27,20.6055
2022-01-28,20.6055
2022-01-29,20.6055
2022-01-30,20.6055
2022-01-31,20.6055
2022-02-01,20.6055
2022-02-02,20.6055
2022-02-03,20.6055
2022-02-04,20.6055
2022-02-05,20.6055
2022-02-06,20.6055
2022-02-07,20.6055
2022-02-08,20.6055
2022-02-09,20.6055
2022-02-10,20.6055
2022-02-11,20.6055
2022-02-12,20.6055
2022-02-13,20.6055
2022-02-14,20.6055
2022-02-15,20.6055
2022-02-16,20.6055
2022-02-17,20.6055
2022-02-18,20.6055
2022-02-19,20.6055
2022-02-20,20.6055
2022-02-21,20.6055
2022-02-22,20.6055
2022-02-23,20.6055
2022-02-24,20.6055
2022-02-25,20.6055
2022-02-26,20.6055
2022-02-27,20.6055
2022-02-28,20.6055
2022-03-01,20.6055
2022-03-02,20.6055
2022-03-03,20.6055
2022-03-04,20.6055
2022-03-05,20.6055
2022-03-06,20.6055
2022-03-07,20.6055
2022-03-08,20.6055
2022-03-09,20.6055
2022-03-10,20.6055
2022-03-11,20.6055
2022-03-12,20.6055
2022-03-13,20.6055
2022-03-14,20.6055
2022-03-15,20.6055
2022-03-16,20.6055
2022-03-17,20.6055
2022-03-18,20.6055
2022-03-19,20.6055
2022-03-20,20.6055
2022-03-21,20.6055
2022-03-22,20.6055
2022-03-23,20.6055
2022-03-24,20.6055
2022-03-25,20.6055
2022-03-26,20.6055
2022-03-27,20.6055
2022-03-28,20.6055
2022-03-29,20.6055
2022-03-30,20.6055
2022-03-31,20.661
2022-04-01,20.661
2022-04-02,20.661
2022-04-03,20.661
2022-04-04,20.661
2022-04-05,20.661
2022-04-06,20.661
2022-04-07,20.661
2022-04-08,20.661
2022-04-09,20.661
2022-04-10,20.661
2022-04-11,20.661
2022-04-12,20.661
2022-04-13,20.661
2022-04-14,20.661
2022-04-15,20.661
2022-04-16,20.661
2022-04-17,20.661
2022-04-18,20.661
2022-04-19,20.661
2022-04-20,20.661
2022-04-21,20.661
2022-04-22,20.661
2022-04-23,20.661
2022-04-24,20.661
2022-04-25,20.661
2022-04-26,20.661
2022-04-27,20.661
2022-04-28,20.661
2022-04-29,20.661
2022-04-30,20.661
2022-05-01,20.661
2022-05-02,20.661
2022-05-03,20.661
2022-05-04,20.661
2022-05-05,20.661
2022-05-06,20.661
2022-05-07,20.661
2022-05-08,20.661
2022-05-09,20.661
2022-05-10,20.661
2022-05-11,20.661
2022-05-12,20.661
2022-05-13,20.661
2022-05-14,20.661
2022-05-15,20.661
2022-05-16,20.661
2022-05-17,20.661
2022-05-18,20.661
2022-05-19,20.661
2022-05-20,20.661
2022-05-21,20.661
2022-05-22,20.661
2022-05-23,20.661
2022-05-24,20.661
2022-05-25,20.661
2022-05-26,20.661
2022-05-27,20.661
2022-05-28,20.661
2022-05-29,20.661
2022-05-30,20.661
2022-05-31,20.661
2022-06-01,20.661
2022-06-02,20.661
2022-06-03,20.661
2022-06-04,20.661
2022-06-05,20.661
2022-06-06,20.661
2022-06-07,20.661
2022-06-08,20.661
2022-06-09,20.661
2022-06-10,20.661
2022-06-11,20.661
2022-06-12,20.661
2022-06-13,20.661
2022-06-14,20.661
2022-06-15,20.661
2022-06-16,20.661
2022-06-17,20.661
2022-06-18,20.661
2022-06-19,20.661
2022-06-20,20.661
2022-06-21,20.661
2022-06-22,20.661
2022-06-23,20.661
2022-06-24,20.661
2022-06-25,20.661
2022-06-26,20.661
2022-06-27,20.661
2022-06-28,20.661
2022-06-29,20.661
2022-06-30,17.993
2022-07-01,17.993
2022-07-02,17.993
2022-07-03,17.993
2022-07-04,17.993
2022-07-05,17.993
2022-07-06,17.993
2022-07-07,17.993
2022-07-08,17.993
2022-07-09,17.993
2022-07-10,17.993
2022-07-11,17.993
2022-07-12,17.993
2022-07-13,17.993
2022-07-14,17.993
2022-07-15,17.993
2022-07-16,17.993
2022-07-17,17.993
2022-07-18,17.993
2022-07-19,17.993
2022-07-20,17.993
2022-07-21,17.993
2022-07-22,17.993
2022-07-23,17.993
2022-07-24,17.993
2022-07-25,17.993
2022-07-26,17.993
2022-07-27,17.993
2022-07-28,17.993
2022-07-29,17.993
2022-07-30,17.993
2022-07-31,17.993
2022-08-01,17.993
2022-08-02,17.993
2022-08-03,17.993
2022-08-04,17.993
2022-08-05,17.993
2022-08-06,17.993
2022-08-07,17.993
2022-08-08,17.993
2022-08-09,17.993
2022-08-10,17.993
2022-08-11,17.993
2022-08-12,17.993
2022-08-13,17.993
2022-08-14,17.993
2022-08-15,17.993
2022-08-16,17.993
2022-08-17,17.993
2022-08-18,17.993
2022-08-19,17.993
2022-08-20,17.993
2022-08-21,17.993
2022-08-22,17.993
2022-08-23,17.993
2022-08-24,17.993
2022-08-25,17.993
2022-08-26,17.993
2022-08-27,17.993
2022-08-28,17.993
2022-08-29,17.993
2022-08-30,17.993
2022-08-31,17.993
2022-09-01,17.993
2022-09-02,17.993
2022-09-03,17.993
2022-09-04,17.993
2022-09-05,17.993
2022-09-06,17.993
2022-09-07,17.993
2022-09-08,17.993
2022-09-09,17.993
2022-09-10,17.993
2022-09-11,17.993
2022-09-12,17.993
2022-09-13,17.993
2022-09-14,17.993
2022-09-15,17.993
2022-09-16,17.993
2022-09-17,17.993
2022-09-18,17.993
2022-09-19,17.993
2022-09-20,17.993
2022-09-21,17.993
2022-09-22,17.993
2022-09-23,17.993
2022-09-24,17.993
2022-09-25,17.993
2022-09-26,17.993
2022-09-27,17.993
2022-09-28,17.993
2022-09-29,17.993
2022-09-30,15.7687
2022-10-01,15.7687
2022-10-02,15.7687
2022-10-03,15.7687
2022-10-04,15.7687
2022-10-05,15.7687
2022-10-06,15.7687
2022-10-07,15.7687
2022-10-08,15.7687
2022-10-09,15.7687
2022-10-10,15.7687
2022-10-11,15.7687
2022-10-12,15.7687
2022-10-13,15.7687
2022-10-14,15.7687
2022-10-15,15.7687
2022-10-16,15.7687
2022-10-17,15.7687
2022-10-18,15.7687
2022-10-19,15.7687
2022-10-20,15.7687
2022-10-21,15.7687
2022-10-22,15.7687
2022-10-23,15.7687
2022-10-24,15.7687
2022-10-25,15.7687
2022-10-26,15.7687
2022-10-27,15.7687
2022-10-28,15.7687
2022-10-29,15.7687
2022-10-30,15.7687
2022-10-31,15.7687
2022-11-01,15.7687
2022-11-02,15.7687
2022-11-03,15.7687
2022-11-04,15.7687
2022-11-05,15.7687
2022-11-06,15.7687
2022-11-07,15.7687
2022-11-08,15.7687
2022-11-09,15.7687
2022-11-10,15.7687
2022-11-11,15.7687
2022-11-12,15.7687
2022-11-13,15.7687
2022-11-14,15.7687
2022-11-15,15.7687
2022-11-16,15.7687
2022-11-17,15.7687
2022-11-18,15.7687
2022-11-19,15.7687
2022-11-20,15.7687
2022-11-21,15.7687
2022-11-22,15.7687
2022-11-23,15.7687
2022-11-24,15.7687
2022-11-25,15.7687
2022-11-26,15.7687
2022-11-27,15.7687
2022-11-28,15.7687
2022-11-29,15.7687
2022-11-30,15.7687
2022-12-01,15.7687
2022-12-02,15.7687
2022-12-03,15.7687
2022-12-04,15.7687
2022-12-05,15.7687
2022-12-06,15.7687
2022-12-07,15.7687
2022-12-08,15.7687
2022-12-09,15.7687
2022-12-10,15.7687
2022-12-11,15.7687
2022-12-12,15.7687
2022-12-13,15.7687
2022-12-14,15.7687
2022-12-15,15.7687
2022-12-16,15.7687
2022-12-17,15.7687
2022-12-18,15.7687
2022-12-19,15.7687
2022-12-20,15.7687
2022-12-21,15.7687
2022-12-22,15.7687
2022-12-23,15.7687
2022-12-24,15.7687
2022-12-25,15.7687
2022-12-26,15.7687
2022-12-27,15.7687
2022-12-28,15.7687
2022-12-29,15.7687
2022-12-30,15.7687
2022-12-31,12.6994
2023-01-01,12.6994
2023-01-02,12.6994
2023-01-03,12.6994
2023-01-04,12.6994
2023-01-05,12.6994
2023-01-06,12.6994
2023-01-07,12.6994
2023-01-08,12.6994
2023-01-09,12.6994
2023-01-10,12.6994
2023-01-11,12.6994
2023-01-12,12.6994
2023-01-13,12.6994
2023-01-14,12.6994
2023-01-15,12.6994
2023-01-16,12.6994
2023-01-17,12.6994
2023-01-18,12.6994
2023-01-19,12.6994
2023-01-20,12.6994
2023-01-21,12.6994
2023-01-22,12.6994
2023-01-23,12.6994
2023-01-24,12.6994
2023-01-25,12.6994
2023-01-26,12.6994
2023-01-27,12.6994
2023-01-28,12.6994
2023-01-29,12.6994
2023-01-30,12.6994
2023-01-31,12.6994
2023-02-01,12.6994
2023-02-02,12.6994
2023-02-03,12.6994
2023-02-04,12.6994
2023-02-05,12.6994
2023-02-06,12.6994
2023-02-07,12.6994
2023-02-08,12.6994
2023-02-09,12.6994
2023-02-10,12.6994
2023-02-11,12.6994
2023-02-12,12.6994
2023-02-13,12.6994
2023-02-14,12.6994
2023-02-15,12.6994
2023-02-16,12.6994
2023-02-17,12.6994
2023-02-18,12.6994
2023-02-19,12.6994
2023-02-20,12.6994
2023-02-21,12.6994
2023-02-22,12.6994
2023-02-23,12.6994
2023-02-24,12.6994
2023-02-25,12.6994
2023-02-26,12.6994
2023-02-27,12.6994
2023-02-28,12.6994
2023-03-01,12.6994
2023-03-02,12.6994
2023-03-03,12.6994
2023-03-04,12.6994
2023-03-05,12.6994
2023-03-06,12.6994
2023-03-07,12.6994
2023-03-08,12.6994
2023-03-09,12.6994
2023-03-10,12.6994
2023-03-11,12.6994
2023-03-12,12.6994
2023-03-13,12.6994
2023-03-14,12.6994
2023-03-15,12.6994
2023-03-16,12.6994
2023-03-17,12.6994
2023-03-18,12.6994
2023-03-19,12.6994
2023-03-20,12.6994
2023-03-21,12.6994
2023-03-22,12.6994
2023-03-23,12.6994
2023-03-24,12.6994
