,ZBRA US Equity
,RETURN_COM_EQY
2020-01-01,34.2785
2020-01-02,34.2785
2020-01-03,34.2785
2020-01-04,34.2785
2020-01-05,34.2785
2020-01-06,34.2785
2020-01-07,34.2785
2020-01-08,34.2785
2020-01-09,34.2785
2020-01-10,34.2785
2020-01-11,34.2785
2020-01-12,34.2785
2020-01-13,34.2785
2020-01-14,34.2785
2020-01-15,34.2785
2020-01-16,34.2785
2020-01-17,34.2785
2020-01-18,34.2785
2020-01-19,34.2785
2020-01-20,34.2785
2020-01-21,34.2785
2020-01-22,34.2785
2020-01-23,34.2785
2020-01-24,34.2785
2020-01-25,34.2785
2020-01-26,34.2785
2020-01-27,34.2785
2020-01-28,34.2785
2020-01-29,34.2785
2020-01-30,34.2785
2020-01-31,34.2785
2020-02-01,34.2785
2020-02-02,34.2785
2020-02-03,34.2785
2020-02-04,34.2785
2020-02-05,34.2785
2020-02-06,34.2785
2020-02-07,34.2785
2020-02-08,34.2785
2020-02-09,34.2785
2020-02-10,34.2785
2020-02-11,34.2785
2020-02-12,34.2785
2020-02-13,34.2785
2020-02-14,34.2785
2020-02-15,34.2785
2020-02-16,34.2785
2020-02-17,34.2785
2020-02-18,34.2785
2020-02-19,34.2785
2020-02-20,34.2785
2020-02-21,34.2785
2020-02-22,34.2785
2020-02-23,34.2785
2020-02-24,34.2785
2020-02-25,34.2785
2020-02-26,34.2785
2020-02-27,34.2785
2020-02-28,34.2785
2020-02-29,34.2785
2020-03-01,34.2785
2020-03-02,34.2785
2020-03-03,34.2785
2020-03-04,34.2785
2020-03-05,34.2785
2020-03-06,34.2785
2020-03-07,34.2785
2020-03-08,34.2785
2020-03-09,34.2785
2020-03-10,34.2785
2020-03-11,34.2785
2020-03-12,34.2785
2020-03-13,34.2785
2020-03-14,34.2785
2020-03-15,34.2785
2020-03-16,34.2785
2020-03-17,34.2785
2020-03-18,34.2785
2020-03-19,34.2785
2020-03-20,34.2785
2020-03-21,34.2785
2020-03-22,34.2785
2020-03-23,34.2785
2020-03-24,34.2785
2020-03-25,34.2785
2020-03-26,34.2785
2020-03-27,34.2785
2020-03-28,32.4358
2020-03-29,32.4358
2020-03-30,32.4358
2020-03-31,32.4358
2020-04-01,32.4358
2020-04-02,32.4358
2020-04-03,32.4358
2020-04-04,32.4358
2020-04-05,32.4358
2020-04-06,32.4358
2020-04-07,32.4358
2020-04-08,32.4358
2020-04-09,32.4358
2020-04-10,32.4358
2020-04-11,32.4358
2020-04-12,32.4358
2020-04-13,32.4358
2020-04-14,32.4358
2020-04-15,32.4358
2020-04-16,32.4358
2020-04-17,32.4358
2020-04-18,32.4358
2020-04-19,32.4358
2020-04-20,32.4358
2020-04-21,32.4358
2020-04-22,32.4358
2020-04-23,32.4358
2020-04-24,32.4358
2020-04-25,32.4358
2020-04-26,32.4358
2020-04-27,32.4358
2020-04-28,32.4358
2020-04-29,32.4358
2020-04-30,32.4358
2020-05-01,32.4358
2020-05-02,32.4358
2020-05-03,32.4358
2020-05-04,32.4358
2020-05-05,32.4358
2020-05-06,32.4358
2020-05-07,32.4358
2020-05-08,32.4358
2020-05-09,32.4358
2020-05-10,32.4358
2020-05-11,32.4358
2020-05-12,32.4358
2020-05-13,32.4358
2020-05-14,32.4358
2020-05-15,32.4358
2020-05-16,32.4358
2020-05-17,32.4358
2020-05-18,32.4358
2020-05-19,32.4358
2020-05-20,32.4358
2020-05-21,32.4358
2020-05-22,32.4358
2020-05-23,32.4358
2020-05-24,32.4358
2020-05-25,32.4358
2020-05-26,32.4358
2020-05-27,32.4358
2020-05-28,32.4358
2020-05-29,32.4358
2020-05-30,32.4358
2020-05-31,32.4358
2020-06-01,32.4358
2020-06-02,32.4358
2020-06-03,32.4358
2020-06-04,32.4358
2020-06-05,32.4358
2020-06-06,32.4358
2020-06-07,32.4358
2020-06-08,32.4358
2020-06-09,32.4358
2020-06-10,32.4358
2020-06-11,32.4358
2020-06-12,32.4358
2020-06-13,32.4358
2020-06-14,32.4358
2020-06-15,32.4358
2020-06-16,32.4358
2020-06-17,32.4358
2020-06-18,32.4358
2020-06-19,32.4358
2020-06-20,32.4358
2020-06-21,32.4358
2020-06-22,32.4358
2020-06-23,32.4358
2020-06-24,32.4358
2020-06-25,32.4358
2020-06-26,32.4358
2020-06-27,29.3873
2020-06-28,29.3873
2020-06-29,29.3873
2020-06-30,29.3873
2020-07-01,29.3873
2020-07-02,29.3873
2020-07-03,29.3873
2020-07-04,29.3873
2020-07-05,29.3873
2020-07-06,29.3873
2020-07-07,29.3873
2020-07-08,29.3873
2020-07-09,29.3873
2020-07-10,29.3873
2020-07-11,29.3873
2020-07-12,29.3873
2020-07-13,29.3873
2020-07-14,29.3873
2020-07-15,29.3873
2020-07-16,29.3873
2020-07-17,29.3873
2020-07-18,29.3873
2020-07-19,29.3873
2020-07-20,29.3873
2020-07-21,29.3873
2020-07-22,29.3873
2020-07-23,29.3873
2020-07-24,29.3873
2020-07-25,29.3873
2020-07-26,29.3873
2020-07-27,29.3873
2020-07-28,29.3873
2020-07-29,29.3873
2020-07-30,29.3873
2020-07-31,29.3873
2020-08-01,29.3873
2020-08-02,29.3873
2020-08-03,29.3873
2020-08-04,29.3873
2020-08-05,29.3873
2020-08-06,29.3873
2020-08-07,29.3873
2020-08-08,29.3873
2020-08-09,29.3873
2020-08-10,29.3873
2020-08-11,29.3873
2020-08-12,29.3873
2020-08-13,29.3873
2020-08-14,29.3873
2020-08-15,29.3873
2020-08-16,29.3873
2020-08-17,29.3873
2020-08-18,29.3873
2020-08-19,29.3873
2020-08-20,29.3873
2020-08-21,29.3873
2020-08-22,29.3873
2020-08-23,29.3873
2020-08-24,29.3873
2020-08-25,29.3873
2020-08-26,29.3873
2020-08-27,29.3873
2020-08-28,29.3873
2020-08-29,29.3873
2020-08-30,29.3873
2020-08-31,29.3873
2020-09-01,29.3873
2020-09-02,29.3873
2020-09-03,29.3873
2020-09-04,29.3873
2020-09-05,29.3873
2020-09-06,29.3873
2020-09-07,29.3873
2020-09-08,29.3873
2020-09-09,29.3873
2020-09-10,29.3873
2020-09-11,29.3873
2020-09-12,29.3873
2020-09-13,29.3873
2020-09-14,29.3873
2020-09-15,29.3873
2020-09-16,29.3873
2020-09-17,29.3873
2020-09-18,29.3873
2020-09-19,29.3873
2020-09-20,29.3873
2020-09-21,29.3873
2020-09-22,29.3873
2020-09-23,29.3873
2020-09-24,29.3873
2020-09-25,29.3873
2020-09-26,26.1517
2020-09-27,26.1517
2020-09-28,26.1517
2020-09-29,26.1517
2020-09-30,26.1517
2020-10-01,26.1517
2020-10-02,26.1517
2020-10-03,26.1517
2020-10-04,26.1517
2020-10-05,26.1517
2020-10-06,26.1517
2020-10-07,26.1517
2020-10-08,26.1517
2020-10-09,26.1517
2020-10-10,26.1517
2020-10-11,26.1517
2020-10-12,26.1517
2020-10-13,26.1517
2020-10-14,26.1517
2020-10-15,26.1517
2020-10-16,26.1517
2020-10-17,26.1517
2020-10-18,26.1517
2020-10-19,26.1517
2020-10-20,26.1517
2020-10-21,26.1517
2020-10-22,26.1517
2020-10-23,26.1517
2020-10-24,26.1517
2020-10-25,26.1517
2020-10-26,26.1517
2020-10-27,26.1517
2020-10-28,26.1517
2020-10-29,26.1517
2020-10-30,26.1517
2020-10-31,26.1517
2020-11-01,26.1517
2020-11-02,26.1517
2020-11-03,26.1517
2020-11-04,26.1517
2020-11-05,26.1517
2020-11-06,26.1517
2020-11-07,26.1517
2020-11-08,26.1517
2020-11-09,26.1517
2020-11-10,26.1517
2020-11-11,26.1517
2020-11-12,26.1517
2020-11-13,26.1517
2020-11-14,26.1517
2020-11-15,26.1517
2020-11-16,26.1517
2020-11-17,26.1517
2020-11-18,26.1517
2020-11-19,26.1517
2020-11-20,26.1517
2020-11-21,26.1517
2020-11-22,26.1517
2020-11-23,26.1517
2020-11-24,26.1517
2020-11-25,26.1517
2020-11-26,26.1517
2020-11-27,26.1517
2020-11-28,26.1517
2020-11-29,26.1517
2020-11-30,26.1517
2020-12-01,26.1517
2020-12-02,26.1517
2020-12-03,26.1517
2020-12-04,26.1517
2020-12-05,26.1517
2020-12-06,26.1517
2020-12-07,26.1517
2020-12-08,26.1517
2020-12-09,26.1517
2020-12-10,26.1517
2020-12-11,26.1517
2020-12-12,26.1517
2020-12-13,26.1517
2020-12-14,26.1517
2020-12-15,26.1517
2020-12-16,26.1517
2020-12-17,26.1517
2020-12-18,26.1517
2020-12-19,26.1517
2020-12-20,26.1517
2020-12-21,26.1517
2020-12-22,26.1517
2020-12-23,26.1517
2020-12-24,26.1517
2020-12-25,26.1517
2020-12-26,26.1517
2020-12-27,26.1517
2020-12-28,26.1517
2020-12-29,26.1517
2020-12-30,26.1517
2020-12-31,25.3076
2021-01-01,25.3076
2021-01-02,25.3076
2021-01-03,25.3076
2021-01-04,25.3076
2021-01-05,25.3076
2021-01-06,25.3076
2021-01-07,25.3076
2021-01-08,25.3076
2021-01-09,25.3076
2021-01-10,25.3076
2021-01-11,25.3076
2021-01-12,25.3076
2021-01-13,25.3076
2021-01-14,25.3076
2021-01-15,25.3076
2021-01-16,25.3076
2021-01-17,25.3076
2021-01-18,25.3076
2021-01-19,25.3076
2021-01-20,25.3076
2021-01-21,25.3076
2021-01-22,25.3076
2021-01-23,25.3076
2021-01-24,25.3076
2021-01-25,25.3076
2021-01-26,25.3076
2021-01-27,25.3076
2021-01-28,25.3076
2021-01-29,25.3076
2021-01-30,25.3076
2021-01-31,25.3076
2021-02-01,25.3076
2021-02-02,25.3076
2021-02-03,25.3076
2021-02-04,25.3076
2021-02-05,25.3076
2021-02-06,25.3076
2021-02-07,25.3076
2021-02-08,25.3076
2021-02-09,25.3076
2021-02-10,25.3076
2021-02-11,25.3076
2021-02-12,25.3076
2021-02-13,25.3076
2021-02-14,25.3076
2021-02-15,25.3076
2021-02-16,25.3076
2021-02-17,25.3076
2021-02-18,25.3076
2021-02-19,25.3076
2021-02-20,25.3076
2021-02-21,25.3076
2021-02-22,25.3076
2021-02-23,25.3076
2021-02-24,25.3076
2021-02-25,25.3076
2021-02-26,25.3076
2021-02-27,25.3076
2021-02-28,25.3076
2021-03-01,25.3076
2021-03-02,25.3076
2021-03-03,25.3076
2021-03-04,25.3076
2021-03-05,25.3076
2021-03-06,25.3076
2021-03-07,25.3076
2021-03-08,25.3076
2021-03-09,25.3076
2021-03-10,25.3076
2021-03-11,25.3076
2021-03-12,25.3076
2021-03-13,25.3076
2021-03-14,25.3076
2021-03-15,25.3076
2021-03-16,25.3076
2021-03-17,25.3076
2021-03-18,25.3076
2021-03-19,25.3076
2021-03-20,25.3076
2021-03-21,25.3076
2021-03-22,25.3076
2021-03-23,25.3076
2021-03-24,25.3076
2021-03-25,25.3076
2021-03-26,25.3076
2021-03-27,25.3076
2021-03-28,25.3076
2021-03-29,25.3076
2021-03-30,25.3076
2021-03-31,25.3076
2021-04-01,25.3076
2021-04-02,25.3076
2021-04-03,31.0778
