,HSY US Equity
,RETURN_COM_EQY
2020-01-01,73.2768
2020-01-02,73.2768
2020-01-03,73.2768
2020-01-04,73.2768
2020-01-05,73.2768
2020-01-06,73.2768
2020-01-07,73.2768
2020-01-08,73.2768
2020-01-09,73.2768
2020-01-10,73.2768
2020-01-11,73.2768
2020-01-12,73.2768
2020-01-13,73.2768
2020-01-14,73.2768
2020-01-15,73.2768
2020-01-16,73.2768
2020-01-17,73.2768
2020-01-18,73.2768
2020-01-19,73.2768
2020-01-20,73.2768
2020-01-21,73.2768
2020-01-22,73.2768
2020-01-23,73.2768
2020-01-24,73.2768
2020-01-25,73.2768
2020-01-26,73.2768
2020-01-27,73.2768
2020-01-28,73.2768
2020-01-29,73.2768
2020-01-30,73.2768
2020-01-31,73.2768
2020-02-01,73.2768
2020-02-02,73.2768
2020-02-03,73.2768
2020-02-04,73.2768
2020-02-05,73.2768
2020-02-06,73.2768
2020-02-07,73.2768
2020-02-08,73.2768
2020-02-09,73.2768
2020-02-10,73.2768
2020-02-11,73.2768
2020-02-12,73.2768
2020-02-13,73.2768
2020-02-14,73.2768
2020-02-15,73.2768
2020-02-16,73.2768
2020-02-17,73.2768
2020-02-18,73.2768
2020-02-19,73.2768
2020-02-20,73.2768
2020-02-21,73.2768
2020-02-22,73.2768
2020-02-23,73.2768
2020-02-24,73.2768
2020-02-25,73.2768
2020-02-26,73.2768
2020-02-27,73.2768
2020-02-28,73.2768
2020-02-29,73.2768
2020-03-01,73.2768
2020-03-02,73.2768
2020-03-03,73.2768
2020-03-04,73.2768
2020-03-05,73.2768
2020-03-06,73.2768
2020-03-07,73.2768
2020-03-08,73.2768
2020-03-09,73.2768
2020-03-10,73.2768
2020-03-11,73.2768
2020-03-12,73.2768
2020-03-13,73.2768
2020-03-14,73.2768
2020-03-15,73.2768
2020-03-16,73.2768
2020-03-17,73.2768
2020-03-18,73.2768
2020-03-19,73.2768
2020-03-20,73.2768
2020-03-21,73.2768
2020-03-22,73.2768
2020-03-23,73.2768
2020-03-24,73.2768
2020-03-25,73.2768
2020-03-26,73.2768
2020-03-27,73.2768
2020-03-28,73.2768
2020-03-29,72.3579
2020-03-30,72.3579
2020-03-31,72.3579
2020-04-01,72.3579
2020-04-02,72.3579
2020-04-03,72.3579
2020-04-04,72.3579
2020-04-05,72.3579
2020-04-06,72.3579
2020-04-07,72.3579
2020-04-08,72.3579
2020-04-09,72.3579
2020-04-10,72.3579
2020-04-11,72.3579
2020-04-12,72.3579
2020-04-13,72.3579
2020-04-14,72.3579
2020-04-15,72.3579
2020-04-16,72.3579
2020-04-17,72.3579
2020-04-18,72.3579
2020-04-19,72.3579
2020-04-20,72.3579
2020-04-21,72.3579
2020-04-22,72.3579
2020-04-23,72.3579
2020-04-24,72.3579
2020-04-25,72.3579
2020-04-26,72.3579
2020-04-27,72.3579
2020-04-28,72.3579
2020-04-29,72.3579
2020-04-30,72.3579
2020-05-01,72.3579
2020-05-02,72.3579
2020-05-03,72.3579
2020-05-04,72.3579
2020-05-05,72.3579
2020-05-06,72.3579
2020-05-07,72.3579
2020-05-08,72.3579
2020-05-09,72.3579
2020-05-10,72.3579
2020-05-11,72.3579
2020-05-12,72.3579
2020-05-13,72.3579
2020-05-14,72.3579
2020-05-15,72.3579
2020-05-16,72.3579
2020-05-17,72.3579
2020-05-18,72.3579
2020-05-19,72.3579
2020-05-20,72.3579
2020-05-21,72.3579
2020-05-22,72.3579
2020-05-23,72.3579
2020-05-24,72.3579
2020-05-25,72.3579
2020-05-26,72.3579
2020-05-27,72.3579
2020-05-28,72.3579
2020-05-29,72.3579
2020-05-30,72.3579
2020-05-31,72.3579
2020-06-01,72.3579
2020-06-02,72.3579
2020-06-03,72.3579
2020-06-04,72.3579
2020-06-05,72.3579
2020-06-06,72.3579
2020-06-07,72.3579
2020-06-08,72.3579
2020-06-09,72.3579
2020-06-10,72.3579
2020-06-11,72.3579
2020-06-12,72.3579
2020-06-13,72.3579
2020-06-14,72.3579
2020-06-15,72.3579
2020-06-16,72.3579
2020-06-17,72.3579
2020-06-18,72.3579
2020-06-19,72.3579
2020-06-20,72.3579
2020-06-21,72.3579
2020-06-22,72.3579
2020-06-23,72.3579
2020-06-24,72.3579
2020-06-25,72.3579
2020-06-26,72.3579
2020-06-27,72.3579
2020-06-28,62.5616
2020-06-29,62.5616
2020-06-30,62.5616
2020-07-01,62.5616
2020-07-02,62.5616
2020-07-03,62.5616
2020-07-04,62.5616
2020-07-05,62.5616
2020-07-06,62.5616
2020-07-07,62.5616
2020-07-08,62.5616
2020-07-09,62.5616
2020-07-10,62.5616
2020-07-11,62.5616
2020-07-12,62.5616
2020-07-13,62.5616
2020-07-14,62.5616
2020-07-15,62.5616
2020-07-16,62.5616
2020-07-17,62.5616
2020-07-18,62.5616
2020-07-19,62.5616
2020-07-20,62.5616
2020-07-21,62.5616
2020-07-22,62.5616
2020-07-23,62.5616
2020-07-24,62.5616
2020-07-25,62.5616
2020-07-26,62.5616
2020-07-27,62.5616
2020-07-28,62.5616
2020-07-29,62.5616
2020-07-30,62.5616
2020-07-31,62.5616
2020-08-01,62.5616
2020-08-02,62.5616
2020-08-03,62.5616
2020-08-04,62.5616
2020-08-05,62.5616
2020-08-06,62.5616
2020-08-07,62.5616
2020-08-08,62.5616
2020-08-09,62.5616
2020-08-10,62.5616
2020-08-11,62.5616
2020-08-12,62.5616
2020-08-13,62.5616
2020-08-14,62.5616
2020-08-15,62.5616
2020-08-16,62.5616
2020-08-17,62.5616
2020-08-18,62.5616
2020-08-19,62.5616
2020-08-20,62.5616
2020-08-21,62.5616
2020-08-22,62.5616
2020-08-23,62.5616
2020-08-24,62.5616
2020-08-25,62.5616
2020-08-26,62.5616
2020-08-27,62.5616
2020-08-28,62.5616
2020-08-29,62.5616
2020-08-30,62.5616
2020-08-31,62.5616
2020-09-01,62.5616
2020-09-02,62.5616
2020-09-03,62.5616
2020-09-04,62.5616
2020-09-05,62.5616
2020-09-06,62.5616
2020-09-07,62.5616
2020-09-08,62.5616
2020-09-09,62.5616
2020-09-10,62.5616
2020-09-11,62.5616
2020-09-12,62.5616
2020-09-13,62.5616
2020-09-14,62.5616
2020-09-15,62.5616
2020-09-16,62.5616
2020-09-17,62.5616
2020-09-18,62.5616
2020-09-19,62.5616
2020-09-20,62.5616
2020-09-21,62.5616
2020-09-22,62.5616
2020-09-23,62.5616
2020-09-24,62.5616
2020-09-25,62.5616
2020-09-26,62.5616
2020-09-27,62.5558
2020-09-28,62.5558
2020-09-29,62.5558
2020-09-30,62.5558
2020-10-01,62.5558
2020-10-02,62.5558
2020-10-03,62.5558
2020-10-04,62.5558
2020-10-05,62.5558
2020-10-06,62.5558
2020-10-07,62.5558
2020-10-08,62.5558
2020-10-09,62.5558
2020-10-10,62.5558
2020-10-11,62.5558
2020-10-12,62.5558
2020-10-13,62.5558
2020-10-14,62.5558
2020-10-15,62.5558
2020-10-16,62.5558
2020-10-17,62.5558
2020-10-18,62.5558
2020-10-19,62.5558
2020-10-20,62.5558
2020-10-21,62.5558
2020-10-22,62.5558
2020-10-23,62.5558
2020-10-24,62.5558
2020-10-25,62.5558
2020-10-26,62.5558
2020-10-27,62.5558
2020-10-28,62.5558
2020-10-29,62.5558
2020-10-30,62.5558
2020-10-31,62.5558
2020-11-01,62.5558
2020-11-02,62.5558
2020-11-03,62.5558
2020-11-04,62.5558
2020-11-05,62.5558
2020-11-06,62.5558
2020-11-07,62.5558
2020-11-08,62.5558
2020-11-09,62.5558
2020-11-10,62.5558
2020-11-11,62.5558
2020-11-12,62.5558
2020-11-13,62.5558
2020-11-14,62.5558
2020-11-15,62.5558
2020-11-16,62.5558
2020-11-17,62.5558
2020-11-18,62.5558
2020-11-19,62.5558
2020-11-20,62.5558
2020-11-21,62.5558
2020-11-22,62.5558
2020-11-23,62.5558
2020-11-24,62.5558
2020-11-25,62.5558
2020-11-26,62.5558
2020-11-27,62.5558
2020-11-28,62.5558
2020-11-29,62.5558
2020-11-30,62.5558
2020-12-01,62.5558
2020-12-02,62.5558
2020-12-03,62.5558
2020-12-04,62.5558
2020-12-05,62.5558
2020-12-06,62.5558
2020-12-07,62.5558
2020-12-08,62.5558
2020-12-09,62.5558
2020-12-10,62.5558
2020-12-11,62.5558
2020-12-12,62.5558
2020-12-13,62.5558
2020-12-14,62.5558
2020-12-15,62.5558
2020-12-16,62.5558
2020-12-17,62.5558
2020-12-18,62.5558
2020-12-19,62.5558
2020-12-20,62.5558
2020-12-21,62.5558
2020-12-22,62.5558
2020-12-23,62.5558
2020-12-24,62.5558
2020-12-25,62.5558
2020-12-26,62.5558
2020-12-27,62.5558
2020-12-28,62.5558
2020-12-29,62.5558
2020-12-30,62.5558
2020-12-31,64.3606
2021-01-01,64.3606
2021-01-02,64.3606
2021-01-03,64.3606
2021-01-04,64.3606
2021-01-05,64.3606
2021-01-06,64.3606
2021-01-07,64.3606
2021-01-08,64.3606
2021-01-09,64.3606
2021-01-10,64.3606
2021-01-11,64.3606
2021-01-12,64.3606
2021-01-13,64.3606
2021-01-14,64.3606
2021-01-15,64.3606
2021-01-16,64.3606
2021-01-17,64.3606
2021-01-18,64.3606
2021-01-19,64.3606
2021-01-20,64.3606
2021-01-21,64.3606
2021-01-22,64.3606
2021-01-23,64.3606
2021-01-24,64.3606
2021-01-25,64.3606
2021-01-26,64.3606
2021-01-27,64.3606
2021-01-28,64.3606
2021-01-29,64.3606
2021-01-30,64.3606
2021-01-31,64.3606
2021-02-01,64.3606
2021-02-02,64.3606
2021-02-03,64.3606
2021-02-04,64.3606
2021-02-05,64.3606
2021-02-06,64.3606
2021-02-07,64.3606
2021-02-08,64.3606
2021-02-09,64.3606
