,SCCO US Equity
,RETURN_COM_EQY
2020-01-01,22.2146
2020-01-02,22.2146
2020-01-03,22.2146
2020-01-04,22.2146
2020-01-05,22.2146
2020-01-06,22.2146
2020-01-07,22.2146
2020-01-08,22.2146
2020-01-09,22.2146
2020-01-10,22.2146
2020-01-11,22.2146
2020-01-12,22.2146
2020-01-13,22.2146
2020-01-14,22.2146
2020-01-15,22.2146
2020-01-16,22.2146
2020-01-17,22.2146
2020-01-18,22.2146
2020-01-19,22.2146
2020-01-20,22.2146
2020-01-21,22.2146
2020-01-22,22.2146
2020-01-23,22.2146
2020-01-24,22.2146
2020-01-25,22.2146
2020-01-26,22.2146
2020-01-27,22.2146
2020-01-28,22.2146
2020-01-29,22.2146
2020-01-30,22.2146
2020-01-31,22.2146
2020-02-01,22.2146
2020-02-02,22.2146
2020-02-03,22.2146
2020-02-04,22.2146
2020-02-05,22.2146
2020-02-06,22.2146
2020-02-07,22.2146
2020-02-08,22.2146
2020-02-09,22.2146
2020-02-10,22.2146
2020-02-11,22.2146
2020-02-12,22.2146
2020-02-13,22.2146
2020-02-14,22.2146
2020-02-15,22.2146
2020-02-16,22.2146
2020-02-17,22.2146
2020-02-18,22.2146
2020-02-19,22.2146
2020-02-20,22.2146
2020-02-21,22.2146
2020-02-22,22.2146
2020-02-23,22.2146
2020-02-24,22.2146
2020-02-25,22.2146
2020-02-26,22.2146
2020-02-27,22.2146
2020-02-28,22.2146
2020-02-29,22.2146
2020-03-01,22.2146
2020-03-02,22.2146
2020-03-03,22.2146
2020-03-04,22.2146
2020-03-05,22.2146
2020-03-06,22.2146
2020-03-07,22.2146
2020-03-08,22.2146
2020-03-09,22.2146
2020-03-10,22.2146
2020-03-11,22.2146
2020-03-12,22.2146
2020-03-13,22.2146
2020-03-14,22.2146
2020-03-15,22.2146
2020-03-16,22.2146
2020-03-17,22.2146
2020-03-18,22.2146
2020-03-19,22.2146
2020-03-20,22.2146
2020-03-21,22.2146
2020-03-22,22.2146
2020-03-23,22.2146
2020-03-24,22.2146
2020-03-25,22.2146
2020-03-26,22.2146
2020-03-27,22.2146
2020-03-28,22.2146
2020-03-29,22.2146
2020-03-30,22.2146
2020-03-31,19.6442
2020-04-01,19.6442
2020-04-02,19.6442
2020-04-03,19.6442
2020-04-04,19.6442
2020-04-05,19.6442
2020-04-06,19.6442
2020-04-07,19.6442
2020-04-08,19.6442
2020-04-09,19.6442
2020-04-10,19.6442
2020-04-11,19.6442
2020-04-12,19.6442
2020-04-13,19.6442
2020-04-14,19.6442
2020-04-15,19.6442
2020-04-16,19.6442
2020-04-17,19.6442
2020-04-18,19.6442
2020-04-19,19.6442
2020-04-20,19.6442
2020-04-21,19.6442
2020-04-22,19.6442
2020-04-23,19.6442
2020-04-24,19.6442
2020-04-25,19.6442
2020-04-26,19.6442
2020-04-27,19.6442
2020-04-28,19.6442
2020-04-29,19.6442
2020-04-30,19.6442
2020-05-01,19.6442
2020-05-02,19.6442
2020-05-03,19.6442
2020-05-04,19.6442
2020-05-05,19.6442
2020-05-06,19.6442
2020-05-07,19.6442
2020-05-08,19.6442
2020-05-09,19.6442
2020-05-10,19.6442
2020-05-11,19.6442
2020-05-12,19.6442
2020-05-13,19.6442
2020-05-14,19.6442
2020-05-15,19.6442
2020-05-16,19.6442
2020-05-17,19.6442
2020-05-18,19.6442
2020-05-19,19.6442
2020-05-20,19.6442
2020-05-21,19.6442
2020-05-22,19.6442
2020-05-23,19.6442
2020-05-24,19.6442
2020-05-25,19.6442
2020-05-26,19.6442
2020-05-27,19.6442
2020-05-28,19.6442
2020-05-29,19.6442
2020-05-30,19.6442
2020-05-31,19.6442
2020-06-01,19.6442
2020-06-02,19.6442
2020-06-03,19.6442
2020-06-04,19.6442
2020-06-05,19.6442
2020-06-06,19.6442
2020-06-07,19.6442
2020-06-08,19.6442
2020-06-09,19.6442
2020-06-10,19.6442
2020-06-11,19.6442
2020-06-12,19.6442
2020-06-13,19.6442
2020-06-14,19.6442
2020-06-15,19.6442
2020-06-16,19.6442
2020-06-17,19.6442
2020-06-18,19.6442
2020-06-19,19.6442
2020-06-20,19.6442
2020-06-21,19.6442
2020-06-22,19.6442
2020-06-23,19.6442
2020-06-24,19.6442
2020-06-25,19.6442
2020-06-26,19.6442
2020-06-27,19.6442
2020-06-28,19.6442
2020-06-29,19.6442
2020-06-30,17.2484
2020-07-01,17.2484
2020-07-02,17.2484
2020-07-03,17.2484
2020-07-04,17.2484
2020-07-05,17.2484
2020-07-06,17.2484
2020-07-07,17.2484
2020-07-08,17.2484
2020-07-09,17.2484
2020-07-10,17.2484
2020-07-11,17.2484
2020-07-12,17.2484
2020-07-13,17.2484
2020-07-14,17.2484
2020-07-15,17.2484
2020-07-16,17.2484
2020-07-17,17.2484
2020-07-18,17.2484
2020-07-19,17.2484
2020-07-20,17.2484
2020-07-21,17.2484
2020-07-22,17.2484
2020-07-23,17.2484
2020-07-24,17.2484
2020-07-25,17.2484
2020-07-26,17.2484
2020-07-27,17.2484
2020-07-28,17.2484
2020-07-29,17.2484
2020-07-30,17.2484
2020-07-31,17.2484
2020-08-01,17.2484
2020-08-02,17.2484
2020-08-03,17.2484
2020-08-04,17.2484
2020-08-05,17.2484
2020-08-06,17.2484
2020-08-07,17.2484
2020-08-08,17.2484
2020-08-09,17.2484
2020-08-10,17.2484
2020-08-11,17.2484
2020-08-12,17.2484
2020-08-13,17.2484
2020-08-14,17.2484
2020-08-15,17.2484
2020-08-16,17.2484
2020-08-17,17.2484
2020-08-18,17.2484
2020-08-19,17.2484
2020-08-20,17.2484
2020-08-21,17.2484
2020-08-22,17.2484
2020-08-23,17.2484
2020-08-24,17.2484
2020-08-25,17.2484
2020-08-26,17.2484
2020-08-27,17.2484
2020-08-28,17.2484
2020-08-29,17.2484
2020-08-30,17.2484
2020-08-31,17.2484
2020-09-01,17.2484
2020-09-02,17.2484
2020-09-03,17.2484
2020-09-04,17.2484
2020-09-05,17.2484
2020-09-06,17.2484
2020-09-07,17.2484
2020-09-08,17.2484
2020-09-09,17.2484
2020-09-10,17.2484
2020-09-11,17.2484
2020-09-12,17.2484
2020-09-13,17.2484
2020-09-14,17.2484
2020-09-15,17.2484
2020-09-16,17.2484
2020-09-17,17.2484
2020-09-18,17.2484
2020-09-19,17.2484
2020-09-20,17.2484
2020-09-21,17.2484
2020-09-22,17.2484
2020-09-23,17.2484
2020-09-24,17.2484
2020-09-25,17.2484
2020-09-26,17.2484
2020-09-27,17.2484
2020-09-28,17.2484
2020-09-29,17.2484
2020-09-30,18.5831
2020-10-01,18.5831
2020-10-02,18.5831
2020-10-03,18.5831
2020-10-04,18.5831
2020-10-05,18.5831
2020-10-06,18.5831
2020-10-07,18.5831
2020-10-08,18.5831
2020-10-09,18.5831
2020-10-10,18.5831
2020-10-11,18.5831
2020-10-12,18.5831
2020-10-13,18.5831
2020-10-14,18.5831
2020-10-15,18.5831
2020-10-16,18.5831
2020-10-17,18.5831
2020-10-18,18.5831
2020-10-19,18.5831
2020-10-20,18.5831
2020-10-21,18.5831
2020-10-22,18.5831
2020-10-23,18.5831
2020-10-24,18.5831
2020-10-25,18.5831
2020-10-26,18.5831
2020-10-27,18.5831
2020-10-28,18.5831
2020-10-29,18.5831
2020-10-30,18.5831
2020-10-31,18.5831
2020-11-01,18.5831
2020-11-02,18.5831
2020-11-03,18.5831
2020-11-04,18.5831
2020-11-05,18.5831
2020-11-06,18.5831
2020-11-07,18.5831
2020-11-08,18.5831
2020-11-09,18.5831
2020-11-10,18.5831
2020-11-11,18.5831
2020-11-12,18.5831
2020-11-13,18.5831
2020-11-14,18.5831
2020-11-15,18.5831
2020-11-16,18.5831
2020-11-17,18.5831
2020-11-18,18.5831
2020-11-19,18.5831
2020-11-20,18.5831
2020-11-21,18.5831
2020-11-22,18.5831
2020-11-23,18.5831
2020-11-24,18.5831
2020-11-25,18.5831
2020-11-26,18.5831
2020-11-27,18.5831
2020-11-28,18.5831
2020-11-29,18.5831
2020-11-30,18.5831
2020-12-01,18.5831
2020-12-02,18.5831
2020-12-03,18.5831
2020-12-04,18.5831
2020-12-05,18.5831
2020-12-06,18.5831
2020-12-07,18.5831
2020-12-08,18.5831
2020-12-09,18.5831
2020-12-10,18.5831
2020-12-11,18.5831
2020-12-12,18.5831
2020-12-13,18.5831
2020-12-14,18.5831
2020-12-15,18.5831
2020-12-16,18.5831
2020-12-17,18.5831
2020-12-18,18.5831
2020-12-19,18.5831
2020-12-20,18.5831
2020-12-21,18.5831
2020-12-22,18.5831
2020-12-23,18.5831
2020-12-24,18.5831
2020-12-25,18.5831
2020-12-26,18.5831
2020-12-27,18.5831
2020-12-28,18.5831
2020-12-29,18.5831
2020-12-30,18.5831
2020-12-31,22.3796
2021-01-01,22.3796
2021-01-02,22.3796
2021-01-03,22.3796
2021-01-04,22.3796
2021-01-05,22.3796
2021-01-06,22.3796
2021-01-07,22.3796
2021-01-08,22.3796
2021-01-09,22.3796
2021-01-10,22.3796
2021-01-11,22.3796
2021-01-12,22.3796
2021-01-13,22.3796
2021-01-14,22.3796
2021-01-15,22.3796
2021-01-16,22.3796
2021-01-17,22.3796
2021-01-18,22.3796
2021-01-19,22.3796
2021-01-20,22.3796
2021-01-21,22.3796
2021-01-22,22.3796
2021-01-23,22.3796
2021-01-24,22.3796
2021-01-25,22.3796
2021-01-26,22.3796
2021-01-27,22.3796
2021-01-28,22.3796
2021-01-29,22.3796
2021-01-30,22.3796
2021-01-31,22.3796
2021-02-01,22.3796
2021-02-02,22.3796
2021-02-03,22.3796
2021-02-04,22.3796
2021-02-05,22.3796
2021-02-06,22.3796
2021-02-07,22.3796
2021-02-08,22.3796
2021-02-09,22.3796
2021-02-10,22.3796
2021-02-11,22.3796
2021-02-12,22.3796
