,CSGS US Equity
2020-09-11,19.6957
2020-09-12,19.6957
2020-09-13,19.6957
2020-09-14,19.6957
2020-09-15,19.6957
2020-09-16,19.6957
2020-09-17,19.6957
2020-09-18,19.6957
2020-09-19,19.6957
2020-09-20,19.6957
2020-09-21,19.6957
2020-09-22,19.6957
2020-09-23,19.6957
2020-09-24,19.6957
2020-09-25,19.6957
2020-09-26,19.6957
2020-09-27,19.6957
2020-09-28,19.6957
2020-09-29,19.6957
2020-09-30,17.1793
2020-10-01,17.1793
2020-10-02,17.1793
2020-10-03,17.1793
2020-10-04,17.1793
2020-10-05,17.1793
2020-10-06,17.1793
2020-10-07,17.1793
2020-10-08,17.1793
2020-10-09,17.1793
2020-10-10,17.1793
2020-10-11,17.1793
2020-10-12,17.1793
2020-10-13,17.1793
2020-10-14,17.1793
2020-10-15,17.1793
2020-10-16,17.1793
2020-10-17,17.1793
2020-10-18,17.1793
2020-10-19,17.1793
2020-10-20,17.1793
2020-10-21,17.1793
2020-10-22,17.1793
2020-10-23,17.1793
2020-10-24,17.1793
2020-10-25,17.1793
2020-10-26,17.1793
2020-10-27,17.1793
2020-10-28,17.1793
2020-10-29,17.1793
2020-10-30,17.1793
2020-10-31,17.1793
2020-11-01,17.1793
2020-11-02,17.1793
2020-11-03,17.1793
2020-11-04,17.1793
2020-11-05,17.1793
2020-11-06,17.1793
2020-11-07,17.1793
2020-11-08,17.1793
2020-11-09,17.1793
2020-11-10,17.1793
2020-11-11,17.1793
2020-11-12,17.1793
2020-11-13,17.1793
2020-11-14,17.1793
2020-11-15,17.1793
2020-11-16,17.1793
2020-11-17,17.1793
2020-11-18,17.1793
2020-11-19,17.1793
2020-11-20,17.1793
2020-11-21,17.1793
2020-11-22,17.1793
2020-11-23,17.1793
2020-11-24,17.1793
2020-11-25,17.1793
2020-11-26,17.1793
2020-11-27,17.1793
2020-11-28,17.1793
2020-11-29,17.1793
2020-11-30,17.1793
2020-12-01,17.1793
2020-12-02,17.1793
2020-12-03,17.1793
2020-12-04,17.1793
2020-12-05,17.1793
2020-12-06,17.1793
2020-12-07,17.1793
2020-12-08,17.1793
2020-12-09,17.1793
2020-12-10,17.1793
2020-12-11,17.1793
2020-12-12,17.1793
2020-12-13,17.1793
2020-12-14,17.1793
2020-12-15,17.1793
2020-12-16,17.1793
2020-12-17,17.1793
2020-12-18,17.1793
2020-12-19,17.1793
2020-12-20,17.1793
2020-12-21,17.1793
2020-12-22,17.1793
2020-12-23,17.1793
2020-12-24,17.1793
2020-12-25,17.1793
2020-12-26,17.1793
2020-12-27,17.1793
2020-12-28,17.1793
2020-12-29,17.1793
2020-12-30,17.1793
2020-12-31,14.3362
2021-01-01,14.3362
2021-01-02,14.3362
2021-01-03,14.3362
2021-01-04,14.3362
2021-01-05,14.3362
2021-01-06,14.3362
2021-01-07,14.3362
2021-01-08,14.3362
2021-01-09,14.3362
2021-01-10,14.3362
2021-01-11,14.3362
2021-01-12,14.3362
2021-01-13,14.3362
2021-01-14,14.3362
2021-01-15,14.3362
2021-01-16,14.3362
2021-01-17,14.3362
2021-01-18,14.3362
2021-01-19,14.3362
2021-01-20,14.3362
2021-01-21,14.3362
2021-01-22,14.3362
2021-01-23,14.3362
2021-01-24,14.3362
2021-01-25,14.3362
2021-01-26,14.3362
2021-01-27,14.3362
2021-01-28,14.3362
2021-01-29,14.3362
2021-01-30,14.3362
2021-01-31,14.3362
2021-02-01,14.3362
2021-02-02,14.3362
2021-02-03,14.3362
2021-02-04,14.3362
2021-02-05,14.3362
2021-02-06,14.3362
2021-02-07,14.3362
2021-02-08,14.3362
2021-02-09,14.3362
2021-02-10,14.3362
2021-02-11,14.3362
2021-02-12,14.3362
2021-02-13,14.3362
2021-02-14,14.3362
2021-02-15,14.3362
2021-02-16,14.3362
2021-02-17,14.3362
2021-02-18,14.3362
2021-02-19,14.3362
2021-02-20,14.3362
2021-02-21,14.3362
2021-02-22,14.3362
2021-02-23,14.3362
2021-02-24,14.3362
2021-02-25,14.3362
2021-02-26,14.3362
2021-02-27,14.3362
2021-02-28,14.3362
2021-03-01,14.3362
2021-03-02,14.3362
2021-03-03,14.3362
2021-03-04,14.3362
2021-03-05,14.3362
2021-03-06,14.3362
2021-03-07,14.3362
2021-03-08,14.3362
2021-03-09,14.3362
2021-03-10,14.3362
2021-03-11,14.3362
2021-03-12,14.3362
2021-03-13,14.3362
2021-03-14,14.3362
2021-03-15,14.3362
2021-03-16,14.3362
2021-03-17,14.3362
2021-03-18,14.3362
2021-03-19,14.3362
2021-03-20,14.3362
2021-03-21,14.3362
2021-03-22,14.3362
2021-03-23,14.3362
2021-03-24,14.3362
2021-03-25,14.3362
2021-03-26,14.3362
2021-03-27,14.3362
2021-03-28,14.3362
2021-03-29,14.3362
2021-03-30,14.3362
2021-03-31,13.9533
2021-04-01,13.9533
2021-04-02,13.9533
2021-04-03,13.9533
2021-04-04,13.9533
2021-04-05,13.9533
2021-04-06,13.9533
2021-04-07,13.9533
2021-04-08,13.9533
2021-04-09,13.9533
2021-04-10,13.9533
2021-04-11,13.9533
2021-04-12,13.9533
2021-04-13,13.9533
2021-04-14,13.9533
2021-04-15,13.9533
2021-04-16,13.9533
2021-04-17,13.9533
2021-04-18,13.9533
2021-04-19,13.9533
2021-04-20,13.9533
2021-04-21,13.9533
2021-04-22,13.9533
2021-04-23,13.9533
2021-04-24,13.9533
2021-04-25,13.9533
2021-04-26,13.9533
2021-04-27,13.9533
2021-04-28,13.9533
2021-04-29,13.9533
2021-04-30,13.9533
2021-05-01,13.9533
2021-05-02,13.9533
2021-05-03,13.9533
2021-05-04,13.9533
2021-05-05,13.9533
2021-05-06,13.9533
2021-05-07,13.9533
2021-05-08,13.9533
2021-05-09,13.9533
2021-05-10,13.9533
2021-05-11,13.9533
2021-05-12,13.9533
2021-05-13,13.9533
2021-05-14,13.9533
2021-05-15,13.9533
2021-05-16,13.9533
2021-05-17,13.9533
2021-05-18,13.9533
2021-05-19,13.9533
2021-05-20,13.9533
2021-05-21,13.9533
2021-05-22,13.9533
2021-05-23,13.9533
2021-05-24,13.9533
2021-05-25,13.9533
2021-05-26,13.9533
2021-05-27,13.9533
2021-05-28,13.9533
2021-05-29,13.9533
2021-05-30,13.9533
2021-05-31,13.9533
2021-06-01,13.9533
2021-06-02,13.9533
2021-06-03,13.9533
2021-06-04,13.9533
2021-06-05,13.9533
2021-06-06,13.9533
2021-06-07,13.9533
2021-06-08,13.9533
2021-06-09,13.9533
2021-06-10,13.9533
2021-06-11,13.9533
2021-06-12,13.9533
2021-06-13,13.9533
2021-06-14,13.9533
2021-06-15,13.9533
2021-06-16,13.9533
2021-06-17,13.9533
2021-06-18,13.9533
2021-06-19,13.9533
2021-06-20,13.9533
2021-06-21,13.9533
2021-06-22,13.9533
2021-06-23,13.9533
2021-06-24,13.9533
2021-06-25,13.9533
2021-06-26,13.9533
2021-06-27,13.9533
2021-06-28,13.9533
2021-06-29,13.9533
2021-06-30,15.7112
2021-07-01,15.7112
2021-07-02,15.7112
2021-07-03,15.7112
2021-07-04,15.7112
2021-07-05,15.7112
2021-07-06,15.7112
2021-07-07,15.7112
2021-07-08,15.7112
2021-07-09,15.7112
2021-07-10,15.7112
2021-07-11,15.7112
2021-07-12,15.7112
2021-07-13,15.7112
2021-07-14,15.7112
2021-07-15,15.7112
2021-07-16,15.7112
2021-07-17,15.7112
2021-07-18,15.7112
2021-07-19,15.7112
2021-07-20,15.7112
2021-07-21,15.7112
2021-07-22,15.7112
2021-07-23,15.7112
2021-07-24,15.7112
2021-07-25,15.7112
2021-07-26,15.7112
2021-07-27,15.7112
2021-07-28,15.7112
2021-07-29,15.7112
2021-07-30,15.7112
2021-07-31,15.7112
2021-08-01,15.7112
2021-08-02,15.7112
2021-08-03,15.7112
2021-08-04,15.7112
2021-08-05,15.7112
2021-08-06,15.7112
2021-08-07,15.7112
2021-08-08,15.7112
2021-08-09,15.7112
2021-08-10,15.7112
2021-08-11,15.7112
2021-08-12,15.7112
2021-08-13,15.7112
2021-08-14,15.7112
2021-08-15,15.7112
2021-08-16,15.7112
2021-08-17,15.7112
2021-08-18,15.7112
2021-08-19,15.7112
2021-08-20,15.7112
2021-08-21,15.7112
2021-08-22,15.7112
2021-08-23,15.7112
2021-08-24,15.7112
2021-08-25,15.7112
2021-08-26,15.7112
2021-08-27,15.7112
2021-08-28,15.7112
2021-08-29,15.7112
2021-08-30,15.7112
2021-08-31,15.7112
2021-09-01,15.7112
2021-09-02,15.7112
2021-09-03,15.7112
2021-09-04,15.7112
2021-09-05,15.7112
2021-09-06,15.7112
2021-09-07,15.7112
2021-09-08,15.7112
2021-09-09,15.7112
2021-09-10,15.7112
2021-09-11,15.7112
2021-09-12,15.7112
2021-09-13,15.7112
2021-09-14,15.7112
2021-09-15,15.7112
2021-09-16,15.7112
2021-09-17,15.7112
2021-09-18,15.7112
2021-09-19,15.7112
2021-09-20,15.7112
2021-09-21,15.7112
2021-09-22,15.7112
2021-09-23,15.7112
2021-09-24,15.7112
2021-09-25,15.7112
2021-09-26,15.7112
2021-09-27,15.7112
2021-09-28,15.7112
2021-09-29,15.7112
2021-09-30,16.0832
2021-10-01,16.0832
2021-10-02,16.0832
2021-10-03,16.0832
2021-10-04,16.0832
2021-10-05,16.0832
2021-10-06,16.0832
2021-10-07,16.0832
2021-10-08,16.0832
2021-10-09,16.0832
2021-10-10,16.0832
2021-10-11,16.0832
2021-10-12,16.0832
2021-10-13,16.0832
2021-10-14,16.0832
2021-10-15,16.0832
2021-10-16,16.0832
2021-10-17,16.0832
2021-10-18,16.0832
2021-10-19,16.0832
2021-10-20,16.0832
2021-10-21,16.0832
2021-10-22,16.0832
2021-10-23,16.0832
2021-10-24,16.0832
2021-10-25,16.0832
2021-10-26,16.0832
2021-10-27,16.0832
2021-10-28,16.0832
2021-10-29,16.0832
2021-10-30,16.0832
2021-10-31,16.0832
2021-11-01,16.0832
2021-11-02,16.0832
2021-11-03,16.0832
2021-11-04,16.0832
2021-11-05,16.0832
2021-11-06,16.0832
2021-11-07,16.0832
2021-11-08,16.0832
2021-11-09,16.0832
2021-11-10,16.0832
2021-11-11,16.0832
2021-11-12,16.0832
2021-11-13,16.0832
2021-11-14,16.0832
2021-11-15,16.0832
2021-11-16,16.0832
2021-11-17,16.0832
2021-11-18,16.0832
2021-11-19,16.0832
2021-11-20,16.0832
2021-11-21,16.0832
2021-11-22,16.0832
2021-11-23,16.0832
2021-11-24,16.0832
2021-11-25,16.0832
2021-11-26,16.0832
2021-11-27,16.0832
2021-11-28,16.0832
2021-11-29,16.0832
2021-11-30,16.0832
2021-12-01,16.0832
2021-12-02,16.0832
2021-12-03,16.0832
2021-12-04,16.0832
2021-12-05,16.0832
2021-12-06,16.0832
2021-12-07,16.0832
2021-12-08,16.0832
2021-12-09,16.0832
2021-12-10,16.0832
2021-12-11,16.0832
2021-12-12,16.0832
2021-12-13,16.0832
2021-12-14,16.0832
2021-12-15,16.0832
2021-12-16,16.0832
2021-12-17,16.0832
2021-12-18,16.0832
2021-12-19,16.0832
2021-12-20,16.0832
2021-12-21,16.0832
2021-12-22,16.0832
2021-12-23,16.0832
2021-12-24,16.0832
2021-12-25,16.0832
2021-12-26,16.0832
2021-12-27,16.0832
2021-12-28,16.0832
2021-12-29,16.0832
2021-12-30,16.0832
2021-12-31,16.8407
2022-01-01,16.8407
2022-01-02,16.8407
2022-01-03,16.8407
2022-01-04,16.8407
2022-01-05,16.8407
2022-01-06,16.8407
2022-01-07,16.8407
2022-01-08,16.8407
2022-01-09,16.8407
2022-01-10,16.8407
2022-01-11,16.8407
2022-01-12,16.8407
2022-01-13,16.8407
2022-01-14,16.8407
2022-01-15,16.8407
2022-01-16,16.8407
2022-01-17,16.8407
2022-01-18,16.8407
2022-01-19,16.8407
2022-01-20,16.8407
2022-01-21,16.8407
2022-01-22,16.8407
2022-01-23,16.8407
2022-01-24,16.8407
2022-01-25,16.8407
2022-01-26,16.8407
2022-01-27,16.8407
2022-01-28,16.8407
2022-01-29,16.8407
2022-01-30,16.8407
2022-01-31,16.8407
2022-02-01,16.8407
2022-02-02,16.8407
2022-02-03,16.8407
2022-02-04,16.8407
2022-02-05,16.8407
2022-02-06,16.8407
2022-02-07,16.8407
2022-02-08,16.8407
2022-02-09,16.8407
2022-02-10,16.8407
2022-02-11,16.8407
2022-02-12,16.8407
2022-02-13,16.8407
2022-02-14,16.8407
2022-02-15,16.8407
2022-02-16,16.8407
2022-02-17,16.8407
2022-02-18,16.8407
2022-02-19,16.8407
2022-02-20,16.8407
2022-02-21,16.8407
2022-02-22,16.8407
2022-02-23,16.8407
2022-02-24,16.8407
2022-02-25,16.8407
2022-02-26,16.8407
2022-02-27,16.8407
2022-02-28,16.8407
2022-03-01,16.8407
2022-03-02,16.8407
2022-03-03,16.8407
2022-03-04,16.8407
2022-03-05,16.8407
2022-03-06,16.8407
2022-03-07,16.8407
2022-03-08,16.8407
2022-03-09,16.8407
2022-03-10,16.8407
2022-03-11,16.8407
2022-03-12,16.8407
2022-03-13,16.8407
2022-03-14,16.8407
2022-03-15,16.8407
2022-03-16,16.8407
2022-03-17,16.8407
2022-03-18,16.8407
2022-03-19,16.8407
2022-03-20,16.8407
2022-03-21,16.8407
2022-03-22,16.8407
2022-03-23,16.8407
2022-03-24,16.8407
2022-03-25,16.8407
2022-03-26,16.8407
2022-03-27,16.8407
2022-03-28,16.8407
2022-03-29,16.8407
2022-03-30,16.8407
2022-03-31,14.0323
2022-04-01,14.0323
2022-04-02,14.0323
2022-04-03,14.0323
2022-04-04,14.0323
2022-04-05,14.0323
2022-04-06,14.0323
2022-04-07,14.0323
2022-04-08,14.0323
2022-04-09,14.0323
2022-04-10,14.0323
2022-04-11,14.0323
2022-04-12,14.0323
2022-04-13,14.0323
2022-04-14,14.0323
2022-04-15,14.0323
2022-04-16,14.0323
2022-04-17,14.0323
2022-04-18,14.0323
2022-04-19,14.0323
2022-04-20,14.0323
2022-04-21,14.0323
2022-04-22,14.0323
2022-04-23,14.0323
2022-04-24,14.0323
2022-04-25,14.0323
2022-04-26,14.0323
2022-04-27,14.0323
2022-04-28,14.0323
2022-04-29,14.0323
2022-04-30,14.0323
2022-05-01,14.0323
2022-05-02,14.0323
2022-05-03,14.0323
2022-05-04,14.0323
2022-05-05,14.0323
2022-05-06,14.0323
2022-05-07,14.0323
2022-05-08,14.0323
2022-05-09,14.0323
2022-05-10,14.0323
2022-05-11,14.0323
2022-05-12,14.0323
2022-05-13,14.0323
2022-05-14,14.0323
2022-05-15,14.0323
2022-05-16,14.0323
2022-05-17,14.0323
2022-05-18,14.0323
2022-05-19,14.0323
2022-05-20,14.0323
2022-05-21,14.0323
2022-05-22,14.0323
2022-05-23,14.0323
2022-05-24,14.0323
2022-05-25,14.0323
2022-05-26,14.0323
2022-05-27,14.0323
2022-05-28,14.0323
2022-05-29,14.0323
2022-05-30,14.0323
2022-05-31,14.0323
2022-06-01,14.0323
2022-06-02,14.0323
2022-06-03,14.0323
2022-06-04,14.0323
2022-06-05,14.0323
2022-06-06,14.0323
2022-06-07,14.0323
2022-06-08,14.0323
2022-06-09,14.0323
2022-06-10,14.0323
2022-06-11,14.0323
2022-06-12,14.0323
2022-06-13,14.0323
2022-06-14,14.0323
2022-06-15,14.0323
2022-06-16,14.0323
2022-06-17,14.0323
2022-06-18,14.0323
2022-06-19,14.0323
2022-06-20,14.0323
2022-06-21,14.0323
2022-06-22,14.0323
2022-06-23,14.0323
2022-06-24,14.0323
2022-06-25,14.0323
2022-06-26,14.0323
2022-06-27,14.0323
2022-06-28,14.0323
2022-06-29,14.0323
2022-06-30,10.9718
2022-07-01,10.9718
2022-07-02,10.9718
2022-07-03,10.9718
2022-07-04,10.9718
2022-07-05,10.9718
2022-07-06,10.9718
2022-07-07,10.9718
2022-07-08,10.9718
2022-07-09,10.9718
2022-07-10,10.9718
2022-07-11,10.9718
2022-07-12,10.9718
2022-07-13,10.9718
2022-07-14,10.9718
2022-07-15,10.9718
2022-07-16,10.9718
2022-07-17,10.9718
2022-07-18,10.9718
2022-07-19,10.9718
2022-07-20,10.9718
2022-07-21,10.9718
2022-07-22,10.9718
2022-07-23,10.9718
2022-07-24,10.9718
2022-07-25,10.9718
2022-07-26,10.9718
2022-07-27,10.9718
2022-07-28,10.9718
2022-07-29,10.9718
2022-07-30,10.9718
2022-07-31,10.9718
2022-08-01,10.9718
2022-08-02,10.9718
2022-08-03,10.9718
2022-08-04,10.9718
2022-08-05,10.9718
2022-08-06,10.9718
2022-08-07,10.9718
2022-08-08,10.9718
2022-08-09,10.9718
2022-08-10,10.9718
2022-08-11,10.9718
2022-08-12,10.9718
2022-08-13,10.9718
2022-08-14,10.9718
2022-08-15,10.9718
2022-08-16,10.9718
2022-08-17,10.9718
2022-08-18,10.9718
2022-08-19,10.9718
2022-08-20,10.9718
2022-08-21,10.9718
2022-08-22,10.9718
2022-08-23,10.9718
2022-08-24,10.9718
2022-08-25,10.9718
2022-08-26,10.9718
2022-08-27,10.9718
2022-08-28,10.9718
2022-08-29,10.9718
2022-08-30,10.9718
2022-08-31,10.9718
2022-09-01,10.9718
2022-09-02,10.9718
2022-09-03,10.9718
2022-09-04,10.9718
2022-09-05,10.9718
2022-09-06,10.9718
2022-09-07,10.9718
2022-09-08,10.9718
2022-09-09,10.9718
2022-09-10,10.9718
2022-09-11,10.9718
2022-09-12,10.9718
2022-09-13,10.9718
2022-09-14,10.9718
2022-09-15,10.9718
2022-09-16,10.9718
2022-09-17,10.9718
2022-09-18,10.9718
2022-09-19,10.9718
2022-09-20,10.9718
2022-09-21,10.9718
2022-09-22,10.9718
2022-09-23,10.9718
2022-09-24,10.9718
2022-09-25,10.9718
2022-09-26,10.9718
2022-09-27,10.9718
2022-09-28,10.9718
2022-09-29,10.9718
2022-09-30,10.4961
2022-10-01,10.4961
2022-10-02,10.4961
2022-10-03,10.4961
2022-10-04,10.4961
2022-10-05,10.4961
2022-10-06,10.4961
2022-10-07,10.4961
2022-10-08,10.4961
2022-10-09,10.4961
2022-10-10,10.4961
2022-10-11,10.4961
2022-10-12,10.4961
2022-10-13,10.4961
2022-10-14,10.4961
2022-10-15,10.4961
2022-10-16,10.4961
2022-10-17,10.4961
2022-10-18,10.4961
2022-10-19,10.4961
2022-10-20,10.4961
2022-10-21,10.4961
2022-10-22,10.4961
2022-10-23,10.4961
2022-10-24,10.4961
2022-10-25,10.4961
2022-10-26,10.4961
2022-10-27,10.4961
2022-10-28,10.4961
2022-10-29,10.4961
2022-10-30,10.4961
2022-10-31,10.4961
2022-11-01,10.4961
2022-11-02,10.4961
2022-11-03,10.4961
2022-11-04,10.4961
2022-11-05,10.4961
2022-11-06,10.4961
2022-11-07,10.4961
2022-11-08,10.4961
2022-11-09,10.4961
2022-11-10,10.4961
2022-11-11,10.4961
2022-11-12,10.4961
2022-11-13,10.4961
2022-11-14,10.4961
2022-11-15,10.4961
2022-11-16,10.4961
2022-11-17,10.4961
2022-11-18,10.4961
2022-11-19,10.4961
2022-11-20,10.4961
2022-11-21,10.4961
2022-11-22,10.4961
2022-11-23,10.4961
2022-11-24,10.4961
2022-11-25,10.4961
2022-11-26,10.4961
2022-11-27,10.4961
2022-11-28,10.4961
2022-11-29,10.4961
2022-11-30,10.4961
2022-12-01,10.4961
2022-12-02,10.4961
2022-12-03,10.4961
2022-12-04,10.4961
2022-12-05,10.4961
2022-12-06,10.4961
2022-12-07,10.4961
2022-12-08,10.4961
2022-12-09,10.4961
2022-12-10,10.4961
2022-12-11,10.4961
2022-12-12,10.4961
2022-12-13,10.4961
2022-12-14,10.4961
2022-12-15,10.4961
2022-12-16,10.4961
2022-12-17,10.4961
2022-12-18,10.4961
2022-12-19,10.4961
2022-12-20,10.4961
2022-12-21,10.4961
2022-12-22,10.4961
2022-12-23,10.4961
2022-12-24,10.4961
2022-12-25,10.4961
2022-12-26,10.4961
2022-12-27,10.4961
2022-12-28,10.4961
2022-12-29,10.4961
2022-12-30,10.4961
2022-12-31,11.1283
2023-01-01,11.1283
2023-01-02,11.1283
2023-01-03,11.1283
2023-01-04,11.1283
2023-01-05,11.1283
2023-01-06,11.1283
2023-01-07,11.1283
2023-01-08,11.1283
2023-01-09,11.1283
2023-01-10,11.1283
2023-01-11,11.1283
2023-01-12,11.1283
2023-01-13,11.1283
2023-01-14,11.1283
2023-01-15,11.1283
2023-01-16,11.1283
2023-01-17,11.1283
2023-01-18,11.1283
2023-01-19,11.1283
2023-01-20,11.1283
2023-01-21,11.1283
2023-01-22,11.1283
2023-01-23,11.1283
2023-01-24,11.1283
2023-01-25,11.1283
2023-01-26,11.1283
2023-01-27,11.1283
2023-01-28,11.1283
2023-01-29,11.1283
2023-01-30,11.1283
2023-01-31,11.1283
2023-02-01,11.1283
2023-02-02,11.1283
2023-02-03,11.1283
2023-02-04,11.1283
2023-02-05,11.1283
2023-02-06,11.1283
2023-02-07,11.1283
2023-02-08,11.1283
2023-02-09,11.1283
2023-02-10,11.1283
2023-02-11,11.1283
2023-02-12,11.1283
2023-02-13,11.1283
2023-02-14,11.1283
2023-02-15,11.1283
2023-02-16,11.1283
2023-02-17,11.1283
2023-02-18,11.1283
2023-02-19,11.1283
2023-02-20,11.1283
2023-02-21,11.1283
2023-02-22,11.1283
2023-02-23,11.1283
2023-02-24,11.1283
2023-02-25,11.1283
2023-02-26,11.1283
2023-02-27,11.1283
2023-02-28,11.1283
2023-03-01,11.1283
2023-03-02,11.1283
2023-03-03,11.1283
2023-03-04,11.1283
2023-03-05,11.1283
2023-03-06,11.1283
2023-03-07,11.1283
2023-03-08,11.1283
2023-03-09,11.1283
2023-03-10,11.1283
2023-03-11,11.1283
2023-03-12,11.1283
2023-03-13,11.1283
2023-03-14,11.1283
2023-03-15,11.1283
2023-03-16,11.1283
