,RUSHA US Equity
,RETURN_COM_EQY
2020-01-01,12.7184
2020-01-02,12.7184
2020-01-03,12.7184
2020-01-04,12.7184
2020-01-05,12.7184
2020-01-06,12.7184
2020-01-07,12.7184
2020-01-08,12.7184
2020-01-09,12.7184
2020-01-10,12.7184
2020-01-11,12.7184
2020-01-12,12.7184
2020-01-13,12.7184
2020-01-14,12.7184
2020-01-15,12.7184
2020-01-16,12.7184
2020-01-17,12.7184
2020-01-18,12.7184
2020-01-19,12.7184
2020-01-20,12.7184
2020-01-21,12.7184
2020-01-22,12.7184
2020-01-23,12.7184
2020-01-24,12.7184
2020-01-25,12.7184
2020-01-26,12.7184
2020-01-27,12.7184
2020-01-28,12.7184
2020-01-29,12.7184
2020-01-30,12.7184
2020-01-31,12.7184
2020-02-01,12.7184
2020-02-02,12.7184
2020-02-03,12.7184
2020-02-04,12.7184
2020-02-05,12.7184
2020-02-06,12.7184
2020-02-07,12.7184
2020-02-08,12.7184
2020-02-09,12.7184
2020-02-10,12.7184
2020-02-11,12.7184
2020-02-12,12.7184
2020-02-13,12.7184
2020-02-14,12.7184
2020-02-15,12.7184
2020-02-16,12.7184
2020-02-17,12.7184
2020-02-18,12.7184
2020-02-19,12.7184
2020-02-20,12.7184
2020-02-21,12.7184
2020-02-22,12.7184
2020-02-23,12.7184
2020-02-24,12.7184
2020-02-25,12.7184
2020-02-26,12.7184
2020-02-27,12.7184
2020-02-28,12.7184
2020-02-29,12.7184
2020-03-01,12.7184
2020-03-02,12.7184
2020-03-03,12.7184
2020-03-04,12.7184
2020-03-05,12.7184
2020-03-06,12.7184
2020-03-07,12.7184
2020-03-08,12.7184
2020-03-09,12.7184
2020-03-10,12.7184
2020-03-11,12.7184
2020-03-12,12.7184
2020-03-13,12.7184
2020-03-14,12.7184
2020-03-15,12.7184
2020-03-16,12.7184
2020-03-17,12.7184
2020-03-18,12.7184
2020-03-19,12.7184
2020-03-20,12.7184
2020-03-21,12.7184
2020-03-22,12.7184
2020-03-23,12.7184
2020-03-24,12.7184
2020-03-25,12.7184
2020-03-26,12.7184
2020-03-27,12.7184
2020-03-28,12.7184
2020-03-29,12.7184
2020-03-30,12.7184
2020-03-31,11.3465
2020-04-01,11.3465
2020-04-02,11.3465
2020-04-03,11.3465
2020-04-04,11.3465
2020-04-05,11.3465
2020-04-06,11.3465
2020-04-07,11.3465
2020-04-08,11.3465
2020-04-09,11.3465
2020-04-10,11.3465
2020-04-11,11.3465
2020-04-12,11.3465
2020-04-13,11.3465
2020-04-14,11.3465
2020-04-15,11.3465
2020-04-16,11.3465
2020-04-17,11.3465
2020-04-18,11.3465
2020-04-19,11.3465
2020-04-20,11.3465
2020-04-21,11.3465
2020-04-22,11.3465
2020-04-23,11.3465
2020-04-24,11.3465
2020-04-25,11.3465
2020-04-26,11.3465
2020-04-27,11.3465
2020-04-28,11.3465
2020-04-29,11.3465
2020-04-30,11.3465
2020-05-01,11.3465
2020-05-02,11.3465
2020-05-03,11.3465
2020-05-04,11.3465
2020-05-05,11.3465
2020-05-06,11.3465
2020-05-07,11.3465
2020-05-08,11.3465
2020-05-09,11.3465
2020-05-10,11.3465
2020-05-11,11.3465
2020-05-12,11.3465
2020-05-13,11.3465
2020-05-14,11.3465
2020-05-15,11.3465
2020-05-16,11.3465
2020-05-17,11.3465
2020-05-18,11.3465
2020-05-19,11.3465
2020-05-20,11.3465
2020-05-21,11.3465
2020-05-22,11.3465
2020-05-23,11.3465
2020-05-24,11.3465
2020-05-25,11.3465
2020-05-26,11.3465
2020-05-27,11.3465
2020-05-28,11.3465
2020-05-29,11.3465
2020-05-30,11.3465
2020-05-31,11.3465
2020-06-01,11.3465
2020-06-02,11.3465
2020-06-03,11.3465
2020-06-04,11.3465
2020-06-05,11.3465
2020-06-06,11.3465
2020-06-07,11.3465
2020-06-08,11.3465
2020-06-09,11.3465
2020-06-10,11.3465
2020-06-11,11.3465
2020-06-12,11.3465
2020-06-13,11.3465
2020-06-14,11.3465
2020-06-15,11.3465
2020-06-16,11.3465
2020-06-17,11.3465
2020-06-18,11.3465
2020-06-19,11.3465
2020-06-20,11.3465
2020-06-21,11.3465
2020-06-22,11.3465
2020-06-23,11.3465
2020-06-24,11.3465
2020-06-25,11.3465
2020-06-26,11.3465
2020-06-27,11.3465
2020-06-28,11.3465
2020-06-29,11.3465
2020-06-30,8.9372
2020-07-01,8.9372
2020-07-02,8.9372
2020-07-03,8.9372
2020-07-04,8.9372
2020-07-05,8.9372
2020-07-06,8.9372
2020-07-07,8.9372
2020-07-08,8.9372
2020-07-09,8.9372
2020-07-10,8.9372
2020-07-11,8.9372
2020-07-12,8.9372
2020-07-13,8.9372
2020-07-14,8.9372
2020-07-15,8.9372
2020-07-16,8.9372
2020-07-17,8.9372
2020-07-18,8.9372
2020-07-19,8.9372
2020-07-20,8.9372
2020-07-21,8.9372
2020-07-22,8.9372
2020-07-23,8.9372
2020-07-24,8.9372
2020-07-25,8.9372
2020-07-26,8.9372
2020-07-27,8.9372
2020-07-28,8.9372
2020-07-29,8.9372
2020-07-30,8.9372
2020-07-31,8.9372
2020-08-01,8.9372
2020-08-02,8.9372
2020-08-03,8.9372
2020-08-04,8.9372
2020-08-05,8.9372
2020-08-06,8.9372
2020-08-07,8.9372
2020-08-08,8.9372
2020-08-09,8.9372
2020-08-10,8.9372
2020-08-11,8.9372
2020-08-12,8.9372
2020-08-13,8.9372
2020-08-14,8.9372
2020-08-15,8.9372
2020-08-16,8.9372
2020-08-17,8.9372
2020-08-18,8.9372
2020-08-19,8.9372
2020-08-20,8.9372
2020-08-21,8.9372
2020-08-22,8.9372
2020-08-23,8.9372
2020-08-24,8.9372
2020-08-25,8.9372
2020-08-26,8.9372
2020-08-27,8.9372
2020-08-28,8.9372
2020-08-29,8.9372
2020-08-30,8.9372
2020-08-31,8.9372
2020-09-01,8.9372
2020-09-02,8.9372
2020-09-03,8.9372
2020-09-04,8.9372
2020-09-05,8.9372
2020-09-06,8.9372
2020-09-07,8.9372
2020-09-08,8.9372
2020-09-09,8.9372
2020-09-10,8.9372
2020-09-11,8.9372
2020-09-12,8.9372
2020-09-13,8.9372
2020-09-14,8.9372
2020-09-15,8.9372
2020-09-16,8.9372
2020-09-17,8.9372
2020-09-18,8.9372
2020-09-19,8.9372
2020-09-20,8.9372
2020-09-21,8.9372
2020-09-22,8.9372
2020-09-23,8.9372
2020-09-24,8.9372
2020-09-25,8.9372
2020-09-26,8.9372
2020-09-27,8.9372
2020-09-28,8.9372
2020-09-29,8.9372
2020-09-30,8.2574
2020-10-01,8.2574
2020-10-02,8.2574
2020-10-03,8.2574
2020-10-04,8.2574
2020-10-05,8.2574
2020-10-06,8.2574
2020-10-07,8.2574
2020-10-08,8.2574
2020-10-09,8.2574
2020-10-10,8.2574
2020-10-11,8.2574
2020-10-12,8.2574
2020-10-13,8.2574
2020-10-14,8.2574
2020-10-15,8.2574
2020-10-16,8.2574
2020-10-17,8.2574
2020-10-18,8.2574
2020-10-19,8.2574
2020-10-20,8.2574
2020-10-21,8.2574
2020-10-22,8.2574
2020-10-23,8.2574
2020-10-24,8.2574
2020-10-25,8.2574
2020-10-26,8.2574
2020-10-27,8.2574
2020-10-28,8.2574
2020-10-29,8.2574
2020-10-30,8.2574
2020-10-31,8.2574
2020-11-01,8.2574
2020-11-02,8.2574
2020-11-03,8.2574
2020-11-04,8.2574
2020-11-05,8.2574
2020-11-06,8.2574
2020-11-07,8.2574
2020-11-08,8.2574
2020-11-09,8.2574
2020-11-10,8.2574
2020-11-11,8.2574
2020-11-12,8.2574
2020-11-13,8.2574
2020-11-14,8.2574
2020-11-15,8.2574
2020-11-16,8.2574
2020-11-17,8.2574
2020-11-18,8.2574
2020-11-19,8.2574
2020-11-20,8.2574
2020-11-21,8.2574
2020-11-22,8.2574
2020-11-23,8.2574
2020-11-24,8.2574
2020-11-25,8.2574
2020-11-26,8.2574
2020-11-27,8.2574
2020-11-28,8.2574
2020-11-29,8.2574
2020-11-30,8.2574
2020-12-01,8.2574
2020-12-02,8.2574
2020-12-03,8.2574
2020-12-04,8.2574
2020-12-05,8.2574
2020-12-06,8.2574
2020-12-07,8.2574
2020-12-08,8.2574
2020-12-09,8.2574
2020-12-10,8.2574
2020-12-11,8.2574
2020-12-12,8.2574
2020-12-13,8.2574
2020-12-14,8.2574
2020-12-15,8.2574
2020-12-16,8.2574
2020-12-17,8.2574
2020-12-18,8.2574
2020-12-19,8.2574
2020-12-20,8.2574
2020-12-21,8.2574
2020-12-22,8.2574
2020-12-23,8.2574
2020-12-24,8.2574
2020-12-25,8.2574
2020-12-26,8.2574
2020-12-27,8.2574
2020-12-28,8.2574
2020-12-29,8.2574
2020-12-30,8.2574
2020-12-31,9.4653
2021-01-01,9.4653
2021-01-02,9.4653
2021-01-03,9.4653
2021-01-04,9.4653
2021-01-05,9.4653
2021-01-06,9.4653
2021-01-07,9.4653
2021-01-08,9.4653
2021-01-09,9.4653
2021-01-10,9.4653
2021-01-11,9.4653
2021-01-12,9.4653
2021-01-13,9.4653
2021-01-14,9.4653
2021-01-15,9.4653
2021-01-16,9.4653
2021-01-17,9.4653
2021-01-18,9.4653
2021-01-19,9.4653
2021-01-20,9.4653
2021-01-21,9.4653
2021-01-22,9.4653
2021-01-23,9.4653
2021-01-24,9.4653
2021-01-25,9.4653
2021-01-26,9.4653
2021-01-27,9.4653
2021-01-28,9.4653
2021-01-29,9.4653
2021-01-30,9.4653
2021-01-31,9.4653
2021-02-01,9.4653
2021-02-02,9.4653
2021-02-03,9.4653
2021-02-04,9.4653
2021-02-05,9.4653
2021-02-06,9.4653
2021-02-07,9.4653
2021-02-08,9.4653
2021-02-09,9.4653
2021-02-10,9.4653
2021-02-11,9.4653
2021-02-12,9.4653
2021-02-13,9.4653
2021-02-14,9.4653
2021-02-15,9.4653
2021-02-16,9.4653
2021-02-17,9.4653
2021-02-18,9.4653
2021-02-19,9.4653
2021-02-20,9.4653
2021-02-21,9.4653
2021-02-22,9.4653
2021-02-23,9.4653
2021-02-24,9.4653
2021-02-25,9.4653
2021-02-26,9.4653
2021-02-27,9.4653
2021-02-28,9.4653
2021-03-01,9.4653
2021-03-02,9.4653
2021-03-03,9.4653
2021-03-04,9.4653
2021-03-05,9.4653
2021-03-06,9.4653
2021-03-07,9.4653
2021-03-08,9.4653
2021-03-09,9.4653
2021-03-10,9.4653
2021-03-11,9.4653
2021-03-12,9.4653
2021-03-13,9.4653
2021-03-14,9.4653
2021-03-15,9.4653
2021-03-16,9.4653
2021-03-17,9.4653
2021-03-18,9.4653
2021-03-19,9.4653
2021-03-20,9.4653
2021-03-21,9.4653
2021-03-22,9.4653
2021-03-23,9.4653
2021-03-24,9.4653
2021-03-25,9.4653
2021-03-26,9.4653
2021-03-27,9.4653
2021-03-28,9.4653
2021-03-29,9.4653
2021-03-30,9.4653
2021-03-31,11.0812
2021-04-01,11.0812
2021-04-02,11.0812
2021-04-03,11.0812
2021-04-04,11.0812
2021-04-05,11.0812
2021-04-06,11.0812
2021-04-07,11.0812
2021-04-08,11.0812
2021-04-09,11.0812
2021-04-10,11.0812
2021-04-11,11.0812
2021-04-12,11.0812
2021-04-13,11.0812
2021-04-14,11.0812
2021-04-15,11.0812
2021-04-16,11.0812
2021-04-17,11.0812
2021-04-18,11.0812
2021-04-19,11.0812
2021-04-20,11.0812
2021-04-21,11.0812
2021-04-22,11.0812
2021-04-23,11.0812
2021-04-24,11.0812
2021-04-25,11.0812
2021-04-26,11.0812
2021-04-27,11.0812
2021-04-28,11.0812
2021-04-29,11.0812
2021-04-30,11.0812
2021-05-01,11.0812
2021-05-02,11.0812
2021-05-03,11.0812
2021-05-04,11.0812
2021-05-05,11.0812
2021-05-06,11.0812
2021-05-07,11.0812
2021-05-08,11.0812
2021-05-09,11.0812
2021-05-10,11.0812
2021-05-11,11.0812
2021-05-12,11.0812
2021-05-13,11.0812
2021-05-14,11.0812
2021-05-15,11.0812
2021-05-16,11.0812
2021-05-17,11.0812
2021-05-18,11.0812
2021-05-19,11.0812
2021-05-20,11.0812
2021-05-21,11.0812
2021-05-22,11.0812
2021-05-23,11.0812
2021-05-24,11.0812
2021-05-25,11.0812
2021-05-26,11.0812
2021-05-27,11.0812
2021-05-28,11.0812
2021-05-29,11.0812
2021-05-30,11.0812
2021-05-31,11.0812
2021-06-01,11.0812
2021-06-02,11.0812
2021-06-03,11.0812
2021-06-04,11.0812
2021-06-05,11.0812
2021-06-06,11.0812
2021-06-07,11.0812
2021-06-08,11.0812
2021-06-09,11.0812
2021-06-10,11.0812
2021-06-11,11.0812
2021-06-12,11.0812
2021-06-13,11.0812
2021-06-14,11.0812
2021-06-15,11.0812
2021-06-16,11.0812
2021-06-17,11.0812
2021-06-18,11.0812
2021-06-19,11.0812
2021-06-20,11.0812
2021-06-21,11.0812
2021-06-22,11.0812
2021-06-23,11.0812
2021-06-24,11.0812
2021-06-25,11.0812
2021-06-26,11.0812
2021-06-27,11.0812
2021-06-28,11.0812
2021-06-29,11.0812
2021-06-30,14.0053
2021-07-01,14.0053
2021-07-02,14.0053
2021-07-03,14.0053
2021-07-04,14.0053
2021-07-05,14.0053
2021-07-06,14.0053
2021-07-07,14.0053
2021-07-08,14.0053
2021-07-09,14.0053
2021-07-10,14.0053
2021-07-11,14.0053
2021-07-12,14.0053
2021-07-13,14.0053
2021-07-14,14.0053
2021-07-15,14.0053
2021-07-16,14.0053
2021-07-17,14.0053
2021-07-18,14.0053
2021-07-19,14.0053
2021-07-20,14.0053
2021-07-21,14.0053
2021-07-22,14.0053
2021-07-23,14.0053
2021-07-24,14.0053
2021-07-25,14.0053
2021-07-26,14.0053
2021-07-27,14.0053
2021-07-28,14.0053
2021-07-29,14.0053
2021-07-30,14.0053
2021-07-31,14.0053
2021-08-01,14.0053
2021-08-02,14.0053
2021-08-03,14.0053
2021-08-04,14.0053
2021-08-05,14.0053
2021-08-06,14.0053
2021-08-07,14.0053
2021-08-08,14.0053
2021-08-09,14.0053
2021-08-10,14.0053
2021-08-11,14.0053
2021-08-12,14.0053
2021-08-13,14.0053
2021-08-14,14.0053
2021-08-15,14.0053
2021-08-16,14.0053
2021-08-17,14.0053
2021-08-18,14.0053
2021-08-19,14.0053
2021-08-20,14.0053
2021-08-21,14.0053
2021-08-22,14.0053
2021-08-23,14.0053
2021-08-24,14.0053
2021-08-25,14.0053
2021-08-26,14.0053
2021-08-27,14.0053
2021-08-28,14.0053
2021-08-29,14.0053
2021-08-30,14.0053
2021-08-31,14.0053
2021-09-01,14.0053
2021-09-02,14.0053
2021-09-03,14.0053
2021-09-04,14.0053
2021-09-05,14.0053
2021-09-06,14.0053
2021-09-07,14.0053
2021-09-08,14.0053
2021-09-09,14.0053
2021-09-10,14.0053
2021-09-11,14.0053
2021-09-12,14.0053
2021-09-13,14.0053
2021-09-14,14.0053
2021-09-15,14.0053
2021-09-16,14.0053
2021-09-17,14.0053
2021-09-18,14.0053
2021-09-19,14.0053
2021-09-20,14.0053
2021-09-21,14.0053
2021-09-22,14.0053
2021-09-23,14.0053
2021-09-24,14.0053
2021-09-25,14.0053
2021-09-26,14.0053
2021-09-27,14.0053
2021-09-28,14.0053
2021-09-29,14.0053
2021-09-30,16.1979
2021-10-01,16.1979
2021-10-02,16.1979
2021-10-03,16.1979
2021-10-04,16.1979
2021-10-05,16.1979
2021-10-06,16.1979
2021-10-07,16.1979
2021-10-08,16.1979
2021-10-09,16.1979
2021-10-10,16.1979
2021-10-11,16.1979
2021-10-12,16.1979
2021-10-13,16.1979
2021-10-14,16.1979
2021-10-15,16.1979
2021-10-16,16.1979
2021-10-17,16.1979
2021-10-18,16.1979
2021-10-19,16.1979
2021-10-20,16.1979
2021-10-21,16.1979
2021-10-22,16.1979
2021-10-23,16.1979
2021-10-24,16.1979
2021-10-25,16.1979
2021-10-26,16.1979
2021-10-27,16.1979
2021-10-28,16.1979
2021-10-29,16.1979
2021-10-30,16.1979
2021-10-31,16.1979
2021-11-01,16.1979
2021-11-02,16.1979
2021-11-03,16.1979
2021-11-04,16.1979
2021-11-05,16.1979
2021-11-06,16.1979
2021-11-07,16.1979
2021-11-08,16.1979
2021-11-09,16.1979
2021-11-10,16.1979
2021-11-11,16.1979
2021-11-12,16.1979
2021-11-13,16.1979
2021-11-14,16.1979
2021-11-15,16.1979
2021-11-16,16.1979
2021-11-17,16.1979
