,RUSHA US Equity
2021-11-18,16.1979
2021-11-19,16.1979
2021-11-20,16.1979
2021-11-21,16.1979
2021-11-22,16.1979
2021-11-23,16.1979
2021-11-24,16.1979
2021-11-25,16.1979
2021-11-26,16.1979
2021-11-27,16.1979
2021-11-28,16.1979
2021-11-29,16.1979
2021-11-30,16.1979
2021-12-01,16.1979
2021-12-02,16.1979
2021-12-03,16.1979
2021-12-04,16.1979
2021-12-05,16.1979
2021-12-06,16.1979
2021-12-07,16.1979
2021-12-08,16.1979
2021-12-09,16.1979
2021-12-10,16.1979
2021-12-11,16.1979
2021-12-12,16.1979
2021-12-13,16.1979
2021-12-14,16.1979
2021-12-15,16.1979
2021-12-16,16.1979
2021-12-17,16.1979
2021-12-18,16.1979
2021-12-19,16.1979
2021-12-20,16.1979
2021-12-21,16.1979
2021-12-22,16.1979
2021-12-23,16.1979
2021-12-24,16.1979
2021-12-25,16.1979
2021-12-26,16.1979
2021-12-27,16.1979
2021-12-28,16.1979
2021-12-29,16.1979
2021-12-30,16.1979
2021-12-31,17.6551
2022-01-01,17.6551
2022-01-02,17.6551
2022-01-03,17.6551
2022-01-04,17.6551
2022-01-05,17.6551
2022-01-06,17.6551
2022-01-07,17.6551
2022-01-08,17.6551
2022-01-09,17.6551
2022-01-10,17.6551
2022-01-11,17.6551
2022-01-12,17.6551
2022-01-13,17.6551
2022-01-14,17.6551
2022-01-15,17.6551
2022-01-16,17.6551
2022-01-17,17.6551
2022-01-18,17.6551
2022-01-19,17.6551
2022-01-20,17.6551
2022-01-21,17.6551
2022-01-22,17.6551
2022-01-23,17.6551
2022-01-24,17.6551
2022-01-25,17.6551
2022-01-26,17.6551
2022-01-27,17.6551
2022-01-28,17.6551
2022-01-29,17.6551
2022-01-30,17.6551
2022-01-31,17.6551
2022-02-01,17.6551
2022-02-02,17.6551
2022-02-03,17.6551
2022-02-04,17.6551
2022-02-05,17.6551
2022-02-06,17.6551
2022-02-07,17.6551
2022-02-08,17.6551
2022-02-09,17.6551
2022-02-10,17.6551
2022-02-11,17.6551
2022-02-12,17.6551
2022-02-13,17.6551
2022-02-14,17.6551
2022-02-15,17.6551
2022-02-16,17.6551
2022-02-17,17.6551
2022-02-18,17.6551
2022-02-19,17.6551
2022-02-20,17.6551
2022-02-21,17.6551
2022-02-22,17.6551
2022-02-23,17.6551
2022-02-24,17.6551
2022-02-25,17.6551
2022-02-26,17.6551
2022-02-27,17.6551
2022-02-28,17.6551
2022-03-01,17.6551
2022-03-02,17.6551
2022-03-03,17.6551
2022-03-04,17.6551
2022-03-05,17.6551
2022-03-06,17.6551
2022-03-07,17.6551
2022-03-08,17.6551
2022-03-09,17.6551
2022-03-10,17.6551
2022-03-11,17.6551
2022-03-12,17.6551
2022-03-13,17.6551
2022-03-14,17.6551
2022-03-15,17.6551
2022-03-16,17.6551
2022-03-17,17.6551
2022-03-18,17.6551
2022-03-19,17.6551
2022-03-20,17.6551
2022-03-21,17.6551
2022-03-22,17.6551
2022-03-23,17.6551
2022-03-24,17.6551
2022-03-25,17.6551
2022-03-26,17.6551
2022-03-27,17.6551
2022-03-28,17.6551
2022-03-29,17.6551
2022-03-30,17.6551
2022-03-31,20.2178
2022-04-01,20.2178
2022-04-02,20.2178
2022-04-03,20.2178
2022-04-04,20.2178
2022-04-05,20.2178
2022-04-06,20.2178
2022-04-07,20.2178
2022-04-08,20.2178
2022-04-09,20.2178
2022-04-10,20.2178
2022-04-11,20.2178
2022-04-12,20.2178
2022-04-13,20.2178
2022-04-14,20.2178
2022-04-15,20.2178
2022-04-16,20.2178
2022-04-17,20.2178
2022-04-18,20.2178
2022-04-19,20.2178
2022-04-20,20.2178
2022-04-21,20.2178
2022-04-22,20.2178
2022-04-23,20.2178
2022-04-24,20.2178
2022-04-25,20.2178
2022-04-26,20.2178
2022-04-27,20.2178
2022-04-28,20.2178
2022-04-29,20.2178
2022-04-30,20.2178
2022-05-01,20.2178
2022-05-02,20.2178
2022-05-03,20.2178
2022-05-04,20.2178
2022-05-05,20.2178
2022-05-06,20.2178
2022-05-07,20.2178
2022-05-08,20.2178
2022-05-09,20.2178
2022-05-10,20.2178
2022-05-11,20.2178
2022-05-12,20.2178
2022-05-13,20.2178
2022-05-14,20.2178
2022-05-15,20.2178
2022-05-16,20.2178
2022-05-17,20.2178
2022-05-18,20.2178
2022-05-19,20.2178
2022-05-20,20.2178
2022-05-21,20.2178
2022-05-22,20.2178
2022-05-23,20.2178
2022-05-24,20.2178
2022-05-25,20.2178
2022-05-26,20.2178
2022-05-27,20.2178
2022-05-28,20.2178
2022-05-29,20.2178
2022-05-30,20.2178
2022-05-31,20.2178
2022-06-01,20.2178
2022-06-02,20.2178
2022-06-03,20.2178
2022-06-04,20.2178
2022-06-05,20.2178
2022-06-06,20.2178
2022-06-07,20.2178
2022-06-08,20.2178
2022-06-09,20.2178
2022-06-10,20.2178
2022-06-11,20.2178
2022-06-12,20.2178
2022-06-13,20.2178
2022-06-14,20.2178
2022-06-15,20.2178
2022-06-16,20.2178
2022-06-17,20.2178
2022-06-18,20.2178
2022-06-19,20.2178
2022-06-20,20.2178
2022-06-21,20.2178
2022-06-22,20.2178
2022-06-23,20.2178
2022-06-24,20.2178
2022-06-25,20.2178
2022-06-26,20.2178
2022-06-27,20.2178
2022-06-28,20.2178
2022-06-29,20.2178
2022-06-30,22.9344
2022-07-01,22.9344
2022-07-02,22.9344
2022-07-03,22.9344
2022-07-04,22.9344
2022-07-05,22.9344
2022-07-06,22.9344
2022-07-07,22.9344
2022-07-08,22.9344
2022-07-09,22.9344
2022-07-10,22.9344
2022-07-11,22.9344
2022-07-12,22.9344
2022-07-13,22.9344
2022-07-14,22.9344
2022-07-15,22.9344
2022-07-16,22.9344
2022-07-17,22.9344
2022-07-18,22.9344
2022-07-19,22.9344
2022-07-20,22.9344
2022-07-21,22.9344
2022-07-22,22.9344
2022-07-23,22.9344
2022-07-24,22.9344
2022-07-25,22.9344
2022-07-26,22.9344
2022-07-27,22.9344
2022-07-28,22.9344
2022-07-29,22.9344
2022-07-30,22.9344
2022-07-31,22.9344
2022-08-01,22.9344
2022-08-02,22.9344
2022-08-03,22.9344
2022-08-04,22.9344
2022-08-05,22.9344
2022-08-06,22.9344
2022-08-07,22.9344
2022-08-08,22.9344
2022-08-09,22.9344
2022-08-10,22.9344
2022-08-11,22.9344
2022-08-12,22.9344
2022-08-13,22.9344
2022-08-14,22.9344
2022-08-15,22.9344
2022-08-16,22.9344
2022-08-17,22.9344
2022-08-18,22.9344
2022-08-19,22.9344
2022-08-20,22.9344
2022-08-21,22.9344
2022-08-22,22.9344
2022-08-23,22.9344
2022-08-24,22.9344
2022-08-25,22.9344
2022-08-26,22.9344
2022-08-27,22.9344
2022-08-28,22.9344
2022-08-29,22.9344
2022-08-30,22.9344
2022-08-31,22.9344
2022-09-01,22.9344
2022-09-02,22.9344
2022-09-03,22.9344
2022-09-04,22.9344
2022-09-05,22.9344
2022-09-06,22.9344
2022-09-07,22.9344
2022-09-08,22.9344
2022-09-09,22.9344
2022-09-10,22.9344
2022-09-11,22.9344
2022-09-12,22.9344
2022-09-13,22.9344
2022-09-14,22.9344
2022-09-15,22.9344
2022-09-16,22.9344
2022-09-17,22.9344
2022-09-18,22.9344
2022-09-19,22.9344
2022-09-20,22.9344
2022-09-21,22.9344
2022-09-22,22.9344
2022-09-23,22.9344
2022-09-24,22.9344
2022-09-25,22.9344
2022-09-26,22.9344
2022-09-27,22.9344
2022-09-28,22.9344
2022-09-29,22.9344
2022-09-30,23.5613
2022-10-01,23.5613
2022-10-02,23.5613
2022-10-03,23.5613
2022-10-04,23.5613
2022-10-05,23.5613
2022-10-06,23.5613
2022-10-07,23.5613
2022-10-08,23.5613
2022-10-09,23.5613
2022-10-10,23.5613
2022-10-11,23.5613
2022-10-12,23.5613
2022-10-13,23.5613
2022-10-14,23.5613
2022-10-15,23.5613
2022-10-16,23.5613
2022-10-17,23.5613
2022-10-18,23.5613
2022-10-19,23.5613
2022-10-20,23.5613
2022-10-21,23.5613
2022-10-22,23.5613
2022-10-23,23.5613
2022-10-24,23.5613
2022-10-25,23.5613
2022-10-26,23.5613
2022-10-27,23.5613
2022-10-28,23.5613
2022-10-29,23.5613
2022-10-30,23.5613
2022-10-31,23.5613
2022-11-01,23.5613
2022-11-02,23.5613
2022-11-03,23.5613
2022-11-04,23.5613
2022-11-05,23.5613
2022-11-06,23.5613
2022-11-07,23.5613
2022-11-08,23.5613
2022-11-09,23.5613
2022-11-10,23.5613
2022-11-11,23.5613
2022-11-12,23.5613
2022-11-13,23.5613
2022-11-14,23.5613
2022-11-15,23.5613
2022-11-16,23.5613
2022-11-17,23.5613
2022-11-18,23.5613
2022-11-19,23.5613
2022-11-20,23.5613
2022-11-21,23.5613
2022-11-22,23.5613
2022-11-23,23.5613
2022-11-24,23.5613
2022-11-25,23.5613
2022-11-26,23.5613
2022-11-27,23.5613
2022-11-28,23.5613
2022-11-29,23.5613
2022-11-30,23.5613
2022-12-01,23.5613
2022-12-02,23.5613
2022-12-03,23.5613
2022-12-04,23.5613
2022-12-05,23.5613
2022-12-06,23.5613
2022-12-07,23.5613
2022-12-08,23.5613
2022-12-09,23.5613
2022-12-10,23.5613
2022-12-11,23.5613
2022-12-12,23.5613
2022-12-13,23.5613
2022-12-14,23.5613
2022-12-15,23.5613
2022-12-16,23.5613
2022-12-17,23.5613
2022-12-18,23.5613
2022-12-19,23.5613
2022-12-20,23.5613
2022-12-21,23.5613
2022-12-22,23.5613
2022-12-23,23.5613
2022-12-24,23.5613
2022-12-25,23.5613
2022-12-26,23.5613
2022-12-27,23.5613
2022-12-28,23.5613
2022-12-29,23.5613
2022-12-30,23.5613
2022-12-31,24.3758
2023-01-01,24.3758
2023-01-02,24.3758
2023-01-03,24.3758
2023-01-04,24.3758
2023-01-05,24.3758
2023-01-06,24.3758
2023-01-07,24.3758
2023-01-08,24.3758
2023-01-09,24.3758
2023-01-10,24.3758
2023-01-11,24.3758
2023-01-12,24.3758
2023-01-13,24.3758
2023-01-14,24.3758
2023-01-15,24.3758
2023-01-16,24.3758
2023-01-17,24.3758
2023-01-18,24.3758
2023-01-19,24.3758
2023-01-20,24.3758
2023-01-21,24.3758
2023-01-22,24.3758
2023-01-23,24.3758
2023-01-24,24.3758
2023-01-25,24.3758
2023-01-26,24.3758
2023-01-27,24.3758
2023-01-28,24.3758
2023-01-29,24.3758
2023-01-30,24.3758
2023-01-31,24.3758
2023-02-01,24.3758
2023-02-02,24.3758
2023-02-03,24.3758
2023-02-04,24.3758
2023-02-05,24.3758
2023-02-06,24.3758
2023-02-07,24.3758
2023-02-08,24.3758
2023-02-09,24.3758
2023-02-10,24.3758
2023-02-11,24.3758
2023-02-12,24.3758
2023-02-13,24.3758
2023-02-14,24.3758
2023-02-15,24.3758
2023-02-16,24.3758
2023-02-17,24.3758
2023-02-18,24.3758
2023-02-19,24.3758
2023-02-20,24.3758
2023-02-21,24.3758
2023-02-22,24.3758
2023-02-23,24.3758
2023-02-24,24.3758
2023-02-25,24.3758
2023-02-26,24.3758
2023-02-27,24.3758
2023-02-28,24.3758
2023-03-01,24.3758
2023-03-02,24.3758
2023-03-03,24.3758
2023-03-04,24.3758
2023-03-05,24.3758
2023-03-06,24.3758
2023-03-07,24.3758
2023-03-08,24.3758
