,MTD US Equity
2023-04-09,889.3372
2023-04-10,889.3372
2023-04-11,889.3372
2023-04-12,889.3372
2023-04-13,889.3372
2023-04-14,889.3372
2023-04-15,889.3372
2023-04-16,889.3372
2023-04-17,889.3372
2023-04-18,889.3372
2023-04-19,889.3372
2023-04-20,889.3372
2023-04-21,889.3372
2023-04-22,889.3372
2023-04-23,889.3372
2023-04-24,889.3372
2023-04-25,889.3372
2023-04-26,889.3372
2023-04-27,889.3372
2023-04-28,889.3372
2023-04-29,889.3372
2023-04-30,889.3372
2023-05-01,889.3372
2023-05-02,889.3372
2023-05-03,889.3372
2023-05-04,889.3372
2023-05-05,889.3372
2023-05-06,889.3372
2023-05-07,889.3372
2023-05-08,889.3372
2023-05-09,889.3372
2023-05-10,889.3372
2023-05-11,889.3372
2023-05-12,889.3372
2023-05-13,889.3372
2023-05-14,889.3372
2023-05-15,889.3372
2023-05-16,889.3372
2023-05-17,889.3372
2023-05-18,889.3372
2023-05-19,889.3372
2023-05-20,889.3372
2023-05-21,889.3372
2023-05-22,889.3372
2023-05-23,889.3372
2023-05-24,889.3372
2023-05-25,889.3372
2023-05-26,889.3372
2023-05-27,889.3372
2023-05-28,889.3372
2023-05-29,889.3372
2023-05-30,889.3372
2023-05-31,889.3372
2023-06-01,889.3372
2023-06-02,889.3372
2023-06-03,889.3372
2023-06-04,889.3372
2023-06-05,889.3372
2023-06-06,889.3372
2023-06-07,889.3372
2023-06-08,889.3372
2023-06-09,889.3372
2023-06-10,889.3372
2023-06-11,889.3372
2023-06-12,889.3372
2023-06-13,889.3372
2023-06-14,889.3372
2023-06-15,889.3372
2023-06-16,889.3372
2023-06-17,889.3372
2023-06-18,889.3372
2023-06-19,889.3372
2023-06-20,889.3372
2023-06-21,889.3372
2023-06-22,889.3372
2023-06-23,889.3372
2023-06-24,889.3372
2023-06-25,889.3372
2023-06-26,889.3372
2023-06-27,889.3372
2023-06-28,889.3372
2023-06-29,889.3372
2023-06-30,889.3372
2023-07-01,889.3372
2023-07-02,889.3372
2023-07-03,889.3372
2023-07-04,889.3372
2023-07-05,889.3372
2023-07-06,889.3372
2023-07-07,889.3372
2023-07-08,889.3372
2023-07-09,889.3372
2023-07-10,889.3372
2023-07-11,889.3372
2023-07-12,889.3372
2023-07-13,889.3372
2023-07-14,889.3372
2023-07-15,889.3372
2023-07-16,889.3372
2023-07-17,889.3372
2023-07-18,889.3372
2023-07-19,889.3372
2023-07-20,889.3372
2023-07-21,889.3372
2023-07-22,889.3372
2023-07-23,889.3372
2023-07-24,889.3372
2023-07-25,889.3372
2023-07-26,889.3372
2023-07-27,889.3372
2023-07-28,889.3372
2023-07-29,889.3372
2023-07-30,889.3372
2023-07-31,889.3372
2023-08-01,889.3372
2023-08-02,889.3372
2023-08-03,889.3372
2023-08-04,889.3372
2023-08-05,889.3372
2023-08-06,889.3372
2023-08-07,889.3372
2023-08-08,889.3372
2023-08-09,889.3372
2023-08-10,889.3372
2023-08-11,889.3372
2023-08-12,889.3372
2023-08-13,889.3372
2023-08-14,889.3372
2023-08-15,889.3372
2023-08-16,889.3372
2023-08-17,889.3372
2023-08-18,889.3372
2023-08-19,889.3372
2023-08-20,889.3372
2023-08-21,889.3372
2023-08-22,889.3372
2023-08-23,889.3372
2023-08-24,889.3372
2023-08-25,889.3372
2023-08-26,889.3372
2023-08-27,889.3372
2023-08-28,889.3372
2023-08-29,889.3372
2023-08-30,889.3372
2023-08-31,889.3372
2023-09-01,889.3372
2023-09-02,889.3372
2023-09-03,889.3372
2023-09-04,889.3372
2023-09-05,889.3372
2023-09-06,889.3372
2023-09-07,889.3372
2023-09-08,889.3372
2023-09-09,889.3372
2023-09-10,889.3372
2023-09-11,889.3372
2023-09-12,889.3372
2023-09-13,889.3372
2023-09-14,889.3372
2023-09-15,889.3372
2023-09-16,889.3372
2023-09-17,889.3372
2023-09-18,889.3372
2023-09-19,889.3372
2023-09-20,889.3372
2023-09-21,889.3372
2023-09-22,889.3372
2023-09-23,889.3372
2023-09-24,889.3372
2023-09-25,889.3372
2023-09-26,889.3372
2023-09-27,889.3372
2023-09-28,889.3372
2023-09-29,889.3372
2023-09-30,889.3372
2023-10-01,889.3372
2023-10-02,889.3372
2023-10-03,889.3372
2023-10-04,889.3372
2023-10-05,889.3372
2023-10-06,889.3372
2023-10-07,889.3372
2023-10-08,889.3372
2023-10-09,889.3372
2023-10-10,889.3372
2023-10-11,889.3372
2023-10-12,889.3372
2023-10-13,889.3372
2023-10-14,889.3372
2023-10-15,889.3372
2023-10-16,889.3372
2023-10-17,889.3372
2023-10-18,889.3372
2023-10-19,889.3372
2023-10-20,889.3372
2023-10-21,889.3372
2023-10-22,889.3372
2023-10-23,889.3372
2023-10-24,889.3372
2023-10-25,889.3372
2023-10-26,889.3372
2023-10-27,889.3372
2023-10-28,889.3372
2023-10-29,889.3372
2023-10-30,889.3372
2023-10-31,889.3372
2023-11-01,889.3372
2023-11-02,889.3372
2023-11-03,889.3372
2023-11-04,889.3372
2023-11-05,889.3372
2023-11-06,889.3372
2023-11-07,889.3372
2023-11-08,889.3372
2023-11-09,889.3372
2023-11-10,889.3372
2023-11-11,889.3372
2023-11-12,889.3372
2023-11-13,889.3372
2023-11-14,889.3372
2023-11-15,889.3372
2023-11-16,889.3372
2023-11-17,889.3372
2023-11-18,889.3372
2023-11-19,889.3372
2023-11-20,889.3372
2023-11-21,889.3372
2023-11-22,889.3372
2023-11-23,889.3372
2023-11-24,889.3372
2023-11-25,889.3372
2023-11-26,889.3372
2023-11-27,889.3372
2023-11-28,889.3372
2023-11-29,889.3372
2023-11-30,889.3372
2023-12-01,889.3372
2023-12-02,889.3372
2023-12-03,889.3372
2023-12-04,889.3372
2023-12-05,889.3372
2023-12-06,889.3372
2023-12-07,889.3372
2023-12-08,889.3372
2023-12-09,889.3372
2023-12-10,889.3372
2023-12-11,889.3372
2023-12-12,889.3372
2023-12-13,889.3372
2023-12-14,889.3372
2023-12-15,889.3372
2023-12-16,889.3372
2023-12-17,889.3372
2023-12-18,889.3372
2023-12-19,889.3372
2023-12-20,889.3372
2023-12-21,889.3372
2023-12-22,889.3372
2023-12-23,889.3372
2023-12-24,889.3372
2023-12-25,889.3372
2023-12-26,889.3372
2023-12-27,889.3372
2023-12-28,889.3372
2023-12-29,889.3372
2023-12-30,889.3372
2023-12-31,889.3372
2024-01-01,889.3372
2024-01-02,889.3372
2024-01-03,889.3372
2024-01-04,889.3372
2024-01-05,889.3372
2024-01-06,889.3372
2024-01-07,889.3372
2024-01-08,889.3372
2024-01-09,889.3372
2024-01-10,889.3372
2024-01-11,889.3372
2024-01-12,889.3372
2024-01-13,889.3372
2024-01-14,889.3372
2024-01-15,889.3372
2024-01-16,889.3372
2024-01-17,889.3372
2024-01-18,889.3372
2024-01-19,889.3372
2024-01-20,889.3372
2024-01-21,889.3372
2024-01-22,889.3372
2024-01-23,889.3372
2024-01-24,889.3372
2024-01-25,889.3372
2024-01-26,889.3372
2024-01-27,889.3372
2024-01-28,889.3372
2024-01-29,889.3372
2024-01-30,889.3372
2024-01-31,889.3372
2024-02-01,889.3372
2024-02-02,889.3372
2024-02-03,889.3372
2024-02-04,889.3372
2024-02-05,889.3372
2024-02-06,889.3372
2024-02-07,889.3372
2024-02-08,889.3372
2024-02-09,889.3372
2024-02-10,889.3372
2024-02-11,889.3372
2024-02-12,889.3372
2024-02-13,889.3372
2024-02-14,889.3372
2024-02-15,889.3372
2024-02-16,889.3372
2024-02-17,889.3372
2024-02-18,889.3372
2024-02-19,889.3372
2024-02-20,889.3372
2024-02-21,889.3372
2024-02-22,889.3372
2024-02-23,889.3372
2024-02-24,889.3372
2024-02-25,889.3372
2024-02-26,889.3372
2024-02-27,889.3372
2024-02-28,889.3372
2024-02-29,889.3372
2024-03-01,889.3372
2024-03-02,889.3372
2024-03-03,889.3372
2024-03-04,889.3372
2024-03-05,889.3372
2024-03-06,889.3372
2024-03-07,889.3372
2024-03-08,889.3372
2024-03-09,889.3372
2024-03-10,889.3372
2024-03-11,889.3372
2024-03-12,889.3372
2024-03-13,889.3372
2024-03-14,889.3372
2024-03-15,889.3372
2024-03-16,889.3372
2024-03-17,889.3372
2024-03-18,889.3372
2024-03-19,889.3372
2024-03-20,889.3372
2024-03-21,889.3372
2024-03-22,889.3372
2024-03-23,889.3372
2024-03-24,889.3372
2024-03-25,889.3372
2024-03-26,889.3372
2024-03-27,889.3372
2024-03-28,889.3372
2024-03-29,889.3372
2024-03-30,889.3372
2024-03-31,889.3372
2024-04-01,889.3372
2024-04-02,889.3372
2024-04-03,889.3372
2024-04-04,889.3372
2024-04-05,889.3372
2024-04-06,889.3372
2024-04-07,889.3372
2024-04-08,889.3372
