,BERY US Equity
,RETURN_COM_EQY
2020-01-01,22.4212
2020-01-02,22.4212
2020-01-03,22.4212
2020-01-04,22.4212
2020-01-05,22.4212
2020-01-06,22.4212
2020-01-07,22.4212
2020-01-08,22.4212
2020-01-09,22.4212
2020-01-10,22.4212
2020-01-11,22.4212
2020-01-12,22.4212
2020-01-13,22.4212
2020-01-14,22.4212
2020-01-15,22.4212
2020-01-16,22.4212
2020-01-17,22.4212
2020-01-18,22.4212
2020-01-19,22.4212
2020-01-20,22.4212
2020-01-21,22.4212
2020-01-22,22.4212
2020-01-23,22.4212
2020-01-24,22.4212
2020-01-25,22.4212
2020-01-26,22.4212
2020-01-27,22.4212
2020-01-28,22.4212
2020-01-29,22.4212
2020-01-30,22.4212
2020-01-31,22.4212
2020-02-01,22.4212
2020-02-02,22.4212
2020-02-03,22.4212
2020-02-04,22.4212
2020-02-05,22.4212
2020-02-06,22.4212
2020-02-07,22.4212
2020-02-08,22.4212
2020-02-09,22.4212
2020-02-10,22.4212
2020-02-11,22.4212
2020-02-12,22.4212
2020-02-13,22.4212
2020-02-14,22.4212
2020-02-15,22.4212
2020-02-16,22.4212
2020-02-17,22.4212
2020-02-18,22.4212
2020-02-19,22.4212
2020-02-20,22.4212
2020-02-21,22.4212
2020-02-22,22.4212
2020-02-23,22.4212
2020-02-24,22.4212
2020-02-25,22.4212
2020-02-26,22.4212
2020-02-27,22.4212
2020-02-28,22.4212
2020-02-29,22.4212
2020-03-01,22.4212
2020-03-02,22.4212
2020-03-03,22.4212
2020-03-04,22.4212
2020-03-05,22.4212
2020-03-06,22.4212
2020-03-07,22.4212
2020-03-08,22.4212
2020-03-09,22.4212
2020-03-10,22.4212
2020-03-11,22.4212
2020-03-12,22.4212
2020-03-13,22.4212
2020-03-14,22.4212
2020-03-15,22.4212
2020-03-16,22.4212
2020-03-17,22.4212
2020-03-18,22.4212
2020-03-19,22.4212
2020-03-20,22.4212
2020-03-21,22.4212
2020-03-22,22.4212
2020-03-23,22.4212
2020-03-24,22.4212
2020-03-25,22.4212
2020-03-26,22.4212
2020-03-27,22.4212
2020-03-28,26.1088
2020-03-29,26.1088
2020-03-30,26.1088
2020-03-31,26.1088
2020-04-01,26.1088
2020-04-02,26.1088
2020-04-03,26.1088
2020-04-04,26.1088
2020-04-05,26.1088
2020-04-06,26.1088
2020-04-07,26.1088
2020-04-08,26.1088
2020-04-09,26.1088
2020-04-10,26.1088
2020-04-11,26.1088
2020-04-12,26.1088
2020-04-13,26.1088
2020-04-14,26.1088
2020-04-15,26.1088
2020-04-16,26.1088
2020-04-17,26.1088
2020-04-18,26.1088
2020-04-19,26.1088
2020-04-20,26.1088
2020-04-21,26.1088
2020-04-22,26.1088
2020-04-23,26.1088
2020-04-24,26.1088
2020-04-25,26.1088
2020-04-26,26.1088
2020-04-27,26.1088
2020-04-28,26.1088
2020-04-29,26.1088
2020-04-30,26.1088
2020-05-01,26.1088
2020-05-02,26.1088
2020-05-03,26.1088
2020-05-04,26.1088
2020-05-05,26.1088
2020-05-06,26.1088
2020-05-07,26.1088
2020-05-08,26.1088
2020-05-09,26.1088
2020-05-10,26.1088
2020-05-11,26.1088
2020-05-12,26.1088
2020-05-13,26.1088
2020-05-14,26.1088
2020-05-15,26.1088
2020-05-16,26.1088
2020-05-17,26.1088
2020-05-18,26.1088
2020-05-19,26.1088
2020-05-20,26.1088
2020-05-21,26.1088
2020-05-22,26.1088
2020-05-23,26.1088
2020-05-24,26.1088
2020-05-25,26.1088
2020-05-26,26.1088
2020-05-27,26.1088
2020-05-28,26.1088
2020-05-29,26.1088
2020-05-30,26.1088
2020-05-31,26.1088
2020-06-01,26.1088
2020-06-02,26.1088
2020-06-03,26.1088
2020-06-04,26.1088
2020-06-05,26.1088
2020-06-06,26.1088
2020-06-07,26.1088
2020-06-08,26.1088
2020-06-09,26.1088
2020-06-10,26.1088
2020-06-11,26.1088
2020-06-12,26.1088
2020-06-13,26.1088
2020-06-14,26.1088
2020-06-15,26.1088
2020-06-16,26.1088
2020-06-17,26.1088
2020-06-18,26.1088
2020-06-19,26.1088
2020-06-20,26.1088
2020-06-21,26.1088
2020-06-22,26.1088
2020-06-23,26.1088
2020-06-24,26.1088
2020-06-25,26.1088
2020-06-26,26.1088
2020-06-27,34.7597
2020-06-28,34.7597
2020-06-29,34.7597
2020-06-30,34.7597
2020-07-01,34.7597
2020-07-02,34.7597
2020-07-03,34.7597
2020-07-04,34.7597
2020-07-05,34.7597
2020-07-06,34.7597
2020-07-07,34.7597
2020-07-08,34.7597
2020-07-09,34.7597
2020-07-10,34.7597
2020-07-11,34.7597
2020-07-12,34.7597
2020-07-13,34.7597
2020-07-14,34.7597
2020-07-15,34.7597
2020-07-16,34.7597
2020-07-17,34.7597
2020-07-18,34.7597
2020-07-19,34.7597
2020-07-20,34.7597
2020-07-21,34.7597
2020-07-22,34.7597
2020-07-23,34.7597
2020-07-24,34.7597
2020-07-25,34.7597
2020-07-26,34.7597
2020-07-27,34.7597
2020-07-28,34.7597
2020-07-29,34.7597
2020-07-30,34.7597
2020-07-31,34.7597
2020-08-01,34.7597
2020-08-02,34.7597
2020-08-03,34.7597
2020-08-04,34.7597
2020-08-05,34.7597
2020-08-06,34.7597
2020-08-07,34.7597
2020-08-08,34.7597
2020-08-09,34.7597
2020-08-10,34.7597
2020-08-11,34.7597
2020-08-12,34.7597
2020-08-13,34.7597
2020-08-14,34.7597
2020-08-15,34.7597
2020-08-16,34.7597
2020-08-17,34.7597
2020-08-18,34.7597
2020-08-19,34.7597
2020-08-20,34.7597
2020-08-21,34.7597
2020-08-22,34.7597
2020-08-23,34.7597
2020-08-24,34.7597
2020-08-25,34.7597
2020-08-26,34.7597
2020-08-27,34.7597
2020-08-28,34.7597
2020-08-29,34.7597
2020-08-30,34.7597
2020-08-31,34.7597
2020-09-01,34.7597
2020-09-02,34.7597
2020-09-03,34.7597
2020-09-04,34.7597
2020-09-05,34.7597
2020-09-06,34.7597
2020-09-07,34.7597
2020-09-08,34.7597
2020-09-09,34.7597
2020-09-10,34.7597
2020-09-11,34.7597
2020-09-12,34.7597
2020-09-13,34.7597
2020-09-14,34.7597
2020-09-15,34.7597
2020-09-16,34.7597
2020-09-17,34.7597
2020-09-18,34.7597
2020-09-19,34.7597
2020-09-20,34.7597
2020-09-21,34.7597
2020-09-22,34.7597
2020-09-23,34.7597
2020-09-24,34.7597
2020-09-25,34.7597
2020-09-26,30.1348
2020-09-27,30.1348
2020-09-28,30.1348
2020-09-29,30.1348
2020-09-30,30.1348
2020-10-01,30.1348
2020-10-02,30.1348
2020-10-03,30.1348
2020-10-04,30.1348
2020-10-05,30.1348
2020-10-06,30.1348
2020-10-07,30.1348
2020-10-08,30.1348
2020-10-09,30.1348
2020-10-10,30.1348
2020-10-11,30.1348
2020-10-12,30.1348
2020-10-13,30.1348
2020-10-14,30.1348
2020-10-15,30.1348
2020-10-16,30.1348
2020-10-17,30.1348
2020-10-18,30.1348
2020-10-19,30.1348
2020-10-20,30.1348
2020-10-21,30.1348
2020-10-22,30.1348
2020-10-23,30.1348
2020-10-24,30.1348
2020-10-25,30.1348
2020-10-26,30.1348
2020-10-27,30.1348
2020-10-28,30.1348
2020-10-29,30.1348
2020-10-30,30.1348
2020-10-31,30.1348
2020-11-01,30.1348
2020-11-02,30.1348
2020-11-03,30.1348
2020-11-04,30.1348
2020-11-05,30.1348
2020-11-06,30.1348
2020-11-07,30.1348
2020-11-08,30.1348
2020-11-09,30.1348
2020-11-10,30.1348
2020-11-11,30.1348
2020-11-12,30.1348
2020-11-13,30.1348
2020-11-14,30.1348
2020-11-15,30.1348
2020-11-16,30.1348
2020-11-17,30.1348
2020-11-18,30.1348
2020-11-19,30.1348
2020-11-20,30.1348
2020-11-21,30.1348
2020-11-22,30.1348
2020-11-23,30.1348
2020-11-24,30.1348
2020-11-25,30.1348
2020-11-26,30.1348
2020-11-27,30.1348
2020-11-28,30.1348
2020-11-29,30.1348
2020-11-30,30.1348
2020-12-01,30.1348
2020-12-02,30.1348
2020-12-03,30.1348
2020-12-04,30.1348
2020-12-05,30.1348
2020-12-06,30.1348
2020-12-07,30.1348
2020-12-08,30.1348
2020-12-09,30.1348
2020-12-10,30.1348
2020-12-11,30.1348
2020-12-12,30.1348
2020-12-13,30.1348
2020-12-14,30.1348
2020-12-15,30.1348
2020-12-16,30.1348
2020-12-17,30.1348
2020-12-18,30.1348
2020-12-19,30.1348
2020-12-20,30.1348
2020-12-21,30.1348
2020-12-22,30.1348
2020-12-23,30.1348
2020-12-24,30.1348
2020-12-25,30.1348
2020-12-26,30.1348
2020-12-27,30.1348
2020-12-28,30.1348
2020-12-29,30.1348
2020-12-30,30.1348
2020-12-31,30.1348
2021-01-01,30.1348
2021-01-02,30.3474
2021-01-03,30.3474
2021-01-04,30.3474
2021-01-05,30.3474
2021-01-06,30.3474
2021-01-07,30.3474
2021-01-08,30.3474
2021-01-09,30.3474
2021-01-10,30.3474
2021-01-11,30.3474
2021-01-12,30.3474
2021-01-13,30.3474
2021-01-14,30.3474
2021-01-15,30.3474
2021-01-16,30.3474
2021-01-17,30.3474
2021-01-18,30.3474
2021-01-19,30.3474
2021-01-20,30.3474
2021-01-21,30.3474
2021-01-22,30.3474
2021-01-23,30.3474
2021-01-24,30.3474
2021-01-25,30.3474
2021-01-26,30.3474
2021-01-27,30.3474
2021-01-28,30.3474
2021-01-29,30.3474
2021-01-30,30.3474
2021-01-31,30.3474
2021-02-01,30.3474
2021-02-02,30.3474
2021-02-03,30.3474
2021-02-04,30.3474
2021-02-05,30.3474
2021-02-06,30.3474
2021-02-07,30.3474
2021-02-08,30.3474
2021-02-09,30.3474
2021-02-10,30.3474
2021-02-11,30.3474
2021-02-12,30.3474
2021-02-13,30.3474
2021-02-14,30.3474
2021-02-15,30.3474
2021-02-16,30.3474
2021-02-17,30.3474
2021-02-18,30.3474
2021-02-19,30.3474
2021-02-20,30.3474
2021-02-21,30.3474
2021-02-22,30.3474
2021-02-23,30.3474
2021-02-24,30.3474
2021-02-25,30.3474
2021-02-26,30.3474
2021-02-27,30.3474
2021-02-28,30.3474
2021-03-01,30.3474
2021-03-02,30.3474
2021-03-03,30.3474
2021-03-04,30.3474
2021-03-05,30.3474
2021-03-06,30.3474
2021-03-07,30.3474
2021-03-08,30.3474
2021-03-09,30.3474
2021-03-10,30.3474
2021-03-11,30.3474
2021-03-12,30.3474
2021-03-13,30.3474
2021-03-14,30.3474
2021-03-15,30.3474
2021-03-16,30.3474
2021-03-17,30.3474
2021-03-18,30.3474
2021-03-19,30.3474
2021-03-20,30.3474
2021-03-21,30.3474
2021-03-22,30.3474
2021-03-23,30.3474
2021-03-24,30.3474
2021-03-25,30.3474
2021-03-26,30.3474
2021-03-27,30.3474
2021-03-28,30.3474
2021-03-29,30.3474
2021-03-30,30.3474
2021-03-31,30.3474
2021-04-01,30.3474
2021-04-02,30.3474
2021-04-03,32.4412
2021-04-04,32.4412
2021-04-05,32.4412
2021-04-06,32.4412
2021-04-07,32.4412
2021-04-08,32.4412
2021-04-09,32.4412
2021-04-10,32.4412
2021-04-11,32.4412
2021-04-12,32.4412
2021-04-13,32.4412
2021-04-14,32.4412
2021-04-15,32.4412
2021-04-16,32.4412
2021-04-17,32.4412
2021-04-18,32.4412
2021-04-19,32.4412
2021-04-20,32.4412
2021-04-21,32.4412
2021-04-22,32.4412
2021-04-23,32.4412
2021-04-24,32.4412
2021-04-25,32.4412
2021-04-26,32.4412
2021-04-27,32.4412
2021-04-28,32.4412
2021-04-29,32.4412
2021-04-30,32.4412
2021-05-01,32.4412
2021-05-02,32.4412
2021-05-03,32.4412
2021-05-04,32.4412
2021-05-05,32.4412
2021-05-06,32.4412
2021-05-07,32.4412
2021-05-08,32.4412
2021-05-09,32.4412
2021-05-10,32.4412
2021-05-11,32.4412
2021-05-12,32.4412
2021-05-13,32.4412
2021-05-14,32.4412
2021-05-15,32.4412
2021-05-16,32.4412
2021-05-17,32.4412
2021-05-18,32.4412
2021-05-19,32.4412
2021-05-20,32.4412
2021-05-21,32.4412
2021-05-22,32.4412
2021-05-23,32.4412
2021-05-24,32.4412
2021-05-25,32.4412
2021-05-26,32.4412
2021-05-27,32.4412
2021-05-28,32.4412
2021-05-29,32.4412
2021-05-30,32.4412
2021-05-31,32.4412
2021-06-01,32.4412
2021-06-02,32.4412
2021-06-03,32.4412
2021-06-04,32.4412
2021-06-05,32.4412
2021-06-06,32.4412
2021-06-07,32.4412
2021-06-08,32.4412
2021-06-09,32.4412
2021-06-10,32.4412
2021-06-11,32.4412
2021-06-12,32.4412
2021-06-13,32.4412
2021-06-14,32.4412
2021-06-15,32.4412
2021-06-16,32.4412
2021-06-17,32.4412
2021-06-18,32.4412
2021-06-19,32.4412
2021-06-20,32.4412
2021-06-21,32.4412
2021-06-22,32.4412
2021-06-23,32.4412
2021-06-24,32.4412
2021-06-25,32.4412
2021-06-26,32.4412
2021-06-27,32.4412
2021-06-28,32.4412
2021-06-29,32.4412
2021-06-30,32.4412
2021-07-01,32.4412
2021-07-02,32.4412
2021-07-03,29.0336
2021-07-04,29.0336
2021-07-05,29.0336
2021-07-06,29.0336
2021-07-07,29.0336
2021-07-08,29.0336
2021-07-09,29.0336
2021-07-10,29.0336
2021-07-11,29.0336
2021-07-12,29.0336
2021-07-13,29.0336
2021-07-14,29.0336
2021-07-15,29.0336
2021-07-16,29.0336
2021-07-17,29.0336
2021-07-18,29.0336
2021-07-19,29.0336
2021-07-20,29.0336
2021-07-21,29.0336
2021-07-22,29.0336
2021-07-23,29.0336
2021-07-24,29.0336
2021-07-25,29.0336
2021-07-26,29.0336
2021-07-27,29.0336
2021-07-28,29.0336
2021-07-29,29.0336
2021-07-30,29.0336
2021-07-31,29.0336
2021-08-01,29.0336
2021-08-02,29.0336
2021-08-03,29.0336
2021-08-04,29.0336
2021-08-05,29.0336
2021-08-06,29.0336
2021-08-07,29.0336
2021-08-08,29.0336
2021-08-09,29.0336
2021-08-10,29.0336
2021-08-11,29.0336
2021-08-12,29.0336
2021-08-13,29.0336
2021-08-14,29.0336
2021-08-15,29.0336
2021-08-16,29.0336
2021-08-17,29.0336
2021-08-18,29.0336
2021-08-19,29.0336
2021-08-20,29.0336
2021-08-21,29.0336
2021-08-22,29.0336
2021-08-23,29.0336
2021-08-24,29.0336
2021-08-25,29.0336
2021-08-26,29.0336
2021-08-27,29.0336
2021-08-28,29.0336
2021-08-29,29.0336
2021-08-30,29.0336
2021-08-31,29.0336
2021-09-01,29.0336
2021-09-02,29.0336
2021-09-03,29.0336
2021-09-04,29.0336
2021-09-05,29.0336
2021-09-06,29.0336
2021-09-07,29.0336
2021-09-08,29.0336
2021-09-09,29.0336
2021-09-10,29.0336
2021-09-11,29.0336
2021-09-12,29.0336
2021-09-13,29.0336
2021-09-14,29.0336
2021-09-15,29.0336
2021-09-16,29.0336
2021-09-17,29.0336
2021-09-18,29.0336
2021-09-19,29.0336
2021-09-20,29.0336
2021-09-21,29.0336
2021-09-22,29.0336
2021-09-23,29.0336
2021-09-24,29.0336
2021-09-25,29.0336
2021-09-26,29.0336
2021-09-27,29.0336
2021-09-28,29.0336
2021-09-29,29.0336
2021-09-30,29.0336
2021-10-01,29.0336
2021-10-02,27.8073
2021-10-03,27.8073
2021-10-04,27.8073
2021-10-05,27.8073
2021-10-06,27.8073
2021-10-07,27.8073
2021-10-08,27.8073
2021-10-09,27.8073
2021-10-10,27.8073
2021-10-11,27.8073
2021-10-12,27.8073
2021-10-13,27.8073
2021-10-14,27.8073
2021-10-15,27.8073
2021-10-16,27.8073
2021-10-17,27.8073
2021-10-18,27.8073
2021-10-19,27.8073
2021-10-20,27.8073
2021-10-21,27.8073
2021-10-22,27.8073
2021-10-23,27.8073
2021-10-24,27.8073
2021-10-25,27.8073
2021-10-26,27.8073
2021-10-27,27.8073
2021-10-28,27.8073
2021-10-29,27.8073
2021-10-30,27.8073
2021-10-31,27.8073
2021-11-01,27.8073
2021-11-02,27.8073
2021-11-03,27.8073
2021-11-04,27.8073
2021-11-05,27.8073
2021-11-06,27.8073
2021-11-07,27.8073
2021-11-08,27.8073
2021-11-09,27.8073
2021-11-10,27.8073
2021-11-11,27.8073
2021-11-12,27.8073
2021-11-13,27.8073
2021-11-14,27.8073
2021-11-15,27.8073
2021-11-16,27.8073
2021-11-17,27.8073
2021-11-18,27.8073
2021-11-19,27.8073
2021-11-20,27.8073
2021-11-21,27.8073
2021-11-22,27.8073
2021-11-23,27.8073
2021-11-24,27.8073
2021-11-25,27.8073
2021-11-26,27.8073
2021-11-27,27.8073
2021-11-28,27.8073
2021-11-29,27.8073
2021-11-30,27.8073
2021-12-01,27.8073
2021-12-02,27.8073
2021-12-03,27.8073
2021-12-04,27.8073
2021-12-05,27.8073
2021-12-06,27.8073
2021-12-07,27.8073
2021-12-08,27.8073
2021-12-09,27.8073
2021-12-10,27.8073
2021-12-11,27.8073
2021-12-12,27.8073
2021-12-13,27.8073
2021-12-14,27.8073
2021-12-15,27.8073
2021-12-16,27.8073
2021-12-17,27.8073
2021-12-18,27.8073
2021-12-19,27.8073
2021-12-20,27.8073
2021-12-21,27.8073
2021-12-22,27.8073
2021-12-23,27.8073
2021-12-24,27.8073
2021-12-25,27.8073
2021-12-26,27.8073
2021-12-27,27.8073
2021-12-28,27.8073
2021-12-29,27.8073
2021-12-30,27.8073
2021-12-31,27.8073
2022-01-01,25.2309
2022-01-02,25.2309
2022-01-03,25.2309
2022-01-04,25.2309
2022-01-05,25.2309
2022-01-06,25.2309
2022-01-07,25.2309
2022-01-08,25.2309
2022-01-09,25.2309
2022-01-10,25.2309
2022-01-11,25.2309
2022-01-12,25.2309
2022-01-13,25.2309
2022-01-14,25.2309
2022-01-15,25.2309
2022-01-16,25.2309
2022-01-17,25.2309
2022-01-18,25.2309
2022-01-19,25.2309
2022-01-20,25.2309
2022-01-21,25.2309
2022-01-22,25.2309
2022-01-23,25.2309
2022-01-24,25.2309
2022-01-25,25.2309
2022-01-26,25.2309
2022-01-27,25.2309
2022-01-28,25.2309
2022-01-29,25.2309
2022-01-30,25.2309
2022-01-31,25.2309
2022-02-01,25.2309
2022-02-02,25.2309
2022-02-03,25.2309
2022-02-04,25.2309
2022-02-05,25.2309
2022-02-06,25.2309
2022-02-07,25.2309
2022-02-08,25.2309
2022-02-09,25.2309
2022-02-10,25.2309
2022-02-11,25.2309
2022-02-12,25.2309
2022-02-13,25.2309
2022-02-14,25.2309
2022-02-15,25.2309
2022-02-16,25.2309
2022-02-17,25.2309
2022-02-18,25.2309
2022-02-19,25.2309
2022-02-20,25.2309
2022-02-21,25.2309
2022-02-22,25.2309
2022-02-23,25.2309
2022-02-24,25.2309
2022-02-25,25.2309
2022-02-26,25.2309
2022-02-27,25.2309
2022-02-28,25.2309
2022-03-01,25.2309
2022-03-02,25.2309
2022-03-03,25.2309
2022-03-04,25.2309
2022-03-05,25.2309
2022-03-06,25.2309
2022-03-07,25.2309
2022-03-08,25.2309
2022-03-09,25.2309
2022-03-10,25.2309
2022-03-11,25.2309
2022-03-12,25.2309
2022-03-13,25.2309
2022-03-14,25.2309
2022-03-15,25.2309
2022-03-16,25.2309
2022-03-17,25.2309
2022-03-18,25.2309
2022-03-19,25.2309
2022-03-20,25.2309
2022-03-21,25.2309
2022-03-22,25.2309
2022-03-23,25.2309
2022-03-24,25.2309
2022-03-25,25.2309
2022-03-26,25.2309
2022-03-27,25.2309
2022-03-28,25.2309
2022-03-29,25.2309
2022-03-30,25.2309
2022-03-31,25.2309
2022-04-01,25.2309
2022-04-02,25.0754
2022-04-03,25.0754
2022-04-04,25.0754
2022-04-05,25.0754
2022-04-06,25.0754
2022-04-07,25.0754
2022-04-08,25.0754
2022-04-09,25.0754
2022-04-10,25.0754
2022-04-11,25.0754
