,CC US Equity
,RETURN_COM_EQY
2020-01-01,-5.9894
2020-01-02,-5.9894
2020-01-03,-5.9894
2020-01-04,-5.9894
2020-01-05,-5.9894
2020-01-06,-5.9894
2020-01-07,-5.9894
2020-01-08,-5.9894
2020-01-09,-5.9894
2020-01-10,-5.9894
2020-01-11,-5.9894
2020-01-12,-5.9894
2020-01-13,-5.9894
2020-01-14,-5.9894
2020-01-15,-5.9894
2020-01-16,-5.9894
2020-01-17,-5.9894
2020-01-18,-5.9894
2020-01-19,-5.9894
2020-01-20,-5.9894
2020-01-21,-5.9894
2020-01-22,-5.9894
2020-01-23,-5.9894
2020-01-24,-5.9894
2020-01-25,-5.9894
2020-01-26,-5.9894
2020-01-27,-5.9894
2020-01-28,-5.9894
2020-01-29,-5.9894
2020-01-30,-5.9894
2020-01-31,-5.9894
2020-02-01,-5.9894
2020-02-02,-5.9894
2020-02-03,-5.9894
2020-02-04,-5.9894
2020-02-05,-5.9894
2020-02-06,-5.9894
2020-02-07,-5.9894
2020-02-08,-5.9894
2020-02-09,-5.9894
2020-02-10,-5.9894
2020-02-11,-5.9894
2020-02-12,-5.9894
2020-02-13,-5.9894
2020-02-14,-5.9894
2020-02-15,-5.9894
2020-02-16,-5.9894
2020-02-17,-5.9894
2020-02-18,-5.9894
2020-02-19,-5.9894
2020-02-20,-5.9894
2020-02-21,-5.9894
2020-02-22,-5.9894
2020-02-23,-5.9894
2020-02-24,-5.9894
2020-02-25,-5.9894
2020-02-26,-5.9894
2020-02-27,-5.9894
2020-02-28,-5.9894
2020-02-29,-5.9894
2020-03-01,-5.9894
2020-03-02,-5.9894
2020-03-03,-5.9894
2020-03-04,-5.9894
2020-03-05,-5.9894
2020-03-06,-5.9894
2020-03-07,-5.9894
2020-03-08,-5.9894
2020-03-09,-5.9894
2020-03-10,-5.9894
2020-03-11,-5.9894
2020-03-12,-5.9894
2020-03-13,-5.9894
2020-03-14,-5.9894
2020-03-15,-5.9894
2020-03-16,-5.9894
2020-03-17,-5.9894
2020-03-18,-5.9894
2020-03-19,-5.9894
2020-03-20,-5.9894
2020-03-21,-5.9894
2020-03-22,-5.9894
2020-03-23,-5.9894
2020-03-24,-5.9894
2020-03-25,-5.9894
2020-03-26,-5.9894
2020-03-27,-5.9894
2020-03-28,-5.9894
2020-03-29,-5.9894
2020-03-30,-5.9894
2020-03-31,-6.1433
2020-04-01,-6.1433
2020-04-02,-6.1433
2020-04-03,-6.1433
2020-04-04,-6.1433
2020-04-05,-6.1433
2020-04-06,-6.1433
2020-04-07,-6.1433
2020-04-08,-6.1433
2020-04-09,-6.1433
2020-04-10,-6.1433
2020-04-11,-6.1433
2020-04-12,-6.1433
2020-04-13,-6.1433
2020-04-14,-6.1433
2020-04-15,-6.1433
2020-04-16,-6.1433
2020-04-17,-6.1433
2020-04-18,-6.1433
2020-04-19,-6.1433
2020-04-20,-6.1433
2020-04-21,-6.1433
2020-04-22,-6.1433
2020-04-23,-6.1433
2020-04-24,-6.1433
2020-04-25,-6.1433
2020-04-26,-6.1433
2020-04-27,-6.1433
2020-04-28,-6.1433
2020-04-29,-6.1433
2020-04-30,-6.1433
2020-05-01,-6.1433
2020-05-02,-6.1433
2020-05-03,-6.1433
2020-05-04,-6.1433
2020-05-05,-6.1433
2020-05-06,-6.1433
2020-05-07,-6.1433
2020-05-08,-6.1433
2020-05-09,-6.1433
2020-05-10,-6.1433
2020-05-11,-6.1433
2020-05-12,-6.1433
2020-05-13,-6.1433
2020-05-14,-6.1433
2020-05-15,-6.1433
2020-05-16,-6.1433
2020-05-17,-6.1433
2020-05-18,-6.1433
2020-05-19,-6.1433
2020-05-20,-6.1433
2020-05-21,-6.1433
2020-05-22,-6.1433
2020-05-23,-6.1433
2020-05-24,-6.1433
2020-05-25,-6.1433
2020-05-26,-6.1433
2020-05-27,-6.1433
2020-05-28,-6.1433
2020-05-29,-6.1433
2020-05-30,-6.1433
2020-05-31,-6.1433
2020-06-01,-6.1433
2020-06-02,-6.1433
2020-06-03,-6.1433
2020-06-04,-6.1433
2020-06-05,-6.1433
2020-06-06,-6.1433
2020-06-07,-6.1433
2020-06-08,-6.1433
2020-06-09,-6.1433
2020-06-10,-6.1433
2020-06-11,-6.1433
2020-06-12,-6.1433
2020-06-13,-6.1433
2020-06-14,-6.1433
2020-06-15,-6.1433
2020-06-16,-6.1433
2020-06-17,-6.1433
2020-06-18,-6.1433
2020-06-19,-6.1433
2020-06-20,-6.1433
2020-06-21,-6.1433
2020-06-22,-6.1433
2020-06-23,-6.1433
2020-06-24,-6.1433
2020-06-25,-6.1433
2020-06-26,-6.1433
2020-06-27,-6.1433
2020-06-28,-6.1433
2020-06-29,-6.1433
2020-06-30,-15.8108
2020-07-01,-15.8108
2020-07-02,-15.8108
2020-07-03,-15.8108
2020-07-04,-15.8108
2020-07-05,-15.8108
2020-07-06,-15.8108
2020-07-07,-15.8108
2020-07-08,-15.8108
2020-07-09,-15.8108
2020-07-10,-15.8108
2020-07-11,-15.8108
2020-07-12,-15.8108
2020-07-13,-15.8108
2020-07-14,-15.8108
2020-07-15,-15.8108
2020-07-16,-15.8108
2020-07-17,-15.8108
2020-07-18,-15.8108
2020-07-19,-15.8108
2020-07-20,-15.8108
2020-07-21,-15.8108
2020-07-22,-15.8108
2020-07-23,-15.8108
2020-07-24,-15.8108
2020-07-25,-15.8108
2020-07-26,-15.8108
2020-07-27,-15.8108
2020-07-28,-15.8108
2020-07-29,-15.8108
2020-07-30,-15.8108
2020-07-31,-15.8108
2020-08-01,-15.8108
2020-08-02,-15.8108
2020-08-03,-15.8108
2020-08-04,-15.8108
2020-08-05,-15.8108
2020-08-06,-15.8108
2020-08-07,-15.8108
2020-08-08,-15.8108
2020-08-09,-15.8108
2020-08-10,-15.8108
2020-08-11,-15.8108
2020-08-12,-15.8108
2020-08-13,-15.8108
2020-08-14,-15.8108
2020-08-15,-15.8108
2020-08-16,-15.8108
2020-08-17,-15.8108
2020-08-18,-15.8108
2020-08-19,-15.8108
2020-08-20,-15.8108
2020-08-21,-15.8108
2020-08-22,-15.8108
2020-08-23,-15.8108
2020-08-24,-15.8108
2020-08-25,-15.8108
2020-08-26,-15.8108
2020-08-27,-15.8108
2020-08-28,-15.8108
2020-08-29,-15.8108
2020-08-30,-15.8108
2020-08-31,-15.8108
2020-09-01,-15.8108
2020-09-02,-15.8108
2020-09-03,-15.8108
2020-09-04,-15.8108
2020-09-05,-15.8108
2020-09-06,-15.8108
2020-09-07,-15.8108
2020-09-08,-15.8108
2020-09-09,-15.8108
2020-09-10,-15.8108
2020-09-11,-15.8108
2020-09-12,-15.8108
2020-09-13,-15.8108
2020-09-14,-15.8108
2020-09-15,-15.8108
2020-09-16,-15.8108
2020-09-17,-15.8108
2020-09-18,-15.8108
2020-09-19,-15.8108
2020-09-20,-15.8108
2020-09-21,-15.8108
2020-09-22,-15.8108
2020-09-23,-15.8108
2020-09-24,-15.8108
2020-09-25,-15.8108
2020-09-26,-15.8108
2020-09-27,-15.8108
2020-09-28,-15.8108
2020-09-29,-15.8108
2020-09-30,-14.914
2020-10-01,-14.914
2020-10-02,-14.914
2020-10-03,-14.914
2020-10-04,-14.914
2020-10-05,-14.914
2020-10-06,-14.914
2020-10-07,-14.914
2020-10-08,-14.914
2020-10-09,-14.914
2020-10-10,-14.914
2020-10-11,-14.914
2020-10-12,-14.914
2020-10-13,-14.914
2020-10-14,-14.914
2020-10-15,-14.914
2020-10-16,-14.914
2020-10-17,-14.914
2020-10-18,-14.914
2020-10-19,-14.914
2020-10-20,-14.914
2020-10-21,-14.914
2020-10-22,-14.914
2020-10-23,-14.914
2020-10-24,-14.914
2020-10-25,-14.914
2020-10-26,-14.914
2020-10-27,-14.914
2020-10-28,-14.914
2020-10-29,-14.914
2020-10-30,-14.914
2020-10-31,-14.914
2020-11-01,-14.914
2020-11-02,-14.914
2020-11-03,-14.914
2020-11-04,-14.914
2020-11-05,-14.914
2020-11-06,-14.914
2020-11-07,-14.914
2020-11-08,-14.914
2020-11-09,-14.914
2020-11-10,-14.914
2020-11-11,-14.914
2020-11-12,-14.914
2020-11-13,-14.914
2020-11-14,-14.914
2020-11-15,-14.914
2020-11-16,-14.914
2020-11-17,-14.914
2020-11-18,-14.914
2020-11-19,-14.914
2020-11-20,-14.914
2020-11-21,-14.914
2020-11-22,-14.914
2020-11-23,-14.914
2020-11-24,-14.914
2020-11-25,-14.914
2020-11-26,-14.914
2020-11-27,-14.914
