,SPR US Equity
,RETURN_COM_EQY
2020-01-01,35.3251
2020-01-02,35.3251
2020-01-03,35.3251
2020-01-04,35.3251
2020-01-05,35.3251
2020-01-06,35.3251
2020-01-07,35.3251
2020-01-08,35.3251
2020-01-09,35.3251
2020-01-10,35.3251
2020-01-11,35.3251
2020-01-12,35.3251
2020-01-13,35.3251
2020-01-14,35.3251
2020-01-15,35.3251
2020-01-16,35.3251
2020-01-17,35.3251
2020-01-18,35.3251
2020-01-19,35.3251
2020-01-20,35.3251
2020-01-21,35.3251
2020-01-22,35.3251
2020-01-23,35.3251
2020-01-24,35.3251
2020-01-25,35.3251
2020-01-26,35.3251
2020-01-27,35.3251
2020-01-28,35.3251
2020-01-29,35.3251
2020-01-30,35.3251
2020-01-31,35.3251
2020-02-01,35.3251
2020-02-02,35.3251
2020-02-03,35.3251
2020-02-04,35.3251
2020-02-05,35.3251
2020-02-06,35.3251
2020-02-07,35.3251
2020-02-08,35.3251
2020-02-09,35.3251
2020-02-10,35.3251
2020-02-11,35.3251
2020-02-12,35.3251
2020-02-13,35.3251
2020-02-14,35.3251
2020-02-15,35.3251
2020-02-16,35.3251
2020-02-17,35.3251
2020-02-18,35.3251
2020-02-19,35.3251
2020-02-20,35.3251
2020-02-21,35.3251
2020-02-22,35.3251
2020-02-23,35.3251
2020-02-24,35.3251
2020-02-25,35.3251
2020-02-26,35.3251
2020-02-27,35.3251
2020-02-28,35.3251
2020-02-29,35.3251
2020-03-01,35.3251
2020-03-02,35.3251
2020-03-03,35.3251
2020-03-04,35.3251
2020-03-05,35.3251
2020-03-06,35.3251
2020-03-07,35.3251
2020-03-08,35.3251
2020-03-09,35.3251
2020-03-10,35.3251
2020-03-11,35.3251
2020-03-12,35.3251
2020-03-13,35.3251
2020-03-14,35.3251
2020-03-15,35.3251
2020-03-16,35.3251
2020-03-17,35.3251
2020-03-18,35.3251
2020-03-19,35.3251
2020-03-20,35.3251
2020-03-21,35.3251
2020-03-22,35.3251
2020-03-23,35.3251
2020-03-24,35.3251
2020-03-25,35.3251
2020-03-26,35.3251
2020-03-27,35.3251
2020-03-28,35.3251
2020-03-29,35.3251
2020-03-30,35.3251
2020-03-31,35.3251
2020-04-01,35.3251
2020-04-02,14.6659
2020-04-03,14.6659
2020-04-04,14.6659
2020-04-05,14.6659
2020-04-06,14.6659
2020-04-07,14.6659
2020-04-08,14.6659
2020-04-09,14.6659
2020-04-10,14.6659
2020-04-11,14.6659
2020-04-12,14.6659
2020-04-13,14.6659
2020-04-14,14.6659
2020-04-15,14.6659
2020-04-16,14.6659
2020-04-17,14.6659
2020-04-18,14.6659
2020-04-19,14.6659
2020-04-20,14.6659
2020-04-21,14.6659
2020-04-22,14.6659
2020-04-23,14.6659
2020-04-24,14.6659
2020-04-25,14.6659
2020-04-26,14.6659
2020-04-27,14.6659
2020-04-28,14.6659
2020-04-29,14.6659
2020-04-30,14.6659
2020-05-01,14.6659
2020-05-02,14.6659
2020-05-03,14.6659
2020-05-04,14.6659
2020-05-05,14.6659
2020-05-06,14.6659
2020-05-07,14.6659
2020-05-08,14.6659
2020-05-09,14.6659
2020-05-10,14.6659
2020-05-11,14.6659
2020-05-12,14.6659
2020-05-13,14.6659
2020-05-14,14.6659
2020-05-15,14.6659
2020-05-16,14.6659
2020-05-17,14.6659
2020-05-18,14.6659
2020-05-19,14.6659
2020-05-20,14.6659
2020-05-21,14.6659
2020-05-22,14.6659
2020-05-23,14.6659
2020-05-24,14.6659
2020-05-25,14.6659
2020-05-26,14.6659
2020-05-27,14.6659
2020-05-28,14.6659
2020-05-29,14.6659
2020-05-30,14.6659
2020-05-31,14.6659
2020-06-01,14.6659
2020-06-02,14.6659
2020-06-03,14.6659
2020-06-04,14.6659
2020-06-05,14.6659
2020-06-06,14.6659
2020-06-07,14.6659
2020-06-08,14.6659
2020-06-09,14.6659
2020-06-10,14.6659
2020-06-11,14.6659
2020-06-12,14.6659
2020-06-13,14.6659
2020-06-14,14.6659
2020-06-15,14.6659
2020-06-16,14.6659
2020-06-17,14.6659
2020-06-18,14.6659
2020-06-19,14.6659
2020-06-20,14.6659
2020-06-21,14.6659
2020-06-22,14.6659
2020-06-23,14.6659
2020-06-24,14.6659
2020-06-25,14.6659
2020-06-26,14.6659
2020-06-27,14.6659
2020-06-28,14.6659
2020-06-29,14.6659
2020-06-30,14.6659
2020-07-01,14.6659
2020-07-02,-16.0894
2020-07-03,-16.0894
2020-07-04,-16.0894
2020-07-05,-16.0894
2020-07-06,-16.0894
2020-07-07,-16.0894
2020-07-08,-16.0894
2020-07-09,-16.0894
2020-07-10,-16.0894
2020-07-11,-16.0894
2020-07-12,-16.0894
2020-07-13,-16.0894
2020-07-14,-16.0894
2020-07-15,-16.0894
2020-07-16,-16.0894
2020-07-17,-16.0894
2020-07-18,-16.0894
2020-07-19,-16.0894
2020-07-20,-16.0894
2020-07-21,-16.0894
2020-07-22,-16.0894
2020-07-23,-16.0894
2020-07-24,-16.0894
2020-07-25,-16.0894
2020-07-26,-16.0894
2020-07-27,-16.0894
2020-07-28,-16.0894
2020-07-29,-16.0894
2020-07-30,-16.0894
2020-07-31,-16.0894
2020-08-01,-16.0894
2020-08-02,-16.0894
2020-08-03,-16.0894
2020-08-04,-16.0894
2020-08-05,-16.0894
2020-08-06,-16.0894
2020-08-07,-16.0894
2020-08-08,-16.0894
2020-08-09,-16.0894
2020-08-10,-16.0894
2020-08-11,-16.0894
2020-08-12,-16.0894
2020-08-13,-16.0894
2020-08-14,-16.0894
2020-08-15,-16.0894
2020-08-16,-16.0894
2020-08-17,-16.0894
2020-08-18,-16.0894
2020-08-19,-16.0894
2020-08-20,-16.0894
2020-08-21,-16.0894
2020-08-22,-16.0894
2020-08-23,-16.0894
2020-08-24,-16.0894
2020-08-25,-16.0894
2020-08-26,-16.0894
2020-08-27,-16.0894
2020-08-28,-16.0894
2020-08-29,-16.0894
2020-08-30,-16.0894
2020-08-31,-16.0894
2020-09-01,-16.0894
2020-09-02,-16.0894
2020-09-03,-16.0894
2020-09-04,-16.0894
2020-09-05,-16.0894
2020-09-06,-16.0894
2020-09-07,-16.0894
2020-09-08,-16.0894
2020-09-09,-16.0894
2020-09-10,-16.0894
2020-09-11,-16.0894
2020-09-12,-16.0894
2020-09-13,-16.0894
2020-09-14,-16.0894
2020-09-15,-16.0894
2020-09-16,-16.0894
2020-09-17,-16.0894
2020-09-18,-16.0894
2020-09-19,-16.0894
2020-09-20,-16.0894
2020-09-21,-16.0894
2020-09-22,-16.0894
2020-09-23,-16.0894
2020-09-24,-16.0894
2020-09-25,-16.0894
2020-09-26,-16.0894
2020-09-27,-16.0894
2020-09-28,-16.0894
2020-09-29,-16.0894
2020-09-30,-16.0894
2020-10-01,-36.363
2020-10-02,-36.363
2020-10-03,-36.363
2020-10-04,-36.363
2020-10-05,-36.363
2020-10-06,-36.363
2020-10-07,-36.363
2020-10-08,-36.363
2020-10-09,-36.363
2020-10-10,-36.363
2020-10-11,-36.363
2020-10-12,-36.363
2020-10-13,-36.363
2020-10-14,-36.363
2020-10-15,-36.363
2020-10-16,-36.363
2020-10-17,-36.363
2020-10-18,-36.363
2020-10-19,-36.363
2020-10-20,-36.363
2020-10-21,-36.363
2020-10-22,-36.363
2020-10-23,-36.363
2020-10-24,-36.363
2020-10-25,-36.363
2020-10-26,-36.363
2020-10-27,-36.363
2020-10-28,-36.363
2020-10-29,-36.363
2020-10-30,-36.363
2020-10-31,-36.363
2020-11-01,-36.363
2020-11-02,-36.363
2020-11-03,-36.363
2020-11-04,-36.363
2020-11-05,-36.363
2020-11-06,-36.363
2020-11-07,-36.363
2020-11-08,-36.363
2020-11-09,-36.363
2020-11-10,-36.363
2020-11-11,-36.363
2020-11-12,-36.363
2020-11-13,-36.363
2020-11-14,-36.363
2020-11-15,-36.363
2020-11-16,-36.363
2020-11-17,-36.363
2020-11-18,-36.363
2020-11-19,-36.363
2020-11-20,-36.363
2020-11-21,-36.363
2020-11-22,-36.363
2020-11-23,-36.363
2020-11-24,-36.363
2020-11-25,-36.363
2020-11-26,-36.363
2020-11-27,-36.363
2020-11-28,-36.363
2020-11-29,-36.363
2020-11-30,-36.363
2020-12-01,-36.363
2020-12-02,-36.363
2020-12-03,-36.363
2020-12-04,-36.363
2020-12-05,-36.363
2020-12-06,-36.363
2020-12-07,-36.363
2020-12-08,-36.363
2020-12-09,-36.363
2020-12-10,-36.363
2020-12-11,-36.363
2020-12-12,-36.363
2020-12-13,-36.363
2020-12-14,-36.363
2020-12-15,-36.363
2020-12-16,-36.363
2020-12-17,-36.363
2020-12-18,-36.363
2020-12-19,-36.363
2020-12-20,-36.363
2020-12-21,-36.363
2020-12-22,-36.363
2020-12-23,-36.363
2020-12-24,-36.363
2020-12-25,-36.363
2020-12-26,-36.363
2020-12-27,-36.363
2020-12-28,-36.363
2020-12-29,-36.363
2020-12-30,-36.363
2020-12-31,-66.496
2021-01-01,-66.496
2021-01-02,-66.496
2021-01-03,-66.496
2021-01-04,-66.496
2021-01-05,-66.496
2021-01-06,-66.496
2021-01-07,-66.496
2021-01-08,-66.496
2021-01-09,-66.496
2021-01-10,-66.496
2021-01-11,-66.496
2021-01-12,-66.496
2021-01-13,-66.496
2021-01-14,-66.496
2021-01-15,-66.496
2021-01-16,-66.496
2021-01-17,-66.496
2021-01-18,-66.496
2021-01-19,-66.496
2021-01-20,-66.496
