,ALSN US Equity
,RETURN_COM_EQY
2020-01-01,83.8889
2020-01-02,83.8889
2020-01-03,83.8889
2020-01-04,83.8889
2020-01-05,83.8889
2020-01-06,83.8889
2020-01-07,83.8889
2020-01-08,83.8889
2020-01-09,83.8889
2020-01-10,83.8889
2020-01-11,83.8889
2020-01-12,83.8889
2020-01-13,83.8889
2020-01-14,83.8889
2020-01-15,83.8889
2020-01-16,83.8889
2020-01-17,83.8889
2020-01-18,83.8889
2020-01-19,83.8889
2020-01-20,83.8889
2020-01-21,83.8889
2020-01-22,83.8889
2020-01-23,83.8889
2020-01-24,83.8889
2020-01-25,83.8889
2020-01-26,83.8889
2020-01-27,83.8889
2020-01-28,83.8889
2020-01-29,83.8889
2020-01-30,83.8889
2020-01-31,83.8889
2020-02-01,83.8889
2020-02-02,83.8889
2020-02-03,83.8889
2020-02-04,83.8889
2020-02-05,83.8889
2020-02-06,83.8889
2020-02-07,83.8889
2020-02-08,83.8889
2020-02-09,83.8889
2020-02-10,83.8889
2020-02-11,83.8889
2020-02-12,83.8889
2020-02-13,83.8889
2020-02-14,83.8889
2020-02-15,83.8889
2020-02-16,83.8889
2020-02-17,83.8889
2020-02-18,83.8889
2020-02-19,83.8889
2020-02-20,83.8889
2020-02-21,83.8889
2020-02-22,83.8889
2020-02-23,83.8889
2020-02-24,83.8889
2020-02-25,83.8889
2020-02-26,83.8889
2020-02-27,83.8889
2020-02-28,83.8889
2020-02-29,83.8889
2020-03-01,83.8889
2020-03-02,83.8889
2020-03-03,83.8889
2020-03-04,83.8889
2020-03-05,83.8889
2020-03-06,83.8889
2020-03-07,83.8889
2020-03-08,83.8889
2020-03-09,83.8889
2020-03-10,83.8889
2020-03-11,83.8889
2020-03-12,83.8889
2020-03-13,83.8889
2020-03-14,83.8889
2020-03-15,83.8889
2020-03-16,83.8889
2020-03-17,83.8889
2020-03-18,83.8889
2020-03-19,83.8889
2020-03-20,83.8889
2020-03-21,83.8889
2020-03-22,83.8889
2020-03-23,83.8889
2020-03-24,83.8889
2020-03-25,83.8889
2020-03-26,83.8889
2020-03-27,83.8889
2020-03-28,83.8889
2020-03-29,83.8889
2020-03-30,83.8889
2020-03-31,80.0556
2020-04-01,80.0556
2020-04-02,80.0556
2020-04-03,80.0556
2020-04-04,80.0556
2020-04-05,80.0556
2020-04-06,80.0556
2020-04-07,80.0556
2020-04-08,80.0556
2020-04-09,80.0556
2020-04-10,80.0556
2020-04-11,80.0556
2020-04-12,80.0556
2020-04-13,80.0556
2020-04-14,80.0556
2020-04-15,80.0556
2020-04-16,80.0556
2020-04-17,80.0556
2020-04-18,80.0556
2020-04-19,80.0556
2020-04-20,80.0556
2020-04-21,80.0556
2020-04-22,80.0556
2020-04-23,80.0556
2020-04-24,80.0556
2020-04-25,80.0556
2020-04-26,80.0556
2020-04-27,80.0556
2020-04-28,80.0556
2020-04-29,80.0556
2020-04-30,80.0556
2020-05-01,80.0556
2020-05-02,80.0556
2020-05-03,80.0556
2020-05-04,80.0556
2020-05-05,80.0556
2020-05-06,80.0556
2020-05-07,80.0556
2020-05-08,80.0556
2020-05-09,80.0556
2020-05-10,80.0556
2020-05-11,80.0556
2020-05-12,80.0556
2020-05-13,80.0556
2020-05-14,80.0556
2020-05-15,80.0556
2020-05-16,80.0556
2020-05-17,80.0556
2020-05-18,80.0556
2020-05-19,80.0556
2020-05-20,80.0556
2020-05-21,80.0556
2020-05-22,80.0556
2020-05-23,80.0556
2020-05-24,80.0556
2020-05-25,80.0556
2020-05-26,80.0556
2020-05-27,80.0556
2020-05-28,80.0556
2020-05-29,80.0556
2020-05-30,80.0556
2020-05-31,80.0556
2020-06-01,80.0556
2020-06-02,80.0556
2020-06-03,80.0556
2020-06-04,80.0556
2020-06-05,80.0556
2020-06-06,80.0556
2020-06-07,80.0556
2020-06-08,80.0556
2020-06-09,80.0556
2020-06-10,80.0556
2020-06-11,80.0556
2020-06-12,80.0556
2020-06-13,80.0556
2020-06-14,80.0556
2020-06-15,80.0556
2020-06-16,80.0556
2020-06-17,80.0556
2020-06-18,80.0556
2020-06-19,80.0556
2020-06-20,80.0556
2020-06-21,80.0556
2020-06-22,80.0556
2020-06-23,80.0556
2020-06-24,80.0556
2020-06-25,80.0556
2020-06-26,80.0556
2020-06-27,80.0556
2020-06-28,80.0556
2020-06-29,80.0556
2020-06-30,61.3353
2020-07-01,61.3353
2020-07-02,61.3353
2020-07-03,61.3353
2020-07-04,61.3353
2020-07-05,61.3353
2020-07-06,61.3353
2020-07-07,61.3353
2020-07-08,61.3353
2020-07-09,61.3353
2020-07-10,61.3353
2020-07-11,61.3353
2020-07-12,61.3353
2020-07-13,61.3353
2020-07-14,61.3353
2020-07-15,61.3353
2020-07-16,61.3353
2020-07-17,61.3353
2020-07-18,61.3353
2020-07-19,61.3353
2020-07-20,61.3353
2020-07-21,61.3353
2020-07-22,61.3353
2020-07-23,61.3353
2020-07-24,61.3353
2020-07-25,61.3353
2020-07-26,61.3353
2020-07-27,61.3353
2020-07-28,61.3353
2020-07-29,61.3353
2020-07-30,61.3353
2020-07-31,61.3353
2020-08-01,61.3353
2020-08-02,61.3353
2020-08-03,61.3353
2020-08-04,61.3353
2020-08-05,61.3353
2020-08-06,61.3353
2020-08-07,61.3353
2020-08-08,61.3353
