,MED US Equity
,RETURN_COM_EQY
2020-01-01,72.8398
2020-01-02,72.8398
2020-01-03,72.8398
2020-01-04,72.8398
2020-01-05,72.8398
2020-01-06,72.8398
2020-01-07,72.8398
2020-01-08,72.8398
2020-01-09,72.8398
2020-01-10,72.8398
2020-01-11,72.8398
2020-01-12,72.8398
2020-01-13,72.8398
2020-01-14,72.8398
2020-01-15,72.8398
2020-01-16,72.8398
2020-01-17,72.8398
2020-01-18,72.8398
2020-01-19,72.8398
2020-01-20,72.8398
2020-01-21,72.8398
2020-01-22,72.8398
2020-01-23,72.8398
2020-01-24,72.8398
2020-01-25,72.8398
2020-01-26,72.8398
2020-01-27,72.8398
2020-01-28,72.8398
2020-01-29,72.8398
2020-01-30,72.8398
2020-01-31,72.8398
2020-02-01,72.8398
2020-02-02,72.8398
2020-02-03,72.8398
2020-02-04,72.8398
2020-02-05,72.8398
2020-02-06,72.8398
2020-02-07,72.8398
2020-02-08,72.8398
2020-02-09,72.8398
2020-02-10,72.8398
2020-02-11,72.8398
2020-02-12,72.8398
2020-02-13,72.8398
2020-02-14,72.8398
2020-02-15,72.8398
2020-02-16,72.8398
2020-02-17,72.8398
2020-02-18,72.8398
2020-02-19,72.8398
2020-02-20,72.8398
2020-02-21,72.8398
2020-02-22,72.8398
2020-02-23,72.8398
2020-02-24,72.8398
2020-02-25,72.8398
2020-02-26,72.8398
2020-02-27,72.8398
2020-02-28,72.8398
2020-02-29,72.8398
2020-03-01,72.8398
2020-03-02,72.8398
2020-03-03,72.8398
2020-03-04,72.8398
2020-03-05,72.8398
2020-03-06,72.8398
2020-03-07,72.8398
2020-03-08,72.8398
2020-03-09,72.8398
2020-03-10,72.8398
2020-03-11,72.8398
2020-03-12,72.8398
2020-03-13,72.8398
2020-03-14,72.8398
2020-03-15,72.8398
2020-03-16,72.8398
2020-03-17,72.8398
2020-03-18,72.8398
2020-03-19,72.8398
2020-03-20,72.8398
2020-03-21,72.8398
2020-03-22,72.8398
2020-03-23,72.8398
2020-03-24,72.8398
2020-03-25,72.8398
2020-03-26,72.8398
2020-03-27,72.8398
2020-03-28,72.8398
2020-03-29,72.8398
2020-03-30,72.8398
2020-03-31,64.9807
2020-04-01,64.9807
2020-04-02,64.9807
2020-04-03,64.9807
2020-04-04,64.9807
2020-04-05,64.9807
2020-04-06,64.9807
2020-04-07,64.9807
2020-04-08,64.9807
2020-04-09,64.9807
2020-04-10,64.9807
2020-04-11,64.9807
2020-04-12,64.9807
2020-04-13,64.9807
2020-04-14,64.9807
2020-04-15,64.9807
2020-04-16,64.9807
2020-04-17,64.9807
2020-04-18,64.9807
2020-04-19,64.9807
2020-04-20,64.9807
2020-04-21,64.9807
2020-04-22,64.9807
2020-04-23,64.9807
2020-04-24,64.9807
2020-04-25,64.9807
2020-04-26,64.9807
2020-04-27,64.9807
2020-04-28,64.9807
2020-04-29,64.9807
2020-04-30,64.9807
2020-05-01,64.9807
2020-05-02,64.9807
2020-05-03,64.9807
2020-05-04,64.9807
2020-05-05,64.9807
2020-05-06,64.9807
2020-05-07,64.9807
2020-05-08,64.9807
2020-05-09,64.9807
2020-05-10,64.9807
2020-05-11,64.9807
2020-05-12,64.9807
2020-05-13,64.9807
2020-05-14,64.9807
2020-05-15,64.9807
2020-05-16,64.9807
2020-05-17,64.9807
2020-05-18,64.9807
2020-05-19,64.9807
2020-05-20,64.9807
2020-05-21,64.9807
2020-05-22,64.9807
2020-05-23,64.9807
2020-05-24,64.9807
2020-05-25,64.9807
2020-05-26,64.9807
2020-05-27,64.9807
2020-05-28,64.9807
2020-05-29,64.9807
2020-05-30,64.9807
2020-05-31,64.9807
2020-06-01,64.9807
2020-06-02,64.9807
2020-06-03,64.9807
2020-06-04,64.9807
2020-06-05,64.9807
2020-06-06,64.9807
2020-06-07,64.9807
2020-06-08,64.9807
2020-06-09,64.9807
2020-06-10,64.9807
2020-06-11,64.9807
2020-06-12,64.9807
2020-06-13,64.9807
2020-06-14,64.9807
2020-06-15,64.9807
2020-06-16,64.9807
2020-06-17,64.9807
2020-06-18,64.9807
2020-06-19,64.9807
2020-06-20,64.9807
2020-06-21,64.9807
2020-06-22,64.9807
2020-06-23,64.9807
2020-06-24,64.9807
2020-06-25,64.9807
2020-06-26,64.9807
2020-06-27,64.9807
2020-06-28,64.9807
2020-06-29,64.9807
2020-06-30,62.7742
2020-07-01,62.7742
2020-07-02,62.7742
2020-07-03,62.7742
2020-07-04,62.7742
2020-07-05,62.7742
2020-07-06,62.7742
2020-07-07,62.7742
2020-07-08,62.7742
2020-07-09,62.7742
2020-07-10,62.7742
2020-07-11,62.7742
2020-07-12,62.7742
2020-07-13,62.7742
2020-07-14,62.7742
2020-07-15,62.7742
2020-07-16,62.7742
2020-07-17,62.7742
2020-07-18,62.7742
2020-07-19,62.7742
2020-07-20,62.7742
2020-07-21,62.7742
2020-07-22,62.7742
2020-07-23,62.7742
2020-07-24,62.7742
2020-07-25,62.7742
2020-07-26,62.7742
2020-07-27,62.7742
2020-07-28,62.7742
2020-07-29,62.7742
2020-07-30,62.7742
2020-07-31,62.7742
2020-08-01,62.7742
2020-08-02,62.7742
2020-08-03,62.7742
2020-08-04,62.7742
2020-08-05,62.7742
2020-08-06,62.7742
2020-08-07,62.7742
2020-08-08,62.7742
2020-08-09,62.7742
2020-08-10,62.7742
2020-08-11,62.7742
2020-08-12,62.7742
2020-08-13,62.7742
2020-08-14,62.7742
2020-08-15,62.7742
2020-08-16,62.7742
2020-08-17,62.7742
2020-08-18,62.7742
2020-08-19,62.7742
2020-08-20,62.7742
2020-08-21,62.7742
2020-08-22,62.7742
2020-08-23,62.7742
2020-08-24,62.7742
2020-08-25,62.7742
2020-08-26,62.7742
2020-08-27,62.7742
2020-08-28,62.7742
2020-08-29,62.7742
2020-08-30,62.7742
2020-08-31,62.7742
2020-09-01,62.7742
2020-09-02,62.7742
2020-09-03,62.7742
2020-09-04,62.7742
2020-09-05,62.7742
2020-09-06,62.7742
2020-09-07,62.7742
2020-09-08,62.7742
2020-09-09,62.7742
2020-09-10,62.7742
2020-09-11,62.7742
2020-09-12,62.7742
2020-09-13,62.7742
2020-09-14,62.7742
2020-09-15,62.7742
2020-09-16,62.7742
2020-09-17,62.7742
2020-09-18,62.7742
2020-09-19,62.7742
2020-09-20,62.7742
2020-09-21,62.7742
2020-09-22,62.7742
2020-09-23,62.7742
2020-09-24,62.7742
2020-09-25,62.7742
2020-09-26,62.7742
2020-09-27,62.7742
2020-09-28,62.7742
2020-09-29,62.7742
2020-09-30,75.4305
2020-10-01,75.4305
2020-10-02,75.4305
2020-10-03,75.4305
2020-10-04,75.4305
2020-10-05,75.4305
2020-10-06,75.4305
2020-10-07,75.4305
2020-10-08,75.4305
2020-10-09,75.4305
2020-10-10,75.4305
2020-10-11,75.4305
2020-10-12,75.4305
2020-10-13,75.4305
2020-10-14,75.4305
2020-10-15,75.4305
2020-10-16,75.4305
2020-10-17,75.4305
2020-10-18,75.4305
2020-10-19,75.4305
2020-10-20,75.4305
2020-10-21,75.4305
2020-10-22,75.4305
2020-10-23,75.4305
2020-10-24,75.4305
2020-10-25,75.4305
2020-10-26,75.4305
2020-10-27,75.4305
2020-10-28,75.4305
2020-10-29,75.4305
2020-10-30,75.4305
2020-10-31,75.4305
2020-11-01,75.4305
2020-11-02,75.4305
2020-11-03,75.4305
2020-11-04,75.4305
2020-11-05,75.4305
2020-11-06,75.4305
2020-11-07,75.4305
