,NTAP US Equity
2021-05-26,157.4973
2021-05-27,157.4973
2021-05-28,157.4973
2021-05-29,157.4973
2021-05-30,157.4973
2021-05-31,157.4973
2021-06-01,157.4973
2021-06-02,157.4973
2021-06-03,157.4973
2021-06-04,157.4973
2021-06-05,157.4973
2021-06-06,157.4973
2021-06-07,157.4973
2021-06-08,157.4973
2021-06-09,157.4973
2021-06-10,157.4973
2021-06-11,157.4973
2021-06-12,157.4973
2021-06-13,157.4973
2021-06-14,157.4973
2021-06-15,157.4973
2021-06-16,157.4973
2021-06-17,157.4973
2021-06-18,157.4973
2021-06-19,157.4973
2021-06-20,157.4973
2021-06-21,157.4973
2021-06-22,157.4973
2021-06-23,157.4973
2021-06-24,157.4973
2021-06-25,157.4973
2021-06-26,157.4973
2021-06-27,157.4973
2021-06-28,157.4973
2021-06-29,157.4973
2021-06-30,157.4973
2021-07-01,157.4973
2021-07-02,157.4973
2021-07-03,157.4973
2021-07-04,157.4973
2021-07-05,157.4973
2021-07-06,157.4973
2021-07-07,157.4973
2021-07-08,157.4973
2021-07-09,157.4973
2021-07-10,157.4973
2021-07-11,157.4973
2021-07-12,157.4973
2021-07-13,157.4973
2021-07-14,157.4973
2021-07-15,157.4973
2021-07-16,157.4973
2021-07-17,157.4973
2021-07-18,157.4973
2021-07-19,157.4973
2021-07-20,157.4973
2021-07-21,157.4973
2021-07-22,157.4973
2021-07-23,157.4973
2021-07-24,157.4973
2021-07-25,157.4973
2021-07-26,157.4973
2021-07-27,157.4973
2021-07-28,157.4973
2021-07-29,157.4973
2021-07-30,170.3187
2021-07-31,170.3187
2021-08-01,170.3187
2021-08-02,170.3187
2021-08-03,170.3187
2021-08-04,170.3187
2021-08-05,170.3187
2021-08-06,170.3187
2021-08-07,170.3187
2021-08-08,170.3187
2021-08-09,170.3187
2021-08-10,170.3187
2021-08-11,170.3187
2021-08-12,170.3187
2021-08-13,170.3187
2021-08-14,170.3187
2021-08-15,170.3187
2021-08-16,170.3187
2021-08-17,170.3187
2021-08-18,170.3187
2021-08-19,170.3187
2021-08-20,170.3187
2021-08-21,170.3187
2021-08-22,170.3187
2021-08-23,170.3187
2021-08-24,170.3187
2021-08-25,170.3187
2021-08-26,170.3187
2021-08-27,170.3187
2021-08-28,170.3187
2021-08-29,170.3187
2021-08-30,170.3187
2021-08-31,170.3187
2021-09-01,170.3187
2021-09-02,170.3187
2021-09-03,170.3187
2021-09-04,170.3187
2021-09-05,170.3187
2021-09-06,170.3187
2021-09-07,170.3187
2021-09-08,170.3187
2021-09-09,170.3187
2021-09-10,170.3187
2021-09-11,170.3187
2021-09-12,170.3187
2021-09-13,170.3187
2021-09-14,170.3187
2021-09-15,170.3187
2021-09-16,170.3187
2021-09-17,170.3187
2021-09-18,170.3187
2021-09-19,170.3187
2021-09-20,170.3187
2021-09-21,170.3187
2021-09-22,170.3187
2021-09-23,170.3187
2021-09-24,170.3187
2021-09-25,170.3187
2021-09-26,170.3187
2021-09-27,170.3187
2021-09-28,170.3187
2021-09-29,170.3187
2021-09-30,170.3187
2021-10-01,170.3187
2021-10-02,170.3187
2021-10-03,170.3187
2021-10-04,170.3187
2021-10-05,170.3187
2021-10-06,170.3187
2021-10-07,170.3187
2021-10-08,170.3187
2021-10-09,170.3187
2021-10-10,170.3187
2021-10-11,170.3187
2021-10-12,170.3187
2021-10-13,170.3187
2021-10-14,170.3187
2021-10-15,170.3187
2021-10-16,170.3187
2021-10-17,170.3187
2021-10-18,170.3187
2021-10-19,170.3187
2021-10-20,170.3187
2021-10-21,170.3187
2021-10-22,170.3187
2021-10-23,170.3187
2021-10-24,170.3187
2021-10-25,170.3187
2021-10-26,170.3187
2021-10-27,170.3187
2021-10-28,170.3187
2021-10-29,166.8733
2021-10-30,166.8733
2021-10-31,166.8733
2021-11-01,166.8733
2021-11-02,166.8733
2021-11-03,166.8733
2021-11-04,166.8733
2021-11-05,166.8733
2021-11-06,166.8733
2021-11-07,166.8733
2021-11-08,166.8733
2021-11-09,166.8733
2021-11-10,166.8733
2021-11-11,166.8733
2021-11-12,166.8733
2021-11-13,166.8733
2021-11-14,166.8733
2021-11-15,166.8733
2021-11-16,166.8733
2021-11-17,166.8733
2021-11-18,166.8733
2021-11-19,166.8733
2021-11-20,166.8733
2021-11-21,166.8733
2021-11-22,166.8733
2021-11-23,166.8733
2021-11-24,166.8733
2021-11-25,166.8733
2021-11-26,166.8733
2021-11-27,166.8733
2021-11-28,166.8733
2021-11-29,166.8733
2021-11-30,166.8733
2021-12-01,166.8733
2021-12-02,166.8733
2021-12-03,166.8733
2021-12-04,166.8733
2021-12-05,166.8733
2021-12-06,166.8733
2021-12-07,166.8733
2021-12-08,166.8733
2021-12-09,166.8733
2021-12-10,166.8733
2021-12-11,166.8733
2021-12-12,166.8733
2021-12-13,166.8733
2021-12-14,166.8733
2021-12-15,166.8733
2021-12-16,166.8733
2021-12-17,166.8733
2021-12-18,166.8733
2021-12-19,166.8733
2021-12-20,166.8733
2021-12-21,166.8733
2021-12-22,166.8733
2021-12-23,166.8733
2021-12-24,166.8733
2021-12-25,166.8733
2021-12-26,166.8733
2021-12-27,166.8733
2021-12-28,166.8733
2021-12-29,166.8733
2021-12-30,166.8733
2021-12-31,166.8733
2022-01-01,166.8733
2022-01-02,166.8733
2022-01-03,166.8733
2022-01-04,166.8733
2022-01-05,166.8733
2022-01-06,166.8733
2022-01-07,166.8733
2022-01-08,166.8733
2022-01-09,166.8733
2022-01-10,166.8733
2022-01-11,166.8733
2022-01-12,166.8733
2022-01-13,166.8733
2022-01-14,166.8733
2022-01-15,166.8733
2022-01-16,166.8733
2022-01-17,166.8733
2022-01-18,166.8733
2022-01-19,166.8733
2022-01-20,166.8733
2022-01-21,166.8733
2022-01-22,166.8733
2022-01-23,166.8733
2022-01-24,166.8733
2022-01-25,166.8733
2022-01-26,166.8733
2022-01-27,166.8733
2022-01-28,148.8235
2022-01-29,148.8235
2022-01-30,148.8235
2022-01-31,148.8235
2022-02-01,148.8235
2022-02-02,148.8235
2022-02-03,148.8235
2022-02-04,148.8235
2022-02-05,148.8235
2022-02-06,148.8235
2022-02-07,148.8235
2022-02-08,148.8235
2022-02-09,148.8235
2022-02-10,148.8235
2022-02-11,148.8235
2022-02-12,148.8235
2022-02-13,148.8235
2022-02-14,148.8235
2022-02-15,148.8235
2022-02-16,148.8235
2022-02-17,148.8235
2022-02-18,148.8235
2022-02-19,148.8235
2022-02-20,148.8235
2022-02-21,148.8235
2022-02-22,148.8235
2022-02-23,148.8235
2022-02-24,148.8235
2022-02-25,148.8235
2022-02-26,148.8235
2022-02-27,148.8235
2022-02-28,148.8235
2022-03-01,148.8235
2022-03-02,148.8235
2022-03-03,148.8235
2022-03-04,148.8235
2022-03-05,148.8235
2022-03-06,148.8235
2022-03-07,148.8235
2022-03-08,148.8235
2022-03-09,148.8235
2022-03-10,148.8235
2022-03-11,148.8235
2022-03-12,148.8235
2022-03-13,148.8235
2022-03-14,148.8235
2022-03-15,148.8235
2022-03-16,148.8235
2022-03-17,148.8235
2022-03-18,148.8235
2022-03-19,148.8235
2022-03-20,148.8235
2022-03-21,148.8235
2022-03-22,148.8235
2022-03-23,148.8235
2022-03-24,148.8235
2022-03-25,148.8235
2022-03-26,148.8235
2022-03-27,148.8235
2022-03-28,148.8235
2022-03-29,148.8235
2022-03-30,148.8235
2022-03-31,148.8235
2022-04-01,148.8235
2022-04-02,148.8235
2022-04-03,148.8235
2022-04-04,148.8235
2022-04-05,148.8235
2022-04-06,148.8235
2022-04-07,148.8235
2022-04-08,148.8235
2022-04-09,148.8235
2022-04-10,148.8235
2022-04-11,148.8235
2022-04-12,148.8235
2022-04-13,148.8235
2022-04-14,148.8235
2022-04-15,148.8235
2022-04-16,148.8235
2022-04-17,148.8235
2022-04-18,148.8235
2022-04-19,148.8235
2022-04-20,148.8235
2022-04-21,148.8235
2022-04-22,148.8235
2022-04-23,148.8235
2022-04-24,148.8235
2022-04-25,148.8235
2022-04-26,148.8235
2022-04-27,148.8235
2022-04-28,148.8235
2022-04-29,123.0466
2022-04-30,123.0466
2022-05-01,123.0466
2022-05-02,123.0466
2022-05-03,123.0466
2022-05-04,123.0466
2022-05-05,123.0466
2022-05-06,123.0466
2022-05-07,123.0466
2022-05-08,123.0466
2022-05-09,123.0466
2022-05-10,123.0466
2022-05-11,123.0466
2022-05-12,123.0466
2022-05-13,123.0466
2022-05-14,123.0466
2022-05-15,123.0466
2022-05-16,123.0466
2022-05-17,123.0466
2022-05-18,123.0466
2022-05-19,123.0466
2022-05-20,123.0466
2022-05-21,123.0466
2022-05-22,123.0466
2022-05-23,123.0466
2022-05-24,123.0466
2022-05-25,123.0466
2022-05-26,123.0466
2022-05-27,123.0466
2022-05-28,123.0466
2022-05-29,123.0466
2022-05-30,123.0466
2022-05-31,123.0466
2022-06-01,123.0466
2022-06-02,123.0466
2022-06-03,123.0466
2022-06-04,123.0466
2022-06-05,123.0466
2022-06-06,123.0466
2022-06-07,123.0466
2022-06-08,123.0466
2022-06-09,123.0466
2022-06-10,123.0466
2022-06-11,123.0466
2022-06-12,123.0466
2022-06-13,123.0466
2022-06-14,123.0466
2022-06-15,123.0466
2022-06-16,123.0466
2022-06-17,123.0466
2022-06-18,123.0466
2022-06-19,123.0466
2022-06-20,123.0466
2022-06-21,123.0466
2022-06-22,123.0466
2022-06-23,123.0466
2022-06-24,123.0466
2022-06-25,123.0466
2022-06-26,123.0466
2022-06-27,123.0466
2022-06-28,123.0466
2022-06-29,123.0466
2022-06-30,123.0466
2022-07-01,123.0466
2022-07-02,123.0466
2022-07-03,123.0466
2022-07-04,123.0466
2022-07-05,123.0466
2022-07-06,123.0466
2022-07-07,123.0466
2022-07-08,123.0466
2022-07-09,123.0466
2022-07-10,123.0466
2022-07-11,123.0466
2022-07-12,123.0466
2022-07-13,123.0466
2022-07-14,123.0466
2022-07-15,123.0466
2022-07-16,123.0466
2022-07-17,123.0466
2022-07-18,123.0466
2022-07-19,123.0466
2022-07-20,123.0466
2022-07-21,123.0466
2022-07-22,123.0466
2022-07-23,123.0466
2022-07-24,123.0466
2022-07-25,123.0466
2022-07-26,123.0466
2022-07-27,123.0466
2022-07-28,123.0466
2022-07-29,137.8359
2022-07-30,137.8359
2022-07-31,137.8359
2022-08-01,137.8359
2022-08-02,137.8359
2022-08-03,137.8359
2022-08-04,137.8359
2022-08-05,137.8359
2022-08-06,137.8359
2022-08-07,137.8359
2022-08-08,137.8359
2022-08-09,137.8359
2022-08-10,137.8359
2022-08-11,137.8359
2022-08-12,137.8359
2022-08-13,137.8359
2022-08-14,137.8359
2022-08-15,137.8359
2022-08-16,137.8359
2022-08-17,137.8359
2022-08-18,137.8359
2022-08-19,137.8359
2022-08-20,137.8359
2022-08-21,137.8359
2022-08-22,137.8359
2022-08-23,137.8359
2022-08-24,137.8359
2022-08-25,137.8359
2022-08-26,137.8359
2022-08-27,137.8359
2022-08-28,137.8359
2022-08-29,137.8359
2022-08-30,137.8359
2022-08-31,137.8359
2022-09-01,137.8359
2022-09-02,137.8359
2022-09-03,137.8359
2022-09-04,137.8359
2022-09-05,137.8359
2022-09-06,137.8359
2022-09-07,137.8359
2022-09-08,137.8359
2022-09-09,137.8359
2022-09-10,137.8359
2022-09-11,137.8359
2022-09-12,137.8359
2022-09-13,137.8359
2022-09-14,137.8359
2022-09-15,137.8359
2022-09-16,137.8359
2022-09-17,137.8359
2022-09-18,137.8359
2022-09-19,137.8359
2022-09-20,137.8359
2022-09-21,137.8359
2022-09-22,137.8359
2022-09-23,137.8359
2022-09-24,137.8359
2022-09-25,137.8359
2022-09-26,137.8359
2022-09-27,137.8359
2022-09-28,137.8359
2022-09-29,137.8359
2022-09-30,137.8359
2022-10-01,137.8359
2022-10-02,137.8359
2022-10-03,137.8359
2022-10-04,137.8359
2022-10-05,137.8359
2022-10-06,137.8359
2022-10-07,137.8359
2022-10-08,137.8359
2022-10-09,137.8359
2022-10-10,137.8359
2022-10-11,137.8359
2022-10-12,137.8359
2022-10-13,137.8359
2022-10-14,137.8359
2022-10-15,137.8359
2022-10-16,137.8359
2022-10-17,137.8359
2022-10-18,137.8359
2022-10-19,137.8359
2022-10-20,137.8359
2022-10-21,137.8359
2022-10-22,137.8359
2022-10-23,137.8359
2022-10-24,137.8359
2022-10-25,137.8359
2022-10-26,137.8359
2022-10-27,137.8359
2022-10-28,150.4335
2022-10-29,150.4335
2022-10-30,150.4335
2022-10-31,150.4335
2022-11-01,150.4335
2022-11-02,150.4335
2022-11-03,150.4335
2022-11-04,150.4335
2022-11-05,150.4335
2022-11-06,150.4335
2022-11-07,150.4335
2022-11-08,150.4335
2022-11-09,150.4335
2022-11-10,150.4335
2022-11-11,150.4335
2022-11-12,150.4335
2022-11-13,150.4335
2022-11-14,150.4335
2022-11-15,150.4335
2022-11-16,150.4335
2022-11-17,150.4335
2022-11-18,150.4335
2022-11-19,150.4335
2022-11-20,150.4335
2022-11-21,150.4335
2022-11-22,150.4335
2022-11-23,150.4335
2022-11-24,150.4335
2022-11-25,150.4335
2022-11-26,150.4335
2022-11-27,150.4335
2022-11-28,150.4335
2022-11-29,150.4335
2022-11-30,150.4335
2022-12-01,150.4335
2022-12-02,150.4335
2022-12-03,150.4335
2022-12-04,150.4335
2022-12-05,150.4335
2022-12-06,150.4335
2022-12-07,150.4335
2022-12-08,150.4335
2022-12-09,150.4335
2022-12-10,150.4335
2022-12-11,150.4335
2022-12-12,150.4335
2022-12-13,150.4335
2022-12-14,150.4335
2022-12-15,150.4335
2022-12-16,150.4335
2022-12-17,150.4335
2022-12-18,150.4335
2022-12-19,150.4335
2022-12-20,150.4335
2022-12-21,150.4335
2022-12-22,150.4335
2022-12-23,150.4335
2022-12-24,150.4335
2022-12-25,150.4335
2022-12-26,150.4335
2022-12-27,150.4335
2022-12-28,150.4335
2022-12-29,150.4335
2022-12-30,150.4335
2022-12-31,150.4335
2023-01-01,150.4335
2023-01-02,150.4335
2023-01-03,150.4335
2023-01-04,150.4335
2023-01-05,150.4335
2023-01-06,150.4335
2023-01-07,150.4335
2023-01-08,150.4335
2023-01-09,150.4335
2023-01-10,150.4335
2023-01-11,150.4335
2023-01-12,150.4335
2023-01-13,150.4335
2023-01-14,150.4335
2023-01-15,150.4335
2023-01-16,150.4335
2023-01-17,150.4335
2023-01-18,150.4335
2023-01-19,150.4335
2023-01-20,150.4335
2023-01-21,150.4335
2023-01-22,150.4335
2023-01-23,150.4335
2023-01-24,150.4335
2023-01-25,150.4335
2023-01-26,150.4335
2023-01-27,129.8387
2023-01-28,129.8387
2023-01-29,129.8387
2023-01-30,129.8387
2023-01-31,129.8387
2023-02-01,129.8387
2023-02-02,129.8387
2023-02-03,129.8387
2023-02-04,129.8387
2023-02-05,129.8387
2023-02-06,129.8387
2023-02-07,129.8387
2023-02-08,129.8387
2023-02-09,129.8387
2023-02-10,129.8387
2023-02-11,129.8387
2023-02-12,129.8387
2023-02-13,129.8387
2023-02-14,129.8387
2023-02-15,129.8387
2023-02-16,129.8387
2023-02-17,129.8387
2023-02-18,129.8387
2023-02-19,129.8387
2023-02-20,129.8387
2023-02-21,129.8387
2023-02-22,129.8387
2023-02-23,129.8387
2023-02-24,129.8387
2023-02-25,129.8387
2023-02-26,129.8387
2023-02-27,129.8387
2023-02-28,129.8387
2023-03-01,129.8387
2023-03-02,129.8387
2023-03-03,129.8387
2023-03-04,129.8387
2023-03-05,129.8387
2023-03-06,129.8387
2023-03-07,129.8387
2023-03-08,129.8387
2023-03-09,129.8387
2023-03-10,129.8387
2023-03-11,129.8387
2023-03-12,129.8387
2023-03-13,129.8387
2023-03-14,129.8387
2023-03-15,129.8387
2023-03-16,129.8387
2023-03-17,129.8387
