,IR US Equity
2023-02-19,6.646
2023-02-20,6.646
2023-02-21,6.646
2023-02-22,6.646
2023-02-23,6.646
2023-02-24,6.646
2023-02-25,6.646
2023-02-26,6.646
2023-02-27,6.646
2023-02-28,6.646
2023-03-01,6.646
2023-03-02,6.646
2023-03-03,6.646
2023-03-04,6.646
2023-03-05,6.646
2023-03-06,6.646
2023-03-07,6.646
2023-03-08,6.646
2023-03-09,6.646
2023-03-10,6.646
2023-03-11,6.646
2023-03-12,6.646
2023-03-13,6.646
2023-03-14,6.646
2023-03-15,6.646
2023-03-16,6.646
2023-03-17,6.646
2023-03-18,6.646
2023-03-19,6.646
2023-03-20,6.646
2023-03-21,6.646
2023-03-22,6.646
2023-03-23,6.646
2023-03-24,6.646
2023-03-25,6.646
2023-03-26,6.646
2023-03-27,6.646
2023-03-28,6.646
2023-03-29,6.646
2023-03-30,6.646
2023-03-31,7.2323
2023-04-01,7.2323
2023-04-02,7.2323
2023-04-03,7.2323
2023-04-04,7.2323
2023-04-05,7.2323
2023-04-06,7.2323
2023-04-07,7.2323
2023-04-08,7.2323
2023-04-09,7.2323
2023-04-10,7.2323
2023-04-11,7.2323
2023-04-12,7.2323
2023-04-13,7.2323
2023-04-14,7.2323
2023-04-15,7.2323
2023-04-16,7.2323
2023-04-17,7.2323
2023-04-18,7.2323
2023-04-19,7.2323
2023-04-20,7.2323
2023-04-21,7.2323
2023-04-22,7.2323
2023-04-23,7.2323
2023-04-24,7.2323
2023-04-25,7.2323
2023-04-26,7.2323
2023-04-27,7.2323
2023-04-28,7.2323
2023-04-29,7.2323
2023-04-30,7.2323
2023-05-01,7.2323
2023-05-02,7.2323
2023-05-03,7.2323
2023-05-04,7.2323
2023-05-05,7.2323
2023-05-06,7.2323
2023-05-07,7.2323
2023-05-08,7.2323
2023-05-09,7.2323
2023-05-10,7.2323
2023-05-11,7.2323
2023-05-12,7.2323
2023-05-13,7.2323
2023-05-14,7.2323
2023-05-15,7.2323
2023-05-16,7.2323
2023-05-17,7.2323
2023-05-18,7.2323
2023-05-19,7.2323
2023-05-20,7.2323
2023-05-21,7.2323
2023-05-22,7.2323
2023-05-23,7.2323
2023-05-24,7.2323
2023-05-25,7.2323
2023-05-26,7.2323
2023-05-27,7.2323
2023-05-28,7.2323
2023-05-29,7.2323
2023-05-30,7.2323
2023-05-31,7.2323
2023-06-01,7.2323
2023-06-02,7.2323
2023-06-03,7.2323
2023-06-04,7.2323
2023-06-05,7.2323
2023-06-06,7.2323
2023-06-07,7.2323
2023-06-08,7.2323
2023-06-09,7.2323
2023-06-10,7.2323
2023-06-11,7.2323
2023-06-12,7.2323
2023-06-13,7.2323
2023-06-14,7.2323
2023-06-15,7.2323
2023-06-16,7.2323
2023-06-17,7.2323
2023-06-18,7.2323
2023-06-19,7.2323
2023-06-20,7.2323
2023-06-21,7.2323
2023-06-22,7.2323
2023-06-23,7.2323
2023-06-24,7.2323
2023-06-25,7.2323
2023-06-26,7.2323
2023-06-27,7.2323
2023-06-28,7.2323
2023-06-29,7.2323
2023-06-30,7.7299
2023-07-01,7.7299
2023-07-02,7.7299
2023-07-03,7.7299
2023-07-04,7.7299
2023-07-05,7.7299
2023-07-06,7.7299
2023-07-07,7.7299
2023-07-08,7.7299
2023-07-09,7.7299
2023-07-10,7.7299
2023-07-11,7.7299
2023-07-12,7.7299
2023-07-13,7.7299
2023-07-14,7.7299
2023-07-15,7.7299
2023-07-16,7.7299
2023-07-17,7.7299
2023-07-18,7.7299
2023-07-19,7.7299
2023-07-20,7.7299
2023-07-21,7.7299
2023-07-22,7.7299
2023-07-23,7.7299
2023-07-24,7.7299
2023-07-25,7.7299
2023-07-26,7.7299
2023-07-27,7.7299
2023-07-28,7.7299
2023-07-29,7.7299
2023-07-30,7.7299
2023-07-31,7.7299
2023-08-01,7.7299
2023-08-02,7.7299
2023-08-03,7.7299
2023-08-04,7.7299
2023-08-05,7.7299
2023-08-06,7.7299
2023-08-07,7.7299
2023-08-08,7.7299
2023-08-09,7.7299
2023-08-10,7.7299
2023-08-11,7.7299
2023-08-12,7.7299
2023-08-13,7.7299
2023-08-14,7.7299
2023-08-15,7.7299
2023-08-16,7.7299
2023-08-17,7.7299
2023-08-18,7.7299
2023-08-19,7.7299
2023-08-20,7.7299
2023-08-21,7.7299
2023-08-22,7.7299
2023-08-23,7.7299
2023-08-24,7.7299
2023-08-25,7.7299
2023-08-26,7.7299
2023-08-27,7.7299
2023-08-28,7.7299
2023-08-29,7.7299
2023-08-30,7.7299
2023-08-31,7.7299
2023-09-01,7.7299
2023-09-02,7.7299
2023-09-03,7.7299
2023-09-04,7.7299
2023-09-05,7.7299
2023-09-06,7.7299
2023-09-07,7.7299
2023-09-08,7.7299
2023-09-09,7.7299
2023-09-10,7.7299
2023-09-11,7.7299
2023-09-12,7.7299
2023-09-13,7.7299
2023-09-14,7.7299
2023-09-15,7.7299
2023-09-16,7.7299
2023-09-17,7.7299
2023-09-18,7.7299
2023-09-19,7.7299
2023-09-20,7.7299
2023-09-21,7.7299
2023-09-22,7.7299
2023-09-23,7.7299
2023-09-24,7.7299
2023-09-25,7.7299
2023-09-26,7.7299
2023-09-27,7.7299
2023-09-28,7.7299
2023-09-29,7.7299
2023-09-30,8.3726
2023-10-01,8.3726
2023-10-02,8.3726
2023-10-03,8.3726
2023-10-04,8.3726
2023-10-05,8.3726
2023-10-06,8.3726
2023-10-07,8.3726
2023-10-08,8.3726
2023-10-09,8.3726
2023-10-10,8.3726
2023-10-11,8.3726
2023-10-12,8.3726
2023-10-13,8.3726
2023-10-14,8.3726
2023-10-15,8.3726
2023-10-16,8.3726
2023-10-17,8.3726
2023-10-18,8.3726
2023-10-19,8.3726
2023-10-20,8.3726
2023-10-21,8.3726
2023-10-22,8.3726
2023-10-23,8.3726
2023-10-24,8.3726
2023-10-25,8.3726
2023-10-26,8.3726
2023-10-27,8.3726
2023-10-28,8.3726
2023-10-29,8.3726
2023-10-30,8.3726
2023-10-31,8.3726
2023-11-01,8.3726
2023-11-02,8.3726
2023-11-03,8.3726
2023-11-04,8.3726
2023-11-05,8.3726
2023-11-06,8.3726
2023-11-07,8.3726
2023-11-08,8.3726
2023-11-09,8.3726
2023-11-10,8.3726
2023-11-11,8.3726
2023-11-12,8.3726
2023-11-13,8.3726
2023-11-14,8.3726
2023-11-15,8.3726
2023-11-16,8.3726
2023-11-17,8.3726
2023-11-18,8.3726
2023-11-19,8.3726
2023-11-20,8.3726
2023-11-21,8.3726
2023-11-22,8.3726
2023-11-23,8.3726
2023-11-24,8.3726
2023-11-25,8.3726
2023-11-26,8.3726
2023-11-27,8.3726
2023-11-28,8.3726
2023-11-29,8.3726
2023-11-30,8.3726
2023-12-01,8.3726
2023-12-02,8.3726
2023-12-03,8.3726
2023-12-04,8.3726
2023-12-05,8.3726
2023-12-06,8.3726
2023-12-07,8.3726
2023-12-08,8.3726
2023-12-09,8.3726
2023-12-10,8.3726
2023-12-11,8.3726
2023-12-12,8.3726
2023-12-13,8.3726
2023-12-14,8.3726
2023-12-15,8.3726
2023-12-16,8.3726
2023-12-17,8.3726
2023-12-18,8.3726
2023-12-19,8.3726
2023-12-20,8.3726
2023-12-21,8.3726
2023-12-22,8.3726
2023-12-23,8.3726
2023-12-24,8.3726
2023-12-25,8.3726
2023-12-26,8.3726
2023-12-27,8.3726
2023-12-28,8.3726
2023-12-29,8.3726
2023-12-30,8.3726
2023-12-31,8.2057
2024-01-01,8.2057
2024-01-02,8.2057
2024-01-03,8.2057
2024-01-04,8.2057
2024-01-05,8.2057
2024-01-06,8.2057
2024-01-07,8.2057
2024-01-08,8.2057
2024-01-09,8.2057
2024-01-10,8.2057
2024-01-11,8.2057
2024-01-12,8.2057
2024-01-13,8.2057
2024-01-14,8.2057
2024-01-15,8.2057
2024-01-16,8.2057
2024-01-17,8.2057
2024-01-18,8.2057
2024-01-19,8.2057
2024-01-20,8.2057
2024-01-21,8.2057
2024-01-22,8.2057
2024-01-23,8.2057
2024-01-24,8.2057
2024-01-25,8.2057
2024-01-26,8.2057
2024-01-27,8.2057
2024-01-28,8.2057
2024-01-29,8.2057
2024-01-30,8.2057
2024-01-31,8.2057
2024-02-01,8.2057
2024-02-02,8.2057
2024-02-03,8.2057
2024-02-04,8.2057
2024-02-05,8.2057
2024-02-06,8.2057
2024-02-07,8.2057
2024-02-08,8.2057
2024-02-09,8.2057
2024-02-10,8.2057
2024-02-11,8.2057
2024-02-12,8.2057
2024-02-13,8.2057
2024-02-14,8.2057
2024-02-15,8.2057
2024-02-16,8.2057
2024-02-17,8.2057
2024-02-18,8.2057
2024-02-19,8.2057
2024-02-20,8.2057
2024-02-21,8.2057
2024-02-22,8.2057
2024-02-23,8.2057
2024-02-24,8.2057
2024-02-25,8.2057
2024-02-26,8.2057
2024-02-27,8.2057
2024-02-28,8.2057
2024-02-29,8.2057
2024-03-01,8.2057
2024-03-02,8.2057
2024-03-03,8.2057
2024-03-04,8.2057
2024-03-05,8.2057
2024-03-06,8.2057
2024-03-07,8.2057
2024-03-08,8.2057
2024-03-09,8.2057
2024-03-10,8.2057
2024-03-11,8.2057
2024-03-12,8.2057
2024-03-13,8.2057
2024-03-14,8.2057
2024-03-15,8.2057
2024-03-16,8.2057
2024-03-17,8.2057
2024-03-18,8.2057
2024-03-19,8.2057
2024-03-20,8.2057
2024-03-21,8.2057
2024-03-22,8.2057
2024-03-23,8.2057
2024-03-24,8.2057
2024-03-25,8.2057
2024-03-26,8.2057
2024-03-27,8.2057
2024-03-28,8.2057
2024-03-29,8.2057
2024-03-30,8.2057
2024-03-31,8.2057
2024-04-01,8.2057
2024-04-02,8.2057
2024-04-03,8.2057
2024-04-04,8.2057
2024-04-05,8.2057
2024-04-06,8.2057
2024-04-07,8.2057
2024-04-08,8.2057
