,HUBG US Equity
2020-10-08,7.2607
2020-10-09,7.2607
2020-10-10,7.2607
2020-10-11,7.2607
2020-10-12,7.2607
2020-10-13,7.2607
2020-10-14,7.2607
2020-10-15,7.2607
2020-10-16,7.2607
2020-10-17,7.2607
2020-10-18,7.2607
2020-10-19,7.2607
2020-10-20,7.2607
2020-10-21,7.2607
2020-10-22,7.2607
2020-10-23,7.2607
2020-10-24,7.2607
2020-10-25,7.2607
2020-10-26,7.2607
2020-10-27,7.2607
2020-10-28,7.2607
2020-10-29,7.2607
2020-10-30,7.2607
2020-10-31,7.2607
2020-11-01,7.2607
2020-11-02,7.2607
2020-11-03,7.2607
2020-11-04,7.2607
2020-11-05,7.2607
2020-11-06,7.2607
2020-11-07,7.2607
2020-11-08,7.2607
2020-11-09,7.2607
2020-11-10,7.2607
2020-11-11,7.2607
2020-11-12,7.2607
2020-11-13,7.2607
2020-11-14,7.2607
2020-11-15,7.2607
2020-11-16,7.2607
2020-11-17,7.2607
2020-11-18,7.2607
2020-11-19,7.2607
2020-11-20,7.2607
2020-11-21,7.2607
2020-11-22,7.2607
2020-11-23,7.2607
2020-11-24,7.2607
2020-11-25,7.2607
2020-11-26,7.2607
2020-11-27,7.2607
2020-11-28,7.2607
2020-11-29,7.2607
2020-11-30,7.2607
2020-12-01,7.2607
2020-12-02,7.2607
2020-12-03,7.2607
2020-12-04,7.2607
2020-12-05,7.2607
2020-12-06,7.2607
2020-12-07,7.2607
2020-12-08,7.2607
2020-12-09,7.2607
2020-12-10,7.2607
2020-12-11,7.2607
2020-12-12,7.2607
2020-12-13,7.2607
2020-12-14,7.2607
2020-12-15,7.2607
2020-12-16,7.2607
2020-12-17,7.2607
2020-12-18,7.2607
2020-12-19,7.2607
2020-12-20,7.2607
2020-12-21,7.2607
2020-12-22,7.2607
2020-12-23,7.2607
2020-12-24,7.2607
2020-12-25,7.2607
2020-12-26,7.2607
2020-12-27,7.2607
2020-12-28,7.2607
2020-12-29,7.2607
2020-12-30,7.2607
2020-12-31,6.5878
2021-01-01,6.5878
2021-01-02,6.5878
2021-01-03,6.5878
2021-01-04,6.5878
2021-01-05,6.5878
2021-01-06,6.5878
2021-01-07,6.5878
2021-01-08,6.5878
2021-01-09,6.5878
2021-01-10,6.5878
2021-01-11,6.5878
2021-01-12,6.5878
2021-01-13,6.5878
2021-01-14,6.5878
2021-01-15,6.5878
2021-01-16,6.5878
2021-01-17,6.5878
2021-01-18,6.5878
2021-01-19,6.5878
2021-01-20,6.5878
2021-01-21,6.5878
2021-01-22,6.5878
2021-01-23,6.5878
2021-01-24,6.5878
2021-01-25,6.5878
2021-01-26,6.5878
2021-01-27,6.5878
2021-01-28,6.5878
2021-01-29,6.5878
2021-01-30,6.5878
2021-01-31,6.5878
2021-02-01,6.5878
2021-02-02,6.5878
2021-02-03,6.5878
2021-02-04,6.5878
2021-02-05,6.5878
2021-02-06,6.5878
2021-02-07,6.5878
2021-02-08,6.5878
2021-02-09,6.5878
2021-02-10,6.5878
2021-02-11,6.5878
2021-02-12,6.5878
2021-02-13,6.5878
2021-02-14,6.5878
2021-02-15,6.5878
2021-02-16,6.5878
2021-02-17,6.5878
2021-02-18,6.5878
2021-02-19,6.5878
2021-02-20,6.5878
2021-02-21,6.5878
2021-02-22,6.5878
2021-02-23,6.5878
2021-02-24,6.5878
2021-02-25,6.5878
2021-02-26,6.5878
2021-02-27,6.5878
2021-02-28,6.5878
2021-03-01,6.5878
2021-03-02,6.5878
2021-03-03,6.5878
2021-03-04,6.5878
2021-03-05,6.5878
2021-03-06,6.5878
2021-03-07,6.5878
2021-03-08,6.5878
2021-03-09,6.5878
2021-03-10,6.5878
2021-03-11,6.5878
2021-03-12,6.5878
2021-03-13,6.5878
2021-03-14,6.5878
2021-03-15,6.5878
2021-03-16,6.5878
2021-03-17,6.5878
2021-03-18,6.5878
2021-03-19,6.5878
2021-03-20,6.5878
2021-03-21,6.5878
2021-03-22,6.5878
2021-03-23,6.5878
2021-03-24,6.5878
2021-03-25,6.5878
2021-03-26,6.5878
2021-03-27,6.5878
2021-03-28,6.5878
2021-03-29,6.5878
2021-03-30,6.5878
2021-03-31,6.8473
2021-04-01,6.8473
2021-04-02,6.8473
2021-04-03,6.8473
2021-04-04,6.8473
2021-04-05,6.8473
2021-04-06,6.8473
2021-04-07,6.8473
2021-04-08,6.8473
2021-04-09,6.8473
2021-04-10,6.8473
2021-04-11,6.8473
2021-04-12,6.8473
2021-04-13,6.8473
2021-04-14,6.8473
2021-04-15,6.8473
2021-04-16,6.8473
2021-04-17,6.8473
2021-04-18,6.8473
2021-04-19,6.8473
2021-04-20,6.8473
2021-04-21,6.8473
2021-04-22,6.8473
2021-04-23,6.8473
2021-04-24,6.8473
2021-04-25,6.8473
2021-04-26,6.8473
2021-04-27,6.8473
2021-04-28,6.8473
2021-04-29,6.8473
2021-04-30,6.8473
2021-05-01,6.8473
2021-05-02,6.8473
2021-05-03,6.8473
2021-05-04,6.8473
2021-05-05,6.8473
2021-05-06,6.8473
2021-05-07,6.8473
2021-05-08,6.8473
2021-05-09,6.8473
2021-05-10,6.8473
2021-05-11,6.8473
2021-05-12,6.8473
2021-05-13,6.8473
2021-05-14,6.8473
2021-05-15,6.8473
2021-05-16,6.8473
2021-05-17,6.8473
2021-05-18,6.8473
2021-05-19,6.8473
2021-05-20,6.8473
2021-05-21,6.8473
2021-05-22,6.8473
2021-05-23,6.8473
2021-05-24,6.8473
2021-05-25,6.8473
2021-05-26,6.8473
2021-05-27,6.8473
2021-05-28,6.8473
2021-05-29,6.8473
2021-05-30,6.8473
2021-05-31,6.8473
2021-06-01,6.8473
2021-06-02,6.8473
2021-06-03,6.8473
2021-06-04,6.8473
2021-06-05,6.8473
2021-06-06,6.8473
2021-06-07,6.8473
2021-06-08,6.8473
2021-06-09,6.8473
2021-06-10,6.8473
2021-06-11,6.8473
2021-06-12,6.8473
2021-06-13,6.8473
2021-06-14,6.8473
2021-06-15,6.8473
2021-06-16,6.8473
2021-06-17,6.8473
2021-06-18,6.8473
2021-06-19,6.8473
2021-06-20,6.8473
2021-06-21,6.8473
2021-06-22,6.8473
2021-06-23,6.8473
2021-06-24,6.8473
2021-06-25,6.8473
2021-06-26,6.8473
2021-06-27,6.8473
2021-06-28,6.8473
2021-06-29,6.8473
2021-06-30,7.8681
2021-07-01,7.8681
2021-07-02,7.8681
2021-07-03,7.8681
2021-07-04,7.8681
2021-07-05,7.8681
2021-07-06,7.8681
2021-07-07,7.8681
2021-07-08,7.8681
2021-07-09,7.8681
2021-07-10,7.8681
2021-07-11,7.8681
2021-07-12,7.8681
2021-07-13,7.8681
2021-07-14,7.8681
2021-07-15,7.8681
2021-07-16,7.8681
2021-07-17,7.8681
2021-07-18,7.8681
2021-07-19,7.8681
2021-07-20,7.8681
2021-07-21,7.8681
2021-07-22,7.8681
2021-07-23,7.8681
2021-07-24,7.8681
2021-07-25,7.8681
2021-07-26,7.8681
2021-07-27,7.8681
2021-07-28,7.8681
2021-07-29,7.8681
2021-07-30,7.8681
2021-07-31,7.8681
2021-08-01,7.8681
2021-08-02,7.8681
2021-08-03,7.8681
2021-08-04,7.8681
2021-08-05,7.8681
2021-08-06,7.8681
2021-08-07,7.8681
2021-08-08,7.8681
2021-08-09,7.8681
2021-08-10,7.8681
2021-08-11,7.8681
2021-08-12,7.8681
2021-08-13,7.8681
2021-08-14,7.8681
2021-08-15,7.8681
2021-08-16,7.8681
2021-08-17,7.8681
2021-08-18,7.8681
2021-08-19,7.8681
2021-08-20,7.8681
2021-08-21,7.8681
2021-08-22,7.8681
2021-08-23,7.8681
2021-08-24,7.8681
2021-08-25,7.8681
2021-08-26,7.8681
2021-08-27,7.8681
2021-08-28,7.8681
2021-08-29,7.8681
2021-08-30,7.8681
2021-08-31,7.8681
2021-09-01,7.8681
2021-09-02,7.8681
2021-09-03,7.8681
2021-09-04,7.8681
2021-09-05,7.8681
2021-09-06,7.8681
2021-09-07,7.8681
2021-09-08,7.8681
2021-09-09,7.8681
2021-09-10,7.8681
2021-09-11,7.8681
2021-09-12,7.8681
2021-09-13,7.8681
2021-09-14,7.8681
2021-09-15,7.8681
2021-09-16,7.8681
2021-09-17,7.8681
2021-09-18,7.8681
2021-09-19,7.8681
2021-09-20,7.8681
2021-09-21,7.8681
2021-09-22,7.8681
2021-09-23,7.8681
2021-09-24,7.8681
2021-09-25,7.8681
2021-09-26,7.8681
2021-09-27,7.8681
2021-09-28,7.8681
2021-09-29,7.8681
2021-09-30,9.1667
2021-10-01,9.1667
2021-10-02,9.1667
2021-10-03,9.1667
2021-10-04,9.1667
2021-10-05,9.1667
2021-10-06,9.1667
2021-10-07,9.1667
2021-10-08,9.1667
2021-10-09,9.1667
2021-10-10,9.1667
2021-10-11,9.1667
2021-10-12,9.1667
2021-10-13,9.1667
2021-10-14,9.1667
2021-10-15,9.1667
2021-10-16,9.1667
2021-10-17,9.1667
2021-10-18,9.1667
2021-10-19,9.1667
2021-10-20,9.1667
2021-10-21,9.1667
2021-10-22,9.1667
2021-10-23,9.1667
2021-10-24,9.1667
2021-10-25,9.1667
2021-10-26,9.1667
2021-10-27,9.1667
2021-10-28,9.1667
2021-10-29,9.1667
2021-10-30,9.1667
2021-10-31,9.1667
2021-11-01,9.1667
2021-11-02,9.1667
2021-11-03,9.1667
2021-11-04,9.1667
2021-11-05,9.1667
2021-11-06,9.1667
2021-11-07,9.1667
2021-11-08,9.1667
2021-11-09,9.1667
2021-11-10,9.1667
2021-11-11,9.1667
2021-11-12,9.1667
2021-11-13,9.1667
2021-11-14,9.1667
2021-11-15,9.1667
2021-11-16,9.1667
2021-11-17,9.1667
2021-11-18,9.1667
2021-11-19,9.1667
2021-11-20,9.1667
2021-11-21,9.1667
2021-11-22,9.1667
2021-11-23,9.1667
2021-11-24,9.1667
2021-11-25,9.1667
2021-11-26,9.1667
2021-11-27,9.1667
2021-11-28,9.1667
2021-11-29,9.1667
2021-11-30,9.1667
2021-12-01,9.1667
2021-12-02,9.1667
2021-12-03,9.1667
2021-12-04,9.1667
2021-12-05,9.1667
2021-12-06,9.1667
2021-12-07,9.1667
2021-12-08,9.1667
2021-12-09,9.1667
2021-12-10,9.1667
2021-12-11,9.1667
2021-12-12,9.1667
2021-12-13,9.1667
2021-12-14,9.1667
2021-12-15,9.1667
2021-12-16,9.1667
2021-12-17,9.1667
2021-12-18,9.1667
2021-12-19,9.1667
2021-12-20,9.1667
2021-12-21,9.1667
2021-12-22,9.1667
2021-12-23,9.1667
2021-12-24,9.1667
2021-12-25,9.1667
2021-12-26,9.1667
2021-12-27,9.1667
2021-12-28,9.1667
2021-12-29,9.1667
2021-12-30,9.1667
2021-12-31,13.7276
2022-01-01,13.7276
2022-01-02,13.7276
2022-01-03,13.7276
2022-01-04,13.7276
2022-01-05,13.7276
2022-01-06,13.7276
2022-01-07,13.7276
2022-01-08,13.7276
2022-01-09,13.7276
2022-01-10,13.7276
2022-01-11,13.7276
2022-01-12,13.7276
2022-01-13,13.7276
2022-01-14,13.7276
2022-01-15,13.7276
2022-01-16,13.7276
2022-01-17,13.7276
2022-01-18,13.7276
2022-01-19,13.7276
2022-01-20,13.7276
2022-01-21,13.7276
2022-01-22,13.7276
2022-01-23,13.7276
2022-01-24,13.7276
2022-01-25,13.7276
2022-01-26,13.7276
2022-01-27,13.7276
2022-01-28,13.7276
2022-01-29,13.7276
2022-01-30,13.7276
2022-01-31,13.7276
2022-02-01,13.7276
2022-02-02,13.7276
2022-02-03,13.7276
2022-02-04,13.7276
2022-02-05,13.7276
2022-02-06,13.7276
2022-02-07,13.7276
2022-02-08,13.7276
2022-02-09,13.7276
2022-02-10,13.7276
2022-02-11,13.7276
2022-02-12,13.7276
2022-02-13,13.7276
2022-02-14,13.7276
2022-02-15,13.7276
2022-02-16,13.7276
2022-02-17,13.7276
2022-02-18,13.7276
2022-02-19,13.7276
2022-02-20,13.7276
2022-02-21,13.7276
2022-02-22,13.7276
2022-02-23,13.7276
2022-02-24,13.7276
2022-02-25,13.7276
2022-02-26,13.7276
2022-02-27,13.7276
2022-02-28,13.7276
2022-03-01,13.7276
2022-03-02,13.7276
2022-03-03,13.7276
2022-03-04,13.7276
2022-03-05,13.7276
2022-03-06,13.7276
2022-03-07,13.7276
2022-03-08,13.7276
2022-03-09,13.7276
2022-03-10,13.7276
2022-03-11,13.7276
2022-03-12,13.7276
2022-03-13,13.7276
2022-03-14,13.7276
2022-03-15,13.7276
2022-03-16,13.7276
2022-03-17,13.7276
2022-03-18,13.7276
2022-03-19,13.7276
2022-03-20,13.7276
2022-03-21,13.7276
2022-03-22,13.7276
2022-03-23,13.7276
2022-03-24,13.7276
2022-03-25,13.7276
2022-03-26,13.7276
2022-03-27,13.7276
2022-03-28,13.7276
2022-03-29,13.7276
2022-03-30,13.7276
2022-03-31,18.5711
2022-04-01,18.5711
2022-04-02,18.5711
2022-04-03,18.5711
2022-04-04,18.5711
2022-04-05,18.5711
2022-04-06,18.5711
2022-04-07,18.5711
2022-04-08,18.5711
2022-04-09,18.5711
2022-04-10,18.5711
2022-04-11,18.5711
2022-04-12,18.5711
2022-04-13,18.5711
2022-04-14,18.5711
2022-04-15,18.5711
2022-04-16,18.5711
2022-04-17,18.5711
2022-04-18,18.5711
2022-04-19,18.5711
2022-04-20,18.5711
2022-04-21,18.5711
2022-04-22,18.5711
2022-04-23,18.5711
2022-04-24,18.5711
2022-04-25,18.5711
2022-04-26,18.5711
2022-04-27,18.5711
2022-04-28,18.5711
2022-04-29,18.5711
2022-04-30,18.5711
2022-05-01,18.5711
2022-05-02,18.5711
2022-05-03,18.5711
2022-05-04,18.5711
2022-05-05,18.5711
2022-05-06,18.5711
2022-05-07,18.5711
2022-05-08,18.5711
2022-05-09,18.5711
2022-05-10,18.5711
2022-05-11,18.5711
2022-05-12,18.5711
2022-05-13,18.5711
2022-05-14,18.5711
2022-05-15,18.5711
2022-05-16,18.5711
2022-05-17,18.5711
2022-05-18,18.5711
2022-05-19,18.5711
2022-05-20,18.5711
2022-05-21,18.5711
2022-05-22,18.5711
2022-05-23,18.5711
2022-05-24,18.5711
2022-05-25,18.5711
2022-05-26,18.5711
2022-05-27,18.5711
2022-05-28,18.5711
2022-05-29,18.5711
2022-05-30,18.5711
2022-05-31,18.5711
2022-06-01,18.5711
2022-06-02,18.5711
2022-06-03,18.5711
2022-06-04,18.5711
2022-06-05,18.5711
2022-06-06,18.5711
2022-06-07,18.5711
2022-06-08,18.5711
2022-06-09,18.5711
2022-06-10,18.5711
2022-06-11,18.5711
2022-06-12,18.5711
2022-06-13,18.5711
2022-06-14,18.5711
2022-06-15,18.5711
2022-06-16,18.5711
2022-06-17,18.5711
2022-06-18,18.5711
2022-06-19,18.5711
2022-06-20,18.5711
2022-06-21,18.5711
2022-06-22,18.5711
2022-06-23,18.5711
2022-06-24,18.5711
2022-06-25,18.5711
2022-06-26,18.5711
2022-06-27,18.5711
2022-06-28,18.5711
2022-06-29,18.5711
2022-06-30,23.1926
2022-07-01,23.1926
2022-07-02,23.1926
2022-07-03,23.1926
2022-07-04,23.1926
2022-07-05,23.1926
2022-07-06,23.1926
2022-07-07,23.1926
2022-07-08,23.1926
2022-07-09,23.1926
2022-07-10,23.1926
2022-07-11,23.1926
2022-07-12,23.1926
2022-07-13,23.1926
2022-07-14,23.1926
2022-07-15,23.1926
2022-07-16,23.1926
2022-07-17,23.1926
2022-07-18,23.1926
2022-07-19,23.1926
2022-07-20,23.1926
2022-07-21,23.1926
2022-07-22,23.1926
2022-07-23,23.1926
2022-07-24,23.1926
2022-07-25,23.1926
2022-07-26,23.1926
2022-07-27,23.1926
2022-07-28,23.1926
2022-07-29,23.1926
2022-07-30,23.1926
2022-07-31,23.1926
2022-08-01,23.1926
2022-08-02,23.1926
2022-08-03,23.1926
2022-08-04,23.1926
2022-08-05,23.1926
2022-08-06,23.1926
2022-08-07,23.1926
2022-08-08,23.1926
2022-08-09,23.1926
2022-08-10,23.1926
2022-08-11,23.1926
2022-08-12,23.1926
2022-08-13,23.1926
2022-08-14,23.1926
2022-08-15,23.1926
2022-08-16,23.1926
2022-08-17,23.1926
2022-08-18,23.1926
2022-08-19,23.1926
2022-08-20,23.1926
2022-08-21,23.1926
2022-08-22,23.1926
2022-08-23,23.1926
2022-08-24,23.1926
2022-08-25,23.1926
2022-08-26,23.1926
2022-08-27,23.1926
2022-08-28,23.1926
2022-08-29,23.1926
2022-08-30,23.1926
2022-08-31,23.1926
2022-09-01,23.1926
2022-09-02,23.1926
2022-09-03,23.1926
2022-09-04,23.1926
2022-09-05,23.1926
2022-09-06,23.1926
2022-09-07,23.1926
2022-09-08,23.1926
2022-09-09,23.1926
2022-09-10,23.1926
2022-09-11,23.1926
2022-09-12,23.1926
2022-09-13,23.1926
2022-09-14,23.1926
2022-09-15,23.1926
2022-09-16,23.1926
2022-09-17,23.1926
2022-09-18,23.1926
2022-09-19,23.1926
2022-09-20,23.1926
2022-09-21,23.1926
2022-09-22,23.1926
2022-09-23,23.1926
2022-09-24,23.1926
2022-09-25,23.1926
2022-09-26,23.1926
2022-09-27,23.1926
2022-09-28,23.1926
2022-09-29,23.1926
2022-09-30,26.1127
2022-10-01,26.1127
2022-10-02,26.1127
2022-10-03,26.1127
2022-10-04,26.1127
2022-10-05,26.1127
2022-10-06,26.1127
2022-10-07,26.1127
2022-10-08,26.1127
2022-10-09,26.1127
2022-10-10,26.1127
2022-10-11,26.1127
2022-10-12,26.1127
2022-10-13,26.1127
2022-10-14,26.1127
2022-10-15,26.1127
2022-10-16,26.1127
2022-10-17,26.1127
2022-10-18,26.1127
2022-10-19,26.1127
2022-10-20,26.1127
2022-10-21,26.1127
2022-10-22,26.1127
2022-10-23,26.1127
2022-10-24,26.1127
2022-10-25,26.1127
2022-10-26,26.1127
2022-10-27,26.1127
2022-10-28,26.1127
2022-10-29,26.1127
2022-10-30,26.1127
2022-10-31,26.1127
2022-11-01,26.1127
2022-11-02,26.1127
2022-11-03,26.1127
2022-11-04,26.1127
2022-11-05,26.1127
2022-11-06,26.1127
2022-11-07,26.1127
2022-11-08,26.1127
2022-11-09,26.1127
2022-11-10,26.1127
2022-11-11,26.1127
2022-11-12,26.1127
2022-11-13,26.1127
2022-11-14,26.1127
2022-11-15,26.1127
2022-11-16,26.1127
2022-11-17,26.1127
2022-11-18,26.1127
2022-11-19,26.1127
2022-11-20,26.1127
2022-11-21,26.1127
2022-11-22,26.1127
2022-11-23,26.1127
2022-11-24,26.1127
2022-11-25,26.1127
2022-11-26,26.1127
2022-11-27,26.1127
2022-11-28,26.1127
2022-11-29,26.1127
2022-11-30,26.1127
2022-12-01,26.1127
2022-12-02,26.1127
2022-12-03,26.1127
2022-12-04,26.1127
2022-12-05,26.1127
2022-12-06,26.1127
2022-12-07,26.1127
2022-12-08,26.1127
2022-12-09,26.1127
2022-12-10,26.1127
2022-12-11,26.1127
2022-12-12,26.1127
2022-12-13,26.1127
2022-12-14,26.1127
2022-12-15,26.1127
2022-12-16,26.1127
2022-12-17,26.1127
2022-12-18,26.1127
2022-12-19,26.1127
2022-12-20,26.1127
2022-12-21,26.1127
2022-12-22,26.1127
2022-12-23,26.1127
2022-12-24,26.1127
2022-12-25,26.1127
2022-12-26,26.1127
2022-12-27,26.1127
2022-12-28,26.1127
2022-12-29,26.1127
2022-12-30,26.1127
2022-12-31,24.2829
2023-01-01,24.2829
2023-01-02,24.2829
2023-01-03,24.2829
2023-01-04,24.2829
2023-01-05,24.2829
2023-01-06,24.2829
2023-01-07,24.2829
2023-01-08,24.2829
2023-01-09,24.2829
2023-01-10,24.2829
2023-01-11,24.2829
2023-01-12,24.2829
2023-01-13,24.2829
2023-01-14,24.2829
2023-01-15,24.2829
2023-01-16,24.2829
2023-01-17,24.2829
2023-01-18,24.2829
2023-01-19,24.2829
2023-01-20,24.2829
2023-01-21,24.2829
2023-01-22,24.2829
2023-01-23,24.2829
2023-01-24,24.2829
2023-01-25,24.2829
2023-01-26,24.2829
2023-01-27,24.2829
2023-01-28,24.2829
2023-01-29,24.2829
2023-01-30,24.2829
2023-01-31,24.2829
2023-02-01,24.2829
2023-02-02,24.2829
2023-02-03,24.2829
2023-02-04,24.2829
2023-02-05,24.2829
2023-02-06,24.2829
2023-02-07,24.2829
2023-02-08,24.2829
2023-02-09,24.2829
2023-02-10,24.2829
2023-02-11,24.2829
2023-02-12,24.2829
2023-02-13,24.2829
2023-02-14,24.2829
2023-02-15,24.2829
2023-02-16,24.2829
2023-02-17,24.2829
2023-02-18,24.2829
2023-02-19,24.2829
2023-02-20,24.2829
2023-02-21,24.2829
2023-02-22,24.2829
2023-02-23,24.2829
2023-02-24,24.2829
2023-02-25,24.2829
2023-02-26,24.2829
2023-02-27,24.2829
2023-02-28,24.2829
2023-03-01,24.2829
2023-03-02,24.2829
2023-03-03,24.2829
2023-03-04,24.2829
2023-03-05,24.2829
2023-03-06,24.2829
2023-03-07,24.2829
2023-03-08,24.2829
