,BALY US Equity
2023-01-07,-35.2002
2023-01-08,-35.2002
2023-01-09,-35.2002
2023-01-10,-35.2002
2023-01-11,-35.2002
2023-01-12,-35.2002
2023-01-13,-35.2002
2023-01-14,-35.2002
2023-01-15,-35.2002
2023-01-16,-35.2002
2023-01-17,-35.2002
2023-01-18,-35.2002
2023-01-19,-35.2002
2023-01-20,-35.2002
2023-01-21,-35.2002
2023-01-22,-35.2002
2023-01-23,-35.2002
2023-01-24,-35.2002
2023-01-25,-35.2002
2023-01-26,-35.2002
2023-01-27,-35.2002
2023-01-28,-35.2002
2023-01-29,-35.2002
2023-01-30,-35.2002
2023-01-31,-35.2002
2023-02-01,-35.2002
2023-02-02,-35.2002
2023-02-03,-35.2002
2023-02-04,-35.2002
2023-02-05,-35.2002
2023-02-06,-35.2002
2023-02-07,-35.2002
2023-02-08,-35.2002
2023-02-09,-35.2002
2023-02-10,-35.2002
2023-02-11,-35.2002
2023-02-12,-35.2002
2023-02-13,-35.2002
2023-02-14,-35.2002
2023-02-15,-35.2002
2023-02-16,-35.2002
2023-02-17,-35.2002
2023-02-18,-35.2002
2023-02-19,-35.2002
2023-02-20,-35.2002
2023-02-21,-35.2002
2023-02-22,-35.2002
2023-02-23,-35.2002
2023-02-24,-35.2002
2023-02-25,-35.2002
2023-02-26,-35.2002
2023-02-27,-35.2002
2023-02-28,-35.2002
2023-03-01,-35.2002
2023-03-02,-35.2002
2023-03-03,-35.2002
2023-03-04,-35.2002
2023-03-05,-35.2002
2023-03-06,-35.2002
2023-03-07,-35.2002
2023-03-08,-35.2002
2023-03-09,-35.2002
2023-03-10,-35.2002
2023-03-11,-35.2002
2023-03-12,-35.2002
2023-03-13,-35.2002
2023-03-14,-35.2002
2023-03-15,-35.2002
2023-03-16,-35.2002
2023-03-17,-35.2002
2023-03-18,-35.2002
2023-03-19,-35.2002
2023-03-20,-35.2002
2023-03-21,-35.2002
2023-03-22,-35.2002
2023-03-23,-35.2002
2023-03-24,-35.2002
2023-03-25,-35.2002
2023-03-26,-35.2002
2023-03-27,-35.2002
2023-03-28,-35.2002
2023-03-29,-35.2002
2023-03-30,-35.2002
2023-03-31,-19.3953
2023-04-01,-19.3953
2023-04-02,-19.3953
2023-04-03,-19.3953
2023-04-04,-19.3953
2023-04-05,-19.3953
2023-04-06,-19.3953
2023-04-07,-19.3953
2023-04-08,-19.3953
2023-04-09,-19.3953
2023-04-10,-19.3953
2023-04-11,-19.3953
2023-04-12,-19.3953
2023-04-13,-19.3953
2023-04-14,-19.3953
2023-04-15,-19.3953
2023-04-16,-19.3953
2023-04-17,-19.3953
2023-04-18,-19.3953
2023-04-19,-19.3953
2023-04-20,-19.3953
2023-04-21,-19.3953
2023-04-22,-19.3953
2023-04-23,-19.3953
2023-04-24,-19.3953
2023-04-25,-19.3953
2023-04-26,-19.3953
2023-04-27,-19.3953
2023-04-28,-19.3953
2023-04-29,-19.3953
2023-04-30,-19.3953
2023-05-01,-19.3953
2023-05-02,-19.3953
2023-05-03,-19.3953
2023-05-04,-19.3953
2023-05-05,-19.3953
2023-05-06,-19.3953
2023-05-07,-19.3953
2023-05-08,-19.3953
2023-05-09,-19.3953
2023-05-10,-19.3953
2023-05-11,-19.3953
2023-05-12,-19.3953
2023-05-13,-19.3953
2023-05-14,-19.3953
2023-05-15,-19.3953
2023-05-16,-19.3953
2023-05-17,-19.3953
2023-05-18,-19.3953
2023-05-19,-19.3953
2023-05-20,-19.3953
2023-05-21,-19.3953
2023-05-22,-19.3953
2023-05-23,-19.3953
2023-05-24,-19.3953
2023-05-25,-19.3953
2023-05-26,-19.3953
2023-05-27,-19.3953
2023-05-28,-19.3953
2023-05-29,-19.3953
2023-05-30,-19.3953
2023-05-31,-19.3953
2023-06-01,-19.3953
2023-06-02,-19.3953
2023-06-03,-19.3953
2023-06-04,-19.3953
2023-06-05,-19.3953
2023-06-06,-19.3953
2023-06-07,-19.3953
2023-06-08,-19.3953
2023-06-09,-19.3953
2023-06-10,-19.3953
2023-06-11,-19.3953
2023-06-12,-19.3953
2023-06-13,-19.3953
2023-06-14,-19.3953
2023-06-15,-19.3953
2023-06-16,-19.3953
2023-06-17,-19.3953
2023-06-18,-19.3953
2023-06-19,-19.3953
2023-06-20,-19.3953
2023-06-21,-19.3953
2023-06-22,-19.3953
2023-06-23,-19.3953
2023-06-24,-19.3953
2023-06-25,-19.3953
2023-06-26,-19.3953
2023-06-27,-19.3953
2023-06-28,-19.3953
2023-06-29,-19.3953
2023-06-30,-27.2536
2023-07-01,-27.2536
2023-07-02,-27.2536
2023-07-03,-27.2536
2023-07-04,-27.2536
2023-07-05,-27.2536
2023-07-06,-27.2536
2023-07-07,-27.2536
2023-07-08,-27.2536
2023-07-09,-27.2536
2023-07-10,-27.2536
2023-07-11,-27.2536
2023-07-12,-27.2536
2023-07-13,-27.2536
2023-07-14,-27.2536
2023-07-15,-27.2536
2023-07-16,-27.2536
2023-07-17,-27.2536
2023-07-18,-27.2536
2023-07-19,-27.2536
2023-07-20,-27.2536
2023-07-21,-27.2536
2023-07-22,-27.2536
2023-07-23,-27.2536
2023-07-24,-27.2536
2023-07-25,-27.2536
2023-07-26,-27.2536
2023-07-27,-27.2536
2023-07-28,-27.2536
2023-07-29,-27.2536
2023-07-30,-27.2536
2023-07-31,-27.2536
2023-08-01,-27.2536
2023-08-02,-27.2536
2023-08-03,-27.2536
2023-08-04,-27.2536
2023-08-05,-27.2536
2023-08-06,-27.2536
2023-08-07,-27.2536
2023-08-08,-27.2536
2023-08-09,-27.2536
2023-08-10,-27.2536
2023-08-11,-27.2536
2023-08-12,-27.2536
2023-08-13,-27.2536
2023-08-14,-27.2536
2023-08-15,-27.2536
2023-08-16,-27.2536
2023-08-17,-27.2536
2023-08-18,-27.2536
2023-08-19,-27.2536
2023-08-20,-27.2536
2023-08-21,-27.2536
2023-08-22,-27.2536
2023-08-23,-27.2536
2023-08-24,-27.2536
2023-08-25,-27.2536
2023-08-26,-27.2536
2023-08-27,-27.2536
2023-08-28,-27.2536
2023-08-29,-27.2536
2023-08-30,-27.2536
2023-08-31,-27.2536
2023-09-01,-27.2536
2023-09-02,-27.2536
2023-09-03,-27.2536
2023-09-04,-27.2536
2023-09-05,-27.2536
2023-09-06,-27.2536
2023-09-07,-27.2536
2023-09-08,-27.2536
2023-09-09,-27.2536
2023-09-10,-27.2536
2023-09-11,-27.2536
2023-09-12,-27.2536
2023-09-13,-27.2536
2023-09-14,-27.2536
2023-09-15,-27.2536
2023-09-16,-27.2536
2023-09-17,-27.2536
2023-09-18,-27.2536
2023-09-19,-27.2536
2023-09-20,-27.2536
2023-09-21,-27.2536
2023-09-22,-27.2536
2023-09-23,-27.2536
2023-09-24,-27.2536
2023-09-25,-27.2536
2023-09-26,-27.2536
2023-09-27,-27.2536
2023-09-28,-27.2536
2023-09-29,-27.2536
2023-09-30,-39.8877
2023-10-01,-39.8877
2023-10-02,-39.8877
2023-10-03,-39.8877
2023-10-04,-39.8877
2023-10-05,-39.8877
2023-10-06,-39.8877
2023-10-07,-39.8877
2023-10-08,-39.8877
2023-10-09,-39.8877
2023-10-10,-39.8877
2023-10-11,-39.8877
2023-10-12,-39.8877
2023-10-13,-39.8877
2023-10-14,-39.8877
2023-10-15,-39.8877
2023-10-16,-39.8877
2023-10-17,-39.8877
2023-10-18,-39.8877
2023-10-19,-39.8877
2023-10-20,-39.8877
2023-10-21,-39.8877
2023-10-22,-39.8877
2023-10-23,-39.8877
2023-10-24,-39.8877
2023-10-25,-39.8877
2023-10-26,-39.8877
2023-10-27,-39.8877
2023-10-28,-39.8877
2023-10-29,-39.8877
2023-10-30,-39.8877
2023-10-31,-39.8877
2023-11-01,-39.8877
2023-11-02,-39.8877
2023-11-03,-39.8877
2023-11-04,-39.8877
2023-11-05,-39.8877
2023-11-06,-39.8877
2023-11-07,-39.8877
2023-11-08,-39.8877
2023-11-09,-39.8877
2023-11-10,-39.8877
2023-11-11,-39.8877
2023-11-12,-39.8877
2023-11-13,-39.8877
2023-11-14,-39.8877
2023-11-15,-39.8877
2023-11-16,-39.8877
2023-11-17,-39.8877
2023-11-18,-39.8877
2023-11-19,-39.8877
2023-11-20,-39.8877
2023-11-21,-39.8877
2023-11-22,-39.8877
2023-11-23,-39.8877
2023-11-24,-39.8877
2023-11-25,-39.8877
2023-11-26,-39.8877
2023-11-27,-39.8877
2023-11-28,-39.8877
2023-11-29,-39.8877
2023-11-30,-39.8877
2023-12-01,-39.8877
2023-12-02,-39.8877
2023-12-03,-39.8877
2023-12-04,-39.8877
2023-12-05,-39.8877
2023-12-06,-39.8877
2023-12-07,-39.8877
2023-12-08,-39.8877
2023-12-09,-39.8877
2023-12-10,-39.8877
2023-12-11,-39.8877
2023-12-12,-39.8877
2023-12-13,-39.8877
2023-12-14,-39.8877
2023-12-15,-39.8877
2023-12-16,-39.8877
2023-12-17,-39.8877
2023-12-18,-39.8877
2023-12-19,-39.8877
2023-12-20,-39.8877
2023-12-21,-39.8877
2023-12-22,-39.8877
2023-12-23,-39.8877
2023-12-24,-39.8877
2023-12-25,-39.8877
2023-12-26,-39.8877
2023-12-27,-39.8877
2023-12-28,-39.8877
2023-12-29,-39.8877
2023-12-30,-39.8877
2023-12-31,-26.0192
2024-01-01,-26.0192
2024-01-02,-26.0192
2024-01-03,-26.0192
2024-01-04,-26.0192
2024-01-05,-26.0192
2024-01-06,-26.0192
2024-01-07,-26.0192
2024-01-08,-26.0192
2024-01-09,-26.0192
2024-01-10,-26.0192
2024-01-11,-26.0192
2024-01-12,-26.0192
2024-01-13,-26.0192
2024-01-14,-26.0192
2024-01-15,-26.0192
2024-01-16,-26.0192
2024-01-17,-26.0192
2024-01-18,-26.0192
2024-01-19,-26.0192
2024-01-20,-26.0192
2024-01-21,-26.0192
2024-01-22,-26.0192
2024-01-23,-26.0192
2024-01-24,-26.0192
2024-01-25,-26.0192
2024-01-26,-26.0192
2024-01-27,-26.0192
2024-01-28,-26.0192
2024-01-29,-26.0192
2024-01-30,-26.0192
2024-01-31,-26.0192
2024-02-01,-26.0192
2024-02-02,-26.0192
2024-02-03,-26.0192
2024-02-04,-26.0192
2024-02-05,-26.0192
2024-02-06,-26.0192
2024-02-07,-26.0192
2024-02-08,-26.0192
2024-02-09,-26.0192
2024-02-10,-26.0192
2024-02-11,-26.0192
2024-02-12,-26.0192
2024-02-13,-26.0192
2024-02-14,-26.0192
2024-02-15,-26.0192
2024-02-16,-26.0192
2024-02-17,-26.0192
2024-02-18,-26.0192
2024-02-19,-26.0192
2024-02-20,-26.0192
2024-02-21,-26.0192
2024-02-22,-26.0192
2024-02-23,-26.0192
2024-02-24,-26.0192
2024-02-25,-26.0192
2024-02-26,-26.0192
2024-02-27,-26.0192
2024-02-28,-26.0192
2024-02-29,-26.0192
2024-03-01,-26.0192
2024-03-02,-26.0192
2024-03-03,-26.0192
2024-03-04,-26.0192
2024-03-05,-26.0192
2024-03-06,-26.0192
2024-03-07,-26.0192
2024-03-08,-26.0192
2024-03-09,-26.0192
2024-03-10,-26.0192
2024-03-11,-26.0192
2024-03-12,-26.0192
2024-03-13,-26.0192
2024-03-14,-26.0192
2024-03-15,-26.0192
2024-03-16,-26.0192
2024-03-17,-26.0192
2024-03-18,-26.0192
2024-03-19,-26.0192
2024-03-20,-26.0192
2024-03-21,-26.0192
2024-03-22,-26.0192
2024-03-23,-26.0192
2024-03-24,-26.0192
2024-03-25,-26.0192
2024-03-26,-26.0192
2024-03-27,-26.0192
2024-03-28,-26.0192
2024-03-29,-26.0192
2024-03-30,-26.0192
2024-03-31,-26.0192
2024-04-01,-26.0192
2024-04-02,-26.0192
2024-04-03,-26.0192
2024-04-04,-26.0192
2024-04-05,-26.0192
2024-04-06,-26.0192
2024-04-07,-26.0192
2024-04-08,-26.0192
