,IPG US Equity
2020-07-19,18.6119
2020-07-20,18.6119
2020-07-21,18.6119
2020-07-22,18.6119
2020-07-23,18.6119
2020-07-24,18.6119
2020-07-25,18.6119
2020-07-26,18.6119
2020-07-27,18.6119
2020-07-28,18.6119
2020-07-29,18.6119
2020-07-30,18.6119
2020-07-31,18.6119
2020-08-01,18.6119
2020-08-02,18.6119
2020-08-03,18.6119
2020-08-04,18.6119
2020-08-05,18.6119
2020-08-06,18.6119
2020-08-07,18.6119
2020-08-08,18.6119
2020-08-09,18.6119
2020-08-10,18.6119
2020-08-11,18.6119
2020-08-12,18.6119
2020-08-13,18.6119
2020-08-14,18.6119
2020-08-15,18.6119
2020-08-16,18.6119
2020-08-17,18.6119
2020-08-18,18.6119
2020-08-19,18.6119
2020-08-20,18.6119
2020-08-21,18.6119
2020-08-22,18.6119
2020-08-23,18.6119
2020-08-24,18.6119
2020-08-25,18.6119
2020-08-26,18.6119
2020-08-27,18.6119
2020-08-28,18.6119
2020-08-29,18.6119
2020-08-30,18.6119
2020-08-31,18.6119
2020-09-01,18.6119
2020-09-02,18.6119
2020-09-03,18.6119
2020-09-04,18.6119
2020-09-05,18.6119
2020-09-06,18.6119
2020-09-07,18.6119
2020-09-08,18.6119
2020-09-09,18.6119
2020-09-10,18.6119
2020-09-11,18.6119
2020-09-12,18.6119
2020-09-13,18.6119
2020-09-14,18.6119
2020-09-15,18.6119
2020-09-16,18.6119
2020-09-17,18.6119
2020-09-18,18.6119
2020-09-19,18.6119
2020-09-20,18.6119
2020-09-21,18.6119
2020-09-22,18.6119
2020-09-23,18.6119
2020-09-24,18.6119
2020-09-25,18.6119
2020-09-26,18.6119
2020-09-27,18.6119
2020-09-28,18.6119
2020-09-29,18.6119
2020-09-30,21.8699
2020-10-01,21.8699
2020-10-02,21.8699
2020-10-03,21.8699
2020-10-04,21.8699
2020-10-05,21.8699
2020-10-06,21.8699
2020-10-07,21.8699
2020-10-08,21.8699
2020-10-09,21.8699
2020-10-10,21.8699
2020-10-11,21.8699
2020-10-12,21.8699
2020-10-13,21.8699
2020-10-14,21.8699
2020-10-15,21.8699
2020-10-16,21.8699
2020-10-17,21.8699
2020-10-18,21.8699
2020-10-19,21.8699
2020-10-20,21.8699
2020-10-21,21.8699
2020-10-22,21.8699
2020-10-23,21.8699
2020-10-24,21.8699
2020-10-25,21.8699
2020-10-26,21.8699
2020-10-27,21.8699
2020-10-28,21.8699
2020-10-29,21.8699
2020-10-30,21.8699
2020-10-31,21.8699
2020-11-01,21.8699
2020-11-02,21.8699
2020-11-03,21.8699
2020-11-04,21.8699
2020-11-05,21.8699
2020-11-06,21.8699
2020-11-07,21.8699
2020-11-08,21.8699
2020-11-09,21.8699
2020-11-10,21.8699
2020-11-11,21.8699
2020-11-12,21.8699
2020-11-13,21.8699
2020-11-14,21.8699
2020-11-15,21.8699
2020-11-16,21.8699
2020-11-17,21.8699
2020-11-18,21.8699
2020-11-19,21.8699
2020-11-20,21.8699
2020-11-21,21.8699
2020-11-22,21.8699
2020-11-23,21.8699
2020-11-24,21.8699
2020-11-25,21.8699
2020-11-26,21.8699
2020-11-27,21.8699
2020-11-28,21.8699
2020-11-29,21.8699
2020-11-30,21.8699
2020-12-01,21.8699
2020-12-02,21.8699
2020-12-03,21.8699
2020-12-04,21.8699
2020-12-05,21.8699
2020-12-06,21.8699
2020-12-07,21.8699
2020-12-08,21.8699
2020-12-09,21.8699
2020-12-10,21.8699
2020-12-11,21.8699
2020-12-12,21.8699
2020-12-13,21.8699
2020-12-14,21.8699
2020-12-15,21.8699
2020-12-16,21.8699
2020-12-17,21.8699
2020-12-18,21.8699
2020-12-19,21.8699
2020-12-20,21.8699
2020-12-21,21.8699
2020-12-22,21.8699
2020-12-23,21.8699
2020-12-24,21.8699
2020-12-25,21.8699
2020-12-26,21.8699
2020-12-27,21.8699
2020-12-28,21.8699
2020-12-29,21.8699
2020-12-30,21.8699
2020-12-31,12.3825
2021-01-01,12.3825
2021-01-02,12.3825
2021-01-03,12.3825
2021-01-04,12.3825
2021-01-05,12.3825
2021-01-06,12.3825
2021-01-07,12.3825
2021-01-08,12.3825
2021-01-09,12.3825
2021-01-10,12.3825
2021-01-11,12.3825
2021-01-12,12.3825
2021-01-13,12.3825
2021-01-14,12.3825
2021-01-15,12.3825
2021-01-16,12.3825
2021-01-17,12.3825
2021-01-18,12.3825
2021-01-19,12.3825
2021-01-20,12.3825
2021-01-21,12.3825
2021-01-22,12.3825
2021-01-23,12.3825
2021-01-24,12.3825
2021-01-25,12.3825
2021-01-26,12.3825
2021-01-27,12.3825
2021-01-28,12.3825
2021-01-29,12.3825
2021-01-30,12.3825
2021-01-31,12.3825
2021-02-01,12.3825
2021-02-02,12.3825
2021-02-03,12.3825
2021-02-04,12.3825
2021-02-05,12.3825
2021-02-06,12.3825
2021-02-07,12.3825
2021-02-08,12.3825
2021-02-09,12.3825
2021-02-10,12.3825
2021-02-11,12.3825
2021-02-12,12.3825
2021-02-13,12.3825
2021-02-14,12.3825
2021-02-15,12.3825
2021-02-16,12.3825
2021-02-17,12.3825
2021-02-18,12.3825
2021-02-19,12.3825
2021-02-20,12.3825
2021-02-21,12.3825
2021-02-22,12.3825
2021-02-23,12.3825
2021-02-24,12.3825
2021-02-25,12.3825
2021-02-26,12.3825
2021-02-27,12.3825
2021-02-28,12.3825
2021-03-01,12.3825
2021-03-02,12.3825
2021-03-03,12.3825
2021-03-04,12.3825
2021-03-05,12.3825
2021-03-06,12.3825
2021-03-07,12.3825
2021-03-08,12.3825
2021-03-09,12.3825
2021-03-10,12.3825
2021-03-11,12.3825
2021-03-12,12.3825
2021-03-13,12.3825
2021-03-14,12.3825
2021-03-15,12.3825
2021-03-16,12.3825
2021-03-17,12.3825
2021-03-18,12.3825
2021-03-19,12.3825
2021-03-20,12.3825
2021-03-21,12.3825
2021-03-22,12.3825
2021-03-23,12.3825
2021-03-24,12.3825
2021-03-25,12.3825
2021-03-26,12.3825
2021-03-27,12.3825
2021-03-28,12.3825
2021-03-29,12.3825
2021-03-30,12.3825
2021-03-31,16.2064
2021-04-01,16.2064
2021-04-02,16.2064
2021-04-03,16.2064
2021-04-04,16.2064
2021-04-05,16.2064
2021-04-06,16.2064
2021-04-07,16.2064
2021-04-08,16.2064
2021-04-09,16.2064
2021-04-10,16.2064
2021-04-11,16.2064
2021-04-12,16.2064
2021-04-13,16.2064
2021-04-14,16.2064
2021-04-15,16.2064
2021-04-16,16.2064
2021-04-17,16.2064
2021-04-18,16.2064
2021-04-19,16.2064
2021-04-20,16.2064
2021-04-21,16.2064
2021-04-22,16.2064
2021-04-23,16.2064
2021-04-24,16.2064
2021-04-25,16.2064
2021-04-26,16.2064
2021-04-27,16.2064
2021-04-28,16.2064
2021-04-29,16.2064
2021-04-30,16.2064
2021-05-01,16.2064
2021-05-02,16.2064
2021-05-03,16.2064
2021-05-04,16.2064
2021-05-05,16.2064
2021-05-06,16.2064
2021-05-07,16.2064
2021-05-08,16.2064
2021-05-09,16.2064
2021-05-10,16.2064
2021-05-11,16.2064
2021-05-12,16.2064
2021-05-13,16.2064
2021-05-14,16.2064
2021-05-15,16.2064
2021-05-16,16.2064
2021-05-17,16.2064
2021-05-18,16.2064
2021-05-19,16.2064
2021-05-20,16.2064
2021-05-21,16.2064
2021-05-22,16.2064
2021-05-23,16.2064
2021-05-24,16.2064
2021-05-25,16.2064
2021-05-26,16.2064
2021-05-27,16.2064
2021-05-28,16.2064
2021-05-29,16.2064
2021-05-30,16.2064
2021-05-31,16.2064
2021-06-01,16.2064
2021-06-02,16.2064
2021-06-03,16.2064
2021-06-04,16.2064
2021-06-05,16.2064
2021-06-06,16.2064
2021-06-07,16.2064
2021-06-08,16.2064
2021-06-09,16.2064
2021-06-10,16.2064
2021-06-11,16.2064
2021-06-12,16.2064
2021-06-13,16.2064
2021-06-14,16.2064
2021-06-15,16.2064
2021-06-16,16.2064
2021-06-17,16.2064
2021-06-18,16.2064
2021-06-19,16.2064
2021-06-20,16.2064
2021-06-21,16.2064
2021-06-22,16.2064
2021-06-23,16.2064
2021-06-24,16.2064
2021-06-25,16.2064
2021-06-26,16.2064
2021-06-27,16.2064
2021-06-28,16.2064
2021-06-29,16.2064
2021-06-30,27.0981
2021-07-01,27.0981
2021-07-02,27.0981
2021-07-03,27.0981
2021-07-04,27.0981
2021-07-05,27.0981
2021-07-06,27.0981
2021-07-07,27.0981
2021-07-08,27.0981
2021-07-09,27.0981
2021-07-10,27.0981
2021-07-11,27.0981
2021-07-12,27.0981
2021-07-13,27.0981
2021-07-14,27.0981
2021-07-15,27.0981
2021-07-16,27.0981
2021-07-17,27.0981
2021-07-18,27.0981
2021-07-19,27.0981
2021-07-20,27.0981
2021-07-21,27.0981
2021-07-22,27.0981
2021-07-23,27.0981
2021-07-24,27.0981
2021-07-25,27.0981
2021-07-26,27.0981
2021-07-27,27.0981
2021-07-28,27.0981
2021-07-29,27.0981
2021-07-30,27.0981
2021-07-31,27.0981
2021-08-01,27.0981
2021-08-02,27.0981
2021-08-03,27.0981
2021-08-04,27.0981
2021-08-05,27.0981
2021-08-06,27.0981
2021-08-07,27.0981
2021-08-08,27.0981
2021-08-09,27.0981
2021-08-10,27.0981
2021-08-11,27.0981
2021-08-12,27.0981
2021-08-13,27.0981
2021-08-14,27.0981
2021-08-15,27.0981
2021-08-16,27.0981
2021-08-17,27.0981
2021-08-18,27.0981
2021-08-19,27.0981
2021-08-20,27.0981
2021-08-21,27.0981
2021-08-22,27.0981
2021-08-23,27.0981
2021-08-24,27.0981
2021-08-25,27.0981
2021-08-26,27.0981
2021-08-27,27.0981
2021-08-28,27.0981
2021-08-29,27.0981
2021-08-30,27.0981
2021-08-31,27.0981
2021-09-01,27.0981
2021-09-02,27.0981
2021-09-03,27.0981
2021-09-04,27.0981
2021-09-05,27.0981
2021-09-06,27.0981
2021-09-07,27.0981
2021-09-08,27.0981
2021-09-09,27.0981
2021-09-10,27.0981
2021-09-11,27.0981
2021-09-12,27.0981
2021-09-13,27.0981
2021-09-14,27.0981
2021-09-15,27.0981
2021-09-16,27.0981
2021-09-17,27.0981
2021-09-18,27.0981
2021-09-19,27.0981
2021-09-20,27.0981
2021-09-21,27.0981
2021-09-22,27.0981
2021-09-23,27.0981
2021-09-24,27.0981
2021-09-25,27.0981
2021-09-26,27.0981
2021-09-27,27.0981
2021-09-28,27.0981
2021-09-29,27.0981
2021-09-30,23.9973
2021-10-01,23.9973
2021-10-02,23.9973
2021-10-03,23.9973
2021-10-04,23.9973
2021-10-05,23.9973
2021-10-06,23.9973
2021-10-07,23.9973
2021-10-08,23.9973
2021-10-09,23.9973
2021-10-10,23.9973
2021-10-11,23.9973
2021-10-12,23.9973
2021-10-13,23.9973
2021-10-14,23.9973
2021-10-15,23.9973
2021-10-16,23.9973
2021-10-17,23.9973
2021-10-18,23.9973
2021-10-19,23.9973
2021-10-20,23.9973
2021-10-21,23.9973
2021-10-22,23.9973
2021-10-23,23.9973
2021-10-24,23.9973
2021-10-25,23.9973
2021-10-26,23.9973
2021-10-27,23.9973
2021-10-28,23.9973
2021-10-29,23.9973
2021-10-30,23.9973
2021-10-31,23.9973
2021-11-01,23.9973
2021-11-02,23.9973
2021-11-03,23.9973
2021-11-04,23.9973
2021-11-05,23.9973
2021-11-06,23.9973
2021-11-07,23.9973
2021-11-08,23.9973
2021-11-09,23.9973
2021-11-10,23.9973
2021-11-11,23.9973
2021-11-12,23.9973
2021-11-13,23.9973
2021-11-14,23.9973
2021-11-15,23.9973
2021-11-16,23.9973
2021-11-17,23.9973
2021-11-18,23.9973
2021-11-19,23.9973
2021-11-20,23.9973
2021-11-21,23.9973
2021-11-22,23.9973
2021-11-23,23.9973
2021-11-24,23.9973
2021-11-25,23.9973
2021-11-26,23.9973
2021-11-27,23.9973
2021-11-28,23.9973
2021-11-29,23.9973
2021-11-30,23.9973
2021-12-01,23.9973
2021-12-02,23.9973
2021-12-03,23.9973
2021-12-04,23.9973
2021-12-05,23.9973
2021-12-06,23.9973
2021-12-07,23.9973
2021-12-08,23.9973
2021-12-09,23.9973
2021-12-10,23.9973
2021-12-11,23.9973
2021-12-12,23.9973
2021-12-13,23.9973
2021-12-14,23.9973
2021-12-15,23.9973
2021-12-16,23.9973
2021-12-17,23.9973
2021-12-18,23.9973
2021-12-19,23.9973
2021-12-20,23.9973
2021-12-21,23.9973
2021-12-22,23.9973
2021-12-23,23.9973
2021-12-24,23.9973
2021-12-25,23.9973
2021-12-26,23.9973
2021-12-27,23.9973
2021-12-28,23.9973
2021-12-29,23.9973
2021-12-30,23.9973
2021-12-31,29.6776
2022-01-01,29.6776
2022-01-02,29.6776
2022-01-03,29.6776
2022-01-04,29.6776
2022-01-05,29.6776
2022-01-06,29.6776
2022-01-07,29.6776
2022-01-08,29.6776
2022-01-09,29.6776
2022-01-10,29.6776
2022-01-11,29.6776
2022-01-12,29.6776
2022-01-13,29.6776
2022-01-14,29.6776
2022-01-15,29.6776
2022-01-16,29.6776
2022-01-17,29.6776
2022-01-18,29.6776
2022-01-19,29.6776
2022-01-20,29.6776
2022-01-21,29.6776
2022-01-22,29.6776
2022-01-23,29.6776
2022-01-24,29.6776
2022-01-25,29.6776
2022-01-26,29.6776
2022-01-27,29.6776
2022-01-28,29.6776
2022-01-29,29.6776
2022-01-30,29.6776
2022-01-31,29.6776
2022-02-01,29.6776
2022-02-02,29.6776
2022-02-03,29.6776
2022-02-04,29.6776
2022-02-05,29.6776
2022-02-06,29.6776
2022-02-07,29.6776
2022-02-08,29.6776
2022-02-09,29.6776
2022-02-10,29.6776
2022-02-11,29.6776
2022-02-12,29.6776
2022-02-13,29.6776
2022-02-14,29.6776
2022-02-15,29.6776
2022-02-16,29.6776
2022-02-17,29.6776
2022-02-18,29.6776
2022-02-19,29.6776
2022-02-20,29.6776
2022-02-21,29.6776
2022-02-22,29.6776
2022-02-23,29.6776
2022-02-24,29.6776
2022-02-25,29.6776
2022-02-26,29.6776
2022-02-27,29.6776
2022-02-28,29.6776
2022-03-01,29.6776
2022-03-02,29.6776
2022-03-03,29.6776
2022-03-04,29.6776
2022-03-05,29.6776
2022-03-06,29.6776
2022-03-07,29.6776
2022-03-08,29.6776
2022-03-09,29.6776
2022-03-10,29.6776
2022-03-11,29.6776
2022-03-12,29.6776
2022-03-13,29.6776
2022-03-14,29.6776
2022-03-15,29.6776
2022-03-16,29.6776
2022-03-17,29.6776
2022-03-18,29.6776
2022-03-19,29.6776
2022-03-20,29.6776
2022-03-21,29.6776
2022-03-22,29.6776
2022-03-23,29.6776
2022-03-24,29.6776
2022-03-25,29.6776
2022-03-26,29.6776
2022-03-27,29.6776
2022-03-28,29.6776
2022-03-29,29.6776
2022-03-30,29.6776
2022-03-31,32.0861
2022-04-01,32.0861
2022-04-02,32.0861
2022-04-03,32.0861
2022-04-04,32.0861
2022-04-05,32.0861
2022-04-06,32.0861
2022-04-07,32.0861
2022-04-08,32.0861
2022-04-09,32.0861
2022-04-10,32.0861
2022-04-11,32.0861
2022-04-12,32.0861
2022-04-13,32.0861
2022-04-14,32.0861
2022-04-15,32.0861
2022-04-16,32.0861
2022-04-17,32.0861
2022-04-18,32.0861
2022-04-19,32.0861
2022-04-20,32.0861
2022-04-21,32.0861
2022-04-22,32.0861
2022-04-23,32.0861
2022-04-24,32.0861
2022-04-25,32.0861
2022-04-26,32.0861
2022-04-27,32.0861
2022-04-28,32.0861
2022-04-29,32.0861
2022-04-30,32.0861
2022-05-01,32.0861
2022-05-02,32.0861
2022-05-03,32.0861
2022-05-04,32.0861
2022-05-05,32.0861
2022-05-06,32.0861
2022-05-07,32.0861
2022-05-08,32.0861
2022-05-09,32.0861
2022-05-10,32.0861
2022-05-11,32.0861
2022-05-12,32.0861
2022-05-13,32.0861
2022-05-14,32.0861
2022-05-15,32.0861
2022-05-16,32.0861
2022-05-17,32.0861
2022-05-18,32.0861
2022-05-19,32.0861
2022-05-20,32.0861
2022-05-21,32.0861
2022-05-22,32.0861
2022-05-23,32.0861
2022-05-24,32.0861
2022-05-25,32.0861
2022-05-26,32.0861
2022-05-27,32.0861
2022-05-28,32.0861
2022-05-29,32.0861
2022-05-30,32.0861
2022-05-31,32.0861
2022-06-01,32.0861
2022-06-02,32.0861
2022-06-03,32.0861
2022-06-04,32.0861
2022-06-05,32.0861
2022-06-06,32.0861
2022-06-07,32.0861
2022-06-08,32.0861
2022-06-09,32.0861
2022-06-10,32.0861
2022-06-11,32.0861
2022-06-12,32.0861
2022-06-13,32.0861
2022-06-14,32.0861
2022-06-15,32.0861
2022-06-16,32.0861
2022-06-17,32.0861
2022-06-18,32.0861
2022-06-19,32.0861
2022-06-20,32.0861
2022-06-21,32.0861
2022-06-22,32.0861
2022-06-23,32.0861
2022-06-24,32.0861
2022-06-25,32.0861
2022-06-26,32.0861
2022-06-27,32.0861
2022-06-28,32.0861
2022-06-29,32.0861
2022-06-30,30.3649
2022-07-01,30.3649
2022-07-02,30.3649
2022-07-03,30.3649
2022-07-04,30.3649
2022-07-05,30.3649
2022-07-06,30.3649
2022-07-07,30.3649
2022-07-08,30.3649
2022-07-09,30.3649
2022-07-10,30.3649
2022-07-11,30.3649
2022-07-12,30.3649
2022-07-13,30.3649
2022-07-14,30.3649
2022-07-15,30.3649
2022-07-16,30.3649
2022-07-17,30.3649
2022-07-18,30.3649
2022-07-19,30.3649
2022-07-20,30.3649
2022-07-21,30.3649
2022-07-22,30.3649
2022-07-23,30.3649
2022-07-24,30.3649
2022-07-25,30.3649
2022-07-26,30.3649
2022-07-27,30.3649
2022-07-28,30.3649
2022-07-29,30.3649
2022-07-30,30.3649
2022-07-31,30.3649
2022-08-01,30.3649
2022-08-02,30.3649
2022-08-03,30.3649
2022-08-04,30.3649
2022-08-05,30.3649
2022-08-06,30.3649
2022-08-07,30.3649
2022-08-08,30.3649
2022-08-09,30.3649
2022-08-10,30.3649
2022-08-11,30.3649
2022-08-12,30.3649
2022-08-13,30.3649
2022-08-14,30.3649
2022-08-15,30.3649
2022-08-16,30.3649
2022-08-17,30.3649
2022-08-18,30.3649
2022-08-19,30.3649
2022-08-20,30.3649
2022-08-21,30.3649
2022-08-22,30.3649
2022-08-23,30.3649
2022-08-24,30.3649
2022-08-25,30.3649
2022-08-26,30.3649
2022-08-27,30.3649
2022-08-28,30.3649
2022-08-29,30.3649
2022-08-30,30.3649
2022-08-31,30.3649
2022-09-01,30.3649
2022-09-02,30.3649
2022-09-03,30.3649
2022-09-04,30.3649
2022-09-05,30.3649
2022-09-06,30.3649
2022-09-07,30.3649
2022-09-08,30.3649
2022-09-09,30.3649
2022-09-10,30.3649
2022-09-11,30.3649
2022-09-12,30.3649
2022-09-13,30.3649
2022-09-14,30.3649
2022-09-15,30.3649
2022-09-16,30.3649
2022-09-17,30.3649
2022-09-18,30.3649
2022-09-19,30.3649
2022-09-20,30.3649
2022-09-21,30.3649
2022-09-22,30.3649
2022-09-23,30.3649
2022-09-24,30.3649
2022-09-25,30.3649
2022-09-26,30.3649
2022-09-27,30.3649
2022-09-28,30.3649
2022-09-29,30.3649
2022-09-30,30.3741
2022-10-01,30.3741
2022-10-02,30.3741
2022-10-03,30.3741
2022-10-04,30.3741
2022-10-05,30.3741
2022-10-06,30.3741
2022-10-07,30.3741
2022-10-08,30.3741
2022-10-09,30.3741
2022-10-10,30.3741
2022-10-11,30.3741
2022-10-12,30.3741
2022-10-13,30.3741
2022-10-14,30.3741
2022-10-15,30.3741
2022-10-16,30.3741
2022-10-17,30.3741
2022-10-18,30.3741
2022-10-19,30.3741
2022-10-20,30.3741
2022-10-21,30.3741
2022-10-22,30.3741
2022-10-23,30.3741
2022-10-24,30.3741
2022-10-25,30.3741
2022-10-26,30.3741
2022-10-27,30.3741
2022-10-28,30.3741
2022-10-29,30.3741
2022-10-30,30.3741
2022-10-31,30.3741
2022-11-01,30.3741
2022-11-02,30.3741
2022-11-03,30.3741
2022-11-04,30.3741
2022-11-05,30.3741
2022-11-06,30.3741
2022-11-07,30.3741
2022-11-08,30.3741
2022-11-09,30.3741
2022-11-10,30.3741
2022-11-11,30.3741
2022-11-12,30.3741
2022-11-13,30.3741
2022-11-14,30.3741
2022-11-15,30.3741
2022-11-16,30.3741
2022-11-17,30.3741
2022-11-18,30.3741
2022-11-19,30.3741
2022-11-20,30.3741
2022-11-21,30.3741
2022-11-22,30.3741
2022-11-23,30.3741
2022-11-24,30.3741
2022-11-25,30.3741
2022-11-26,30.3741
2022-11-27,30.3741
2022-11-28,30.3741
2022-11-29,30.3741
2022-11-30,30.3741
2022-12-01,30.3741
2022-12-02,30.3741
2022-12-03,30.3741
2022-12-04,30.3741
2022-12-05,30.3741
2022-12-06,30.3741
2022-12-07,30.3741
2022-12-08,30.3741
2022-12-09,30.3741
2022-12-10,30.3741
2022-12-11,30.3741
2022-12-12,30.3741
2022-12-13,30.3741
2022-12-14,30.3741
2022-12-15,30.3741
2022-12-16,30.3741
2022-12-17,30.3741
2022-12-18,30.3741
2022-12-19,30.3741
2022-12-20,30.3741
2022-12-21,30.3741
2022-12-22,30.3741
2022-12-23,30.3741
2022-12-24,30.3741
2022-12-25,30.3741
2022-12-26,30.3741
2022-12-27,30.3741
2022-12-28,30.3741
2022-12-29,30.3741
2022-12-30,30.3741
2022-12-31,26.2723
2023-01-01,26.2723
2023-01-02,26.2723
2023-01-03,26.2723
2023-01-04,26.2723
2023-01-05,26.2723
2023-01-06,26.2723
2023-01-07,26.2723
2023-01-08,26.2723
2023-01-09,26.2723
2023-01-10,26.2723
2023-01-11,26.2723
2023-01-12,26.2723
2023-01-13,26.2723
2023-01-14,26.2723
2023-01-15,26.2723
2023-01-16,26.2723
2023-01-17,26.2723
2023-01-18,26.2723
2023-01-19,26.2723
2023-01-20,26.2723
2023-01-21,26.2723
2023-01-22,26.2723
2023-01-23,26.2723
2023-01-24,26.2723
2023-01-25,26.2723
2023-01-26,26.2723
2023-01-27,26.2723
2023-01-28,26.2723
2023-01-29,26.2723
2023-01-30,26.2723
2023-01-31,26.2723
2023-02-01,26.2723
2023-02-02,26.2723
2023-02-03,26.2723
2023-02-04,26.2723
2023-02-05,26.2723
2023-02-06,26.2723
2023-02-07,26.2723
2023-02-08,26.2723
2023-02-09,26.2723
2023-02-10,26.2723
2023-02-11,26.2723
2023-02-12,26.2723
2023-02-13,26.2723
2023-02-14,26.2723
2023-02-15,26.2723
2023-02-16,26.2723
2023-02-17,26.2723
2023-02-18,26.2723
2023-02-19,26.2723
2023-02-20,26.2723
2023-02-21,26.2723
2023-02-22,26.2723
2023-02-23,26.2723
2023-02-24,26.2723
2023-02-25,26.2723
2023-02-26,26.2723
2023-02-27,26.2723
2023-02-28,26.2723
2023-03-01,26.2723
2023-03-02,26.2723
2023-03-03,26.2723
2023-03-04,26.2723
2023-03-05,26.2723
2023-03-06,26.2723
2023-03-07,26.2723
2023-03-08,26.2723
2023-03-09,26.2723
