,VRTS US Equity
2020-06-21,10.788
2020-06-22,10.788
2020-06-23,10.788
2020-06-24,10.788
2020-06-25,10.788
2020-06-26,10.788
2020-06-27,10.788
2020-06-28,10.788
2020-06-29,10.788
2020-06-30,8.3406
2020-07-01,8.3406
2020-07-02,8.3406
2020-07-03,8.3406
2020-07-04,8.3406
2020-07-05,8.3406
2020-07-06,8.3406
2020-07-07,8.3406
2020-07-08,8.3406
2020-07-09,8.3406
2020-07-10,8.3406
2020-07-11,8.3406
2020-07-12,8.3406
2020-07-13,8.3406
2020-07-14,8.3406
2020-07-15,8.3406
2020-07-16,8.3406
2020-07-17,8.3406
2020-07-18,8.3406
2020-07-19,8.3406
2020-07-20,8.3406
2020-07-21,8.3406
2020-07-22,8.3406
2020-07-23,8.3406
2020-07-24,8.3406
2020-07-25,8.3406
2020-07-26,8.3406
2020-07-27,8.3406
2020-07-28,8.3406
2020-07-29,8.3406
2020-07-30,8.3406
2020-07-31,8.3406
2020-08-01,8.3406
2020-08-02,8.3406
2020-08-03,8.3406
2020-08-04,8.3406
2020-08-05,8.3406
2020-08-06,8.3406
2020-08-07,8.3406
2020-08-08,8.3406
2020-08-09,8.3406
2020-08-10,8.3406
2020-08-11,8.3406
2020-08-12,8.3406
2020-08-13,8.3406
2020-08-14,8.3406
2020-08-15,8.3406
2020-08-16,8.3406
2020-08-17,8.3406
2020-08-18,8.3406
2020-08-19,8.3406
2020-08-20,8.3406
2020-08-21,8.3406
2020-08-22,8.3406
2020-08-23,8.3406
2020-08-24,8.3406
2020-08-25,8.3406
2020-08-26,8.3406
2020-08-27,8.3406
2020-08-28,8.3406
2020-08-29,8.3406
2020-08-30,8.3406
2020-08-31,8.3406
2020-09-01,8.3406
2020-09-02,8.3406
2020-09-03,8.3406
2020-09-04,8.3406
2020-09-05,8.3406
2020-09-06,8.3406
2020-09-07,8.3406
2020-09-08,8.3406
2020-09-09,8.3406
2020-09-10,8.3406
2020-09-11,8.3406
2020-09-12,8.3406
2020-09-13,8.3406
2020-09-14,8.3406
2020-09-15,8.3406
2020-09-16,8.3406
2020-09-17,8.3406
2020-09-18,8.3406
2020-09-19,8.3406
2020-09-20,8.3406
2020-09-21,8.3406
2020-09-22,8.3406
2020-09-23,8.3406
2020-09-24,8.3406
2020-09-25,8.3406
2020-09-26,8.3406
2020-09-27,8.3406
2020-09-28,8.3406
2020-09-29,8.3406
2020-09-30,9.3435
2020-10-01,9.3435
2020-10-02,9.3435
2020-10-03,9.3435
2020-10-04,9.3435
2020-10-05,9.3435
2020-10-06,9.3435
2020-10-07,9.3435
2020-10-08,9.3435
2020-10-09,9.3435
2020-10-10,9.3435
2020-10-11,9.3435
2020-10-12,9.3435
2020-10-13,9.3435
2020-10-14,9.3435
2020-10-15,9.3435
2020-10-16,9.3435
2020-10-17,9.3435
2020-10-18,9.3435
2020-10-19,9.3435
2020-10-20,9.3435
2020-10-21,9.3435
2020-10-22,9.3435
2020-10-23,9.3435
2020-10-24,9.3435
2020-10-25,9.3435
2020-10-26,9.3435
2020-10-27,9.3435
2020-10-28,9.3435
2020-10-29,9.3435
2020-10-30,9.3435
2020-10-31,9.3435
2020-11-01,9.3435
2020-11-02,9.3435
2020-11-03,9.3435
2020-11-04,9.3435
2020-11-05,9.3435
2020-11-06,9.3435
2020-11-07,9.3435
2020-11-08,9.3435
2020-11-09,9.3435
2020-11-10,9.3435
2020-11-11,9.3435
2020-11-12,9.3435
2020-11-13,9.3435
2020-11-14,9.3435
2020-11-15,9.3435
2020-11-16,9.3435
2020-11-17,9.3435
2020-11-18,9.3435
2020-11-19,9.3435
2020-11-20,9.3435
2020-11-21,9.3435
2020-11-22,9.3435
2020-11-23,9.3435
2020-11-24,9.3435
2020-11-25,9.3435
2020-11-26,9.3435
2020-11-27,9.3435
2020-11-28,9.3435
2020-11-29,9.3435
2020-11-30,9.3435
2020-12-01,9.3435
2020-12-02,9.3435
2020-12-03,9.3435
2020-12-04,9.3435
2020-12-05,9.3435
2020-12-06,9.3435
2020-12-07,9.3435
2020-12-08,9.3435
2020-12-09,9.3435
2020-12-10,9.3435
2020-12-11,9.3435
2020-12-12,9.3435
2020-12-13,9.3435
2020-12-14,9.3435
2020-12-15,9.3435
2020-12-16,9.3435
2020-12-17,9.3435
2020-12-18,9.3435
2020-12-19,9.3435
2020-12-20,9.3435
2020-12-21,9.3435
2020-12-22,9.3435
2020-12-23,9.3435
2020-12-24,9.3435
2020-12-25,9.3435
2020-12-26,9.3435
2020-12-27,9.3435
2020-12-28,9.3435
2020-12-29,9.3435
2020-12-30,9.3435
2020-12-31,12.5734
2021-01-01,12.5734
2021-01-02,12.5734
2021-01-03,12.5734
2021-01-04,12.5734
2021-01-05,12.5734
2021-01-06,12.5734
2021-01-07,12.5734
2021-01-08,12.5734
2021-01-09,12.5734
2021-01-10,12.5734
2021-01-11,12.5734
2021-01-12,12.5734
2021-01-13,12.5734
2021-01-14,12.5734
2021-01-15,12.5734
2021-01-16,12.5734
2021-01-17,12.5734
2021-01-18,12.5734
2021-01-19,12.5734
2021-01-20,12.5734
2021-01-21,12.5734
2021-01-22,12.5734
2021-01-23,12.5734
2021-01-24,12.5734
2021-01-25,12.5734
2021-01-26,12.5734
2021-01-27,12.5734
2021-01-28,12.5734
2021-01-29,12.5734
2021-01-30,12.5734
2021-01-31,12.5734
2021-02-01,12.5734
2021-02-02,12.5734
2021-02-03,12.5734
2021-02-04,12.5734
2021-02-05,12.5734
2021-02-06,12.5734
2021-02-07,12.5734
2021-02-08,12.5734
2021-02-09,12.5734
2021-02-10,12.5734
2021-02-11,12.5734
2021-02-12,12.5734
2021-02-13,12.5734
2021-02-14,12.5734
2021-02-15,12.5734
2021-02-16,12.5734
2021-02-17,12.5734
2021-02-18,12.5734
2021-02-19,12.5734
2021-02-20,12.5734
2021-02-21,12.5734
2021-02-22,12.5734
2021-02-23,12.5734
2021-02-24,12.5734
2021-02-25,12.5734
2021-02-26,12.5734
2021-02-27,12.5734
2021-02-28,12.5734
2021-03-01,12.5734
2021-03-02,12.5734
2021-03-03,12.5734
2021-03-04,12.5734
2021-03-05,12.5734
2021-03-06,12.5734
2021-03-07,12.5734
2021-03-08,12.5734
2021-03-09,12.5734
2021-03-10,12.5734
2021-03-11,12.5734
2021-03-12,12.5734
2021-03-13,12.5734
2021-03-14,12.5734
2021-03-15,12.5734
2021-03-16,12.5734
2021-03-17,12.5734
2021-03-18,12.5734
2021-03-19,12.5734
2021-03-20,12.5734
2021-03-21,12.5734
2021-03-22,12.5734
2021-03-23,12.5734
2021-03-24,12.5734
2021-03-25,12.5734
2021-03-26,12.5734
2021-03-27,12.5734
2021-03-28,12.5734
2021-03-29,12.5734
2021-03-30,12.5734
2021-03-31,17.4409
2021-04-01,17.4409
2021-04-02,17.4409
2021-04-03,17.4409
2021-04-04,17.4409
2021-04-05,17.4409
2021-04-06,17.4409
2021-04-07,17.4409
2021-04-08,17.4409
2021-04-09,17.4409
2021-04-10,17.4409
2021-04-11,17.4409
2021-04-12,17.4409
2021-04-13,17.4409
2021-04-14,17.4409
2021-04-15,17.4409
2021-04-16,17.4409
2021-04-17,17.4409
2021-04-18,17.4409
2021-04-19,17.4409
2021-04-20,17.4409
2021-04-21,17.4409
2021-04-22,17.4409
2021-04-23,17.4409
2021-04-24,17.4409
2021-04-25,17.4409
2021-04-26,17.4409
2021-04-27,17.4409
2021-04-28,17.4409
2021-04-29,17.4409
2021-04-30,17.4409
2021-05-01,17.4409
2021-05-02,17.4409
2021-05-03,17.4409
2021-05-04,17.4409
2021-05-05,17.4409
2021-05-06,17.4409
2021-05-07,17.4409
2021-05-08,17.4409
2021-05-09,17.4409
2021-05-10,17.4409
2021-05-11,17.4409
2021-05-12,17.4409
2021-05-13,17.4409
2021-05-14,17.4409
2021-05-15,17.4409
2021-05-16,17.4409
2021-05-17,17.4409
2021-05-18,17.4409
2021-05-19,17.4409
2021-05-20,17.4409
2021-05-21,17.4409
2021-05-22,17.4409
2021-05-23,17.4409
2021-05-24,17.4409
2021-05-25,17.4409
2021-05-26,17.4409
2021-05-27,17.4409
2021-05-28,17.4409
2021-05-29,17.4409
2021-05-30,17.4409
2021-05-31,17.4409
2021-06-01,17.4409
2021-06-02,17.4409
2021-06-03,17.4409
2021-06-04,17.4409
2021-06-05,17.4409
2021-06-06,17.4409
2021-06-07,17.4409
2021-06-08,17.4409
2021-06-09,17.4409
2021-06-10,17.4409
2021-06-11,17.4409
2021-06-12,17.4409
2021-06-13,17.4409
2021-06-14,17.4409
2021-06-15,17.4409
2021-06-16,17.4409
2021-06-17,17.4409
2021-06-18,17.4409
2021-06-19,17.4409
2021-06-20,17.4409
2021-06-21,17.4409
2021-06-22,17.4409
2021-06-23,17.4409
2021-06-24,17.4409
2021-06-25,17.4409
2021-06-26,17.4409
2021-06-27,17.4409
2021-06-28,17.4409
2021-06-29,17.4409
2021-06-30,23.9769
2021-07-01,23.9769
2021-07-02,23.9769
2021-07-03,23.9769
2021-07-04,23.9769
2021-07-05,23.9769
2021-07-06,23.9769
2021-07-07,23.9769
2021-07-08,23.9769
2021-07-09,23.9769
2021-07-10,23.9769
2021-07-11,23.9769
2021-07-12,23.9769
2021-07-13,23.9769
2021-07-14,23.9769
2021-07-15,23.9769
2021-07-16,23.9769
2021-07-17,23.9769
2021-07-18,23.9769
2021-07-19,23.9769
2021-07-20,23.9769
2021-07-21,23.9769
2021-07-22,23.9769
2021-07-23,23.9769
2021-07-24,23.9769
2021-07-25,23.9769
2021-07-26,23.9769
2021-07-27,23.9769
2021-07-28,23.9769
2021-07-29,23.9769
2021-07-30,23.9769
2021-07-31,23.9769
2021-08-01,23.9769
2021-08-02,23.9769
2021-08-03,23.9769
2021-08-04,23.9769
2021-08-05,23.9769
2021-08-06,23.9769
2021-08-07,23.9769
2021-08-08,23.9769
2021-08-09,23.9769
2021-08-10,23.9769
2021-08-11,23.9769
2021-08-12,23.9769
2021-08-13,23.9769
2021-08-14,23.9769
2021-08-15,23.9769
2021-08-16,23.9769
2021-08-17,23.9769
2021-08-18,23.9769
2021-08-19,23.9769
2021-08-20,23.9769
2021-08-21,23.9769
2021-08-22,23.9769
2021-08-23,23.9769
2021-08-24,23.9769
2021-08-25,23.9769
2021-08-26,23.9769
2021-08-27,23.9769
2021-08-28,23.9769
2021-08-29,23.9769
2021-08-30,23.9769
2021-08-31,23.9769
2021-09-01,23.9769
2021-09-02,23.9769
2021-09-03,23.9769
2021-09-04,23.9769
2021-09-05,23.9769
2021-09-06,23.9769
2021-09-07,23.9769
2021-09-08,23.9769
2021-09-09,23.9769
2021-09-10,23.9769
2021-09-11,23.9769
2021-09-12,23.9769
2021-09-13,23.9769
2021-09-14,23.9769
2021-09-15,23.9769
2021-09-16,23.9769
2021-09-17,23.9769
2021-09-18,23.9769
2021-09-19,23.9769
2021-09-20,23.9769
2021-09-21,23.9769
2021-09-22,23.9769
2021-09-23,23.9769
2021-09-24,23.9769
2021-09-25,23.9769
2021-09-26,23.9769
2021-09-27,23.9769
2021-09-28,23.9769
2021-09-29,23.9769
2021-09-30,27.0371
2021-10-01,27.0371
2021-10-02,27.0371
2021-10-03,27.0371
2021-10-04,27.0371
2021-10-05,27.0371
2021-10-06,27.0371
2021-10-07,27.0371
2021-10-08,27.0371
2021-10-09,27.0371
2021-10-10,27.0371
2021-10-11,27.0371
2021-10-12,27.0371
2021-10-13,27.0371
2021-10-14,27.0371
2021-10-15,27.0371
2021-10-16,27.0371
2021-10-17,27.0371
2021-10-18,27.0371
2021-10-19,27.0371
2021-10-20,27.0371
2021-10-21,27.0371
2021-10-22,27.0371
2021-10-23,27.0371
2021-10-24,27.0371
2021-10-25,27.0371
2021-10-26,27.0371
2021-10-27,27.0371
2021-10-28,27.0371
2021-10-29,27.0371
2021-10-30,27.0371
2021-10-31,27.0371
2021-11-01,27.0371
2021-11-02,27.0371
2021-11-03,27.0371
2021-11-04,27.0371
2021-11-05,27.0371
2021-11-06,27.0371
2021-11-07,27.0371
2021-11-08,27.0371
2021-11-09,27.0371
2021-11-10,27.0371
2021-11-11,27.0371
2021-11-12,27.0371
2021-11-13,27.0371
2021-11-14,27.0371
2021-11-15,27.0371
2021-11-16,27.0371
2021-11-17,27.0371
2021-11-18,27.0371
2021-11-19,27.0371
2021-11-20,27.0371
2021-11-21,27.0371
2021-11-22,27.0371
2021-11-23,27.0371
2021-11-24,27.0371
2021-11-25,27.0371
2021-11-26,27.0371
2021-11-27,27.0371
2021-11-28,27.0371
2021-11-29,27.0371
2021-11-30,27.0371
2021-12-01,27.0371
2021-12-02,27.0371
2021-12-03,27.0371
2021-12-04,27.0371
2021-12-05,27.0371
2021-12-06,27.0371
2021-12-07,27.0371
2021-12-08,27.0371
2021-12-09,27.0371
2021-12-10,27.0371
2021-12-11,27.0371
2021-12-12,27.0371
2021-12-13,27.0371
2021-12-14,27.0371
2021-12-15,27.0371
2021-12-16,27.0371
2021-12-17,27.0371
2021-12-18,27.0371
2021-12-19,27.0371
2021-12-20,27.0371
2021-12-21,27.0371
2021-12-22,27.0371
2021-12-23,27.0371
2021-12-24,27.0371
2021-12-25,27.0371
2021-12-26,27.0371
2021-12-27,27.0371
2021-12-28,27.0371
2021-12-29,27.0371
2021-12-30,27.0371
2021-12-31,27.0402
2022-01-01,27.0402
2022-01-02,27.0402
2022-01-03,27.0402
2022-01-04,27.0402
2022-01-05,27.0402
2022-01-06,27.0402
2022-01-07,27.0402
2022-01-08,27.0402
2022-01-09,27.0402
2022-01-10,27.0402
2022-01-11,27.0402
2022-01-12,27.0402
2022-01-13,27.0402
2022-01-14,27.0402
2022-01-15,27.0402
2022-01-16,27.0402
2022-01-17,27.0402
2022-01-18,27.0402
2022-01-19,27.0402
2022-01-20,27.0402
2022-01-21,27.0402
2022-01-22,27.0402
2022-01-23,27.0402
2022-01-24,27.0402
2022-01-25,27.0402
2022-01-26,27.0402
2022-01-27,27.0402
2022-01-28,27.0402
2022-01-29,27.0402
2022-01-30,27.0402
2022-01-31,27.0402
2022-02-01,27.0402
2022-02-02,27.0402
2022-02-03,27.0402
2022-02-04,27.0402
2022-02-05,27.0402
2022-02-06,27.0402
2022-02-07,27.0402
2022-02-08,27.0402
2022-02-09,27.0402
2022-02-10,27.0402
2022-02-11,27.0402
2022-02-12,27.0402
2022-02-13,27.0402
2022-02-14,27.0402
2022-02-15,27.0402
2022-02-16,27.0402
2022-02-17,27.0402
2022-02-18,27.0402
2022-02-19,27.0402
2022-02-20,27.0402
2022-02-21,27.0402
2022-02-22,27.0402
2022-02-23,27.0402
2022-02-24,27.0402
2022-02-25,27.0402
2022-02-26,27.0402
2022-02-27,27.0402
2022-02-28,27.0402
2022-03-01,27.0402
2022-03-02,27.0402
2022-03-03,27.0402
2022-03-04,27.0402
2022-03-05,27.0402
2022-03-06,27.0402
2022-03-07,27.0402
2022-03-08,27.0402
2022-03-09,27.0402
2022-03-10,27.0402
2022-03-11,27.0402
2022-03-12,27.0402
2022-03-13,27.0402
2022-03-14,27.0402
2022-03-15,27.0402
2022-03-16,27.0402
2022-03-17,27.0402
2022-03-18,27.0402
2022-03-19,27.0402
2022-03-20,27.0402
2022-03-21,27.0402
2022-03-22,27.0402
2022-03-23,27.0402
2022-03-24,27.0402
2022-03-25,27.0402
2022-03-26,27.0402
2022-03-27,27.0402
2022-03-28,27.0402
2022-03-29,27.0402
2022-03-30,27.0402
2022-03-31,26.4719
2022-04-01,26.4719
2022-04-02,26.4719
2022-04-03,26.4719
2022-04-04,26.4719
2022-04-05,26.4719
2022-04-06,26.4719
2022-04-07,26.4719
2022-04-08,26.4719
2022-04-09,26.4719
2022-04-10,26.4719
2022-04-11,26.4719
2022-04-12,26.4719
2022-04-13,26.4719
2022-04-14,26.4719
2022-04-15,26.4719
2022-04-16,26.4719
2022-04-17,26.4719
2022-04-18,26.4719
2022-04-19,26.4719
2022-04-20,26.4719
2022-04-21,26.4719
2022-04-22,26.4719
2022-04-23,26.4719
2022-04-24,26.4719
2022-04-25,26.4719
2022-04-26,26.4719
2022-04-27,26.4719
2022-04-28,26.4719
2022-04-29,26.4719
2022-04-30,26.4719
2022-05-01,26.4719
2022-05-02,26.4719
2022-05-03,26.4719
2022-05-04,26.4719
2022-05-05,26.4719
2022-05-06,26.4719
2022-05-07,26.4719
2022-05-08,26.4719
2022-05-09,26.4719
2022-05-10,26.4719
2022-05-11,26.4719
2022-05-12,26.4719
2022-05-13,26.4719
2022-05-14,26.4719
2022-05-15,26.4719
2022-05-16,26.4719
2022-05-17,26.4719
2022-05-18,26.4719
2022-05-19,26.4719
2022-05-20,26.4719
2022-05-21,26.4719
2022-05-22,26.4719
2022-05-23,26.4719
2022-05-24,26.4719
2022-05-25,26.4719
2022-05-26,26.4719
2022-05-27,26.4719
2022-05-28,26.4719
2022-05-29,26.4719
2022-05-30,26.4719
2022-05-31,26.4719
2022-06-01,26.4719
2022-06-02,26.4719
2022-06-03,26.4719
2022-06-04,26.4719
2022-06-05,26.4719
2022-06-06,26.4719
2022-06-07,26.4719
2022-06-08,26.4719
2022-06-09,26.4719
2022-06-10,26.4719
2022-06-11,26.4719
2022-06-12,26.4719
2022-06-13,26.4719
2022-06-14,26.4719
2022-06-15,26.4719
2022-06-16,26.4719
2022-06-17,26.4719
2022-06-18,26.4719
2022-06-19,26.4719
2022-06-20,26.4719
2022-06-21,26.4719
2022-06-22,26.4719
2022-06-23,26.4719
2022-06-24,26.4719
2022-06-25,26.4719
2022-06-26,26.4719
2022-06-27,26.4719
2022-06-28,26.4719
2022-06-29,26.4719
2022-06-30,20.3167
2022-07-01,20.3167
2022-07-02,20.3167
2022-07-03,20.3167
2022-07-04,20.3167
2022-07-05,20.3167
2022-07-06,20.3167
2022-07-07,20.3167
2022-07-08,20.3167
2022-07-09,20.3167
2022-07-10,20.3167
2022-07-11,20.3167
2022-07-12,20.3167
2022-07-13,20.3167
2022-07-14,20.3167
2022-07-15,20.3167
2022-07-16,20.3167
2022-07-17,20.3167
2022-07-18,20.3167
2022-07-19,20.3167
2022-07-20,20.3167
2022-07-21,20.3167
2022-07-22,20.3167
2022-07-23,20.3167
2022-07-24,20.3167
2022-07-25,20.3167
2022-07-26,20.3167
2022-07-27,20.3167
2022-07-28,20.3167
2022-07-29,20.3167
2022-07-30,20.3167
2022-07-31,20.3167
2022-08-01,20.3167
2022-08-02,20.3167
2022-08-03,20.3167
2022-08-04,20.3167
2022-08-05,20.3167
2022-08-06,20.3167
2022-08-07,20.3167
2022-08-08,20.3167
2022-08-09,20.3167
2022-08-10,20.3167
2022-08-11,20.3167
2022-08-12,20.3167
2022-08-13,20.3167
2022-08-14,20.3167
2022-08-15,20.3167
2022-08-16,20.3167
2022-08-17,20.3167
2022-08-18,20.3167
2022-08-19,20.3167
2022-08-20,20.3167
2022-08-21,20.3167
2022-08-22,20.3167
2022-08-23,20.3167
2022-08-24,20.3167
2022-08-25,20.3167
2022-08-26,20.3167
2022-08-27,20.3167
2022-08-28,20.3167
2022-08-29,20.3167
2022-08-30,20.3167
2022-08-31,20.3167
2022-09-01,20.3167
2022-09-02,20.3167
2022-09-03,20.3167
2022-09-04,20.3167
2022-09-05,20.3167
2022-09-06,20.3167
2022-09-07,20.3167
2022-09-08,20.3167
2022-09-09,20.3167
2022-09-10,20.3167
2022-09-11,20.3167
2022-09-12,20.3167
2022-09-13,20.3167
2022-09-14,20.3167
2022-09-15,20.3167
2022-09-16,20.3167
2022-09-17,20.3167
2022-09-18,20.3167
2022-09-19,20.3167
2022-09-20,20.3167
2022-09-21,20.3167
2022-09-22,20.3167
2022-09-23,20.3167
2022-09-24,20.3167
2022-09-25,20.3167
2022-09-26,20.3167
2022-09-27,20.3167
2022-09-28,20.3167
2022-09-29,20.3167
2022-09-30,16.3799
2022-10-01,16.3799
2022-10-02,16.3799
2022-10-03,16.3799
2022-10-04,16.3799
2022-10-05,16.3799
2022-10-06,16.3799
2022-10-07,16.3799
2022-10-08,16.3799
2022-10-09,16.3799
2022-10-10,16.3799
2022-10-11,16.3799
2022-10-12,16.3799
2022-10-13,16.3799
2022-10-14,16.3799
2022-10-15,16.3799
2022-10-16,16.3799
2022-10-17,16.3799
2022-10-18,16.3799
2022-10-19,16.3799
2022-10-20,16.3799
2022-10-21,16.3799
2022-10-22,16.3799
2022-10-23,16.3799
2022-10-24,16.3799
2022-10-25,16.3799
2022-10-26,16.3799
2022-10-27,16.3799
2022-10-28,16.3799
2022-10-29,16.3799
2022-10-30,16.3799
2022-10-31,16.3799
2022-11-01,16.3799
2022-11-02,16.3799
2022-11-03,16.3799
2022-11-04,16.3799
2022-11-05,16.3799
2022-11-06,16.3799
2022-11-07,16.3799
2022-11-08,16.3799
2022-11-09,16.3799
2022-11-10,16.3799
2022-11-11,16.3799
2022-11-12,16.3799
2022-11-13,16.3799
2022-11-14,16.3799
2022-11-15,16.3799
2022-11-16,16.3799
2022-11-17,16.3799
2022-11-18,16.3799
2022-11-19,16.3799
2022-11-20,16.3799
2022-11-21,16.3799
2022-11-22,16.3799
2022-11-23,16.3799
2022-11-24,16.3799
2022-11-25,16.3799
2022-11-26,16.3799
2022-11-27,16.3799
2022-11-28,16.3799
2022-11-29,16.3799
2022-11-30,16.3799
2022-12-01,16.3799
2022-12-02,16.3799
2022-12-03,16.3799
2022-12-04,16.3799
2022-12-05,16.3799
2022-12-06,16.3799
2022-12-07,16.3799
2022-12-08,16.3799
2022-12-09,16.3799
2022-12-10,16.3799
2022-12-11,16.3799
2022-12-12,16.3799
2022-12-13,16.3799
2022-12-14,16.3799
2022-12-15,16.3799
2022-12-16,16.3799
2022-12-17,16.3799
2022-12-18,16.3799
2022-12-19,16.3799
2022-12-20,16.3799
2022-12-21,16.3799
2022-12-22,16.3799
2022-12-23,16.3799
2022-12-24,16.3799
2022-12-25,16.3799
2022-12-26,16.3799
2022-12-27,16.3799
2022-12-28,16.3799
2022-12-29,16.3799
2022-12-30,16.3799
2022-12-31,14.2881
2023-01-01,14.2881
2023-01-02,14.2881
2023-01-03,14.2881
2023-01-04,14.2881
2023-01-05,14.2881
2023-01-06,14.2881
2023-01-07,14.2881
2023-01-08,14.2881
2023-01-09,14.2881
2023-01-10,14.2881
2023-01-11,14.2881
2023-01-12,14.2881
2023-01-13,14.2881
2023-01-14,14.2881
2023-01-15,14.2881
2023-01-16,14.2881
2023-01-17,14.2881
2023-01-18,14.2881
2023-01-19,14.2881
2023-01-20,14.2881
2023-01-21,14.2881
2023-01-22,14.2881
2023-01-23,14.2881
2023-01-24,14.2881
2023-01-25,14.2881
2023-01-26,14.2881
2023-01-27,14.2881
2023-01-28,14.2881
2023-01-29,14.2881
2023-01-30,14.2881
2023-01-31,14.2881
2023-02-01,14.2881
2023-02-02,14.2881
2023-02-03,14.2881
2023-02-04,14.2881
2023-02-05,14.2881
2023-02-06,14.2881
2023-02-07,14.2881
2023-02-08,14.2881
2023-02-09,14.2881
2023-02-10,14.2881
2023-02-11,14.2881
2023-02-12,14.2881
2023-02-13,14.2881
2023-02-14,14.2881
2023-02-15,14.2881
2023-02-16,14.2881
2023-02-17,14.2881
2023-02-18,14.2881
2023-02-19,14.2881
2023-02-20,14.2881
2023-02-21,14.2881
2023-02-22,14.2881
2023-02-23,14.2881
2023-02-24,14.2881
2023-02-25,14.2881
2023-02-26,14.2881
2023-02-27,14.2881
2023-02-28,14.2881
2023-03-01,14.2881
2023-03-02,14.2881
2023-03-03,14.2881
2023-03-04,14.2881
2023-03-05,14.2881
2023-03-06,14.2881
2023-03-07,14.2881
2023-03-08,14.2881
2023-03-09,14.2881
2023-03-10,14.2881
2023-03-11,14.2881
2023-03-12,14.2881
2023-03-13,14.2881
2023-03-14,14.2881
2023-03-15,14.2881
2023-03-16,14.2881
