,VRTS US Equity
,RETURN_COM_EQY
2020-01-01,16.2349
2020-01-02,16.2349
2020-01-03,16.2349
2020-01-04,16.2349
2020-01-05,16.2349
2020-01-06,16.2349
2020-01-07,16.2349
2020-01-08,16.2349
2020-01-09,16.2349
2020-01-10,16.2349
2020-01-11,16.2349
2020-01-12,16.2349
2020-01-13,16.2349
2020-01-14,16.2349
2020-01-15,16.2349
2020-01-16,16.2349
2020-01-17,16.2349
2020-01-18,16.2349
2020-01-19,16.2349
2020-01-20,16.2349
2020-01-21,16.2349
2020-01-22,16.2349
2020-01-23,16.2349
2020-01-24,16.2349
2020-01-25,16.2349
2020-01-26,16.2349
2020-01-27,16.2349
2020-01-28,16.2349
2020-01-29,16.2349
2020-01-30,16.2349
2020-01-31,16.2349
2020-02-01,16.2349
2020-02-02,16.2349
2020-02-03,16.2349
2020-02-04,16.2349
2020-02-05,16.2349
2020-02-06,16.2349
2020-02-07,16.2349
2020-02-08,16.2349
2020-02-09,16.2349
2020-02-10,16.2349
2020-02-11,16.2349
2020-02-12,16.2349
2020-02-13,16.2349
2020-02-14,16.2349
2020-02-15,16.2349
2020-02-16,16.2349
2020-02-17,16.2349
2020-02-18,16.2349
2020-02-19,16.2349
2020-02-20,16.2349
2020-02-21,16.2349
2020-02-22,16.2349
2020-02-23,16.2349
2020-02-24,16.2349
2020-02-25,16.2349
2020-02-26,16.2349
2020-02-27,16.2349
2020-02-28,16.2349
2020-02-29,16.2349
2020-03-01,16.2349
2020-03-02,16.2349
2020-03-03,16.2349
2020-03-04,16.2349
2020-03-05,16.2349
2020-03-06,16.2349
2020-03-07,16.2349
2020-03-08,16.2349
2020-03-09,16.2349
2020-03-10,16.2349
2020-03-11,16.2349
2020-03-12,16.2349
2020-03-13,16.2349
2020-03-14,16.2349
2020-03-15,16.2349
2020-03-16,16.2349
2020-03-17,16.2349
2020-03-18,16.2349
2020-03-19,16.2349
2020-03-20,16.2349
2020-03-21,16.2349
2020-03-22,16.2349
2020-03-23,16.2349
2020-03-24,16.2349
2020-03-25,16.2349
2020-03-26,16.2349
2020-03-27,16.2349
2020-03-28,16.2349
2020-03-29,16.2349
2020-03-30,16.2349
2020-03-31,10.788
2020-04-01,10.788
2020-04-02,10.788
2020-04-03,10.788
2020-04-04,10.788
2020-04-05,10.788
2020-04-06,10.788
2020-04-07,10.788
2020-04-08,10.788
2020-04-09,10.788
2020-04-10,10.788
2020-04-11,10.788
2020-04-12,10.788
2020-04-13,10.788
2020-04-14,10.788
2020-04-15,10.788
2020-04-16,10.788
2020-04-17,10.788
2020-04-18,10.788
2020-04-19,10.788
2020-04-20,10.788
2020-04-21,10.788
2020-04-22,10.788
2020-04-23,10.788
2020-04-24,10.788
2020-04-25,10.788
2020-04-26,10.788
2020-04-27,10.788
2020-04-28,10.788
2020-04-29,10.788
2020-04-30,10.788
2020-05-01,10.788
2020-05-02,10.788
2020-05-03,10.788
2020-05-04,10.788
2020-05-05,10.788
2020-05-06,10.788
2020-05-07,10.788
2020-05-08,10.788
2020-05-09,10.788
2020-05-10,10.788
2020-05-11,10.788
2020-05-12,10.788
2020-05-13,10.788
2020-05-14,10.788
2020-05-15,10.788
2020-05-16,10.788
2020-05-17,10.788
2020-05-18,10.788
2020-05-19,10.788
2020-05-20,10.788
2020-05-21,10.788
2020-05-22,10.788
2020-05-23,10.788
2020-05-24,10.788
2020-05-25,10.788
2020-05-26,10.788
2020-05-27,10.788
2020-05-28,10.788
2020-05-29,10.788
2020-05-30,10.788
2020-05-31,10.788
2020-06-01,10.788
2020-06-02,10.788
2020-06-03,10.788
2020-06-04,10.788
2020-06-05,10.788
2020-06-06,10.788
2020-06-07,10.788
2020-06-08,10.788
2020-06-09,10.788
2020-06-10,10.788
2020-06-11,10.788
2020-06-12,10.788
2020-06-13,10.788
2020-06-14,10.788
2020-06-15,10.788
2020-06-16,10.788
2020-06-17,10.788
2020-06-18,10.788
2020-06-19,10.788
2020-06-20,10.788
