,ABG US Equity
2020-04-06,27.9708
2020-04-07,27.9708
2020-04-08,27.9708
2020-04-09,27.9708
2020-04-10,27.9708
2020-04-11,27.9708
2020-04-12,27.9708
2020-04-13,27.9708
2020-04-14,27.9708
2020-04-15,27.9708
2020-04-16,27.9708
2020-04-17,27.9708
2020-04-18,27.9708
2020-04-19,27.9708
2020-04-20,27.9708
2020-04-21,27.9708
2020-04-22,27.9708
2020-04-23,27.9708
2020-04-24,27.9708
2020-04-25,27.9708
2020-04-26,27.9708
2020-04-27,27.9708
2020-04-28,27.9708
2020-04-29,27.9708
2020-04-30,27.9708
2020-05-01,27.9708
2020-05-02,27.9708
2020-05-03,27.9708
2020-05-04,27.9708
2020-05-05,27.9708
2020-05-06,27.9708
2020-05-07,27.9708
2020-05-08,27.9708
2020-05-09,27.9708
2020-05-10,27.9708
2020-05-11,27.9708
2020-05-12,27.9708
2020-05-13,27.9708
2020-05-14,27.9708
2020-05-15,27.9708
2020-05-16,27.9708
2020-05-17,27.9708
2020-05-18,27.9708
2020-05-19,27.9708
2020-05-20,27.9708
2020-05-21,27.9708
2020-05-22,27.9708
2020-05-23,27.9708
2020-05-24,27.9708
2020-05-25,27.9708
2020-05-26,27.9708
2020-05-27,27.9708
2020-05-28,27.9708
2020-05-29,27.9708
2020-05-30,27.9708
2020-05-31,27.9708
2020-06-01,27.9708
2020-06-02,27.9708
2020-06-03,27.9708
2020-06-04,27.9708
2020-06-05,27.9708
2020-06-06,27.9708
2020-06-07,27.9708
2020-06-08,27.9708
2020-06-09,27.9708
2020-06-10,27.9708
2020-06-11,27.9708
2020-06-12,27.9708
2020-06-13,27.9708
2020-06-14,27.9708
2020-06-15,27.9708
2020-06-16,27.9708
2020-06-17,27.9708
2020-06-18,27.9708
2020-06-19,27.9708
2020-06-20,27.9708
2020-06-21,27.9708
2020-06-22,27.9708
2020-06-23,27.9708
2020-06-24,27.9708
2020-06-25,27.9708
2020-06-26,27.9708
2020-06-27,27.9708
2020-06-28,27.9708
2020-06-29,27.9708
2020-06-30,24.8464
2020-07-01,24.8464
2020-07-02,24.8464
2020-07-03,24.8464
2020-07-04,24.8464
2020-07-05,24.8464
2020-07-06,24.8464
2020-07-07,24.8464
2020-07-08,24.8464
2020-07-09,24.8464
2020-07-10,24.8464
2020-07-11,24.8464
2020-07-12,24.8464
2020-07-13,24.8464
2020-07-14,24.8464
2020-07-15,24.8464
2020-07-16,24.8464
2020-07-17,24.8464
2020-07-18,24.8464
2020-07-19,24.8464
2020-07-20,24.8464
2020-07-21,24.8464
2020-07-22,24.8464
2020-07-23,24.8464
2020-07-24,24.8464
2020-07-25,24.8464
2020-07-26,24.8464
2020-07-27,24.8464
2020-07-28,24.8464
2020-07-29,24.8464
2020-07-30,24.8464
2020-07-31,24.8464
2020-08-01,24.8464
2020-08-02,24.8464
2020-08-03,24.8464
2020-08-04,24.8464
2020-08-05,24.8464
2020-08-06,24.8464
2020-08-07,24.8464
2020-08-08,24.8464
2020-08-09,24.8464
2020-08-10,24.8464
2020-08-11,24.8464
2020-08-12,24.8464
2020-08-13,24.8464
2020-08-14,24.8464
2020-08-15,24.8464
2020-08-16,24.8464
2020-08-17,24.8464
2020-08-18,24.8464
2020-08-19,24.8464
2020-08-20,24.8464
2020-08-21,24.8464
2020-08-22,24.8464
2020-08-23,24.8464
2020-08-24,24.8464
2020-08-25,24.8464
2020-08-26,24.8464
2020-08-27,24.8464
2020-08-28,24.8464
2020-08-29,24.8464
2020-08-30,24.8464
2020-08-31,24.8464
2020-09-01,24.8464
2020-09-02,24.8464
2020-09-03,24.8464
2020-09-04,24.8464
2020-09-05,24.8464
2020-09-06,24.8464
2020-09-07,24.8464
2020-09-08,24.8464
2020-09-09,24.8464
2020-09-10,24.8464
2020-09-11,24.8464
2020-09-12,24.8464
2020-09-13,24.8464
2020-09-14,24.8464
2020-09-15,24.8464
2020-09-16,24.8464
2020-09-17,24.8464
2020-09-18,24.8464
2020-09-19,24.8464
2020-09-20,24.8464
2020-09-21,24.8464
2020-09-22,24.8464
2020-09-23,24.8464
2020-09-24,24.8464
2020-09-25,24.8464
2020-09-26,24.8464
2020-09-27,24.8464
2020-09-28,24.8464
2020-09-29,24.8464
2020-09-30,29.5913
2020-10-01,29.5913
2020-10-02,29.5913
2020-10-03,29.5913
2020-10-04,29.5913
2020-10-05,29.5913
2020-10-06,29.5913
2020-10-07,29.5913
2020-10-08,29.5913
2020-10-09,29.5913
2020-10-10,29.5913
2020-10-11,29.5913
2020-10-12,29.5913
2020-10-13,29.5913
2020-10-14,29.5913
2020-10-15,29.5913
2020-10-16,29.5913
2020-10-17,29.5913
2020-10-18,29.5913
2020-10-19,29.5913
2020-10-20,29.5913
2020-10-21,29.5913
2020-10-22,29.5913
2020-10-23,29.5913
2020-10-24,29.5913
2020-10-25,29.5913
2020-10-26,29.5913
2020-10-27,29.5913
2020-10-28,29.5913
2020-10-29,29.5913
2020-10-30,29.5913
2020-10-31,29.5913
2020-11-01,29.5913
2020-11-02,29.5913
2020-11-03,29.5913
2020-11-04,29.5913
2020-11-05,29.5913
2020-11-06,29.5913
2020-11-07,29.5913
2020-11-08,29.5913
2020-11-09,29.5913
2020-11-10,29.5913
2020-11-11,29.5913
2020-11-12,29.5913
2020-11-13,29.5913
2020-11-14,29.5913
2020-11-15,29.5913
2020-11-16,29.5913
2020-11-17,29.5913
2020-11-18,29.5913
2020-11-19,29.5913
2020-11-20,29.5913
2020-11-21,29.5913
2020-11-22,29.5913
2020-11-23,29.5913
2020-11-24,29.5913
2020-11-25,29.5913
2020-11-26,29.5913
2020-11-27,29.5913
2020-11-28,29.5913
2020-11-29,29.5913
2020-11-30,29.5913
2020-12-01,29.5913
2020-12-02,29.5913
2020-12-03,29.5913
2020-12-04,29.5913
2020-12-05,29.5913
2020-12-06,29.5913
2020-12-07,29.5913
2020-12-08,29.5913
2020-12-09,29.5913
2020-12-10,29.5913
2020-12-11,29.5913
2020-12-12,29.5913
2020-12-13,29.5913
2020-12-14,29.5913
2020-12-15,29.5913
2020-12-16,29.5913
2020-12-17,29.5913
2020-12-18,29.5913
2020-12-19,29.5913
2020-12-20,29.5913
2020-12-21,29.5913
2020-12-22,29.5913
2020-12-23,29.5913
2020-12-24,29.5913
2020-12-25,29.5913
2020-12-26,29.5913
2020-12-27,29.5913
2020-12-28,29.5913
2020-12-29,29.5913
2020-12-30,29.5913
2020-12-31,32.7877
2021-01-01,32.7877
2021-01-02,32.7877
2021-01-03,32.7877
2021-01-04,32.7877
2021-01-05,32.7877
2021-01-06,32.7877
2021-01-07,32.7877
2021-01-08,32.7877
2021-01-09,32.7877
2021-01-10,32.7877
2021-01-11,32.7877
2021-01-12,32.7877
2021-01-13,32.7877
2021-01-14,32.7877
2021-01-15,32.7877
2021-01-16,32.7877
2021-01-17,32.7877
2021-01-18,32.7877
2021-01-19,32.7877
2021-01-20,32.7877
2021-01-21,32.7877
2021-01-22,32.7877
2021-01-23,32.7877
2021-01-24,32.7877
2021-01-25,32.7877
2021-01-26,32.7877
2021-01-27,32.7877
2021-01-28,32.7877
2021-01-29,32.7877
2021-01-30,32.7877
2021-01-31,32.7877
2021-02-01,32.7877
2021-02-02,32.7877
2021-02-03,32.7877
2021-02-04,32.7877
2021-02-05,32.7877
2021-02-06,32.7877
2021-02-07,32.7877
2021-02-08,32.7877
2021-02-09,32.7877
2021-02-10,32.7877
2021-02-11,32.7877
2021-02-12,32.7877
2021-02-13,32.7877
2021-02-14,32.7877
2021-02-15,32.7877
2021-02-16,32.7877
2021-02-17,32.7877
2021-02-18,32.7877
2021-02-19,32.7877
2021-02-20,32.7877
2021-02-21,32.7877
2021-02-22,32.7877
2021-02-23,32.7877
2021-02-24,32.7877
2021-02-25,32.7877
2021-02-26,32.7877
2021-02-27,32.7877
2021-02-28,32.7877
2021-03-01,32.7877
2021-03-02,32.7877
2021-03-03,32.7877
2021-03-04,32.7877
2021-03-05,32.7877
2021-03-06,32.7877
2021-03-07,32.7877
2021-03-08,32.7877
2021-03-09,32.7877
2021-03-10,32.7877
2021-03-11,32.7877
2021-03-12,32.7877
2021-03-13,32.7877
2021-03-14,32.7877
2021-03-15,32.7877
2021-03-16,32.7877
2021-03-17,32.7877
2021-03-18,32.7877
2021-03-19,32.7877
2021-03-20,32.7877
2021-03-21,32.7877
2021-03-22,32.7877
2021-03-23,32.7877
2021-03-24,32.7877
2021-03-25,32.7877
2021-03-26,32.7877
2021-03-27,32.7877
2021-03-28,32.7877
2021-03-29,32.7877
2021-03-30,32.7877
2021-03-31,39.5081
2021-04-01,39.5081
2021-04-02,39.5081
2021-04-03,39.5081
2021-04-04,39.5081
2021-04-05,39.5081
2021-04-06,39.5081
2021-04-07,39.5081
2021-04-08,39.5081
2021-04-09,39.5081
2021-04-10,39.5081
2021-04-11,39.5081
2021-04-12,39.5081
2021-04-13,39.5081
2021-04-14,39.5081
2021-04-15,39.5081
2021-04-16,39.5081
2021-04-17,39.5081
2021-04-18,39.5081
2021-04-19,39.5081
2021-04-20,39.5081
2021-04-21,39.5081
2021-04-22,39.5081
2021-04-23,39.5081
2021-04-24,39.5081
2021-04-25,39.5081
2021-04-26,39.5081
2021-04-27,39.5081
2021-04-28,39.5081
2021-04-29,39.5081
2021-04-30,39.5081
2021-05-01,39.5081
2021-05-02,39.5081
2021-05-03,39.5081
2021-05-04,39.5081
2021-05-05,39.5081
2021-05-06,39.5081
2021-05-07,39.5081
2021-05-08,39.5081
2021-05-09,39.5081
2021-05-10,39.5081
2021-05-11,39.5081
2021-05-12,39.5081
2021-05-13,39.5081
2021-05-14,39.5081
2021-05-15,39.5081
2021-05-16,39.5081
2021-05-17,39.5081
2021-05-18,39.5081
2021-05-19,39.5081
2021-05-20,39.5081
2021-05-21,39.5081
2021-05-22,39.5081
2021-05-23,39.5081
2021-05-24,39.5081
2021-05-25,39.5081
2021-05-26,39.5081
2021-05-27,39.5081
2021-05-28,39.5081
2021-05-29,39.5081
2021-05-30,39.5081
2021-05-31,39.5081
2021-06-01,39.5081
2021-06-02,39.5081
2021-06-03,39.5081
2021-06-04,39.5081
2021-06-05,39.5081
2021-06-06,39.5081
2021-06-07,39.5081
2021-06-08,39.5081
2021-06-09,39.5081
2021-06-10,39.5081
2021-06-11,39.5081
2021-06-12,39.5081
2021-06-13,39.5081
2021-06-14,39.5081
2021-06-15,39.5081
2021-06-16,39.5081
2021-06-17,39.5081
2021-06-18,39.5081
2021-06-19,39.5081
2021-06-20,39.5081
2021-06-21,39.5081
2021-06-22,39.5081
2021-06-23,39.5081
2021-06-24,39.5081
2021-06-25,39.5081
2021-06-26,39.5081
2021-06-27,39.5081
2021-06-28,39.5081
2021-06-29,39.5081
2021-06-30,46.2233
2021-07-01,46.2233
2021-07-02,46.2233
2021-07-03,46.2233
2021-07-04,46.2233
2021-07-05,46.2233
2021-07-06,46.2233
2021-07-07,46.2233
2021-07-08,46.2233
2021-07-09,46.2233
2021-07-10,46.2233
2021-07-11,46.2233
2021-07-12,46.2233
2021-07-13,46.2233
2021-07-14,46.2233
2021-07-15,46.2233
2021-07-16,46.2233
2021-07-17,46.2233
2021-07-18,46.2233
2021-07-19,46.2233
2021-07-20,46.2233
2021-07-21,46.2233
2021-07-22,46.2233
2021-07-23,46.2233
2021-07-24,46.2233
2021-07-25,46.2233
2021-07-26,46.2233
2021-07-27,46.2233
2021-07-28,46.2233
2021-07-29,46.2233
2021-07-30,46.2233
2021-07-31,46.2233
2021-08-01,46.2233
2021-08-02,46.2233
2021-08-03,46.2233
2021-08-04,46.2233
2021-08-05,46.2233
2021-08-06,46.2233
2021-08-07,46.2233
2021-08-08,46.2233
2021-08-09,46.2233
2021-08-10,46.2233
2021-08-11,46.2233
2021-08-12,46.2233
2021-08-13,46.2233
2021-08-14,46.2233
2021-08-15,46.2233
2021-08-16,46.2233
2021-08-17,46.2233
2021-08-18,46.2233
2021-08-19,46.2233
2021-08-20,46.2233
2021-08-21,46.2233
2021-08-22,46.2233
2021-08-23,46.2233
2021-08-24,46.2233
2021-08-25,46.2233
2021-08-26,46.2233
2021-08-27,46.2233
2021-08-28,46.2233
2021-08-29,46.2233
2021-08-30,46.2233
2021-08-31,46.2233
2021-09-01,46.2233
2021-09-02,46.2233
2021-09-03,46.2233
2021-09-04,46.2233
2021-09-05,46.2233
2021-09-06,46.2233
2021-09-07,46.2233
2021-09-08,46.2233
2021-09-09,46.2233
2021-09-10,46.2233
2021-09-11,46.2233
2021-09-12,46.2233
2021-09-13,46.2233
2021-09-14,46.2233
2021-09-15,46.2233
2021-09-16,46.2233
2021-09-17,46.2233
2021-09-18,46.2233
2021-09-19,46.2233
2021-09-20,46.2233
2021-09-21,46.2233
2021-09-22,46.2233
2021-09-23,46.2233
2021-09-24,46.2233
2021-09-25,46.2233
2021-09-26,46.2233
2021-09-27,46.2233
2021-09-28,46.2233
2021-09-29,46.2233
2021-09-30,45.5234
2021-10-01,45.5234
2021-10-02,45.5234
2021-10-03,45.5234
2021-10-04,45.5234
2021-10-05,45.5234
2021-10-06,45.5234
2021-10-07,45.5234
2021-10-08,45.5234
2021-10-09,45.5234
2021-10-10,45.5234
2021-10-11,45.5234
2021-10-12,45.5234
2021-10-13,45.5234
2021-10-14,45.5234
2021-10-15,45.5234
2021-10-16,45.5234
2021-10-17,45.5234
2021-10-18,45.5234
2021-10-19,45.5234
2021-10-20,45.5234
2021-10-21,45.5234
2021-10-22,45.5234
2021-10-23,45.5234
2021-10-24,45.5234
2021-10-25,45.5234
2021-10-26,45.5234
2021-10-27,45.5234
2021-10-28,45.5234
2021-10-29,45.5234
2021-10-30,45.5234
2021-10-31,45.5234
2021-11-01,45.5234
2021-11-02,45.5234
2021-11-03,45.5234
2021-11-04,45.5234
2021-11-05,45.5234
2021-11-06,45.5234
2021-11-07,45.5234
2021-11-08,45.5234
2021-11-09,45.5234
2021-11-10,45.5234
2021-11-11,45.5234
2021-11-12,45.5234
2021-11-13,45.5234
2021-11-14,45.5234
2021-11-15,45.5234
2021-11-16,45.5234
2021-11-17,45.5234
2021-11-18,45.5234
2021-11-19,45.5234
2021-11-20,45.5234
2021-11-21,45.5234
2021-11-22,45.5234
2021-11-23,45.5234
2021-11-24,45.5234
2021-11-25,45.5234
2021-11-26,45.5234
2021-11-27,45.5234
2021-11-28,45.5234
2021-11-29,45.5234
2021-11-30,45.5234
2021-12-01,45.5234
2021-12-02,45.5234
2021-12-03,45.5234
2021-12-04,45.5234
2021-12-05,45.5234
2021-12-06,45.5234
2021-12-07,45.5234
2021-12-08,45.5234
2021-12-09,45.5234
2021-12-10,45.5234
2021-12-11,45.5234
2021-12-12,45.5234
2021-12-13,45.5234
2021-12-14,45.5234
2021-12-15,45.5234
2021-12-16,45.5234
2021-12-17,45.5234
2021-12-18,45.5234
2021-12-19,45.5234
2021-12-20,45.5234
2021-12-21,45.5234
2021-12-22,45.5234
2021-12-23,45.5234
2021-12-24,45.5234
2021-12-25,45.5234
2021-12-26,45.5234
2021-12-27,45.5234
2021-12-28,45.5234
2021-12-29,45.5234
2021-12-30,45.5234
2021-12-31,35.2466
2022-01-01,35.2466
2022-01-02,35.2466
2022-01-03,35.2466
2022-01-04,35.2466
2022-01-05,35.2466
2022-01-06,35.2466
2022-01-07,35.2466
2022-01-08,35.2466
2022-01-09,35.2466
2022-01-10,35.2466
2022-01-11,35.2466
2022-01-12,35.2466
2022-01-13,35.2466
2022-01-14,35.2466
2022-01-15,35.2466
2022-01-16,35.2466
2022-01-17,35.2466
2022-01-18,35.2466
2022-01-19,35.2466
2022-01-20,35.2466
2022-01-21,35.2466
2022-01-22,35.2466
2022-01-23,35.2466
2022-01-24,35.2466
2022-01-25,35.2466
2022-01-26,35.2466
2022-01-27,35.2466
2022-01-28,35.2466
2022-01-29,35.2466
2022-01-30,35.2466
2022-01-31,35.2466
2022-02-01,35.2466
2022-02-02,35.2466
2022-02-03,35.2466
2022-02-04,35.2466
2022-02-05,35.2466
2022-02-06,35.2466
2022-02-07,35.2466
2022-02-08,35.2466
2022-02-09,35.2466
2022-02-10,35.2466
2022-02-11,35.2466
2022-02-12,35.2466
2022-02-13,35.2466
2022-02-14,35.2466
2022-02-15,35.2466
2022-02-16,35.2466
2022-02-17,35.2466
2022-02-18,35.2466
2022-02-19,35.2466
2022-02-20,35.2466
2022-02-21,35.2466
2022-02-22,35.2466
2022-02-23,35.2466
2022-02-24,35.2466
2022-02-25,35.2466
2022-02-26,35.2466
2022-02-27,35.2466
2022-02-28,35.2466
2022-03-01,35.2466
2022-03-02,35.2466
2022-03-03,35.2466
2022-03-04,35.2466
2022-03-05,35.2466
2022-03-06,35.2466
2022-03-07,35.2466
2022-03-08,35.2466
2022-03-09,35.2466
2022-03-10,35.2466
2022-03-11,35.2466
2022-03-12,35.2466
2022-03-13,35.2466
2022-03-14,35.2466
2022-03-15,35.2466
2022-03-16,35.2466
2022-03-17,35.2466
2022-03-18,35.2466
2022-03-19,35.2466
2022-03-20,35.2466
2022-03-21,35.2466
2022-03-22,35.2466
2022-03-23,35.2466
2022-03-24,35.2466
2022-03-25,35.2466
2022-03-26,35.2466
2022-03-27,35.2466
2022-03-28,35.2466
2022-03-29,35.2466
2022-03-30,35.2466
2022-03-31,42.5908
2022-04-01,42.5908
2022-04-02,42.5908
2022-04-03,42.5908
2022-04-04,42.5908
2022-04-05,42.5908
2022-04-06,42.5908
2022-04-07,42.5908
2022-04-08,42.5908
2022-04-09,42.5908
2022-04-10,42.5908
2022-04-11,42.5908
2022-04-12,42.5908
2022-04-13,42.5908
2022-04-14,42.5908
2022-04-15,42.5908
2022-04-16,42.5908
2022-04-17,42.5908
2022-04-18,42.5908
2022-04-19,42.5908
2022-04-20,42.5908
2022-04-21,42.5908
2022-04-22,42.5908
2022-04-23,42.5908
2022-04-24,42.5908
2022-04-25,42.5908
2022-04-26,42.5908
2022-04-27,42.5908
2022-04-28,42.5908
2022-04-29,42.5908
2022-04-30,42.5908
2022-05-01,42.5908
2022-05-02,42.5908
2022-05-03,42.5908
2022-05-04,42.5908
2022-05-05,42.5908
2022-05-06,42.5908
2022-05-07,42.5908
2022-05-08,42.5908
2022-05-09,42.5908
2022-05-10,42.5908
2022-05-11,42.5908
2022-05-12,42.5908
2022-05-13,42.5908
2022-05-14,42.5908
2022-05-15,42.5908
2022-05-16,42.5908
2022-05-17,42.5908
2022-05-18,42.5908
2022-05-19,42.5908
2022-05-20,42.5908
2022-05-21,42.5908
2022-05-22,42.5908
2022-05-23,42.5908
2022-05-24,42.5908
2022-05-25,42.5908
2022-05-26,42.5908
2022-05-27,42.5908
2022-05-28,42.5908
2022-05-29,42.5908
2022-05-30,42.5908
2022-05-31,42.5908
2022-06-01,42.5908
2022-06-02,42.5908
2022-06-03,42.5908
2022-06-04,42.5908
2022-06-05,42.5908
2022-06-06,42.5908
2022-06-07,42.5908
2022-06-08,42.5908
2022-06-09,42.5908
2022-06-10,42.5908
2022-06-11,42.5908
2022-06-12,42.5908
2022-06-13,42.5908
2022-06-14,42.5908
2022-06-15,42.5908
2022-06-16,42.5908
2022-06-17,42.5908
2022-06-18,42.5908
2022-06-19,42.5908
2022-06-20,42.5908
2022-06-21,42.5908
2022-06-22,42.5908
2022-06-23,42.5908
2022-06-24,42.5908
2022-06-25,42.5908
2022-06-26,42.5908
2022-06-27,42.5908
2022-06-28,42.5908
2022-06-29,42.5908
2022-06-30,40.8351
2022-07-01,40.8351
2022-07-02,40.8351
2022-07-03,40.8351
2022-07-04,40.8351
2022-07-05,40.8351
2022-07-06,40.8351
2022-07-07,40.8351
2022-07-08,40.8351
2022-07-09,40.8351
2022-07-10,40.8351
2022-07-11,40.8351
2022-07-12,40.8351
2022-07-13,40.8351
2022-07-14,40.8351
2022-07-15,40.8351
2022-07-16,40.8351
2022-07-17,40.8351
2022-07-18,40.8351
2022-07-19,40.8351
2022-07-20,40.8351
2022-07-21,40.8351
2022-07-22,40.8351
2022-07-23,40.8351
2022-07-24,40.8351
2022-07-25,40.8351
2022-07-26,40.8351
2022-07-27,40.8351
2022-07-28,40.8351
2022-07-29,40.8351
2022-07-30,40.8351
2022-07-31,40.8351
2022-08-01,40.8351
2022-08-02,40.8351
2022-08-03,40.8351
2022-08-04,40.8351
2022-08-05,40.8351
2022-08-06,40.8351
2022-08-07,40.8351
2022-08-08,40.8351
2022-08-09,40.8351
2022-08-10,40.8351
2022-08-11,40.8351
2022-08-12,40.8351
2022-08-13,40.8351
2022-08-14,40.8351
2022-08-15,40.8351
2022-08-16,40.8351
2022-08-17,40.8351
2022-08-18,40.8351
2022-08-19,40.8351
2022-08-20,40.8351
2022-08-21,40.8351
2022-08-22,40.8351
2022-08-23,40.8351
2022-08-24,40.8351
2022-08-25,40.8351
2022-08-26,40.8351
2022-08-27,40.8351
2022-08-28,40.8351
2022-08-29,40.8351
2022-08-30,40.8351
2022-08-31,40.8351
2022-09-01,40.8351
2022-09-02,40.8351
2022-09-03,40.8351
2022-09-04,40.8351
2022-09-05,40.8351
2022-09-06,40.8351
2022-09-07,40.8351
2022-09-08,40.8351
2022-09-09,40.8351
2022-09-10,40.8351
2022-09-11,40.8351
2022-09-12,40.8351
2022-09-13,40.8351
2022-09-14,40.8351
2022-09-15,40.8351
2022-09-16,40.8351
2022-09-17,40.8351
2022-09-18,40.8351
2022-09-19,40.8351
2022-09-20,40.8351
2022-09-21,40.8351
2022-09-22,40.8351
2022-09-23,40.8351
2022-09-24,40.8351
2022-09-25,40.8351
2022-09-26,40.8351
2022-09-27,40.8351
2022-09-28,40.8351
2022-09-29,40.8351
2022-09-30,39.785
2022-10-01,39.785
2022-10-02,39.785
2022-10-03,39.785
2022-10-04,39.785
2022-10-05,39.785
2022-10-06,39.785
2022-10-07,39.785
2022-10-08,39.785
2022-10-09,39.785
2022-10-10,39.785
2022-10-11,39.785
2022-10-12,39.785
2022-10-13,39.785
2022-10-14,39.785
2022-10-15,39.785
2022-10-16,39.785
2022-10-17,39.785
2022-10-18,39.785
2022-10-19,39.785
2022-10-20,39.785
2022-10-21,39.785
2022-10-22,39.785
2022-10-23,39.785
2022-10-24,39.785
2022-10-25,39.785
2022-10-26,39.785
2022-10-27,39.785
2022-10-28,39.785
2022-10-29,39.785
2022-10-30,39.785
2022-10-31,39.785
2022-11-01,39.785
2022-11-02,39.785
2022-11-03,39.785
2022-11-04,39.785
2022-11-05,39.785
2022-11-06,39.785
2022-11-07,39.785
2022-11-08,39.785
2022-11-09,39.785
2022-11-10,39.785
2022-11-11,39.785
2022-11-12,39.785
2022-11-13,39.785
2022-11-14,39.785
2022-11-15,39.785
2022-11-16,39.785
2022-11-17,39.785
2022-11-18,39.785
2022-11-19,39.785
2022-11-20,39.785
2022-11-21,39.785
2022-11-22,39.785
2022-11-23,39.785
2022-11-24,39.785
2022-11-25,39.785
2022-11-26,39.785
2022-11-27,39.785
2022-11-28,39.785
2022-11-29,39.785
2022-11-30,39.785
2022-12-01,39.785
2022-12-02,39.785
2022-12-03,39.785
2022-12-04,39.785
2022-12-05,39.785
2022-12-06,39.785
2022-12-07,39.785
2022-12-08,39.785
2022-12-09,39.785
2022-12-10,39.785
2022-12-11,39.785
2022-12-12,39.785
2022-12-13,39.785
2022-12-14,39.785
2022-12-15,39.785
2022-12-16,39.785
2022-12-17,39.785
2022-12-18,39.785
2022-12-19,39.785
2022-12-20,39.785
2022-12-21,39.785
2022-12-22,39.785
2022-12-23,39.785
2022-12-24,39.785
2022-12-25,39.785
2022-12-26,39.785
2022-12-27,39.785
2022-12-28,39.785
2022-12-29,39.785
2022-12-30,39.785
2022-12-31,39.741
2023-01-01,39.741
2023-01-02,39.741
2023-01-03,39.741
2023-01-04,39.741
2023-01-05,39.741
2023-01-06,39.741
2023-01-07,39.741
2023-01-08,39.741
2023-01-09,39.741
2023-01-10,39.741
2023-01-11,39.741
2023-01-12,39.741
2023-01-13,39.741
2023-01-14,39.741
2023-01-15,39.741
2023-01-16,39.741
2023-01-17,39.741
2023-01-18,39.741
2023-01-19,39.741
2023-01-20,39.741
2023-01-21,39.741
2023-01-22,39.741
2023-01-23,39.741
2023-01-24,39.741
2023-01-25,39.741
2023-01-26,39.741
2023-01-27,39.741
2023-01-28,39.741
2023-01-29,39.741
2023-01-30,39.741
2023-01-31,39.741
2023-02-01,39.741
2023-02-02,39.741
2023-02-03,39.741
2023-02-04,39.741
2023-02-05,39.741
2023-02-06,39.741
2023-02-07,39.741
2023-02-08,39.741
2023-02-09,39.741
2023-02-10,39.741
2023-02-11,39.741
2023-02-12,39.741
2023-02-13,39.741
2023-02-14,39.741
2023-02-15,39.741
2023-02-16,39.741
2023-02-17,39.741
2023-02-18,39.741
2023-02-19,39.741
2023-02-20,39.741
2023-02-21,39.741
2023-02-22,39.741
2023-02-23,39.741
2023-02-24,39.741
2023-02-25,39.741
2023-02-26,39.741
2023-02-27,39.741
2023-02-28,39.741
2023-03-01,39.741
2023-03-02,39.741
2023-03-03,39.741
2023-03-04,39.741
2023-03-05,39.741
2023-03-06,39.741
2023-03-07,39.741
2023-03-08,39.741
2023-03-09,39.741
2023-03-10,39.741
2023-03-11,39.741
2023-03-12,39.741
2023-03-13,39.741
2023-03-14,39.741
2023-03-15,39.741
2023-03-16,39.741
2023-03-17,39.741
2023-03-18,39.741
2023-03-19,39.741
2023-03-20,39.741
2023-03-21,39.741
2023-03-22,39.741
2023-03-23,39.741
