,AAPL US Equity
,RETURN_COM_EQY
2020-11-24,73.6856
2020-11-25,73.6856
2020-11-26,73.6856
2020-11-27,73.6856
2020-11-28,73.6856
2020-11-29,73.6856
2020-11-30,73.6856
2020-12-01,73.6856
2020-12-02,73.6856
2020-12-03,73.6856
2020-12-04,73.6856
2020-12-05,73.6856
2020-12-06,73.6856
2020-12-07,73.6856
2020-12-08,73.6856
2020-12-09,73.6856
2020-12-10,73.6856
2020-12-11,73.6856
2020-12-12,73.6856
2020-12-13,73.6856
2020-12-14,73.6856
2020-12-15,73.6856
2020-12-16,73.6856
2020-12-17,73.6856
2020-12-18,73.6856
2020-12-19,73.6856
2020-12-20,73.6856
2020-12-21,73.6856
2020-12-22,73.6856
2020-12-23,73.6856
2020-12-24,73.6856
2020-12-25,73.6856
2020-12-26,82.0905
2020-12-27,82.0905
2020-12-28,82.0905
2020-12-29,82.0905
2020-12-30,82.0905
2020-12-31,82.0905
2021-01-01,82.0905
2021-01-02,82.0905
2021-01-03,82.0905
2021-01-04,82.0905
2021-01-05,82.0905
2021-01-06,82.0905
2021-01-07,82.0905
2021-01-08,82.0905
2021-01-09,82.0905
2021-01-10,82.0905
2021-01-11,82.0905
2021-01-12,82.0905
2021-01-13,82.0905
2021-01-14,82.0905
2021-01-15,82.0905
2021-01-16,82.0905
2021-01-17,82.0905
2021-01-18,82.0905
2021-01-19,82.0905
2021-01-20,82.0905
2021-01-21,82.0905
2021-01-22,82.0905
2021-01-23,82.0905
2021-01-24,82.0905
2021-01-25,82.0905
2021-01-26,82.0905
2021-01-27,82.0905
2021-01-28,82.0905
2021-01-29,82.0905
2021-01-30,82.0905
2021-01-31,82.0905
2021-02-01,82.0905
2021-02-02,82.0905
2021-02-03,82.0905
2021-02-04,82.0905
2021-02-05,82.0905
2021-02-06,82.0905
2021-02-07,82.0905
2021-02-08,82.0905
2021-02-09,82.0905
2021-02-10,82.0905
2021-02-11,82.0905
2021-02-12,82.0905
2021-02-13,82.0905
2021-02-14,82.0905
2021-02-15,82.0905
2021-02-16,82.0905
2021-02-17,82.0905
2021-02-18,82.0905
2021-02-19,82.0905
2021-02-20,82.0905
2021-02-21,82.0905
2021-02-22,82.0905
2021-02-23,82.0905
2021-02-24,82.0905
2021-02-25,82.0905
2021-02-26,82.0905
2021-02-27,82.0905
2021-02-28,82.0905
2021-03-01,82.0905
2021-03-02,82.0905
2021-03-03,82.0905
2021-03-04,82.0905
2021-03-05,82.0905
2021-03-06,82.0905
2021-03-07,82.0905
2021-03-08,82.0905
2021-03-09,82.0905
2021-03-10,82.0905
2021-03-11,82.0905
2021-03-12,82.0905
2021-03-13,82.0905
2021-03-14,82.0905
2021-03-15,82.0905
2021-03-16,82.0905
2021-03-17,82.0905
2021-03-18,82.0905
2021-03-19,82.0905
2021-03-20,82.0905
2021-03-21,82.0905
2021-03-22,82.0905
2021-03-23,82.0905
2021-03-24,82.0905
2021-03-25,82.0905
2021-03-26,82.0905
2021-03-27,103.4003
2021-03-28,103.4003
2021-03-29,103.4003
2021-03-30,103.4003
2021-03-31,103.4003
2021-04-01,103.4003
2021-04-02,103.4003
2021-04-03,103.4003
2021-04-04,103.4003
2021-04-05,103.4003
2021-04-06,103.4003
2021-04-07,103.4003
2021-04-08,103.4003
2021-04-09,103.4003
2021-04-10,103.4003
2021-04-11,103.4003
2021-04-12,103.4003
2021-04-13,103.4003
2021-04-14,103.4003
2021-04-15,103.4003
2021-04-16,103.4003
2021-04-17,103.4003
2021-04-18,103.4003
2021-04-19,103.4003
2021-04-20,103.4003
2021-04-21,103.4003
2021-04-22,103.4003
2021-04-23,103.4003
2021-04-24,103.4003
2021-04-25,103.4003
2021-04-26,103.4003
2021-04-27,103.4003
2021-04-28,103.4003
2021-04-29,103.4003
2021-04-30,103.4003
2021-05-01,103.4003
2021-05-02,103.4003
2021-05-03,103.4003
2021-05-04,103.4003
2021-05-05,103.4003
2021-05-06,103.4003
2021-05-07,103.4003
2021-05-08,103.4003
2021-05-09,103.4003
2021-05-10,103.4003
2021-05-11,103.4003
2021-05-12,103.4003
2021-05-13,103.4003
2021-05-14,103.4003
2021-05-15,103.4003
2021-05-16,103.4003
2021-05-17,103.4003
2021-05-18,103.4003
2021-05-19,103.4003
2021-05-20,103.4003
2021-05-21,103.4003
2021-05-22,103.4003
2021-05-23,103.4003
2021-05-24,103.4003
2021-05-25,103.4003
2021-05-26,103.4003
2021-05-27,103.4003
2021-05-28,103.4003
2021-05-29,103.4003
2021-05-30,103.4003
2021-05-31,103.4003
2021-06-01,103.4003
2021-06-02,103.4003
2021-06-03,103.4003
2021-06-04,103.4003
2021-06-05,103.4003
2021-06-06,103.4003
2021-06-07,103.4003
2021-06-08,103.4003
2021-06-09,103.4003
2021-06-10,103.4003
2021-06-11,103.4003
2021-06-12,103.4003
2021-06-13,103.4003
2021-06-14,103.4003
2021-06-15,103.4003
2021-06-16,103.4003
2021-06-17,103.4003
2021-06-18,103.4003
2021-06-19,103.4003
2021-06-20,103.4003
2021-06-21,103.4003
2021-06-22,103.4003
2021-06-23,103.4003
2021-06-24,103.4003
2021-06-25,103.4003
2021-06-26,127.1247
2021-06-27,127.1247
2021-06-28,127.1247
2021-06-29,127.1247
2021-06-30,127.1247
2021-07-01,127.1247
2021-07-02,127.1247
2021-07-03,127.1247
2021-07-04,127.1247
2021-07-05,127.1247
2021-07-06,127.1247
2021-07-07,127.1247
2021-07-08,127.1247
2021-07-09,127.1247
2021-07-10,127.1247
2021-07-11,127.1247
2021-07-12,127.1247
2021-07-13,127.1247
2021-07-14,127.1247
2021-07-15,127.1247
2021-07-16,127.1247
2021-07-17,127.1247
2021-07-18,127.1247
2021-07-19,127.1247
2021-07-20,127.1247
2021-07-21,127.1247
2021-07-22,127.1247
2021-07-23,127.1247
2021-07-24,127.1247
2021-07-25,127.1247
2021-07-26,127.1247
2021-07-27,127.1247
2021-07-28,127.1247
2021-07-29,127.1247
2021-07-30,127.1247
2021-07-31,127.1247
2021-08-01,127.1247
2021-08-02,127.1247
2021-08-03,127.1247
2021-08-04,127.1247
2021-08-05,127.1247
2021-08-06,127.1247
2021-08-07,127.1247
2021-08-08,127.1247
2021-08-09,127.1247
2021-08-10,127.1247
2021-08-11,127.1247
2021-08-12,127.1247
2021-08-13,127.1247
2021-08-14,127.1247
2021-08-15,127.1247
2021-08-16,127.1247
2021-08-17,127.1247
2021-08-18,127.1247
2021-08-19,127.1247
2021-08-20,127.1247
2021-08-21,127.1247
2021-08-22,127.1247
2021-08-23,127.1247
2021-08-24,127.1247
2021-08-25,127.1247
2021-08-26,127.1247
2021-08-27,127.1247
2021-08-28,127.1247
2021-08-29,127.1247
2021-08-30,127.1247
2021-08-31,127.1247
2021-09-01,127.1247
2021-09-02,127.1247
2021-09-03,127.1247
2021-09-04,127.1247
2021-09-05,127.1247
2021-09-06,127.1247
2021-09-07,127.1247
2021-09-08,127.1247
2021-09-09,127.1247
2021-09-10,127.1247
2021-09-11,127.1247
2021-09-12,127.1247
2021-09-13,127.1247
2021-09-14,127.1247
2021-09-15,127.1247
2021-09-16,127.1247
2021-09-17,127.1247
2021-09-18,127.1247
2021-09-19,127.1247
2021-09-20,127.1247
2021-09-21,127.1247
2021-09-22,127.1247
2021-09-23,127.1247
2021-09-24,127.1247
2021-09-25,147.4433
2021-09-26,147.4433
2021-09-27,147.4433
2021-09-28,147.4433
2021-09-29,147.4433
2021-09-30,147.4433
2021-10-01,147.4433
2021-10-02,147.4433
2021-10-03,147.4433
2021-10-04,147.4433
2021-10-05,147.4433
2021-10-06,147.4433
2021-10-07,147.4433
2021-10-08,147.4433
2021-10-09,147.4433
2021-10-10,147.4433
2021-10-11,147.4433
2021-10-12,147.4433
2021-10-13,147.4433
2021-10-14,147.4433
2021-10-15,147.4433
2021-10-16,147.4433
2021-10-17,147.4433
2021-10-18,147.4433
2021-10-19,147.4433
2021-10-20,147.4433
2021-10-21,147.4433
2021-10-22,147.4433
2021-10-23,147.4433
2021-10-24,147.4433
2021-10-25,147.4433
2021-10-26,147.4433
2021-10-27,147.4433
2021-10-28,147.4433
2021-10-29,147.4433
2021-10-30,147.4433
2021-10-31,147.4433
2021-11-01,147.4433
2021-11-02,147.4433
2021-11-03,147.4433
2021-11-04,147.4433
2021-11-05,147.4433
2021-11-06,147.4433
2021-11-07,147.4433
2021-11-08,147.4433
2021-11-09,147.4433
2021-11-10,147.4433
2021-11-11,147.4433
2021-11-12,147.4433
2021-11-13,147.4433
2021-11-14,147.4433
2021-11-15,147.4433
2021-11-16,147.4433
2021-11-17,147.4433
2021-11-18,147.4433
2021-11-19,147.4433
2021-11-20,147.4433
2021-11-21,147.4433
2021-11-22,147.4433
2021-11-23,147.4433
2021-11-24,147.4433
2021-11-25,147.4433
2021-11-26,147.4433
2021-11-27,147.4433
2021-11-28,147.4433
2021-11-29,147.4433
2021-11-30,147.4433
2021-12-01,147.4433
2021-12-02,147.4433
2021-12-03,147.4433
2021-12-04,147.4433
2021-12-05,147.4433
2021-12-06,147.4433
2021-12-07,147.4433
2021-12-08,147.4433
2021-12-09,147.4433
2021-12-10,147.4433
2021-12-11,147.4433
2021-12-12,147.4433
2021-12-13,147.4433
2021-12-14,147.4433
2021-12-15,147.4433
2021-12-16,147.4433
2021-12-17,147.4433
2021-12-18,147.4433
2021-12-19,147.4433
2021-12-20,147.4433
2021-12-21,147.4433
2021-12-22,147.4433
2021-12-23,147.4433
2021-12-24,147.4433
2021-12-25,145.5673
2021-12-26,145.5673
2021-12-27,145.5673
2021-12-28,145.5673
2021-12-29,145.5673
2021-12-30,145.5673
2021-12-31,145.5673
2022-01-01,145.5673
2022-01-02,145.5673
2022-01-03,145.5673
2022-01-04,145.5673
2022-01-05,145.5673
2022-01-06,145.5673
2022-01-07,145.5673
2022-01-08,145.5673
2022-01-09,145.5673
2022-01-10,145.5673
2022-01-11,145.5673
2022-01-12,145.5673
2022-01-13,145.5673
2022-01-14,145.5673
2022-01-15,145.5673
2022-01-16,145.5673
2022-01-17,145.5673
2022-01-18,145.5673
2022-01-19,145.5673
2022-01-20,145.5673
2022-01-21,145.5673
2022-01-22,145.5673
2022-01-23,145.5673
2022-01-24,145.5673
2022-01-25,145.5673
2022-01-26,145.5673
2022-01-27,145.5673
2022-01-28,145.5673
2022-01-29,145.5673
2022-01-30,145.5673
2022-01-31,145.5673
2022-02-01,145.5673
2022-02-02,145.5673
2022-02-03,145.5673
2022-02-04,145.5673
2022-02-05,145.5673
2022-02-06,145.5673
2022-02-07,145.5673
2022-02-08,145.5673
2022-02-09,145.5673
2022-02-10,145.5673
2022-02-11,145.5673
2022-02-12,145.5673
2022-02-13,145.5673
2022-02-14,145.5673
2022-02-15,145.5673
2022-02-16,145.5673
2022-02-17,145.5673
2022-02-18,145.5673
2022-02-19,145.5673
2022-02-20,145.5673
2022-02-21,145.5673
2022-02-22,145.5673
2022-02-23,145.5673
2022-02-24,145.5673
2022-02-25,145.5673
2022-02-26,145.5673
2022-02-27,145.5673
2022-02-28,145.5673
2022-03-01,145.5673
2022-03-02,145.5673
2022-03-03,145.5673
2022-03-04,145.5673
2022-03-05,145.5673
2022-03-06,145.5673
2022-03-07,145.5673
2022-03-08,145.5673
2022-03-09,145.5673
2022-03-10,145.5673
2022-03-11,145.5673
2022-03-12,145.5673
2022-03-13,145.5673
2022-03-14,145.5673
2022-03-15,145.5673
2022-03-16,145.5673
2022-03-17,145.5673
2022-03-18,145.5673
2022-03-19,145.5673
2022-03-20,145.5673
2022-03-21,145.5673
2022-03-22,145.5673
2022-03-23,145.5673
2022-03-24,145.5673
2022-03-25,145.5673
2022-03-26,149.2711
2022-03-27,149.2711
2022-03-28,149.2711
2022-03-29,149.2711
2022-03-30,149.2711
2022-03-31,149.2711
2022-04-01,149.2711
2022-04-02,149.2711
2022-04-03,149.2711
2022-04-04,149.2711
2022-04-05,149.2711
2022-04-06,149.2711
2022-04-07,149.2711
2022-04-08,149.2711
2022-04-09,149.2711
2022-04-10,149.2711
2022-04-11,149.2711
2022-04-12,149.2711
2022-04-13,149.2711
2022-04-14,149.2711
2022-04-15,149.2711
2022-04-16,149.2711
2022-04-17,149.2711
2022-04-18,149.2711
2022-04-19,149.2711
2022-04-20,149.2711
2022-04-21,149.2711
2022-04-22,149.2711
2022-04-23,149.2711
2022-04-24,149.2711
2022-04-25,149.2711
2022-04-26,149.2711
2022-04-27,149.2711
2022-04-28,149.2711
2022-04-29,149.2711
2022-04-30,149.2711
2022-05-01,149.2711
2022-05-02,149.2711
2022-05-03,149.2711
2022-05-04,149.2711
2022-05-05,149.2711
2022-05-06,149.2711
2022-05-07,149.2711
2022-05-08,149.2711
2022-05-09,149.2711
2022-05-10,149.2711
2022-05-11,149.2711
2022-05-12,149.2711
2022-05-13,149.2711
2022-05-14,149.2711
2022-05-15,149.2711
2022-05-16,149.2711
2022-05-17,149.2711
2022-05-18,149.2711
2022-05-19,149.2711
2022-05-20,149.2711
2022-05-21,149.2711
2022-05-22,149.2711
2022-05-23,149.2711
2022-05-24,149.2711
2022-05-25,149.2711
2022-05-26,149.2711
2022-05-27,149.2711
2022-05-28,149.2711
2022-05-29,149.2711
2022-05-30,149.2711
2022-05-31,149.2711
2022-06-01,149.2711
2022-06-02,149.2711
2022-06-03,149.2711
2022-06-04,149.2711
2022-06-05,149.2711
2022-06-06,149.2711
2022-06-07,149.2711
2022-06-08,149.2711
2022-06-09,149.2711
2022-06-10,149.2711
2022-06-11,149.2711
2022-06-12,149.2711
2022-06-13,149.2711
2022-06-14,149.2711
2022-06-15,149.2711
2022-06-16,149.2711
2022-06-17,149.2711
2022-06-18,149.2711
2022-06-19,149.2711
2022-06-20,149.2711
2022-06-21,149.2711
2022-06-22,149.2711
2022-06-23,149.2711
2022-06-24,149.2711
2022-06-25,162.8163
2022-06-26,162.8163
2022-06-27,162.8163
2022-06-28,162.8163
2022-06-29,162.8163
2022-06-30,162.8163
2022-07-01,162.8163
2022-07-02,162.8163
2022-07-03,162.8163
2022-07-04,162.8163
2022-07-05,162.8163
2022-07-06,162.8163
2022-07-07,162.8163
2022-07-08,162.8163
2022-07-09,162.8163
2022-07-10,162.8163
2022-07-11,162.8163
2022-07-12,162.8163
2022-07-13,162.8163
2022-07-14,162.8163
2022-07-15,162.8163
2022-07-16,162.8163
2022-07-17,162.8163
2022-07-18,162.8163
2022-07-19,162.8163
2022-07-20,162.8163
2022-07-21,162.8163
2022-07-22,162.8163
2022-07-23,162.8163
2022-07-24,162.8163
2022-07-25,162.8163
2022-07-26,162.8163
2022-07-27,162.8163
2022-07-28,162.8163
2022-07-29,162.8163
2022-07-30,162.8163
2022-07-31,162.8163
2022-08-01,162.8163
2022-08-02,162.8163
2022-08-03,162.8163
2022-08-04,162.8163
2022-08-05,162.8163
2022-08-06,162.8163
2022-08-07,162.8163
2022-08-08,162.8163
2022-08-09,162.8163
2022-08-10,162.8163
2022-08-11,162.8163
2022-08-12,162.8163
2022-08-13,162.8163
2022-08-14,162.8163
2022-08-15,162.8163
2022-08-16,162.8163
2022-08-17,162.8163
2022-08-18,162.8163
2022-08-19,162.8163
2022-08-20,162.8163
2022-08-21,162.8163
2022-08-22,162.8163
2022-08-23,162.8163
2022-08-24,162.8163
2022-08-25,162.8163
2022-08-26,162.8163
2022-08-27,162.8163
2022-08-28,162.8163
2022-08-29,162.8163
2022-08-30,162.8163
2022-08-31,162.8163
2022-09-01,162.8163
2022-09-02,162.8163
2022-09-03,162.8163
2022-09-04,162.8163
2022-09-05,162.8163
2022-09-06,162.8163
2022-09-07,162.8163
2022-09-08,162.8163
2022-09-09,162.8163
2022-09-10,162.8163
2022-09-11,162.8163
2022-09-12,162.8163
2022-09-13,162.8163
2022-09-14,162.8163
2022-09-15,162.8163
2022-09-16,162.8163
2022-09-17,162.8163
2022-09-18,162.8163
2022-09-19,162.8163
2022-09-20,162.8163
2022-09-21,162.8163
2022-09-22,162.8163
2022-09-23,162.8163
2022-09-24,175.4593
2022-09-25,175.4593
2022-09-26,175.4593
2022-09-27,175.4593
2022-09-28,175.4593
2022-09-29,175.4593
2022-09-30,175.4593
2022-10-01,175.4593
2022-10-02,175.4593
2022-10-03,175.4593
2022-10-04,175.4593
2022-10-05,175.4593
2022-10-06,175.4593
2022-10-07,175.4593
2022-10-08,175.4593
2022-10-09,175.4593
2022-10-10,175.4593
2022-10-11,175.4593
2022-10-12,175.4593
2022-10-13,175.4593
2022-10-14,175.4593
2022-10-15,175.4593
2022-10-16,175.4593
2022-10-17,175.4593
2022-10-18,175.4593
2022-10-19,175.4593
2022-10-20,175.4593
2022-10-21,175.4593
2022-10-22,175.4593
2022-10-23,175.4593
2022-10-24,175.4593
2022-10-25,175.4593
2022-10-26,175.4593
2022-10-27,175.4593
2022-10-28,175.4593
2022-10-29,175.4593
2022-10-30,175.4593
2022-10-31,175.4593
2022-11-01,175.4593
2022-11-02,175.4593
2022-11-03,175.4593
2022-11-04,175.4593
2022-11-05,175.4593
2022-11-06,175.4593
2022-11-07,175.4593
2022-11-08,175.4593
2022-11-09,175.4593
2022-11-10,175.4593
2022-11-11,175.4593
2022-11-12,175.4593
2022-11-13,175.4593
2022-11-14,175.4593
2022-11-15,175.4593
2022-11-16,175.4593
2022-11-17,175.4593
2022-11-18,175.4593
2022-11-19,175.4593
2022-11-20,175.4593
2022-11-21,175.4593
2022-11-22,175.4593
2022-11-23,175.4593
2022-11-24,175.4593
2022-11-25,175.4593
2022-11-26,175.4593
2022-11-27,175.4593
2022-11-28,175.4593
2022-11-29,175.4593
2022-11-30,175.4593
2022-12-01,175.4593
2022-12-02,175.4593
2022-12-03,175.4593
2022-12-04,175.4593
2022-12-05,175.4593
2022-12-06,175.4593
2022-12-07,175.4593
2022-12-08,175.4593
2022-12-09,175.4593
2022-12-10,175.4593
2022-12-11,175.4593
2022-12-12,175.4593
2022-12-13,175.4593
2022-12-14,175.4593
2022-12-15,175.4593
2022-12-16,175.4593
2022-12-17,175.4593
2022-12-18,175.4593
2022-12-19,175.4593
2022-12-20,175.4593
2022-12-21,175.4593
2022-12-22,175.4593
2022-12-23,175.4593
2022-12-24,175.4593
2022-12-25,175.4593
2022-12-26,175.4593
2022-12-27,175.4593
2022-12-28,175.4593
2022-12-29,175.4593
2022-12-30,175.4593
2022-12-31,147.943
2023-01-01,147.943
2023-01-02,147.943
2023-01-03,147.943
2023-01-04,147.943
2023-01-05,147.943
2023-01-06,147.943
2023-01-07,147.943
2023-01-08,147.943
2023-01-09,147.943
2023-01-10,147.943
2023-01-11,147.943
2023-01-12,147.943
2023-01-13,147.943
2023-01-14,147.943
2023-01-15,147.943
2023-01-16,147.943
2023-01-17,147.943
2023-01-18,147.943
2023-01-19,147.943
2023-01-20,147.943
2023-01-21,147.943
2023-01-22,147.943
2023-01-23,147.943
2023-01-24,147.943
2023-01-25,147.943
2023-01-26,147.943
2023-01-27,147.943
2023-01-28,147.943
2023-01-29,147.943
2023-01-30,147.943
2023-01-31,147.943
2023-02-01,147.943
2023-02-02,147.943
2023-02-03,147.943
2023-02-04,147.943
2023-02-05,147.943
2023-02-06,147.943
2023-02-07,147.943
2023-02-08,147.943
2023-02-09,147.943
2023-02-10,147.943
2023-02-11,147.943
2023-02-12,147.943
2023-02-13,147.943
2023-02-14,147.943
2023-02-15,147.943
2023-02-16,147.943
2023-02-17,147.943
2023-02-18,147.943
2023-02-19,147.943
2023-02-20,147.943
2023-02-21,147.943
2023-02-22,147.943
2023-02-23,147.943
2023-02-24,147.943
2023-02-25,147.943
2023-02-26,147.943
2023-02-27,147.943
2023-02-28,147.943
2023-03-01,147.943
2023-03-02,147.943
2023-03-03,147.943
2023-03-04,147.943
2023-03-05,147.943
2023-03-06,147.943
2023-03-07,147.943
2023-03-08,147.943
2023-03-09,147.943
2023-03-10,147.943
2023-03-11,147.943
2023-03-12,147.943
2023-03-13,147.943
2023-03-14,147.943
2023-03-15,147.943
2023-03-16,147.943
2023-03-17,147.943
2023-03-18,147.943
2023-03-19,147.943
2023-03-20,147.943
2023-03-21,147.943
2023-03-22,147.943
