,BAH US Equity
,RETURN_COM_EQY
2020-01-01,54.4946
2020-01-02,54.4946
2020-01-03,54.4946
2020-01-04,54.4946
2020-01-05,54.4946
2020-01-06,54.4946
2020-01-07,54.4946
2020-01-08,54.4946
2020-01-09,54.4946
2020-01-10,54.4946
2020-01-11,54.4946
2020-01-12,54.4946
2020-01-13,54.4946
2020-01-14,54.4946
2020-01-15,54.4946
2020-01-16,54.4946
2020-01-17,54.4946
2020-01-18,54.4946
2020-01-19,54.4946
2020-01-20,54.4946
2020-01-21,54.4946
2020-01-22,54.4946
2020-01-23,54.4946
2020-01-24,54.4946
2020-01-25,54.4946
2020-01-26,54.4946
2020-01-27,54.4946
2020-01-28,54.4946
2020-01-29,54.4946
2020-01-30,54.4946
2020-01-31,54.4946
2020-02-01,54.4946
2020-02-02,54.4946
2020-02-03,54.4946
2020-02-04,54.4946
2020-02-05,54.4946
2020-02-06,54.4946
2020-02-07,54.4946
2020-02-08,54.4946
2020-02-09,54.4946
2020-02-10,54.4946
2020-02-11,54.4946
2020-02-12,54.4946
2020-02-13,54.4946
2020-02-14,54.4946
2020-02-15,54.4946
2020-02-16,54.4946
2020-02-17,54.4946
2020-02-18,54.4946
2020-02-19,54.4946
2020-02-20,54.4946
2020-02-21,54.4946
2020-02-22,54.4946
2020-02-23,54.4946
2020-02-24,54.4946
2020-02-25,54.4946
2020-02-26,54.4946
2020-02-27,54.4946
2020-02-28,54.4946
2020-02-29,54.4946
2020-03-01,54.4946
2020-03-02,54.4946
2020-03-03,54.4946
2020-03-04,54.4946
2020-03-05,54.4946
2020-03-06,54.4946
2020-03-07,54.4946
2020-03-08,54.4946
2020-03-09,54.4946
2020-03-10,54.4946
2020-03-11,54.4946
2020-03-12,54.4946
2020-03-13,54.4946
2020-03-14,54.4946
2020-03-15,54.4946
2020-03-16,54.4946
2020-03-17,54.4946
2020-03-18,54.4946
2020-03-19,54.4946
2020-03-20,54.4946
2020-03-21,54.4946
2020-03-22,54.4946
2020-03-23,54.4946
2020-03-24,54.4946
2020-03-25,54.4946
2020-03-26,54.4946
2020-03-27,54.4946
2020-03-28,54.4946
2020-03-29,54.4946
2020-03-30,54.4946
2020-03-31,63.0144
2020-04-01,63.0144
2020-04-02,63.0144
2020-04-03,63.0144
2020-04-04,63.0144
2020-04-05,63.0144
2020-04-06,63.0144
2020-04-07,63.0144
2020-04-08,63.0144
2020-04-09,63.0144
2020-04-10,63.0144
2020-04-11,63.0144
2020-04-12,63.0144
2020-04-13,63.0144
2020-04-14,63.0144
2020-04-15,63.0144
2020-04-16,63.0144
2020-04-17,63.0144
2020-04-18,63.0144
2020-04-19,63.0144
2020-04-20,63.0144
2020-04-21,63.0144
2020-04-22,63.0144
2020-04-23,63.0144
2020-04-24,63.0144
2020-04-25,63.0144
2020-04-26,63.0144
2020-04-27,63.0144
2020-04-28,63.0144
2020-04-29,63.0144
2020-04-30,63.0144
2020-05-01,63.0144
2020-05-02,63.0144
2020-05-03,63.0144
2020-05-04,63.0144
2020-05-05,63.0144
2020-05-06,63.0144
2020-05-07,63.0144
2020-05-08,63.0144
2020-05-09,63.0144
2020-05-10,63.0144
2020-05-11,63.0144
2020-05-12,63.0144
2020-05-13,63.0144
2020-05-14,63.0144
2020-05-15,63.0144
2020-05-16,63.0144
2020-05-17,63.0144
2020-05-18,63.0144
2020-05-19,63.0144
2020-05-20,63.0144
2020-05-21,63.0144
2020-05-22,63.0144
2020-05-23,63.0144
2020-05-24,63.0144
2020-05-25,63.0144
2020-05-26,63.0144
2020-05-27,63.0144
2020-05-28,63.0144
2020-05-29,63.0144
2020-05-30,63.0144
2020-05-31,63.0144
2020-06-01,63.0144
2020-06-02,63.0144
2020-06-03,63.0144
2020-06-04,63.0144
2020-06-05,63.0144
2020-06-06,63.0144
2020-06-07,63.0144
2020-06-08,63.0144
2020-06-09,63.0144
2020-06-10,63.0144
2020-06-11,63.0144
2020-06-12,63.0144
2020-06-13,63.0144
2020-06-14,63.0144
2020-06-15,63.0144
2020-06-16,63.0144
2020-06-17,63.0144
2020-06-18,63.0144
2020-06-19,63.0144
2020-06-20,63.0144
2020-06-21,63.0144
2020-06-22,63.0144
2020-06-23,63.0144
2020-06-24,63.0144
2020-06-25,63.0144
2020-06-26,63.0144
2020-06-27,63.0144
2020-06-28,63.0144
2020-06-29,63.0144
2020-06-30,60.6325
