,OGE US Equity
2021-02-09,47.8759
2021-02-10,51.2829
2021-02-11,51.1034
2021-02-12,50.5542
2021-02-13,50.5542
2021-02-14,50.5542
2021-02-15,50.5542
2021-02-16,50.9631
2021-02-17,51.5615
2021-02-18,51.5115
2021-02-19,52.325
2021-02-20,52.325
2021-02-21,52.325
2021-02-22,48.2831
2021-02-23,49.7521
2021-02-24,48.6094
2021-02-25,42.1428
2021-02-26,40.9078
2021-02-27,40.9078
2021-02-28,40.9078
2021-03-01,42.547
2021-03-02,43.4097
2021-03-03,45.0661
2021-03-04,48.2477
2021-03-05,52.4176
2021-03-06,52.4176
2021-03-07,52.4176
2021-03-08,53.7166
2021-03-09,52.4595
2021-03-10,53.8172
2021-03-11,50.4013
2021-03-12,52.2503
2021-03-13,52.2503
2021-03-14,52.2503
2021-03-15,57.0728
2021-03-16,56.5001
2021-03-17,53.835
2021-03-18,54.1597
2021-03-19,53.2555
2021-03-20,53.2555
2021-03-21,53.2555
2021-03-22,52.3938
2021-03-23,52.0886
2021-03-24,52.1298
2021-03-25,53.0897
2021-03-26,53.7159
2021-03-27,53.7159
2021-03-28,53.7159
2021-03-29,55.2803
2021-03-30,53.6512
2021-03-31,53.2088
2021-04-01,54.2919
2021-04-02,54.2919
2021-04-03,54.2919
2021-04-04,54.2919
2021-04-05,55.2351
2021-04-06,54.547
2021-04-07,55.8172
2021-04-08,54.0395
2021-04-09,53.7273
2021-04-10,53.7273
2021-04-11,53.7273
2021-04-12,54.6236
2021-04-13,55.7438
2021-04-14,56.801
2021-04-15,59.1701
2021-04-16,59.4682
2021-04-17,59.4682
2021-04-18,59.4682
2021-04-19,59.8579
2021-04-20,60.2098
2021-04-21,57.8493
2021-04-22,55.7153
2021-04-23,55.7649
2021-04-24,55.7649
2021-04-25,55.7649
2021-04-26,56.2219
2021-04-27,53.6119
2021-04-28,56.5152
2021-04-29,58.9404
2021-04-30,57.9123
2021-05-01,57.9123
2021-05-02,57.9123
2021-05-03,57.4587
2021-05-04,56.9315
2021-05-05,56.9826
2021-05-06,59.9299
2021-05-07,59.2994
2021-05-08,59.2994
2021-05-09,59.2994
2021-05-10,60.0245
2021-05-11,55.5224
2021-05-12,52.4983
2021-05-13,56.998
2021-05-14,59.4438
2021-05-15,59.4438
2021-05-16,59.4438
2021-05-17,55.8635
2021-05-18,54.4183
2021-05-19,54.6517
2021-05-20,54.6517
2021-05-21,55.2403
2021-05-22,55.2403
2021-05-23,55.2403
2021-05-24,56.2679
2021-05-25,55.1453
2021-05-26,58.1672
2021-05-27,59.117
2021-05-28,58.6577
2021-05-29,58.6577
2021-05-30,58.6577
2021-05-31,58.6577
2021-06-01,57.0212
2021-06-02,55.6716
2021-06-03,56.6818
2021-06-04,57.1365
2021-06-05,57.1365
2021-06-06,57.1365
2021-06-07,56.4553
2021-06-08,55.1627
2021-06-09,57.4942
2021-06-10,59.523
2021-06-11,62.0803
2021-06-12,62.0803
2021-06-13,62.0803
2021-06-14,60.7335
2021-06-15,60.2355
2021-06-16,57.3842
2021-06-17,55.656
2021-06-18,49.2263
2021-06-19,49.2263
2021-06-20,49.2263
2021-06-21,53.7404
2021-06-22,52.1767
2021-06-23,51.1156
2021-06-24,50.7951
2021-06-25,53.8398
2021-06-26,53.8398
2021-06-27,53.8398
2021-06-28,52.6789
2021-06-29,50.0728
2021-06-30,49.9164
2021-07-01,51.6355
2021-07-02,52.9023
2021-07-03,52.9023
2021-07-04,52.9023
2021-07-05,52.9023
2021-07-06,51.4523
2021-07-07,52.131
2021-07-08,51.3879
2021-07-09,53.33
2021-07-10,53.33
2021-07-11,53.33
2021-07-12,53.4362
2021-07-13,49.6394
2021-07-14,50.5893
2021-07-15,53.4226
2021-07-16,54.5915
2021-07-17,54.5915
2021-07-18,54.5915
2021-07-19,49.5063
2021-07-20,52.3805
2021-07-21,50.1031
2021-07-22,48.9033
2021-07-23,51.0264
2021-07-24,51.0264
2021-07-25,51.0264
2021-07-26,51.5225
2021-07-27,53.8902
2021-07-28,52.4831
2021-07-29,52.8748
2021-07-30,51.2895
2021-07-31,51.2895
2021-08-01,51.2895
2021-08-02,52.8527
2021-08-03,54.2252
2021-08-04,52.8607
2021-08-05,54.6795
2021-08-06,57.3048
2021-08-07,57.3048
2021-08-08,57.3048
2021-08-09,58.0544
2021-08-10,58.0992
2021-08-11,59.9562
2021-08-12,61.7515
2021-08-13,62.6381
2021-08-14,62.6381
2021-08-15,62.6381
2021-08-16,60.0841
2021-08-17,60.2988
2021-08-18,58.4137
2021-08-19,56.7062
2021-08-20,58.9584
2021-08-21,58.9584
2021-08-22,58.9584
2021-08-23,56.6561
2021-08-24,56.2264
2021-08-25,57.4196
2021-08-26,56.2149
2021-08-27,56.5622
2021-08-28,56.5622
2021-08-29,56.5622
2021-08-30,56.0367
2021-08-31,55.5032
2021-09-01,57.1897
2021-09-02,58.3631
2021-09-03,56.3486
2021-09-04,56.3486
2021-09-05,56.3486
2021-09-06,56.3486
2021-09-07,53.4527
2021-09-08,56.0043
2021-09-09,54.6485
2021-09-10,52.101
2021-09-11,52.101
2021-09-12,52.101
2021-09-13,52.4367
2021-09-14,49.5623
2021-09-15,49.8585
2021-09-16,46.3136
2021-09-17,44.4955
2021-09-18,44.4955
2021-09-19,44.4955
2021-09-20,43.5852
2021-09-21,42.0048
2021-09-22,44.0383
2021-09-23,45.0668
2021-09-24,44.8536
2021-09-25,44.8536
2021-09-26,44.8536
2021-09-27,43.4709
2021-09-28,41.1015
2021-09-29,44.9948
2021-09-30,42.2065
2021-10-01,42.4654
2021-10-02,42.4654
2021-10-03,42.4654
2021-10-04,46.4359
2021-10-05,45.2252
2021-10-06,46.8963
2021-10-07,46.4253
2021-10-08,45.7833
2021-10-09,45.7833
2021-10-10,45.7833
2021-10-11,44.2024
2021-10-12,43.837
2021-10-13,46.1398
2021-10-14,50.4069
2021-10-15,50.4069
2021-10-16,50.4069
2021-10-17,50.4069
2021-10-18,48.3293
2021-10-19,49.5833
2021-10-20,52.0483
2021-10-21,50.6773
2021-10-22,53.0153
2021-10-23,53.0153
2021-10-24,53.0153
2021-10-25,53.1793
2021-10-26,53.2355
2021-10-27,51.8807
2021-10-28,52.001
2021-10-29,52.001
2021-10-30,52.001
2021-10-31,52.001
2021-11-01,55.5688
2021-11-02,54.2479
2021-11-03,54.8901
2021-11-04,51.9417
2021-11-05,54.5272
2021-11-06,54.5272
2021-11-07,54.5272
2021-11-08,50.6809
2021-11-09,51.332
2021-11-10,52.5112
2021-11-11,52.9242
2021-11-12,53.2844
2021-11-13,53.2844
2021-11-14,53.2844
2021-11-15,56.2294
2021-11-16,55.2405
2021-11-17,55.4143
2021-11-18,53.9689
2021-11-19,56.7138
2021-11-20,56.7138
2021-11-21,56.7138
2021-11-22,58.4585
2021-11-23,58.5665
2021-11-24,58.1754
2021-11-25,58.1754
2021-11-26,52.1262
2021-11-27,52.1262
2021-11-28,52.1262
2021-11-29,55.2226
2021-11-30,50.3559
2021-12-01,51.4899
2021-12-02,55.0483
2021-12-03,58.5677
2021-12-04,58.5677
2021-12-05,58.5677
2021-12-06,61.5182
2021-12-07,57.9129
2021-12-08,57.9977
2021-12-09,56.5811
2021-12-10,57.0335
2021-12-11,57.0335
2021-12-12,57.0335
2021-12-13,58.8092
2021-12-14,58.6838
2021-12-15,61.7635
2021-12-16,61.7635
2021-12-17,60.5721
2021-12-18,60.5721
2021-12-19,60.5721
2021-12-20,60.7895
2021-12-21,61.1
2021-12-22,62.0766
2021-12-23,62.1213
2021-12-24,62.1213
2021-12-25,62.1213
2021-12-26,62.1213
2021-12-27,63.4585
2021-12-28,64.8285
2021-12-29,66.0227
2021-12-30,66.5494
2021-12-31,67.0774
2022-01-01,67.0774
2022-01-02,67.0774
2022-01-03,63.8687
2022-01-04,63.0882
2022-01-05,62.223
2022-01-06,61.9831
2022-01-07,62.9781
2022-01-08,62.9781
2022-01-09,62.9781
2022-01-10,63.0282
2022-01-11,60.6531
2022-01-12,60.7078
2022-01-13,62.333
2022-01-14,64.5096
2022-01-15,64.5096
2022-01-16,64.5096
2022-01-17,64.5096
2022-01-18,62.1758
2022-01-19,62.3325
2022-01-20,59.6087
2022-01-21,58.5338
2022-01-22,58.5338
2022-01-23,58.5338
2022-01-24,56.8215
2022-01-25,56.254
2022-01-26,57.0153
2022-01-27,57.8995
2022-01-28,61.1475
2022-01-29,61.1475
2022-01-30,61.1475
2022-01-31,61.5934
2022-02-01,59.8181
2022-02-02,61.9724
2022-02-03,62.9985
2022-02-04,58.368
2022-02-05,58.368
2022-02-06,58.368
2022-02-07,57.879
2022-02-08,58.4195
2022-02-09,58.6634
2022-02-10,51.5475
2022-02-11,50.2991
2022-02-12,50.2991
2022-02-13,50.2991
2022-02-14,47.8989
2022-02-15,44.4265
2022-02-16,44.3099
2022-02-17,45.6382
2022-02-18,44.3612
2022-02-19,44.3612
2022-02-20,44.3612
2022-02-21,44.3612
2022-02-22,45.7812
2022-02-23,42.7516
2022-02-24,48.6763
2022-02-25,53.7955
2022-02-26,53.7955
2022-02-27,53.7955
2022-02-28,55.696
2022-03-01,55.4409
2022-03-02,58.7617
2022-03-03,62.8475
2022-03-04,65.2352
2022-03-05,65.2352
2022-03-06,65.2352
2022-03-07,62.1824
2022-03-08,59.3681
2022-03-09,58.957
2022-03-10,59.2903
2022-03-11,58.1904
2022-03-12,58.1904
2022-03-13,58.1904
2022-03-14,57.1546
2022-03-15,57.974
2022-03-16,58.2493
2022-03-17,56.5254
2022-03-18,56.0172
2022-03-19,56.0172
2022-03-20,56.0172
2022-03-21,58.4789
2022-03-22,58.2146
2022-03-23,57.343
2022-03-24,58.5768
2022-03-25,62.6047
2022-03-26,62.6047
2022-03-27,62.6047
2022-03-28,62.1876
2022-03-29,64.7767
2022-03-30,64.5623
2022-03-31,65.8484
2022-04-01,67.6865
2022-04-02,67.6865
2022-04-03,67.6865
2022-04-04,65.782
2022-04-05,66.7859
2022-04-06,69.9296
2022-04-07,67.8578
2022-04-08,67.1411
2022-04-09,67.1411
2022-04-10,67.1411
2022-04-11,66.2009
2022-04-12,67.0455
2022-04-13,67.2663
2022-04-14,67.4542
2022-04-15,67.4542
2022-04-16,67.4542
2022-04-17,67.4542
2022-04-18,67.7606
2022-04-19,67.7606
2022-04-20,70.0953
2022-04-21,69.6743
2022-04-22,64.2463
2022-04-23,64.2463
2022-04-24,64.2463
2022-04-25,60.4492
2022-04-26,56.8427
2022-04-27,56.7154
2022-04-28,54.2041
2022-04-29,46.6228
2022-04-30,46.6228
2022-05-01,46.6228
2022-05-02,45.6916
2022-05-03,46.8985
2022-05-04,51.831
2022-05-05,50.1588
2022-05-06,50.1096
2022-05-07,50.1096
2022-05-08,50.1096
2022-05-09,49.4574
2022-05-10,47.2081
2022-05-11,49.2331
2022-05-12,48.0595
2022-05-13,50.0606
2022-05-14,50.0606
2022-05-15,50.0606
2022-05-16,50.765
2022-05-17,54.2018
2022-05-18,53.0317
2022-05-19,52.341
2022-05-20,52.7329
2022-05-21,52.7329
2022-05-22,52.7329
2022-05-23,54.3353
2022-05-24,56.3309
2022-05-25,57.623
2022-05-26,58.0217
2022-05-27,60.0523
2022-05-28,60.0523
2022-05-29,60.0523
2022-05-30,60.0523
2022-05-31,58.9231
2022-06-01,57.2525
2022-06-02,57.6208
2022-06-03,56.9232
2022-06-04,56.9232
2022-06-05,56.9232
2022-06-06,57.5991
2022-06-07,58.133
2022-06-08,53.2175
2022-06-09,47.3736
2022-06-10,46.6035
2022-06-11,46.6035
2022-06-12,46.6035
2022-06-13,37.949
2022-06-14,35.2351
2022-06-15,35.6184
2022-06-16,32.6492
2022-06-17,32.1428
2022-06-18,32.1428
2022-06-19,32.1428
2022-06-20,32.1428
2022-06-21,33.6007
2022-06-22,37.1468
2022-06-23,41.4134
2022-06-24,45.0087
2022-06-25,45.0087
2022-06-26,45.0087
2022-06-27,47.3998
2022-06-28,47.4406
2022-06-29,47.2512
2022-06-30,48.979
2022-07-01,54.5397
2022-07-02,54.5397
2022-07-03,54.5397
2022-07-04,54.5397
2022-07-05,49.6251
2022-07-06,49.9125
2022-07-07,48.7265
2022-07-08,48.4348
2022-07-09,48.4348
2022-07-10,48.4348
2022-07-11,50.5039
2022-07-12,50.7312
2022-07-13,50.5312
2022-07-14,51.866
2022-07-15,53.2479
2022-07-16,53.2479
2022-07-17,53.2479
2022-07-18,52.5114
2022-07-19,53.7947
2022-07-20,49.2094
2022-07-21,49.17
2022-07-22,50.2419
2022-07-23,50.2419
2022-07-24,50.2419
2022-07-25,51.7794
2022-07-26,53.6508
2022-07-27,53.8823
2022-07-28,57.739
2022-07-29,59.5229
2022-07-30,59.5229
2022-07-31,59.5229
2022-08-01,59.0928
2022-08-02,56.7368
2022-08-03,57.3698
2022-08-04,54.8781
2022-08-05,55.3241
2022-08-06,55.3241
2022-08-07,55.3241
2022-08-08,56.1464
2022-08-09,58.1388
2022-08-10,58.3523
2022-08-11,58.4255
2022-08-12,61.4376
2022-08-13,61.4376
2022-08-14,61.4376
2022-08-15,63.6548
2022-08-16,63.3855
2022-08-17,62.51
2022-08-18,63.3927
2022-08-19,63.5897
2022-08-20,63.5897
2022-08-21,63.5897
2022-08-22,60.3416
2022-08-23,59.1031
2022-08-24,58.4022
2022-08-25,59.4357
2022-08-26,56.1739
2022-08-27,56.1739
2022-08-28,56.1739
2022-08-29,56.4576
2022-08-30,52.3977
2022-08-31,51.36
2022-09-01,53.3996
2022-09-02,51.7286
2022-09-03,51.7286
2022-09-04,51.7286
2022-09-05,51.7286
2022-09-06,50.6511
2022-09-07,55.2617
2022-09-08,55.0681
2022-09-09,56.4869
2022-09-10,56.4869
2022-09-11,56.4869
2022-09-12,57.3386
2022-09-13,52.9077
2022-09-14,55.3028
2022-09-15,51.4425
2022-09-16,51.4828
2022-09-17,51.4828
2022-09-18,51.4828
2022-09-19,53.8203
2022-09-20,51.723
2022-09-21,50.1643
2022-09-22,50.0378
2022-09-23,47.1672
2022-09-24,47.1672
2022-09-25,47.1672
2022-09-26,43.6171
2022-09-27,40.9283
2022-09-28,43.9301
2022-09-29,39.6123
2022-09-30,37.0476
2022-10-01,37.0476
2022-10-02,37.0476
2022-10-03,40.8446
2022-10-04,44.5665
2022-10-05,42.0768
2022-10-06,38.2457
2022-10-07,35.9284
2022-10-08,35.9284
2022-10-09,35.9284
2022-10-10,37.3782
2022-10-11,37.1552
2022-10-12,35.5114
2022-10-13,37.4948
2022-10-14,35.8707
2022-10-15,35.8707
2022-10-16,35.8707
2022-10-17,38.9395
2022-10-18,40.8447
2022-10-19,40.1016
2022-10-20,39.0121
2022-10-21,41.2034
2022-10-22,41.2034
2022-10-23,41.2034
2022-10-24,41.4176
2022-10-25,44.6505
2022-10-26,44.6231
2022-10-27,44.7983
2022-10-28,47.901
2022-10-29,47.901
2022-10-30,47.901
2022-10-31,47.059
2022-11-01,48.0376
2022-11-02,46.5045
2022-11-03,48.706
2022-11-04,50.2378
2022-11-05,50.2378
2022-11-06,50.2378
2022-11-07,47.6388
2022-11-08,49.4006
2022-11-09,48.9588
2022-11-10,53.4221
2022-11-11,52.8941
2022-11-12,52.8941
2022-11-13,52.8941
2022-11-14,51.9644
2022-11-15,52.3972
2022-11-16,53.9604
2022-11-17,52.7311
2022-11-18,55.2045
2022-11-19,55.2045
2022-11-20,55.2045
2022-11-21,54.5918
2022-11-22,56.0176
2022-11-23,56.4303
2022-11-24,56.4303
2022-11-25,57.2892
2022-11-26,57.2892
2022-11-27,57.2892
2022-11-28,56.3774
2022-11-29,56.1763
2022-11-30,58.5035
2022-12-01,56.0717
2022-12-02,55.2013
2022-12-03,55.2013
2022-12-04,55.2013
2022-12-05,54.643
2022-12-06,55.9596
2022-12-07,54.2886
2022-12-08,56.0757
2022-12-09,55.7417
2022-12-10,55.7417
2022-12-11,55.7417
2022-12-12,56.6105
2022-12-13,56.2154
2022-12-14,57.6099
2022-12-15,55.1714
2022-12-16,53.1407
2022-12-17,53.1407
2022-12-18,53.1407
2022-12-19,51.5064
2022-12-20,51.1807
2022-12-21,54.4227
2022-12-22,53.0814
2022-12-23,54.7054
2022-12-24,54.7054
2022-12-25,54.7054
2022-12-26,54.7054
2022-12-27,55.6234
2022-12-28,53.9274
2022-12-29,55.1251
2022-12-30,52.2711
2022-12-31,52.2711
2023-01-01,52.2711
2023-01-02,52.2711
2023-01-03,52.1044
2023-01-04,52.301
2023-01-05,48.8185
2023-01-06,52.2024
2023-01-07,52.2024
2023-01-08,52.2024
2023-01-09,54.7051
2023-01-10,54.1946
2023-01-11,55.7606
2023-01-12,55.9377
2023-01-13,54.6699
2023-01-14,54.6699
2023-01-15,54.6699
2023-01-16,54.6699
2023-01-17,52.8982
2023-01-18,49.6132
2023-01-19,46.6897
2023-01-20,48.2466
2023-01-21,48.2466
2023-01-22,48.2466
2023-01-23,48.2877
2023-01-24,50.524
2023-01-25,50.9627
2023-01-26,51.7672
2023-01-27,51.7672
2023-01-28,51.7672
2023-01-29,51.7672
2023-01-30,50.8741
2023-01-31,52.1134
2023-02-01,54.2147
2023-02-02,54.2147
2023-02-03,49.5184
2023-02-04,49.5184
2023-02-05,49.5184
2023-02-06,50.2114
2023-02-07,50.9087
2023-02-08,47.6715
2023-02-09,45.7071
2023-02-10,48.4004
2023-02-11,48.4004
2023-02-12,48.4004
2023-02-13,49.8585
2023-02-14,47.9616
2023-02-15,47.9206
2023-02-16,46.5618
2023-02-17,48.3523
2023-02-18,48.3523
2023-02-19,48.3523
2023-02-20,48.3523
2023-02-21,45.6733
2023-02-22,45.4365
2023-02-23,43.7927
2023-02-24,42.8757
2023-02-25,42.8757
2023-02-26,42.8757
2023-02-27,41.1666
2023-02-28,38.252
2023-03-01,36.4312
2023-03-02,38.8704
2023-03-03,39.8358
2023-03-04,39.8358
2023-03-05,39.8358
2023-03-06,40.042
2023-03-07,38.2128
2023-03-08,40.2014
2023-03-09,38.1618
2023-03-10,36.0818
2023-03-11,36.0818
2023-03-12,36.0818
2023-03-13,37.2955
2023-03-14,40.8327
2023-03-15,42.6032
2023-03-16,44.5515
2023-03-17,42.9707
