,ECPG US Equity
2023-03-19,34.3003
2023-03-20,36.1783
2023-03-21,36.5474
2023-03-22,33.9886
2023-03-23,33.7941
2023-03-24,36.0346
2023-03-25,36.0346
2023-03-26,36.0346
2023-03-27,40.6579
2023-03-28,45.2921
2023-03-29,45.4889
2023-03-30,46.4847
2023-03-31,49.6486
2023-04-01,49.6486
2023-04-02,49.6486
2023-04-03,49.6258
2023-04-04,49.7691
2023-04-05,50.7593
2023-04-06,50.0375
2023-04-07,50.0375
2023-04-08,50.0375
2023-04-09,50.0375
2023-04-10,50.8846
2023-04-11,52.994
2023-04-12,55.6229
2023-04-13,56.1478
2023-04-14,54.8338
2023-04-15,54.8338
2023-04-16,54.8338
2023-04-17,54.497
2023-04-18,51.5745
2023-04-19,51.9976
2023-04-20,50.4162
2023-04-21,51.9535
2023-04-22,51.9535
2023-04-23,51.9535
2023-04-24,52.9593
2023-04-25,50.5509
2023-04-26,48.0588
2023-04-27,48.8653
2023-04-28,50.9153
2023-04-29,50.9153
2023-04-30,50.9153
2023-05-01,50.0374
2023-05-02,45.8716
2023-05-03,44.6137
2023-05-04,40.6701
2023-05-05,45.0284
2023-05-06,45.0284
2023-05-07,45.0284
2023-05-08,42.8699
2023-05-09,39.4133
2023-05-10,40.0935
2023-05-11,39.064
2023-05-12,37.3167
2023-05-13,37.3167
2023-05-14,37.3167
2023-05-15,41.0909
2023-05-16,39.7331
2023-05-17,42.9892
2023-05-18,44.6758
2023-05-19,43.1357
2023-05-20,43.1357
2023-05-21,43.1357
2023-05-22,42.8627
2023-05-23,44.5799
2023-05-24,44.1929
2023-05-25,44.9591
2023-05-26,44.45
2023-05-27,44.45
2023-05-28,44.45
2023-05-29,44.45
2023-05-30,41.206
2023-05-31,38.2336
2023-06-01,38.9186
2023-06-02,46.6416
2023-06-03,46.6416
2023-06-04,46.6416
2023-06-05,45.2696
2023-06-06,48.7766
2023-06-07,51.8911
2023-06-08,52.1972
2023-06-09,51.3229
2023-06-10,51.3229
2023-06-11,51.3229
2023-06-12,52.3732
2023-06-13,52.5434
2023-06-14,49.9183
2023-06-15,50.5769
2023-06-16,50.8806
2023-06-17,50.8806
2023-06-18,50.8806
2023-06-19,50.8806
2023-06-20,54.63
2023-06-21,55.1925
2023-06-22,51.927
2023-06-23,46.9374
2023-06-24,46.9374
2023-06-25,46.9374
2023-06-26,46.9374
2023-06-27,50.2328
2023-06-28,49.2647
2023-06-29,50.9752
2023-06-30,50.2435
2023-07-01,50.2435
2023-07-02,50.2435
2023-07-03,51.7152
2023-07-04,51.7152
2023-07-05,50.3908
2023-07-06,49.8975
2023-07-07,52.183
2023-07-08,52.183
2023-07-09,52.183
2023-07-10,52.7686
2023-07-11,51.8365
2023-07-12,54.3933
2023-07-13,55.5329
2023-07-14,56.1092
2023-07-15,56.1092
2023-07-16,56.1092
2023-07-17,56.6539
2023-07-18,58.4842
2023-07-19,58.8679
2023-07-20,57.5424
2023-07-21,57.2405
2023-07-22,57.2405
2023-07-23,57.2405
2023-07-24,59.179
2023-07-25,58.5255
2023-07-26,59.7397
2023-07-27,56.8195
2023-07-28,55.8859
2023-07-29,55.8859
2023-07-30,55.8859
2023-07-31,57.4497
2023-08-01,55.912
2023-08-02,52.2695
2023-08-03,49.0308
2023-08-04,50.3217
2023-08-05,50.3217
2023-08-06,50.3217
2023-08-07,52.4003
2023-08-08,51.0524
2023-08-09,48.7553
2023-08-10,48.6923
2023-08-11,50.1786
2023-08-12,50.1786
2023-08-13,50.1786
2023-08-14,49.8221
2023-08-15,46.9125
2023-08-16,44.8263
2023-08-17,44.5113
2023-08-18,43.9521
2023-08-19,43.9521
2023-08-20,43.9521
2023-08-21,42.8968
2023-08-22,42.538
2023-08-23,43.9657
2023-08-24,43.5852
2023-08-25,41.5203
2023-08-26,41.5203
2023-08-27,41.5203
2023-08-28,43.7532
2023-08-29,45.3262
2023-08-30,44.2415
2023-08-31,43.9154
2023-09-01,45.4949
2023-09-02,45.4949
2023-09-03,45.4949
2023-09-04,45.4949
2023-09-05,43.2826
2023-09-06,43.7074
2023-09-07,43.939
2023-09-08,42.8892
2023-09-09,42.8892
2023-09-10,42.8892
2023-09-11,42.4107
2023-09-12,41.5654
2023-09-13,44.4151
2023-09-14,47.0846
2023-09-15,46.7564
2023-09-16,46.7564
2023-09-17,46.7564
2023-09-18,46.0916
2023-09-19,48.0319
2023-09-20,46.7398
2023-09-21,46.2149
2023-09-22,42.8773
2023-09-23,42.8773
2023-09-24,42.8773
2023-09-25,43.0994
2023-09-26,43.1973
2023-09-27,44.1581
2023-09-28,47.4852
2023-09-29,49.3293
2023-09-30,49.3293
2023-10-01,49.3293
2023-10-02,50.2619
2023-10-03,48.7817
2023-10-04,48.6654
2023-10-05,52.4199
2023-10-06,54.1281
2023-10-07,54.1281
2023-10-08,54.1281
2023-10-09,55.5688
2023-10-10,55.5032
2023-10-11,56.6669
2023-10-12,51.7361
2023-10-13,47.0128
2023-10-14,47.0128
2023-10-15,47.0128
2023-10-16,46.5051
2023-10-17,49.201
2023-10-18,44.489
2023-10-19,40.8603
2023-10-20,37.9885
2023-10-21,37.9885
2023-10-22,37.9885
2023-10-23,37.2888
2023-10-24,35.146
2023-10-25,33.1014
2023-10-26,33.3427
2023-10-27,32.9432
2023-10-28,32.9432
2023-10-29,32.9432
2023-10-30,30.9098
2023-10-31,30.3205
2023-11-01,29.9688
2023-11-02,41.0132
2023-11-03,44.3207
2023-11-04,44.3207
2023-11-05,44.3207
2023-11-06,47.1078
2023-11-07,46.882
2023-11-08,44.3352
2023-11-09,43.0473
2023-11-10,41.5784
2023-11-11,41.5784
2023-11-12,41.5784
2023-11-13,42.9216
2023-11-14,48.5546
2023-11-15,48.1679
2023-11-16,45.4062
2023-11-17,45.8825
2023-11-18,45.8825
2023-11-19,45.8825
2023-11-20,48.9286
2023-11-21,48.4645
2023-11-22,48.6258
2023-11-23,48.6258
2023-11-24,47.6422
2023-11-25,47.6422
2023-11-26,47.6422
2023-11-27,48.8387
2023-11-28,48.1202
2023-11-29,49.152
2023-11-30,50.4889
2023-12-01,51.576
2023-12-02,51.576
2023-12-03,51.576
2023-12-04,53.3488
2023-12-05,52.4134
2023-12-06,52.0221
2023-12-07,53.5007
2023-12-08,52.6849
2023-12-09,52.6849
2023-12-10,52.6849
2023-12-11,52.6116
2023-12-12,47.5106
2023-12-13,54.1429
2023-12-14,56.7011
2023-12-15,56.0804
2023-12-16,56.0804
2023-12-17,56.0804
2023-12-18,57.4235
2023-12-19,59.6492
2023-12-20,58.1238
2023-12-21,60.1067
2023-12-22,58.9882
2023-12-23,58.9882
2023-12-24,58.9882
2023-12-25,58.9882
2023-12-26,60.2939
2023-12-27,60.5317
2023-12-28,61.0465
2023-12-29,58.8383
2023-12-30,58.8383
2023-12-31,58.8383
2024-01-01,58.8383
2024-01-02,60.2102
2024-01-03,55.1335
2024-01-04,55.0677
2024-01-05,55.5615
2024-01-06,55.5615
2024-01-07,55.5615
2024-01-08,56.5315
2024-01-09,56.4113
2024-01-10,56.9228
2024-01-11,54.8988
2024-01-12,54.1219
2024-01-13,54.1219
2024-01-14,54.1219
2024-01-15,54.1219
2024-01-16,54.2474
2024-01-17,53.0213
2024-01-18,55.9239
2024-01-19,56.7845
2024-01-20,56.7845
2024-01-21,56.7845
2024-01-22,59.0361
2024-01-23,58.4971
2024-01-24,57.8146
2024-01-25,57.896
2024-01-26,58.5367
2024-01-27,58.5367
2024-01-28,58.5367
2024-01-29,58.7878
2024-01-30,59.4442
2024-01-31,53.6548
2024-02-01,56.2188
2024-02-02,53.5935
2024-02-03,53.5935
2024-02-04,53.5935
2024-02-05,52.4642
2024-02-06,53.1227
2024-02-07,51.1756
2024-02-08,53.2476
2024-02-09,53.4971
2024-02-10,53.4971
2024-02-11,53.4971
2024-02-12,56.9741
2024-02-13,50.9087
2024-02-14,51.6389
2024-02-15,54.1692
2024-02-16,57.4011
2024-02-17,57.4011
2024-02-18,57.4011
2024-02-19,57.4011
2024-02-20,58.4296
2024-02-21,58.6256
2024-02-22,47.5725
2024-02-23,50.1339
2024-02-24,50.1339
2024-02-25,50.1339
2024-02-26,46.5693
2024-02-27,47.5296
2024-02-28,48.0128
2024-02-29,47.5769
2024-03-01,49.2728
2024-03-02,49.2728
2024-03-03,49.2728
2024-03-04,48.7051
2024-03-05,46.867
2024-03-06,47.6879
2024-03-07,49.594
2024-03-08,51.8575
2024-03-09,51.8575
2024-03-10,51.8575
2024-03-11,50.576
2024-03-12,49.8614
2024-03-13,47.9847
2024-03-14,45.3453
2024-03-15,44.423
2024-03-16,44.423
2024-03-17,44.423
2024-03-18,42.3757
2024-03-19,43.227
2024-03-20,45.7159
2024-03-21,47.8389
2024-03-22,46.2872
2024-03-23,46.2872
2024-03-24,46.2872
2024-03-25,44.3215
2024-03-26,43.5398
2024-03-27,45.7916
2024-03-28,45.0106
2024-03-29,45.0106
2024-03-30,45.0106
2024-03-31,45.0106
2024-04-01,41.6015
2024-04-02,42.0145
2024-04-03,41.5189
2024-04-04,41.4048
2024-04-05,41.9237
2024-04-06,41.9237
2024-04-07,41.9237
2024-04-08,44.0888
