,IFF US Equity
,RSI_30D
2020-09-06,47.7533
2020-09-07,47.7533
2020-09-08,46.2527
2020-09-09,46.6831
2020-09-10,45.0297
2020-09-11,45.8404
2020-09-12,45.8404
2020-09-13,45.8404
2020-09-14,48.1429
2020-09-15,49.5759
2020-09-16,49.5759
2020-09-17,49.5062
2020-09-18,47.613
2020-09-19,47.613
2020-09-20,47.613
2020-09-21,45.3071
2020-09-22,45.5398
2020-09-23,41.7195
2020-09-24,42.2983
2020-09-25,45.4524
2020-09-26,45.4524
2020-09-27,45.4524
2020-09-28,48.3832
2020-09-29,48.501
2020-09-30,49.6306
2020-10-01,46.9822
2020-10-02,45.9924
2020-10-03,45.9924
2020-10-04,45.9924
2020-10-05,45.1265
2020-10-06,42.0434
2020-10-07,43.6114
2020-10-08,43.2984
2020-10-09,47.3471
2020-10-10,47.3471
2020-10-11,47.3471
2020-10-12,46.5228
2020-10-13,44.9763
2020-10-14,44.7044
2020-10-15,43.7572
2020-10-16,44.1111
2020-10-17,44.1111
2020-10-18,44.1111
2020-10-19,41.2987
2020-10-20,41.3697
2020-10-21,38.3436
2020-10-22,40.3497
2020-10-23,39.1451
2020-10-24,39.1451
2020-10-25,39.1451
2020-10-26,37.6725
2020-10-27,34.8822
2020-10-28,31.8216
2020-10-29,33.9445
2020-10-30,33.7535
2020-10-31,33.7535
2020-11-01,33.7535
2020-11-02,37.1448
2020-11-03,39.9929
2020-11-04,38.1626
2020-11-05,41.3418
2020-11-06,42.5614
2020-11-07,42.5614
2020-11-08,42.5614
2020-11-09,46.8823
2020-11-10,46.9471
2020-11-11,43.9499
2020-11-12,44.7051
2020-11-13,47.2299
2020-11-14,47.2299
2020-11-15,47.2299
2020-11-16,49.8952
2020-11-17,49.6448
2020-11-18,47.5516
2020-11-19,47.125
2020-11-20,47.2474
2020-11-21,47.2474
2020-11-22,47.2474
2020-11-23,46.4585
2020-11-24,50.6646
2020-11-25,47.9041
2020-11-26,47.9041
2020-11-27,48.4048
2020-11-28,48.4048
2020-11-29,48.4048
2020-11-30,47.629
2020-12-01,47.1418
2020-12-02,48.159
2020-12-03,48.3093
2020-12-04,52.0281
2020-12-05,52.0281
2020-12-06,52.0281
2020-12-07,50.8016
2020-12-08,51.3674
2020-12-09,51.1218
2020-12-10,48.1395
2020-12-11,46.4862
2020-12-12,46.4862
2020-12-13,46.4862
2020-12-14,44.6541
2020-12-15,46.6939
2020-12-16,48.0957
2020-12-17,49.772
2020-12-18,50.5751
2020-12-19,50.5751
2020-12-20,50.5751
2020-12-21,50.5751
2020-12-22,51.3604
2020-12-23,46.3257
2020-12-24,46.6942
2020-12-25,46.6942
2020-12-26,46.6942
2020-12-27,46.6942
2020-12-28,45.7941
2020-12-29,48.0532
2020-12-30,48.324
2020-12-31,45.6179
2021-01-01,45.6179
2021-01-02,45.6179
2021-01-03,45.6179
2021-01-04,41.851
2021-01-05,45.4569
2021-01-06,50.8036
2021-01-07,55.9906
2021-01-08,56.2819
2021-01-09,56.2819
2021-01-10,56.2819
2021-01-11,59.0457
