,GBDC US Equity
2020-08-19,57.7248
2020-08-20,57.4527
2020-08-21,58.4654
2020-08-22,58.4654
2020-08-23,58.4654
2020-08-24,60.9643
2020-08-25,60.6738
2020-08-26,60.0815
2020-08-27,60.2821
2020-08-28,62.1508
2020-08-29,62.1508
2020-08-30,62.1508
2020-08-31,62.3438
2020-09-01,62.4428
2020-09-02,63.1446
2020-09-03,60.9563
2020-09-04,61.6059
2020-09-05,61.6059
2020-09-06,61.6059
2020-09-07,61.6059
2020-09-08,62.6766
2020-09-09,61.7854
2020-09-10,62.6104
2020-09-11,63.8484
2020-09-12,63.8484
2020-09-13,63.8484
2020-09-14,65.1959
2020-09-15,64.0559
2020-09-16,65.5116
2020-09-17,64.1674
2020-09-18,65.8254
2020-09-19,65.8254
2020-09-20,65.8254
2020-09-21,61.0749
2020-09-22,60.7262
2020-09-23,54.4539
2020-09-24,54.0099
2020-09-25,56.458
2020-09-26,56.458
2020-09-27,56.458
2020-09-28,59.1568
2020-09-29,56.7317
2020-09-30,59.1157
2020-10-01,65.2396
2020-10-02,63.9286
2020-10-03,63.9286
2020-10-04,63.9286
2020-10-05,61.513
2020-10-06,60.676
2020-10-07,59.9724
2020-10-08,61.9791
2020-10-09,62.2461
2020-10-10,62.2461
2020-10-11,62.2461
2020-10-12,60.7745
2020-10-13,59.1823
2020-10-14,58.7481
2020-10-15,56.4625
2020-10-16,57.1098
2020-10-17,57.1098
2020-10-18,57.1098
2020-10-19,53.5413
2020-10-20,53.2763
2020-10-21,53.5143
2020-10-22,55.2811
2020-10-23,57.4025
2020-10-24,57.4025
2020-10-25,57.4025
2020-10-26,54.5829
2020-10-27,51.6934
2020-10-28,46.3824
2020-10-29,46.9947
2020-10-30,46.9947
2020-10-31,46.9947
2020-11-01,46.9947
2020-11-02,48.6272
2020-11-03,51.8156
2020-11-04,53.8985
2020-11-05,55.971
2020-11-06,55.971
2020-11-07,55.971
2020-11-08,55.971
2020-11-09,57.4054
2020-11-10,58.1113
2020-11-11,58.7677
2020-11-12,55.7771
2020-11-13,57.7923
2020-11-14,57.7923
2020-11-15,57.7923
2020-11-16,58.544
2020-11-17,57.9744
2020-11-18,56.6905
2020-11-19,57.7656
2020-11-20,56.4607
2020-11-21,56.4607
2020-11-22,56.4607
2020-11-23,57.0187
2020-11-24,59.2858
2020-11-25,60.4171
2020-11-26,60.4171
2020-11-27,58.5801
2020-11-28,58.5801
2020-11-29,58.5801
2020-11-30,58.9033
2020-12-01,60.4974
2020-12-02,59.2298
2020-12-03,60.0948
2020-12-04,59.9304
2020-12-05,59.9304
2020-12-06,59.9304
2020-12-07,58.9297
2020-12-08,59.8543
2020-12-09,57.3499
2020-12-10,57.5998
2020-12-11,57.8552
2020-12-12,57.8552
2020-12-13,57.8552
2020-12-14,58.6918
2020-12-15,58.6918
2020-12-16,58.028
2020-12-17,58.718
2020-12-18,60.8486
2020-12-19,60.8486
2020-12-20,60.8486
2020-12-21,60.4452
2020-12-22,56.9312
2020-12-23,57.0746
2020-12-24,57.0746
2020-12-25,57.0746
2020-12-26,57.0746
2020-12-27,57.0746
2020-12-28,57.9732
2020-12-29,58.5714
2020-12-30,55.7988
2020-12-31,61.0913
2021-01-01,61.0913
2021-01-02,61.0913
2021-01-03,61.0913
2021-01-04,62.093
2021-01-05,62.3437
2021-01-06,59.1083
2021-01-07,60.943
2021-01-08,62.0746
2021-01-09,62.0746
2021-01-10,62.0746
2021-01-11,59.881
2021-01-12,60.1459
2021-01-13,60.683
2021-01-14,63.5421
2021-01-15,63.8443
2021-01-16,63.8443
2021-01-17,63.8443
2021-01-18,63.8443
2021-01-19,62.9802
2021-01-20,64.7096
2021-01-21,67.4095
2021-01-22,65.6769
2021-01-23,65.6769
2021-01-24,65.6769
2021-01-25,61.2017
2021-01-26,62.0528
2021-01-27,57.9219
2021-01-28,57.5615
2021-01-29,54.5758
2021-01-30,54.5758
2021-01-31,54.5758
2021-02-01,58.385
2021-02-02,61.6013
2021-02-03,63.6757
2021-02-04,60.6264
2021-02-05,62.1874
2021-02-06,62.1874
2021-02-07,62.1874
2021-02-08,62.7977
2021-02-09,57.3695
2021-02-10,56.9204
2021-02-11,59.9477
2021-02-12,59.0282
2021-02-13,59.0282
2021-02-14,59.0282
2021-02-15,59.0282
2021-02-16,57.0663
2021-02-17,57.737
2021-02-18,58.2985
2021-02-19,56.8909
2021-02-20,56.8909
2021-02-21,56.8909
2021-02-22,58.055
2021-02-23,58.1719
2021-02-24,59.905
2021-02-25,57.2858
2021-02-26,57.4062
2021-02-27,57.4062
2021-02-28,57.4062
2021-03-01,60.3004
2021-03-02,61.8039
2021-03-03,62.9446
2021-03-04,60.8542
2021-03-05,58.0299
2021-03-06,58.0299
2021-03-07,58.0299
2021-03-08,55.5211
2021-03-09,56.7306
2021-03-10,57.212
2021-03-11,58.6402
2021-03-12,57.973
2021-03-13,57.973
2021-03-14,57.973
2021-03-15,57.8029
2021-03-16,54.1075
2021-03-17,54.309
2021-03-18,52.5587
2021-03-19,56.2698
2021-03-20,56.2698
2021-03-21,56.2698
2021-03-22,58.0867
2021-03-23,56.3118
2021-03-24,53.9847
2021-03-25,56.5832
2021-03-26,58.7627
2021-03-27,58.7627
2021-03-28,58.7627
2021-03-29,56.1535
2021-03-30,54.9655
2021-03-31,51.979
2021-04-01,57.2432
2021-04-02,57.2432
2021-04-03,57.2432
2021-04-04,57.2432
2021-04-05,56.4088
2021-04-06,58.1949
2021-04-07,58.7096
2021-04-08,59.1261
2021-04-09,60.1653
2021-04-10,60.1653
2021-04-11,60.1653
2021-04-12,58.6234
2021-04-13,59.3773
2021-04-14,57.8205
2021-04-15,59.0425
2021-04-16,59.2644
2021-04-17,59.2644
2021-04-18,59.2644
2021-04-19,59.7161
2021-04-20,58.872
2021-04-21,60.6005
2021-04-22,60.0781
2021-04-23,59.5471
2021-04-24,59.5471
2021-04-25,59.5471
2021-04-26,60.0343
2021-04-27,61.1242
2021-04-28,62.1908
2021-04-29,63.1212
2021-04-30,61.1746
2021-05-01,61.1746
2021-05-02,61.1746
2021-05-03,62.1408
2021-05-04,59.6455
2021-05-05,57.9781
2021-05-06,58.2464
2021-05-07,56.747
2021-05-08,56.747
2021-05-09,56.747
2021-05-10,55.4549
2021-05-11,49.7615
2021-05-12,45.1113
2021-05-13,50.3477
2021-05-14,51.2826
2021-05-15,51.2826
2021-05-16,51.2826
2021-05-17,53.9721
2021-05-18,54.4674
2021-05-19,54.7194
2021-05-20,57.0556
2021-05-21,56.5788
2021-05-22,56.5788
2021-05-23,56.5788
2021-05-24,57.7949
2021-05-25,55.0818
2021-05-26,57.1621
2021-05-27,58.6761
2021-05-28,58.792
2021-05-29,58.792
2021-05-30,58.792
2021-05-31,58.792
2021-06-01,60.4005
2021-06-02,61.9374
2021-06-03,60.8897
2021-06-04,61.1165
2021-06-05,61.1165
2021-06-06,61.1165
2021-06-07,59.5099
2021-06-08,59.5099
2021-06-09,59.3245
2021-06-10,55.3282
2021-06-11,57.225
2021-06-12,57.225
2021-06-13,57.225
2021-06-14,57.4918
2021-06-15,53.8446
2021-06-16,57.5583
2021-06-17,55.5758
2021-06-18,50.0745
2021-06-19,50.0745
2021-06-20,50.0745
2021-06-21,54.712
2021-06-22,54.712
2021-06-23,55.0741
2021-06-24,56.1619
2021-06-25,54.9387
2021-06-26,54.9387
2021-06-27,54.9387
2021-06-28,54.631
2021-06-29,53.8509
2021-06-30,52.156
2021-07-01,52.156
2021-07-02,55.6841
2021-07-03,55.6841
2021-07-04,55.6841
2021-07-05,55.6841
2021-07-06,57.4326
2021-07-07,56.9346
2021-07-08,55.1218
2021-07-09,57.6576
2021-07-10,57.6576
2021-07-11,57.6576
2021-07-12,59.2075
2021-07-13,58.0244
2021-07-14,57.8536
2021-07-15,56.1435
2021-07-16,55.6332
2021-07-17,55.6332
2021-07-18,55.6332
2021-07-19,52.6621
2021-07-20,56.1605
2021-07-21,57.4128
2021-07-22,56.2493
2021-07-23,56.3799
2021-07-24,56.3799
2021-07-25,56.3799
2021-07-26,56.6478
2021-07-27,56.785
2021-07-28,57.4813
2021-07-29,55.0939
2021-07-30,53.5024
2021-07-31,53.5024
2021-08-01,53.5024
2021-08-02,54.7055
2021-08-03,54.8566
2021-08-04,53.2047
2021-08-05,54.4655
2021-08-06,55.8499
2021-08-07,55.8499
2021-08-08,55.8499
2021-08-09,55.6554
2021-08-10,54.4779
2021-08-11,53.8881
2021-08-12,54.5665
2021-08-13,56.0708
2021-08-14,56.0708
2021-08-15,56.0708
2021-08-16,54.4141
2021-08-17,53.3942
2021-08-18,49.7298
2021-08-19,45.9522
2021-08-20,49.0462
2021-08-21,49.0462
2021-08-22,49.0462
2021-08-23,48.2066
2021-08-24,49.2844
2021-08-25,51.5444
2021-08-26,51.1814
2021-08-27,52.731
2021-08-28,52.731
2021-08-29,52.731
2021-08-30,51.0546
2021-08-31,50.6841
2021-09-01,51.0515
2021-09-02,52.8677
2021-09-03,52.2659
2021-09-04,52.2659
2021-09-05,52.2659
2021-09-06,52.2659
2021-09-07,49.1227
2021-09-08,48.0029
2021-09-09,49.2009
2021-09-10,47.3211
2021-09-11,47.3211
2021-09-12,47.3211
2021-09-13,47.3211
2021-09-14,49.3903
2021-09-15,51.1759
2021-09-16,49.5678
2021-09-17,49.5678
2021-09-18,49.5678
2021-09-19,49.5678
2021-09-20,45.9019
2021-09-21,49.7467
2021-09-22,52.6766
2021-09-23,54.0619
2021-09-24,53.4549
2021-09-25,53.4549
2021-09-26,53.4549
2021-09-27,53.8125
2021-09-28,56.0818
2021-09-29,58.2061
2021-09-30,57.3235
2021-10-01,57.8197
2021-10-02,57.8197
2021-10-03,57.8197
2021-10-04,58.1553
2021-10-05,60.1242
2021-10-06,59.6403
2021-10-07,56.8031
2021-10-08,58.8292
2021-10-09,58.8292
2021-10-10,58.8292
2021-10-11,56.9859
2021-10-12,58.4993
2021-10-13,58.4993
2021-10-14,58.2556
2021-10-15,57.7577
2021-10-16,57.7577
2021-10-17,57.7577
2021-10-18,58.3105
2021-10-19,57.789
2021-10-20,55.9761
2021-10-21,56.3805
2021-10-22,57.978
2021-10-23,57.978
2021-10-24,57.978
2021-10-25,56.3761
2021-10-26,52.6164
2021-10-27,54.8982
2021-10-28,57.0384
2021-10-29,54.3695
2021-10-30,54.3695
2021-10-31,54.3695
2021-11-01,51.6425
2021-11-02,50.9812
2021-11-03,48.4157
2021-11-04,48.6385
2021-11-05,48.6385
2021-11-06,48.6385
2021-11-07,48.6385
2021-11-08,47.5398
2021-11-09,44.8168
2021-11-10,45.3153
2021-11-11,46.0712
2021-11-12,46.0712
2021-11-13,46.0712
2021-11-14,46.0712
2021-11-15,43.9061
2021-11-16,42.8642
2021-11-17,43.1433
2021-11-18,42.7116
2021-11-19,41.2181
2021-11-20,41.2181
2021-11-21,41.2181
2021-11-22,39.1928
2021-11-23,38.6041
2021-11-24,38.4052
2021-11-25,38.4052
2021-11-26,36.2781
2021-11-27,36.2781
2021-11-28,36.2781
2021-11-29,35.7199
2021-11-30,41.6062
2021-12-01,42.1827
2021-12-02,48.0224
2021-12-03,47.1271
2021-12-04,47.1271
2021-12-05,47.1271
2021-12-06,48.3717
2021-12-07,47.2218
2021-12-08,46.5352
2021-12-09,46.2985
2021-12-10,47.6756
2021-12-11,47.6756
2021-12-12,47.6756
2021-12-13,45.7344
2021-12-14,43.447
2021-12-15,44.5937
2021-12-16,46.5555
2021-12-17,43.8049
2021-12-18,43.8049
2021-12-19,43.8049
2021-12-20,43.1456
2021-12-21,44.5836
2021-12-22,47.3392
2021-12-23,53.5515
2021-12-24,53.5515
2021-12-25,53.5515
2021-12-26,53.5515
2021-12-27,53.5515
2021-12-28,55.7024
2021-12-29,56.9401
2021-12-30,55.0827
2021-12-31,56.7506
2022-01-01,56.7506
2022-01-02,56.7506
2022-01-03,56.4794
2022-01-04,56.9055
2022-01-05,56.9055
2022-01-06,54.8926
2022-01-07,57.1335
2022-01-08,57.1335
2022-01-09,57.1335
2022-01-10,56.266
2022-01-11,60.2229
2022-01-12,64.271
2022-01-13,60.1417
2022-01-14,55.6992
2022-01-15,55.6992
2022-01-16,55.6992
2022-01-17,55.6992
2022-01-18,58.1844
2022-01-19,57.706
2022-01-20,52.9748
2022-01-21,52.1326
2022-01-22,52.1326
2022-01-23,52.1326
2022-01-24,50.8774
2022-01-25,53.5754
2022-01-26,52.7196
2022-01-27,54.2322
2022-01-28,54.6078
2022-01-29,54.6078
2022-01-30,54.6078
2022-01-31,56.9814
2022-02-01,58.0293
2022-02-02,60.9792
2022-02-03,58.6117
2022-02-04,59.2661
2022-02-05,59.2661
2022-02-06,59.2661
2022-02-07,61.0195
2022-02-08,61.0195
2022-02-09,61.3433
2022-02-10,63.0876
2022-02-11,57.9254
2022-02-12,57.9254
2022-02-13,57.9254
2022-02-14,57.4622
2022-02-15,55.1797
2022-02-16,58.5834
2022-02-17,56.5831
2022-02-18,55.9246
2022-02-19,55.9246
2022-02-20,55.9246
2022-02-21,55.9246
2022-02-22,51.7698
2022-02-23,49.6702
2022-02-24,49.8614
2022-02-25,53.6844
2022-02-26,53.6844
2022-02-27,53.6844
2022-02-28,53.6844
2022-03-01,53.0659
2022-03-02,52.8558
2022-03-03,56.1501
2022-03-04,57.0133
2022-03-05,57.0133
2022-03-06,57.0133
2022-03-07,46.1194
2022-03-08,45.8072
2022-03-09,46.3705
2022-03-10,44.4581
2022-03-11,42.9317
2022-03-12,42.9317
2022-03-13,42.9317
2022-03-14,40.6231
2022-03-15,42.6181
2022-03-16,44.3586
2022-03-17,47.9856
2022-03-18,46.5724
2022-03-19,46.5724
2022-03-20,46.5724
2022-03-21,47.8091
2022-03-22,50.0312
2022-03-23,47.6116
2022-03-24,46.9847
2022-03-25,48.561
2022-03-26,48.561
2022-03-27,48.561
2022-03-28,50.0961
2022-03-29,49.9248
2022-03-30,51.1344
2022-03-31,50.4145
2022-04-01,51.6469
2022-04-02,51.6469
2022-04-03,51.6469
2022-04-04,49.8172
2022-04-05,48.5711
2022-04-06,46.6734
2022-04-07,47.4458
2022-04-08,51.781
2022-04-09,51.781
2022-04-10,51.781
2022-04-11,52.4572
2022-04-12,50.6213
2022-04-13,54.8695
2022-04-14,54.1283
2022-04-15,54.1283
2022-04-16,54.1283
2022-04-17,54.1283
2022-04-18,51.4333
2022-04-19,52.4137
2022-04-20,51.3416
2022-04-21,51.1611
2022-04-22,48.3487
2022-04-23,48.3487
2022-04-24,48.3487
2022-04-25,51.4544
2022-04-26,46.6212
2022-04-27,50.6198
2022-04-28,50.4634
2022-04-29,45.7803
2022-04-30,45.7803
2022-05-01,45.7803
2022-05-02,45.9425
2022-05-03,48.4925
2022-05-04,52.1416
2022-05-05,48.9825
2022-05-06,51.0733
2022-05-07,51.0733
2022-05-08,51.0733
2022-05-09,47.5771
2022-05-10,50.6675
2022-05-11,47.6361
2022-05-12,42.1954
2022-05-13,40.5658
2022-05-14,40.5658
2022-05-15,40.5658
2022-05-16,41.7968
2022-05-17,42.8847
2022-05-18,39.8956
2022-05-19,38.7246
2022-05-20,37.0792
2022-05-21,37.0792
2022-05-22,37.0792
2022-05-23,37.7987
2022-05-24,35.1385
2022-05-25,39.7956
2022-05-26,41.0828
2022-05-27,44.0524
2022-05-28,44.0524
2022-05-29,44.0524
2022-05-30,44.0524
2022-05-31,42.7521
2022-06-01,43.3697
2022-06-02,43.6268
2022-06-03,42.0471
2022-06-04,42.0471
2022-06-05,42.0471
2022-06-06,43.1126
2022-06-07,43.3818
2022-06-08,42.5486
2022-06-09,40.9225
2022-06-10,40.8216
2022-06-11,40.8216
2022-06-12,40.8216
2022-06-13,35.4835
2022-06-14,36.9296
2022-06-15,37.0755
2022-06-16,34.4382
2022-06-17,34.7383
2022-06-18,34.7383
2022-06-19,34.7383
2022-06-20,34.7383
2022-06-21,34.8925
2022-06-22,34.4713
2022-06-23,33.5496
2022-06-24,36.5797
2022-06-25,36.5797
2022-06-26,36.5797
2022-06-27,38.2656
2022-06-28,38.0752
2022-06-29,38.3923
2022-06-30,38.2909
2022-07-01,42.6768
2022-07-02,42.6768
2022-07-03,42.6768
2022-07-04,42.6768
2022-07-05,43.1249
2022-07-06,42.1036
2022-07-07,44.0824
2022-07-08,46.9671
2022-07-09,46.9671
2022-07-10,46.9671
2022-07-11,45.2757
2022-07-12,47.3762
2022-07-13,47.1267
2022-07-14,46.9987
2022-07-15,49.4153
2022-07-16,49.4153
2022-07-17,49.4153
2022-07-18,49.6944
2022-07-19,51.2259
2022-07-20,51.3651
2022-07-21,51.2139
2022-07-22,50.4456
2022-07-23,50.4456
2022-07-24,50.4456
2022-07-25,49.8269
2022-07-26,50.4555
2022-07-27,51.5541
2022-07-28,53.6793
2022-07-29,54.9923
2022-07-30,54.9923
2022-07-31,54.9923
2022-08-01,55.9959
2022-08-02,53.3584
2022-08-03,55.5255
2022-08-04,55.1719
2022-08-05,56.4625
2022-08-06,56.4625
2022-08-07,56.4625
2022-08-08,58.7813
2022-08-09,57.2957
2022-08-10,55.6587
2022-08-11,55.6587
2022-08-12,57.8088
2022-08-13,57.8088
2022-08-14,57.8088
2022-08-15,54.3552
2022-08-16,55.9319
2022-08-17,50.5164
2022-08-18,52.1151
2022-08-19,49.1296
2022-08-20,49.1296
2022-08-21,49.1296
2022-08-22,47.8534
2022-08-23,49.8018
2022-08-24,52.217
2022-08-25,52.4952
2022-08-26,50.3717
2022-08-27,50.3717
2022-08-28,50.3717
2022-08-29,50.9581
2022-08-30,47.0745
2022-08-31,50.2692
2022-09-01,46.87
2022-09-02,47.0182
2022-09-03,47.0182
2022-09-04,47.0182
2022-09-05,47.0182
2022-09-06,47.0182
2022-09-07,50.2841
2022-09-08,50.4278
2022-09-09,52.6909
2022-09-10,52.6909
2022-09-11,52.6909
2022-09-12,52.3817
2022-09-13,48.8247
2022-09-14,49.4169
2022-09-15,50.0153
2022-09-16,49.4106
2022-09-17,49.4106
2022-09-18,49.4106
2022-09-19,48.8003
2022-09-20,44.9253
2022-09-21,43.8579
2022-09-22,39.9319
2022-09-23,37.9549
2022-09-24,37.9549
2022-09-25,37.9549
2022-09-26,34.4282
2022-09-27,33.7082
2022-09-28,36.948
2022-09-29,35.4392
2022-09-30,37.8986
2022-10-01,37.8986
2022-10-02,37.8986
2022-10-03,39.02
2022-10-04,47.9159
2022-10-05,46.1739
2022-10-06,43.8055
2022-10-07,44.4463
2022-10-08,44.4463
2022-10-09,44.4463
2022-10-10,44.8368
2022-10-11,43.1631
2022-10-12,45.4032
2022-10-13,48.2573
2022-10-14,47.1487
2022-10-15,47.1487
2022-10-16,47.1487
2022-10-17,47.8918
2022-10-18,48.7611
2022-10-19,47.5878
2022-10-20,47.4696
2022-10-21,46.5138
2022-10-22,46.5138
2022-10-23,46.5138
2022-10-24,49.0351
2022-10-25,50.4345
2022-10-26,49.4137
2022-10-27,48.7754
2022-10-28,49.4509
2022-10-29,49.4509
2022-10-30,49.4509
2022-10-31,47.8833
2022-11-01,48.0253
2022-11-02,45.7059
2022-11-03,45.7059
2022-11-04,47.2213
2022-11-05,47.2213
2022-11-06,47.2213
2022-11-07,51.5575
2022-11-08,49.0048
2022-11-09,48.3531
2022-11-10,52.4123
2022-11-11,52.1388
2022-11-12,52.1388
2022-11-13,52.1388
2022-11-14,51.4445
2022-11-15,53.1234
2022-11-16,53.252
2022-11-17,52.5068
2022-11-18,54.3569
2022-11-19,54.3569
2022-11-20,54.3569
2022-11-21,54.0458
2022-11-22,59.0202
2022-11-23,62.0278
2022-11-24,62.0278
2022-11-25,63.2776
2022-11-26,63.2776
2022-11-27,63.2776
2022-11-28,58.5257
2022-11-29,59.0389
2022-11-30,59.1435
2022-12-01,58.2206
2022-12-02,54.278
2022-12-03,54.278
2022-12-04,54.278
2022-12-05,55.4343
2022-12-06,50.0642
2022-12-07,50.9042
2022-12-08,51.1532
2022-12-09,51.9101
2022-12-10,51.9101
2022-12-11,51.9101
2022-12-12,52.0382
2022-12-13,52.6902
2022-12-14,50.5573
2022-12-15,48.6556
2022-12-16,47.8575
2022-12-17,47.8575
2022-12-18,47.8575
2022-12-19,46.6696
2022-12-20,49.5484
2022-12-21,50.5155
2022-12-22,49.2596
2022-12-23,52.7689
2022-12-24,52.7689
2022-12-25,52.7689
2022-12-26,52.7689
2022-12-27,51.3557
2022-12-28,50.1063
2022-12-29,52.7489
2022-12-30,51.4796
2022-12-31,51.4796
2023-01-01,51.4796
2023-01-02,51.4796
2023-01-03,51.4796
2023-01-04,52.5654
2023-01-05,51.8157
2023-01-06,51.2113
2023-01-07,51.2113
2023-01-08,51.2113
2023-01-09,53.7242
2023-01-10,55.0546
2023-01-11,60.1509
2023-01-12,59.6626
2023-01-13,58.0382
2023-01-14,58.0382
2023-01-15,58.0382
2023-01-16,58.0382
2023-01-17,58.2732
2023-01-18,56.953
2023-01-19,55.3321
2023-01-20,55.0082
2023-01-21,55.0082
2023-01-22,55.0082
2023-01-23,55.942
2023-01-24,55.6009
2023-01-25,56.5599
2023-01-26,58.6707
2023-01-27,59.3099
2023-01-28,59.3099
2023-01-29,59.3099
2023-01-30,55.9108
2023-01-31,56.0479
2023-02-01,59.4413
2023-02-02,59.0784
2023-02-03,56.921
2023-02-04,56.921
2023-02-05,56.921
2023-02-06,56.921
2023-02-07,60.4027
2023-02-08,57.2137
2023-02-09,51.721
2023-02-10,53.4386
2023-02-11,53.4386
2023-02-12,53.4386
2023-02-13,54.7204
2023-02-14,53.8011
2023-02-15,52.882
2023-02-16,53.0204
2023-02-17,53.0204
2023-02-18,53.0204
2023-02-19,53.0204
2023-02-20,53.0204
2023-02-21,51.4048
2023-02-22,55.8573
2023-02-23,55.9877
2023-02-24,55.6476
2023-02-25,55.6476
2023-02-26,55.6476
2023-02-27,57.516
2023-02-28,58.2948
2023-03-01,56.5086
2023-03-02,56.144
2023-03-03,57.6967
2023-03-04,57.6967
2023-03-05,57.6967
2023-03-06,58.2527
2023-03-07,56.5236
2023-03-08,53.7717
2023-03-09,47.5457
2023-03-10,40.5683
2023-03-11,40.5683
2023-03-12,40.5683
2023-03-13,39.085
2023-03-14,44.21
2023-03-15,41.8529
2023-03-16,43.275
2023-03-17,40.2222
