,RUSHA US Equity
2023-03-18,44.6681
2023-03-19,44.6681
2023-03-20,46.6377
2023-03-21,48.4468
2023-03-22,46.2252
2023-03-23,45.5057
2023-03-24,46.2542
2023-03-25,46.2542
2023-03-26,46.2542
2023-03-27,47.8295
2023-03-28,48.4501
2023-03-29,49.6659
2023-03-30,49.8506
2023-03-31,51.9701
2023-04-01,51.9701
2023-04-02,51.9701
2023-04-03,51.5821
2023-04-04,49.0039
2023-04-05,46.8269
2023-04-06,45.7332
2023-04-07,45.7332
2023-04-08,45.7332
2023-04-09,45.7332
2023-04-10,48.9272
2023-04-11,50.056
2023-04-12,50.6547
2023-04-13,50.9355
2023-04-14,51.1988
2023-04-15,51.1988
2023-04-16,51.1988
2023-04-17,51.0442
2023-04-18,51.3733
2023-04-19,52.267
2023-04-20,52.3188
2023-04-21,51.2825
2023-04-22,51.2825
2023-04-23,51.2825
2023-04-24,51.613
2023-04-25,49.639
2023-04-26,45.8262
2023-04-27,48.0213
2023-04-28,48.3064
2023-04-29,48.3064
2023-04-30,48.3064
2023-05-01,49.0864
2023-05-02,47.2297
2023-05-03,44.806
2023-05-04,41.1783
2023-05-05,44.4585
2023-05-06,44.4585
2023-05-07,44.4585
2023-05-08,44.3423
2023-05-09,47.265
2023-05-10,48.8186
2023-05-11,48.4302
2023-05-12,48.7396
2023-05-13,48.7396
2023-05-14,48.7396
2023-05-15,49.255
2023-05-16,49.4594
2023-05-17,50.9771
2023-05-18,51.4986
2023-05-19,49.0971
2023-05-20,49.0971
2023-05-21,49.0971
2023-05-22,48.9496
2023-05-23,51.3403
2023-05-24,48.9108
2023-05-25,50.2048
2023-05-26,51.7342
2023-05-27,51.7342
2023-05-28,51.7342
2023-05-29,51.7342
2023-05-30,51.4513
2023-05-31,47.6751
2023-06-01,47.3895
2023-06-02,56.4999
2023-06-03,56.4999
2023-06-04,56.4999
2023-06-05,54.5624
2023-06-06,58.9132
2023-06-07,62.6331
2023-06-08,61.3468
2023-06-09,61.6545
2023-06-10,61.6545
2023-06-11,61.6545
2023-06-12,60.975
2023-06-13,64.0574
2023-06-14,63.7563
2023-06-15,63.8792
2023-06-16,62.1651
2023-06-17,62.1651
2023-06-18,62.1651
2023-06-19,62.1651
2023-06-20,61.5746
2023-06-21,61.8312
2023-06-22,63.1435
2023-06-23,61.1001
2023-06-24,61.1001
2023-06-25,61.1001
2023-06-26,61.367
2023-06-27,63.5368
2023-06-28,63.7877
2023-06-29,64.545
2023-06-30,62.7693
2023-07-01,62.7693
2023-07-02,62.7693
2023-07-03,63.5623
2023-07-04,63.5623
2023-07-05,58.9652
2023-07-06,56.1347
2023-07-07,57.2976
2023-07-08,57.2976
2023-07-09,57.2976
2023-07-10,57.8863
2023-07-11,59.9097
2023-07-12,59.5878
2023-07-13,60.5526
2023-07-14,62.5894
2023-07-15,62.5894
2023-07-16,62.5894
2023-07-17,62.3149
2023-07-18,62.3149
2023-07-19,64.9665
2023-07-20,64.7473
2023-07-21,63.0241
2023-07-22,63.0241
2023-07-23,63.0241
2023-07-24,63.8085
2023-07-25,65.3892
2023-07-26,68.3767
2023-07-27,62.644
2023-07-28,62.7029
2023-07-29,62.7029
2023-07-30,62.7029
2023-07-31,64.7143
2023-08-01,65.8045
2023-08-02,65.8227
2023-08-03,64.6827
2023-08-04,61.9098
2023-08-05,61.9098
2023-08-06,61.9098
2023-08-07,64.099
2023-08-08,60.2865
2023-08-09,57.911
2023-08-10,57.73
2023-08-11,58.5125
2023-08-12,58.5125
2023-08-13,58.5125
2023-08-14,58.0993
2023-08-15,55.6292
2023-08-16,54.2696
2023-08-17,52.5284
2023-08-18,53.3163
2023-08-19,53.3163
2023-08-20,53.3163
2023-08-21,54.4884
2023-08-22,54.7755
2023-08-23,56.5541
2023-08-24,55.6356
2023-08-25,55.7153
2023-08-26,55.7153
2023-08-27,55.7153
2023-08-28,56.8906
2023-08-29,51.9326
2023-08-30,53.2949
2023-08-31,52.5479
2023-09-01,55.1875
2023-09-02,55.1875
2023-09-03,55.1875
2023-09-04,55.1875
2023-09-05,48.1908
2023-09-06,46.9466
2023-09-07,45.4033
2023-09-08,45.3666
2023-09-09,45.3666
2023-09-10,45.3666
2023-09-11,45.5942
2023-09-12,45.5942
2023-09-13,45.2712
2023-09-14,50.1573
2023-09-15,47.9631
2023-09-16,47.9631
2023-09-17,47.9631
2023-09-18,49.0932
2023-09-19,49.4861
2023-09-20,49.4861
2023-09-21,48.2034
2023-09-22,49.7821
2023-09-23,49.7821
2023-09-24,49.7821
2023-09-25,52.1347
2023-09-26,51.0608
2023-09-27,54.9813
2023-09-28,56.9183
2023-09-29,51.0384
2023-09-30,51.0384
2023-10-01,51.0384
2023-10-02,50.2252
2023-10-03,48.4291
2023-10-04,49.5083
2023-10-05,47.2275
2023-10-06,47.3141
2023-10-07,47.3141
2023-10-08,47.3141
2023-10-09,50.3875
2023-10-10,50.3044
2023-10-11,52.6491
2023-10-12,50.5233
2023-10-13,47.2103
2023-10-14,47.2103
2023-10-15,47.2103
2023-10-16,49.0614
2023-10-17,52.1835
2023-10-18,50.1048
2023-10-19,46.2234
2023-10-20,44.6977
2023-10-21,44.6977
2023-10-22,44.6977
2023-10-23,43.4716
2023-10-24,43.1493
2023-10-25,33.9165
2023-10-26,33.7482
2023-10-27,35.4872
2023-10-28,35.4872
2023-10-29,35.4872
2023-10-30,36.1477
2023-10-31,36.5259
2023-11-01,40.9478
2023-11-02,42.2346
2023-11-03,46.0276
2023-11-04,46.0276
2023-11-05,46.0276
2023-11-06,46.7106
2023-11-07,44.2488
2023-11-08,44.1067
2023-11-09,43.9316
2023-11-10,46.8774
2023-11-11,46.8774
2023-11-12,46.8774
2023-11-13,46.596
2023-11-14,52.2318
2023-11-15,52.0656
2023-11-16,48.3125
2023-11-17,48.9257
2023-11-18,48.9257
2023-11-19,48.9257
2023-11-20,50.7702
2023-11-21,48.1642
2023-11-22,49.3802
2023-11-23,49.3802
2023-11-24,49.8287
2023-11-25,49.8287
2023-11-26,49.8287
2023-11-27,49.7636
2023-11-28,48.8061
2023-11-29,52.0324
2023-11-30,52.6622
2023-12-01,56.3937
2023-12-02,56.3937
2023-12-03,56.3937
2023-12-04,57.2242
2023-12-05,54.0306
2023-12-06,54.3527
2023-12-07,54.2455
2023-12-08,54.8293
2023-12-09,54.8293
2023-12-10,54.8293
2023-12-11,56.7524
2023-12-12,55.3062
2023-12-13,58.2328
2023-12-14,62.1198
2023-12-15,60.9689
2023-12-16,60.9689
2023-12-17,60.9689
2023-12-18,59.8223
2023-12-19,62.5654
2023-12-20,68.158
2023-12-21,68.3668
2023-12-22,69.3205
2023-12-23,69.3205
2023-12-24,69.3205
2023-12-25,69.3205
2023-12-26,71.0446
2023-12-27,70.9661
2023-12-28,71.9762
2023-12-29,73.816
2023-12-30,73.816
2023-12-31,73.816
2024-01-01,73.816
2024-01-02,68.4841
2024-01-03,62.7327
2024-01-04,61.1961
2024-01-05,59.6543
2024-01-06,59.6543
2024-01-07,59.6543
2024-01-08,60.3234
2024-01-09,56.2852
2024-01-10,54.8806
2024-01-11,54.1137
2024-01-12,52.8317
2024-01-13,52.8317
2024-01-14,52.8317
2024-01-15,52.8317
2024-01-16,52.2594
2024-01-17,50.3518
2024-01-18,53.5625
2024-01-19,53.3156
2024-01-20,53.3156
2024-01-21,53.3156
2024-01-22,56.0629
2024-01-23,56.1759
2024-01-24,54.4372
2024-01-25,56.7235
2024-01-26,56.5161
2024-01-27,56.5161
2024-01-28,56.5161
2024-01-29,58.1665
2024-01-30,58.9827
2024-01-31,53.5226
2024-02-01,56.4654
2024-02-02,56.6376
2024-02-03,56.6376
2024-02-04,56.6376
2024-02-05,54.6535
2024-02-06,55.6052
2024-02-07,56.1268
2024-02-08,56.8115
2024-02-09,58.7856
2024-02-10,58.7856
2024-02-11,58.7856
2024-02-12,59.5801
2024-02-13,55.0411
2024-02-14,56.799
2024-02-15,59.1619
2024-02-16,55.1573
2024-02-17,55.1573
2024-02-18,55.1573
2024-02-19,55.1573
2024-02-20,50.2549
2024-02-21,52.0238
2024-02-22,52.4127
2024-02-23,54.4706
2024-02-24,54.4706
2024-02-25,54.4706
2024-02-26,55.5408
2024-02-27,56.9108
2024-02-28,57.1718
2024-02-29,58.8576
2024-03-01,59.1705
2024-03-02,59.1705
2024-03-03,59.1705
2024-03-04,58.5942
2024-03-05,58.3883
2024-03-06,55.8365
2024-03-07,56.4408
2024-03-08,57.2915
2024-03-09,57.2915
2024-03-10,57.2915
2024-03-11,55.1509
2024-03-12,56.0583
2024-03-13,56.8229
2024-03-14,56.7301
2024-03-15,58.8623
2024-03-16,58.8623
2024-03-17,58.8623
2024-03-18,58.2171
2024-03-19,59.7461
2024-03-20,62.5398
2024-03-21,64.727
2024-03-22,63.3508
2024-03-23,63.3508
2024-03-24,63.3508
2024-03-25,63.2152
2024-03-26,63.9341
2024-03-27,65.6878
2024-03-28,66.6644
2024-03-29,66.6644
2024-03-30,66.6644
2024-03-31,66.6644
2024-04-01,64.7228
2024-04-02,60.916
2024-04-03,61.9496
2024-04-04,60.558
2024-04-05,60.9041
2024-04-06,60.9041
2024-04-07,60.9041
2024-04-08,61.814
