,PCAR US Equity
2020-07-23,67.6196
2020-07-24,66.9644
2020-07-25,66.9644
2020-07-26,66.9644
2020-07-27,67.1496
2020-07-28,66.1479
2020-07-29,66.7377
2020-07-30,63.7991
2020-07-31,64.3521
2020-08-01,64.3521
2020-08-02,64.3521
2020-08-03,64.9763
2020-08-04,63.4583
2020-08-05,65.8075
2020-08-06,66.3252
2020-08-07,67.6894
2020-08-08,67.6894
2020-08-09,67.6894
2020-08-10,69.3231
2020-08-11,69.8652
2020-08-12,69.7236
2020-08-13,65.5321
2020-08-14,66.0513
2020-08-15,66.0513
2020-08-16,66.0513
2020-08-17,65.2828
2020-08-18,65.1674
2020-08-19,64.1127
2020-08-20,61.9684
2020-08-21,61.6018
2020-08-22,61.6018
2020-08-23,61.6018
2020-08-24,61.3202
2020-08-25,60.1589
2020-08-26,60.8785
2020-08-27,59.5719
2020-08-28,59.8361
2020-08-29,59.8361
2020-08-30,59.8361
2020-08-31,58.2367
2020-09-01,60.2812
2020-09-02,61.6147
2020-09-03,55.928
2020-09-04,56.2204
2020-09-05,56.2204
2020-09-06,56.2204
2020-09-07,56.2204
2020-09-08,51.7682
2020-09-09,54.3492
2020-09-10,50.331
2020-09-11,52.1438
2020-09-12,52.1438
2020-09-13,52.1438
2020-09-14,56.0403
2020-09-15,54.9421
2020-09-16,55.9347
2020-09-17,54.8576
2020-09-18,51.8687
2020-09-19,51.8687
2020-09-20,51.8687
2020-09-21,47.9021
2020-09-22,48.7202
2020-09-23,47.5455
2020-09-24,48.5131
2020-09-25,50.8493
2020-09-26,50.8493
2020-09-27,50.8493
2020-09-28,55.4583
2020-09-29,54.7548
2020-09-30,53.2353
2020-10-01,51.8829
2020-10-02,52.6701
2020-10-03,52.6701
2020-10-04,52.6701
2020-10-05,57.1652
2020-10-06,56.4319
2020-10-07,59.3401
2020-10-08,59.4036
2020-10-09,58.0546
2020-10-10,58.0546
2020-10-11,58.0546
2020-10-12,58.8072
2020-10-13,56.4855
2020-10-14,57.0932
2020-10-15,57.3654
2020-10-16,58.4837
2020-10-17,58.4837
2020-10-18,58.4837
2020-10-19,60.0406
2020-10-20,58.5797
2020-10-21,59.3889
2020-10-22,60.4819
2020-10-23,61.7781
2020-10-24,61.7781
2020-10-25,61.7781
2020-10-26,57.5252
2020-10-27,53.6149
2020-10-28,47.9524
2020-10-29,49.1692
2020-10-30,48.731
2020-10-31,48.731
2020-11-01,48.731
2020-11-02,53.7981
2020-11-03,57.5125
2020-11-04,52.9863
2020-11-05,55.224
2020-11-06,54.4742
2020-11-07,54.4742
2020-11-08,54.4742
2020-11-09,55.476
2020-11-10,56.1021
2020-11-11,54.6497
2020-11-12,52.8904
2020-11-13,54.0826
2020-11-14,54.0826
2020-11-15,54.0826
2020-11-16,54.0957
2020-11-17,52.3993
2020-11-18,53.7894
2020-11-19,54.0615
2020-11-20,52.0635
2020-11-21,52.0635
2020-11-22,52.0635
2020-11-23,53.1718
2020-11-24,54.3613
2020-11-25,51.8144
2020-11-26,51.8144
2020-11-27,50.1629
2020-11-28,50.1629
2020-11-29,50.1629
2020-11-30,49.1427
2020-12-01,49.4866
2020-12-02,49.2829
2020-12-03,47.8718
2020-12-04,48.6326
2020-12-05,48.6326
2020-12-06,48.6326
2020-12-07,48.0045
2020-12-08,48.182
2020-12-09,49.8983
2020-12-10,47.1817
2020-12-11,46.7136
2020-12-12,46.7136
2020-12-13,46.7136
2020-12-14,45.1169
2020-12-15,50.1093
2020-12-16,49.4515
2020-12-17,48.7508
2020-12-18,49.1765
2020-12-19,49.1765
2020-12-20,49.1765
2020-12-21,48.8964
2020-12-22,47.1931
2020-12-23,47.6169
2020-12-24,49.5583
2020-12-25,49.5583
2020-12-26,49.5583
2020-12-27,49.5583
2020-12-28,48.5903
2020-12-29,48.1134
2020-12-30,49.2044
2020-12-31,50.0149
2021-01-01,50.0149
2021-01-02,50.0149
2021-01-03,50.0149
2021-01-04,47.0593
2021-01-05,48.5317
2021-01-06,54.5502
2021-01-07,53.7566
2021-01-08,52.5984
2021-01-09,52.5984
2021-01-10,52.5984
2021-01-11,53.3266
2021-01-12,55.4185
2021-01-13,54.3814
2021-01-14,54.912
2021-01-15,52.6638
2021-01-16,52.6638
2021-01-17,52.6638
2021-01-18,52.6638
2021-01-19,54.5031
2021-01-20,54.8145
2021-01-21,66.9637
2021-01-22,67.0715
2021-01-23,67.0715
2021-01-24,67.0715
2021-01-25,65.2404
2021-01-26,64.9897
2021-01-27,62.2002
2021-01-28,57.0775
2021-01-29,53.3607
2021-01-30,53.3607
2021-01-31,53.3607
2021-02-01,53.2991
2021-02-02,54.269
2021-02-03,58.9632
2021-02-04,60.5481
2021-02-05,59.681
2021-02-06,59.681
2021-02-07,59.681
2021-02-08,60.2603
2021-02-09,63.0994
2021-02-10,63.2946
2021-02-11,61.5223
2021-02-12,60.4714
2021-02-13,60.4714
2021-02-14,60.4714
2021-02-15,60.4714
2021-02-16,58.9606
2021-02-17,57.1195
2021-02-18,55.1572
2021-02-19,55.6061
2021-02-20,55.6061
2021-02-21,55.6061
2021-02-22,54.7556
2021-02-23,52.5543
2021-02-24,53.9034
2021-02-25,51.4198
2021-02-26,48.8383
2021-02-27,48.8383
2021-02-28,48.8383
2021-03-01,52.7137
2021-03-02,53.3299
2021-03-03,54.736
2021-03-04,50.5175
2021-03-05,52.8346
2021-03-06,52.8346
2021-03-07,52.8346
2021-03-08,51.8163
2021-03-09,54.1225
2021-03-10,55.7858
2021-03-11,57.1564
2021-03-12,55.9197
2021-03-13,55.9197
2021-03-14,55.9197
2021-03-15,58.7906
2021-03-16,53.3747
2021-03-17,53.9366
2021-03-18,52.5048
2021-03-19,52.4225
2021-03-20,52.4225
2021-03-21,52.4225
2021-03-22,50.4072
2021-03-23,47.3413
2021-03-24,46.7554
2021-03-25,48.9086
2021-03-26,50.7473
2021-03-27,50.7473
2021-03-28,50.7473
2021-03-29,50.0992
2021-03-30,50.2735
2021-03-31,49.7206
2021-04-01,48.4931
2021-04-02,48.4931
2021-04-03,48.4931
2021-04-04,48.4931
2021-04-05,51.196
2021-04-06,49.646
2021-04-07,49.1193
2021-04-08,49.6573
2021-04-09,50.4194
2021-04-10,50.4194
2021-04-11,50.4194
2021-04-12,53.1428
2021-04-13,52.2657
2021-04-14,50.5984
2021-04-15,52.6033
2021-04-16,52.4316
2021-04-17,52.4316
2021-04-18,52.4316
2021-04-19,50.0206
2021-04-20,48.1952
2021-04-21,50.4832
2021-04-22,48.4227
2021-04-23,50.1151
2021-04-24,50.1151
2021-04-25,50.1151
2021-04-26,50.1003
2021-04-27,47.124
2021-04-28,46.2953
2021-04-29,48.2109
2021-04-30,45.435
2021-05-01,45.435
2021-05-02,45.435
2021-05-03,46.8609
2021-05-04,45.8663
2021-05-05,47.7066
2021-05-06,51.3615
2021-05-07,52.4211
2021-05-08,52.4211
2021-05-09,52.4211
2021-05-10,54.0743
2021-05-11,53.0934
2021-05-12,48.858
2021-05-13,52.0915
2021-05-14,52.651
2021-05-15,52.651
2021-05-16,52.651
2021-05-17,51.4088
2021-05-18,47.6745
2021-05-19,48.0002
2021-05-20,47.39
2021-05-21,49.163
2021-05-22,49.163
2021-05-23,49.163
2021-05-24,48.8975
2021-05-25,47.1107
2021-05-26,47.4801
2021-05-27,48.3813
2021-05-28,48.6797
2021-05-29,48.6797
2021-05-30,48.6797
2021-05-31,48.6797
2021-06-01,50.0936
2021-06-02,49.8254
2021-06-03,50.9911
2021-06-04,53.8907
2021-06-05,53.8907
2021-06-06,53.8907
2021-06-07,51.325
2021-06-08,51.4935
2021-06-09,50.0439
2021-06-10,48.6432
2021-06-11,49.7347
2021-06-12,49.7347
2021-06-13,49.7347
2021-06-14,47.6703
2021-06-15,49.7612
2021-06-16,48.2266
2021-06-17,45.5594
2021-06-18,42.1206
2021-06-19,42.1206
2021-06-20,42.1206
2021-06-21,42.7541
2021-06-22,42.7138
2021-06-23,43.3946
2021-06-24,44.7531
2021-06-25,45.6645
2021-06-26,45.6645
2021-06-27,45.6645
2021-06-28,45.1407
2021-06-29,44.4121
2021-06-30,46.466
2021-07-01,45.7217
2021-07-02,44.9285
2021-07-03,44.9285
2021-07-04,44.9285
2021-07-05,44.9285
2021-07-06,42.5152
2021-07-07,42.741
2021-07-08,40.9267
2021-07-09,44.6532
2021-07-10,44.6532
2021-07-11,44.6532
2021-07-12,46.1988
2021-07-13,45.0579
2021-07-14,45.3528
2021-07-15,46.5211
2021-07-16,45.282
2021-07-17,45.282
2021-07-18,45.282
2021-07-19,43.7944
2021-07-20,46.5782
2021-07-21,46.697
2021-07-22,44.9569
2021-07-23,45.866
2021-07-24,45.866
2021-07-25,45.866
2021-07-26,44.7029
2021-07-27,41.01
2021-07-28,38.359
2021-07-29,39.533
2021-07-30,39.1049
2021-07-31,39.1049
2021-08-01,39.1049
2021-08-02,37.8474
2021-08-03,37.497
2021-08-04,36.4497
2021-08-05,35.0846
2021-08-06,35.0174
2021-08-07,35.0174
2021-08-08,35.0174
2021-08-09,34.8243
2021-08-10,34.6128
2021-08-11,41.9782
2021-08-12,40.7861
2021-08-13,39.4444
2021-08-14,39.4444
2021-08-15,39.4444
2021-08-16,39.4912
2021-08-17,38.4418
2021-08-18,38.0725
2021-08-19,39.2549
2021-08-20,39.0906
2021-08-21,39.0906
2021-08-22,39.0906
2021-08-23,39.4315
2021-08-24,42.8665
2021-08-25,43.4075
2021-08-26,42.4621
2021-08-27,44.4158
2021-08-28,44.4158
2021-08-29,44.4158
2021-08-30,44.0194
2021-08-31,43.6565
2021-09-01,45.689
2021-09-02,48.7169
2021-09-03,49.9185
2021-09-04,49.9185
2021-09-05,49.9185
2021-09-06,49.9185
2021-09-07,45.8376
2021-09-08,45.3954
2021-09-09,47.5601
2021-09-10,48.4887
2021-09-11,48.4887
2021-09-12,48.4887
2021-09-13,50.2432
2021-09-14,49.2295
2021-09-15,50.7154
2021-09-16,46.1184
2021-09-17,44.3874
2021-09-18,44.3874
2021-09-19,44.3874
2021-09-20,41.3563
2021-09-21,39.8483
2021-09-22,40.9618
2021-09-23,44.3261
2021-09-24,43.7629
2021-09-25,43.7629
2021-09-26,43.7629
2021-09-27,46.1161
2021-09-28,44.7252
2021-09-29,45.2789
2021-09-30,41.4487
2021-10-01,42.6907
2021-10-02,42.6907
2021-10-03,42.6907
2021-10-04,41.5217
2021-10-05,48.0952
2021-10-06,48.1547
2021-10-07,50.4463
2021-10-08,53.6184
2021-10-09,53.6184
2021-10-10,53.6184
2021-10-11,51.7389
2021-10-12,51.3124
2021-10-13,52.3466
2021-10-14,56.4324
2021-10-15,57.0068
2021-10-16,57.0068
2021-10-17,57.0068
2021-10-18,54.7063
2021-10-19,55.9004
2021-10-20,56.6072
2021-10-21,56.1955
2021-10-22,56.6419
2021-10-23,56.6419
2021-10-24,56.6419
2021-10-25,57.0426
2021-10-26,56.2248
2021-10-27,53.699
2021-10-28,59.8072
2021-10-29,60.1369
2021-10-30,60.1369
2021-10-31,60.1369
2021-11-01,62.276
2021-11-02,63.0709
2021-11-03,60.414
2021-11-04,58.3575
2021-11-05,59.0094
2021-11-06,59.0094
2021-11-07,59.0094
2021-11-08,56.6713
2021-11-09,54.7623
2021-11-10,57.1264
2021-11-11,57.8854
2021-11-12,57.6654
2021-11-13,57.6654
2021-11-14,57.6654
2021-11-15,57.1019
2021-11-16,57.4289
2021-11-17,56.376
2021-11-18,51.9731
2021-11-19,50.7293
2021-11-20,50.7293
2021-11-21,50.7293
2021-11-22,55.1689
2021-11-23,57.0241
2021-11-24,54.5049
2021-11-25,54.5049
2021-11-26,50.39
2021-11-27,50.39
2021-11-28,50.39
2021-11-29,49.6431
2021-11-30,45.1884
2021-12-01,43.73
2021-12-02,46.51
2021-12-03,49.4365
2021-12-04,49.4365
2021-12-05,49.4365
2021-12-06,52.4873
2021-12-07,52.4873
2021-12-08,54.4578
2021-12-09,53.9239
2021-12-10,54.7349
2021-12-11,54.7349
2021-12-12,54.7349
2021-12-13,53.2886
2021-12-14,52.9588
2021-12-15,52.8085
2021-12-16,51.5011
2021-12-17,47.2155
2021-12-18,47.2155
2021-12-19,47.2155
2021-12-20,44.9975
2021-12-21,47.3343
2021-12-22,48.9028
2021-12-23,50.108
2021-12-24,50.108
2021-12-25,50.108
2021-12-26,50.108
2021-12-27,51.5639
2021-12-28,53.385
2021-12-29,54.5579
2021-12-30,54.1524
2021-12-31,55.5203
2022-01-01,55.5203
2022-01-02,55.5203
2022-01-03,55.877
2022-01-04,61.9836
2022-01-05,62.4131
2022-01-06,63.5775
2022-01-07,62.3107
2022-01-08,62.3107
2022-01-09,62.3107
2022-01-10,60.0856
2022-01-11,60.1134
2022-01-12,60.342
2022-01-13,64.0458
2022-01-14,65.4622
2022-01-15,65.4622
2022-01-16,65.4622
2022-01-17,65.4622
2022-01-18,64.2855
2022-01-19,60.447
2022-01-20,56.839
2022-01-21,55.4762
2022-01-22,55.4762
2022-01-23,55.4762
2022-01-24,54.7242
2022-01-25,58.6813
2022-01-26,58.549
2022-01-27,57.2888
2022-01-28,57.9135
2022-01-29,57.9135
2022-01-30,57.9135
2022-01-31,56.6092
2022-02-01,59.8742
2022-02-02,60.8637
2022-02-03,58.4129
2022-02-04,57.8157
2022-02-05,57.8157
2022-02-06,57.8157
2022-02-07,57.974
2022-02-08,56.6935
2022-02-09,58.2151
2022-02-10,54.9084
2022-02-11,54.5669
2022-02-12,54.5669
2022-02-13,54.5669
2022-02-14,54.8413
2022-02-15,56.961
2022-02-16,57.9663
2022-02-17,55.2555
2022-02-18,55.5285
2022-02-19,55.5285
2022-02-20,55.5285
2022-02-21,55.5285
2022-02-22,55.1193
2022-02-23,50.6233
2022-02-24,51.793
2022-02-25,51.3423
2022-02-26,51.3423
2022-02-27,51.3423
2022-02-28,51.5242
2022-03-01,46.9505
2022-03-02,51.135
2022-03-03,51.1689
2022-03-04,45.1555
2022-03-05,45.1555
2022-03-06,45.1555
2022-03-07,39.0625
2022-03-08,39.6291
2022-03-09,45.8316
2022-03-10,44.383
2022-03-11,43.6631
2022-03-12,43.6631
2022-03-13,43.6631
2022-03-14,46.1152
2022-03-15,46.8776
2022-03-16,50.619
2022-03-17,50.5631
2022-03-18,48.3567
2022-03-19,48.3567
2022-03-20,48.3567
2022-03-21,48.4294
2022-03-22,49.0824
2022-03-23,47.3487
2022-03-24,48.8972
2022-03-25,48.9277
2022-03-26,48.9277
2022-03-27,48.9277
2022-03-28,49.4422
2022-03-29,51.9462
2022-03-30,49.5608
2022-03-31,47.6198
2022-04-01,43.8158
2022-04-02,43.8158
2022-04-03,43.8158
2022-04-04,42.932
2022-04-05,40.9234
2022-04-06,41.9992
2022-04-07,41.7412
2022-04-08,41.4651
2022-04-09,41.4651
2022-04-10,41.4651
2022-04-11,40.8678
2022-04-12,40.6486
2022-04-13,42.2135
2022-04-14,43.0924
2022-04-15,43.0924
2022-04-16,43.0924
2022-04-17,43.0924
2022-04-18,43.339
2022-04-19,47.0967
2022-04-20,49.9315
2022-04-21,50.7347
2022-04-22,46.9771
2022-04-23,46.9771
2022-04-24,46.9771
2022-04-25,48.0668
2022-04-26,44.4447
2022-04-27,45.3208
2022-04-28,46.5286
2022-04-29,43.7385
2022-04-30,43.7385
2022-05-01,43.7385
2022-05-02,45.3574
2022-05-03,47.1121
2022-05-04,51.522
2022-05-05,47.5855
2022-05-06,46.6667
2022-05-07,46.6667
2022-05-08,46.6667
2022-05-09,47.9297
2022-05-10,46.2437
2022-05-11,44.7697
2022-05-12,46.1406
2022-05-13,46.5461
2022-05-14,46.5461
2022-05-15,46.5461
2022-05-16,45.8999
2022-05-17,48.7504
2022-05-18,43.6168
2022-05-19,44.0048
2022-05-20,42.0757
2022-05-21,42.0757
2022-05-22,42.0757
2022-05-23,45.2379
2022-05-24,45.8052
2022-05-25,47.6935
2022-05-26,48.591
2022-05-27,50.7485
2022-05-28,50.7485
2022-05-29,50.7485
2022-05-30,50.7485
2022-05-31,52.331
2022-06-01,54.5272
2022-06-02,55.0439
2022-06-03,54.0216
2022-06-04,54.0216
2022-06-05,54.0216
2022-06-06,54.4854
2022-06-07,54.9421
2022-06-08,55.4856
2022-06-09,53.243
2022-06-10,48.8133
2022-06-11,48.8133
2022-06-12,48.8133
2022-06-13,45.9517
2022-06-14,47.7165
2022-06-15,50.1292
2022-06-16,44.7224
2022-06-17,45.2222
2022-06-18,45.2222
2022-06-19,45.2222
2022-06-20,45.2222
2022-06-21,48.7682
2022-06-22,47.6111
2022-06-23,45.2592
2022-06-24,48.7223
2022-06-25,48.7223
2022-06-26,48.7223
2022-06-27,48.254
2022-06-28,47.515
2022-06-29,47.4165
2022-06-30,46.4331
2022-07-01,47.2215
2022-07-02,47.2215
2022-07-03,47.2215
2022-07-04,47.2215
2022-07-05,45.9124
2022-07-06,45.2323
2022-07-07,46.6257
2022-07-08,45.1156
2022-07-09,45.1156
2022-07-10,45.1156
2022-07-11,42.9276
2022-07-12,44.5377
2022-07-13,43.3105
2022-07-14,43.0162
2022-07-15,44.5904
2022-07-16,44.5904
2022-07-17,44.5904
2022-07-18,45.0116
2022-07-19,50.5861
2022-07-20,50.9994
2022-07-21,51.2245
2022-07-22,51.5554
2022-07-23,51.5554
2022-07-24,51.5554
2022-07-25,53.4039
2022-07-26,54.6969
2022-07-27,57.4271
2022-07-28,59.7116
2022-07-29,60.3342
2022-07-30,60.3342
2022-07-31,60.3342
2022-08-01,59.1265
2022-08-02,58.0808
2022-08-03,58.8463
2022-08-04,58.8972
2022-08-05,59.2234
2022-08-06,59.2234
2022-08-07,59.2234
2022-08-08,59.8302
2022-08-09,59.3929
2022-08-10,61.8573
2022-08-11,61.3452
2022-08-12,62.2883
2022-08-13,62.2883
2022-08-14,62.2883
2022-08-15,62.9418
2022-08-16,64.0576
2022-08-17,61.3228
2022-08-18,62.2491
2022-08-19,59.7333
2022-08-20,59.7333
2022-08-21,59.7333
2022-08-22,54.822
2022-08-23,55.0469
2022-08-24,56.3362
2022-08-25,57.7359
2022-08-26,53.18
2022-08-27,53.18
2022-08-28,53.18
2022-08-29,51.338
2022-08-30,49.9746
2022-08-31,49.097
2022-09-01,49.031
2022-09-02,47.3841
2022-09-03,47.3841
2022-09-04,47.3841
2022-09-05,47.3841
2022-09-06,48.0341
2022-09-07,51.0574
2022-09-08,47.386
2022-09-09,50.8922
2022-09-10,50.8922
2022-09-11,50.8922
2022-09-12,52.3438
2022-09-13,47.2214
2022-09-14,47.7395
2022-09-15,46.6626
2022-09-16,45.9478
2022-09-17,45.9478
2022-09-18,45.9478
2022-09-19,49.396
2022-09-20,48.2844
2022-09-21,46.7183
2022-09-22,45.9194
2022-09-23,44.3909
2022-09-24,44.3909
2022-09-25,44.3909
2022-09-26,43.2834
2022-09-27,43.2283
2022-09-28,47.3373
2022-09-29,46.6592
2022-09-30,44.9506
2022-10-01,44.9506
2022-10-02,44.9506
2022-10-03,49.476
2022-10-04,54.2582
2022-10-05,55.5278
2022-10-06,53.6634
2022-10-07,50.7224
2022-10-08,50.7224
2022-10-09,50.7224
2022-10-10,50.9974
2022-10-11,52.6252
2022-10-12,51.8467
2022-10-13,54.1282
2022-10-14,51.2027
2022-10-15,51.2027
2022-10-16,51.2027
2022-10-17,51.993
2022-10-18,54.4281
2022-10-19,54.4798
2022-10-20,49.8483
2022-10-21,53.2224
2022-10-22,53.2224
2022-10-23,53.2224
2022-10-24,55.4296
2022-10-25,55.0231
2022-10-26,56.2788
2022-10-27,57.8077
2022-10-28,60.1593
2022-10-29,60.1593
2022-10-30,60.1593
2022-10-31,60.7125
2022-11-01,60.8399
2022-11-02,58.7862
2022-11-03,60.2091
2022-11-04,62.4511
2022-11-05,62.4511
2022-11-06,62.4511
2022-11-07,62.4715
2022-11-08,63.9047
2022-11-09,62.5208
2022-11-10,64.6746
2022-11-11,65.3547
2022-11-12,65.3547
2022-11-13,65.3547
2022-11-14,65.4423
2022-11-15,65.8784
2022-11-16,66.4948
2022-11-17,66.6056
2022-11-18,66.9751
2022-11-19,66.9751
2022-11-20,66.9751
2022-11-21,67.4817
2022-11-22,69.1407
2022-11-23,68.8561
2022-11-24,68.8561
2022-11-25,66.9696
2022-11-26,66.9696
2022-11-27,66.9696
2022-11-28,63.9757
2022-11-29,64.7225
2022-11-30,66.5438
2022-12-01,66.5871
2022-12-02,66.2327
2022-12-03,66.2327
2022-12-04,66.2327
2022-12-05,61.1218
2022-12-06,61.5137
2022-12-07,62.5469
2022-12-08,60.7368
2022-12-09,56.2405
2022-12-10,56.2405
2022-12-11,56.2405
2022-12-12,58.5375
2022-12-13,57.1858
2022-12-14,57.9193
2022-12-15,54.2065
2022-12-16,54.6509
2022-12-17,54.6509
2022-12-18,54.6509
2022-12-19,55.9482
2022-12-20,56.3882
2022-12-21,58.7064
2022-12-22,56.3858
2022-12-23,57.4274
2022-12-24,57.4274
2022-12-25,57.4274
2022-12-26,57.4274
2022-12-27,56.9838
2022-12-28,54.9414
2022-12-29,53.7129
2022-12-30,54.3213
2022-12-31,54.3213
2023-01-01,54.3213
2023-01-02,54.3213
2023-01-03,53.2916
2023-01-04,52.8693
2023-01-05,52.0355
2023-01-06,56.2516
2023-01-07,56.2516
2023-01-08,56.2516
2023-01-09,55.2042
2023-01-10,56.3156
2023-01-11,57.2099
2023-01-12,57.7282
2023-01-13,59.6874
2023-01-14,59.6874
2023-01-15,59.6874
2023-01-16,59.6874
2023-01-17,57.408
2023-01-18,53.6676
2023-01-19,50.5177
2023-01-20,52.4855
2023-01-21,52.4855
2023-01-22,52.4855
2023-01-23,57.0658
2023-01-24,66.6598
2023-01-25,66.1919
2023-01-26,67.4355
2023-01-27,64.6631
2023-01-28,64.6631
2023-01-29,64.6631
2023-01-30,61.6324
2023-01-31,62.1581
2023-02-01,64.1247
2023-02-02,64.3584
2023-02-03,61.9699
2023-02-04,61.9699
2023-02-05,61.9699
2023-02-06,62.2335
2023-02-07,61.9771
2023-02-08,58.0745
2023-02-09,59.8336
2023-02-10,59.7846
2023-02-11,59.7846
2023-02-12,59.7846
2023-02-13,60.2238
2023-02-14,60.5665
2023-02-15,63.3587
2023-02-16,63.2504
2023-02-17,64.5368
2023-02-18,64.5368
2023-02-19,64.5368
2023-02-20,64.5368
2023-02-21,59.7112
2023-02-22,57.8527
2023-02-23,58.4512
2023-02-24,55.7075
2023-02-25,55.7075
2023-02-26,55.7075
2023-02-27,55.2603
2023-02-28,55.4356
2023-03-01,57.0788
2023-03-02,60.1875
2023-03-03,62.4511
2023-03-04,62.4511
2023-03-05,62.4511
2023-03-06,62.5926
2023-03-07,61.2922
2023-03-08,61.5787
2023-03-09,57.3192
2023-03-10,52.7655
2023-03-11,52.7655
2023-03-12,52.7655
2023-03-13,50.8746
2023-03-14,53.0595
2023-03-15,49.324
2023-03-16,49.6395
2023-03-17,45.6687
2023-03-18,45.6687
